key,open_street_maps,latitude,longitude,elevation,area,rural_area,urban_area
CO_68_68176,,6.3438888888889,-73.372222222222,890,,,
CO_68_68179,,6.0613888888889,-73.637777777778,1820,94,,
CO_68_68190,,6.3133333333333,-73.95,167,,,
CO_68_68207,,6.771,-72.698,2033,,,
CO_68_68209,,6.3558333333333,-73.240833333333,1830,,,
CO_68_68211,,6.29,-73.473333333333,1699,,,
CO_68_68217,,6.295,-73.040555555556,1651,,,
CO_68_68229,,6.6044444444444,-73.068055555556,1441,,,
CO_68_68235,,6.6980611111111,-73.5111,1160,,,
CO_68_68245,,6.2452777777778,-73.496666666667,2075,,,
CO_68_68250,,6.0541666666667,-73.815555555556,1468,,,
CO_68_68255,,7.4702777777778,-73.203333333333,469,468,,
CO_68_68264,,6.1377777777778,-73.098055555556,1854,,,
CO_68_68266,,6.6680555555556,-72.7,1484,,,
CO_68_68271,,5.8027777777778,-73.971388888889,1700,,,
CO_68_68276,,7.0697222222222,-73.097777777778,925,97,,
CO_68_68296,,6.6377777777778,-73.287777777778,855,,,
CO_68_68298,,5.9463888888889,-73.343888888889,2100,,,
CO_68_68307,,7.0730555555556,-73.168055555556,706,475,,
CO_68_68318,,6.8769444444444,-72.855555555556,2401,382,,
CO_68_68320,,6.247,-73.418,1430,15581,,
CO_68_68322,,6.3125,-73.321944444444,1534,,,
CO_68_68324,,5.9544444444444,-73.700833333333,2000,,,
CO_68_68327,,6.0244444444444,-73.5725,1483,,,
CO_68_68344,,6.5419444444444,-73.3075,1160,,,
CO_68_68368,,5.8761111111111,-73.7825,1850,60,,
CO_68_68370,,6.7325,-73.096944444444,555,,,
CO_68_68377,,5.8575,-73.965555555556,1727,,,
CO_68_68385,,6.2180555555556,-73.811388888889,967,630,,
CO_68_68397,,6.1780555555556,-73.589444444444,1934,270,,
CO_68_68406,,7.1130555555556,-73.218888888889,1077,,,
CO_68_68418,,6.7561111111111,-73.102222222222,890,,,
CO_68_68425,,6.5066666666667,-72.592777777778,2299,,,
CO_68_68432,,6.6994444444444,-72.732777777778,2466,,,
CO_68_68444,,7.3227777777778,-73.015555555556,2015,,,
CO_68_68464,,6.4763888888889,-72.970277777778,1824,,,
CO_68_68468,,6.6736111111111,-72.809166666667,2173,,,
CO_68_68498,,6.3397222222222,-73.1225,1539,84,,
CO_68_68500,,6.2638888888889,-73.299166666667,1420,287,,
CO_68_68502,,6.3441666666667,-72.8175,2058,487,,
CO_68_68522,,6.5383333333333,-73.290555555556,689,,,
CO_68_68524,,6.4072194444444,-73.2883,1222,,,
CO_68_68533,,6.4155555555556,-73.170833333333,1315,,,
CO_68_68547,,6.9886111111111,-73.050277777778,1005,380,,
CO_68_68549,,6.5325,-73.1725,1276,,,
CO_68_68572,,5.8772222222222,-73.678611111111,1621,315,,
CO_68_68573,,6.6513888888889,-74.056944444444,78,1452,,
CO_68_68575,,7.3483333333333,-73.898333333333,27,1588,,
CO_68_68615,,7.2641666666667,-73.149444444444,703,1064,,
CO_68_68655,,7.3902777777778,-73.500277777778,126,1456,,
CO_68_68669,,6.8127777777778,-72.848055555556,1777,222,,
CO_68_68673,,6.1266666666667,-73.508888888889,1130,67,,
CO_68_68682,,6.4277777777778,-72.8675,1950,,,
CO_68_68684,,6.6588888888889,-72.733055555556,2381,85,,
CO_68_68686,,6.5761111111111,-72.645833333333,,115,,
CO_68_68689,,6.8819444444444,-73.411944444444,738,2028,,
CO_68_68705,,6.9902777777778,-72.906666666667,1900,186,,
CO_68_68720,,6.3391666666667,-73.616666666667,1060,198,,
CO_68_68745,,6.4430555555556,-73.3375,899,1413,,
CO_68_68755,,6.4677777777778,-73.259722222222,1300,136,,
CO_68_68770,,6.1019444444444,-73.440555555556,1700,391,,
CO_68_68773,,5.9180555555556,-73.791388888889,2146,882,,
CO_68_68780,,7.3669444444444,-72.984166666667,1934,261,,
CO_68_68820,,7.2019444444444,-72.966388888889,2990,342,,
CO_68_68855,,6.4475,-73.1436,1250,250,,
CO_68_68861,,6.0130555555556,-73.673611111111,2050,250,,
CO_68_68867,,7.3097222222222,-72.870555555556,3657,452,,
CO_68_68872,,6.6719444444444,-73.174722222222,1454,48,,
CO_68_68895,,6.815,-73.268333333333,1720,360,,
CO_70,1320759,9.3,-75.4,31,10917,,
CO_70_70001,,9.2994444444444,-75.395833333333,218,275,,
CO_70_70110,,9.3197222222222,-74.971666666667,107,,,
CO_70_70124,,8.83333,-75.1667,69,,,
CO_70_70204,,9.4941666666667,-75.3525,137,,,
CO_70_70215,,9.3169444444444,-75.293333333333,142,264,,
CO_70_70221,,9.4013888888889,-75.68,0,74,,
CO_70_70230,,9.5438888888889,-75.3125,270,,,
CO_70_70233,,9.1022222222222,-75.195,84,,,
CO_70_70235,,9.1586111111111,-75.048888888889,80,326,,
CO_70_70265,,8.4672222222222,-74.536666666667,112,370,,
CO_70_70400,,8.8572222222222,-75.276666666667,48,,,
CO_70_70418,,9.3802777777778,-75.268333333333,182,,,
CO_70_70429,,8.5408333333333,-74.629722222222,28,826,,
CO_70_70473,,9.3336111111111,-75.306666666667,156,161,,
CO_70_70508,,9.5258333333333,-75.227222222222,254,447,,
CO_70_70523,,9.3322222222222,-75.541944444444,36,176,,
CO_70_70670,,9.1830555555556,-75.378888888889,161,210,,
CO_70_70678,,8.9272222222222,-75.026388888889,18,1428,,
CO_70_70702,,9.2733333333333,-75.243611111111,129,199,,
CO_70_70708,,8.6622222222222,-75.128888888889,35,881,,
CO_70_70713,,9.7372222222222,-75.525555555556,44,1049,,
CO_70_70717,,9.3955555555556,-75.063055555556,18,222,,
CO_70_70742,,9.2447222222222,-75.145833333333,137,407,,
CO_70_70771,,8.8119444444444,-74.720833333333,20,1139,,
CO_70_70820,,9.525,-75.581666666667,2,347,,
CO_70_70823,,9.4519444444444,-75.439444444444,95,277,,
CO_73,1309495,4.4333333333333,-75.233333333333,710,23562,,
CO_73_73001,,4.4377777777778,-75.200555555556,1285,1498,,
CO_73_73024,,3.3916666666667,-74.932777777778,1361,473,,
CO_73_73026,,4.5672222222222,-74.953333333333,427,311,,
CO_73_73030,,4.7816666666667,-74.763888888889,44,239,,
CO_73_73043,,4.6338888888889,-75.0972,2010,475,,
CO_73_73055,,5.0305555555556,-74.884444444444,285,440,,
CO_73_73067,,3.5897222222222,-75.382222222222,564,997,,
CO_73_73124,,4.436672,-75.42783,1814,520,,
CO_73_73148,,4.1477777777778,-74.718611111111,310,183,,
CO_73_73152,1309438,5.0791666666667,-75.12,2081,182,,
CO_73_73168,,3.7236111111111,-75.484722222222,673,2124,,
CO_73_73200,,4.2883333333333,-74.897777777778,151,333,,
CO_73_73217,,3.7975,-75.193888888889,392,664,,
CO_73_73226,,4.0611111111111,-74.6925,582,526,,
CO_73_73236,,3.5380555555556,-74.895,1506,672,,
CO_73_73268,,4.1486111111111,-74.881944444444,323,217,,
CO_73_73270,1342091,5.1236111111111,-74.951666666667,855,188,,
CO_73_73275,,4.2844444444444,-74.814166666667,151,95,,
CO_73_73283,,5.1536111111111,-75.036944444444,1465,208,,
CO_73_73319,,4.0280555555556,-74.97,310,561,,
CO_73_73347,,5.0805555555556,-75.175555555556,2250,342,,
CO_73_73349,,5.2069444444444,-74.736666666667,229,309,,
CO_73_73352,,4.1758333333333,-74.532777777778,1260,232,,
CO_73_73408,,4.86,-74.913055555556,327,270,,
CO_73_73411,,4.9205555555556,-75.061111111111,1565,299,,
CO_73_73443,,5.1983333333333,-74.893611111111,558,290,,
CO_73_73449,,4.2038888888889,-74.642777777778,323,196,,
CO_73_73461,,4.8736111111111,-75.170555555556,2950,417,,
CO_73_73483,,3.6230555555556,-75.093611111111,206,862,,
CO_73_73504,,3.9338888888889,-75.221388888889,540,946,,
CO_73_73520,,5.12,-75.023611111111,1166,65,,
CO_73_73547,1309460,4.5433333333333,-74.877777777778,426,355,,
CO_73_73555,,3.1963888888889,-75.644444444444,1224,,,
CO_73_73563,,3.7488888888889,-74.928055555556,321,448,,
CO_73_73585,,3.8566666666667,-74.9325,167,422,,
CO_73_73616,,3.5291666666667,-75.644722222222,900,1137,,
CO_73_73622,,4.0108333333333,-75.605277777778,2700,790,,
CO_73_73624,,4.2391666666667,-75.240277777778,854,733,,
CO_73_73671,,3.9291666666667,-75.015555555556,305,214,,
CO_73_73675,,3.915,-75.479444444444,1492,407,,
CO_73_73678,,4.1322222222222,-75.095555555556,503,425,,
CO_73_73686,,4.7138888888889,-75.0975,2250,416,,
CO_73_73770,,4.0475,-74.830555555556,290,190,,
CO_73_73854,,4.1980555555556,-75.117222222222,600,198,,
CO_73_73861,,4.7183333333333,-74.929444444444,425,352,,
CO_73_73870,,5.03,-75.116944444444,2153,188,,
CO_73_73873,,3.9363888888889,-74.601388888889,1126,204,,
CO_76,1322825,3.4166666666667,-76.516666666667,1561,22140,,
CO_76_76001,1320707,3.44,-76.519722222222,1018,564,,
CO_76_76020,,4.6736111111111,-75.7825,1290,61,,
CO_76_76036,,4.1708333333333,-76.165,757,,,
CO_76_76041,,4.7969444444444,-75.993055555556,990,,,
CO_76_76054,,4.7261111111111,-76.121666666667,1560,87,,
CO_76_76100,,4.3386111111111,-76.184722222222,744,,,
CO_76_76109,,3.8772222222222,-77.026666666667,7,6078,,
CO_76_76111,,3.9036111111111,-76.298611111111,969,832,,
CO_76_76113,,4.2075,-76.1575,950,,,
CO_76_76122,,4.3347222222222,-75.828055555556,1100,219,,
CO_76_76126,,3.9311111111111,-76.486388888889,1211,,,
CO_76_76130,,3.400375,-76.347777777778,815,,,
CO_76_76147,,4.7469444444444,-75.911944444444,917,279,,
CO_76_76233,,3.6575,-76.691666666667,882,886,,
CO_76_76243,,4.9080555555556,-76.042222222222,2118,199,,
CO_76_76246,,4.7608333333333,-76.2225,2478,,,
CO_76_76248,,3.6838888888889,-76.311111111111,967,,,
CO_76_76250,,4.5088888888889,-76.236944444444,1435,,,
CO_76_76275,,3.3216666666667,-76.234722222222,886,,,
CO_76_76306,,3.7244444444444,-76.267222222222,1019,313,,
CO_76_76318,,3.7647222222222,-76.332222222222,867,200,,
CO_76_76364,,3.2608333333333,-76.539444444444,869,577,,
CO_76_76377,,3.6496305555556,-76.568355555556,1500,,,
CO_76_76400,,4.5330555555556,-76.100555555556,975,,,
CO_76_76403,,4.5213888888889,-76.036388888889,700,,,
CO_76_76497,,4.5761111111111,-75.973055555556,913,,,
CO_76_76520,,3.5347222222222,-76.295555555556,1001,1123,,
CO_76_76563,,3.4188888888889,-76.243888888889,1070,407,,
CO_76_76606,,3.8216666666667,-76.522777777778,1400,135,,
CO_76_76616,,4.1561111111111,-76.287777777778,948,280,,
CO_76_76622,,4.4136111111111,-76.154722222222,723,217,,
CO_76_76670,,3.9938888888889,-76.228333333333,220,240,,
CO_76_76736,,4.2694444444444,-75.931944444444,1612,640,,
CO_76_76823,,4.61,-76.078333333333,950,166,,
CO_76_76828,,4.2113888888889,-76.320277777778,1260,221,,
CO_76_76834,,4.0847222222222,-76.198611111111,1,911,,
CO_76_76845,,4.7019444444444,-75.737222222222,1350,45,,
CO_76_76863,,4.5755555555556,-76.2,2694,352,,
CO_76_76869,,3.6983333333333,-76.441944444444,823,122,,
CO_76_76890,,3.8602777777778,-76.383333333333,609,321,,
CO_76_76892,,3.5777777777778,-76.494444444444,855,245,,
CO_76_76895,,4.3941666666667,-76.070277777778,916,355,,
CO_81,1388045,7.0833333333333,-70.75,132,23818,,
CO_81_81001,,7.0902777777778,-70.761666666667,125,5841,,
CO_81_81065,,7.0261111111111,-71.427222222222,143,3060,,
CO_81_81220,,6.3041666666667,-70.203888888889,92,5221,,
CO_81_81300,,6.7930555555556,-71.771388888889,262,,,
CO_81_81591,,6.28,-71.100277777778,133,2313,,
CO_81_81736,,6.9547222222222,-71.876666666667,261,907,,
CO_81_81794,,6.4583333333333,-71.744722222222,304,1064,,
CO_85,1392025,5.35,-72.41,154,44995,,
CO_85_85001,3195670,5.3305555555556,-72.390555555556,350,2532,,
CO_85_85010,,5.1688888888889,-72.546666666667,313,,,
CO_85_85015,,5.2147222222222,-72.869722222222,1100,,,
CO_85_85125,,6.1547222222222,-71.765277777778,261,,,
CO_85_85136,,6.1275,-72.334166666667,1500,,,
CO_85_85139,,4.8180555555556,-72.281111111111,164,,,
CO_85_85162,,4.8761111111111,-72.896388888889,481,,,
CO_85_85225,,5.6358333333333,-72.195,550,,,
CO_85_85230,,4.7897222222222,-71.339166666667,187,42,,
CO_85_85250,,5.8811111111111,-71.891666666667,340,,,
CO_85_85263,,5.7275,-71.993055555556,270,,,
CO_85_85279,,5.2283333333333,-72.76,971,179,,
CO_85_85300,,4.8536111111111,-73.039722222222,487,408,,
CO_85_85315,,6.0980555555556,-72.2475,1247,291,,
CO_85_85325,,5.4222222222222,-71.731388888889,167,3057,,
CO_85_85400,,5.8302777777778,-72.162222222222,1156,1136,,
CO_85_85410,,5.016667,-72.75,464,2391,,
CO_85_85430,,5.4091666666667,-71.661111111111,162,2991,,
CO_85_85440,,4.608736,-72.928792,265,825,,
CO_86,1375357,1.15,-76.616666666667,254,24885,,
CO_86_86001,,1.1491666666667,-76.646388888889,604,1030,,
CO_86_86219,,1.1902777777778,-76.973888888889,2215,,,
CO_86_86320,,0.66611111111111,-76.870833333333,682,1862,,
CO_86_86568,,0.50055555555556,-76.498888888889,409,26103,,
CO_86_86569,,0.685,-76.604444444444,481,,,
CO_86_86571,,0.96361111111111,-76.408611111111,557,,,
CO_86_86573,,-0.19388888888889,-74.780555555556,177,,,
CO_86_86749,,1.2033333333333,-76.919166666667,2100,64,,
CO_86_86755,,1.1747222222222,-76.879722222222,1530,480,,
CO_86_86757,,0.34361111111111,-76.910833333333,503,358,,
CO_86_86760,,1.1469444444444,-77.001111111111,2291,445,,
CO_86_86865,,0.42527777777778,-76.905277777778,575,871,,
CO_86_86885,,1.0294444444444,-76.616388888889,529,1250,,
CO_88,2181889,12.55,-81.716666666667,37,52,,
CO_88_88001,,12.584722222222,-81.700555555556,0,26,,
CO_88_88564,,13.35,-81.36666667,2,18,,
CO_91,1303962,-4.2052777777778,-69.932777777778,97,109665,,
CO_91_91001,,-4.215,-69.941111111111,96,3695,,
CO_91_91263,,-1.56261,-73.25684,108,,,
CO_91_91405,,-1.4527777777778,-72.7975,109,,,
CO_91_91407,,-1.3286111111111,-69.579722222222,79,,,
CO_91_91430,,0.051388888888889,-71.222777777778,107,,,
CO_91_91460,,-0.88333333333333,-70.983611111111,100,1443,,
CO_91_91530,,-1.0055555555556,-74.015,120,1443,,
CO_91_91536,,-2.1480555555556,-71.753333333333,96,,,
CO_91_91540,,-3.7702777777778,-70.383055555556,89,1876,,
CO_91_91669,,-0.61916666666667,-72.383333333333,99,,,
CO_91_91798,,-2.8788888888889,-69.743888888889,80,1443,,
CO_94,1385038,3.8652777777778,-67.923888888889,177,72238,,
CO_94_94001,,3.8708333333333,-67.921111111111,95,,,
CO_94_94343,,3.49,-69.812222222222,111,,,
CO_94_94663,,2.8080555555556,-70.476111111111,97,,,
CO_94_94883,,1.9136111111111,-67.066666666667,102,,,
CO_94_94884,,2.7197222222222,-67.566388888889,97,,,
CO_94_94885,,1.2461111111111,-66.865833333333,79,6457,,
CO_94_94886,,3.5252777777778,-67.415833333333,117,,,
CO_94_94887,,1.8641666666667,-69.009444444444,206,,,
CO_94_94888,,2.2633333333333,-69.918611111111,115,,,
CO_95,1380540,2.5666666666667,-72.633333333333,300,53460,,
CO_95_95001,,2.5652777777778,-72.638611111111,185,13912,,
CO_95_95015,,1.9611111111111,-72.652777777778,309,16200,,
CO_95_95025,,2.3305611111111,-72.6278,326,,,
CO_95_95200,,1.3366694444444,-71.9511,248,,,
CO_97,1359366,1.2,-70.166666666667,293,54135,,
CO_97_97001,,1.2502777777778,-70.235,183,16,,
CO_97_97161,,1.0133333333333,-71.3,194,6982,,
CO_97_97511,,0.15636,-70.89274,110,,,
CO_97_97666,,-0.56361111111111,-69.633611111111,189,6619,,
CO_97_97777,,1.627,-70.63322,184,,,
CO_99,1357098,6.1833333333333,-67.466666666667,104,100242,,
CO_99_99001,,6.1888888888889,-67.485833333333,51,12409,,
CO_99_99524,,5.4905555555556,-70.409166666667,104,,,
CO_99_99624,,5.1261111111111,-70.875555555556,320,2018,,
CO_99_99773,,4.4461111111111,-69.795555555556,116,65,,
CR,287667,10,-84,,51100,46480,4052
CR_A,3222933,10.566666666667,-84.6,71,9758,,
CR_C,3223054,9.8,-83.65,1187,3124,,
CR_G,3222919,10.433333333333,-85.4,63,10141,,
CR_H,3221947,10.416666666667,-84,259,2657,,
CR_L,3223056,10.03,-83.22,51,9189,,
CR_P,3223028,9.9666666666667,-84.833333333333,58,11266,,
CR_SJ,3223004,9.6,-83.95,1654,4966,,
CU,307833,22,-79.5,,109880,100441,9572
CU_01,1854617,22.4122,-83.6719,,8885,,
CU_02,,22.75,-82.166666666667,,,,
CU_03,1854615,22,-82,,,,
CU_04,1854616,23.0511,-81.5753,,11798,,
CU_05,1923804,22.4053,-79.9542,,8413,,
CU_06,1854632,22.1456,-80.4364,,4187,,
CU_07,1923793,21.9339,-79.4439,,6780,,
CU_08,1854631,21.8481,-78.7631,,6947,,
CU_09,1854630,21.3839,-77.9075,,15414,,
CU_10,1854636,20.9597,-76.9544,,6595,,
CU_11,1854635,20.64,-74.9175,,9210,,
CU_12,1854633,20.3833,-76.6525,,8377,,
CU_13,1854638,20.0198,-75.8139,,6234,,
CU_14,1854634,20.1333,-75.2,,6164,,
CU_15,2576644,22.816666666667,-82.766666666667,52,4004,,
CU_16,2579313,22.966666666667,-82.15,137,3733,,
CU_99,5219730,21.75,-82.85,303,2419,,
CV,535774,15.916666666667,-24.083333333333,,4030,3914,180
CW,1216719,12.166666666667,-68.966666666667,39,444,,
CX,2177207,-10.49,105.6275,234,135,,
CY,307787,35,33,,9250,6950,2280
CZ,51684,50,16,,78870,,
CZ_10,439840,50.083333333333,14.416666666667,235,496,,
CZ_20,442397,49.966666666667,14.5,342,10928,,
CZ_20_201,441521,49.66667,14.75,,1475,,
CZ_20_202,442335,49.963333333333,14.071944444444,,704,,
CZ_20_203,441012,50.146944444444,14.103333333333,,720,,
CZ_20_204,441315,50.028056,15.201389,,744,,
CZ_20_205,441861,49.948333333333,15.268055555556,,917,,
CZ_20_206,442362,50.351944444444,14.474722222222,,701,,
CZ_20_207,441981,50.410833333333,14.902777777778,,1023,,
CZ_20_208,441570,50.186111111111,15.041666666667,,850,,
CZ_20_209,441584,50.087777777778,14.420555555556,,755,,
CZ_20_20A,442269,50.0166666666667,14.2333333333333,,581,,
CZ_20_20B,441434,49.689722222222,14.01,,1563,,
CZ_20_20C,442396,50.104166666667,13.731666666667,,896,,
CZ_31,442321,49.083333333333,14.666666666667,479,10058,,
CZ_31_311,441226,48.973888888889,14.475,,1638,,
CZ_31_312,441576,48.810833333333,14.315,,1614,,
CZ_31_313,441869,49.151388888889,15.010833333333,,1944,,
CZ_31_314,441220,49.308333333333,14.1475,,1127,,
CZ_31_315,441582,49.012777777778,13.997222222222,,1377,,
CZ_31_316,442320,49.261666666667,13.903333333333,,1032,,
CZ_31_317,441914,49.3,14.7,,1326,,
CZ_32,442466,49.7,13.2,465,7649,,
CZ_32_321,441864,49.440277777778,12.93,,1123,,
CZ_32_322,442419,49.395,13.293611111111,,1946,,
CZ_32_323,442399,49.7475,13.3775,,261,,
CZ_32_324,442271,49.7475,13.3775,,997,,
CZ_32_325,442415,49.7475,13.3775,,1287,,
CZ_32_326,441451,49.742222222222,13.594722222222,,657,,
CZ_32_327,441448,49.795277777778,12.633055555556,,1379,,
CZ_41,442314,50.2,12.7,447,3310,,
CZ_41_411,441990,50.077777777778,12.375833333333,,1046,,
CZ_41_412,440798,50.232222222222,12.871388888889,,1511,,
CZ_41_413,442313,50.181388888889,12.639722222222,,754,,
CZ_42,442452,50.5,13.85,530,5339,,
CZ_42_421,441155,50.781666666667,14.214722222222,,909,,
CZ_42_422,441437,50.460555555556,13.418055555556,,936,,
CZ_42_423,442420,50.533888888889,14.131111111111,,1032,,
CZ_42_424,441333,50.357222,13.796944,,1121,,
CZ_42_425,442417,50.502777777778,13.639722222222,,467,,
CZ_42_426,441318,50.64,13.824444444444,,469,,
CZ_42_427,442324,50.661111111111,14.033055555556,,405,,
CZ_51,442455,50.7,15,555,3163,,
CZ_51_511,441446,50.686666666667,14.537222222222,,1073,,
CZ_51_512,441190,50.725,15.169444444444,,402,,
CZ_51_513,441329,50.766944444444,15.056111111111,,989,,
CZ_51_514,442423,50.602777777778,15.334444444444,,699,,
CZ_52,442463,50.4,15.8,304,4759,,
CZ_52_521,441917,50.209444444444,15.8325,,892,,
CZ_52_522,441987,50.436944444444,15.351388888889,,887,,
CZ_52_523,441794,50.416666666667,16.163055555556,,852,,
CZ_52_524,441223,50.163333333333,16.274722222222,,982,,
CZ_52_525,442413,50.560833333333,15.912777777778,,1147,,
CZ_53,442460,49.9,16.2,490,4519,,
CZ_53_531,441441,49.951111111111,15.794722222222,,993,,
CZ_53_532,441234,50.037777777778,15.780833333333,,880,,
CZ_53_533,441911,49.755833333333,16.469444444444,,1379,,
CZ_53_534,441218,49.973611111111,16.394166666667,,1267,,
CZ_63,442453,49.4,15.7,528,6796,,
CZ_63_631,441984,49.613155555556,15.581016666667,,1265,,
CZ_63_632,441185,49.395555555556,15.590833333333,,1199,,
CZ_63_633,441102,49.4325,15.227222222222,,1290,,
CZ_63_634,442210,49.22,15.877777777778,,1463,,
CZ_63_635,441749,49.562777777778,15.939722222222,,1579,,
CZ_64,442311,49.1,16.6,212,7188,,
CZ_64_641,441793,49.363333333333,16.644722222222,,863,,
CZ_64_642,442273,49.191111111111,16.611666666667,,230,,
CZ_64_643,442084,49.191111111111,16.611666666667,,1499,,
CZ_64_644,442309,48.758055555556,16.887777777778,,1038,,
CZ_64_645,441151,48.851111111111,17.126944444444,,1099,,
CZ_64_646,442281,49.276944444444,16.998333333333,,869,,
CZ_64_647,441326,48.855833333333,16.048888888889,,1590,,
CZ_71,442459,49.716666666667,17.1,234,5272,,
CZ_71_711,440926,50.23,17.204444444444,,719,,
CZ_71_712,441579,49.595277777778,17.251944444444,,1608,,
CZ_71_713,441197,49.471388888889,17.1125,,777,,
CZ_71_714,441573,49.455277777778,17.450277777778,,854,,
CZ_71_715,442318,49.965555555556,16.97,,1313,,
CZ_72,442449,49.2,17.7,424,3963,,
CZ_72_721,442410,49.298333333333,17.392777777778,,796,,
CZ_72_722,442087,49.068333333333,17.460555555556,,991,,
CZ_72_723,442448,49.340277777778,17.993055555556,,1143,,
CZ_72_724,440923,49.226944444444,17.668888888889,,1034,,
CZ_80,442461,49.8,18,448,5431,,
CZ_80_801,441193,49.988055555556,17.464166666667,,1537,,
CZ_80_802,442412,49.685556,18.350556,,1208,,
CZ_80_803,441200,49.854167,18.542778,,356,,
CZ_80_804,441188,49.595277777778,18.010277777778,,882,,
CZ_80_805,442422,49.938888888889,17.9025,,1116,,
CZ_80_806,435509,49.8,18.2166666666667,,332,,
DE,51477,51,10,,357580,291859,62374
DE_BB,62504,53.0804,14.1266,0,123,,
DE_BE,62422,52.516666666667,13.383333333333,34,892,,
DE_BW,62611,48.537777777778,9.0411111111111,327,35752,,
DE_BY,2145268,48.7775,11.431111111111,503,70551,,
DE_HB,62718,53.347266666667,8.5913,,419,,
DE_HE,62650,50.666111111111,8.5911111111111,264,21100,,
DE_HH,62782,53.55,10,6,755,,
DE_MV,28322,53.616666666667,12.7,0,23174,,
DE_NI,62771,52.756111111111,9.3930555555556,13,47614,,
DE_NW,62761,51.466666666667,7.55,45,34113,,
DE_RP,62341,49.913056,7.449722,0,19853,,
DE_SH,51529,54.470038,9.51416,12,15763,,
DE_SL,62372,49.37715,6.8783777777778,,2570,,
DE_SN,62467,51.026944444444,13.358888888889,342,18416,,
DE_ST,62607,51.971111111111,11.47,51,20452,,
DE_TH,62366,51,11,266,16171,,
DJ,192801,11.8,42.433333,,23200,21412,150
DK,50046,56,10,,42920,33044,9295
DM,307823,15.416667,-61.333333,,750,504,251
DO,307828,18.8,-70.2,,48670,42784,5089
DO_01,53161,18.5,-69.983333333333,52,104,,
DO_02,3421245,18.46,-70.74,474,2532,,
DO_03,3420663,18.49,-71.42,31,1282,,
DO_04,7124584,18.2,-71.1,10,,,
DO_05,3412367,19.566666666667,-71.71,328,,,
DO_06,3420664,19.3,-70.25,119,,,
DO_07,3420312,18.883333333333,-71.7,454,,,
DO_08,3422238,18.77,-69.04,104,1787,,
DO_09,3412918,19.383333333333,-70.516666666667,213,,,
DO_10,3420665,18.49,-71.85,21,,,
DO_11,3422240,18.62,-68.71,65,,,
DO_12,3422258,18.43,-68.97,63,,,
DO_13,3420314,19.22,-70.53,1250,,,
DO_14,3422241,19.38,-69.85,27,,,
DO_15,3411021,19.85,-71.65,22,,,
DO_16,3421242,18.033333333333,-71.75,283,,,
DO_17,3421246,18.29,-70.33,184,,,
DO_18,3412919,19.8,-70.683333333333,253,1853,,
DO_19,3420313,19.42,-70.39,481,,,
DO_20,3422242,19.2,-69.316666666667,229,,,
DO_21,3422564,18.42,-70.11,391,,,
DO_22,3420316,18.81,-71.23,429,,,
DO_23,3422259,18.46,-69.31,22,1,,
DO_24,3420666,19.06,-70.15,178,,,
DO_25,3412920,19.48,-70.69,495,,,
DO_26,3412368,19.483333333333,-71.35,243,1,,
DO_27,3412369,19.566666666667,-71.083333333333,60,,,
DO_28,3420315,18.95,-70.41,194,,,
DO_29,3420529,18.81,-69.79,86,,,
DO_30,3422239,18.77,-69.26,222,,,
DO_31,3421243,18.55,-70.5,1109,,,
DO_32,3422565,18.483402,-69.929611,54,,,
DZ,192756,28,1,,2381740,2285676,30196
EC,108089,-1,-78,,256370,244458,10906
EC_A,107886,-2.8833333333333,-79,2500,8189,,
EC_B,108899,-1.6,-79,2507,4148,,
EC_C,114048,0.75,-78.083333333333,3790,3699,,
EC_D,114245,-0.93333333333333,-75.666666666667,232,21692,,
EC_E,113237,0.74,-79.16,184,14893,,
EC_F,108720,-2.7333333333333,-78.833333333333,2342,3669,,
EC_G,109468,-2.2,-79.9667,15,15927,,
EC_H,108860,-1.6666666666667,-78.65,3642,5999,,
EC_I,113982,0.35,-78.133333333333,2500,4611,,
EC_L,108088,-4.05,-79.65,,11100,,
EC_M,112910,-1.0522194444444,-80.4506,89,19427,,
EC_N,114276,-0.67,-77.94,,12476,,
EC_O,958681,-3.2666694444444,-79.9667,272,5879,,
EC_P,113722,-0.25,-78.583333333333,,9692,,
EC_R,109248,-1.7666694444444,-79.45,30,7100,,
EC_S,108521,-2.3666666666667,-78.133333333333,808,23875,,
EC_SD,113721,-0.33333333333333,-79.25,604,4180,,
EC_SE,109441,-2.2267,-80.8583,62,3696,,
EC_T,113442,-1.2333333333333,-78.616666666667,2718,1009,,
EC_U,114574,-0.083333333333333,-76.883333333333,303,18612,,
EC_W,1628150,-0.56027777777778,-91.040833333333,700,8010,,
EC_X,963072,-0.93333333333333,-78.616666666667,3984,6085,,
EC_Y,113869,-1.4902777777778,-78.002222222222,,29068,,
EC_Z,108326,-4.0691666666667,-78.956666666667,1734,10556,,
EE,79510,59,26,,45340,40499,2615
EG,1473947,27,29,,1001450,951269,24270
EH,2559126,25,-13,237,266000,,
ER,296961,15.483333,38.25,,117600,122240,367
ES,1311341,36.36659,-5.73038,,505935,432138,69795
ES_AN,349044,37.46,-4.16,3478,87268,,
ES_AR,349045,41,-1,,47719,,
ES_AS,349033,43.333333333333,-6,,10604,,
ES_CB,349013,43.333333333333,-4,,5321,,
ES_CE,1822781,35.886667,-5.3,10,18,,
ES_CL,349041,41.383333333333,-4.45,,94223,,
ES_CM,349052,39.500011111111,-3.0000333333333,696,79463,,
ES_CN,349048,28.536,-15.749,,7447,,
