date,key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2020-05-18,US_FL_12099,-39,-27,-44,-53,-37,17
2020-05-18,US_FL_12101,-20,-14,-33,-13,-36,12
2020-05-18,US_FL_12103,-30,-17,-31,-39,-38,14
2020-05-18,US_FL_12105,-20,-13,-27,-18,-32,13
2020-05-18,US_FL_12107,-6,-2,-7,,-24,7
2020-05-18,US_FL_12109,-16,-3,-10,-12,-41,13
2020-05-18,US_FL_12111,-23,-17,-36,-17,-32,12
2020-05-18,US_FL_12113,-8,-5,-1,,-28,11
2020-05-18,US_FL_12115,-38,-22,-54,-43,-32,12
2020-05-18,US_FL_12117,-25,-16,-16,-45,-46,17
2020-05-18,US_FL_12119,-40,-26,-52,-12,-26,9
2020-05-18,US_FL_12121,-11,-1,,-24,-24,8
2020-05-18,US_FL_12123,-10,9,,,-15,
2020-05-18,US_FL_12125,,,,,-23,
2020-05-18,US_FL_12127,-20,-8,-4,-31,-34,11
2020-05-18,US_FL_12129,2,-7,,,-37,13
2020-05-18,US_FL_12131,-10,-4,-6,-13,-25,9
2020-05-18,US_FL_12133,-7,9,,,-20,
2020-05-18,US_GA,-18,-6,-3,-42,-38,14
2020-05-18,US_GA_13001,,6,,,-22,
2020-05-18,US_GA_13003,,,,,-19,
2020-05-18,US_GA_13005,,,,,-15,
2020-05-18,US_GA_13009,-4,-5,,,-26,10
2020-05-18,US_GA_13011,-8,,,,-21,
2020-05-18,US_GA_13013,-3,4,,,-32,13
2020-05-18,US_GA_13015,-7,12,20,-7,-29,10
2020-05-18,US_GA_13017,,12,,,-12,
2020-05-18,US_GA_13019,,,,,-14,
2020-05-18,US_GA_13021,-17,-7,29,8,-32,12
2020-05-18,US_GA_13023,,,,,-31,
2020-05-18,US_GA_13025,,,,,-25,
2020-05-18,US_GA_13027,,,,,-15,
2020-05-18,US_GA_13029,-12,-3,,4,-30,11
2020-05-18,US_GA_13031,-13,-4,,,-31,12
2020-05-18,US_GA_13033,,1,,,-22,
2020-05-18,US_GA_13035,,-4,,-5,-26,
2020-05-18,US_GA_13039,-9,7,5,-5,-27,9
2020-05-18,US_GA_13043,,,,,-19,
2020-05-18,US_GA_13045,-6,0,-14,-8,-29,11
2020-05-18,US_GA_13047,-4,7,-19,,-34,11
2020-05-18,US_GA_13049,,,,,-27,
2020-05-18,US_GA_13051,-15,-3,6,-28,-33,12
2020-05-18,US_GA_13053,,,,,-30,
2020-05-18,US_GA_13055,,9,,,-35,
2020-05-18,US_GA_13057,-12,-7,16,,-43,15
2020-05-18,US_GA_13059,-28,-16,-67,-58,-43,16
2020-05-18,US_GA_13063,-8,-2,-7,-80,-35,13
2020-05-18,US_GA_13067,-25,-11,-9,-36,-50,18
2020-05-18,US_GA_13069,3,15,,,-15,6
2020-05-18,US_GA_13071,-14,3,,,-18,7
2020-05-18,US_GA_13073,-12,-3,-14,-11,-38,15
2020-05-18,US_GA_13075,,,,1,-18,
2020-05-18,US_GA_13077,-8,-6,,13,-34,14
2020-05-18,US_GA_13079,,,,,-26,
2020-05-18,US_GA_13081,-5,5,,1,-20,
2020-05-18,US_GA_13083,,,,-9,-27,
2020-05-18,US_GA_13085,-6,7,,,-32,
2020-05-18,US_GA_13087,-3,-5,,,-22,
2020-05-18,US_GA_13089,-24,-11,-5,-44,-48,18
2020-05-18,US_GA_13091,,,,,-23,
2020-05-18,US_GA_13093,,,,-4,-25,
2020-05-18,US_GA_13095,-14,-12,,-16,-29,13
2020-05-18,US_GA_13097,-9,-7,18,-15,-36,14
2020-05-18,US_GA_13099,,,,,-21,
2020-05-18,US_GA_13103,-3,-1,,,-30,11
2020-05-18,US_GA_13105,,-1,,,-18,
2020-05-18,US_GA_13107,,,,,-20,
2020-05-18,US_GA_13109,,,,,-21,
2020-05-18,US_GA_13111,-5,,,,-22,
2020-05-18,US_GA_13113,-16,-14,,,-46,16
2020-05-18,US_GA_13115,-5,-1,,,-27,9
2020-05-18,US_GA_13117,-21,-19,-1,,-54,19
2020-05-18,US_GA_13119,-19,,,-4,-31,
2020-05-18,US_GA_13121,-35,-19,-44,-52,-55,19
2020-05-18,US_GA_13123,-11,-2,,,-23,
2020-05-18,US_GA_13127,-11,11,19,-9,-30,10
2020-05-18,US_GA_13129,-8,0,,-8,-27,10
2020-05-18,US_GA_13131,,-10,,,-27,
2020-05-18,US_GA_13133,,-12,,,-21,
2020-05-18,US_GA_13135,-19,-10,18,-28,-42,17
2020-05-18,US_GA_13137,-8,-5,,,-26,11
2020-05-18,US_GA_13139,-11,-6,36,-8,-31,12
2020-05-18,US_GA_13141,,,,,-20,
2020-05-18,US_GA_13143,,8,-13,-8,-27,
2020-05-18,US_GA_13145,,,,,-37,
2020-05-18,US_GA_13147,,-11,,,-24,
2020-05-18,US_GA_13149,,,,,-25,
2020-05-18,US_GA_13151,-13,-9,4,,-38,15
2020-05-18,US_GA_13153,-11,-8,-3,,-34,12
2020-05-18,US_GA_13155,,,,,-26,
2020-05-18,US_GA_13157,2,1,,8,-30,12
2020-05-18,US_GA_13159,,,,,-21,
2020-05-18,US_GA_13161,,,,,-19,
2020-05-18,US_GA_13163,,,,,-15,
2020-05-18,US_GA_13165,,,,,-21,
2020-05-18,US_GA_13167,,,,,-12,
2020-05-18,US_GA_13169,,,,,-28,
2020-05-18,US_GA_13171,,,,,-26,
2020-05-18,US_GA_13173,,,,,-22,
2020-05-18,US_GA_13175,-6,0,,15,-24,8
2020-05-18,US_GA_13177,-8,,,,-32,14
2020-05-18,US_GA_13179,-8,0,-13,,-27,11
2020-05-18,US_GA_13181,,,,,-24,
2020-05-18,US_GA_13183,,,,,-20,
2020-05-18,US_GA_13185,-10,-2,-21,-9,-24,9
2020-05-18,US_GA_13187,-28,-3,,,-31,
2020-05-18,US_GA_13189,-3,-3,,-8,-22,
2020-05-18,US_GA_13191,,,,,-18,
2020-05-18,US_GA_13193,,,,,-16,
2020-05-18,US_GA_13195,,4,,,-24,
2020-05-18,US_GA_13197,,,,,-18,
2020-05-18,US_GA_13199,,,,,-23,
2020-05-18,US_GA_13205,,-9,,,-24,
2020-05-18,US_GA_13207,-12,,,,-27,
2020-05-18,US_GA_13209,,,,,-13,
2020-05-18,US_GA_13211,-7,,,-11,-23,
2020-05-18,US_GA_13213,,4,,,-24,10
2020-05-18,US_GA_13215,-12,-3,12,-35,-35,12
2020-05-18,US_GA_13217,-7,-6,-18,,-33,13
2020-05-18,US_GA_13219,-13,,,,-39,
2020-05-18,US_GA_13221,,,,,-30,
2020-05-18,US_GA_13223,-5,-8,,,-38,14
2020-05-18,US_GA_13225,-14,,,5,-29,
2020-05-18,US_GA_13227,-3,9,,,-27,
2020-05-18,US_GA_13229,,,,,-17,
2020-05-18,US_GA_13231,,,,,-24,
2020-05-18,US_GA_13233,-2,-1,,,-25,8
2020-05-18,US_GA_13235,,,,,-22,
2020-05-18,US_GA_13237,,,,,-23,
2020-05-18,US_GA_13241,,-4,,,-16,
2020-05-18,US_GA_13243,,,,,-28,
2020-05-18,US_GA_13245,-15,-2,-5,-18,-32,11
2020-05-18,US_GA_13247,-10,-5,,,-33,13
2020-05-18,US_GA_13251,,,,,-23,
2020-05-18,US_GA_13253,,,,,-20,
2020-05-18,US_GA_13255,-3,10,,,-25,10
2020-05-18,US_GA_13257,-8,2,,,-26,
2020-05-18,US_GA_13261,-11,-2,,,-29,
2020-05-18,US_GA_13263,,,,,-26,
2020-05-18,US_GA_13267,,,,,-18,
2020-05-18,US_GA_13269,,,,,-19,
2020-05-18,US_GA_13271,,,,,-21,
2020-05-18,US_GA_13273,,,,,-27,
2020-05-18,US_GA_13275,-6,10,,,-26,10
2020-05-18,US_GA_13277,-9,-5,,-7,-19,7
2020-05-18,US_GA_13279,-7,1,,,-17,
2020-05-18,US_GA_13281,,,,,-16,
2020-05-18,US_GA_13283,,,,,-24,
2020-05-18,US_GA_13285,-10,5,,-11,-28,11
2020-05-18,US_GA_13287,,,,,-21,
2020-05-18,US_GA_13289,,,,,-27,
2020-05-18,US_GA_13291,7,4,,,-24,
2020-05-18,US_GA_13293,-7,-7,,,-25,
2020-05-18,US_GA_13295,-2,1,,,-30,11
2020-05-18,US_GA_13297,0,-2,,,-32,12
2020-05-18,US_GA_13299,-2,-1,,,-18,7
2020-05-18,US_GA_13303,,,,,-21,
2020-05-18,US_GA_13305,-5,-2,,,-15,
2020-05-18,US_GA_13311,-4,-4,-10,,-22,
2020-05-18,US_GA_13313,-9,17,-21,-12,-27,10
2020-05-18,US_GA_13315,,,,,-29,
2020-05-18,US_GA_13317,,,,,-15,
2020-05-18,US_GA_13319,,,,,-23,
2020-05-18,US_GA_13321,,,,,-29,
2020-05-18,US_HI,-44,-25,-57,-63,-39,17
2020-05-18,US_HI_15001,-46,-23,-67,-74,-35,13
2020-05-18,US_HI_15003,-41,-19,-49,-60,-40,18
2020-05-18,US_HI_15007,-57,-41,-72,-78,-32,15
2020-05-18,US_HI_15009,-54,-36,-67,-76,-40,17
2020-05-18,US_IA,-15,10,71,-13,-32,13
2020-05-18,US_IA_19001,,,,,-27,
2020-05-18,US_IA_19005,,,,,-16,
2020-05-18,US_IA_19007,,,,,-20,
2020-05-18,US_IA_19009,,,,,-19,
2020-05-18,US_IA_19011,,,,,-29,
2020-05-18,US_IA_19013,-14,3,,-16,-34,13
2020-05-18,US_IA_19015,,,,,-33,12
2020-05-18,US_IA_19017,,,,,-33,
2020-05-18,US_IA_19019,,,,,-23,
2020-05-18,US_IA_19021,,,,,-26,
2020-05-18,US_IA_19023,,,,,-23,
2020-05-18,US_IA_19025,,,,,-20,
2020-05-18,US_IA_19027,,,,,-19,
2020-05-18,US_IA_19029,,,,,-21,
2020-05-18,US_IA_19031,,,,20,-27,
2020-05-18,US_IA_19033,-5,19,,7,-20,9
2020-05-18,US_IA_19035,,,,,-19,
2020-05-18,US_IA_19037,,,,,-19,
2020-05-18,US_IA_19039,,,,,-29,
2020-05-18,US_IA_19041,9,,,,-20,
2020-05-18,US_IA_19043,,,,,-17,
2020-05-18,US_IA_19045,-6,15,,,-23,8
2020-05-18,US_IA_19047,,,,,-27,
2020-05-18,US_IA_19049,-35,-10,,,-49,20
2020-05-18,US_IA_19051,,,,,-26,
2020-05-18,US_IA_19053,,,,,-22,
2020-05-18,US_IA_19055,,,,,-20,
2020-05-18,US_IA_19057,-5,12,,41,-25,10
2020-05-18,US_IA_19059,32,,,,-16,
2020-05-18,US_IA_19061,-17,16,13,-16,-36,15
2020-05-18,US_IA_19063,,,,,-23,
2020-05-18,US_IA_19065,,,,,-19,
2020-05-18,US_IA_19067,,,,6,-21,
2020-05-18,US_IA_19069,,,,,-20,
2020-05-18,US_IA_19071,,,,6,-21,
2020-05-18,US_IA_19073,,,,,-31,
2020-05-18,US_IA_19075,,,,,-25,
2020-05-18,US_IA_19077,,,,,-26,
2020-05-18,US_IA_19079,,,,4,-16,
2020-05-18,US_IA_19081,,,,,-18,
2020-05-18,US_IA_19083,,,,,-20,
2020-05-18,US_IA_19085,,,,,-27,
2020-05-18,US_IA_19087,,,,5,-20,
2020-05-18,US_IA_19089,,,,,-20,
2020-05-18,US_IA_19091,,,,,-21,
2020-05-18,US_IA_19093,,,,,-23,
2020-05-18,US_IA_19095,,,,,-28,
2020-05-18,US_IA_19097,,,,,-21,
2020-05-18,US_IA_19099,-20,41,,18,-27,9
2020-05-18,US_IA_19101,,,,,-32,
2020-05-18,US_IA_19103,-30,-17,22,-26,-43,19
2020-05-18,US_IA_19105,,,,,-31,
2020-05-18,US_IA_19107,,,,,-25,
2020-05-18,US_IA_19109,,,,,-18,
2020-05-18,US_IA_19111,0,12,,,-24,8
2020-05-18,US_IA_19113,-20,15,46,-29,-40,16
2020-05-18,US_IA_19115,,,,,-19,
2020-05-18,US_IA_19117,,,,,-22,
2020-05-18,US_IA_19119,,,,,-17,
2020-05-18,US_IA_19121,,,,,-35,
2020-05-18,US_IA_19123,,,,,-29,
2020-05-18,US_IA_19125,-8,,,,-35,
2020-05-18,US_IA_19127,-15,13,,,-30,12
2020-05-18,US_IA_19129,,,,,-32,
2020-05-18,US_IA_19131,,,,,-20,
2020-05-18,US_IA_19133,,,,,-25,
2020-05-18,US_IA_19135,,,,,-20,
2020-05-18,US_IA_19137,,,,,-25,
2020-05-18,US_IA_19139,-14,,,,-27,12
2020-05-18,US_IA_19141,,,,,-16,
2020-05-18,US_IA_19143,,,,,-12,
2020-05-18,US_IA_19145,,,,,-25,
2020-05-18,US_IA_19147,,,,,-19,
2020-05-18,US_IA_19149,,,,,-23,
2020-05-18,US_IA_19151,,,,,-26,
2020-05-18,US_IA_19153,-18,9,54,-29,-43,16
2020-05-18,US_IA_19155,-15,7,,0,-33,11
2020-05-18,US_IA_19157,,,,-25,-34,
2020-05-18,US_IA_19161,,,,,-20,
2020-05-18,US_IA_19163,-6,5,38,-4,-35,14
2020-05-18,US_IA_19165,,,,,-24,
2020-05-18,US_IA_19167,-13,,,,-23,9
2020-05-18,US_IA_19169,-26,-10,,,-47,17
2020-05-18,US_IA_19171,,,,,-35,
2020-05-18,US_IA_19173,,,,,-26,
2020-05-18,US_IA_19175,,,,,-28,
2020-05-18,US_IA_19177,,,,,-19,
2020-05-18,US_IA_19179,-5,16,,,-27,9
2020-05-18,US_IA_19181,-11,5,,,-41,16
2020-05-18,US_IA_19183,,,,,-27,
2020-05-18,US_IA_19185,,,,,-13,
2020-05-18,US_IA_19187,-7,57,,,-24,8
2020-05-18,US_IA_19189,,,,,-24,
2020-05-18,US_IA_19191,,,,,-27,
2020-05-18,US_IA_19193,-11,4,,-3,-28,11
2020-05-18,US_IA_19195,,,,,-22,
2020-05-18,US_IA_19197,,,,,-20,
2020-05-18,US_ID,-3,5,74,-9,-27,7
2020-05-18,US_ID_16001,-15,-1,28,-37,-42,14
2020-05-18,US_ID_16005,-4,11,,6,-27,7
2020-05-18,US_ID_16009,,,,,-10,
2020-05-18,US_ID_16011,11,18,,,-14,2
2020-05-18,US_ID_16013,-33,,,-14,-34,
2020-05-18,US_ID_16015,,,,,-32,
2020-05-18,US_ID_16017,16,,,,-17,4
2020-05-18,US_ID_16019,6,13,,2,-15,4
2020-05-18,US_ID_16021,,,,,-14,
2020-05-18,US_ID_16027,-4,5,20,2,-28,10
2020-05-18,US_ID_16029,,,,,-19,
2020-05-18,US_ID_16031,,,,,-21,
2020-05-18,US_ID_16035,,,,,-21,
2020-05-18,US_ID_16039,3,,,4,-14,8
2020-05-18,US_ID_16041,,,,,-17,
2020-05-18,US_ID_16043,,,,,-6,
2020-05-18,US_ID_16045,,,,,-28,
2020-05-18,US_ID_16047,,,,,-15,
2020-05-18,US_ID_16049,,,,,-25,
2020-05-18,US_ID_16051,,-6,,,-4,
2020-05-18,US_ID_16053,,,,21,-17,
2020-05-18,US_ID_16055,6,9,112,10,-25,7
2020-05-18,US_ID_16057,-14,-5,,,-30,10
2020-05-18,US_ID_16059,,,,,-15,
2020-05-18,US_ID_16063,,,,,-20,
2020-05-18,US_ID_16065,-16,19,,,-33,7
2020-05-18,US_ID_16067,-2,,,26,-18,
2020-05-18,US_ID_16069,-1,-1,,,-25,7
2020-05-18,US_ID_16073,,,,,-27,
2020-05-18,US_ID_16075,,,,,-26,
2020-05-18,US_ID_16077,,,,,-24,
2020-05-18,US_ID_16079,,,,,-18,
2020-05-18,US_ID_16081,,,,,-26,
2020-05-18,US_ID_16083,2,9,,,-24,7
2020-05-18,US_ID_16085,,,,,-24,
2020-05-18,US_ID_16087,,,,,-25,
2020-05-18,US_IL,-31,-8,2,-48,-46,17
2020-05-18,US_IL_17001,-22,3,,,-30,11
2020-05-18,US_IL_17003,,,,,-18,
2020-05-18,US_IL_17005,,,,4,-29,
2020-05-18,US_IL_17007,-17,-7,,-24,-39,14
2020-05-18,US_IL_17011,,,,,-23,
2020-05-18,US_IL_17015,,,,,-30,
2020-05-18,US_IL_17017,,,,,-21,
2020-05-18,US_IL_17019,-31,-11,56,-31,-45,18
2020-05-18,US_IL_17021,-7,0,,,-31,
2020-05-18,US_IL_17023,,,,-1,-26,
2020-05-18,US_IL_17025,,,,,-31,
2020-05-18,US_IL_17027,-2,,,,-33,13
2020-05-18,US_IL_17029,-15,1,,,-33,11
2020-05-18,US_IL_17031,-36,-14,-20,-58,-52,20
2020-05-18,US_IL_17033,,,,,-24,
2020-05-18,US_IL_17035,,,,-19,-28,
2020-05-18,US_IL_17037,-30,-3,,,-42,15
2020-05-18,US_IL_17039,,,,,-36,
2020-05-18,US_IL_17041,,,,,-27,
2020-05-18,US_IL_17043,-37,-10,-2,-69,-52,21
2020-05-18,US_IL_17045,,,,,-29,
2020-05-18,US_IL_17047,,,,,-27,
2020-05-18,US_IL_17049,-24,12,,-17,-30,11
2020-05-18,US_IL_17051,,,,,-25,
2020-05-18,US_IL_17053,,,,,-27,
2020-05-18,US_IL_17055,-10,35,,,-29,9
2020-05-18,US_IL_17057,-21,,,,-30,10
2020-05-18,US_IL_17061,,,,,-25,
2020-05-18,US_IL_17063,-14,-6,,-8,-38,13
2020-05-18,US_IL_17065,,,,,-27,
2020-05-18,US_IL_17067,,,,,-28,
2020-05-18,US_IL_17071,,,,,-18,
2020-05-18,US_IL_17073,-19,11,,-25,-33,12
2020-05-18,US_IL_17075,,,,-10,-19,
2020-05-18,US_IL_17077,-32,-11,5,,-43,13
2020-05-18,US_IL_17079,,,,,-22,
2020-05-18,US_IL_17081,-16,-4,,0,-29,12
2020-05-18,US_IL_17083,,,,,-27,
2020-05-18,US_IL_17085,,,,,-32,
2020-05-18,US_IL_17087,,,,,-30,
2020-05-18,US_IL_17089,-29,-7,57,-36,-44,17
2020-05-18,US_IL_17091,-18,0,,1,-31,12
2020-05-18,US_IL_17093,-13,-5,,,-47,19
2020-05-18,US_IL_17095,-23,6,,-5,-32,12
2020-05-18,US_IL_17097,-33,-5,17,-39,-50,19
2020-05-18,US_IL_17099,-22,12,,1,-32,12
2020-05-18,US_IL_17101,,,,,-20,
2020-05-18,US_IL_17103,-20,29,,,-28,10
2020-05-18,US_IL_17105,-18,20,,,-30,11
2020-05-18,US_IL_17107,-24,9,,,-29,
2020-05-18,US_IL_17109,-29,-20,,,-30,
2020-05-18,US_IL_17111,-25,0,41,-58,-44,18
2020-05-18,US_IL_17113,-32,-9,2,-18,-51,19
2020-05-18,US_IL_17115,-16,-1,,-5,-33,12
2020-05-18,US_IL_17117,-31,,,,-30,10
2020-05-18,US_IL_17119,-21,-3,34,-3,-38,13
2020-05-18,US_IL_17121,-18,4,,,-26,10
2020-05-18,US_IL_17123,,,,,-24,
2020-05-18,US_IL_17125,,,,,-28,
2020-05-18,US_IL_17127,,,,,-31,
2020-05-18,US_IL_17129,,,,,-34,
2020-05-18,US_IL_17131,,,,,-33,
2020-05-18,US_IL_17133,-30,-15,,,-44,
2020-05-18,US_IL_17135,-32,-1,,,-31,
2020-05-18,US_IL_17137,-18,-7,,5,-35,
2020-05-18,US_IL_17139,,,,,-23,
2020-05-18,US_IL_17141,-36,1,,,-32,13
2020-05-18,US_IL_17143,-28,0,1,-26,-40,14
2020-05-18,US_IL_17145,,,,,-31,
2020-05-18,US_IL_17147,,,,,-34,
2020-05-18,US_IL_17149,,,,,-26,
2020-05-18,US_IL_17153,,,,,-26,
2020-05-18,US_IL_17155,,,,,-26,
2020-05-18,US_IL_17157,-12,,,,-27,
2020-05-18,US_IL_17159,,,,,-22,
2020-05-18,US_IL_17161,-35,6,-26,-31,-35,13
2020-05-18,US_IL_17163,-25,-2,30,-20,-41,15
2020-05-18,US_IL_17165,-11,13,,,-32,
2020-05-18,US_IL_17167,-28,-1,31,-19,-44,15
2020-05-18,US_IL_17169,,,,,-22,
2020-05-18,US_IL_17173,,,,,-27,
2020-05-18,US_IL_17175,,,,,-26,
2020-05-18,US_IL_17177,-23,-1,,,-30,12
2020-05-18,US_IL_17179,-19,8,,,-35,13
2020-05-18,US_IL_17181,,,,,-26,
2020-05-18,US_IL_17183,-8,9,,-8,-28,9
2020-05-18,US_IL_17185,,,,,-22,
2020-05-18,US_IL_17187,,-1,,,-24,
2020-05-18,US_IL_17189,,,,,-36,
2020-05-18,US_IL_17191,,,,,-27,
2020-05-18,US_IL_17193,,,,,-14,
2020-05-18,US_IL_17195,-21,9,,,-30,12
2020-05-18,US_IL_17197,-25,-6,21,-27,-45,17
2020-05-18,US_IL_17199,-12,4,,-16,-37,11
2020-05-18,US_IL_17201,-23,-5,,-17,-38,14
2020-05-18,US_IL_17203,,,,,-37,14
2020-05-18,US_IN,-10,-2,32,-14,-33,13
2020-05-18,US_IN_18001,-14,-1,,,-18,
2020-05-18,US_IN_18003,-16,-6,-19,-15,-34,15
2020-05-18,US_IN_18005,-12,-6,-10,13,-43,16
2020-05-18,US_IN_18007,,,,,-26,
2020-05-18,US_IN_18009,,,,,-25,
2020-05-18,US_IN_18011,-9,-3,,1,-40,16
2020-05-18,US_IN_18013,,,,,-32,
2020-05-18,US_IN_18015,,,,,-22,
2020-05-18,US_IN_18017,-23,3,,,-25,9
2020-05-18,US_IN_18019,-7,5,12,0,-33,14
2020-05-18,US_IN_18021,,15,,-2,-27,
2020-05-18,US_IN_18023,-8,-3,,,-25,10
2020-05-18,US_IN_18025,,,,-28,-26,
2020-05-18,US_IN_18027,-3,27,,,-17,
2020-05-18,US_IN_18029,-6,-6,,,-34,15
2020-05-18,US_IN_18031,-9,10,,2,-32,
2020-05-18,US_IN_18033,-12,15,,,-25,12
2020-05-18,US_IN_18035,-15,-2,,5,-38,12
2020-05-18,US_IN_18037,-11,-2,,,-27,13
2020-05-18,US_IN_18039,4,1,50,5,-23,10
2020-05-18,US_IN_18041,,0,,,-24,
2020-05-18,US_IN_18043,-9,-5,,,-39,15
2020-05-18,US_IN_18045,,,,,-24,
2020-05-18,US_IN_18047,,,,,-30,
2020-05-18,US_IN_18049,,,,,-22,
2020-05-18,US_IN_18051,6,13,,-14,-8,8
2020-05-18,US_IN_18053,-1,3,,-11,-24,10
2020-05-18,US_IN_18055,,-17,,,-27,
2020-05-18,US_IN_18057,-21,-11,39,,-52,20
2020-05-18,US_IN_18059,-10,16,,-3,-40,15
2020-05-18,US_IN_18061,-16,6,,,-27,13
2020-05-18,US_IN_18063,-4,5,,-4,-39,15
2020-05-18,US_IN_18065,-2,0,,-3,-31,12
2020-05-18,US_IN_18067,-4,2,,,-36,11
2020-05-18,US_IN_18069,-13,1,,,-25,11
2020-05-18,US_IN_18071,17,-27,,,-34,12
2020-05-18,US_IN_18073,-5,9,,-1,-23,8
2020-05-18,US_IN_18075,,-7,,,-25,
2020-05-18,US_IN_18077,-7,13,,,-21,10
2020-05-18,US_IN_18079,,7,,,-27,13
2020-05-18,US_IN_18081,-4,4,13,-4,-38,15
2020-05-18,US_IN_18083,8,19,,,-19,8
2020-05-18,US_IN_18085,0,1,,,-28,10
2020-05-18,US_IN_18087,,,,-12,-18,8
2020-05-18,US_IN_18089,-5,-3,16,-11,-34,12
2020-05-18,US_IN_18091,2,3,59,-14,-23,8
2020-05-18,US_IN_18093,-5,-6,,,-24,10
2020-05-18,US_IN_18095,-3,-4,,-16,-32,11
2020-05-18,US_IN_18097,-24,-7,1,-34,-40,14
2020-05-18,US_IN_18099,4,10,,-11,-24,9
2020-05-18,US_IN_18101,,,,,-27,
2020-05-18,US_IN_18103,,3,,,-28,10
2020-05-18,US_IN_18105,-30,-10,,-29,-49,18
2020-05-18,US_IN_18107,-4,11,,,-25,9
2020-05-18,US_IN_18109,5,7,,,-31,11
2020-05-18,US_IN_18111,,,,,-26,
2020-05-18,US_IN_18113,-5,3,,,-24,10
2020-05-18,US_IN_18115,,,,,-27,
2020-05-18,US_IN_18117,,,,,-27,
2020-05-18,US_IN_18119,,,,,-27,
2020-05-18,US_IN_18121,,,,,-16,
2020-05-18,US_IN_18123,,,,,-27,
2020-05-18,US_IN_18125,,,,,-24,
2020-05-18,US_IN_18127,-8,-4,66,-18,-32,12
2020-05-18,US_IN_18129,,,,,-21,
2020-05-18,US_IN_18131,,,,,-17,
2020-05-18,US_IN_18133,-2,-6,,,-30,
2020-05-18,US_IN_18135,,,,,-23,
2020-05-18,US_IN_18137,-15,5,,,-26,
2020-05-18,US_IN_18139,,,,,-26,
2020-05-18,US_IN_18141,-6,0,71,-19,-33,12
2020-05-18,US_IN_18143,1,-3,,,-29,
2020-05-18,US_IN_18145,-7,3,,-10,-32,11
2020-05-18,US_IN_18147,,,,,-21,
2020-05-18,US_IN_18149,,6,,,-17,
2020-05-18,US_IN_18151,6,23,,-4,-22,13
2020-05-18,US_IN_18153,,,,,-21,
2020-05-18,US_IN_18155,,,,,-29,
2020-05-18,US_IN_18157,-21,-2,,-21,-40,15
2020-05-18,US_IN_18159,,,,,-27,
2020-05-18,US_IN_18161,,,,,-21,
2020-05-18,US_IN_18163,-8,9,,-36,-27,10
2020-05-18,US_IN_18165,,,,9,-26,
2020-05-18,US_IN_18167,1,9,27,21,-32,9
2020-05-18,US_IN_18169,-9,2,,,-23,
2020-05-18,US_IN_18171,,,,,-23,
2020-05-18,US_IN_18173,-2,0,,,-29,12
2020-05-18,US_IN_18175,,10,,,-25,
2020-05-18,US_IN_18177,-8,-8,,-3,-27,12
2020-05-18,US_IN_18179,,-3,,,-27,
2020-05-18,US_IN_18181,4,,,-4,-27,
2020-05-18,US_IN_18183,-7,-5,,,-28,13
2020-05-18,US_KS,-12,-3,89,-7,-32,10
2020-05-18,US_KS_20001,,,,,-18,
2020-05-18,US_KS_20003,,,,,-17,
2020-05-18,US_KS_20005,,,,,-28,
2020-05-18,US_KS_20009,-4,,,,-24,
2020-05-18,US_KS_20011,,,,,-24,
2020-05-18,US_KS_20013,,,,,-22,
2020-05-18,US_KS_20015,4,-8,,,-29,8
2020-05-18,US_KS_20021,,,,,-18,
2020-05-18,US_KS_20027,,,,,-25,
2020-05-18,US_KS_20029,,,,,-11,
2020-05-18,US_KS_20031,,,,11,-22,
2020-05-18,US_KS_20035,5,6,,,-24,7
2020-05-18,US_KS_20037,-5,-6,,,-29,8
2020-05-18,US_KS_20041,,,,,-20,
2020-05-18,US_KS_20043,,,,,-21,
2020-05-18,US_KS_20045,-21,-10,83,,-43,14
2020-05-18,US_KS_20051,-1,,,,-28,
2020-05-18,US_KS_20053,,,,,-23,
2020-05-18,US_KS_20055,-13,-5,,-32,-28,11
2020-05-18,US_KS_20057,-20,-17,,-22,-28,11
2020-05-18,US_KS_20059,-1,4,,21,-24,7
2020-05-18,US_KS_20061,-4,-7,,,-22,10
2020-05-18,US_KS_20067,,,,,-12,
2020-05-18,US_KS_20073,,,,,-17,
2020-05-18,US_KS_20079,0,,,2,-23,7
2020-05-18,US_KS_20085,,,,,-40,
2020-05-18,US_KS_20087,,,,,-23,
2020-05-18,US_KS_20091,-25,-11,92,,-48,18
2020-05-18,US_KS_20095,,,,,-21,
2020-05-18,US_KS_20099,,,,,-22,
2020-05-18,US_KS_20103,-5,0,,-3,-39,12
2020-05-18,US_KS_20107,,,,,-18,
2020-05-18,US_KS_20111,-15,-9,,-11,-30,9
2020-05-18,US_KS_20113,-12,,,1,-25,7
2020-05-18,US_KS_20115,,,,,-28,
2020-05-18,US_KS_20117,,,,,-17,
2020-05-18,US_KS_20121,-4,,,,-29,11
2020-05-18,US_KS_20123,,,,,-21,
2020-05-18,US_KS_20125,4,28,,,-22,7
2020-05-18,US_KS_20127,,,,,-19,
2020-05-18,US_KS_20131,,,,,-16,
2020-05-18,US_KS_20133,,,,,-26,
2020-05-18,US_KS_20139,,,,,-24,
2020-05-18,US_KS_20143,,,,,-17,
2020-05-18,US_KS_20149,4,,,,-34,
2020-05-18,US_KS_20151,,,,,-19,
