date,key,noaa_station,noaa_distance,minimum_temperature,maximum_temperature,rainfall,snowfall
2020-05-02,US_ID_16055,USC00101956,7.246,2.2,17.2,0,0
2020-05-02,US_ID_16057,USS0016C02S,13.607,1.7,18.7,51,
2020-05-02,US_ID_16059,USR0000IEZR,13.996,0,16.7,,
2020-05-02,US_ID_16063,USR0000IROC,5.522,1.7,23.3,,
2020-05-02,US_ID_16069,USW00024149,20.988,6.7,25,5,
2020-05-02,US_ID_16071,USW00024151,20.346,2.2,21.7,,
2020-05-02,US_ID_16073,USS0016G07S,32.25,5.9,18.9,0,
2020-05-02,US_ID_16075,USC00106891,15.546,6.1,21.7,,
2020-05-02,US_ID_16081,USC00102676,8.127,2.8,18.9,0,0
2020-05-02,US_ID_16083,USW00094178,20.428,5,23.3,0,
2020-05-02,US_ID_16085,USS0015E02S,21.921,-0.9,16.3,0,
2020-05-02,US_ID_16087,USC00101408,16.033,0,24.4,0,
2020-05-02,US_IL,USC00112193,19.492,14.4,27.2,224,
2020-05-02,US_IL_17001,USW00093989,5.909,15,27.8,0,0
2020-05-02,US_IL_17003,USR0000IBNR,7.348,16.1,28.9,,
2020-05-02,US_IL_17005,USC00111290,29.137,,,0,
2020-05-02,US_IL_17007,USC00471667,24.964,8.3,18.3,0,0
2020-05-02,US_IL_17009,USC00116837,36.987,5,23.9,0,
2020-05-02,US_IL_17011,USC00116998,8.144,5,20.6,0,0
2020-05-02,US_IL_17015,USC00115901,6.786,10.6,22.8,0,0
2020-05-02,US_IL_17017,USC00114442,27.646,4.4,23.9,0,0
2020-05-02,US_IL_17019,USC00118740,7.12,12.8,27.8,3,0
2020-05-02,US_IL_17023,USC00111329,16.301,7.8,21.7,0,0
2020-05-02,US_IL_17025,USC00113106,9.153,5.6,23.9,0,
2020-05-02,US_IL_17027,USC00111290,5.219,,,0,
2020-05-02,US_IL_17029,USC00111436,6.022,10.6,28.3,145,
2020-05-02,US_IL_17031,USW00014819,3.328,14.4,26.1,0,0
2020-05-02,US_IL_17033,USC00117345,1.611,6.7,22.8,0,
2020-05-02,US_IL_17035,USC00111329,23.045,7.8,21.7,0,0
2020-05-02,US_IL_17037,USC00112223,4.938,4.4,18.3,0,0
2020-05-02,US_IL_17039,USC00115079,37.021,13.9,27.8,33,0
2020-05-02,US_IL_17041,USC00118684,6.67,5,20.6,8,0
2020-05-02,US_IL_17045,USC00116610,9.845,2.2,20,0,0
2020-05-02,US_IL_17049,USC00112687,7.112,7.2,23.3,0,0
2020-05-02,US_IL_17051,USC00117126,17.937,8.3,22.2,0,0
2020-05-02,US_IL_17053,USC00116663,16.411,2.2,18.9,10,0
2020-05-02,US_IL_17057,USC00116970,24.805,6.1,23.9,0,
2020-05-02,US_IL_17059,USC00128967,21.203,5.6,25.6,0,
2020-05-02,US_IL_17061,USC00119241,10.145,6.7,23.9,0,
2020-05-02,US_IL_17063,USC00115825,8.992,10,19.4,0,0
2020-05-02,US_IL_17067,USC00110598,7.873,10.6,24.4,0,
2020-05-02,US_IL_17069,USC00117487,7.399,5,23.9,0,0
2020-05-02,US_IL_17071,USC00113455,11.23,8.3,20,0,0
2020-05-02,US_IL_17073,USC00113384,11.268,13.3,24.4,0,
2020-05-02,US_IL_17075,USC00119021,8.178,2.2,17.8,0,0
2020-05-02,US_IL_17077,USW00093810,11.511,14.4,28.3,0,
2020-05-02,US_IL_17079,USC00116157,3.49,13.3,28.3,0,0
2020-05-02,US_IL_17081,USC00115943,7.921,10,22.2,0,0
2020-05-02,US_IL_17083,USC00114489,2.015,7.8,24.4,0,0
2020-05-02,US_IL_17085,USC00112745,5.077,5,21.7,0,
2020-05-02,US_IL_17089,USW00094892,15.967,12.2,23.9,0,0
2020-05-02,US_IL_17091,USC00114603,2.215,7.2,18.3,0,0
2020-05-02,US_IL_17093,USW00004808,20.472,11.1,23.9,0,0
2020-05-02,US_IL_17095,USC00114780,7.364,8.9,21.1,0,0
2020-05-02,US_IL_17097,USW00014880,7.271,7.8,26.1,0,
2020-05-02,US_IL_17099,USC00116526,6.003,6.7,20,0,0
2020-05-02,US_IL_17101,USW00013809,11.859,12.8,29.4,0,
2020-05-02,US_IL_17103,USC00112348,20.079,6.7,21.7,0,0
2020-05-02,US_IL_17107,USC00115079,3.041,13.9,27.8,33,0
2020-05-02,US_IL_17109,USC00116970,23.377,6.1,23.9,0,
2020-05-02,US_IL_17113,USC00116200,10.697,2.8,21.1,15,0
2020-05-02,US_IL_17115,USC00112193,3.551,14.4,27.2,224,
2020-05-02,US_IL_17119,USC00110137,21.098,,23.9,0,
2020-05-02,US_IL_17121,USC00117636,2.488,7.8,23.9,0,
2020-05-02,US_IL_17123,USC00114012,24.938,12.2,25,0,0
2020-05-02,US_IL_17127,USW00003816,17.744,16.1,28.9,0,0
2020-05-02,US_IL_17131,USC00110072,0.463,6.1,22.8,0,0
2020-05-02,US_IL_17133,USC00232850,19.826,6.1,26.1,0,0
2020-05-02,US_IL_17137,USC00114447,2.475,7.2,23.9,0,0
2020-05-02,US_IL_17139,USC00118389,8.861,7.2,22.2,0,0
2020-05-02,US_IL_17141,USW00094822,25.285,12.2,25,0,0
2020-05-02,US_IL_17143,USW00014842,15.06,12.2,26.7,0,0
2020-05-02,US_IL_17145,USC00112483,19.219,13.3,28.9,0,
2020-05-02,US_IL_17147,USW00054808,19.101,13,27.6,33,
2020-05-02,US_IL_17149,USC00116837,7.428,5,23.9,0,
2020-05-02,US_IL_17151,USR0000IDIX,9.064,13.3,28.3,,
2020-05-02,US_IL_17155,USC00114012,7.728,12.2,25,0,0
2020-05-02,US_IL_17157,USC00114629,13.368,10,25,0,0
2020-05-02,US_IL_17159,USC00116446,1.297,4.4,22.2,0,0
2020-05-02,US_IL_17161,USW00014923,3.927,12.8,25.6,0,0
2020-05-02,US_IL_17167,USW00093822,9.64,15.6,29.4,183,0
2020-05-02,US_IL_17169,USC00110598,47.333,10.6,24.4,0,
2020-05-02,US_IL_17171,USC00114447,22.643,7.2,23.9,0,0
2020-05-02,US_IL_17173,USC00117876,3.681,9.4,22.2,0,0
2020-05-02,US_IL_17175,USC00114710,19.319,6.1,20.6,0,0
2020-05-02,US_IL_17177,USC00113262,8.003,6.1,20,0,0
2020-05-02,US_IL_17179,USW00014842,22.862,12.2,26.7,0,0
2020-05-02,US_IL_17181,USR0000IBNR,26.755,16.1,28.9,,
2020-05-02,US_IL_17183,USC00112140,9.057,11.7,27.8,25,
2020-05-02,US_IL_17189,USC00111290,30.987,,,0,
2020-05-02,US_IL_17197,USC00114530,12.457,2.2,18.3,0,0
2020-05-02,US_IL_17199,USR0000ICBO,8.542,14.4,29.4,,
2020-05-02,US_IL_17201,USW00094822,16.224,12.2,25,0,0
2020-05-02,US_IN,USC00129557,13.646,11.1,27.8,0,0
2020-05-02,US_IN_18003,USW00014827,17.794,10.6,27.8,0,0
2020-05-02,US_IN_18005,USC00121747,5.264,5.6,20.6,0,0
2020-05-02,US_IN_18007,USC00121417,30.589,2.8,18.3,0,0
2020-05-02,US_IN_18009,USC00123777,4.63,6.7,19.4,0,0
2020-05-02,US_IN_18011,USC00129557,11.543,11.1,27.8,0,0
2020-05-02,US_IN_18015,USC00129905,18.493,2.8,17.8,0,0
2020-05-02,US_IN_18019,USC00154955,23.343,7.8,22.8,0,
2020-05-02,US_IN_18021,USW00093823,17.246,13.9,28.3,13,
2020-05-02,US_IN_18023,USC00123082,2.27,11.7,26.7,0,0
2020-05-02,US_IN_18027,USC00129253,11.786,12.2,28.9,0,0
2020-05-02,US_IN_18029,USC00331516,26.145,7.2,20.6,3,0
2020-05-02,US_IN_18031,USC00123547,5.365,12.2,27.8,8,0
2020-05-02,US_IN_18035,USW00094895,0.717,13.9,29.4,0,
2020-05-02,US_IN_18039,USC00123418,5.084,10,26.1,0,0
2020-05-02,US_IN_18041,USC00127646,23.752,5,18.9,0,0
2020-05-02,US_IN_18043,USC00154955,10.555,7.8,22.8,0,
2020-05-02,US_IN_18045,USC00126830,23.265,3.3,20.6,5,0
2020-05-02,US_IN_18047,USC00121030,3.942,7.8,21.7,0,
2020-05-02,US_IN_18049,USC00127482,5.14,2.8,18.3,0,0
2020-05-02,US_IN_18053,USC00125337,6.713,3.9,18.3,0,0
2020-05-02,US_IN_18055,USC00122620,21.642,11.7,28.3,0,0
2020-05-02,US_IN_18057,USC00121303,12.068,5.6,18.9,3,0
2020-05-02,US_IN_18059,USC00123527,3.879,6.1,19.4,0,0
2020-05-02,US_IN_18063,USC00124356,18.675,3.9,18.3,10,0
2020-05-02,US_IN_18065,USC00126164,4.002,5.6,19.4,0,0
2020-05-02,US_IN_18067,USC00124662,5.303,2.2,19.4,0,0
2020-05-02,US_IN_18069,USC00124181,2.928,4.4,20.6,0,0
2020-05-02,US_IN_18071,USC00121747,30.232,5.6,20.6,0,0
2020-05-02,US_IN_18073,USC00127298,12.682,2.2,18.9,0,0
2020-05-02,US_IN_18077,USR0000IBIO,16.479,10.6,28.3,,
2020-05-02,US_IN_18079,USC00126435,2.626,10.6,27.8,0,0
2020-05-02,US_IN_18081,USC00123091,5.603,3.3,18.9,0,0
2020-05-02,US_IN_18083,USC00129113,7.99,6.1,23.3,0,0
2020-05-02,US_IN_18087,USC00120200,33.2,3.9,19.4,0,0
2020-05-02,US_IN_18091,USC00124837,1.694,12.8,25,0,0
2020-05-02,US_IN_18093,USC00126580,7.55,3.9,21.1,0,0
2020-05-02,US_IN_18097,USC00121326,13.454,,,3,0
2020-05-02,US_IN_18099,USC00126989,6.413,1.1,18.9,0,0
2020-05-02,US_IN_18101,USC00128036,17.492,5,22.2,0,0
2020-05-02,US_IN_18107,USC00121873,8.629,2.2,18.9,0,0
2020-05-02,US_IN_18109,USC00125407,8.469,2.8,19.4,3,0
2020-05-02,US_IN_18111,USC00127298,19.103,2.2,18.9,0,0
2020-05-02,US_IN_18113,USC00126400,23.787,12.2,26.1,0,0
2020-05-02,US_IN_18119,USC00128290,6.642,2.2,21.7,0,0
2020-05-02,US_IN_18121,USC00127522,2.709,1.1,28.9,13,0
2020-05-02,US_IN_18123,USR0000ITPL,5.175,12.2,29.4,,
2020-05-02,US_IN_18127,USW00004846,8.338,12.8,26.1,0,
2020-05-02,US_IN_18129,USC00126001,10.635,6.1,22.2,0,0
2020-05-02,US_IN_18133,USC00127522,34.565,1.1,28.9,13,0
2020-05-02,US_IN_18137,USR0000IBIO,21.356,10.6,28.3,,
2020-05-02,US_IN_18139,USC00127646,2.266,5,18.9,0,0
2020-05-02,US_IN_18141,USC00128437,9.603,12.8,25,0,0
2020-05-02,US_IN_18143,USC00126435,36.739,10.6,27.8,0,0
2020-05-02,US_IN_18145,USC00127999,0.931,6.1,18.3,5,0
2020-05-02,US_IN_18147,USC00128698,21.578,4.4,21.7,0,
2020-05-02,US_IN_18149,USC00124657,3.334,1.1,18.9,0,0
2020-05-02,US_IN_18151,USC00120200,3.063,3.9,19.4,0,0
2020-05-02,US_IN_18157,USW00014835,4.678,14.4,28.9,0,
2020-05-02,US_IN_18159,USC00128784,10.851,2.2,19.4,0,0
2020-05-02,US_IN_18161,USC00121030,23.267,7.8,21.7,0,
2020-05-02,US_IN_18163,USW00093817,5.859,12.2,28.9,0,0
2020-05-02,US_IN_18165,USC00127522,22.323,1.1,28.9,13,0
2020-05-02,US_IN_18171,USC00114198,30.419,12.2,26.7,8,
2020-05-02,US_IN_18175,USC00154955,45.314,7.8,22.8,0,
2020-05-02,US_IN_18177,USC00127370,11.305,11.1,27.2,0,
2020-05-02,US_IN_18181,USC00121417,12.366,2.8,18.3,0,0
2020-05-02,US_KS,USC00144178,12.492,13.3,28.9,0,0
2020-05-02,US_KS_20001,USC00143984,13.142,15.6,28.3,0,
2020-05-02,US_KS_20003,USC00143008,10.579,13.9,28.9,0,0
2020-05-02,US_KS_20005,USC00143810,24.069,11.1,27.8,0,
2020-05-02,US_KS_20009,USC00143218,12.877,11.7,28.3,0,
2020-05-02,US_KS_20011,USC00145530,31.839,12.8,27.8,0,
2020-05-02,US_KS_20013,USC00143810,15.67,11.1,27.8,0,
2020-05-02,US_KS_20015,USC00142401,4.013,14.4,31.7,0,
2020-05-02,US_KS_20017,USC00141858,8.395,13.9,30,0,
2020-05-02,US_KS_20019,USC00147305,5.124,14.4,29.4,0,
2020-05-02,US_KS_20021,USC00141740,1.282,11.7,27.8,0,0
2020-05-02,US_KS_20025,USC00140365,7.574,14.4,32.2,0,0
2020-05-02,US_KS_20027,USC00141559,4.293,15,27.8,0,0
2020-05-02,US_KS_20029,USC00141761,1.461,15,27.2,0,0
2020-05-02,US_KS_20031,USC00144104,7.197,13.9,27.2,,
2020-05-02,US_KS_20037,USC00143074,1.338,12.8,27.8,0,
2020-05-02,US_KS_20041,USC00140010,6.263,15,29.4,0,
2020-05-02,US_KS_20043,USW00013993,9.896,11.7,27.2,0,
2020-05-02,US_KS_20045,USC00144559,10.308,15,27.2,0,0
2020-05-02,US_KS_20047,USC00143239,31.389,11.1,30,0,
2020-05-02,US_KS_20049,USC00143822,3.827,16.7,27.8,0,
2020-05-02,US_KS_20051,USC00143523,5.539,13.9,31.1,0,0
2020-05-02,US_KS_20055,USC00142980,5.267,12.8,35,0,0
2020-05-02,US_KS_20057,USW00013985,9.046,12.2,27.2,0,0
2020-05-02,US_KS_20059,USC00146128,3.344,11.7,27.8,0,
2020-05-02,US_KS_20061,USC00145306,22.35,9.4,25.6,0,
2020-05-02,US_KS_20067,USC00148287,4.076,10,33.9,0,0
2020-05-02,US_KS_20069,USC00141522,11.757,13.9,33.9,0,0
2020-05-02,US_KS_20071,USC00148235,5.217,10.6,31.1,0,
2020-05-02,US_KS_20075,USC00148038,7.066,10,34.4,0,0
2020-05-02,US_KS_20077,USW00013980,6.987,13.9,32.2,0,
2020-05-02,US_KS_20079,USW00013986,19.943,12.2,27.2,0,
2020-05-02,US_KS_20081,USC00148287,37.522,10,33.9,0,0
2020-05-02,US_KS_20085,USC00143759,9.305,10,27.2,0,
2020-05-02,US_KS_20087,USC00146333,11.068,13.9,25.6,0,
2020-05-02,US_KS_20089,USC00140693,19.899,13.9,26.7,0,0
2020-05-02,US_KS_20091,USW00093909,4.373,13.3,28.3,0,
2020-05-02,US_KS_20093,USC00144464,11.562,12.8,34.4,0,0
2020-05-02,US_KS_20095,USC00144313,26.29,13.9,30.6,0,0
2020-05-02,US_KS_20097,USC00143239,4.316,11.1,30,0,
2020-05-02,US_KS_20101,USC00143554,19.934,12.8,33.3,0,0
2020-05-02,US_KS_20103,USC00144589,15.225,6.7,26.1,0,0
2020-05-02,US_KS_20105,USC00144712,6.467,11.7,27.8,0,
2020-05-02,US_KS_20107,USC00145530,9.559,12.8,27.8,0,
2020-05-02,US_KS_20109,USC00147050,7.447,11.1,33.3,0,
2020-05-02,US_KS_20111,USC00142548,6.425,13.3,28.9,0,0
2020-05-02,US_KS_20113,USC00145152,5.579,12.2,30,0,
2020-05-02,US_KS_20117,USC00145063,8.522,12.8,29.4,0,0
2020-05-02,US_KS_20123,USC00140693,9.87,13.9,26.7,0,0
2020-05-02,US_KS_20125,USC00143954,4.994,12.8,28.9,0,
2020-05-02,US_KS_20129,USC00146808,7.113,10.6,33.9,0,0
2020-05-02,US_KS_20131,USC00140482,14.648,13.3,26.7,0,0
2020-05-02,US_KS_20133,USC00141428,7.195,16.1,27.2,0,
2020-05-02,US_KS_20139,USC00146076,6.258,14.4,29.4,0,0
2020-05-02,US_KS_20141,USC00147542,28.896,11.7,33.9,0,0
2020-05-02,US_KS_20143,USC00145363,3.415,13.9,28.9,0,
2020-05-02,US_KS_20145,USC00144531,10.164,12.2,30.6,0,
2020-05-02,US_KS_20149,USC00148563,14.565,13.9,27.2,0,0
2020-05-02,US_KS_20153,USC00140439,22.528,11.1,32.8,0,0
2020-05-02,US_KS_20155,USC00143930,16.516,12.2,30,0,
2020-05-02,US_KS_20157,USC00140682,24.021,15,30,0,0
2020-05-02,US_KS_20159,USC00147796,15.098,13.9,29.4,0,
2020-05-02,US_KS_20161,USW00053974,1.952,12.2,26.9,0,
2020-05-02,US_KS_20165,USC00143527,38.156,12.2,30.6,0,0
2020-05-02,US_KS_20167,USW00093997,5.825,12.2,25,0,
2020-05-02,US_KS_20169,USW00003919,2.355,13.3,27.2,0,
2020-05-02,US_KS_20173,USC00148847,6.856,14.4,28.9,0,0
2020-05-02,US_KS_20177,USW00013920,15.406,13.3,27.8,0,
2020-05-02,US_KS_20183,USC00147542,6.692,11.7,33.9,0,0
2020-05-02,US_KS_20187,USC00144114,2.857,12.2,34.4,0,
2020-05-02,US_KS_20189,USC00143855,5.356,12.8,26.1,0,
2020-05-02,US_KS_20193,USC00141699,4.999,12.2,32.2,0,0
2020-05-02,US_KS_20197,USC00148563,22.768,13.9,27.2,0,0
2020-05-02,US_KS_20199,USC00148240,16.036,11.7,34.4,0,
2020-05-02,US_KS_20201,USC00148578,3.971,17.2,31.7,0,
2020-05-02,US_KS_20203,USC00148240,36.672,11.7,34.4,0,
2020-05-02,US_KS_20205,USC00142894,9.024,15,28.9,0,
2020-05-02,US_KS_20207,USC00149080,4.517,11.7,27.2,0,
2020-05-02,US_KS_20209,USC00140957,6.692,12.8,26.1,0,0
2020-05-02,US_KY_21003,USC00157215,3.22,3.9,22.8,0,0
2020-05-02,US_KY_21005,USW00053841,21.901,8.9,27.8,5,
2020-05-02,US_KY_21009,USC00150422,18.643,5.6,23.3,0,0
2020-05-02,US_KY_21011,USC00152791,18.229,7.2,14.4,0,0
2020-05-02,US_KY_21013,USR0000KYEL,15.349,4.4,27.2,,
2020-05-02,US_KY_21015,USW00093814,9.566,11.1,27.8,0,0
2020-05-02,US_KY_21017,USC00151998,21.289,9.4,20,13,
2020-05-02,US_KY_21019,USC00337857,11.007,6.1,13.3,0,
2020-05-02,US_KY_21023,USC00150290,10.639,11.1,20,0,0
2020-05-02,US_KY_21025,USC00156624,2.964,5,15.6,,
2020-05-02,US_KY_21027,USC00155280,13.381,6.7,22.2,0,
2020-05-02,US_KY_21031,USC00156882,18.936,5.6,25.6,0,
2020-05-02,US_KY_21035,USC00155694,3.528,8.9,26.1,0,0
2020-05-02,US_KY_21037,USW00093812,17.38,9.4,28.3,0,
2020-05-02,US_KY_21039,USW00093809,28.126,11.1,24.4,0,
2020-05-02,US_KY_21043,USC00156012,5.444,4.4,13.3,5,
2020-05-02,US_KY_21049,USC00151895,18.572,6.1,18.9,8,0
2020-05-02,US_KY_21051,USC00156028,13.024,6.1,17.8,0,0
2020-05-02,US_KY_21053,USC00401310,15.544,5.6,21.7,0,
2020-05-02,US_KY_21055,USC00156595,29.308,5.6,25.6,0,0
2020-05-02,US_KY_21057,USR0000KALP,1.938,9.4,28.3,,
2020-05-02,US_KY_21059,USC00151227,26.988,10,27.8,0,
2020-05-02,US_KY_21061,USW00063849,4.743,13.3,28.4,0,
2020-05-02,US_KY_21063,USC00156012,25.088,4.4,13.3,5,
2020-05-02,US_KY_21065,USC00151895,16.901,6.1,18.9,8,0
2020-05-02,US_KY_21067,USW00093820,12.773,9.4,26.1,3,
2020-05-02,US_KY_21073,USW00053841,6.479,8.9,27.8,5,
2020-05-02,US_KY_21077,USC00153250,2.521,7.8,20,0,0
2020-05-02,US_KY_21081,USR0000KCRI,14.388,11.1,27.8,,
2020-05-02,US_KY_21085,USC00155834,21.996,3.9,24.4,0,
2020-05-02,US_KY_21089,USC00158432,9.928,6.1,14.4,3,0
2020-05-02,US_KY_21093,USC00151810,26.095,1.7,22.8,0,0
2020-05-02,US_KY_21097,USC00151998,7.4,9.4,20,13,
2020-05-02,US_KY_21099,USC00155444,19.121,6.1,22.2,0,
2020-05-02,US_KY_21101,USC00153768,0.87,12.8,28.9,0,
2020-05-02,US_KY_21103,USW00053841,35.99,8.9,27.8,5,
2020-05-02,US_KY_21107,USC00155067,4.407,13.3,28.9,0,
2020-05-02,US_KY_21111,USW00013810,4.25,12.2,28.3,0,
2020-05-02,US_KY_21113,USW00093820,19.132,9.4,26.1,3,
2020-05-02,US_KY_21115,USC00156136,4.437,4.4,14.4,8,0
2020-05-02,US_KY_21117,USW00093814,16.968,11.1,27.8,0,0
2020-05-02,US_KY_21119,USC00157431,29.44,5,17.8,0,0
2020-05-02,US_KY_21123,USC00155444,32.584,6.1,22.2,0,
2020-05-02,US_KY_21125,USW00003849,4.588,6.7,28.3,0,
2020-05-02,US_KY_21129,USC00150483,4.862,6.7,17.2,0,0
2020-05-02,US_KY_21131,USC00151080,29.124,6.1,17.8,5,
2020-05-02,US_KY_21133,USC00158635,4.465,3.9,15,8,0
2020-05-02,US_KY_21139,USC00118020,8.796,5.6,23.9,0,
2020-05-02,US_KY_21141,USC00157049,0.925,6.7,23.9,0,
2020-05-02,US_KY_21143,USC00152442,3.804,15,26.1,0,
2020-05-02,US_KY_21145,USW00003816,4.698,16.1,28.9,0,0
2020-05-02,US_KY_21149,USC00151227,0.644,10,27.8,0,
2020-05-02,US_KY_21151,USC00151895,24.795,6.1,18.9,8,0
2020-05-02,US_KY_21153,USC00157130,4.406,3.9,15.6,0,0
2020-05-02,US_KY_21155,USC00150397,31.621,10,26.7,0,
2020-05-02,US_KY_21159,USC00154138,8.064,3.3,13.9,0,0
2020-05-02,US_KY_21165,USC00152791,20.102,7.2,14.4,0,0
2020-05-02,US_KY_21175,USC00157130,26.293,3.9,15.6,0,0
2020-05-02,US_KY_21177,USR0000KGRE,7.896,13.3,30,,
2020-05-02,US_KY_21179,USC00150397,7.8,10,26.7,0,
2020-05-02,US_KY_21181,USC00151998,25.892,9.4,20,13,
2020-05-02,US_KY_21183,USC00156882,28.57,5.6,25.6,0,
2020-05-02,US_KY_21185,USW00013810,27.32,12.2,28.3,0,
2020-05-02,US_KY_21187,USC00153250,23.297,7.8,20,0,0
2020-05-02,US_KY_21191,USR0000KCRI,22.764,11.1,27.8,,
2020-05-02,US_KY_21193,USC00151080,24.109,6.1,17.8,5,
2020-05-02,US_KY_21197,USC00157652,6.774,7.2,17.2,0,0
2020-05-02,US_KY_21201,USC00151998,26.559,9.4,20,13,
2020-05-02,US_KY_21205,USR0000KTRI,1.957,8.9,26.1,,
2020-05-02,US_KY_21209,USC00151998,25.628,9.4,20,13,
2020-05-02,US_KY_21211,USW00053841,25.366,8.9,27.8,5,
2020-05-02,US_KY_21213,USC00407359,17.606,5.6,23.3,0,0
2020-05-02,US_KY_21215,USC00157950,3.327,3.3,23.9,0,
2020-05-02,US_KY_21221,USR0000KKYL,16.732,13.3,29.4,,
2020-05-02,US_KY_21223,USR0000IBIO,36.236,10.6,28.3,,
2020-05-02,US_KY_21225,USC00128967,15.518,5.6,25.6,0,
2020-05-02,US_KY_21227,USW00093808,2.835,11.1,29.4,0,0
2020-05-02,US_KY_21229,USC00150397,20.391,10,26.7,0,
2020-05-02,US_KY_21233,USC00156595,15.222,5.6,25.6,0,0
2020-05-02,US_KY_21235,USC00406493,23.258,4.4,21.1,0,0
2020-05-02,US_KY_21237,USR0000KKOO,13.006,8.3,29.4,,
2020-05-02,US_KY_21239,USW00063838,6.077,9.9,25.8,5,
2020-05-02,US_LA,USC00161287,17.62,11.7,26.7,0,
2020-05-02,US_LA_22001,USC00164700,26.441,16.7,26.1,0,
2020-05-02,US_LA_22003,USC00166938,8.257,15,26.7,0,
2020-05-02,US_LA_22005,USC00162534,18.205,12.8,27.2,0,
2020-05-02,US_LA_22007,USC00162534,19.37,12.8,27.2,0,
2020-05-02,US_LA_22009,USC00161287,21.005,11.7,26.7,0,
2020-05-02,US_LA_22011,USC00166434,36.587,14.4,28.9,0,
2020-05-02,US_LA_22013,USC00160800,11.295,14.4,28.9,0,
2020-05-02,US_LA_22015,USC00160718,6.195,13.9,27.8,0,0
2020-05-02,US_LA_22017,USW00053905,13.315,17.2,29.4,0,
2020-05-02,US_LA_22019,USW00003937,18.129,15.6,27.2,0,0
2020-05-02,US_LA_22021,USC00161979,8.663,11.1,28.9,0,0
2020-05-02,US_LA_22023,USC00163979,19.961,19.4,25,0,
2020-05-02,US_LA_22025,USC00164739,20.891,11.7,26.1,0,0
2020-05-02,US_LA_22027,USC00164355,6.868,8.9,27.8,0,0
2020-05-02,US_LA_22029,USC00164739,21.661,11.7,26.1,0,0
2020-05-02,US_LA_22031,USC00168444,37.111,10.6,28.9,0,0
2020-05-02,US_LA_22033,USW00013970,5.46,13.9,28.9,0,0
2020-05-02,US_LA_22039,USC00161287,33.755,11.7,26.7,0,
2020-05-02,US_LA_22041,USC00161979,41.338,11.1,28.9,0,0
2020-05-02,US_LA_22043,USR0000LCAT,13.498,15,29.4,,
2020-05-02,US_LA_22045,USC00164674,19.969,13.9,26.1,0,
2020-05-02,US_LA_22047,USC00161565,22.638,15.6,28.3,0,
2020-05-02,US_LA_22053,USC00164700,4.775,16.7,26.1,0,
2020-05-02,US_LA_22055,USW00013976,6.991,14.4,27.8,0,0
2020-05-02,US_LA_22057,USC00163433,9.471,13.9,27.2,0,
2020-05-02,US_LA_22063,USW00013970,41.397,13.9,28.9,0,0
2020-05-02,US_LA_22065,USW00003996,20.061,15,28.3,0,0
2020-05-02,US_LA_22067,USW00053961,30.392,13.6,29.2,0,
2020-05-02,US_LA_22069,USC00166584,9.464,15,30,0,0
2020-05-02,US_LA_22071,USW00053917,9.934,17.2,28.3,0,0
2020-05-02,US_LA_22073,USW00013942,11.881,15.6,30,0,0
2020-05-02,US_LA_22075,USC00166130,74.313,12.2,28.3,0,
2020-05-02,US_LA_22077,USC00166686,22.338,15.6,28.3,0,
2020-05-02,US_LA_22079,USR0000LEVA,8.855,13.9,28.9,,
2020-05-02,US_LA_22081,USC00166584,38.381,15,30,0,0
2020-05-02,US_LA_22083,USW00013942,28.399,15.6,30,0,0
2020-05-02,US_LA_22085,USW00003949,31.712,13.9,30,0,
2020-05-02,US_LA_22087,USC00166130,56.158,12.2,28.3,0,
2020-05-02,US_LA_22089,USW00012916,14,15.6,28.3,0,0
2020-05-02,US_LA_22091,USW00093919,46.352,11.7,28.3,0,0
2020-05-02,US_LA_22093,USC00162534,22.422,12.8,27.2,0,
2020-05-02,US_LA_22095,USW00012916,27.799,15.6,28.3,0,0
2020-05-02,US_LA_22097,USC00163800,20.65,13.3,27.8,0,
2020-05-02,US_LA_22099,USC00164674,21.334,13.9,26.1,0,
2020-05-02,US_LA_22101,USW00012968,10.188,17.2,25.6,0,
2020-05-02,US_LA_22103,USR0000LBBR,9.613,11.1,27.2,,
2020-05-02,US_LA_22105,USR0000LBBR,56.711,11.1,27.2,,
2020-05-02,US_LA_22107,USC00168163,10.679,13.3,27.2,0,
2020-05-02,US_LA_22109,USC00169013,46.558,13.3,26.1,0,
2020-05-02,US_LA_22111,USW00053961,25.333,13.6,29.2,0,
2020-05-02,US_LA_22113,USC00165296,10.52,14.4,25.6,0,0
2020-05-02,US_LA_22115,USC00165266,5.901,15,29.4,0,
2020-05-02,US_LA_22117,USR0000MMAR,41.729,12.2,30,,
2020-05-02,US_LA_22119,USC00166244,11.04,11.7,30,0,0
2020-05-02,US_LA_22121,USW00013970,17.835,13.9,28.9,0,0
2020-05-02,US_LA_22127,USR0000LGUM,13.234,15.6,30.6,,
2020-05-02,US_MA,USW00094746,6.847,5.6,19.4,0,0
2020-05-02,US_MA_25001,USC00193821,3.785,8.3,16.7,188,0
2020-05-02,US_MA_25003,USW00014763,7.373,5,20.6,0,
2020-05-02,US_MA_25005,USW00054777,12.735,8.3,22.2,10,
2020-05-02,US_MA_25007,USW00094724,2.426,6.7,20,10,
2020-05-02,US_MA_25009,USC00194744,6.107,6.1,17.8,69,0
2020-05-02,US_MA_25011,USC00193229,2.563,3.9,20.6,117,0
2020-05-02,US_MA_25013,USW00014775,12.406,5.6,21.7,0,
