key,population,population_male,population_female,rural_population,urban_population,largest_city_population,clustered_population,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_89,population_age_90_99
CZ_10,1324277,655190,698812,,,,,,,143341,133803,141344,188625,222544,169550,169093,129273,45143,11286
CZ_10_100,1354002,655190,698812,,,,,,,143341,133803,141344,188625,222544,169550,169093,129273,45143,11286
CZ_20,1385141,1429826,1502631,,,,,,,310443,289784,306119,408518,481980,367206,366219,279976,97770,24442
CZ_20_201,99414,49563,51411,,,,,,,10689,9979,10541,14066,16596,12645,12610,9640,3366,842
CZ_20_202,95058,47993,49784,,,,,,,10352,9662,10207,13621,16070,12244,12211,9335,3260,815
CZ_20_203,166483,82723,85808,,,,,,,17842,16654,17594,23477,27700,21103,21047,16091,5618,1405
CZ_20_204,102623,50523,52408,,,,,,,10896,10172,10745,14339,16918,12889,12855,9827,3432,858
CZ_20_205,75828,36132,37480,,,,,,,7793,7274,7684,10254,12099,9219,9193,7028,2454,614
CZ_20_206,109302,57875,60036,,,,,,,12482,11652,12309,16426,19380,14765,14725,11258,3931,983
CZ_20_207,130365,67418,69931,,,,,,,14541,13573,14338,19134,22574,17199,17152,13114,4579,1145
CZ_20_208,100886,56433,58539,,,,,,,12171,11361,12001,16017,18897,14397,14359,10977,3834,958
CZ_20_209,185178,131723,136791,,,,,,,28427,26534,28031,37406,44133,33623,33534,25635,8953,2238
CZ_20_20A,149338,107592,111743,,,,,,,23219,21675,22896,30556,36050,27465,27392,20941,7313,1828
CZ_20_20B,115104,58023,60186,,,,,,,12514,11681,12339,16469,19430,14802,14762,11286,3941,985
CZ_20_20C,55562,28509,29573,,,,,,,6149,5741,6063,8091,9546,7273,7253,5545,1937,484
CZ_31,644083,315650,324755,,,,,,,67781,63278,66885,89212,105211,80237,79962,61131,21366,5342
CZ_31_311,195903,98157,100986,,,,,,,21081,19679,20790,27743,32730,24939,24869,19012,6640,1660
CZ_31_312,61556,30824,31713,,,,,,,6615,6178,6542,8711,10260,7848,7804,5966,2090,523
CZ_31_313,90692,43767,45030,,,,,,,9394,8773,9284,12370,14576,11137,11082,8473,2966,742
CZ_31_314,71308,34415,35410,,,,,,,7392,6901,7289,9728,11476,8744,8719,6666,2328,582
CZ_31_315,50978,24270,24971,,,,,,,5210,4865,5143,6858,8087,6172,6149,4701,1645,411
CZ_31_316,70772,34527,35523,,,,,,,7417,6922,7313,9759,11513,8771,8748,6688,2335,584
CZ_31_317,102595,49685,51117,,,,,,,10671,9961,10523,14043,16568,12622,12589,9624,3361,840
CZ_32,589899,292903,301351,,,,,,,62901,58719,62041,82780,97648,74435,74215,56733,19826,4956
CZ_32_321,62062,30427,31305,,,,,,,6532,6098,6447,8599,10137,7737,7710,5893,2063,516
CZ_32_322,86405,41451,42643,,,,,,,8899,8309,8781,11713,13815,10537,10503,8028,2807,702
CZ_32_323,194280,95756,98521,,,,,,,20567,19197,20281,27065,31931,24327,24263,18549,6478,1619
CZ_32_324,63488,33576,34546,,,,,,,7212,6732,7112,9490,11196,8530,8507,6504,2271,568
CZ_32_325,79979,41253,42440,,,,,,,8860,8270,8737,11658,13756,10481,10452,7991,2790,698
CZ_32_326,49349,24412,25118,,,,,,,5244,4896,5170,6900,8141,6201,6185,4729,1651,413
CZ_32_327,54336,26007,26757,,,,,,,5583,5212,5511,7349,8664,6614,6590,5037,1763,441
CZ_41,294664,143239,147734,,,,,,,30784,28743,30390,40525,47772,36483,36340,27775,9729,2432
CZ_41_411,91634,43984,45368,,,,,,,9446,8824,9337,12443,14656,11216,11160,8527,2994,749
CZ_41_412,114818,56614,58388,,,,,,,12172,11362,12008,16019,18893,14408,14362,10979,3839,960
CZ_41_413,88212,42639,43974,,,,,,,9164,8556,9045,12064,14222,10857,10818,8268,2895,724
CZ_42,820965,397036,409484,,,,,,,85349,79680,84219,112338,132470,101074,100726,76993,26937,6734
CZ_42_421,129542,60740,62635,,,,,,,13043,12182,12893,17179,20230,15492,15410,11773,4138,1035
CZ_42_422,124946,60330,62221,,,,,,,12965,12105,12800,17068,20119,15367,15305,11699,4098,1025
CZ_42_423,119668,59485,61355,,,,,,,12792,11941,12614,16835,19862,15132,15091,11537,4029,1007
CZ_42_424,86691,42026,43348,,,,,,,9038,8437,8912,11894,14032,10690,10662,8151,2846,712
CZ_42_425,111708,53984,55676,,,,,,,11605,10834,11451,15274,18010,13744,13695,10468,3663,916
CZ_42_426,129072,61655,63592,,,,,,,13258,12376,13075,17448,20582,15687,15642,11957,4178,1044
CZ_42_427,119338,58805,60653,,,,,,,12646,11804,12470,16641,19633,14960,14919,11405,3984,996
CZ_51,443690,216048,223747,,,,,,,46553,43461,45924,61282,72265,55072,54934,41971,14666,3667
CZ_51_511,105662,49685,51452,,,,,,,10706,9994,10559,14089,16620,12667,12630,9656,3373,843
CZ_51_512,90667,44125,45695,,,,,,,9508,8876,9377,12512,14762,11248,11218,8575,2995,749
CZ_51_513,175626,86707,89808,,,,,,,18682,17442,18439,24606,28995,22101,22054,16836,5888,1472
CZ_51_514,74097,35527,36791,,,,,,,7655,7146,7549,10076,11886,9055,9033,6904,2411,603
CZ_52,551647,269869,279481,,,,,,,58152,54287,57359,76546,90275,68787,68616,52431,18318,4579
CZ_52_521,164283,81171,84058,,,,,,,17491,16328,17248,23018,27157,20690,20635,15776,5509,1377
CZ_52_522,80045,40403,41837,,,,,,,8706,8126,8586,11457,13516,10297,10271,7853,2742,686
CZ_52_523,109958,52625,54513,,,,,,,11339,10587,11193,14937,17598,13414,13387,10216,3574,893
CZ_52_524,79383,38275,39640,,,,,,,8247,7699,8135,10857,12804,9756,9733,7436,2598,650
CZ_52_525,117978,57383,59428,,,,,,,12365,11544,12196,16275,19197,14627,14589,11150,3894,974
CZ_53,522662,255735,264833,,,,,,,55108,51442,54344,72521,85560,65186,65011,49701,17356,4339
CZ_53_531,104613,50466,52258,,,,,,,10875,10151,10723,14311,16884,12863,12828,9808,3425,856
CZ_53_532,175441,88156,91288,,,,,,,18997,17733,18732,24997,29494,22470,22410,17132,5983,1496
CZ_53_533,104333,49956,51733,,,,,,,10767,10048,10615,14166,16714,12733,12699,9709,3390,848
CZ_53_534,138275,67154,69543,,,,,,,14471,13508,14271,19043,22467,17117,17072,13050,4558,1140
CZ_63,509813,246742,256042,,,,,,,53226,49685,52485,70043,82638,62960,62790,48003,16763,4191
CZ_63_631,94915,46227,47969,,,,,,,9972,9309,9833,13123,15482,11795,11763,8993,3141,785
CZ_63_632,113628,54871,56936,,,,,,,11837,11048,11671,15576,18377,14001,13963,10675,3727,932
CZ_63_633,72302,34945,36262,,,,,,,7539,7036,7433,9920,11703,8917,8893,6798,2374,594
CZ_63_634,110810,53978,56013,,,,,,,11644,10869,11482,15323,18079,13774,13736,10500,3667,917
CZ_63_635,118158,56720,58859,,,,,,,12236,11421,12065,16102,18997,14472,14434,11035,3854,963
CZ_64,1191989,589346,611584,,,,,,,127124,118678,125431,167354,197350,150405,149978,114581,40023,10006
CZ_64_641,109136,52731,54720,,,,,,,11376,10618,11218,14968,17660,13455,13419,10259,3582,896
CZ_64_642,381346,191303,198512,,,,,,,41268,38521,40692,54305,64071,48812,48682,37218,12997,3249
CZ_64_643,224642,309369,321030,,,,,,,66737,62295,65807,87820,103613,78940,78727,60188,21018,5254
CZ_64_644,116291,54724,56789,,,,,,,11803,11020,11650,15541,18321,13969,13925,10638,3717,929
CZ_64_645,153943,73558,76353,,,,,,,15862,14818,15699,20932,24618,18784,18726,14247,4980,1245
CZ_64_646,92280,44592,46275,,,,,,,9619,8979,9486,12658,14935,11379,11348,8676,3030,757
CZ_64_647,114351,54357,56406,,,,,,,11724,10945,11569,15430,18197,13878,13829,10572,3695,924
CZ_71,632015,302600,317287,,,,,,,65622,61257,64719,86367,101874,77621,77421,59170,20669,5167
CZ_71_711,37968,17576,18433,,,,,,,3809,3558,3768,5027,5907,4507,4505,3426,1202,300
CZ_71_712,235472,114290,119840,,,,,,,24786,23137,24441,32616,38482,29318,29239,22354,7806,1951
CZ_71_713,108646,51831,54343,,,,,,,11239,10493,11084,14791,17451,13294,13260,10137,3540,885
CZ_71_714,129512,61126,64093,,,,,,,13256,12374,13072,17444,20581,15680,15638,11955,4175,1044
CZ_71_715,120417,57772,60574,,,,,,,12528,11694,12354,16487,19452,14820,14780,11299,3946,986
CZ_72,582555,277856,291338,,,,,,,60254,56249,59440,79314,93544,71280,71086,54315,18970,4742
CZ_72_721,105343,,,,,,,,,,,,,,,,,,
CZ_72_722,142226,68195,71500,,,,,,,14787,13805,14593,19470,22956,17495,17447,13324,4654,1164
CZ_72_723,143334,67955,71253,,,,,,,14736,13757,14541,19402,22876,17434,17386,13279,4638,1159
CZ_72_724,191652,91231,95661,,,,,,,19786,18469,19513,26038,30717,23404,23340,17838,6230,1557
CZ_80,1200539,563299,591662,,,,,,,122250,114134,120631,160972,189766,144620,144275,110180,38506,9627
CZ_80_801,91597,41911,44022,,,,,,,9096,8492,8975,11977,14118,10760,10736,8197,2866,716
CZ_80_802,214660,101512,106624,,,,,,,22030,20570,21752,29019,34197,26067,25997,19840,6931,1733
CZ_80_803,246324,114493,120273,,,,,,,24843,23199,24535,32740,38551,29391,29341,22376,7832,1958
CZ_80_804,151577,70109,73634,,,,,,,15217,14205,15005,20024,23626,17999,17952,13724,4793,1198
CZ_80_805,176236,84746,89012,,,,,,,18392,17171,18147,24217,28547,21756,21707,16578,5794,1449
CZ_80_806,320145,150495,158066,,,,,,,32666,30491,32212,42986,50715,38638,38534,29460,10287,2572
DE,82905782,40905408,42000374,18809664,64096118,3552123,7944887,237.3076,0.936,7043359,7000160,9069930,10255096,9616660,12603915,9847984,7091900,4268845,1067211
DE_BB,2449193,2743388,2847090,,,,,,,505591,502480,651141,736308,690402,904992,707154,509189,306577,76644
DE_BE,3644826,1569483,1654645,,,,,,,291574,289781,375522,424617,398147,521962,407818,293674,176826,44207
DE_BW,11069533,5126758,5269623,,,,,,,940776,934761,1211036,1369554,1284325,1682640,1314449,946770,569656,142414
DE_BY,12930751,6164331,6365348,,,,,,,1133208,1126225,1459517,1650253,1547423,2028366,1584694,1141220,687018,171755
DE_HB,661000,311085,323022,,,,,,,57345,56993,73857,83513,78306,102657,80207,57758,34777,8694
DE_HE,6265809,2902740,3005986,,,,,,,534355,531070,688203,778178,729668,956579,747391,538204,324062,81016
DE_HH,1841179,821685,872534,,,,,,,153217,152275,197330,223128,209218,274281,214301,154320,92919,23230
DE_MV,1609675,728957,739206,,,,,,,132775,131959,171001,193361,181307,237677,185709,133727,80518,20129
DE_NI,7982448,4030176,4153369,,,,,,,740274,735868,953325,1077641,1010618,1324616,1035061,745404,448590,112148
DE_NW,17932651,8137981,8506472,,,,,,,1505567,1496538,1938887,2191865,2055480,2694216,2105228,1516065,912486,228121
DE_RP,4084844,1956563,2019063,,,,,,,359659,357430,463126,523684,491069,643507,502745,361986,217936,54484
DE_SH,2896712,1358603,1422713,,,,,,,251533,249989,323952,366295,343466,450268,351803,253341,152535,38134
DE_SL,995597,459524,475167,,,,,,,84741,84249,108889,123032,115463,151091,118151,85067,51206,12802
DE_SN,4077937,1864890,1895562,,,,,,,340162,338042,437947,495346,464593,608545,475678,342503,206109,51527
DE_ST,2245470,1007822,1021628,,,,,,,183533,182405,236375,267279,250616,328553,256704,184855,111304,27826
DE_TH,2143145,979142,989118,,,,,,,178001,176905,229248,259219,243060,318646,248964,179281,107949,26987
DJ,958920,504710,454210,213101,745819,561564,,41.368421,0.476,234822,227058,221389,185524,130157,88350,49382,24710,5464,1366
DK,5793636,2880932,2912704,702536,5091100,1320826,1320826,137.97657,0.929,629169,687990,798639,717111,769345,808865,671230,568802,222537,55634
DM,71625,35042,36301,21142,50483,,,95.5,0.715,15280,15360,10895,12218,8926,5748,2629,178,87,22
DO,10627165,5312754,5314411,2011297,8615868,3172152,3172152,219.97858,0.736,2090958,2113584,2121165,1766788,1424442,1266960,779872,420734,154863,38716
DO_01,1117725,534919,582806,,,,,,,160457,172522,202094,171453,142876,129482,76499,43021,15457,3864
DO_02,248042,131123,116919,,,,,,,46493,48783,39469,31288,27491,26012,16830,8172,2803,701
DO_03,154995,80602,74393,,,,,,,31817,30919,20397,16994,15990,17986,11669,5971,2602,650
DO_04,211865,110040,101825,,,,,,,41380,41555,32887,26373,22673,21279,14310,7987,2737,684
DO_05,94830,48197,46633,,,,,,,19086,17866,14098,12157,10688,9339,6297,3612,1350,337
DO_06,355602,182032,173570,,,,,,,56862,61887,57251,47092,41326,40474,27472,15694,6035,1509
DO_07,79162,41264,37898,,,,,,,17386,16534,10327,8434,8137,8422,5992,2811,895,224
DO_08,88836,48211,40625,,,,,,,16112,16164,12311,9951,10029,10061,7965,4465,1422,356
DO_09,321557,163869,157688,,,,,,,50601,54767,53500,46813,36891,34506,23025,14326,5702,1426
DO_10,74210,38939,35271,,,,,,,15246,14713,11249,8792,7991,7527,4863,2606,978,245
DO_11,535378,278447,256931,,,,,,,91851,86861,101954,79346,60685,53620,35211,18109,6193,1548
DO_12,293741,145409,148332,,,,,,,52930,50732,51847,44606,34390,29573,17499,8518,2917,729
DO_13,480839,247216,233623,,,,,,,77773,85492,80328,69199,54026,49878,34090,20195,7886,1972
DO_14,188637,98948,89689,,,,,,,30891,34342,28688,24018,23173,21520,14198,8309,2798,700
DO_15,182949,96999,85950,,,,,,,29504,30400,28018,25162,22098,21213,13851,7968,3788,947
DO_16,66520,35298,31222,,,,,,,14087,12916,10302,8353,7428,6704,3999,2058,538,135
DO_17,284720,143470,141250,,,,,,,51049,48930,49449,40531,31579,28840,18606,10866,3896,974
DO_18,490733,164897,158419,,,,,,,51087,54305,53353,50442,37757,34459,22372,13047,5195,1299
DO_19,92749,47212,45537,,,,,,,13800,15268,14112,12224,10803,10964,7899,5120,2047,512
DO_20,109696,56840,52856,,,,,,,19832,20072,17511,15132,12431,11298,7417,4255,1398,350
DO_21,661847,335849,325998,,,,,,,126658,120651,117902,94988,73441,63052,36990,19226,7151,1788
DO_22,240786,127192,113594,,,,,,,43351,46711,33132,27236,26641,28230,20772,10160,3642,911
DO_23,373091,186108,186983,,,,,,,67332,67875,64697,56998,42607,34075,22811,11537,4127,1032
DO_24,159237,83073,76164,,,,,,,27120,30367,25425,19541,17740,17805,11517,6709,2410,603
DO_25,1066406,533566,532840,,,,,,,166233,173157,194753,164691,125273,111412,69871,40875,16113,4028
DO_26,99044,28591,26542,,,,,,,8388,10268,7093,6651,6179,6787,4978,3124,1332,333
DO_27,234024,122703,111321,,,,,,,41025,37909,42237,33580,26073,22788,16137,9373,3922,980
DO_28,187128,95587,91541,,,,,,,33004,33316,30989,25484,20830,20313,12968,7090,2507,627
DO_29,234436,123073,111363,,,,,,,43804,44033,34264,27965,25055,25933,18616,10383,3506,877
DO_30,104886,55204,49682,,,,,,,18300,19440,16176,13120,12028,11404,8063,4387,1574,394
DO_31,62120,32958,29162,,,,,,,10408,10568,10046,8500,7072,6754,4769,2707,1037,259
DO_32,3328700,1658347,1670353,,,,,,,588892,575791,626364,514848,403374,328365,172208,82656,28962,7240
DZ,42228429,21332000,20896429,11558343,30670086,2693542,2693542,17.730075,0.754,9237812,6848627,6639367,7401843,5551157,3854728,2571087,1249829,464600,116150
EC,17084357,8547197,8537160,6180950,10903407,2898796,4721193,68.788682,0.746,3311530,3139180,2970345,2587195,2088926,1604898,1115046,588898,232291,58073
EC_A,881394,405335,451715,,,,,,,152557,156525,152427,115712,93047,74568,58467,34040,15766,3941
EC_B,209933,99227,101828,,,,,,,36989,37724,26372,22166,20020,18539,19574,12881,5432,1358
EC_C,186869,93302,95872,,,,,,,33009,33230,29042,27277,22942,16956,14015,8815,3110,778
EC_D,161338,119742,106502,,,,,,,56777,45803,39644,31533,22961,15222,8897,4106,1041,260
EC_E,643654,317996,307865,,,,,,,141518,124003,100650,82423,66657,52041,34996,16779,5435,1359
EC_F,281396,115593,131718,,,,,,,46573,49543,39689,29633,25113,21205,18517,10906,4906,1226
EC_G,4387434,2198112,2212202,,,,,,,787812,744677,739601,687579,559283,429340,266952,130961,51287,12822
EC_H,524004,252350,275122,,,,,,,97476,98392,83583,66028,55858,48418,40862,24718,9710,2427
EC_I,476257,232559,241619,,,,,,,89557,87831,74913,63198,52136,40539,34444,21149,8329,2082
EC_L,521154,247636,255826,,,,,,,92618,93633,79051,62168,54257,46702,38519,23934,10064,2516
EC_M,1562079,810785,798695,,,,,,,309194,294338,253590,231328,190450,148293,100015,54858,21931,5483
EC_N,133705,87453,84413,,,,,,,42253,35695,28455,23399,17119,11956,8134,3493,1090,272
EC_O,715751,353997,344272,,,,,,,122525,122565,117091,105204,86844,66045,44536,22849,8488,2122
EC_P,3228233,1574681,1656013,,,,,,,541297,518780,589732,512319,405407,305328,204351,101299,41745,10436
EC_R,921763,489507,461630,,,,,,,193043,178073,150395,136872,109550,82268,57850,30074,10410,2602
EC_S,196535,98998,96530,,,,,,,53171,42180,31173,22892,17699,12598,9478,4175,1730,432
EC_SD,458580,268283,269960,,,,,,,111067,102108,93367,77231,61103,44182,29144,14241,4640,1160
EC_SE,401178,196421,190345,,,,,,,80941,69096,64789,57392,44842,32475,20703,11180,4278,1070
EC_T,590600,284328,301800,,,,,,,97165,98764,98692,85280,69722,54749,42851,25404,10801,2700
EC_U,230503,132792,119921,,,,,,,56940,49519,44600,37118,28042,18242,11591,5002,1327,332
EC_W,33042,18151,16853,,,,,,,5741,5296,6193,6596,5087,3110,1913,764,243,61
EC_X,657175,236380,250647,,,,,,,96658,92063,78748,64743,50983,40311,33970,19928,7698,1925
EC_Y,114202,59421,58606,,,,,,,28198,24173,19904,16213,11555,8249,5789,2623,1058,265
EC_Z,120416,58256,53983,,,,,,,26050,23939,18407,13827,11239,8377,6077,2953,1096,274
EE,1321977,623201,698776,411399,910578,437027,,30.411249,0.871,151094,151105,141843,204910,193363,182916,174417,118902,66669,16667
EG,98423595,49733470,48690125,56392783,42030812,20076002,25162242,98.873469,0.696,22767382,17408851,14892369,14662941,10829885,7607656,4788398,2353259,576963,144241
EH,582000,269423,224830,,,,,,,93699,78447,88037,93926,69218,41441,21988,5873,1299,325
ER,3497000,2111460,2098933,,,,,,0.44,1168026,1002905,691974,601965,334071,192470,125539,71949,17195,4299
ES,46796540,22978673,23817867,9209091,37587449,6497124,11991249,93.674767,0.891,4891090,5445116,5212833,6415255,8578449,7784643,5972598,4460358,2575062,643766
ES_AN,8476718,4511359,4677651,,,,,,,864193,962304,921106,1133864,1516789,1376588,1056113,788761,455434,113858
ES_AR,1324397,738015,747450,,,,,,,139684,155553,148879,183286,245215,222561,170736,127512,73631,18408
ES_AS,1028244,511654,545241,,,,,,,99384,110673,105926,130406,174469,158351,121477,90724,52388,13097
ES_CB,582357,297112,309276,,,,,,,57020,63498,60775,74820,100100,90853,69697,52053,30058,7514
ES_CE,84777,36453,36085,,,,,,,7324,7955,7635,9160,11761,10546,8029,5907,3377,844
ES_CL,2418694,1306464,1311570,,,,,,,246179,274150,262390,323028,432174,392252,300913,224734,129771,32443
ES_CM,2106331,1254068,1242958,,,,,,,234803,261479,250261,308098,412201,374122,287002,214345,123772,30943
ES_CN,2127685,1143762,1172679,,,,,,,217822,242569,232162,285816,382391,347065,266247,198843,114821,28705
ES_CT,7619494,4200388,4397425,,,,,,0.904,808493,900340,861714,1060844,1419279,1288177,988216,738034,426173,106543
ES_EX,1067710,571341,576271,,,,,,,107913,120173,115019,141599,189443,171942,131905,98512,56885,14221
ES_GA,2703290,1297043,1361634,,,,,,,249986,278401,266474,328037,438868,398336,305601,228236,131790,32948
ES_IB,1149460,644161,654510,,,,,,,122119,135992,130157,160238,214381,194576,149266,111477,64372,16093
ES_MC,1504607,851285,862053,,,,,,,161111,179414,171717,211401,282832,256704,196927,147074,84926,21232
ES_MD,6747425,3570028,3910257,,,,,,,703395,783307,749702,922960,1234820,1120749,859767,642108,370782,92695
ES_ML,86487,44511,44273,,,,,,,9600,10128,9937,11629,14080,12566,9393,6741,3768,942
ES_NC,647554,357637,364134,,,,,,0.918,67872,75582,72341,89057,119144,108139,82958,61957,35777,8944
ES_PV,2167707,768802,810388,,,,,,0.924,148511,165377,158282,194847,260667,236594,181510,135556,78277,19569
ES_RI,315675,180583,184255,,,,,,,34306,38205,36566,45016,60226,54663,41933,31318,18084,4521
ES_VC,5003769,2836569,2924067,,,,,,,541692,603231,577353,710781,950947,863097,662114,494493,285542,71386
ET,109224559,54635339,54589220,86546264,22678295,4399674,4399674,109.22456,0.463,31150328,24673771,17770936,11909017,7880259,5249369,3223297,1480015,306775,76694
FI,5515525,2718009,2797516,806259,4709266,1279096,1279096,18.148547,0.92,591607,604443,668249,710402,663529,726192,716743,561973,249033,62258
FJ,883483,447921,435562,386541,496942,,,48.357033,0.741,168734,164868,148756,136270,111551,95262,65417,31529,6491,1623
FK,4550,1384,1295,,,,,,,413,270,311,314,319,337,316,273,101,25
FM,112640,57272,55368,87067,25573,,,160.91429,,,,,,,,,,,
FO,48497,27784,25774,28097,20400,,,34.73997,,7166,7068,7773,6228,6056,6837,5843,4320,1814,453
FR,66977107,32427475,34549632,13098043,53879064,10900952,15244343,122.31988,0.901,8516923,8791508,8363423,8360539,8863940,9120457,8205797,5796263,3355805,838951
FR_ARA,7948287,4042057,4271813,,,,,,,995013,1027937,982834,991518,1049373,1080574,980471,697621,406823,101706
FR_ARA_01,608044,335841,355481,,,,,,,82714,85437,81728,82478,87270,89885,81522,58013,33820,8455
FR_ARA_03,342729,167710,175817,,,,,,,41120,42484,40610,40962,43356,44640,40514,28825,16813,4203
FR_ARA_07,325712,170561,180553,,,,,,,42028,43423,41506,41866,44314,45627,41410,29461,17183,4296
FR_ARA_15,147577,72071,75558,,,,,,,17671,18257,17451,17603,18633,19185,17411,12387,7225,1806
FR_ARA_26,502877,271970,288049,,,,,,,67034,69259,66203,66774,70680,72773,66047,46990,27407,6852
FR_ARA_38,1258722,649525,687547,,,,,,,160047,165357,158061,159429,168753,173750,157689,112190,65437,16359
FR_ARA_42,753763,375963,397962,,,,,,,92639,95712,91488,92281,97678,100570,91274,64938,37876,9469
FR_ARA_43,224907,118502,124235,,,,,,,29056,30020,28695,28943,30635,31544,28627,20368,11879,2970
FR_ARA_63,635469,326032,341789,,,,,,,79938,82590,78946,79629,84286,86781,78761,56036,32683,8171
FR_ARA_69,471026,911978,965365,,,,,,,224717,232172,221930,223850,236940,243956,221409,157523,91877,22969
FR_ARA_73,421105,225031,238204,,,,,,,55449,57289,54761,55235,58466,60196,54633,38868,22670,5668
FR_ARA_74,756501,416753,441125,,,,,,,102571,105908,101424,102438,108331,111635,101143,72001,41942,10485
FR_BFC,2811423,1443061,1505563,,,,,,,352935,364634,348572,351606,372155,383187,347748,247413,144299,36075
FR_BFC_21,533819,269526,282763,,,,,,,66109,68302,65289,65854,69705,71769,65135,46340,27029,6757
FR_BFC_25,539067,277380,287200,,,,,,,67571,69806,66742,67332,71261,73378,66583,47373,27627,6907
FR_BFC_39,261294,136292,141130,,,,,,,33206,34306,32796,33081,35014,36053,32718,23278,13576,3394
FR_BFC_58,207182,105454,110632,,,,,,,25865,26724,25544,25765,27272,28080,25485,18132,10575,2644
FR_BFC_70,239695,125755,130210,,,,,,,30639,31655,30259,30521,32306,33262,30187,21478,12526,3132
FR_BFC_71,553595,280000,293757,,,,,,,68678,70957,67827,68414,72414,74558,67667,48143,28079,7020
FR_BFC_89,338291,175245,183861,,,,,,,42986,44411,42451,42818,45322,46666,42352,30132,17574,4394
FR_BFC_90,143348,73396,75995,,,,,,,17880,18469,17661,17817,18857,19417,17617,12536,7310,1827
FR_BL,9625,,,,,,,,,,,,,,,,,,
FR_BRE,3318904,1685478,1769924,,,,,,,413610,427332,408479,412014,436108,449022,407520,289934,169106,42277
FR_COR,334938,165428,173493,,,,,,,40569,41915,40065,40412,42776,44041,39973,28437,16586,4147
FR_COR_2A,145846,76290,80010,,,,,,,18709,19330,18476,18637,19726,20311,18434,13115,7650,1912
FR_COR_2B,168640,89140,93483,,,,,,,21860,22585,21588,21775,23049,23732,21539,15323,8938,2234
FR_CVL,2576252,1304851,1377342,,,,,,,321058,331708,317074,319818,338520,348546,316330,225057,131266,32816
FR_CVL_18,311694,151425,159829,,,,,,,37257,38492,36794,37114,39284,40447,36708,26117,15233,3808
FR_CVL_28,433233,219904,232145,,,,,,,54111,55906,53438,53901,57053,58743,53313,37930,22123,5531
FR_CVL_36,222232,114302,120648,,,,,,,28123,29057,27774,28015,29653,30532,27709,19714,11498,2875
FR_CVL_37,605819,309074,326235,,,,,,,76046,78569,75103,75753,80183,82557,74927,53307,31091,7773
FR_CVL_41,331280,169111,178501,,,,,,,41609,42989,41092,41450,43872,45172,40996,29167,17012,4253
FR_CVL_45,678105,341030,359976,,,,,,,83909,86694,82870,83586,88474,91095,82675,58819,34307,8577
FR_GES,5549586,2806865,2954395,,,,,,,689231,711969,681112,687330,727242,749128,679448,483416,281907,70477
FR_GES_08,277003,136582,143912,,,,,,,33570,34681,33162,33453,35405,36456,33079,23532,13725,3431
FR_GES_10,303997,156136,164526,,,,,,,38384,39657,37906,38235,40471,41670,37818,26905,15693,3923
FR_GES_51,565307,279676,294701,,,,,,,68752,71035,67900,68488,72493,74638,67739,48194,28110,7028
FR_GES_52,182375,86821,91482,,,,,,,21344,22051,21078,21260,22503,23170,21029,14960,8726,2182
FR_GES_54,733124,369543,387682,,,,,,,90630,93626,89528,90322,95588,98414,89292,63518,37046,9261
FR_GES_55,193923,97223,102004,,,,,,,23847,24638,23551,23756,25145,25890,23496,16717,9750,2437
FR_GES_57,1045146,527194,553015,,,,,,,129145,133392,127724,128946,136377,140550,127392,90617,52853,13213
FR_GES_67,1125559,574142,606392,,,,,,,141252,145931,139552,140788,148990,153470,139247,99070,57787,14447
FR_GES_68,764030,392798,414749,,,,,,,96500,99633,95471,96452,101971,105144,95223,67790,39490,9873
FR_GES_88,379724,186705,195883,,,,,,,45795,47315,45227,45619,48286,49717,45122,32103,18723,4681
FR_GF,268700,176405,177271,,,,,,,78809,70333,55664,43512,43055,31452,19589,8559,2162,541
FR_GUA,390253,197763,229797,,,,,,,48087,57439,57621,36096,53759,65767,52482,35130,16943,4236
FR_HDF,6003815,2923274,3140028,,,,,,,725707,749742,716814,723080,765293,787988,715078,508720,296704,74176
FR_HDF_02,534490,267275,283205,,,,,,,65892,68078,65075,65638,69476,71535,64922,46189,26940,6735
FR_HDF_59,2587128,1244984,1346139,,,,,,,310090,320336,306354,309064,327067,336785,305579,217377,126777,31694
FR_HDF_60,823668,413705,438429,,,,,,,102001,105385,100734,101606,107548,110733,100498,71500,41703,10426
FR_HDF_62,1462807,711818,769744,,,,,,,177342,183226,175142,176658,186989,192525,174731,124315,72507,18127
FR_HDF_80,570741,286067,303135,,,,,,,70526,72867,69653,70256,74363,76566,69489,49438,28835,7209
FR_IDF,12174880,6111204,6651783,,,,,,0.944,1527724,1578407,1508769,1521826,1610824,1658524,1505230,1070909,624619,156155
FR_IDF_75,2187526,1132531,1232726,,,,,,,283120,292513,279607,282027,298520,307360,278952,198463,115756,28939
FR_IDF_77,1338427,733183,798018,,,,,,,183284,189366,181010,182577,193254,198975,180586,128478,74937,18734
FR_IDF_78,1413635,703529,765749,,,,,,,175872,181706,173690,175194,185438,190930,173282,123283,71906,17977
FR_IDF_91,1215340,625823,681189,,,,,,,156449,161640,154507,155844,164959,169844,154145,109668,63965,15991
FR_IDF_92,1581628,818115,890496,,,,,,,204519,211305,201983,203730,215645,222031,201509,143365,83619,20905
FR_IDF_93,1538726,821985,894710,,,,,,,205488,212305,202938,204694,216664,223081,202462,144044,84015,21004
