key,station,latitude,longitude,distance,measurement
US_AL_01071,USW00063896,34.6942,-85.9997,9.914,TMAX|TMIN|PRCP
US_AL_01073,USW00013876,33.5656,-86.745,11.446,TMAX|TMIN|PRCP|SNOW|SNWD|WT01|WT03
US_AL_01075,USC00018517,33.7392,-88.1275,5.425,TMAX|TMIN|TOBS
US_AL_01077,USW00063894,34.7728,-87.64,14.087,TMAX|TMIN|PRCP
US_AL_01079,USC00015635,34.4883,-87.2989,3.825,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|WT03
US_AL_01081,USC00010425,32.5992,-85.4653,10.468,TMAX|TMIN|TOBS|PRCP
US_AL_01083,USC00010390,34.7753,-86.9508,5.015,TMAX|TMIN|TOBS
US_AL_01085,USW00013895,32.2997,-86.4075,28.247,TMAX|TMIN|PRCP|SNOW|SNWD|WT01|WT03|WT08
US_AL_01087,USC00010425,32.5992,-85.4653,32.015,TMAX|TMIN|TOBS|PRCP
US_AL_01089,USW00003856,34.6439,-86.7861,24.896,TMAX|TMIN|PRCP|SNOW|SNWD|WT01|WT03|WT08
US_AL_01091,USC00012245,32.5192,-87.88,31.990,TMAX|TMIN|TOBS|PRCP|SNWD
US_AL_01093,USC00013645,34.0967,-87.9914,10.816,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_AL_01095,USC00013575,34.3347,-86.3294,4.387,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_AL_01097,USW00013894,30.6794,-88.2397,12.153,TMAX|TMIN|PRCP|SNOW|SNWD|WT01|WT03|WT08
US_AL_01099,USW00053820,31.4156,-87.0442,35.374,TMAX|TMIN
US_AL_01101,USC00015553,32.26,-86.2181,4.614,TMAX|TMIN|TOBS|PRCP|SNWD
US_AL_01103,USC00012209,34.5756,-86.9339,15.473,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_AL_01105,USC00015121,32.4714,-87.2314,19.150,TMAX|TMIN|TOBS|PRCP|SNWD|DAPR|MDPR
US_AL_01107,USC00010178,33.1272,-88.155,17.800,TMAX|TMIN|TOBS|PRCP
US_AL_01109,USC00018323,31.8075,-85.9722,3.307,TMAX|TMIN|TOBS|PRCP
US_AL_01111,USC00017025,33.1581,-85.2911,21.455,TMAX|TMIN|TOBS
US_AL_01113,USW00013829,32.35,-85.0,19.539,TMAX|TMIN|PRCP
US_AL_01115,USC00016121,33.9264,-86.4211,25.282,TMAX|TMIN|PRCP
US_AL_01117,USW00053864,33.1783,-86.7817,14.351,TMAX|TMIN|PRCP|SNOW|SNWD
US_AL_01119,USC00013160,32.8347,-88.1342,27.814,TMAX|TMIN|TOBS
US_AL_01121,USC00018024,33.4164,-86.135,4.709,TMAX|TMIN
US_AL_01123,USC00010160,32.9453,-85.9481,16.900,TMAX|TMIN|TOBS|PRCP|SNWD
US_AL_01125,USW00073801,33.2125,-87.5914,5.326,TMAX|TMIN|PRCP
US_AL_01127,USR0000ABAN,34.14,-87.3622,37.885,TMAX|TMIN|TAVG
US_AL_01129,USC00014193,31.5253,-87.9278,29.844,TMAX|TMIN|TOBS
US_AL_01131,USW00023802,31.8814,-87.7367,41.819,TMAX|TMIN|PRCP
US_AL_01133,USR0000ABAN,34.14,-87.3622,1.538,TMAX|TMIN|TAVG
US_AR,USW00003952,34.8364,-92.2619,6.952,TMAX|TMIN|PRCP|SNOW|SNWD
US_AR_05001,USC00036920,34.4744,-91.4172,22.480,TMAX|TMIN|PRCP|SNOW|SNWD
US_AR_05003,USC00031730,33.1111,-91.9481,17.911,TMAX|TMIN|TOBS|PRCP
US_AR_05005,USC00035036,36.3458,-92.3939,5.568,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_AR_05007,USW00053922,36.2833,-94.3,9.673,TMAX|TMIN|PRCP|SNWD|AWND|PGTM|WDF2|WDF5|WSF2|WSF5
US_AR_05009,USW00013971,36.2667,-93.1567,7.136,TMAX|TMIN|PRCP|SNOW|SNWD|WT01|WT03|WT04|WT06
US_AR_05011,USC00031140,33.3064,-92.4833,37.723,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_AR_05013,USC00031152,33.59,-92.8236,27.880,TMAX|TMIN
US_AR_05015,USW00013971,36.2667,-93.1567,32.464,TMAX|TMIN|PRCP|SNOW|SNWD|WT01|WT03|WT04|WT06
US_AR_05017,USC00032355,33.1144,-91.2628,20.459,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_AR_05019,USC00030220,34.1433,-93.0589,11.406,TMAX|TMIN
US_AR_05021,USC00031632,36.4197,-90.5858,14.270,TMAX|TMIN|PRCP|SNOW
US_AR_05023,USC00032978,35.5206,-91.9997,1.991,TMAX|TMIN|TOBS
US_AR_05025,USC00036174,33.9539,-92.2019,6.957,TMAX|TMIN|PRCP
US_AR_05027,USC00034548,33.2586,-93.1822,3.883,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|DAPR|MDPR|WT03|WT04
US_AR_05029,USC00034938,35.1581,-92.7672,13.532,TMAX|TMIN|PRCP|SNOW|SNWD
US_AR_05031,USC00033734,35.8489,-90.6589,4.485,TMAX|TMIN|SNOW
US_AR_05033,USC00035018,35.6494,-94.1542,12.638,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_AR_05035,USW00053959,35.135,-90.2344,13.113,TMAX|TMIN|PRCP|AWND|WDF2|WDF5|WSF2|WSF5
US_AR_05037,USC00038052,35.2547,-90.7964,4.614,TMAX|TMIN|PRCP|SNOW|SNWD|WT01
US_AR_05039,USC00036768,33.9153,-92.8267,15.748,TMAX|TMIN|TOBS
US_AR_05041,USC00036253,33.8103,-91.2778,5.906,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_AR_05043,USW00053919,33.6361,-91.7556,6.186,TMAX|TMIN|PRCP|SNOW
US_AR_05045,USC00032962,35.2414,-92.3636,10.130,TMAX|TMIN|SNOW|SNWD
US_AR_05047,USC00035512,35.5125,-93.8683,1.150,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_AR_05049,USC00036403,36.3561,-91.8036,3.744,TMAX|TMIN|TOBS
US_AR_05051,USC00030764,34.5697,-93.1947,6.345,TMAX|TMIN
US_AR_05053,USC00036562,34.3019,-92.3914,3.791,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|WT03
US_AR_05055,USC00035563,36.0336,-90.4978,9.860,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_AR_05057,USC00033428,33.7092,-93.5564,10.630,TMAX|TMIN|PRCP|SNOW|SNWD
US_AR_05059,USW00003962,34.29,-93.06,10.255,TMAX|TMIN|PRCP|SNOW|SNWD
US_AR_05061,USC00031260,34.2942,-94.1778,24.828,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|DAPR|MDPR|WT01|WT03|WT11
US_AR_05063,USC00030460,35.7594,-91.6383,11.372,TMAX|TMIN|TOBS
US_AR_05065,USC00031132,36.1092,-92.1636,23.711,TMAX|TMIN|TOBS
US_AR_05067,USC00035186,35.6042,-91.2744,7.396,TMAX|TMIN|PRCP|SNOW|SNWD
US_AR_05069,USC00035754,34.2256,-92.0186,9.834,TMAX|TMIN|PRCP
US_AR_05071,USC00031457,35.5328,-93.4036,6.020,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|WT01
US_AR_05073,USC00034185,33.3614,-93.5675,11.067,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|WT01|WT03
US_AR_05075,USC00030064,35.9308,-91.055,12.264,TMAX|TMIN|TOBS|PRCP
US_AR_05077,USC00034638,34.7392,-90.7664,4.114,TMAX|TMIN|PRCP|SNOW|SNWD
US_AR_05079,USC00031191,33.9153,-91.7711,6.919,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_AR_05081,USC00030286,33.6194,-94.0994,14.306,TMAX|TMIN|PRCP|SNOW
US_AR_05083,USC00036928,35.3028,-93.6369,12.808,TMAX|TMIN|PRCP|SNOW
US_AR_05085,USC00033862,34.6033,-91.9928,22.373,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|WT04
US_AR_05087,USC00033909,36.0086,-93.5206,15.900,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|MDPR
US_AR_05089,USW00003918,36.3,-92.6,10.627,TMAX|TMIN|PRCP|SNOW|SNWD
US_AR_05091,USR0000TTEX,33.3739,-94.0456,16.464,TMAX|TMIN|TAVG
US_AR_05093,USC00033821,35.6872,-90.0964,10.648,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_AR_05095,USC00036920,34.4744,-91.4172,32.016,TMAX|TMIN|PRCP|SNOW|SNWD
US_AR_05097,USW00053921,34.5467,-93.5781,8.007,TMAX|TMIN|PRCP|SNWD|AWND|PGTM|WDF2|WDF5|WSF2|WSF5
US_AR_05099,USC00035908,33.8203,-93.3878,19.448,TMAX|TMIN|PRCP
US_AR_05101,USC00033909,36.0086,-93.5206,28.085,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|MDPR
US_AR_05103,USC00031152,33.59,-92.8236,8.694,TMAX|TMIN
US_AR_05105,USC00030130,34.7961,-92.8417,20.159,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|WT01
US_AR_05107,USC00036376,34.3703,-91.1242,23.466,TMAX|TMIN|PRCP|SNOW
US_AR_05109,USC00035079,34.0783,-93.7019,10.645,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_AR_05111,USC00035831,35.5325,-90.6872,4.976,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_AR_05113,USC00034756,34.5978,-94.29,11.574,TMAX|TMIN
US_AR_05115,USW00053920,35.2578,-93.0947,19.597,TMAX|TMIN|PRCP|SNWD|AWND|PGTM|WDF2|WDF5|WSF2|WSF5
US_AR_05117,USC00031968,34.9772,-91.4978,16.963,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_AR_05119,USW00013963,34.7272,-92.2389,4.603,TMAX|TMIN|PRCP|SNOW|SNWD
US_AR_05121,USC00035820,36.2642,-90.9683,9.803,TMAX|TMIN|PRCP|SNOW|SNWD
US_AR_05123,USC00038052,35.2547,-90.7964,26.715,TMAX|TMIN|PRCP|SNOW|SNWD|WT01
US_AR_05125,USC00030582,34.5675,-92.6006,11.898,TMAX|TMIN|TOBS|PRCP|SNOW
US_AR_05127,USC00037488,34.9228,-94.0944,5.195,TMAX|TMIN|PRCP|SNOW
US_AR_05129,USC00034666,35.9117,-92.6564,4.219,TMAX|TMIN|PRCP|SNOW|SNWD
US_AR_05131,USC00035018,35.6494,-94.1542,11.221,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_AR_05133,USC00031948,34.0464,-94.3481,10.412,TMAX|TMIN|TOBS|PRCP|SNWD
US_AR_05135,USC00032366,36.0803,-91.6147,12.951,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_AR_05137,USC00035046,35.8444,-92.0978,5.919,TMAX|TMIN|TOBS|PRCP
US_AR_05139,USC00031140,33.3064,-92.4833,16.638,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_AR_05141,USC00031935,35.7214,-92.6961,22.906,TMAX|TMIN|TOBS|WT05
US_AR_05143,USW00093993,36.0097,-94.1694,5.264,TMAX|TMIN|PRCP|SNOW|SNWD|WT01|WT03|WT06|WT08
US_AR_05145,USC00036506,35.2678,-91.7167,2.109,TMAX|TMIN|PRCP|SNOW
US_AR_05147,USC00030536,35.4586,-91.0567,32.909,TMAX|TMIN|TOBS
US_AR_05149,USC00030798,35.1161,-93.6506,22.291,TMAX|TMIN|TOBS
US_AZ,USC00025825,34.3219,-111.4533,19.117,TMAX|TMIN|TOBS
US_AZ_04001,USC00027488,35.2239,-109.3222,24.779,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_AZ_04003,USC00026353,31.9356,-109.8378,10.033,TMAX|TMIN|TOBS|PRCP
US_AZ_04005,USW00053155,35.7553,-112.3375,25.383,TMAX|TMIN|PRCP
US_AZ_04007,USS0010S01S,33.81,-110.92,8.008,TMAX|TMIN
US_AZ_04009,USC00023150,33.0094,-109.9855,9.348,TMAX|TMIN|TOBS|PRCP
US_AZ_04011,USR0000ATRA,33.2667,-109.3683,20.568,TMAX|TMIN|TAVG
US_AZ_04012,USC00026865,33.665,-114.2272,32.741,TMAX|TMIN|PRCP|SNOW
US_AZ_04013,USC00024977,33.4992,-112.3631,10.582,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_AZ_04015,USR0000AMUS,35.6147,-113.7939,9.747,TMAX|TMIN|TAVG
US_AZ_04017,USR0000AHPI,35.8103,-110.2069,35.558,TMAX|TMIN|TAVG
US_AZ_04019,USR0000ASES,31.91,-111.8975,18.724,TMAX|TMIN|TAVG
US_AZ_04021,USC00021314,32.9947,-111.5367,19.562,TMAX|TMIN|TOBS
US_AZ_04023,USC00026282,31.5392,-110.7603,6.954,TMAX|TMIN|TOBS
US_AZ_04025,USR0000AIRO,34.5853,-112.5019,4.387,TMAX|TMIN|TAVG
US_AZ_04027,USC00028396,32.7225,-113.9192,9.314,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_CA,USC00045233,36.9539,-120.0378,6.129,TMAX|TMIN|PRCP
US_CA_06001,USW00023285,37.6928,-121.8144,9.669,TMAX|TMIN|PRCP|SNWD|AWND|WDF2|WDF5|WSF2|WSF5
US_CA_06003,USS0019L19S,38.55,-119.8,3.336,TMAX|TMIN
US_CA_06005,USR0000CMTZ,38.3894,-120.6511,5.681,TMAX|TMIN|TAVG
US_CA_06007,USC00046685,39.7539,-121.6242,10.647,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_CA_06009,USR0000CMTZ,38.3894,-120.6511,21.819,TMAX|TMIN|TAVG
US_CA_06011,USC00041948,39.1875,-122.0269,18.391,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_CA_06013,USC00045915,37.8792,-121.9303,5.909,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_CA_06015,USR0000CSHI,41.7358,-123.7917,13.976,TMAX|TMIN|TAVG
US_CA_06017,USC00046597,38.7583,-120.5031,3.356,TMAX|TMIN
US_CA_06019,USC00043256,36.7672,-119.7092,5.611,TMAX|TMIN|TOBS|PRCP
US_CA_06021,USC00049699,39.5231,-122.3047,10.434,TMAX|TMIN|TOBS|PRCP
US_CA_06023,USC00049694,40.9467,-123.6364,21.344,TMAX|TMIN|TOBS|PRCP|DAPR|MDPR
US_CA_06025,USR0000CCAA,32.9736,-115.1736,18.035,TMAX|TMIN|TAVG
US_CA_06027,USR0000CHNM,36.5625,-117.4736,5.588,TMAX|TMIN|TAVG
US_CA_06029,USC00040332,35.2111,-118.8336,17.662,TMAX|TMIN|TOBS|PRCP
US_CA_06031,USC00044534,36.0067,-119.96,15.218,TMAX|TMIN|TOBS|PRCP
US_CA_06033,USR0000CHGL,39.2083,-122.8083,13.802,TMAX|TMIN|TAVG
US_CA_06035,USR0000CHOL,40.6306,-120.5028,6.863,TMAX|TMIN|TAVG
US_CA_06037,USW00093134,34.0511,-118.2353,1.360,TMAX|TMIN|PRCP
US_CA_06039,USR0000CMET,37.4094,-119.7681,21.067,TMAX|TMIN|TAVG
US_CA_06041,USR0000CBAR,38.0281,-122.7022,3.566,TMAX|TMIN|TAVG
US_CA_06043,USR0000CJER,37.5436,-119.8386,7.484,TMAX|TMIN|TAVG
US_CA_06045,USR0000CMCG,39.3528,-123.6011,17.031,TMAX|TMIN|TAVG
US_CA_06047,USR0000CSNL,37.1822,-120.7939,7.485,TMAX|TMIN|TAVG
US_CA_06049,USR0000CDGR,41.53,-120.6714,8.773,TMAX|TMIN|TAVG
US_CA_06051,USR0000CCRE,37.745,-118.9833,21.670,TMAX|TMIN|TAVG
US_CA_06053,USR0000CARR,36.23,-121.4917,16.339,TMAX|TMIN|TAVG
US_CA_06055,USC00047643,38.5067,-122.4714,13.199,TMAX|TMIN|PRCP
US_CA_06057,USW00023225,39.2775,-120.7103,5.716,TMAX|TMIN
US_CA_06059,USC00044303,33.72,-117.7231,7.658,TMAX|TMIN|TOBS|PRCP
US_CA_06061,USR0000CFOR,39.0914,-120.7317,3.495,TMAX|TMIN|TAVG
US_CA_06063,USR0000CCSH,40.0017,-120.915,7.300,TMAX|TMIN|TAVG
US_CA_06065,USW00003104,33.6267,-116.1594,20.193,TMAX|TMIN|PRCP|SNOW|SNWD|WT03|WT08
US_CA_06067,USW00023271,38.5556,-121.4169,13.110,TMAX|TMIN|PRCP
US_CA_06069,USR0000CPNN,36.4708,-121.1472,16.607,TMAX|TMIN|TAVG
US_CA_06071,USC00040176,34.5592,-115.7442,50.689,TMAX|TMIN|TOBS
US_CA_06073,USR0000CGOO,33.0736,-116.8458,9.246,TMAX|TMIN|TAVG
US_CA_06075,USW00023272,37.7706,-122.4269,1.618,TMAX|TMIN|PRCP|SNOW
US_CA_06077,USW00023237,37.8892,-121.2258,5.970,TMAX|TMIN|PRCP|SNOW|SNWD|WT01|WT08
US_CA_06079,USC00047851,35.3056,-120.6619,20.931,TMAX|TMIN
US_CA_06081,USR0000CPUL,37.475,-122.2981,6.710,TMAX|TMIN|TAVG
US_CA_06083,USC00041253,34.5822,-119.9817,6.450,TMAX|TMIN|TOBS|PRCP
US_CA_06085,USW00023293,37.3592,-121.9239,4.076,TMAX|TMIN|PRCP|SNWD|AWND|WDF2|WDF5|WSF2|WSF5
US_CA_06087,USC00047916,36.9878,-121.9994,4.787,TMAX|TMIN|PRCP
US_CA_06089,USR0000CWHT,40.6194,-121.8994,19.626,TMAX|TMIN|TAVG
US_CA_06091,USC00048218,39.5833,-120.3706,11.117,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_CA_06093,USR0000CWEE,41.4789,-122.4539,12.233,TMAX|TMIN|TAVG
US_CA_06095,USC00042934,38.2736,-122.0678,11.167,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_CA_06097,USW00023213,38.5039,-122.8103,10.440,TMAX|TMIN|PRCP|SNWD|AWND|WDF2|WDF5|WSF2|WSF5
US_CA_06099,USW00023258,37.6242,-120.9506,7.940,TMAX|TMIN
US_CA_06101,USW00093205,39.1019,-121.5678,12.600,TMAX|TMIN|PRCP|AWND|WDF2|WDF5|WSF2|WSF5
US_CA_06103,USW00024216,40.1519,-122.2536,3.156,TMAX|TMIN
US_CA_06105,USR0000CBBR,40.7333,-123.2333,12.560,TMAX|TMIN|TAVG
US_CA_06107,USR0000CMIO,36.2314,-118.8689,6.183,TMAX|TMIN|TAVG
US_CA_06109,USC00041697,37.9747,-119.9161,5.456,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_CA_06111,USC00046399,34.4478,-119.2275,12.081,TMAX|TMIN|TOBS|PRCP
US_CA_06113,USC00042294,38.535,-121.7761,3.920,TMAX|TMIN|PRCP
US_CA_06115,USR0000CBGR,39.3975,-121.3861,14.517,TMAX|TMIN|TAVG
US_CO,USC00054742,38.9075,-105.4706,10.598,TMAX|TMIN|TOBS|SNWD
US_CO_08001,USW00003017,39.8328,-104.6575,26.582,TMAX|TMIN|PRCP|TAVG
US_CO_08003,USC00050128,37.4703,-105.8569,13.000,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_CO_08005,USW00003017,39.8328,-104.6575,35.278,TMAX|TMIN|PRCP|TAVG
US_CO_08007,USR0000CDEV,37.2269,-107.3047,22.933,TMAX|TMIN|TAVG
US_CO_08009,USW00003028,37.2833,-102.6139,6.277,TMAX|TMIN|PRCP|SNWD|AWND|WDF2|WDF5|WSF2|WSF5
US_CO_08011,USC00054834,38.0636,-103.2153,17.328,TMAX|TMIN|PRCP|SNOW
US_CO_08013,USR0000CBDR,40.0181,-105.3614,7.998,TMAX|TMIN|TAVG
US_CO_08014,USC00055984,39.8989,-105.0133,4.946,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|WT01
US_CO_08015,USR0000CRED,38.8272,-106.2111,10.067,TMAX|TMIN|TAVG
US_CO_08017,USC00054606,38.8867,-102.7233,13.724,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_CO_08019,USC00053261,39.7053,-105.6997,5.385,TMAX|TMIN|PRCP|SNOW
US_CO_08021,USR0000CBIG,37.0203,-106.2006,21.121,TMAX|TMIN|TAVG
US_CO_08023,USS0005M08S,37.35,-105.23,19.330,TMAX|TMIN|TOBS|PRCP|TAVG|WESD
US_CO_08025,USC00056131,38.2211,-103.7322,13.122,TMAX|TMIN|TOBS
US_CO_08027,USC00058931,38.1311,-105.4661,10.350,TMAX|TMIN|PRCP|SNOW|WT01
US_CO_08029,USC00051443,38.9044,-107.8914,5.637,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_CO_08031,USC00052223,39.7294,-105.0083,2.290,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|WT01
US_CO_08033,USR0000CSAL,37.6511,-108.5364,11.094,TMAX|TMIN|TAVG
US_CO_08035,USC00051401,39.4106,-104.9058,7.054,TMAX|TMIN|PRCP|SNOW
US_CO_08037,USS0006K44S,39.6,-106.54,13.889,TMAX|TMIN|TOBS|SNWD|TAVG
US_CO_08039,USW00093010,39.1894,-103.7158,37.080,TMAX|TMIN|PRCP|SNOW|SNWD|WT01
US_CO_08041,USW00093037,38.81,-104.6883,14.960,TMAX|TMIN|PRCP|SNOW|SNWD|WT01|WT03|WT06|WT08
US_CO_08043,USC00051294,38.46,-105.2256,18.803,TMAX|TMIN|PRCP|SNOW
US_CO_08045,USC00057033,39.5572,-107.7261,15.650,TMAX|TMIN|TOBS
US_CO_08047,USR0000CPCG,39.8744,-105.5164,1.630,TMAX|TMIN|TAVG
US_CO_08049,USC00059096,40.0375,-106.2039,9.966,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_CO_08051,USC00053662,38.5253,-106.9672,16.519,TMAX|TMIN|PRCP|SNOW
US_CO_08053,USS0007M16S,37.72,-107.26,11.261,TMAX|TMIN|TOBS|PRCP|TAVG|WESD
US_CO_08055,USC00058781,37.6303,-104.7956,15.926,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_CO_08057,USC00058756,40.7442,-106.2792,10.677,TMAX|TMIN|PRCP|SNOW|SNWD
US_CO_08059,USC00052790,39.6381,-105.315,7.723,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_CO_08061,USC00052446,38.4758,-102.7769,6.023,TMAX|TMIN|TOBS|PRCP|SNOW
US_CO_08063,USC00057519,39.295,-102.8678,23.110,TMAX|TMIN|TOBS
US_CO_08065,USW00093009,39.2292,-106.3169,5.727,TMAX|TMIN|PRCP|SNOW
US_CO_08067,USR0000CLOG,37.3517,-107.915,8.953,TMAX|TMIN|TAVG
US_CO_08069,USC00051060,40.6158,-105.2969,14.283,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_CO_08071,USW00023070,37.2622,-104.3378,27.125,TMAX|TMIN|PRCP|SNOW|SNWD|WT01|WT03|WT06
US_CO_08073,USC00054444,38.7411,-103.5428,26.646,TMAX|TMIN|TOBS
US_CO_08075,USC00052947,40.6483,-102.8594,23.006,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_CO_08077,USC00053489,39.0422,-108.4664,2.488,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|EVAP|WDMV
US_CO_08079,USS0007M21S,37.62,-107.03,11.754,TMAX|TMIN
US_CO_08081,USC00055446,40.5158,-108.0947,13.746,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_CO_08083,USC00051886,37.3444,-108.595,0.659,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_CO_08085,USS0008L02S,38.42,-108.38,9.651,TMAX|TMIN|TOBS|PRCP|TAVG|WESD
US_CO_08087,USC00053038,40.2569,-103.87,5.104,TMAX|TMIN|PRCP
US_CO_08089,USW00003063,37.8639,-103.8225,10.661,TMAX|TMIN|PRCP
US_CO_08091,USC00057020,38.15,-107.7583,1.511,TMAX|TMIN|PRCP|SNOW|SNWD
US_CO_08093,USC00050263,38.9933,-105.8919,21.105,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|WT01
US_CO_08095,USC00054082,40.5453,-102.3411,5.028,TMAX|TMIN
US_CO_08097,USW00093073,39.2231,-106.8683,4.468,TMAX|TMIN|PRCP|AWND|WDF2|WDF5|WSF2|WSF5
US_CO_08099,USC00054770,38.0936,-102.6306,25.081,TMAX|TMIN|PRCP|SNOW|WT01
US_CO_08101,USC00058992,38.2797,-104.5214,14.460,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|WT01
US_CO_08103,USR0000CPIN,40.0097,-108.4597,22.375,TMAX|TMIN|TAVG
US_CO_08105,USC00052184,37.6911,-106.3078,11.566,TMAX|TMIN|PRCP|SNOW
US_CO_08107,USC00057936,40.4883,-106.8233,14.132,TMAX|TMIN|PRCP|SNOW
US_CO_08109,USS0006L13S,38.29,-106.37,24.146,TMAX|TMIN|TOBS|PRCP|SNWD|TAVG|WESD
US_CO_08111,USS0007M12S,37.75,-107.69,2.835,TMAX|TMIN|TOBS|PRCP|TAVG|WESD
US_CO_08113,USC00056013,38.1314,-108.285,18.535,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_CO_08115,USC00054413,40.9878,-102.2653,13.943,TMAX|TMIN|PRCP|SNOW
US_CO_08117,USC00052281,39.6261,-106.0353,5.840,TMAX|TMIN|TOBS
US_CO_08119,USS0005L11S,38.88,-105.07,6.927,TMAX|TMIN|TOBS|PRCP|SNWD|TAVG|WESD
US_CO_08121,USC00050109,40.155,-103.1417,20.087,TMAX|TMIN|PRCP|SNOW
US_CO_08123,USC00050945,40.6344,-104.3286,12.108,TMAX|TMIN|TOBS|SNOW|SNWD
US_CO_08125,USC00059243,40.0819,-102.2069,20.304,TMAX|TMIN|PRCP|SNOW
US_CT,USW00054788,41.5097,-72.8278,14.630,TMAX|TMIN|PRCP|AWND|PGTM|WDF2|WDF5|WSF2|WSF5
US_CT_09001,USW00054734,41.3714,-73.4828,18.336,TMAX|TMIN|PRCP|AWND|PGTM|WDF2|WDF5|WSF2|WSF5
US_CT_09003,USW00014752,41.7361,-72.6506,10.533,TMAX|TMIN|PRCP
US_CT_09005,USC00060227,41.8417,-73.0086,20.026,TMAX|TMIN|TOBS
US_CT_09007,USC00063210,41.2858,-72.6714,21.305,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|AWND
US_CT_09009,USW00014758,41.2639,-72.8872,9.636,TMAX|TMIN|PRCP|WT01|WT08
US_CT_09011,USC00065910,41.5269,-72.0642,6.996,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD
US_CT_09013,USC00068138,41.795,-72.2286,10.395,TMAX|TMIN|PRCP|SNOW|SNWD
US_CT_09015,USC00063420,41.7675,-72.0531,8.700,TMAX|TMIN|TOBS|PRCP|SNOW|SNWD|MDPR
US_DC,USW00013743,38.8483,-77.0342,5.198,TMAX|TMIN|PRCP|SNOW|SNWD|WT01|WT03|WT06|WT08
US_DC_11001,USW00013743,38.8483,-77.0342,5.198,TMAX|TMIN|PRCP|SNOW|SNWD|WT01|WT03|WT06|WT08
US_DE,USC00072730,39.1467,-75.5056,16.324,TMAX|TMIN|PRCP|SNOW
US_DE_10001,USC00072730,39.1467,-75.5056,5.216,TMAX|TMIN|PRCP|SNOW
US_DE_10003,USW00013781,39.6728,-75.6008,10.854,TMAX|TMIN|PRCP|SNOW|SNWD|WT01|WT03|WT06|WT08
US_DE_10005,USW00013764,38.6892,-75.3592,1.956,TMAX|TMIN|PRCP|WT01|WT03|WT08
US_FL,USW00012876,28.0622,-81.7542,14.392,TMAX|TMIN
US_FL_12001,USW00012816,29.6919,-82.2756,8.851,TMAX|TMIN|PRCP|SNOW|SNWD
