key,latitude,longitude,area,elevation,population,gdp,gdp_per_capita,human_development_index,life_expectancy
EE_37,59.333333,25,4338.3,,572103,,,,
EE_39,58.833333,22.666667,1032.44,,8589,,,,
EE_44,59.216667,27.3,3336.6,,149483,,,,
EE_49,58.7,26.4,2604.18,,31145,,,,
EE_51,58.883333,25.55,2459.22,,30425,,,,
EE_57,58.916667,23.75,2413.11,,24323,,,,
EE_59,59.25,26.333333,3628.58,,59583,,,,
EE,59,26,45339,,1313271,4373665145.55468,17118.5,0.726,70.06341
EE_65,58.083333,27.083333,2164.16,,27641,,,,
EE_67,58.416667,24.583333,4809.55,,82829,,,,
EE_70,58.916667,24.75,2979.98,,34676,,,,
EE_74,58.416667,22.583333,2937.64,,31756,,,,
EE_82,57.866667,26.166667,2042.93,,30176,,,,
EE_78,58.366667,26.716667,2993.01,,152188,,,,
EE_84,58.333333,25.583333,3420.04,,47476,,,,
EE_86,57.75,26.916667,2305.53,,33426,,,,
ER_AN,16,38,23200,501,,,,,
ER_DK,13.75,41.5,27600,680,,,,,
EH,25,-13,266000,237,582000,,,,
ER_DU,14.8,39,8000,1915,,,,,
ER_GB,15.25,37.5,33200,807,,,,,
ER_SK,16,39,27800,293,,,,,
ER_MA,15.333333,38.916667,1300,2343,,,,,
ER,15.483333,38.25,117600,,1404810,477101651.648376,152,0.389,54.693
EG,27,29,1010407.87,,27997745,5111621013.54303,650,0.453,68.368
ES_AN,37.46,-4.16,87268,3478,8409738,,,,
ES_AR,41,-1,47719,,1324397,,,,
ES_AS,43.333333,-6,10603.57,,1028244,,,,
ES_CB,43.333333,-4,5321,,580295,12918000000,,,
ES_CE,35.886667,-5.3,18.5,10,84180,,,,
ES_CL,41.383333,-4.45,94223,,2418694,53988901000,21727,,
ES_CM,39.500011,-3.000033,79463,696,2106331,37844000000,18307,,
ES_CN,28.536,-15.749,7447,,2127685,,,,
ES,40,-3,505990,,30455000,12072126075.396999,25831.58,0.702,78.71707
ES_CT,41.81,1.47,31895,,7424754,232522265640,33661,0.904,83.63
ES_EX,39.2,-6.15,41634,,1067710,17334000000,16028,,
ES_GA,43.05,-8.133333,29574,,2730337,,,,
ES_MC,38,-1.833333,11313,348,1478509,,,,
ES_IB,39.5,3,4991.66,,1150839,,,,
ES_MD,40.42526,-3.69063,8028,678,6661949,,,,
ES_ML,35.2825,-2.9475,12.338,,83679,,,,
ES_NC,42.816667,-1.65,10391,,647554,18121000000,,0.918,
ES_VC,39.5,-0.75,23255,363,5003769,,,,
ES_PV,42.983333,-2.616667,7234,,2164311,68817000000,35300,0.924,
ES_RI,42.25,-2.5,5045,1074,315675,7974000000,25507,,
FI_02,61,28,6873,,,,,,
ET,9,40,1104300,,22151218,55612228233,202,0.284,51.366
FI_01,60.25,20,1580,129,22288,,,,
FI_03,62.75,22.5,13999.63,,,,,,
FI_04,62,27.5,18768.33,,,,,,
FI_05,64.5,28,22687.38,,,,,,
FI_06,60.833333,24.25,5706.39,,,,,,
FI_07,63.5,24.25,5706.39,,,,,,
FI,65,27,338424.38,,5470437,5224102195.52771,1179,0.744,77.29122
FI_08,62.5,25.5,19950.38,,275657,,,,
FI_09,60.5,27,5595.36,,,,,,
FI_11,61.7,23.716667,14469.39,,,,,,
FI_10,67,26,98984,,182844,,,,
FI_12,63,22,7932.36,,,,,,
FI_13,63,30,21584.41,,165754,,,,
FI_14,65,26,37149.23,,,,,,
FI_15,63,27,20366.7,,,,,,
FI_17,61.333333,22,8412.47,,,,,,
FI_16,61.25,25.833333,6256.66,,,,,,
FI_18,60.25,24.5,9568.26,,1610550,,,,
FJ_C,-18,178.333333,,,,,,,
FI_19,60.5,22.75,10623,,468936,,,,
FJ_N,-16.5,179.5,,,,,,,
FJ_E,-18.5,180,1376,,37311,,,,
FJ_R,-12.5,177.08,46,128,,,,,
FJ_W,-18,177.5,,,,,,,
FK,-51.75,-59,12200,,2931,,,,
FJ,-18,178,18274,,393383,112328422.113084,285,0.578,67.365
FM_KSA,5.313333,162.973889,110,634,6616,,,,
FM,12,152,,,,,,,
FM_TRK,7.416667,151.783333,116.2,,48654,,,,
FM_PNI,6.85,158.216667,371.6,,36196,,,,
FM_YAP,9.533333,138.116667,119.54,,11377,,,,
FR_BRE,48,-3,34022,,4687381,,,,
FR_BFC,47.234528,6.0305,47784,,2819783,,,,
FR_ARA,45.7402,4.8195,69711,,7757595,,,,
FO,61.969944,-6.844481,1399,,34266,,,,78.28049
FR_COR,42.15,9.083333,8680,,320208,,,,
FR_CVL,47.5,1.75,39151,,2570546,,,,
FR_GES,48.5989,7.7599,57433,,5555186,,,,
FR_GUA,16.25,-61.583333,1628,,402119,,,,
FR_HDF,49.920557,2.702978,31813,,6006156,,,,
FR,47,2,643801,,66628000,62651474946.6007,1338,0.721,78.7561
FR_IDF,48.8522,2.3176,12012,,12027565,,,0.948,
FR_NAQ,44.8366,-0.5888,84061,,5844177,,,,
FR_LRE,-21.114444,55.5325,2512,,835103,,,,
FR_MAY,-12.843056,45.138333,374,,256518,,,,
FR_OCC,43.648785,2.343568,72724,,5683878,,,,
FR_PAC,44,6,31400,,4935576,,,,
GA_1,-0.394444,9.429167,20740,,,,,,
FR_PDL,47.466667,-0.833333,32082,,3690659,,,,
GA_3,-0.5,10.5,18535,,,,,,
GA_4,-1.6,11,37750,,,,,,
GA_5,-3,11,21285,,,,,,
GA_6,0.6,12.7,46075,,,,,,
GA_2,-1.633333,13.583333,36547,,,,,,
GA,-0.683331,11.5,267667,,498823,2775000024000,283,0.548,59.527
GA_7,-1,12.5,25380,,,,,,
GA_8,-1.5,9.5,22890,,,,,,
GA_9,1.290431,11.8355,38465,,,,,,
GB_ENG_E06000002,54.573,-1.238,53.8888,,139500,,,,
GB_ENG_E06000001,54.686389,-1.210833,93.5595,,92500,,,,
GB_ENG,53,-1,130278.43,,53012456,2286295170684,40000,,
GB_ENG_E06000003,54.579231,-1.034089,244.8202,,135300,,,,
GB_ENG_E06000004,54.55,-1.333333,204.9625,,191800,,,,
GB_ENG_E06000005,54.516667,-1.55,197.4758,,105400,,,,
GB_ENG_E06000006,53.333333,-2.75,79.0839,,126500,,,,
GB_ENG_E06000007,53.388889,-2.596111,180.6279,,207700,,,,
GB_ENG_E06000009,53.83333,-3.03333,34.8515,,139600,,,,
GB_ENG_E06000008,,,137.022,,146800,,,,
GB,54.6,-2,242495.406794,,63181775,72328047042.158798,1380,0.738,77.39024
GB_ENG_E06000010,53.75,-0.33333,71.4498,,259000,,,,
GB_ENG_E06000011,53.91667,-0.5,2405.3217,,336700,,,,
GB_ENG_E06000012,53.55,-0.1,191.8639,,159600,,,,
GB_ENG_E06000014,53.96396,-1.09142,271.937,,198051,,,,
GB_ENG_E06000013,53.6,-0.65,846.2966,,169800,,,,
GB_ENG_E06000015,52.9207,-1.47217,78.0311,,254300,,,,
GB_ENG_E06000016,52.63333,-1.13333,73.3421,,342600,,,,
GB_ENG_E06000017,52.65,-0.633333,381.8313,,38000,,,,
GB_ENG_E06000018,52.955,-1.149167,74.6135,,318900,,,,
GB_ENG_E06000019,52.083333,-2.75,2179.7094,,188100,,,,
GB_ENG_E06000020,52.73,-2.49,290.3137,,171200,,,,
GB_ENG_E06000021,53,-2.16667,93.4485,,251600,,,,
GB_ENG_E06000023,51.45,-2.583333,109.7001,,449300,,,,
GB_ENG_E06000022,51.39,-2.32,345.8786,,184900,,,,
GB_ENG_E06000024,51.383333,-2.8,373.7521,,203100,,,,
GB_ENG_E06000025,51.479444,-2.380278,496.9473,,274700,,,,
GB_ENG_E06000026,50.38333,-4.13333,79.8302,,262700,,,,
GB_ENG_E06000027,50.452222,-3.556944,62.891,,133400,,,,
GB_ENG_E06000030,51.57,-1.74,230.0932,,217200,,,,
GB_ENG_E06000031,52.616667,-0.266667,343.3782,,183631,,,,
GB_ENG_E06000032,51.8911,-0.42793,43.3525,,214700,,,,
GB_ENG_E06000033,51.536667,0.714722,41.7557,,178700,,,,
GB_ENG_E06000034,51.5,0.416667,163.4935,,165200,,,,
GB_ENG_E06000035,51.416667,0.566667,193.5406,,276500,,,,
GB_ENG_E06000036,51.417222,-0.746944,109.3843,,119000,,,,
GB_ENG_E06000037,51.4009,-1.3235,704.1693,,156000,,,,
GB_ENG_E06000038,51.454167,-0.973056,40.3979,,161700,,,,
GB_ENG_E06000039,51.5,-0.56667,32.5419,,145700,,,,
GB_ENG_E06000040,51.466667,-0.666667,196.5017,,147700,,,,
GB_ENG_E06000041,51.410972,-0.834925,178.9655,,160400,,,,
GB_ENG_E06000044,50.8,-1.06667,40.3919,,211800,,,,
GB_ENG_E06000042,52.033333,-0.766667,308.6267,,261800,,,,
GB_ENG_E06000043,50.827778,-0.152778,82.7853,,273400,,,,
GB_ENG_E06000045,50.91667,-1.38333,49.9142,,249500,,,,
GB_ENG_E06000047,54.760556,-1.465556,2225.9685,,519700,,,,
GB_ENG_E06000046,50.666667,-1.266667,380.1644,,139105,,,,
GB_ENG_E06000049,53.162222,-2.2175,1166.3576,,340500,,,,
GB_ENG_E06000051,52.708056,-2.754444,3197.2757,,311400,,,,
GB_ENG_E06000052,50.416669,-4.75,3545.995,,549400,,,,
GB_ENG_E06000050,53.213,-2.902,916.7005,745,333900,,,,
GB_ENG_E06000054,51.316389,-2.21,3255.3381,,486100,,,,
GB_ENG_E06000055,52.134444,-0.463056,476.4083,57,166300,,,,
GB_ENG_E06000058,,,161.3217,,395700,,,,
GB_ENG_E06000056,52.0263,-0.4906,715.6654,,254381,,,,
GB_ENG_E06000057,55.166667,-2,5013.8024,,315300,,,,
GB_ENG_E06000059,,,2491.3546,,375200,,,,
GB_ENG_E08000001,53.5775,-2.43,139.7923,,281600,,,,
GB_ENG_E08000002,53.592778,-2.298056,99.4601,,187900,,,,
GB_ENG_E08000003,53.41667,-2.25,115.6486,,530300,,,,
GB_ENG_E08000004,53.541944,-2.118611,142.345,542,230800,,,,
GB_ENG_E08000005,53.616667,-2.156667,158.1283,,214200,,,,
GB_ENG_E08000006,53.509722,-2.334444,97.1974,68,245600,,,,
GB_ENG_E08000007,53.4,-2.166667,126.0402,78,288700,,,,
GB_ENG_E08000008,53.49,-2.094167,103.1543,151,221700,,,,
GB_ENG_E08000012,53.41667,-2.91667,111.8357,,478600,,,,
GB_ENG_E08000010,53.533333,-2.616667,188.1712,,317849,,,,
GB_ENG_E08000011,53.439,-2.851,86.5002,,147200,,,,
GB_ENG_E08000009,53.433333,-2.3,106.0447,30,233300,,,,
GB_ENG_E08000013,53.454,-2.746,136.3587,,177600,,,,
GB_ENG_E08000016,53.55,-1.466667,329.0777,,239300,,,,
GB_ENG_E08000014,53.445,-2.998,154.9911,,273700,,,,
GB_ENG_E08000015,53.396972,-3.011914,157.0463,,320900,,,,
GB_ENG_E08000017,53.5225,-1.128611,568.0219,,304800,,,,
GB_ENG_E08000018,53.430833,-1.354722,286.5343,,1343900,,,,
GB_ENG_E08000019,53.41667,-1.5,367.9302,,563749,,,,
GB_ENG_E08000022,55.0123,-1.5456,82.3171,,202500,,,,
GB_ENG_E08000021,55.007679,-1.657837,113.4563,,292900,,,,
GB_ENG_E08000023,54.959,-1.438,64.3943,,148700,,,,
GB_ENG_E08000025,52.48048,-1.89823,267.7913,,1111300,,,,
GB_ENG_E08000024,54.91,-1.385,137.439,,277200,,,,
GB_ENG_E08000026,52.416667,-1.516667,98.639,,345400,,,,
GB_ENG_E08000027,52.5,-2.0833,97.9584,,316500,,,,
GB_ENG_E08000028,52.505278,-2.017222,85.5589,,319500,,,,
GB_ENG_E08000031,52.58333,-2.11667,69.4365,,254400,,,,
GB_ENG_E08000030,52.585,-1.9825,103.9734,,276100,,,,
GB_ENG_E08000029,52.420833,-1.776667,178.2821,,210400,,,,
GB_ENG_E08000032,53.792,-1.754,366.4198,,531200,,,,
GB_ENG_E08000033,53.72,-1.97,363.9608,,208400,,,,
GB_ENG_E08000034,53.593,-1.801,408.5516,,434300,,,,
GB_ENG_E08000035,53.799167,-1.549167,551.7065,,774100,,,,
GB_ENG_E08000036,53.683,-1.499,338.6198,,333800,,,,
GB_ENG_E08000037,54.95,-1.6,142.3593,,201000,,,,
GB_ENG_E09000002,51.536111,0.078889,36.1077,,202000,,,,
GB_ENG_E09000001,51.515833,-0.092222,2.904,20,7375,,,,
GB_ENG_E09000004,51.455556,0.153611,60.5763,,242100,,,,
GB_ENG_E09000003,51.625278,-0.153056,86.7483,,379700,,,,
GB_ENG_E09000005,51.558889,-0.281111,43.2325,,324000,,,,
GB_ENG_E09000006,51.404444,0.02,150.1347,,324900,,,,
GB_ENG_E09000007,51.528889,-0.125556,21.7895,,241100,,,,
GB_ENG_E09000008,51.371111,-0.098889,86.4947,,379000,,,,
GB_ENG_E09000010,51.654722,-0.079722,80.831,,328400,,,,
GB_ENG_E09000009,51.513056,-0.308889,55.5447,,343100,,,,
GB_ENG_E09000011,51.489167,0.065278,47.334,,274800,,,,
GB_ENG_E09000012,51.544722,-0.0575,19.0492,,269000,,,,
GB_ENG_E09000013,51.4925,-0.234722,16.3976,,179400,,,,
GB_ENG_E09000014,51.6,-0.111944,29.5983,,272900,,,,
GB_ENG_E09000016,51.581389,0.183889,112.3497,,249100,,,,
GB_ENG_E09000018,51.473611,-0.365556,55.9779,,268800,,,,
GB_ENG_E09000017,51.543611,-0.476111,115.7002,,297700,,,,
GB_ENG_E09000015,51.588333,-0.331944,50.4634,,247100,,,,
GB_ENG_E09000019,51.541667,-0.102222,14.8565,,227700,,,,
GB_ENG_E09000021,51.408333,-0.305278,37.2612,,173500,,,,
GB_ENG_E09000020,51.502222,-0.195278,12.1238,,157700,,,,
GB_ENG_E09000022,51.460833,-0.116389,26.8101,,324400,,,,
GB_ENG_E09000023,51.445278,-0.020278,35.1488,,297300,,,,
GB_ENG_E09000024,51.401389,-0.196111,37.6248,,200500,,,,
GB_ENG_E09000026,51.558611,0.074444,56.4192,23,296800,,,,
GB_ENG_E09000025,51.532778,0.055556,36.2017,,332800,,,,
GB_ENG_E09000027,51.447778,-0.324167,57.407,,194700,,,,
GB_ENG_E09000028,51.503333,-0.080556,28.8621,,308900,,,,
GB_ENG_E09000029,51.361667,-0.194722,43.8471,,200100,,,,
GB_ENG_E09000030,51.51,-0.006111,19.7864,,295200,,,,
GB_ENG_E10000002,,,1564.9491,,540059,,,,
GB_ENG_E10000003,,,3046.234,,651482,,,,
GB_ENG_E09000032,51.457111,-0.190306,34.2634,,314500,,,,
GB_ENG_E09000031,51.591222,-0.013528,38.8078,,271200,,,,
GB_ENG_E09000033,51.4975,-0.137222,21.487,,242300,,,,
GB_ENG_E10000006,54.5,-3.25,6766.5996,,499858,,,,
GB_ENG_E10000007,,,2546.7577,,796142,,,,
GB_ENG_E10000008,,,6564.2643,,795286,,,,
GB_ENG_E10000012,,,3464.4105,,1477764,,,,
GB_ENG_E10000013,,,2653.0312,,633558,,,,
GB_ENG_E10000011,,,1708.5564,,554590,,,,
GB_ENG_E10000014,,,3678.8993,,1376316,,,,
GB_ENG_E10000016,,,3544.9393,,1568623,,,,
GB_ENG_E10000018,,,2082.8918,,698268,,,,
GB_ENG_E10000017,,,2903.2542,,1210053,,,,
GB_ENG_E10000015,51.9,-0.2,1643.0648,,1184365,,,,
GB_ENG_E10000019,,,5937.2858,,755833,,,,
GB_ENG_E10000020,52.666667,1,5380.0193,,903680,,,,
GB_ENG_E10000023,,,8037.6618,,614505,,,,
GB_ENG_E10000024,,,2084.7118,,823126,,,,
GB_ENG_E10000027,,,3450.6094,,559399,,,,
GB_ENG_E10000025,51.75,-1.28,2604.9318,,677800,,,,
GB_ENG_E10000021,52.283333,-0.833333,2364.0051,,723000,,,,
GB_ENG_E10000028,,,2620.2867,,875219,,,,
GB_ENG_E10000029,52.166667,1,3800.9523,,741900,,,,
GB_ENG_E10000031,52.333333,-1.583333,1975.0787,,564600,,,,
GB_ENG_E10000030,51.25,-0.416667,1662.5177,,1168800,,,,
GB_ENG_E10000034,52.2,-2.166667,1740.5141,,592057,,,,
GB_ENG_E10000032,50.916667,-0.5,1990.8718,,858852,,,,
GB_NIR,54.683333,-6.75,14130,,1852168,,,,
GB_NIR_N09000001,54.7167,-6.21667,571.9729,,142492,,,,
GB_NIR_N09000002,54.351,-6.492,1336.5942,,214090,,,,
GB_NIR_N09000005,54.927,-7.424,1238.4659,,150679,,,,
GB_NIR_N09000004,55.203,-6.5,1980.0783,,144246,,,,
GB_NIR_N09000003,54.593889,-5.929444,132.4762,,341877,,,,
GB_NIR_N09000006,54.545,-7.494,2856.5316,,116835,,,,
GB_NIR_N09000007,54.523,-5.973,505.3451,,144381,,,,
GB_NIR_N09000008,54.828,-6.078,1046.3669,,138773,,,,
GB_NIR_N09000009,54.668,-6.679,1826.7343,,147392,,,,
GB_NIR_N09000010,54.111,-6.161,1632.8726,,180012,,,,
GB_NIR_N09000011,54.562,-5.637,460.7648,,160864,,,,
GB_SCT,57,-5,78782,,5404700,237618000000,43740,,
GD_01,12.119167,-61.626389,35,,,,,,
GD_02,12.062778,-61.660556,47,,,,,,
GD_03,12.05,-61.75,67.33969,,,,,,
GB_WLS,52.35,-3.633333,20779,,3074067,78200000000,24163,,
GD_04,12.166667,-61.733333,15,,,,,,
GD_05,12.183333,-61.7,9,,,,,,
GD_06,12.203056,-61.640556,44.029797,,,,,,
GD_10,12.4833,-61.4617,,,,,,,
GD,12.116667,-61.666667,348.5,,89861,911803790,792,0.737,70.131
GG,49.455833,-2.5775,63.4,,,,,,
GF,3.99886,-52.99994,83534,,244118,,,,
GH_AA,5.75,0,3245,,,,,,
GH_AH,6.75,-1.5,24389,,,,,,
GH_BO,7.333333,-2.333333,,,,,,,
GH_CP,5.5,-1,9826,,,,,,
GH_EP,6.5,-0.5,19323,,,,,,
GH_NE,10.516667,-0.366667,,,,,,,
GH_NP,9.5,-1,70384,,,,,,
GH,8,-0.5,238535,,6652516,1217230038.26781,182,0.415,56.962
GH_SV,9.083333,-1.816667,,,,,,,
GH_TV,6.5,0.5,20570,,1878316,,,,
GH_UE,10.75,-0.75,8842,,1273700,,,,
GH_WP,5.5,-2.5,23921,,,,,,
GH_UW,10.333333,-2.25,18476,,,,,,
GL_AV,74.270119,-51.529781,522700,,10651,,,,
GI,36.13775,-5.345361,6.843,11,33140,,,,
GL_KU,61,-45,32000,,6811,,,,
GL_QT,68.197711,-51.925831,62400,,6504,,,,
GL_QE,66.5,-48,115500,,9423,,,,
GL,72,-40,2166086,,55992,,,,66.40341
GL_SM,66,-40,531900,,22480,,,,
GM_L,13.402222,-15.701944,1618,,,,,,
GM_B,13.453056,-16.5775,12.2,0,31356,,,,
GM_M,13.570833,-14.963056,2894.3,,,,,,
GM_N,13.486111,-15.93,2256,,,,,,
GM_U,13.394444,-14.175278,,,198773,,,,
GM_W,13.25,-16.316667,1764,,,,,,
GN_B,11.25,-14.25,31186,,,,,,
GN_C,9.509167,-13.712222,450000000,,1667864,,,,
GN_D,10.25,-13,28873,,,,,,
GM,13.5,-15.5,11300,,367929,44212353.69883,108,0.33,55.513
GN_F,10,-10.833333,35581,,,,,,
GN_K,10.5,-9.25,72145,,1467000,,,,
GN_L,11.75,-12,22869,,,,,,
GN_M,10.75,-12.25,17074,,,,,,
GN_N,8.5,-9,37658,,,,,,
GN,10,-11,245857,,3576684,1922600899.38433,367,0.29,51.273
GP,16.25,-61.583333,1628,,402119,,,,
GQ_I,3.5,8.7,,,,,,,
GQ_C,1.5,10.5,26017,,1159468,,,,
GS,-54.25,-36.75,3718,,30,,,,
GQ,1.5,10,28051,,252115,9122751.453183,34,0.526,52.371
GU,13.5,144.8,544,,66741,,,,74.646
GR,38.5,23,131957,,10815197,4446528164.67559,533,0.714,81.1
GY_BA,7.667,-59.75,20339,,,,,,
GT,15.5,-90.25,108889,,4140636,1043599900,247,0.445,67.351
GW,12,-15,36125,,635956,78733594.841185,110,0.393,52.079
GY_CU,6.459522,-60.211075,47213,,,,,,
GY,5.733333,-59.316667,214970,,560296,170215248.206265,297,0.538,64.785
GY_DE,6.75,-57.983333,2232,,,,,,
GY_EB,4.107944,-58.183369,36234,,,,,,
GY_ES,6.715056,-58.549019,3755,,,,,,
GY_PM,7.107778,-58.880556,6195,,,,,,
GY_MA,6.229522,-57.886844,4190,,,,,,
GY_PT,4.769703,-59.265392,20051,,10190,,,,
GY_UD,5.269128,-58.267072,17040,,,,,,
GY_UT,2.900997,-58.935169,57750,,,,,,
GZ,31.416667,34.333333,360,,2000000,,,,
HM,-53.09354,73.516992,368,2745,0,,,,
HN_AT,15.643333,-87.131667,4372,,436252,,,,
HN_CH,13.316667,-87.216667,4360,,437618,,,,
HN_CL,15.916667,-86,8249,,309926,,,,
HN_CM,14.45,-87.633333,5124,,493466,,,,
HK,22.278333,114.158611,1105.69,7,7071576,,429,0.7,80.38293
HN_CP,14.766667,-88.783333,3242,,371057,,,,
HN_CR,15.502778,-88.013611,3954,,2211234,,,,
HN_EP,13.933333,-86.85,7489,,455507,,,,
HN,14.633333,-86.816667,112492,,2002333,335650000,2528.89,0.463,70.288
HN_FM,14.1,-87.216667,8619,,1508906,,,,
HN_GD,15.266667,-83.766667,16997,,90765,,,,
HN_IB,16.290833,-86.410833,250,,62557,,,,
HN_IN,14.316667,-88.15,3123,,232553,,,,
HN_LE,14.583333,-88.583333,4234,,121179,,,,
HN_LP,14.333333,-87.683333,2331,,198926,,,,
HN_OC,14.433333,-89.183333,1630,,146030,,,,
HN_OL,14.6,-86.2,24057.03,,520761,,,,
HN_SB,14.916667,-88.233333,5024,,421337,,,,
HN_VA,13.533333,-87.483333,1665,,174511,,,,
HN_YO,15.133333,-87.1,7781,,570595,,,,
HR_01,45.749,15.571,3078,,309696,,,,
HR_02,46.125,15.807,1229,,,,,,
HR_03,45.220833,16.251389,4468,,185387,,,,
HR_05,46.321,16.231,1261,,175951,,,,
HR_04,45.5,15.5,3626,,128899,,,,
HR_06,46.17,16.909,1746,,115584,,,,
HR,45.25,15.466667,56594,,4284889,22387561845.2244,4845,0.67,72.64195
HR_07,45.902778,16.8475,2640,,119764,,,,
HR_08,45.454,14.594,3588,,,,,,
HR_09,44.707,15.174,5353,,,,,,
HR_10,45.873,17.505,2024,,84836,,,,
HR_11,45.311,17.74,1823,,,,,,
HR_12,45.1575,18.020278,2030,,158575,,,,
HR_13,44.193889,15.198333,3646,,,,,,
HR_14,45.637,18.618,4155,,305032,,,,
HR_16,45.228611,18.916667,2448,,179521,,,,
HR_15,43.929,16.062,2994,,109375,,,,
HR_18,45.239167,13.938611,2813,,,,,,
HR_17,43.166667,16.5,4534,,,,,,
HR_19,42.653611,18.094722,1781,,,,,,
HR_20,46.466,16.414,730,,,,,,
HR_21,45.8,15.95,641,158,790017,,,,
HT_AR,19.45,-72.6833,4986.94,,,,,,
HT_CE,19.15,-72.016667,3487,331,,,,,
HT_GA,18.6667,-74.1167,1911.97,,,,,,
HT_ND,19.766667,-72.2,2114.91,,,,,,
HT_NE,19.6678,-71.8397,1622.93,,,,,,
HT_NI,18.45,-73.1,1267.77,,,,,,
HT_NO,19.95,-72.833333,2102.88,,,,,,
HT,19,-72.8,27750,,3869288,3473540601.82161,70,0.357,57.467
HT_OU,18.573,-72.24,4982.56,55,,,,,
HT_SD,18.2,-73.75,2653.6,,,,,,
HT_SE,18.2333,-72.5333,2034.1,,,,,,
HU_BA,46.083333,18.233333,4429.59,,360704,,,,
HU_BC,46.683333,21.083333,193930000,89,61046,,,,
HU_BE,46.7375,21.044722,5629.71,,,,,,
HU_BK,46.5,19.416667,8444.81,,524841,,,,
HU_BZ,48.25,21,7249.67,,,,,,
HU_CS,46.416667,20.25,426174,,406205,,,,
HU_BU,47.498333,19.040833,52514,102,1744665,,,,
HU_DU,46.983333,18.916667,52.66,116,46813,,,,
HU,47,19,93036,,9983967,34748508332.106796,3349,0.7,70.67707
HU_DE,47.53,21.639167,461250000,121,204333,,,,
HU_EG,47.898889,20.374722,92.24,165,54867,,,,
HU_ER,47.383333,18.916667,60.54,,63333,,,,
HU_FE,47.166667,18.583333,4358.45,,,,,,
HU_HB,47.416667,21.5,6210.51,,,,,,
HU_GS,47.6,17.3,4208.1,,,,,,
HU_GY,47.684167,17.634444,174.62,108,128567,,,,
HU_HE,47.833333,20.25,3637.21,,,,,,
HU_JN,47.25,20.5,5581.61,,,,,,
HU_KE,47.583333,18.333333,2264.52,,,,,,
HU_HV,46.430278,20.318889,487.98,,45700,,,,
HU_KM,46.9074,19.6917,321360000,105,111863,,,,
HU_KV,46.366667,17.783333,11360,153,65337,,,,
HU_MI,48.1,20.783333,23667,131,162905,,,,
HU_NO,48,19.57,2545.48,,,,,,
HU_NK,46.455833,16.9975,148400000,,49070,,,,
HU_PE,47.416667,19.333333,6393.14,,1237561,,,,
HU_NY,47.95,21.716667,274460000,116,118185,,,,
HU_PS,46.070833,18.233056,16277,153,147719,,,,
HU_SD,46.25,20.166667,280840000,75,161837,,,,
HU_SK,47.174722,20.176389,187240000,68,73193,,,,
HU_SF,47.2,18.416667,170.89,118,99247,,,,
HU_SH,47.233333,16.633333,9750,209,77547,,,,
HU_SN,47.683333,16.583333,169.01,,60528,,,,
HU_SO,46.416667,17.583333,6065.07,,312084,,,,
HU_SS,46.355833,18.703889,9627,83,33599,,,,
HU_ST,48.085278,19.786667,9797,299,37199,,,,
HU_SZ,48,22.166667,5935.83,,555496,,,,
HU_TO,46.5,18.583333,3703.16,,,,,,
HU_TB,47.58616,18.39485,91.42,167,67406,,,,
HU_VA,47.166667,16.75,3336.14,,,,,,
HU_VE,47.166667,17.75,4463.65,,356573,,,,
HU_ZA,46.666667,16.833333,3783.89,,,,,,
HU_VM,47.1,17.916667,127,266,60876,,,,
HU_ZE,46.839167,16.851111,102.41,166,59618,,,,
ID_JW,-7.491667,110.004444,128297,3676,160293748,,,,
ID_KA,,,544150.07,2278,,,,,
ID_ML,-2,128,74505,3027,1895000,,,,
ID_NU,-10.163611,123.590278,87000,3726,,,,,
ID_PP,-5,136,420540,,,,,,
ID_SL,-2,121,174600,985,18455058,,,,
ID_SM,0,102,473481,12,50365538,,,,
ID,-2,118,1904570,,88692697,5667756644.83141,53,0.474,66.087
ID_AC,4.3,96.9,57956,125,5066831,,,,
ID_BA,-8.5,115,5780.06,73,4230051,,,,
ID_BB,-2.133333,106.116667,16424.14,8,1372813,,,,
ID_BT,-6.5,106.25,9662.92,99,11834087,,,,
ID_GO,0.666667,123,12215.44,43,,,,,
ID_BE,-3.8,102.25,19788.7,100,1828291,,,,
ID_JA,-1.583333,103.616667,50058.16,69,,,,,
ID_JB,-6.75,107.5,35377.76,881,,,,,
ID_JT,-7.5,110,32800.69,561,34897757,,,,
ID_KS,-2.5,115.5,38744.23,35,,,,,
ID_JI,-7.939167,112.952778,47799.75,1554,,,,,
ID_KB,0,110.5,147307,33,,,,,
ID_KT,-2.216667,113.916667,153564.5,42,,,,,
ID_KI,1.05,116.316667,129066.64,69,,,,,
ID_KU,3.415083,116.463333,72275.12,79,628331,,,,
ID_KR,0.9,104.45,21992,,,,,,
ID_LA,-5.45,105.266667,35376,58,7972246,,,,
ID_MA,-3.705,128.17,46914.03,725,,,,,
ID_MU,0.783333,127.366667,31982.5,,,,,,
ID_NB,-8.583333,116.116667,19708.79,690,4702389,,,,
ID_NT,-10.183333,123.583333,48718.1,349,5070746,,,,
ID_PB,-1.801389,133.670556,140375.62,16,,,,,
ID_RI,0.533333,101.45,75569,10,6344402,,,,
ID_PA,-2.533331,140.716944,319036.05,32,,,,,
ID_SR,-2.683333,118.9,16787,121,,,,,
ID_ST,-1,121,61841.29,570,2633420,,,,
ID_SN,-4.333333,120.25,46717,15,,,,,
ID_SG,-3.95,122.5,38067,61,,,,,
ID_SA,1.25,124.833333,15359,886,,,,,
