key,population,life_expectancy,human_development_index
US_TX_48493,42918,,
US_TX_48495,7110,,
US_TX_48497,59127,,
US_TX_48499,41964,,
US_TX_48501,7879,,
US_TX_48503,18550,,
US_TX_48505,14018,,
US_TX_48507,11677,,
US_UT,2763885,,
US_UT_49001,6629,,
US_UT_49003,49975,,
US_UT_49005,112656,,
US_UT_49007,21403,,
US_UT_49009,1059,,
US_UT_49011,306479,,
US_UT_49013,18607,,
US_UT_49015,10976,,
US_UT_49017,5172,,
US_UT_49019,9225,,
US_UT_49021,46163,,
US_UT_49023,10246,,
US_UT_49025,7125,,
US_UT_49027,12503,,
US_UT_49029,9469,,
US_UT_49031,1556,,
US_UT_49033,2264,,
US_UT_49035,1029655,,
US_UT_49037,14746,,
US_UT_49039,27822,,
US_UT_49041,20802,,
US_UT_49043,36324,,
US_UT_49045,58218,,
US_UT_49047,32588,,
US_UT_49049,516564,,
US_UT_49051,23530,,
US_UT_49053,138115,,
US_UT_49055,2778,,
US_UT_49057,231236,,
US_VA,8001024,,
US_VA_51001,33164,,
US_VA_51003,98970,,
US_VA_51005,16250,,
US_VA_51007,12690,,
US_VA_51009,32353,,
US_VA_51011,14973,,
US_VA_51013,207627,,
US_VA_51015,73750,,
US_VA_51017,4731,,
US_VA_51019,68676,,
US_VA_51021,6824,,
US_VA_51023,33148,,
US_VA_51025,17434,,
US_VA_51027,24098,,
US_VA_51029,17146,,
US_VA_51031,54842,,
US_VA_51033,28545,,
US_VA_51035,30042,,
US_VA_51036,7256,,
US_VA_51037,12586,,
US_VA_51041,316236,,
US_VA_51043,14034,,
US_VA_51045,5190,,
US_VA_51047,46689,,
US_VA_51049,10052,,
US_VA_51051,15903,,
US_VA_51053,28001,,
US_VA_51057,11151,,
US_VA_51059,1081726,,
US_VA_51061,65203,,
US_VA_51063,15279,,
US_VA_51065,25691,,
US_VA_51067,56159,,
US_VA_51069,78305,,
US_VA_51071,17286,,
US_VA_51073,36858,,
US_VA_51075,21717,,
US_VA_51077,15533,,
US_VA_51079,18403,,
US_VA_51081,12243,,
US_VA_51083,36241,,
US_VA_51085,99863,,
US_VA_51087,306935,,
US_VA_51089,54151,,
US_VA_51091,2321,,
US_VA_51093,35270,,
US_VA_51095,67009,,
US_VA_51097,6945,,
US_VA_51099,23584,,
US_VA_51101,15935,,
US_VA_51103,11391,,
US_VA_51105,25587,,
US_VA_51107,312311,,
US_VA_51109,33153,,
US_VA_51111,12914,,
US_VA_51113,13308,,
US_VA_51115,8978,,
US_VA_51117,32727,,
US_VA_51119,10959,,
US_VA_51121,94392,,
US_VA_51125,15020,,
US_VA_51127,18429,,
US_VA_51131,12389,,
US_VA_51133,12330,,
US_VA_51135,15853,,
US_VA_51137,33481,,
US_VA_51139,24042,,
US_VA_51141,18490,,
US_VA_51143,63506,,
US_VA_51145,28046,,
US_VA_51147,23368,,
US_VA_51149,35725,,
US_VA_51153,402002,,
US_VA_51155,34872,,
US_VA_51157,7373,,
US_VA_51159,9254,,
US_VA_51161,92376,,
US_VA_51163,22307,,
US_VA_51165,76314,,
US_VA_51167,28897,,
US_VA_51169,23177,,
US_VA_51171,41993,,
US_VA_51173,32208,,
US_VA_51175,18570,,
US_VA_51177,122397,,
US_VA_51179,128961,,
US_VA_51181,7058,,
US_VA_51183,12087,,
US_VA_51185,45078,,
US_VA_51187,37575,,
US_VA_51191,54876,,
US_VA_51193,17454,,
US_VA_51195,41452,,
US_VA_51197,29235,,
US_VA_51199,65464,,
US_VA_51510,139966,,
US_VA_51520,17835,,
US_VA_51530,6650,,
US_VA_51540,43475,,
US_VA_51550,222209,,
US_VA_51570,17411,,
US_VA_51580,5961,,
US_VA_51590,43055,,
US_VA_51595,5927,,
US_VA_51600,22565,,
US_VA_51610,12332,,
US_VA_51620,8582,,
US_VA_51630,24286,,
US_VA_51640,7042,,
US_VA_51650,137436,,
US_VA_51660,48914,,
US_VA_51670,22591,,
US_VA_51678,7042,,
US_VA_51680,75568,,
US_VA_51683,37821,,
US_VA_51685,14273,,
US_VA_51690,13821,,
US_VA_51700,180719,,
US_VA_51710,242803,,
US_VA_51720,3958,,
US_VA_51730,32420,,
US_VA_51735,12150,,
US_VA_51740,95535,,
US_VA_51750,16408,,
US_VA_51760,204214,,
US_VA_51770,96790,,
US_VA_51775,24802,,
US_VA_51790,23746,,
US_VA_51800,84585,,
US_VA_51810,437994,,
US_VA_51820,21006,,
US_VA_51830,14068,,
US_VA_51840,26203,,
US_VI,106792,76.46185,
US_VT,625741,,
US_VT_50001,36821,,
US_VT_50003,37125,,
US_VT_50005,31227,,
US_VT_50007,156545,,
US_VT_50009,6306,,
US_VT_50011,47746,,
US_VT_50013,6970,,
US_VT_50015,24475,,
US_VT_50017,28936,,
US_VT_50019,27231,,
US_VT_50021,61642,,
US_VT_50023,59534,,
US_VT_50025,44513,,
US_VT_50027,56670,,
US_WA,6724540,,
US_WA_53001,18728,,
US_WA_53003,21623,,
US_WA_53005,175177,,
US_WA_53007,72453,,
US_WA_53009,71404,,
US_WA_53011,425363,,
US_WA_53013,4078,,
US_WA_53015,102410,,
US_WA_53017,38431,,
US_WA_53019,7551,,
US_WA_53021,78163,,
US_WA_53023,2266,,
US_WA_53025,89120,,
US_WA_53027,72797,,
US_WA_53029,78506,,
US_WA_53031,29872,,
US_WA_53033,1931249,,
US_WA_53035,251133,,
US_WA_53037,40915,,
US_WA_53039,20318,,
US_WA_53041,75455,,
US_WA_53043,10570,,
US_WA_53045,60699,,
US_WA_53047,41120,,
US_WA_53049,20920,,
US_WA_53051,13001,,
US_WA_53053,795225,,
US_WA_53055,15769,,
US_WA_53057,116901,,
US_WA_53059,11066,,
US_WA_53061,713335,,
US_WA_53063,471221,,
US_WA_53065,43531,,
US_WA_53067,252264,,
US_WA_53069,3978,,
US_WA_53071,58781,,
US_WA_53073,201140,,
US_WA_53075,44776,,
US_WA_53077,243231,,
US_WI,775881,,
US_WI_55001,20875,,
US_WI_55003,16157,,
US_WI_55005,45870,,
US_WI_55007,15014,,
US_WI_55009,248007,,
US_WI_55011,13587,,
US_WI_55013,15457,,
US_WI_55015,48971,,
US_WI_55017,62415,,
US_WI_55019,34690,,
US_WI_55021,56833,,
US_WI_55023,16644,,
US_WI_55025,488073,,
US_WI_55027,88759,,
US_WI_55029,27785,,
US_WI_55031,44159,,
US_WI_55033,43857,,
US_WI_55035,98736,,
US_WI_55037,4423,,
US_WI_55039,101633,,
US_WI_55041,9304,,
US_WI_55043,51208,,
US_WI_55045,36842,,
US_WI_55047,19051,,
US_WI_55049,23687,,
US_WI_55051,5916,,
US_WI_55053,20449,,
US_WI_55055,83686,,
US_WI_55057,26664,,
US_WI_55059,166426,,
US_WI_55061,20574,,
US_WI_55063,114638,,
US_WI_55065,16836,,
US_WI_55067,19977,,
US_WI_55069,28743,,
US_WI_55071,81442,,
US_WI_55073,134063,,
US_WI_55075,41749,,
US_WI_55077,15404,,
US_WI_55078,4232,,
US_WI_55079,947735,,
US_WI_55081,44673,,
US_WI_55083,37660,,
US_WI_55085,35998,,
US_WI_55087,176695,,
US_WI_55089,86395,,
US_WI_55091,7469,,
US_WI_55093,41019,,
US_WI_55095,44205,,
US_WI_55097,70019,,
US_WI_55099,14159,,
US_WI_55101,195408,,
US_WI_55103,18021,,
US_WI_55105,160331,,
US_WI_55107,14755,,
US_WI_55109,84345,,
US_WI_55111,61976,,
US_WI_55113,16557,,
US_WI_55115,41949,,
US_WI_55117,115507,,
US_WI_55119,20689,,
US_WI_55121,28816,,
US_WI_55123,29773,,
US_WI_55125,21430,,
US_WI_55127,102228,,
US_WI_55129,15911,,
US_WI_55131,131887,,
US_WI_55133,389891,,
US_WI_55135,52410,,
US_WI_55137,24496,,
US_WI_55139,166994,,
US_WI_55141,74749,,
US_WV,1852994,,
US_WV_54001,16589,,
US_WV_54003,104169,,
US_WV_54005,24629,,
US_WV_54007,14523,,
US_WV_54009,24069,,
US_WV_54011,96319,,
US_WV_54013,7627,,
US_WV_54015,9386,,
US_WV_54017,8202,,
US_WV_54019,46039,,
US_WV_54021,8693,,
US_WV_54023,11937,,
US_WV_54025,35480,,
US_WV_54027,23964,,
US_WV_54029,30676,,
US_WV_54031,14025,,
US_WV_54033,69099,,
US_WV_54035,29211,,
US_WV_54037,53498,,
US_WV_54039,193063,,
US_WV_54041,16372,,
US_WV_54043,21720,,
US_WV_54045,36743,,
US_WV_54047,22113,,
US_WV_54049,56418,,
US_WV_54051,33107,,
US_WV_54053,27324,,
US_WV_54055,62264,,
US_WV_54057,28212,,
US_WV_54059,26839,,
US_WV_54061,96189,,
US_WV_54063,13502,,
US_WV_54065,17541,,
US_WV_54067,26233,,
US_WV_54069,44443,,
US_WV_54071,7695,,
US_WV_54073,7605,,
US_WV_54075,8719,,
US_WV_54077,33520,,
US_WV_54079,55486,,
US_WV_54081,78859,,
US_WV_54083,29405,,
US_WV_54085,10449,,
US_WV_54087,14926,,
US_WV_54089,13927,,
US_WV_54091,16895,,
US_WV_54093,7141,,
US_WV_54095,9208,,
US_WV_54097,24254,,
US_WV_54099,42481,,
US_WV_54101,9154,,
US_WV_54103,16583,,
US_WV_54105,5717,,
US_WV_54107,86956,,
US_WV_54109,23796,,
US_WY,584304,,
US_WY_56001,36299,,
US_WY_56003,11668,,
US_WY_56005,46133,,
US_WY_56007,15885,,
US_WY_56009,13833,,
US_WY_56011,7083,,
US_WY_56013,40123,,
US_WY_56015,13249,,
US_WY_56017,4812,,
US_WY_56019,8569,,
US_WY_56021,91738,,
US_WY_56023,18106,,
US_WY_56025,75450,,
US_WY_56027,2484,,
US_WY_56029,28205,,
US_WY_56031,8667,,
US_WY_56033,29116,,
US_WY_56035,10247,,
US_WY_56037,43806,,
US_WY_56039,21294,,
US_WY_56041,21118,,
US_WY_56043,8533,,
US_WY_56045,7208,,
UY,2538779,74.577,0.664
UZ,31576400,66.959,0.594
VA,1000,,
VC,80948,70.587,0.674
VE,28868486,72.027,0.628
VE_A,,,
VE_B,1440875,,
VE_C,587056,,
VE_D,1629433,,
VE_E,,,
VE_F,2069064,,
VE_G,2106264,,
VE_H,500420,,
VE_I,902847,,
VE_J,964264,,
VE_K,,,
VE_L,,,
VE_M,,,
VE_N,599764,,
VE_O,426337,,
VE_P,,,
VE_R,,,
VE_S,,,
VE_T,,,
VE_U,499049,,
VE_V,4323467,,
VE_X,,,
VE_Y,167676,,
VE_Z,1422000,,
VG,31758,,
VI,106792,76.46185,
VN,91700000,73.03,0.463
VU,63701,67.043,0.572
WF,12197,,
WS,108645,68.967,0.571
XK,1883018,,
YE,19685161,60.155,0.4
YT,256518,,
ZA,55445000,57.45,0.621
ZM,14309466,44.104,0.418
ZW,3752390,45.647,0.437
