key,population,life_expectancy,human_development_index
CO_68_68895,8762,,
CO_70,904863,,
CO_70_70001,279031,,
CO_70_70110,,,
CO_70_70124,,,
CO_70_70204,,,
CO_70_70215,64073,,
CO_70_70221,11270,,
CO_70_70230,,,
CO_70_70233,,,
CO_70_70235,21548,,
CO_70_70265,17422,,
CO_70_70400,11566,,
CO_70_70418,,,
CO_70_70429,34010,,
CO_70_70473,,,
CO_70_70508,20846,,
CO_70_70523,,,
CO_70_70670,37925,,
CO_70_70678,26595,,
CO_70_70702,,,
CO_70_70708,59976,,
CO_70_70713,51991,,
CO_70_70717,,,
CO_70_70742,35022,,
CO_70_70771,22480,,
CO_70_70820,35670,,
CO_70_70823,,,
CO_73,1339998,,
CO_73_73001,541101,,
CO_73_73024,5098,,
CO_73_73026,8873,,
CO_73_73030,7563,,
CO_73_73043,,,
CO_73_73055,11490,,
CO_73_73067,22818,,
CO_73_73124,,,
CO_73_73148,,,
CO_73_73152,,,
CO_73_73168,47397,,
CO_73_73200,,,
CO_73_73217,28443,,
CO_73_73226,,,
CO_73_73236,,,
CO_73_73268,75828,,
CO_73_73270,,,
CO_73_73275,29478,,
CO_73_73283,29794,,
CO_73_73319,31350,,
CO_73_73347,,,
CO_73_73349,23830,,
CO_73_73352,,,
CO_73_73408,,,
CO_73_73411,39665,,
CO_73_73443,32642,,
CO_73_73449,37224,,
CO_73_73461,,,
CO_73_73483,22320,,
CO_73_73504,32164,,
CO_73_73520,,,
CO_73_73547,,,
CO_73_73555,30117,,
CO_73_73563,,,
CO_73_73585,29777,,
CO_73_73616,24139,,
CO_73_73622,,,
CO_73_73624,20255,,
CO_73_73671,,,
CO_73_73675,,,
CO_73_73678,,,
CO_73_73686,,,
CO_73_73770,,,
CO_73_73854,,,
CO_73_73861,,,
CO_73_73870,,,
CO_73_73873,,,
CO_76,4532152,,
CO_76_76001,2471474,,
CO_76_76020,23195,,
CO_76_76036,,,
CO_76_76041,,,
CO_76_76054,,,
CO_76_76100,,,
CO_76_76109,423927,,
CO_76_76111,116893,,
CO_76_76113,20970,,
CO_76_76122,29424,,
CO_76_76126,,,
CO_76_76130,86584,,
CO_76_76147,134963,,
CO_76_76233,36891,,
CO_76_76243,,,
CO_76_76246,,,
CO_76_76248,58563,,
CO_76_76250,,,
CO_76_76275,58988,,
CO_76_76306,21815,,
CO_76_76318,35662,,
CO_76_76364,96993,,
CO_76_76377,,,
CO_76_76400,40339,,
CO_76_76403,,,
CO_76_76497,,,
CO_76_76520,349294,,
CO_76_76563,57990,,
CO_76_76606,16410,,
CO_76_76616,,,
CO_76_76622,32035,,
CO_76_76670,,,
CO_76_76736,44028,,
CO_76_76823,,,
CO_76_76828,,,
CO_76_76834,219138,,
CO_76_76845,,,
CO_76_76863,,,
CO_76_76869,,,
CO_76_76890,,,
CO_76_76892,92192,,
CO_76_76895,47062,,
CO_81,270708,,
CO_81_81001,75557,,
CO_81_81065,41309,,
CO_81_81220,3331,,
CO_81_81300,26798,,
CO_81_81591,3820,,
CO_81_81736,47203,,
CO_81_81794,53266,,
CO_85,375258,,
CO_85_85001,170283,,
CO_85_85010,43183,,
CO_85_85015,,,
CO_85_85125,,,
CO_85_85136,,,
CO_85_85139,,,
CO_85_85162,,,
CO_85_85225,,,
CO_85_85230,8460,,
CO_85_85250,26237,,
CO_85_85263,,,
CO_85_85279,,,
CO_85_85300,,,
CO_85_85315,,,
CO_85_85325,7951,,
CO_85_85400,,,
CO_85_85410,24747,,
CO_85_85430,,,
CO_85_85440,24740,,
CO_86,358896,,
CO_86_86001,,,
CO_86_86219,,,
CO_86_86320,57774,,
CO_86_86568,63067,,
CO_86_86569,,,
CO_86_86571,24355,,
CO_86_86573,,,
CO_86_86749,,,
CO_86_86755,,,
CO_86_86757,28982,,
CO_86_86760,,,
CO_86_86865,54237,,
CO_86_86885,21507,,
CO_88,63692,,
CO_88_88001,71946,,
CO_88_88564,,,
CO_91,79020,,
CO_91_91001,32450,,
CO_91_91263,138,,
CO_91_91405,,,
CO_91_91407,,,
CO_91_91430,,,
CO_91_91460,,,
CO_91_91530,,,
CO_91_91536,,,
CO_91_91540,6816,,
CO_91_91669,,,
CO_91_91798,,,
CO_94,50636,,
CO_94_94001,19816,,
CO_94_94343,,,
CO_94_94663,,,
CO_94_94883,,,
CO_94_94884,,,
CO_94_94885,,,
CO_94_94886,,,
CO_94_94887,,,
CO_94_94888,,,
CO_95,86657,,
CO_95_95001,68878,,
CO_95_95015,,,
CO_95_95025,24562,,
CO_95_95200,,,
CO_97,44928,,
CO_97_97001,28382,,
CO_97_97161,,,
CO_97_97511,,,
CO_97_97666,,,
CO_97_97777,,,
CO_97_97889,,,
CO_99,112958,,
CO_99_99001,16763,,
CO_99_99524,17626,,
CO_99_99624,4255,,
CO_99_99773,40490,,
CR,1334044,77.288,0.613
CU,7141130,76.437,0.627
CV,212247,69.086,0.572
CW,124826,74.70976,0.89
CX,1843,,
CY,572929,77.876,0.668
CZ,10521646,74.66829,0.761
CZ_10,1267449,,
CZ_20,1315299,,
CZ_31,637834,,
CZ_32,576635,,
CZ_41,297804,,
CZ_42,822850,,
CZ_51,439639,,
CZ_52,551421,,
CZ_53,516149,,
CZ_63,509475,,
CZ_64,1175023,,
CZ_71,634720,,
CZ_72,584676,,
CZ_80,1213311,,
DE,80500000,80.8,0.915
DE_BB,2449193,,
DE_BE,1200,,
DE_BW,10703000,,
DE_BY,12519728,,
DE_HB,654774,,
DE_HE,6045425,,
DE_HH,1758041,,
DE_MV,1596500,,
DE_NI,7790559,,
DE_NW,17572000,,
DE_RP,3994000,,
DE_SH,2815955,,
DE_SL,995597,,
DE_SN,4046385,,
DE_ST,2245470,,
DE_TH,2161000,,
DJ,83636,56.992,0.355
DK,5639719,76.34146,0.9
DM,60016,76.59756,0.694
DO,3311788,70.374,0.57
DZ,38813722,69.822,0.577
EC,4514593,72.624,0.603
EE,1313271,70.06341,0.726
EG,27997745,68.368,0.453
EH,582000,,
ER,1404810,54.693,0.389
ES,30455000,78.71707,0.702
ES_AN,8409738,,
ES_AR,1324397,,
ES_AS,1028244,,
ES_CB,580295,,
ES_CE,84180,,
ES_CL,2418694,,
ES_CM,2106331,,
ES_CN,2127685,,
ES_CT,7424754,83.63,0.904
ES_EX,1067710,,
ES_GA,2730337,,
ES_IB,1150839,,
ES_MC,1478509,,
ES_MD,6661949,,
ES_ML,83679,,
ES_NC,647554,,0.918
ES_PV,2164311,,0.924
ES_RI,315675,,
ES_VC,5003769,,
ET,22151218,51.366,0.284
FI,5470437,77.29122,0.744
FJ,393383,67.365,0.578
FK,2931,,
FM,,,
FO,34266,78.28049,
FR,66628000,78.7561,0.721
FR_ARA,7757595,,
FR_BFC,2819783,,
FR_BL,,,
FR_BRE,4687381,,
FR_COR,320208,,
FR_CVL,2570546,,
FR_GES,5555186,,
FR_GF,,,
FR_GUA,402119,,
FR_HDF,6006156,,
FR_IDF,12027565,,0.948
FR_LRE,835103,,
FR_MAY,256518,,
FR_MF,,,
FR_MQ,,,
FR_NAQ,5844177,,
FR_NOR,,,
FR_OCC,5683878,,
FR_PAC,4935576,,
FR_PDL,3690659,,
GA,498823,59.527,0.548
GB,63181775,77.39024,0.738
GB_ENG,53012456,,
GB_ENG_E06000001,92500,,
GB_ENG_E06000002,139500,,
GB_ENG_E06000003,135300,,
GB_ENG_E06000004,191800,,
GB_ENG_E06000005,105400,,
GB_ENG_E06000006,126500,,
GB_ENG_E06000007,207700,,
GB_ENG_E06000008,146800,,
GB_ENG_E06000009,139600,,
GB_ENG_E06000010,259000,,
GB_ENG_E06000011,336700,,
GB_ENG_E06000012,159600,,
GB_ENG_E06000013,169800,,
GB_ENG_E06000014,198051,,
GB_ENG_E06000015,254300,,
GB_ENG_E06000016,342600,,
GB_ENG_E06000017,38000,,
GB_ENG_E06000018,318900,,
GB_ENG_E06000019,188100,,
GB_ENG_E06000020,171200,,
GB_ENG_E06000021,251600,,
GB_ENG_E06000022,184900,,
GB_ENG_E06000023,449300,,
GB_ENG_E06000024,203100,,
GB_ENG_E06000025,274700,,
GB_ENG_E06000026,262700,,
GB_ENG_E06000027,133400,,
GB_ENG_E06000030,217200,,
GB_ENG_E06000031,183631,,
GB_ENG_E06000032,214700,,
GB_ENG_E06000033,178700,,
GB_ENG_E06000034,165200,,
GB_ENG_E06000035,276500,,
GB_ENG_E06000036,119000,,
GB_ENG_E06000037,156000,,
GB_ENG_E06000038,161700,,
GB_ENG_E06000039,145700,,
GB_ENG_E06000040,147700,,
GB_ENG_E06000041,160400,,
GB_ENG_E06000042,261800,,
GB_ENG_E06000043,273400,,
GB_ENG_E06000044,211800,,
GB_ENG_E06000045,249500,,
GB_ENG_E06000046,139105,,
GB_ENG_E06000047,519700,,
GB_ENG_E06000049,340500,,
GB_ENG_E06000050,333900,,
GB_ENG_E06000051,311400,,
GB_ENG_E06000052,549400,,
GB_ENG_E06000054,486100,,
GB_ENG_E06000055,166300,,
GB_ENG_E06000056,254381,,
GB_ENG_E06000057,315300,,
GB_ENG_E06000058,395700,,
GB_ENG_E06000059,375200,,
GB_ENG_E08000001,281600,,
GB_ENG_E08000002,187900,,
GB_ENG_E08000003,530300,,
GB_ENG_E08000004,230800,,
GB_ENG_E08000005,214200,,
GB_ENG_E08000006,245600,,
GB_ENG_E08000007,288700,,
GB_ENG_E08000008,221700,,
GB_ENG_E08000009,233300,,
GB_ENG_E08000010,317849,,
GB_ENG_E08000011,147200,,
GB_ENG_E08000012,478600,,
GB_ENG_E08000013,177600,,
GB_ENG_E08000014,273700,,
GB_ENG_E08000015,320900,,
GB_ENG_E08000016,239300,,
GB_ENG_E08000017,304800,,
GB_ENG_E08000018,1343900,,
GB_ENG_E08000019,563749,,
GB_ENG_E08000021,292900,,
GB_ENG_E08000022,202500,,
GB_ENG_E08000023,148700,,
GB_ENG_E08000024,277200,,
GB_ENG_E08000025,1111300,,
GB_ENG_E08000026,345400,,
GB_ENG_E08000027,316500,,
GB_ENG_E08000028,319500,,
GB_ENG_E08000029,210400,,
GB_ENG_E08000030,276100,,
GB_ENG_E08000031,254400,,
GB_ENG_E08000032,531200,,
GB_ENG_E08000033,208400,,
GB_ENG_E08000034,434300,,
GB_ENG_E08000035,774100,,
GB_ENG_E08000036,333800,,
GB_ENG_E08000037,201000,,
GB_ENG_E09000001,7375,,
GB_ENG_E09000002,202000,,
GB_ENG_E09000003,379700,,
GB_ENG_E09000004,242100,,
GB_ENG_E09000005,324000,,
GB_ENG_E09000006,324900,,
GB_ENG_E09000007,241100,,
GB_ENG_E09000008,379000,,
GB_ENG_E09000009,343100,,
GB_ENG_E09000010,328400,,
GB_ENG_E09000011,274800,,
GB_ENG_E09000012,269000,,
GB_ENG_E09000013,179400,,
GB_ENG_E09000014,272900,,
GB_ENG_E09000015,247100,,
GB_ENG_E09000016,249100,,
GB_ENG_E09000017,297700,,
GB_ENG_E09000018,268800,,
GB_ENG_E09000019,227700,,
GB_ENG_E09000020,157700,,
GB_ENG_E09000021,173500,,
GB_ENG_E09000022,324400,,
GB_ENG_E09000023,297300,,
GB_ENG_E09000024,200500,,
GB_ENG_E09000025,332800,,
GB_ENG_E09000026,296800,,
GB_ENG_E09000027,194700,,
GB_ENG_E09000028,308900,,
GB_ENG_E09000029,200100,,
GB_ENG_E09000030,295200,,
GB_ENG_E09000031,271200,,
GB_ENG_E09000032,314500,,
GB_ENG_E09000033,242300,,
GB_ENG_E10000002,540059,,
GB_ENG_E10000003,651482,,
GB_ENG_E10000006,499858,,
GB_ENG_E10000007,796142,,
GB_ENG_E10000008,795286,,
GB_ENG_E10000011,554590,,
GB_ENG_E10000012,1477764,,
GB_ENG_E10000013,633558,,
GB_ENG_E10000014,1376316,,
GB_ENG_E10000015,1184365,,
GB_ENG_E10000016,1568623,,
GB_ENG_E10000017,1210053,,
GB_ENG_E10000018,698268,,
GB_ENG_E10000019,755833,,
GB_ENG_E10000020,903680,,
GB_ENG_E10000021,723000,,
GB_ENG_E10000023,614505,,
GB_ENG_E10000024,823126,,
GB_ENG_E10000025,677800,,
GB_ENG_E10000027,559399,,
GB_ENG_E10000028,875219,,
GB_ENG_E10000029,741900,,
GB_ENG_E10000030,1168800,,
GB_ENG_E10000031,564600,,
GB_ENG_E10000032,858852,,
GB_ENG_E10000034,592057,,
GB_NIR,1852168,,
GB_NIR_N09000001,142492,,
GB_NIR_N09000002,214090,,
GB_NIR_N09000003,341877,,
GB_NIR_N09000004,144246,,
GB_NIR_N09000005,150679,,
GB_NIR_N09000006,116835,,
GB_NIR_N09000007,144381,,
GB_NIR_N09000008,138773,,
GB_NIR_N09000009,147392,,
GB_NIR_N09000010,180012,,
GB_NIR_N09000011,160864,,
GB_SCT,5404700,,
GB_SCT_S08000015,,,
GB_SCT_S08000016,,,
GB_SCT_S08000017,,,
GB_SCT_S08000019,,,
GB_SCT_S08000020,,,
GB_SCT_S08000022,,,
GB_SCT_S08000024,,,
GB_SCT_S08000025,,,
GB_SCT_S08000026,,,
GB_SCT_S08000028,,,
GB_SCT_S08000029,,,
GB_SCT_S08000030,,,
GB_SCT_S08000031,,,
GB_SCT_S08000032,,,
GB_WLS,3074067,,
GB_WLS_W11000023,,,
GB_WLS_W11000024,,,
GB_WLS_W11000025,,,
GB_WLS_W11000028,,,
GB_WLS_W11000029,,,
GB_WLS_W11000030,,,
GB_WLS_W11000031,,,
GD,89861,70.131,0.737
GE,,,
GF,244118,,
GG,,,
GH,6652516,56.962,0.415
GI,33140,,
GL,55992,66.40341,
GM,367929,55.513,0.33
GN,3576684,51.273,0.29
GP,402119,,
GQ,252115,52.371,0.526
GR,10815197,81.1,0.714
GS,30,,
GT,4140636,67.351,0.445
GU,66741,74.646,
GW,635956,52.079,0.393
GY,560296,64.785,0.538
GZ,2000000,,
HK,7071576,80.38293,0.7
HM,0,,
HN,2002333,70.288,0.463
HR,4284889,72.64195,0.67
HT,3869288,57.467,0.357
HU,9983967,70.67707,0.7
ID,88692697,66.087,0.474
ID_AC,5066831,,
ID_BA,4230051,,
ID_BB,1372813,,
ID_BE,1828291,,
ID_BT,11834087,,
ID_GO,,,
ID_JA,,,
ID_JB,,,
ID_JI,,,
ID_JK,9607787,,
ID_JT,34897757,,
ID_KB,,,
ID_KI,,,
ID_KR,,,
ID_KS,,,
ID_KT,,,
ID_KU,628331,,
ID_LA,7972246,,
ID_MA,,,
ID_MU,,,
ID_NB,4702389,,
ID_NT,5070746,,
ID_PA,,,
ID_PB,,,
ID_RI,6344402,,
ID_SA,,,
ID_SB,5131882,,
ID_SG,,,
ID_SN,,,
ID_SR,,,
ID_SS,10675862,,
ID_ST,2633420,,
ID_SU,13527937,,
ID_YO,3542078,,
IE,6197100,,
IL,8463400,82,0.894
IM,48441,77.96585,
IN,1263200000,62.179,0.362
IN_AN,356152,,
IN_AP,49386799,,
IN_AR,1382611,,
IN_AS,31205576,,
IN_BR,103804637,,
IN_CH,1055450,,
IN_CT,25545198,,
IN_DD,158059,,
IN_DL,26495000,,
IN_DN,342853,,
IN_GA,1458545,,
IN_GJ,60383628,,
IN_HP,6864602,,
IN_HR,27761063,,
IN_JH,32988134,,
IN_JK,12258433,,
IN_KA,61130704,,
IN_KL,33387677,,
IN_LA,274289,,
IN_LD,60595,,
IN_MH,112372972,,
IN_ML,3211000,,0.585
IN_MN,2388634,,
IN_MP,72597565,,
IN_MZ,1097206,,
IN_NL,1988636,,
IN_OR,36706920,,
IN_PB,27704236,,
IN_PY,973829,,
IN_RJ,68548437,,
IN_SK,611000,,
IN_TG,35193978,,
IN_TN,72147030,,
IN_TR,3658000,,
IN_UP,199581477,,
IN_UT,10086292,,
IN_WB,91276115,,
IO,0,,
IQ,7289759,69.183,0.548
IR,21958460,69.775,0.567
IS,317351,79.35122,0.756
IT,50199700,79.42439,0.722
IT_21,4356406,,
IT_23,125666,,
IT_25,10067494,,
IT_34,4905854,,
IT_36,1215220,,
IT_42,1550640,,
IT_45,4459477,,0.909
IT_52,3729641,,
IT_55,882015,,
IT_57,1522608,,
IT_62,5879082,,
IT_65,1308451,,
IT_67,304285,,
IT_72,5786373,,
IT_75,4029053,,
IT_77,562869,,
IT_78,1947131,,
IT_82,4983478,,
IT_88,1639591,,
IT_BZ,510851,,
IT_TN,541380,,
JE,100080,,
JM,2950210,72.205,0.648
JO,9813095,71.556,0.595
JP,125570246,80.57073,0.769
JP_01,5273681,,
JP_02,1249314,,
JP_03,1226430,,
JP_04,2303160,,
JP_05,965927,,
JP_06,1077057,,
JP_07,1844173,,
JP_08,2969770,,
JP_09,1942312,,
JP_10,1937626,,
JP_11,7194556,,
JP_12,6279026,,
JP_13,13942856,,
JP_14,9048331,,
JP_15,2222004,,
JP_16,1042998,,
JP_17,1137181,,
JP_18,767742,,
JP_19,812056,,
JP_20,2049653,,
JP_21,1991390,,
JP_22,3639226,,
JP_23,7549594,,
JP_24,1781948,,
JP_25,1413959,,
JP_26,2583140,,
JP_27,8823453,,
JP_28,5463609,,
JP_29,1331330,,
JP_30,923721,,
JP_31,555663,,
JP_32,673891,,
JP_33,1891346,,
JP_34,2811410,,
JP_35,1355495,,
JP_36,728633,,
JP_37,956069,,
JP_38,1338811,,
JP_39,697674,,
JP_40,5110113,,
JP_41,814211,,
JP_42,1325205,,
JP_43,1746740,,
JP_44,1134431,,
JP_45,1071723,,
JP_46,1601711,,
JP_47,1457162,,
KE,8105440,51.805,0.453
KG,6000000,68.6561,0.615
KH,5720019,57.604,0.364
KI,32970,63.745,0.575
KM,190475,59.388,0.467
KN,51197,71.33659,0.739
KP,24554000,64.684,
KR,25012374,75.40976,0.622
KR_11,9904312,,
KR_26,3448737,,
KR_27,2518467,,
KR_28,2913024,,
KR_29,1501557,,
KR_30,1475221,,
KR_31,1166615,,
KR_41,13103188,,
KR_42,1520391,,
KR_43,1620935,,
KR_44,2181416,,
KR_45,1818157,,
KR_46,1790352,,
KR_47,2700328,,
KR_48,3350350,,
KR_49,658282,,
KR_50,204088,,
KW,4600000,73.084,0.701
KY,7867,82.19024,
KZ,17948816,65.51951,0.69
LA,2119731,58.359,0.345
LB,1804927,73.959,0.73
LC,89901,71.307,0.683
LI,16504,79.10976,0.888
LK,20277597,70.296,0.571
LR,1120314,52.314,0.359
LS,851412,49.971,0.436
LT,2853500,71.57073,0.73
LU,313970,77.77073,0.719
LV,1989500,69.74293,0.692
LY,1428435,70.352,0.636
MA,12328534,68.284,0.396
MC,18125,,
MD,2550900,66.852,0.652
ME,620029,73.288,0.75
MG,5099371,57.782,0.456
MH,14665,67.50488,0.708
MK,,,
ML,5098942,47.515,0.199
MM,21486424,61.802,0.334
MN,3081678,62.446,0.524
MO,171456,80.15,
MP,10070,,
MQ,383806,,
MR,858316,59.957,0.362
MS,5215,,
MT,326550,77.3,0.705
MU,659351,70.96098,0.549
MV,88960,69.035,0.603
MW,3525127,46.355,0.278
MX,112336538,74.103,0.601
MX_AGU,1184996,,
MX_BCN,3155070,,
MX_BCS,637026,,
MX_CAM,899931,,
MX_CHH,3406465,,
MX_CHP,5217908,,
MX_CMX,8918653,,
MX_COA,2954915,,
MX_COL,650555,,
MX_DUR,1754754,,
MX_GRO,3533251,,
MX_GUA,5853677,,
MX_HID,404207,,0.723
MX_JAL,7844830,,
MX_MEX,16187608,,
MX_MIC,4584471,,
MX_MOR,1777227,,
MX_NAY,1223797,,
MX_NLE,5189970,,
MX_OAX,3967889,,
MX_PUE,6168883,,
MX_QUE,2038372,,
MX_ROO,1325578,,
MX_SIN,2767761,,
MX_SLP,2717820,,
MX_SON,2850330,,
MX_TAB,2395272,,
MX_TAM,3441698,,
MX_TLA,1272847,,
MX_VER,8112505,,
MX_YUC,2097175,,
MX_ZAC,1690868,,
MY,30018242,72.616,0.569
MY_01,3348283,,
MY_02,1890098,,
MY_03,1459994,,
MY_04,788706,,
MY_05,997071,,
MY_06,1443365,,
MY_07,1889839,,
MY_08,2258428,,
MY_09,227025,,
MY_10,5411324,,
MY_11,1015776,,
MY_12,3117405,,
MY_13,2420009,,
MY_14,1588750,,
MY_15,83920,,
MY_16,67964,,
MZ,7647284,47.841,0.238
"NA",602545,56.533,0.578
NC,278500,73.87561,
NE,3337141,49.253,0.19
NF,1748,,
NG,45211614,46.101,0.467
NI,1774574,69.272,0.478
NL,16829289,77.83659,0.787
NL_DR,488988,,
NL_DR_0106,67329,,
NL_DR_0109,35354,,
NL_DR_0114,107620,,
NL_DR_0118,55224,,
NL_DR_0119,32860,,
NL_DR_1680,25263,,
NL_DR_1681,25369,,
NL_DR_1690,23729,,
NL_DR_1699,31043,,
NL_DR_1701,18946,,
NL_DR_1730,32796,,
NL_DR_1731,33449,,
NL_FL,399893,,
NL_FL_0034,198315,,
NL_FL_0050,22093,,
NL_FL_0171,46432,,
NL_FL_0184,19989,,
NL_FL_0303,40616,,
NL_FL_0995,76810,,
NL_FR,646317,,
NL_FR_0059,28010,,
NL_FR_0060,3655,,
NL_FR_0072,15822,,
NL_FR_0074,50175,,
NL_FR_0080,92146,,
NL_FR_0085,25573,,
NL_FR_0086,29836,,
NL_FR_0088,918,,
NL_FR_0090,55443,,
NL_FR_0093,4874,,
NL_FR_0096,1139,,
NL_FR_0098,25518,,
NL_FR_0737,32059,,
NL_FR_1891,19012,,
NL_FR_1900,84040,,
NL_FR_1940,51277,,
NL_FR_1949,46104,,
NL_FR_1970,45181,,
NL_GE,2019692,,
NL_GE_0197,26909,,
NL_GE_0200,159041,,
NL_GE_0202,153864,,
NL_GE_0203,55437,,
NL_GE_0209,25285,,
NL_GE_0213,20941,,
NL_GE_0214,26208,,
NL_GE_0216,27520,,
NL_GE_0221,11336,,
NL_GE_0222,56832,,
NL_GE_0225,18407,,
NL_GE_0226,25437,,
NL_GE_0228,112430,,
NL_GE_0230,22930,,
NL_GE_0232,32271,,
NL_GE_0233,26506,,
NL_GE_0243,45973,,
NL_GE_0244,11894,,
NL_GE_0246,18556,,
NL_GE_0252,16363,,
NL_GE_0262,33326,,
NL_GE_0263,24088,,
NL_GE_0267,41200,,
NL_GE_0268,172063,,
NL_GE_0269,23105,,
NL_GE_0273,24489,,
NL_GE_0274,31247,,
NL_GE_0275,43616,,
NL_GE_0277,1654,,
NL_GE_0279,9531,,
NL_GE_0281,42015,,
NL_GE_0285,23983,,
NL_GE_0289,37865,,
NL_GE_0293,15002,,
NL_GE_0294,28937,,
NL_GE_0296,40804,,
NL_GE_0297,27549,,
NL_GE_0299,32271,,
NL_GE_0301,47423,,
NL_GE_0302,26835,,
NL_GE_0668,18708,,
NL_GE_1509,39653,,
NL_GE_1586,29538,,
NL_GE_1705,45952,,
NL_GE_1734,47003,,
NL_GE_1740,23051,,
NL_GE_1859,44443,,
NL_GE_1876,36499,,
NL_GE_1945,34579,,
NL_GE_1955,35174,,
NL_GE_1960,50515,,
NL_GR,582728,,
NL_GR_0003,12007,,
NL_GR_0010,25732,,
NL_GR_0014,200952,,
NL_GR_0024,10038,,
NL_GR_0037,32629,,
NL_GR_0047,27752,,
NL_GR_0765,12594,,
NL_GR_1895,38225,,
NL_GR_1950,25000,,
NL_GR_1952,60956,,
NL_GR_1966,47888,,
NL_GR_1969,63031,,
NL_LI,1120006,,
NL_LI_0882,37471,,
NL_LI_0888,,,
NL_LI_0889,13387,,
NL_LI_0893,13088,,
NL_LI_0899,28450,,
NL_LI_0907,17092,,
NL_LI_0917,87452,,
NL_LI_0928,46031,,
NL_LI_0935,122418,,
NL_LI_0938,19046,,
NL_LI_0944,7757,,
NL_LI_0946,16798,,
NL_LI_0957,57308,,
NL_LI_0965,10743,,
NL_LI_0971,25056,,
NL_LI_0981,9599,,
NL_LI_0983,100862,,
NL_LI_0984,43311,,
NL_LI_0986,12480,,
NL_LI_0988,49097,,
NL_LI_0994,16512,,
NL_LI_1507,41671,,
NL_LI_1640,36137,,
NL_LI_1641,23757,,
NL_LI_1669,20691,,
NL_LI_1711,31937,,
NL_LI_1729,14526,,
NL_LI_1883,93332,,
NL_LI_1894,43320,,
NL_LI_1903,24995,,
NL_LI_1954,35727,,
NL_NB,2479274,,
NL_NB_0743,16584,,
NL_NB_0744,6612,,
NL_NB_0748,66445,,
NL_NB_0753,28988,,
NL_NB_0755,10253,,
NL_NB_0756,28467,,
NL_NB_0757,30393,,
NL_NB_0758,183456,,
NL_NB_0762,31871,,
NL_NB_0766,25425,,
NL_NB_0770,18553,,
NL_NB_0772,226868,,
NL_NB_0777,42834,,
NL_NB_0779,21628,,
NL_NB_0784,26156,,
NL_NB_0785,23114,,
NL_NB_0786,12639,,
NL_NB_0788,13572,,
NL_NB_0794,90872,,
NL_NB_0796,143782,,
NL_NB_0797,43274,,
NL_NB_0798,15163,,
NL_NB_0809,22928,,
NL_NB_0815,10791,,
NL_NB_0820,22751,,
NL_NB_0823,18196,,
NL_NB_0824,25857,,
NL_NB_0826,54012,,
NL_NB_0828,90019,,
NL_NB_0840,22270,,
NL_NB_0845,28413,,
NL_NB_0847,18913,,
NL_NB_0848,16427,,
NL_NB_0851,23476,,
NL_NB_0855,36275,,
NL_NB_0856,41248,,
NL_NB_0858,30336,,
NL_NB_0861,44322,,
NL_NB_0865,25980,,
NL_NB_0866,17027,,
NL_NB_0867,47022,,
NL_NB_0873,21680,,
NL_NB_0879,21483,,
NL_NB_1652,29653,,
NL_NB_1655,29532,,
NL_NB_1658,15653,,
NL_NB_1659,21961,,
NL_NB_1667,12809,,
NL_NB_1674,76959,,
NL_NB_1684,24603,,
NL_NB_1685,15314,,
NL_NB_1702,11591,,
NL_NB_1706,20662,,
NL_NB_1709,36758,,
NL_NB_1719,26835,,
NL_NB_1721,29888,,
NL_NB_1723,9918,,
NL_NB_1724,18342,,
NL_NB_1728,19971,,
NL_NB_1771,38886,,
NL_NB_1948,80500,,
NL_NB_1959,55386,,
NL_NH,2813466,,
NL_NH_0358,31307,,
NL_NH_0361,107822,,
NL_NH_0362,88659,,
NL_NH_0363,825080,,
NL_NH_0370,8903,,
NL_NH_0373,29947,,
NL_NH_0375,40309,,
NL_NH_0376,9616,,
NL_NH_0377,22292,,
NL_NH_0383,34599,,
NL_NH_0384,26891,,
NL_NH_0385,35460,,
NL_NH_0388,18468,,
NL_NH_0392,157232,,
NL_NH_0394,144538,,
NL_NH_0396,39303,,
NL_NH_0397,26786,,
NL_NH_0398,53946,,
NL_NH_0399,22678,,
NL_NH_0400,56305,,
NL_NH_0402,87817,,
NL_NH_0405,72200,,
NL_NH_0406,41389,,
NL_NH_0415,10980,,
NL_NH_0416,27449,,
NL_NH_0417,10962,,
NL_NH_0420,43711,,
NL_NH_0431,9508,,
NL_NH_0432,11338,,
NL_NH_0437,13409,,
NL_NH_0439,79936,,
NL_NH_0441,46163,,
NL_NH_0448,13591,,
NL_NH_0450,13359,,
NL_NH_0451,29168,,
NL_NH_0453,67470,,
NL_NH_0457,18571,,
NL_NH_0473,16796,,
NL_NH_0479,152377,,
NL_NH_0498,19404,,
NL_NH_0532,21487,,
NL_NH_0852,17302,,
NL_NH_0880,15754,,
NL_NH_1598,22474,,
NL_NH_1696,23267,,
NL_NH_1911,47523,,
NL_NH_1942,56687,,
NL_OV,1139697,,
NL_OV_0141,72459,,
NL_OV_0147,22345,,
NL_OV_0148,27921,,
NL_OV_0150,98881,,
NL_OV_0153,158629,,
NL_OV_0158,24329,,
NL_OV_0160,59689,,
NL_OV_0163,35650,,
NL_OV_0164,81074,,
NL_OV_0166,52398,,
NL_OV_0168,22450,,
NL_OV_0173,32106,,
NL_OV_0175,17681,,
NL_OV_0177,36697,,
NL_OV_0180,16548,,
NL_OV_0183,21115,,
NL_OV_0189,23954,,
NL_OV_0193,124914,,
NL_OV_1700,33848,,
NL_OV_1708,43329,,
NL_OV_1735,34888,,
