key,wikidata,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,3166-1-alpha-2,3166-1-alpha-3,aggregation_level
NL_OV_0193,Q793,NL,Netherlands,OV,Overijssel,0193,Zwolle,NL,NLD,2
NL_OV_1700,Q10024,NL,Netherlands,OV,Overijssel,1700,Twenterand,NL,NLD,2
NL_OV_1708,Q10022,NL,Netherlands,OV,Overijssel,1708,Steenwijkerland,NL,NLD,2
NL_OV_1735,Q9996,NL,Netherlands,OV,Overijssel,1735,Hof van Twente,NL,NLD,2
NL_OV_1742,Q10020,NL,Netherlands,OV,Overijssel,1742,Rijssen-Holten,NL,NLD,2
NL_OV_1773,Q10017,NL,Netherlands,OV,Overijssel,1773,Olst-Wijhe,NL,NLD,2
NL_OV_1774,Q9999,NL,Netherlands,OV,Overijssel,1774,Dinkelland,NL,NLD,2
NL_OV_1896,Q10026,NL,Netherlands,OV,Overijssel,1896,Zwartewaterland,NL,NLD,2
NL_UT,Q776,NL,Netherlands,UT,Utrecht,,,NL,NLD,1
NL_UT_0307,Q992,NL,Netherlands,UT,Utrecht,0307,Amersfoort,NL,NLD,2
NL_UT_0308,Q10027,NL,Netherlands,UT,Utrecht,0308,Baarn,NL,NLD,2
NL_UT_0310,Q10035,NL,Netherlands,UT,Utrecht,0310,De Bilt,NL,NLD,2
NL_UT_0312,Q10032,NL,Netherlands,UT,Utrecht,0312,Bunnik,NL,NLD,2
NL_UT_0313,Q10034,NL,Netherlands,UT,Utrecht,0313,Bunschoten,NL,NLD,2
NL_UT_0317,Q10037,NL,Netherlands,UT,Utrecht,0317,Eemnes,NL,NLD,2
NL_UT_0321,Q10044,NL,Netherlands,UT,Utrecht,0321,Houten,NL,NLD,2
NL_UT_0327,Q10046,NL,Netherlands,UT,Utrecht,0327,Leusden,NL,NLD,2
NL_UT_0331,Q10047,NL,Netherlands,UT,Utrecht,0331,Lopik,NL,NLD,2
NL_UT_0335,Q10048,NL,Netherlands,UT,Utrecht,0335,Montfoort,NL,NLD,2
NL_UT_0339,Q10039,NL,Netherlands,UT,Utrecht,0339,Renswoude,NL,NLD,2
NL_UT_0340,Q10040,NL,Netherlands,UT,Utrecht,0340,Rhenen,NL,NLD,2
NL_UT_0342,Q10041,NL,Netherlands,UT,Utrecht,0342,Soest,NL,NLD,2
NL_UT_0344,Q803,NL,Netherlands,UT,Utrecht,0344,Utrecht,NL,NLD,2
NL_UT_0345,Q1840,NL,Netherlands,UT,Utrecht,0345,Veenendaal,NL,NLD,2
NL_UT_0351,Q10055,NL,Netherlands,UT,Utrecht,0351,Woudenberg,NL,NLD,2
NL_UT_0352,Q10053,NL,Netherlands,UT,Utrecht,0352,Wijk bij Duurstede,NL,NLD,2
NL_UT_0353,Q10045,NL,Netherlands,UT,Utrecht,0353,IJsselstein,NL,NLD,2
NL_UT_0355,Q10056,NL,Netherlands,UT,Utrecht,0355,Zeist,NL,NLD,2
NL_UT_0356,Q10050,NL,Netherlands,UT,Utrecht,0356,Nieuwegein,NL,NLD,2
NL_UT_0589,Q10051,NL,Netherlands,UT,Utrecht,0589,Oudewater,NL,NLD,2
NL_UT_0632,Q5128,NL,Netherlands,UT,Utrecht,0632,Woerden,NL,NLD,2
NL_UT_0736,Q10036,NL,Netherlands,UT,Utrecht,0736,De Ronde Venen,NL,NLD,2
NL_UT_1581,Q10043,NL,Netherlands,UT,Utrecht,1581,Utrechtse Heuvelrug,NL,NLD,2
NL_UT_1904,Q10042,NL,Netherlands,UT,Utrecht,1904,Stichtse Vecht,NL,NLD,2
NL_UT_1961,Q29032345,NL,Netherlands,UT,Utrecht,1961,Vijfheerenlanden,NL,NLD,2
NL_ZE,Q705,NL,Netherlands,ZE,Zeeland,,,NL,NLD,1
NL_ZE_0654,Q10071,NL,Netherlands,ZE,Zeeland,0654,Borsele,NL,NLD,2
NL_ZE_0664,Q81220,NL,Netherlands,ZE,Zeeland,0664,Goes,NL,NLD,2
NL_ZE_0677,Q10073,NL,Netherlands,ZE,Zeeland,0677,Hulst,NL,NLD,2
NL_ZE_0678,Q1024703,NL,Netherlands,ZE,Zeeland,0678,Kapelle,NL,NLD,2
NL_ZE_0687,Q52101,NL,Netherlands,ZE,Zeeland,0687,Middelburg,NL,NLD,2
NL_ZE_0703,Q10078,NL,Netherlands,ZE,Zeeland,0703,Reimerswaal,NL,NLD,2
NL_ZE_0715,Q10081,NL,Netherlands,ZE,Zeeland,0715,Terneuzen,NL,NLD,2
NL_ZE_0716,Q10082,NL,Netherlands,ZE,Zeeland,0716,Tholen,NL,NLD,2
NL_ZE_0717,Q10083,NL,Netherlands,ZE,Zeeland,0717,Veere,NL,NLD,2
NL_ZE_0718,Q10084,NL,Netherlands,ZE,Zeeland,0718,Vlissingen,NL,NLD,2
NL_ZE_1676,Q10079,NL,Netherlands,ZE,Zeeland,1676,Schouwen-Duiveland,NL,NLD,2
NL_ZE_1695,Q10077,NL,Netherlands,ZE,Zeeland,1695,Noord-Beveland,NL,NLD,2
NL_ZE_1714,Q10080,NL,Netherlands,ZE,Zeeland,1714,Sluis,NL,NLD,2
NL_ZH,Q694,NL,Netherlands,ZH,South Holland,,,NL,NLD,1
NL_ZH_0482,Q736131,NL,Netherlands,ZH,South Holland,0482,Alblasserdam,NL,NLD,2
NL_ZH_0484,Q213246,NL,Netherlands,ZH,South Holland,0484,Alphen aan den Rijn,NL,NLD,2
NL_ZH_0489,Q204239,NL,Netherlands,ZH,South Holland,0489,Barendrecht,NL,NLD,2
NL_ZH_0501,Q462663,NL,Netherlands,ZH,South Holland,0501,Brielle,NL,NLD,2
NL_ZH_0502,Q734860,NL,Netherlands,ZH,South Holland,0502,Capelle aan den IJssel,NL,NLD,2
NL_ZH_0503,Q690,NL,Netherlands,ZH,South Holland,0503,Delft,NL,NLD,2
NL_ZH_0505,Q26421,NL,Netherlands,ZH,South Holland,0505,Dordrecht,NL,NLD,2
NL_ZH_0512,Q244327,NL,Netherlands,ZH,South Holland,0512,Gorinchem,NL,NLD,2
NL_ZH_0513,Q84125,NL,Netherlands,ZH,South Holland,0513,Gouda,NL,NLD,2
NL_ZH_0518,Q36600,NL,Netherlands,ZH,South Holland,0518,The Hague,NL,NLD,2
NL_ZH_0523,Q953012,NL,Netherlands,ZH,South Holland,0523,Hardinxveld-Giessendam,NL,NLD,2
NL_ZH_0530,Q826130,NL,Netherlands,ZH,South Holland,0530,Hellevoetsluis,NL,NLD,2
NL_ZH_0531,Q538725,NL,Netherlands,ZH,South Holland,0531,Hendrik-Ido-Ambacht,NL,NLD,2
NL_ZH_0534,Q932116,NL,Netherlands,ZH,South Holland,0534,Hillegom,NL,NLD,2
NL_ZH_0537,Q208764,NL,Netherlands,ZH,South Holland,0537,Katwijk,NL,NLD,2
NL_ZH_0542,Q739449,NL,Netherlands,ZH,South Holland,0542,Krimpen aan den IJssel,NL,NLD,2
NL_ZH_0546,Q43631,NL,Netherlands,ZH,South Holland,0546,Leiden,NL,NLD,2
NL_ZH_0547,Q1000817,NL,Netherlands,ZH,South Holland,0547,Leiderdorp,NL,NLD,2
NL_ZH_0553,Q332730,NL,Netherlands,ZH,South Holland,0553,Lisse,NL,NLD,2
NL_ZH_0556,Q497130,NL,Netherlands,ZH,South Holland,0556,Maassluis,NL,NLD,2
NL_ZH_0569,Q948866,NL,Netherlands,ZH,South Holland,0569,Nieuwkoop,NL,NLD,2
NL_ZH_0575,Q455464,NL,Netherlands,ZH,South Holland,0575,Noordwijk,NL,NLD,2
NL_ZH_0579,Q94747,NL,Netherlands,ZH,South Holland,0579,Oegstgeest,NL,NLD,2
NL_ZH_0590,Q934511,NL,Netherlands,ZH,South Holland,0590,Papendrecht,NL,NLD,2
NL_ZH_0597,Q222220,NL,Netherlands,ZH,South Holland,0597,Ridderkerk,NL,NLD,2
NL_ZH_0599,Q34370,NL,Netherlands,ZH,South Holland,0599,Rotterdam,NL,NLD,2
NL_ZH_0603,Q506745,NL,Netherlands,ZH,South Holland,0603,Rijswijk,NL,NLD,2
NL_ZH_0606,Q204709,NL,Netherlands,ZH,South Holland,0606,Schiedam,NL,NLD,2
NL_ZH_0610,Q750760,NL,Netherlands,ZH,South Holland,0610,Sliedrecht,NL,NLD,2
NL_ZH_0613,Q934525,NL,Netherlands,ZH,South Holland,0613,Albrandswaard,NL,NLD,2
NL_ZH_0614,Q935657,NL,Netherlands,ZH,South Holland,0614,Westvoorne,NL,NLD,2
NL_ZH_0622,Q210007,NL,Netherlands,ZH,South Holland,0622,Vlaardingen,NL,NLD,2
NL_ZH_0626,Q848324,NL,Netherlands,ZH,South Holland,0626,Voorschoten,NL,NLD,2
NL_ZH_0627,Q826048,NL,Netherlands,ZH,South Holland,0627,Waddinxveen,NL,NLD,2
NL_ZH_0629,Q505601,NL,Netherlands,ZH,South Holland,0629,Wassenaar,NL,NLD,2
NL_ZH_0637,Q26432,NL,Netherlands,ZH,South Holland,0637,Zoetermeer,NL,NLD,2
NL_ZH_0638,Q218259,NL,Netherlands,ZH,South Holland,0638,Zoeterwoude,NL,NLD,2
NL_ZH_0642,Q244692,NL,Netherlands,ZH,South Holland,0642,Zwijndrecht,NL,NLD,2
NL_ZH_1525,Q1368003,NL,Netherlands,ZH,South Holland,1525,Teylingen,NL,NLD,2
NL_ZH_1621,Q1144739,NL,Netherlands,ZH,South Holland,1621,Lansingerland,NL,NLD,2
NL_ZH_1783,Q26556,NL,Netherlands,ZH,South Holland,1783,Westland,NL,NLD,2
NL_ZH_1842,Q952206,NL,Netherlands,ZH,South Holland,1842,Midden-Delfland,NL,NLD,2
NL_ZH_1884,Q1348471,NL,Netherlands,ZH,South Holland,1884,Kaag en Braassem,NL,NLD,2
NL_ZH_1892,Q228673,NL,Netherlands,ZH,South Holland,1892,Zuidplas,NL,NLD,2
NL_ZH_1901,Q889423,NL,Netherlands,ZH,South Holland,1901,Bodegraven-Reeuwijk,NL,NLD,2
NL_ZH_1916,Q112675,NL,Netherlands,ZH,South Holland,1916,Leidschendam-Voorburg,NL,NLD,2
NL_ZH_1924,Q933459,NL,Netherlands,ZH,South Holland,1924,Goeree-Overflakkee,NL,NLD,2
NL_ZH_1926,Q281768,NL,Netherlands,ZH,South Holland,1926,Pijnacker-Nootdorp,NL,NLD,2
NL_ZH_1930,Q14853527,NL,Netherlands,ZH,South Holland,1930,Nissewaard,NL,NLD,2
NL_ZH_1931,Q15991891,NL,Netherlands,ZH,South Holland,1931,Krimpenerwaard,NL,NLD,2
NL_ZH_1963,Q56682979,NL,Netherlands,ZH,South Holland,1963,Hoeksche Waard,NL,NLD,2
NL_ZH_1978,Q42115473,NL,Netherlands,ZH,South Holland,1978,Molenlanden,NL,NLD,2
NO,Q20,NO,Norway,,,,,NO,NOR,0
NO_03,Q585,NO,Norway,03,Oslo,,,NO,NOR,1
NO_11,Q50624,NO,Norway,11,Rogaland,,,NO,NOR,1
NO_15,Q50627,NO,Norway,15,Møre og Romsdal,,,NO,NOR,1
NO_18,Q50630,NO,Norway,18,Nordland,,,NO,NOR,1
NO_21,Q25231,NO,Norway,21,Svalbard,,,NO,NOR,1
NO_22,Q14056,NO,Norway,22,Jan Mayen,,,NO,NOR,1
NO_30,Q56407178,NO,Norway,30,Viken,,,NO,NOR,1
NO_34,Q56404886,NO,Norway,34,Innlandet,,,NO,NOR,1
NO_38,Q56405721,NO,Norway,38,Vestfold og Telemark,,,NO,NOR,1
NO_42,Q2729021,NO,Norway,42,Agder,,,NO,NOR,1
NO_46,Q56407177,NO,Norway,46,Vestland,,,NO,NOR,1
NO_50,Q127676,NO,Norway,50,Trøndelag,,,NO,NOR,1
NO_54,Q52600648,NO,Norway,54,Troms og Finnmark,,,NO,NOR,1
NP,Q837,NP,Nepal,,,,,NP,NPL,0
NR,Q697,NR,Nauru,,,,,NR,NRU,0
NU,Q34020,NU,Niue,,,,,NU,NIU,0
NZ,Q664,NZ,New Zealand,,,,,NZ,NZL,0
OM,Q842,OM,Oman,,,,,OM,OMN,0
PA,Q804,PA,Panama,,,,,PA,PAN,0
PE,Q419,PE,Peru,,,,,PE,PER,0
PE_AMA,Q201162,PE,Peru,AMA,Amazonas,,,PE,PER,1
PE_ANC,Q205089,PE,Peru,ANC,Ancash,,,PE,PER,1
PE_APU,Q208185,PE,Peru,APU,Apurímac,,,PE,PER,1
PE_ARE,Q205068,PE,Peru,ARE,Arequipa,,,PE,PER,1
PE_AYA,Q205112,PE,Peru,AYA,Ayacucho,,,PE,PER,1
PE_CAJ,Q205078,PE,Peru,CAJ,Cajamarca,,,PE,PER,1
PE_CAL,Q105037,PE,Peru,CAL,Callao,,,PE,PER,1
PE_CUS,Q205057,PE,Peru,CUS,Cuzco,,,PE,PER,1
PE_HUC,Q215221,PE,Peru,HUC,Huánuco,,,PE,PER,1
PE_HUV,Q505220,PE,Peru,HUV,Huancavelica,,,PE,PER,1
PE_ICA,Q208186,PE,Peru,ICA,Ica,,,PE,PER,1
PE_JUN,Q207973,PE,Peru,JUN,Junín,,,PE,PER,1
PE_LAL,Q205126,PE,Peru,LAL,La Libertad,,,PE,PER,1
PE_LAM,Q210061,PE,Peru,LAM,Lambayeque,,,PE,PER,1
PE_LIM,Q211795,PE,Peru,LIM,Lima,,,PE,PER,1
PE_LMA,Q579240,PE,Peru,LMA,Lima Province,,,PE,PER,1
PE_LOR,Q200938,PE,Peru,LOR,Loreto,,,PE,PER,1
PE_MDD,Q210896,PE,Peru,MDD,Madre de Dios,,,PE,PER,1
PE_MOQ,Q208182,PE,Peru,MOQ,Moquegua,,,PE,PER,1
PE_PAS,Q211208,PE,Peru,PAS,Pasco,,,PE,PER,1
PE_PIU,Q208183,PE,Peru,PIU,Piura,,,PE,PER,1
PE_PUN,Q205104,PE,Peru,PUN,Puno,,,PE,PER,1
PE_SAM,Q211793,PE,Peru,SAM,San Martín,,,PE,PER,1
PE_TAC,Q207413,PE,Peru,TAC,Tacna,,,PE,PER,1
PE_TUM,Q209597,PE,Peru,TUM,Tumbes,,,PE,PER,1
PE_UCA,Q207424,PE,Peru,UCA,Ucayali,,,PE,PER,1
PF,Q30971,PF,French Polynesia,,,,,PF,PYF,0
PG,Q691,PG,Papua New Guinea,,,,,PG,PNG,0
PH,Q928,PH,Philippines,,,,,PH,PHL,0
PK,Q843,PK,Pakistan,,,,,PK,PAK,0
PK_BA,Q163239,PK,Pakistan,BA,Balochistan,,,PK,PAK,1
PK_GB,Q200697,PK,Pakistan,GB,Gilgit-Baltistan,,,PK,PAK,1
PK_IS,Q848613,PK,Pakistan,IS,Islamabad,,,PK,PAK,1
PK_JK,Q200130,PK,Pakistan,JK,Azad Kashmir,,,PK,PAK,1
PK_KP,Q183314,PK,Pakistan,KP,Khyber Pakhtunkhwa,,,PK,PAK,1
PK_PB,Q4478,PK,Pakistan,PB,Punjab,,,PK,PAK,1
PK_SD,Q37211,PK,Pakistan,SD,Sindh,,,PK,PAK,1
PL,Q36,PL,Poland,,,,,PL,POL,0
PL_02,Q54150,PL,Poland,02,Lower Silesian,,,PL,POL,1
PL_04,Q54153,PL,Poland,04,Kuyavian-Pomeranian,,,PL,POL,1
PL_06,Q54155,PL,Poland,06,Lublin,,,PL,POL,1
PL_08,Q54157,PL,Poland,08,Lubusz,,,PL,POL,1
PL_10,Q54158,PL,Poland,10,Łódź,,,PL,POL,1
PL_12,Q54159,PL,Poland,12,Lesser Poland,,,PL,POL,1
PL_14,Q54169,PL,Poland,14,Masovian,,,PL,POL,1
PL_16,Q54171,PL,Poland,16,Opole,,,PL,POL,1
PL_18,Q54175,PL,Poland,18,Podkarpackie,,,PL,POL,1
PL_20,Q54177,PL,Poland,20,Podlaskie,,,PL,POL,1
PL_22,Q54180,PL,Poland,22,Pomeranian,,,PL,POL,1
PL_24,Q54181,PL,Poland,24,Silesian,,,PL,POL,1
PL_26,Q54183,PL,Poland,26,Świętokrzyskie,,,PL,POL,1
PL_28,Q54184,PL,Poland,28,Warmian-Masurian,,,PL,POL,1
PL_30,Q54187,PL,Poland,30,Greater Poland,,,PL,POL,1
PL_32,Q54188,PL,Poland,32,West Pomeranian,,,PL,POL,1
PM,Q34617,PM,Saint Pierre and Miquelon,,,,,PM,SPM,0
PN,Q35672,PN,Pitcairn Islands,,,,,PN,PCN,0
PR,Q1183,PR,Puerto Rico,,,,,PR,PRI,0
PS,Q1176995,PS,Palestine,,,,,PS,PSE,0
PT,Q45,PT,Portugal,,,,,PT,PRT,0
PT_11,Q27662,PT,Portugal,11,Norte,,,PT,PRT,1
PT_15,Q26831,PT,Portugal,15,Algarve,,,PT,PRT,1
PT_16,Q27569,PT,Portugal,16,Centro,,,PT,PRT,1
PT_17,Q2392329,PT,Portugal,17,Lisbon Metropolitan Area,,,PT,PRT,1
PT_18,Q4716163,PT,Portugal,18,Alentejo,,,PT,PRT,1
PT_20,Q25263,PT,Portugal,20,Azores,,,PT,PRT,1
PT_30,Q26253,PT,Portugal,30,Madeira,,,PT,PRT,1
PW,Q695,PW,Palau,,,,,PW,PLW,0
PY,Q733,PY,Paraguay,,,,,PY,PRY,0
QA,Q846,QA,Qatar,,,,,QA,QAT,0
RE,Q17070,RE,Réunion,,,,,RE,REU,0
RO,Q218,RO,Romania,,,,,RO,ROU,0
RS,Q403,RS,Serbia,,,,,RS,SRB,0
RU,Q159,RU,Russia,,,,,RU,RUS,0
RU_AD,Q3734,RU,Russia,AD,Adygea,,,RU,RUS,1
RU_ALT,Q5942,RU,Russia,ALT,Altai Krai,,,RU,RUS,1
RU_AMU,Q6886,RU,Russia,AMU,Amur Oblast,,,RU,RUS,1
RU_ARK,Q1875,RU,Russia,ARK,Arkhangelsk Oblast,,,RU,RUS,1
RU_AST,Q3941,RU,Russia,AST,Astrakhan Oblast,,,RU,RUS,1
RU_BA,Q5710,RU,Russia,BA,Bashkortostan,,,RU,RUS,1
RU_BEL,Q3329,RU,Russia,BEL,Belgorod Oblast,,,RU,RUS,1
RU_BRY,Q2810,RU,Russia,BRY,Bryansk Oblast,,,RU,RUS,1
RU_BU,Q6809,RU,Russia,BU,Buryatia,,,RU,RUS,1
RU_CE,Q5187,RU,Russia,CE,Chechnya,,,RU,RUS,1
RU_CHE,Q5714,RU,Russia,CHE,Chelyabinsk Oblast,,,RU,RUS,1
RU_CHU,Q7984,RU,Russia,CHU,Chukotka Avtonomnyy Okrug,,,RU,RUS,1
RU_CU,Q5466,RU,Russia,CU,Chuvashia,,,RU,RUS,1
RU_DA,Q5118,RU,Russia,DA,Dagestan,,,RU,RUS,1
RU_IN,Q5219,RU,Russia,IN,Ingushetia,,,RU,RUS,1
RU_IRK,Q6585,RU,Russia,IRK,Irkutsk Oblast,,,RU,RUS,1
RU_IVA,Q2654,RU,Russia,IVA,Ivanovo Oblast,,,RU,RUS,1
RU_KAM,Q7948,RU,Russia,KAM,Kamchatka Krai,,,RU,RUS,1
RU_KB,Q5267,RU,Russia,KB,Kabardino-Balkaria,,,RU,RUS,1
RU_KC,Q5328,RU,Russia,KC,Karachay-Cherkessia,,,RU,RUS,1
RU_KDA,Q3680,RU,Russia,KDA,Krasnodar Krai,,,RU,RUS,1
RU_KEM,Q6076,RU,Russia,KEM,Kemerovo Oblast,,,RU,RUS,1
RU_KGD,Q1749,RU,Russia,KGD,Kaliningrad Oblast,,,RU,RUS,1
RU_KGN,Q5741,RU,Russia,KGN,Kurgan Oblast,,,RU,RUS,1
RU_KHA,Q7788,RU,Russia,KHA,Khabarovsk Krai,,,RU,RUS,1
RU_KHM,Q6320,RU,Russia,KHM,Khanty-Mansi Avtonomnyy Okrug,,,RU,RUS,1
RU_KIR,Q5387,RU,Russia,KIR,Kirov Oblast,,,RU,RUS,1
RU_KK,Q6543,RU,Russia,KK,Khakassia,,,RU,RUS,1
RU_KL,Q3953,RU,Russia,KL,Kalmykia,,,RU,RUS,1
RU_KLU,Q2842,RU,Russia,KLU,Kaluga Oblast,,,RU,RUS,1
RU_KO,Q2073,RU,Russia,KO,Komi Republic,,,RU,RUS,1
RU_KOS,Q2596,RU,Russia,KOS,Kostroma Oblast,,,RU,RUS,1
RU_KR,Q1914,RU,Russia,KR,Republic of Karelia,,,RU,RUS,1
RU_KRS,Q3178,RU,Russia,KRS,Kursk Oblast,,,RU,RUS,1
RU_KYA,Q6563,RU,Russia,KYA,Krasnoyarsk Krai,,,RU,RUS,1
RU_LEN,Q2191,RU,Russia,LEN,Leningrad Oblast,,,RU,RUS,1
RU_LIP,Q3510,RU,Russia,LIP,Lipetsk Oblast,,,RU,RUS,1
RU_MAG,Q7971,RU,Russia,MAG,Magadan Oblast,,,RU,RUS,1
RU_ME,Q5446,RU,Russia,ME,Mari El,,,RU,RUS,1
RU_MO,Q5340,RU,Russia,MO,Mordovia,,,RU,RUS,1
RU_MOS,Q1697,RU,Russia,MOS,Moscow Oblast,,,RU,RUS,1
RU_MOW,Q649,RU,Russia,MOW,Moscow,,,RU,RUS,1
RU_MUR,Q1759,RU,Russia,MUR,Murmansk Oblast,,,RU,RUS,1
RU_NEN,Q2164,RU,Russia,NEN,Nenets Avtonomnyy Okrug,,,RU,RUS,1
RU_NGR,Q2240,RU,Russia,NGR,Novgorod Oblast,,,RU,RUS,1
RU_NIZ,Q2246,RU,Russia,NIZ,Nizhny Novgorod Oblast,,,RU,RUS,1
RU_NVS,Q5851,RU,Russia,NVS,Novosibirsk Oblast,,,RU,RUS,1
RU_OMS,Q5835,RU,Russia,OMS,Omsk Oblast,,,RU,RUS,1
RU_ORE,Q5338,RU,Russia,ORE,Orenburg Oblast,,,RU,RUS,1
RU_ORL,Q3129,RU,Russia,ORL,Oryol Oblast,,,RU,RUS,1
RU_PER,Q5400,RU,Russia,PER,Perm Krai,,,RU,RUS,1
RU_PNZ,Q5545,RU,Russia,PNZ,Penza Oblast,,,RU,RUS,1
RU_PRI,Q4341,RU,Russia,PRI,Primorsky Krai,,,RU,RUS,1
RU_PSK,Q2218,RU,Russia,PSK,Pskov Oblast,,,RU,RUS,1
RU_ROS,Q3573,RU,Russia,ROS,Rostov Oblast,,,RU,RUS,1
RU_RYA,Q2753,RU,Russia,RYA,Ryazan Oblast,,,RU,RUS,1
RU_SA,Q6605,RU,Russia,SA,Yakutia,,,RU,RUS,1
RU_SAK,Q7797,RU,Russia,SAK,Sakhalin Oblast,,,RU,RUS,1
RU_SAM,Q1727,RU,Russia,SAM,Samara Oblast,,,RU,RUS,1
RU_SAR,Q5334,RU,Russia,SAR,Saratov Oblast,,,RU,RUS,1
RU_SE,Q5237,RU,Russia,SE,North Ossetia-Alania,,,RU,RUS,1
RU_SMO,Q2347,RU,Russia,SMO,Smolensk Oblast,,,RU,RUS,1
RU_SPE,Q656,RU,Russia,SPE,Saint Petersburg,,,RU,RUS,1
RU_STA,Q5207,RU,Russia,STA,Stavropol Krai,,,RU,RUS,1
RU_SVE,Q5462,RU,Russia,SVE,Sverdlovsk Oblast,,,RU,RUS,1
RU_TA,Q5481,RU,Russia,TA,Tatarstan,,,RU,RUS,1
RU_TAM,Q3550,RU,Russia,TAM,Tambov Oblast,,,RU,RUS,1
RU_TOM,Q5884,RU,Russia,TOM,Tomsk Oblast,,,RU,RUS,1
RU_TUL,Q2792,RU,Russia,TUL,Tula Oblast,,,RU,RUS,1
RU_TVE,Q2292,RU,Russia,TVE,Tver Oblast,,,RU,RUS,1
RU_TY,Q960,RU,Russia,TY,Tuva,,,RU,RUS,1
RU_TYU,Q5824,RU,Russia,TYU,Tyumen Oblast,,,RU,RUS,1
RU_UD,Q5422,RU,Russia,UD,Udmurtia,,,RU,RUS,1
RU_ULY,Q5634,RU,Russia,ULY,Ulyanovsk Oblast,,,RU,RUS,1
RU_VGG,Q3819,RU,Russia,VGG,Volgograd Oblast,,,RU,RUS,1
RU_VLA,Q2702,RU,Russia,VLA,Vladimir Oblast,,,RU,RUS,1
RU_VLG,Q2015,RU,Russia,VLG,Vologda Oblast,,,RU,RUS,1
RU_VOR,Q3447,RU,Russia,VOR,Voronezh Oblast,,,RU,RUS,1
RU_YAN,Q6407,RU,Russia,YAN,Yamalo-Nenets Avtonomnyy Okrug,,,RU,RUS,1
RU_YAR,Q2448,RU,Russia,YAR,Yaroslavl Oblast,,,RU,RUS,1
RU_YEV,Q7730,RU,Russia,YEV,Jewish Avtonomnyy Okrug,,,RU,RUS,1
RU_ZAB,Q6838,RU,Russia,ZAB,Zabaykalsky Krai,,,RU,RUS,1
RW,Q1037,RW,Rwanda,,,,,RW,RWA,0
SA,Q851,SA,Saudi Arabia,,,,,SA,SAU,0
SB,Q685,SB,Solomon Islands,,,,,SB,SLB,0
SC,Q1042,SC,Seychelles,,,,,SC,SYC,0
SD,Q1049,SD,Sudan,,,,,SD,SDN,0
SE,Q34,SE,Sweden,,,,,SE,SWE,0
SE_110,Q104231,SE,Sweden,110,Stockholm,,,SE,SWE,1
SE_121,Q104926,SE,Sweden,121,Uppsala,,,SE,SWE,1
SE_122,Q106915,SE,Sweden,122,Södermanland,,,SE,SWE,1
SE_123,Q104940,SE,Sweden,123,Östergötland,,,SE,SWE,1
SE_124,Q104257,SE,Sweden,124,Örebro,,,SE,SWE,1
SE_125,Q105075,SE,Sweden,125,Västmanland,,,SE,SWE,1
SE_211,Q103672,SE,Sweden,211,Jönköping,,,SE,SWE,1
SE_212,Q104746,SE,Sweden,212,Kronoberg,,,SE,SWE,1
SE_213,Q103707,SE,Sweden,213,Kalmar,,,SE,SWE,1
SE_214,Q103738,SE,Sweden,214,Gotland,,,SE,SWE,1
SE_221,Q102377,SE,Sweden,221,Blekinge,,,SE,SWE,1
SE_224,Q103659,SE,Sweden,224,Skåne,,,SE,SWE,1
SE_231,Q103691,SE,Sweden,231,Halland,,,SE,SWE,1
SE_232,Q103093,SE,Sweden,232,Västra Götaland,,,SE,SWE,1
SE_311,Q106789,SE,Sweden,311,Värmland,,,SE,SWE,1
SE_312,Q103732,SE,Sweden,312,Dalarna,,,SE,SWE,1
SE_313,Q103699,SE,Sweden,313,Gävleborg,,,SE,SWE,1
SE_321,Q104891,SE,Sweden,321,Västernorrland,,,SE,SWE,1
SE_322,Q103679,SE,Sweden,322,Jämtland Härjedalen,,,SE,SWE,1
SE_331,Q104877,SE,Sweden,331,Västerbotten,,,SE,SWE,1
SE_332,Q103686,SE,Sweden,332,Norrbotten,,,SE,SWE,1
SG,Q334,SG,Singapore,,,,,SG,SGP,0
SH,Q34497,SH,Saint Helena,,,,,SH,SHN,0
SI,Q215,SI,Slovenia,,,,,SI,SVN,0
SJ,Q842829,SJ,Svalbard and Jan Mayen,,,,,SJ,SJM,0
SK,Q214,SK,Slovakia,,,,,SK,SVK,0
SL,Q1044,SL,Sierra Leone,,,,,SL,SLE,0
SM,Q238,SM,San Marino,,,,,SM,SMR,0
SN,Q1041,SN,Senegal,,,,,SN,SEN,0
SO,Q1045,SO,Somalia,,,,,SO,SOM,0
SR,Q730,SR,Suriname,,,,,SR,SUR,0
SS,Q958,SS,South Sudan,,,,,SS,SSD,0
ST,Q1039,ST,São Tomé and Príncipe,,,,,ST,STP,0
SV,Q792,SV,El Salvador,,,,,SV,SLV,0
SX,Q26273,SX,Sint Maarten,,,,,SX,SXM,0
SY,Q858,SY,Syria,,,,,SY,SYR,0
SZ,Q1050,SZ,Swaziland,,,,,SZ,SWZ,0
TC,Q18221,TC,Turks and Caicos Islands,,,,,TC,TCA,0
TD,Q657,TD,Chad,,,,,TD,TCD,0
TF,Q129003,TF,French Southern Territories,,,,,TF,ATF,0
TG,Q945,TG,Togo,,,,,TG,TGO,0
TH,Q869,TH,Thailand,,,,,TH,THA,0
TJ,Q863,TJ,Tajikistan,,,,,TJ,TJK,0
TK,Q36823,TK,Tokelau,,,,,TK,TKL,0
TL,Q574,TL,East Timor,,,,,TL,TLS,0
