key,latitude,longitude,elevation,area
CO_85_85279,5.2283333,-72.76,971,179
CO_85_85300,4.8536111,-73.039722,487,408
CO_85_85315,6.0980556,-72.2475,1247,291
CO_85_85325,5.4222222,-71.731389,167,3057
CO_85_85400,5.8302778,-72.162222,1156,1136
CO_85_85410,5.016667,-72.75,464,2391
CO_85_85430,5.4091667,-71.661111,162,2991
CO_85_85440,4.608736,-72.928792,265,825
CO_86,1.15,-76.616667,254,24885
CO_86_86001,1.1491667,-76.646389,604,1030
CO_86_86219,1.1902778,-76.973889,2215,
CO_86_86320,0.66611111,-76.870833,682,1862
CO_86_86568,0.50055556,-76.498889,409,26103
CO_86_86569,0.685,-76.604444,481,
CO_86_86571,0.96361111,-76.408611,557,
CO_86_86573,-0.19388889,-74.780556,177,
CO_86_86749,1.2033333,-76.919167,2100,64
CO_86_86755,1.1747222,-76.879722,1530,480
CO_86_86757,0.34361111,-76.910833,503,358
CO_86_86760,1.1469444,-77.001111,2291,445
CO_86_86865,0.42527778,-76.905278,575,871
CO_86_86885,1.0294444,-76.616389,529,1250
CO_88,12.55,-81.716667,37,52
CO_88_88001,12.584722,-81.700556,0,26
CO_88_88564,13.35,-81.366667,2,18
CO_91,-4.2052778,-69.932778,97,109665
CO_91_91001,-4.215,-69.941111,96,3695
CO_91_91263,-1.56261,-73.25684,108,
CO_91_91405,-1.4527778,-72.7975,109,
CO_91_91407,-1.3286111,-69.579722,79,
CO_91_91430,0.051388889,-71.222778,107,
CO_91_91460,-0.88333333,-70.983611,100,1443
CO_91_91530,-1.0055556,-74.015,120,1443
CO_91_91536,-2.1480556,-71.753333,96,
CO_91_91540,-3.7702778,-70.383056,89,1876
CO_91_91669,-0.61916667,-72.383333,99,
CO_91_91798,-2.8788889,-69.743889,80,1443
CO_94,3.8652778,-67.923889,177,72238
CO_94_94001,3.8708333,-67.921111,95,
CO_94_94343,3.49,-69.812222,111,
CO_94_94663,2.8080556,-70.476111,97,
CO_94_94883,1.9136111,-67.066667,102,
CO_94_94884,2.7197222,-67.566389,97,
CO_94_94885,1.2461111,-66.865833,79,6457
CO_94_94886,3.5252778,-67.415833,117,
CO_94_94887,1.8641667,-69.009444,206,
CO_94_94888,2.2633333,-69.918611,115,
CO_95,2.5666667,-72.633333,300,53460
CO_95_95001,2.5652778,-72.638611,185,13912
CO_95_95015,1.9611111,-72.652778,309,16200
CO_95_95025,2.3305611,-72.6278,326,
CO_95_95200,1.3366694,-71.9511,248,
CO_97,1.2,-70.166667,293,54135
CO_97_97001,1.2502778,-70.235,183,16
CO_97_97161,1.0133333,-71.3,194,6982
CO_97_97511,0.15636,-70.89274,110,
CO_97_97666,-0.56361111,-69.633611,189,6619
CO_97_97777,1.627,-70.63322,184,
CO_99,6.1833333,-67.466667,104,100242
CO_99_99001,6.1888889,-67.485833,51,12409
CO_99_99524,5.4905556,-70.409167,104,
CO_99_99624,5.1261111,-70.875556,320,2018
CO_99_99773,4.4461111,-69.795556,116,65
CR,10,-84,,51100
CU,22,-79.5,,109884
CV,15.916667,-24.083333,,4033
CW,12.166667,-68.966667,39,444
CX,-10.49,105.6275,234,135
CY,35,33,,9242
CZ,50,16,,78866
CZ_10,50.083333,14.416667,235,496
CZ_20,49.966667,14.5,342,10928
CZ_31,49.083333,14.666667,479,10058
CZ_32,49.7,13.2,465,7649
CZ_41,50.2,12.7,447,3310
CZ_42,50.5,13.85,530,5339
CZ_51,50.7,15,555,3163
CZ_52,50.4,15.8,304,4759
CZ_53,49.9,16.2,490,4519
CZ_63,49.4,15.7,528,6796
CZ_64,49.1,16.6,212,7188
CZ_71,49.716667,17.1,234,5272
CZ_72,49.2,17.7,424,3963
CZ_80,49.8,18,448,5431
DE,51,10,,357400
DE_BB,52.361944,13.008056,0,29479
DE_BE,52.516667,13.383333,34,891
DE_BW,48.537778,9.0411111,327,35752
DE_BY,48.7775,11.431111,503,70551
DE_HB,53.347267,8.5913,,419
DE_HE,50.666111,8.5911111,264,21100
DE_HH,53.55,10,6,755
DE_MV,53.616667,12.7,0,23174
DE_NI,52.756111,9.3930556,13,47614
DE_NW,51.466667,7.55,45,34113
DE_RP,49.913056,7.449722,0,19853
DE_SH,54.470038,9.51416,12,15804
DE_SL,49.37715,6.8783778,,2570
DE_SN,51.026944,13.358889,342,18416
DE_ST,51.971111,11.47,51,20454
DE_TH,51,11,266,16171
DJ,11.8,42.433333,,23200
DK,56,10,,42925
DM,15.416667,-61.333333,,751
DO,18.8,-70.2,,48671
DZ,28,1,,2381741
EC,-1,-78,,283560
EE,59,26,,45339
EG,27,29,,1010408
EH,25,-13,237,266000
ER,15.483333,38.25,,117600
ES,40,-3,,505990
ES_AN,37.46,-4.16,3478,87268
ES_AR,41,-1,,47719
ES_AS,43.333333,-6,,10604
ES_CB,43.333333,-4,,5321
ES_CE,35.886667,-5.3,10,18
ES_CL,41.383333,-4.45,,94223
ES_CM,39.500011,-3.0000333,696,79463
ES_CN,28.536,-15.749,,7447
ES_CT,41.81,1.47,,31895
ES_EX,39.2,-6.15,,41634
ES_GA,43.05,-8.1333333,,29574
ES_IB,39.5,3,,4992
ES_MC,38,-1.8333333,348,11313
ES_MD,40.42526,-3.69063,678,8028
ES_ML,35.2825,-2.9475,,12
ES_NC,42.816667,-1.65,,10391
ES_PV,42.983333,-2.6166667,,7234
ES_RI,42.25,-2.5,1074,5045
ES_VC,39.5,-0.75,363,23255
ET,9,40,,1104300
FI,65,27,,338424
FJ,-18,178,,18274
FK,-51.75,-59,,12200
FM,12,152,,
FO,61.969944,-6.8444806,,1399
FR,47,2,,643801
FR_ARA,45.7402,4.8195,,69711
FR_ARA_01,46.083333,5.3333333,,5762
FR_ARA_03,46.333333,3.1666667,,7340
FR_ARA_07,44.666667,4.4166667,,5529
FR_ARA_15,45.033333,3.1,,5726
FR_ARA_26,44.75,5.1666667,,6530
FR_ARA_38,45.183333,5.7166667,846,7431
FR_ARA_42,45.753806,4.2245972,,4781
FR_ARA_43,45,4,,4977
FR_ARA_63,45.7,3.2166667,,7970
FR_ARA_69,45.995504,4.7195702,,3249
FR_ARA_73,45.583333,6.3333333,1595,6028
FR_ARA_74,46,6.3333333,1160,4388
FR_BFC,47.234528,6.0305,,47784
FR_BFC_21,47.416667,4.8333333,,8763
FR_BFC_25,47.166667,6.4166667,,5234
FR_BFC_39,46.675278,5.554444,,4999
FR_BFC_58,47.083333,3.5,,6817
FR_BFC_70,47.583333,6,,5360
FR_BFC_71,46.666667,4.7,,8575
FR_BFC_89,47.8,3.5666667,,7427
FR_BFC_90,47.6382,6.8614,,609
FR_BRE,48,-3,,27208
FR_COR,42.15,9.0833333,,8680
FR_COR_2A,41.85,9.0333333,,4014
FR_COR_2B,42.466667,9.2,,4666
FR_CVL,47.5,1.75,,39151
FR_CVL_18,47.081111,2.4444444,,7235
FR_CVL_28,48.333333,1.4166667,,5880
FR_CVL_36,46.766667,1.6,,6791
FR_CVL_37,47.25,0.66666667,,6127
FR_CVL_41,47.266667,0.66666667,,6343
FR_CVL_45,47.916667,2.1666667,,6775
FR_GES,48.5989,7.7599,,57433
FR_GES_08,49.578611,4.5866667,,5229
FR_GES_10,48.333333,4.1666667,,6004
FR_GES_51,49,4.25,,8162
FR_GES_52,48.083333,5.25,,6211
FR_GES_54,48.666667,6.1666667,,5246
FR_GES_55,48.965556,5.3777778,,6211
FR_GES_57,49.033889,6.661944,,6216
FR_GES_67,48.816667,7.7833333,,4755
FR_GES_68,47.964167,7.319722,,3525
FR_GES_88,48.166667,6.4166667,,5874
FR_GUA,16.25,-61.583333,,1628
FR_HDF,49.920557,2.7029777,,31813
FR_HDF_02,49.5,3.5,,7369
FR_HDF_59,50.621389,3.0322222,,5743
FR_HDF_60,49.383333,2.4166667,,5860
FR_HDF_62,50.95,1.85,,6671
FR_HDF_80,49.883333,2.4166667,,6170
FR_IDF,48.8522,2.3176,,12012
FR_IDF_75,48.856944,2.3513889,28,105
FR_IDF_77,48.6,3,,5915
FR_IDF_78,48.833333,1.9166667,,2284
FR_IDF_91,48.5,2.2833333,,1804
FR_IDF_92,48.833333,2.2,,176
FR_IDF_93,48.9,2.4833333,,236
FR_IDF_94,48.75,2.4166667,,245
FR_IDF_95,49.061944,2.0861111,,1246
FR_LRE,-21.114444,55.5325,,2512
FR_MAY,-12.843056,45.138333,,374
FR_NAQ,44.8366,-0.5888,,84061
FR_NAQ_16,45.833333,0.33333333,,5956
FR_NAQ_17,45.95,-0.96666667,,6864
FR_NAQ_19,45.333333,1.8333333,,5857
FR_NAQ_23,46.583333,2.05,,5565
FR_NAQ_24,45,0.66666667,,9060
FR_NAQ_33,44.833333,-0.66666667,,9976
FR_NAQ_40,43.878056,-0.86777778,,9243
FR_NAQ_47,44.333333,0.5,,5361
FR_NAQ_64,43.25,-0.83333333,,7645
FR_NAQ_79,46.5,0.33333333,,5999
FR_NAQ_86,46.581389,0.34055556,,6990
FR_NAQ_87,45.833333,1.2666667,,5520
FR_NOR,49.186389,-0.35277778,,29906
FR_OCC,43.648785,2.3435684,,72724
FR_OCC_09,43,1.5,,4890
FR_OCC_11,43.083333,2.4166667,,6139
FR_OCC_12,44.25,2.7,,8735
FR_OCC_30,44.128056,4.0816667,,5853
FR_OCC_31,43.416667,1.5,,6309
FR_OCC_32,43.65,0.58333333,,6257
FR_OCC_34,43.610919,3.8772306,,6224
FR_OCC_46,44.558889,1.5763889,,5217
FR_OCC_48,44.333333,3.6,,5167
FR_OCC_65,43.2,0.13333333,,4464
FR_OCC_66,42.5,2.75,,4116
FR_OCC_81,43.909722,2.1091667,,5758
FR_OCC_82,44,1.3333333,,3718
FR_PAC,44,6,,31400
FR_PAC_04,44.095278,6.24,,6925
FR_PAC_05,44.666667,6.3333333,1665,5549
FR_PAC_06,43.833333,7.1666667,,4299
FR_PAC_13,43.5,5.0833333,,5087
FR_PAC_83,43.400833,6.21,,5973
FR_PAC_84,44,5.1666667,,3567
FR_PDL,47.466667,-0.83333333,,32082
FR_PDL_44,47.333333,-1.6666667,,6809
FR_PDL_49,47.45,-0.6,,7166
FR_PDL_53,48.166667,-0.66666667,,5175
FR_PDL_72,48.283333,0.21666667,,6206
FR_PDL_85,46.670556,-1.426667,,6720
GA,-0.68333056,11.5,,267667
GB,54.6,-2,,242495
GB_ENG,53,-1,,130278
GB_ENG_E06000001,54.686389,-1.210833,,94
GB_ENG_E06000002,54.573,-1.238,,54
GB_ENG_E06000003,54.579231,-1.0340889,,245
GB_ENG_E06000004,54.55,-1.3333333,,205
GB_ENG_E06000005,54.516667,-1.55,,197
GB_ENG_E06000006,53.333333,-2.75,,79
GB_ENG_E06000007,53.388889,-2.596111,,181
GB_ENG_E06000008,,,,137
GB_ENG_E06000009,53.83333,-3.03333,,35
GB_ENG_E06000010,53.75,-0.33333,,71
GB_ENG_E06000011,53.91667,-0.5,,2405
GB_ENG_E06000012,53.55,-0.1,,192
GB_ENG_E06000013,53.6,-0.65,,846
GB_ENG_E06000014,53.96396,-1.09142,,272
GB_ENG_E06000015,52.9207,-1.47217,,78
GB_ENG_E06000016,52.63333,-1.13333,,73
GB_ENG_E06000017,52.65,-0.63333333,,382
GB_ENG_E06000018,52.955,-1.1491667,,75
GB_ENG_E06000019,52.083333,-2.75,,2180
GB_ENG_E06000020,52.73,-2.49,,290
GB_ENG_E06000021,53,-2.16667,,93
GB_ENG_E06000022,51.39,-2.32,,346
GB_ENG_E06000023,51.45,-2.5833333,,110
GB_ENG_E06000024,51.383333,-2.8,,374
GB_ENG_E06000025,51.479444,-2.3802778,,497
GB_ENG_E06000026,50.38333,-4.13333,,80
GB_ENG_E06000027,50.452222,-3.5569444,,63
GB_ENG_E06000030,51.57,-1.74,,230
GB_ENG_E06000031,52.616667,-0.26666667,,343
GB_ENG_E06000032,51.8911,-0.42793,,43
GB_ENG_E06000033,51.536667,0.714722,,42
GB_ENG_E06000034,51.5,0.41666667,,163
GB_ENG_E06000035,51.416667,0.56666667,,194
GB_ENG_E06000036,51.417222,-0.746944,,109
GB_ENG_E06000037,51.4009,-1.3235,,704
GB_ENG_E06000038,51.454167,-0.97305556,,40
GB_ENG_E06000039,51.5,-0.56667,,33
GB_ENG_E06000040,51.466667,-0.66666667,,197
GB_ENG_E06000041,51.410972,-0.834925,,179
GB_ENG_E06000042,52.033333,-0.76666667,,309
GB_ENG_E06000043,50.827778,-0.15277778,,83
GB_ENG_E06000044,50.8,-1.06667,,40
GB_ENG_E06000045,50.91667,-1.38333,,50
GB_ENG_E06000046,50.666667,-1.2666667,,380
GB_ENG_E06000047,54.760556,-1.4655556,,2226
GB_ENG_E06000049,53.162222,-2.2175,,1166
GB_ENG_E06000050,53.213,-2.902,745,917
GB_ENG_E06000051,52.708056,-2.7544444,,3197
GB_ENG_E06000052,50.416669,-4.75,,3546
GB_ENG_E06000054,51.316389,-2.21,,3255
GB_ENG_E06000055,52.134444,-0.46305556,57,476
GB_ENG_E06000056,52.0263,-0.4906,,716
GB_ENG_E06000057,55.166667,-2,,5014
GB_ENG_E06000058,,,,161
GB_ENG_E06000059,,,,2491
GB_ENG_E08000001,53.5775,-2.43,,140
GB_ENG_E08000002,53.592778,-2.2980556,,99
GB_ENG_E08000003,53.41667,-2.25,,116
GB_ENG_E08000004,53.541944,-2.118611,542,142
GB_ENG_E08000005,53.616667,-2.1566667,,158
GB_ENG_E08000006,53.509722,-2.3344444,68,97
GB_ENG_E08000007,53.4,-2.1666667,78,126
GB_ENG_E08000008,53.49,-2.0941667,151,103
GB_ENG_E08000009,53.433333,-2.3,30,106
GB_ENG_E08000010,53.533333,-2.6166667,,188
GB_ENG_E08000011,53.439,-2.851,,87
GB_ENG_E08000012,53.41667,-2.91667,,112
GB_ENG_E08000013,53.454,-2.746,,136
GB_ENG_E08000014,53.445,-2.998,,155
GB_ENG_E08000015,53.33333,-3.08333,,157
GB_ENG_E08000016,53.55,-1.4666667,,329
GB_ENG_E08000017,53.5225,-1.1286111,,568
GB_ENG_E08000018,53.430833,-1.3547222,,287
GB_ENG_E08000019,53.41667,-1.5,,368
GB_ENG_E08000021,55.007679,-1.6578367,,11512
GB_ENG_E08000022,55.0123,-1.5456,,82
GB_ENG_E08000023,54.959,-1.438,,64
GB_ENG_E08000024,54.91,-1.385,,137
GB_ENG_E08000025,52.48048,-1.89823,,268
GB_ENG_E08000026,52.416667,-1.5166667,,99
GB_ENG_E08000027,52.5,-2.0833,,98
GB_ENG_E08000028,52.505278,-2.0172222,,86
GB_ENG_E08000029,52.420833,-1.776667,,178
GB_ENG_E08000030,52.585,-1.9825,,104
GB_ENG_E08000031,52.58333,-2.11667,,69
GB_ENG_E08000032,53.792,-1.754,,366
GB_ENG_E08000033,53.72,-1.97,,364
GB_ENG_E08000034,53.593,-1.801,,409
GB_ENG_E08000035,53.799167,-1.5491667,,552
GB_ENG_E08000036,53.683,-1.499,,339
GB_ENG_E08000037,54.95,-1.6,,142
GB_ENG_E09000001,51.515833,-0.092222222,20,3
GB_ENG_E09000002,51.536111,0.078888889,,36
GB_ENG_E09000003,51.625278,-0.15305556,,87
GB_ENG_E09000004,51.455556,0.15361111,,61
GB_ENG_E09000005,51.558889,-0.28111111,,43
GB_ENG_E09000006,51.404444,0.02,,150
GB_ENG_E09000007,51.528889,-0.12555556,,22
GB_ENG_E09000008,51.371111,-0.098888889,,86
GB_ENG_E09000009,51.513056,-0.30888889,,56
GB_ENG_E09000010,51.654722,-0.079722222,,81
GB_ENG_E09000011,51.48,0,,47
GB_ENG_E09000012,51.544722,-0.0575,,19
GB_ENG_E09000013,51.4925,-0.23472222,,16
GB_ENG_E09000014,51.6,-0.11194444,,30
GB_ENG_E09000015,51.588333,-0.33194444,,50
GB_ENG_E09000016,51.581389,0.18388889,,112
GB_ENG_E09000017,51.543611,-0.47611111,,116
GB_ENG_E09000018,51.473611,-0.36555556,,56
GB_ENG_E09000019,51.541667,-0.10222222,,15
GB_ENG_E09000020,51.502222,-0.19527778,,12
GB_ENG_E09000021,51.408333,-0.30527778,,37
GB_ENG_E09000022,51.460833,-0.11638889,,27
GB_ENG_E09000023,51.445278,-0.020277778,,35
GB_ENG_E09000024,51.401389,-0.19611111,,38
GB_ENG_E09000025,51.532778,0.055555556,,36
GB_ENG_E09000026,51.558611,0.074444444,23,56
GB_ENG_E09000027,51.447778,-0.32416667,,57
GB_ENG_E09000028,51.503333,-0.080555556,,29
GB_ENG_E09000029,51.361667,-0.19472222,,44
GB_ENG_E09000030,51.51,-0.0061111111,,20
GB_ENG_E09000031,51.591222,-0.013527778,,39
GB_ENG_E09000032,51.457111,-0.19030556,,34
GB_ENG_E09000033,51.4975,-0.13722222,,21
GB_ENG_E10000002,,,,1565
GB_ENG_E10000003,,,,3046
GB_ENG_E10000006,54.5,-3.25,,6767
GB_ENG_E10000007,,,,2547
GB_ENG_E10000008,,,,6564
GB_ENG_E10000011,,,,1709
GB_ENG_E10000012,,,,3464
GB_ENG_E10000013,,,,2653
GB_ENG_E10000014,,,,3679
GB_ENG_E10000015,51.9,-0.2,,1643
GB_ENG_E10000016,,,,3545
GB_ENG_E10000017,,,,2903
GB_ENG_E10000018,,,,2083
GB_ENG_E10000019,,,,5937
GB_ENG_E10000020,52.666667,1,,5380
GB_ENG_E10000021,52.283333,-0.83333333,,2364
GB_ENG_E10000023,,,,8038
GB_ENG_E10000024,,,,2085
GB_ENG_E10000025,51.75,-1.28,,2605
GB_ENG_E10000027,,,,3451
GB_ENG_E10000028,,,,2620
GB_ENG_E10000029,52.166667,1,,3801
GB_ENG_E10000030,51.25,-0.41666667,,1663
GB_ENG_E10000031,52.333333,-1.5833333,,1975
GB_ENG_E10000032,50.916667,-0.5,,1991
GB_ENG_E10000034,52.2,-2.1666667,,1741
GB_NIR,54.683333,-6.75,,14130
GB_NIR_N09000001,54.7167,-6.21667,,572
GB_NIR_N09000002,54.351,-6.492,,1337
GB_NIR_N09000003,54.593889,-5.9294444,,132
GB_NIR_N09000004,55.203,-6.5,,1980
GB_NIR_N09000005,54.927,-7.424,,1238
GB_NIR_N09000006,54.545,-7.494,,2857
GB_NIR_N09000007,54.523,-5.973,,505
GB_NIR_N09000008,54.828,-6.078,,1046
GB_NIR_N09000009,54.668,-6.679,,1827
GB_NIR_N09000010,54.111,-6.161,,1633
GB_NIR_N09000011,54.562,-5.637,,461
GB_SCT,57,-5,,78782
GB_WLS,52.35,-3.6333333,,20779
GD,12.116667,-61.666667,,348
GE,,,,
GF,3.99886,-52.99994,,83534
GG,49.4558,-2.5775,,63
GH,8,-0.5,,238535
GI,36.13775,-5.3453611,11,7
GL,72,-40,,2166086
GM,13.5,-15.5,,11300
GN,10,-11,,245857
GP,16.25,-61.583333,,1628
GQ,1.5,10,,28051
GR,38.5,23,,131957
GS,-54.25,-36.75,,3718
GT,15.5,-90.25,,108889
GU,13.5,144.8,,544
GW,12,-15,,36125
GY,5.733333,-59.316667,,214970
GZ,31.416667,34.333333,,365
HK,22.278333,114.15861,7,2755
HM,-53.09354,73.516992,2745,658903
HN,14.633333,-86.816667,,112492
HR,45.25,15.466667,,56594
HT,19,-72.8,,27750
HU,47,19,,93011
ID,-2,118,,1904570
ID_AC,4.3,96.9,125,57956
ID_BA,-8.5,115,73,5780
ID_BB,-2.1333333,106.11667,8,16424
ID_BE,-3.8,102.25,100,19789
ID_BT,-6.5,106.25,99,9663
ID_GO,0.666667,123,43,12215
ID_JA,-1.5833333,103.61667,69,50058
ID_JB,-6.75,107.5,881,35378
ID_JI,-7.9391667,112.95278,1554,47800
ID_JK,-6.21462,106.84513,16,662
ID_JT,-7.5,110,561,32801
ID_KB,0,110.5,33,147307
ID_KI,1.05,116.31667,69,129067
ID_KR,0.61667,106.98333,,21992
ID_KS,-2.5,115.5,35,38744
ID_KT,-2.2166667,113.91667,42,153564
ID_KU,3.4150833,116.46333,79,72275
ID_LA,-5.45,105.26667,58,35376
ID_MA,-3.705,128.17,725,46914
ID_MU,0.78333333,127.36667,,31982
ID_NB,-8.5833333,116.11667,690,19709
ID_NT,-10.183333,123.58333,349,48718
ID_PA,-2.5333306,140.71694,32,319036
ID_PB,-1.801389,133.67056,16,140376
ID_RI,0.53333333,101.45,10,75569
ID_SA,1.25,124.83333,886,15359
ID_SB,-1,100.5,1250,42012
ID_SG,-3.95,122.5,61,38067
ID_SN,-4.3333333,120.25,15,46717
ID_SR,-2.6833333,118.9,121,16787
ID_SS,-2.75,103.83333,28,91592
ID_ST,-1,121,570,61841
ID_SU,2,99,1024,72981
ID_YO,-7.8013889,110.36444,154,3133
IE,53.333333,-8,,84421
IL,31,35,,20770
IM,54.235,-4.525,,572
IN,22.8,83,,3287263
IN_AN,11.68,92.77,,8249
IN_AP,16,79,,275068
IN_AR,27.06,93.37,,83743
IN_AS,26,93,,78438
IN_BR,25.37,85.13,,94163
IN_CH,30.735278,76.791111,350,114
IN_CT,21.27,81.6,,135194
IN_DD,20.426944,72.85,,122
IN_DL,28.666667,77.216667,200,1484
IN_DN,20.27,73.02,16,491
IN_GA,15.401944,74.043333,1167,3702
IN_GJ,23.216667,72.683333,,196024
IN_HP,31.103333,77.172222,2319,55780
IN_HR,29.193657,76.324586,,44212
IN_JH,23.35,85.33,,79714
IN_JK,33.5,75,,42241
IN_KA,12.970214,77.560289,,191791
IN_KL,8.5074,76.972,,38863
IN_LA,34.143333,77.518333,,59196
IN_LD,10.57,72.64,16,32
IN_MH,19.56,76.42,,307713
IN_ML,25.57,91.88,,22429
IN_MN,24.806681,93.941689,,22327
IN_MP,23.25,77.417,,308245
IN_MZ,23.36,92.8,,21081
IN_NL,26.229169,94.6525,,16579
IN_OR,20.15,85.5,,155707
IN_PB,30.766667,75.466667,,50362
IN_PY,11.93,79.83,16,492
IN_RJ,26.572778,73.838889,,342269
IN_SK,27.33,88.62,,7096
IN_TG,17.99,79.59,,112077
IN_TN,13.09,80.27,,130058
IN_TR,23.84,91.28,,10486
IN_UP,26.85,80.91,,243290
IN_UT,30.33,78.06,,53566
IN_WB,22.566667,88.366667,,88752
IO,-6,71.5,,
IQ,33,43,,437072
IR,32,53,,1648195
IS,65,-19,,103004
IT,42.5,12.5,,301338
IT_21,45.25,7.9166667,421,25402
IT_23,45.716667,7.3666667,951,3263
IT_25,45.65,9.95,,23864
IT_34,45.733333,11.85,180,18339
IT_36,46.1,13.116667,206,7862
IT_42,44.45,8.7666667,250,5422
IT_45,44.75,11,211,22123
IT_52,43.35,11.016667,279,22987
IT_55,42.983333,12.566667,493,8456
IT_57,43.316667,13,343,9694
IT_62,41.9,12.716667,416,17236
IT_65,42.216667,13.833333,563,10832
IT_67,41.6997,14.6111,631,4438
IT_72,40.75,14.783333,322,13671
IT_75,41.008611,16.512778,,19366
IT_77,40.5,16.5,633,9995
IT_78,39,16.5,,15222
IT_82,37.599958,14.015378,3340,25711
IT_88,40.05,9.0833333,334,23949
IT_BZ,46.5,11.333333,,7400
IT_TN,46.066423,11.12576,,6207
JE,49.19,-2.11,,118
JM,18.18,-77.4,,10992
JO,31.2,36.5,,89341
JP,35,136,,377972
JP_01,43,142,2290,77985
JP_02,40.824667,140.74064,,9626
JP_03,39.703611,141.1525,,15278
JP_04,38.35,140.96667,,7282
JP_05,39.718611,140.1025,,11638
JP_06,38.433333,140.13333,,9323
JP_07,37.4,140.46667,,13783
JP_08,36.3,140.31667,,6096
JP_09,36.516667,139.81667,,6408
JP_10,36.366667,139.11667,,6362
JP_11,35.95,139.55,,3798
JP_12,35.605,140.12333,,5156
JP_13,35.689722,139.69222,6,2188
JP_14,35.447508,139.64234,,2416
JP_15,37.616667,138.86667,,12582
JP_16,36.716667,137.15,,4247
JP_17,36.633333,136.65,,4185
JP_18,35.983333,136.18333,,4189
JP_19,35.616667,138.61667,,4465
JP_20,36.25,138.1,,13585
JP_21,35.483333,136.9,,10621
JP_22,34.916389,138.31639,,7780
JP_23,35.180167,136.90667,,5165
JP_24,34.73025,136.50867,,5777
JP_25,35.004361,135.8685,,4017
JP_26,35.021667,135.75561,,4612
JP_27,34.686389,135.52,,1899
JP_28,34.690817,135.18308,,8401
JP_29,34.685194,135.83294,,3691
JP_30,34.226028,135.1675,,4726
JP_31,35.503889,134.23772,,3507
JP_32,35.466667,133.05,,6708
JP_33,34.66175,133.93472,,7113
JP_34,34.396472,132.45975,,8477
JP_35,34.186111,131.4705,,6111
JP_36,34.06575,134.55928,,4145
JP_37,34.34011,134.04328,,1862
JP_38,33.841611,132.76567,,5676
JP_39,33.559694,133.53103,,7104
JP_40,33.6,130.58333,,4971
JP_41,33.283333,130.16667,,2440
JP_42,32.966667,129.8,,4105
JP_43,32.716667,130.66667,,7404
JP_44,33.238186,131.61261,,6341
JP_45,32.016667,131.35,,7736
JP_46,31.4,130.51667,,9132
JP_47,26.5,127.93333,,2281
KE,0.1,38,,581309
KG,41,75,,199951
KH,12.6,105,,181035
KI,1.4666667,173.03333,,811
KM,-12.183333,44.233333,,2034
KN,17.33,-62.666667,,269
KP,40,127,,120540
KR,36,128,,100295
KR_11,37.583333,127,38,605
KR_26,35.1,129.04028,30,770
KR_27,35.866667,128.6,,884
KR_28,37.463889,126.64861,,1047
KR_29,35.166667,126.91667,,501
KR_30,36.351,127.385,,540
KR_31,35.55,129.31667,,1060
KR_41,37.5,127.25,,10172
KR_42,37.5,128.25,,16874
KR_43,36.82153,127.65685,,7407
KR_44,36.5,126.75,,8204
KR_45,35.816667,127.15,,8067
KR_46,34.75,127,,12309
KR_47,36.25,128.75,,19029
KR_48,35.237838,128.69193,,10538
KR_49,33.366667,126.53333,1950,1848
KR_50,36.487002,127.28223,,465
KW,29.166667,47.6,,17818
KY,19.5,-80.5,,264
KZ,48,68,,2724900
LA,18.2,104,,236800
LB,33.833333,35.766667,,10452
LC,13.883333,-61,,617
LI,47.145,9.553889,,160
LK,7,81,,65610
LR,6.533333,-9.75,,111369
LS,-29.55,28.25,,30355
LT,55.2,24,,65300
LU,49.77,6.13,,2586
LV,57,25,,64589
LY,27,17,,1759541
MA,32,-6,,446550
MC,43.733333,7.4166667,,2
MD,47.25,28.516667,,33846
ME,42.766667,19.216667,,13812
MG,-20,47,,587295
MH,7.1166667,171.06667,,181
MK,,,,
ML,17,-4,,1240192
MM,22,96,,676577
MN,47,104,,1566000
MO,22.166667,113.55,22,
MP,16.705,145.78,,464
MQ,14.666667,-61,,1128
MR,21,-11,,1030700
MS,16.75,-62.2,,102
MT,35.883333,14.5,,316
MU,-20.2,57.5,,2040
MV,3.2,73.22,,298
MW,-13,34,,118484
MX,23,-102,,1972550
MX_AGU,22.021667,-102.35639,1926,5618
MX_BCN,29.95,-115.11667,578,71450
MX_BCS,25.846111,-111.97278,239,73909
MX_CAM,18.836389,-90.403333,,57507
MX_CHH,28.814167,-106.43944,,247455
MX_CHP,16.41,-92.408611,4080,73311
MX_CMX,19.419444,-99.145556,2250,1485
MX_COA,27.302222,-102.04472,1307,151595
MX_COL,19.096667,-103.96083,570,5627
MX_DUR,24.934722,-104.91194,1966,123317
MX_GRO,17.613056,-99.95,1161,63596
MX_GUA,21.018889,-101.26278,2072,30607
MX_HID,20.478333,-98.863611,1918,20813
MX_JAL,20.566667,-103.67639,1355,78588
MX_MEX,19.354167,-99.630833,2605,22351
MX_MIC,19.168611,-101.89972,926,58599
MX_MOR,18.7475,-99.070278,1169,4879
MX_NAY,21.743889,-105.22833,278,27857
MX_NLE,25.566667,-99.970556,243,64156
MX_OAX,16.898056,-96.414167,1644,93793
MX_PUE,19.003611,-97.888333,1704,34306
MX_QUE,20.591,-100.391,1856,11699
MX_ROO,19.6,-87.916667,31,44705
MX_SIN,25.002778,-107.50278,139,57377
MX_SLP,22.603333,-100.42972,1638,60983
MX_SON,29.646111,-110.86889,592,179503
