date,subregion1_code,total_confirmed,total_deceased,total_hospitalized,total_intensive_care,new_confirmed,new_deceased,new_hospitalized,new_intensive_care,country_code,key
2020-03-24,CE,9,0,2,1,3,0,2,1,ES,ES_CE
2020-03-25,CE,10,0,2,2,1,0,0,1,ES,ES_CE
2020-03-26,CE,17,0,2,2,7,0,0,0,ES,ES_CE
2020-03-27,CE,17,1,2,2,0,1,0,0,ES,ES_CE
2020-03-28,CE,21,1,2,2,4,0,0,0,ES,ES_CE
2020-03-29,CE,25,1,2,2,4,0,0,0,ES,ES_CE
2020-03-30,CE,34,1,3,3,9,0,1,1,ES,ES_CE
2020-03-31,CE,51,1,6,3,17,0,3,0,ES,ES_CE
2020-04-01,CE,55,1,7,3,4,0,1,0,ES,ES_CE
2020-04-02,CE,62,1,8,3,7,0,1,0,ES,ES_CE
2020-04-03,CE,73,1,8,4,11,0,0,1,ES,ES_CE
2020-04-04,CE,83,2,9,4,10,1,1,0,ES,ES_CE
2020-04-05,CE,83,3,9,4,0,1,0,0,ES,ES_CE
2020-04-06,CE,83,4,9,4,0,1,0,0,ES,ES_CE
2020-04-07,CE,84,4,9,4,1,0,0,0,ES,ES_CE
2020-04-08,CE,84,4,9,4,0,0,0,0,ES,ES_CE
2020-04-09,CE,91,4,9,4,7,0,0,0,ES,ES_CE
2020-04-10,CE,93,4,9,4,2,0,0,0,ES,ES_CE
2020-04-11,CE,93,4,9,4,0,0,0,0,ES,ES_CE
2020-04-12,CE,95,4,9,4,2,0,0,0,ES,ES_CE
2020-04-13,CE,96,4,9,4,1,0,0,0,ES,ES_CE
2020-04-14,CE,98,4,9,4,2,0,0,0,ES,ES_CE
2020-04-15,CE,98,4,9,4,0,0,0,0,ES,ES_CE
2020-04-16,CE,98,4,9,4,0,0,0,0,ES,ES_CE
2020-04-17,CE,100,4,9,4,2,0,0,0,ES,ES_CE
2020-04-18,CE,100,4,9,4,0,0,0,0,ES,ES_CE
2020-04-19,CE,100,4,9,4,0,0,0,0,ES,ES_CE
2020-04-20,CE,100,4,9,4,0,0,0,0,ES,ES_CE
2020-04-21,CE,100,4,9,4,0,0,0,0,ES,ES_CE
2020-04-22,CE,100,4,9,4,0,0,0,0,ES,ES_CE
2020-04-23,CE,100,4,10,4,0,0,1,0,ES,ES_CE
2020-04-24,CE,100,4,10,4,0,0,0,0,ES,ES_CE
2020-04-25,CE,100,4,10,4,0,0,0,0,ES,ES_CE
2020-04-26,CE,100,4,10,4,0,0,0,0,ES,ES_CE
2020-04-27,CE,100,4,10,4,0,0,0,0,ES,ES_CE
2020-04-28,CE,101,4,10,4,1,0,0,0,ES,ES_CE
2020-04-29,CE,101,4,10,4,0,0,0,0,ES,ES_CE
2020-04-30,CE,101,4,10,4,0,0,0,0,ES,ES_CE
2020-05-01,CE,101,4,10,4,0,0,0,0,ES,ES_CE
2020-05-02,CE,101,4,10,4,0,0,0,0,ES,ES_CE
2020-05-03,CE,101,4,10,4,0,0,0,0,ES,ES_CE
2020-05-04,CE,101,4,10,4,0,0,0,0,ES,ES_CE
2020-05-05,CE,109,4,10,4,8,0,0,0,ES,ES_CE
2020-05-06,CE,109,4,10,4,0,0,0,0,ES,ES_CE
2020-05-07,CE,109,4,11,4,0,0,1,0,ES,ES_CE
2020-05-08,CE,110,4,11,4,1,0,0,0,ES,ES_CE
2020-05-09,CE,110,4,11,4,0,0,0,0,ES,ES_CE
2020-05-10,CE,110,4,11,4,0,0,0,0,ES,ES_CE
2020-05-11,CE,114,4,11,4,4,0,0,0,ES,ES_CE
2020-05-12,CE,114,4,11,4,0,0,0,0,ES,ES_CE
2020-05-13,CE,116,4,11,4,2,0,0,0,ES,ES_CE
2020-05-14,CE,116,4,11,4,0,0,0,0,ES,ES_CE
2020-05-15,CE,116,4,11,4,0,0,0,0,ES,ES_CE
2020-05-16,CE,116,4,11,4,0,0,0,0,ES,ES_CE
2020-05-17,CE,116,4,11,4,0,0,0,0,ES,ES_CE
2020-05-18,CE,117,4,11,4,1,0,0,0,ES,ES_CE
2020-05-19,CE,119,4,11,4,2,0,0,0,ES,ES_CE
2020-05-20,CE,119,4,11,4,0,0,0,0,ES,ES_CE
2020-02-20,CL,0,,,,,,,,ES,ES_CL
2020-02-21,CL,0,,,,0,,,,ES,ES_CL
2020-02-22,CL,0,,,,0,,,,ES,ES_CL
2020-02-23,CL,0,,,,0,,,,ES,ES_CL
2020-02-24,CL,0,,,,0,,,,ES,ES_CL
2020-02-25,CL,0,,,,0,,,,ES,ES_CL
2020-02-26,CL,0,,,,0,,,,ES,ES_CL
2020-02-27,CL,2,,,,2,,,,ES,ES_CL
2020-02-28,CL,2,,,,0,,,,ES,ES_CL
2020-02-29,CL,3,,,,1,,,,ES,ES_CL
2020-03-01,CL,3,,,,0,,,,ES,ES_CL
2020-03-02,CL,8,,,,5,,,,ES,ES_CL
2020-03-03,CL,11,,,,3,,,,ES,ES_CL
2020-03-04,CL,11,,,,0,,,,ES,ES_CL
2020-03-05,CL,14,,,,3,,,,ES,ES_CL
2020-03-06,CL,14,,,,0,,,,ES,ES_CL
2020-03-07,CL,22,,,,8,,,,ES,ES_CL
2020-03-08,CL,23,0,,2,1,,,,ES,ES_CL
2020-03-09,CL,56,0,,2,33,0,,0,ES,ES_CL
2020-03-10,CL,71,0,24,5,15,0,,3,ES,ES_CL
2020-03-11,CL,92,0,25,7,21,0,1,2,ES,ES_CL
2020-03-12,CL,169,1,25,8,77,1,0,1,ES,ES_CL
2020-03-13,CL,223,3,25,15,54,2,0,7,ES,ES_CL
2020-03-14,CL,292,6,45,22,69,3,20,7,ES,ES_CL
2020-03-15,CL,334,9,95,29,42,3,50,7,ES,ES_CL
2020-03-16,CL,431,12,95,36,97,3,0,7,ES,ES_CL
2020-03-17,CL,668,22,281,50,237,10,186,14,ES,ES_CL
2020-03-18,CL,868,29,362,63,200,7,81,13,ES,ES_CL
2020-03-19,CL,1147,43,476,75,279,14,114,12,ES,ES_CL
2020-03-20,CL,1466,55,629,96,319,12,153,21,ES,ES_CL
2020-03-21,CL,1744,74,798,111,278,19,169,15,ES,ES_CL
2020-03-22,CL,2055,102,977,130,311,28,179,19,ES,ES_CL
2020-03-23,CL,2460,124,1197,151,405,22,220,21,ES,ES_CL
2020-03-24,CL,2940,165,1457,179,480,41,260,28,ES,ES_CL
2020-03-25,CL,3488,206,1823,198,548,41,366,19,ES,ES_CL
2020-03-26,CL,4132,252,2214,215,644,46,391,17,ES,ES_CL
2020-03-27,CL,4791,321,2648,238,659,69,434,23,ES,ES_CL
2020-03-28,CL,5414,380,3160,261,623,59,512,23,ES,ES_CL
2020-03-29,CL,5801,442,3411,272,387,62,251,11,ES,ES_CL
2020-03-30,CL,6211,516,3629,294,410,74,218,22,ES,ES_CL
2020-03-31,CL,6847,585,3951,318,636,69,322,24,ES,ES_CL
2020-04-01,CL,7355,641,4207,332,508,56,256,14,ES,ES_CL
2020-04-02,CL,7875,723,4472,342,520,82,265,10,ES,ES_CL
2020-04-03,CL,8332,786,4685,351,457,63,213,9,ES,ES_CL
2020-04-04,CL,8749,847,4905,361,417,61,220,10,ES,ES_CL
2020-04-05,CL,9116,919,5041,368,367,72,136,7,ES,ES_CL
2020-04-06,CL,9581,982,5180,375,465,63,139,7,ES,ES_CL
2020-04-07,CL,10058,1028,5322,386,477,46,142,11,ES,ES_CL
2020-04-08,CL,10518,1082,5523,399,460,54,201,13,ES,ES_CL
2020-04-09,CL,11102,1129,5674,407,584,47,151,8,ES,ES_CL
2020-04-10,CL,11543,1180,5817,414,441,51,143,7,ES,ES_CL
2020-04-11,CL,12118,1221,5957,418,575,41,140,4,ES,ES_CL
2020-04-12,CL,12628,1263,6077,423,510,42,120,5,ES,ES_CL
2020-04-13,CL,13180,1299,6175,432,552,36,98,9,ES,ES_CL
2020-04-14,CL,13697,1337,6306,440,517,38,131,8,ES,ES_CL
2020-04-15,CL,14380,1372,6449,445,683,35,143,5,ES,ES_CL
2020-04-16,CL,14903,1401,6518,449,523,29,69,4,ES,ES_CL
2020-04-17,CL,15293,1429,6831,495,390,28,313,46,ES,ES_CL
2020-04-18,CL,14644,1458,6981,498,-649,29,150,3,ES,ES_CL
2020-04-19,CL,14781,1493,7080,501,137,35,99,3,ES,ES_CL
2020-04-20,CL,14951,1521,7174,503,170,28,94,2,ES,ES_CL
2020-04-21,CL,15141,1554,7264,505,190,33,90,2,ES,ES_CL
2020-04-22,CL,15510,1582,7397,508,369,28,133,3,ES,ES_CL
2020-04-23,CL,15692,1612,7506,510,182,30,109,2,ES,ES_CL
2020-04-24,CL,15990,1639,7555,511,298,27,49,1,ES,ES_CL
2020-04-25,CL,16222,1666,7653,515,232,27,98,4,ES,ES_CL
2020-04-26,CL,16404,1690,7703,518,182,24,50,3,ES,ES_CL
2020-04-27,CL,16589,1710,7777,522,185,20,74,4,ES,ES_CL
2020-04-28,CL,16690,1736,7854,524,101,26,77,2,ES,ES_CL
2020-04-29,CL,16885,1752,7957,528,195,16,103,4,ES,ES_CL
2020-04-30,CL,16993,1770,8010,531,108,18,53,3,ES,ES_CL
2020-05-01,CL,17165,1788,8054,531,172,18,44,0,ES,ES_CL
2020-05-02,CL,17283,1800,8085,533,118,12,31,2,ES,ES_CL
2020-05-03,CL,17334,1818,8123,534,51,18,38,1,ES,ES_CL
2020-05-04,CL,17429,1832,8153,537,95,14,30,3,ES,ES_CL
2020-05-05,CL,17520,1847,8246,538,91,15,93,1,ES,ES_CL
2020-05-06,CL,17625,1864,8300,541,105,17,54,3,ES,ES_CL
2020-05-07,CL,17716,1876,8357,543,91,12,57,2,ES,ES_CL
2020-05-08,CL,17822,1885,8394,546,106,9,37,3,ES,ES_CL
2020-05-09,CL,17952,1897,8468,546,130,12,74,0,ES,ES_CL
2020-05-10,CL,17995,1905,8482,547,43,8,14,1,ES,ES_CL
2020-05-11,CL,18048,1914,8493,547,53,9,11,0,ES,ES_CL
2020-05-12,CL,18105,1919,8517,547,57,5,24,0,ES,ES_CL
2020-05-13,CL,18173,1925,8560,548,68,6,43,1,ES,ES_CL
2020-05-14,CL,18272,1930,8595,548,99,5,35,0,ES,ES_CL
2020-05-15,CL,18369,1940,8649,549,97,10,54,1,ES,ES_CL
2020-05-16,CL,18470,1946,8690,550,101,6,41,1,ES,ES_CL
2020-05-17,CL,18512,1953,8717,551,42,7,27,1,ES,ES_CL
2020-05-18,CL,18549,1960,8729,551,37,7,12,0,ES,ES_CL
2020-05-19,CL,18586,1960,8734,555,37,0,5,4,ES,ES_CL
2020-05-20,CL,18627,1960,8735,561,41,0,1,6,ES,ES_CL
2020-02-20,CM,0,,,,,,,,ES,ES_CM
2020-02-21,CM,0,,,,0,,,,ES,ES_CM
2020-02-22,CM,0,,,,0,,,,ES,ES_CM
2020-02-23,CM,0,,,,0,,,,ES,ES_CM
2020-02-24,CM,0,,,,0,,,,ES,ES_CM
2020-02-25,CM,0,,,,0,,,,ES,ES_CM
2020-02-26,CM,0,,,,0,,,,ES,ES_CM
2020-02-27,CM,0,,,,0,,,,ES,ES_CM
2020-02-28,CM,0,,,,0,,,,ES,ES_CM
2020-02-29,CM,1,,,,1,,,,ES,ES_CM
2020-03-01,CM,3,,,,2,,,,ES,ES_CM
2020-03-02,CM,7,,,,4,,,,ES,ES_CM
2020-03-03,CM,12,,,,5,,,,ES,ES_CM
2020-03-04,CM,13,,,,1,,,,ES,ES_CM
2020-03-05,CM,15,,,,2,,,,ES,ES_CM
2020-03-06,CM,15,,,,0,,,,ES,ES_CM
2020-03-07,CM,15,,,,0,,,,ES,ES_CM
2020-03-08,CM,26,0,21,2,11,,,,ES,ES_CM
2020-03-09,CM,39,0,31,3,13,0,10,1,ES,ES_CM
2020-03-10,CM,71,0,46,5,32,0,15,2,ES,ES_CM
2020-03-11,CM,115,1,72,9,44,1,26,4,ES,ES_CM
2020-03-12,CM,194,5,128,10,79,4,56,1,ES,ES_CM
2020-03-13,CM,289,6,191,22,95,1,63,12,ES,ES_CM
2020-03-14,CM,401,10,247,56,112,4,56,34,ES,ES_CM
2020-03-15,CM,567,17,319,78,166,7,72,22,ES,ES_CM
2020-03-16,CM,567,17,402,95,0,0,83,17,ES,ES_CM
2020-03-17,CM,675,28,498,123,108,11,96,28,ES,ES_CM
2020-03-18,CM,801,42,633,161,126,14,135,38,ES,ES_CM
2020-03-19,CM,1044,42,751,180,243,0,118,19,ES,ES_CM
2020-03-20,CM,1423,84,998,208,379,42,247,28,ES,ES_CM
2020-03-21,CM,1819,112,1126,249,396,28,128,41,ES,ES_CM
2020-03-22,CM,2078,145,1410,266,259,33,284,17,ES,ES_CM
2020-03-23,CM,2465,216,1751,306,387,71,341,40,ES,ES_CM
2020-03-24,CM,2780,263,1980,334,315,47,229,28,ES,ES_CM
2020-03-25,CM,3383,316,2266,351,603,53,286,17,ES,ES_CM
2020-03-26,CM,3934,367,2673,367,551,51,407,16,ES,ES_CM
2020-03-27,CM,4512,448,3106,383,578,81,433,16,ES,ES_CM
2020-03-28,CM,5246,539,3430,393,734,91,324,10,ES,ES_CM
2020-03-29,CM,5858,622,3698,403,612,83,268,10,ES,ES_CM
2020-03-30,CM,6424,708,4187,408,566,86,489,5,ES,ES_CM
2020-03-31,CM,7047,774,4590,417,623,66,403,9,ES,ES_CM
2020-04-01,CM,7682,854,4982,424,635,80,392,7,ES,ES_CM
2020-04-02,CM,8523,916,5306,431,841,62,324,7,ES,ES_CM
2020-04-03,CM,9324,989,5556,437,801,73,250,6,ES,ES_CM
2020-04-04,CM,10031,1055,5774,441,707,66,218,4,ES,ES_CM
2020-04-05,CM,10602,1132,5967,445,571,77,193,4,ES,ES_CM
2020-04-06,CM,11077,1177,6203,451,475,45,236,6,ES,ES_CM
2020-04-07,CM,11788,1255,6449,454,711,78,246,3,ES,ES_CM
2020-04-08,CM,12489,1322,6622,460,701,67,173,6,ES,ES_CM
2020-04-09,CM,13063,1431,6803,466,574,109,181,6,ES,ES_CM
2020-04-10,CM,13456,1483,6907,470,393,52,104,4,ES,ES_CM
2020-04-11,CM,13698,1543,7040,473,242,60,133,3,ES,ES_CM
2020-04-12,CM,14054,1626,7782,475,356,83,742,2,ES,ES_CM
2020-04-13,CM,14329,1714,7830,486,275,88,48,11,ES,ES_CM
2020-04-14,CM,14680,1755,7896,495,351,41,66,9,ES,ES_CM
2020-04-15,CM,15151,1796,7987,503,471,41,91,8,ES,ES_CM
2020-04-16,CM,15997,1852,8018,511,846,56,31,8,ES,ES_CM
2020-04-17,CM,16349,1913,8093,514,352,61,75,3,ES,ES_CM
2020-04-18,CM,14588,1963,8137,518,-1761,50,44,4,ES,ES_CM
2020-04-19,CM,14725,2021,8173,531,137,58,36,13,ES,ES_CM
2020-04-20,CM,14936,2075,8199,534,211,54,26,3,ES,ES_CM
2020-04-21,CM,15053,2140,8243,537,117,65,44,3,ES,ES_CM
2020-04-22,CM,15128,2188,8304,546,75,48,61,9,ES,ES_CM
2020-04-23,CM,15365,2255,8342,553,237,67,38,7,ES,ES_CM
2020-04-24,CM,15509,2292,8385,559,144,37,43,6,ES,ES_CM
2020-04-25,CM,15609,2330,8417,565,100,38,32,6,ES,ES_CM
2020-04-26,CM,15664,2365,8444,579,55,35,27,14,ES,ES_CM
2020-04-27,CM,15706,2396,8464,584,42,31,20,5,ES,ES_CM
2020-04-28,CM,15785,2436,8523,588,79,40,59,4,ES,ES_CM
2020-04-29,CM,15832,2463,8567,592,47,27,44,4,ES,ES_CM
2020-04-30,CM,15910,2498,8618,596,78,35,51,4,ES,ES_CM
2020-05-01,CM,15967,2534,8645,601,57,36,27,5,ES,ES_CM
2020-05-02,CM,16017,2565,8676,604,50,31,31,3,ES,ES_CM
2020-05-03,CM,16050,2590,8698,606,33,25,22,2,ES,ES_CM
2020-05-04,CM,16080,2616,8725,609,30,26,27,3,ES,ES_CM
2020-05-05,CM,16144,2647,8765,612,64,31,40,3,ES,ES_CM
2020-05-06,CM,16184,2677,8796,613,40,30,31,1,ES,ES_CM
2020-05-07,CM,16237,2713,8828,617,53,36,32,4,ES,ES_CM
2020-05-08,CM,16278,2738,8867,621,41,25,39,4,ES,ES_CM
2020-05-09,CM,16343,2759,8895,623,65,21,28,2,ES,ES_CM
2020-05-10,CM,16387,2786,8918,624,44,27,23,1,ES,ES_CM
2020-05-11,CM,16431,2811,8940,629,44,25,22,5,ES,ES_CM
2020-05-12,CM,16453,2835,8963,632,22,24,23,3,ES,ES_CM
2020-05-13,CM,16470,2852,8980,634,17,17,17,2,ES,ES_CM
2020-05-14,CM,16513,2870,9001,635,43,18,21,1,ES,ES_CM
2020-05-15,CM,16587,2883,9027,636,74,13,26,1,ES,ES_CM
2020-05-16,CM,16618,2893,9054,637,31,10,27,1,ES,ES_CM
2020-05-17,CM,16648,2898,9066,637,30,5,12,0,ES,ES_CM
2020-05-18,CM,16677,2900,9082,638,29,2,16,1,ES,ES_CM
2020-05-19,CM,16739,2913,9122,639,62,13,40,1,ES,ES_CM
2020-05-20,CM,16789,2919,9138,639,50,6,16,0,ES,ES_CM
2020-02-20,CN,1,,,,,,,,ES,ES_CN
2020-02-21,CN,1,,,,0,,,,ES,ES_CN
2020-02-22,CN,1,,,,0,,,,ES,ES_CN
2020-02-23,CN,1,,,,0,,,,ES,ES_CN
2020-02-24,CN,2,,,,1,,,,ES,ES_CN
2020-02-25,CN,5,,,,3,,,,ES,ES_CN
2020-02-26,CN,6,,,,1,,,,ES,ES_CN
2020-02-27,CN,6,,,,0,,,,ES,ES_CN
2020-02-28,CN,6,,,,0,,,,ES,ES_CN
2020-02-29,CN,7,,,,1,,,,ES,ES_CN
2020-03-01,CN,7,,,,0,,,,ES,ES_CN
2020-03-02,CN,7,,,,0,,,,ES,ES_CN
2020-03-03,CN,7,,,,0,,,,ES,ES_CN
2020-03-04,CN,8,,,,1,,,,ES,ES_CN
2020-03-05,CN,11,,,,3,,,,ES,ES_CN
2020-03-06,CN,11,,,,0,,,,ES,ES_CN
2020-03-07,CN,17,,,,6,,,,ES,ES_CN
2020-03-08,CN,22,0,,0,5,,,,ES,ES_CN
2020-03-09,CN,25,0,,1,3,0,,1,ES,ES_CN
2020-03-10,CN,37,0,10,1,12,0,,0,ES,ES_CN
2020-03-11,CN,51,0,15,3,14,0,5,2,ES,ES_CN
2020-03-12,CN,70,0,15,3,19,0,0,0,ES,ES_CN
2020-03-13,CN,90,1,15,6,20,1,0,3,ES,ES_CN
2020-03-14,CN,109,1,15,6,19,0,0,0,ES,ES_CN
2020-03-15,CN,119,1,40,9,10,0,25,3,ES,ES_CN
2020-03-16,CN,148,2,56,13,29,1,16,4,ES,ES_CN
2020-03-17,CN,181,3,73,17,33,1,17,4,ES,ES_CN
2020-03-18,CN,220,3,82,23,39,0,9,6,ES,ES_CN
2020-03-19,CN,287,4,115,25,67,1,33,2,ES,ES_CN
2020-03-20,CN,348,7,139,29,61,3,24,4,ES,ES_CN
2020-03-21,CN,414,9,150,32,66,2,11,3,ES,ES_CN
2020-03-22,CN,481,11,172,32,67,2,22,0,ES,ES_CN
2020-03-23,CN,557,16,207,36,76,5,35,4,ES,ES_CN
2020-03-24,CN,657,21,235,43,100,5,28,7,ES,ES_CN
2020-03-25,CN,784,24,279,45,127,3,44,2,ES,ES_CN
2020-03-26,CN,878,27,328,61,94,3,49,16,ES,ES_CN
2020-03-27,CN,1025,36,377,68,147,9,49,7,ES,ES_CN
2020-03-28,CN,1125,39,425,78,100,3,48,10,ES,ES_CN
2020-03-29,CN,1204,40,444,84,79,1,19,6,ES,ES_CN
2020-03-30,CN,1262,55,483,94,58,15,39,10,ES,ES_CN
2020-03-31,CN,1380,62,532,110,118,7,49,16,ES,ES_CN
2020-04-01,CN,1444,68,566,113,64,6,34,3,ES,ES_CN
2020-04-02,CN,1490,73,605,120,46,5,39,7,ES,ES_CN
2020-04-03,CN,1564,78,632,128,74,5,27,8,ES,ES_CN
2020-04-04,CN,1622,80,644,129,58,2,12,1,ES,ES_CN
2020-04-05,CN,1649,85,651,133,27,5,7,4,ES,ES_CN
2020-04-06,CN,1725,89,689,137,76,4,38,4,ES,ES_CN
2020-04-07,CN,1762,91,703,138,37,2,14,1,ES,ES_CN
2020-04-08,CN,1834,92,730,140,72,1,27,2,ES,ES_CN
2020-04-09,CN,1858,94,738,141,24,2,8,1,ES,ES_CN
2020-04-10,CN,1887,95,745,144,29,1,7,3,ES,ES_CN
2020-04-11,CN,1918,95,758,144,31,0,13,0,ES,ES_CN
2020-04-12,CN,1944,96,763,145,26,1,5,1,ES,ES_CN
2020-04-13,CN,1958,102,771,147,14,6,8,2,ES,ES_CN
2020-04-14,CN,1975,104,781,152,17,2,10,5,ES,ES_CN
2020-04-15,CN,1988,107,802,156,13,3,21,4,ES,ES_CN
2020-04-16,CN,2009,111,811,159,21,4,9,3,ES,ES_CN
2020-04-17,CN,2035,115,822,160,26,4,11,1,ES,ES_CN
2020-04-18,CN,2047,119,825,162,12,4,3,2,ES,ES_CN
2020-04-19,CN,2067,119,826,163,20,0,1,1,ES,ES_CN
2020-04-20,CN,2085,120,837,164,18,1,11,1,ES,ES_CN
2020-04-21,CN,2094,121,841,164,9,1,4,0,ES,ES_CN
2020-04-22,CN,2113,121,855,169,19,0,14,5,ES,ES_CN
2020-04-23,CN,2140,128,868,169,27,7,13,0,ES,ES_CN
2020-04-24,CN,2155,130,878,171,15,2,10,2,ES,ES_CN
2020-04-25,CN,2167,131,880,171,12,1,2,0,ES,ES_CN
2020-04-26,CN,2178,131,881,171,11,0,1,0,ES,ES_CN
2020-04-27,CN,2187,133,900,174,9,2,19,3,ES,ES_CN
2020-04-28,CN,2202,134,906,175,15,1,6,1,ES,ES_CN
2020-04-29,CN,2205,135,909,175,3,1,3,0,ES,ES_CN
2020-04-30,CN,2206,136,914,175,1,1,5,0,ES,ES_CN
2020-05-01,CN,2212,140,918,175,6,4,4,0,ES,ES_CN
2020-05-02,CN,2221,140,919,175,9,0,1,0,ES,ES_CN
2020-05-03,CN,2225,141,919,175,4,1,0,0,ES,ES_CN
2020-05-04,CN,2231,142,920,176,6,1,1,1,ES,ES_CN
2020-05-05,CN,2231,143,920,176,0,1,0,0,ES,ES_CN
2020-05-06,CN,2235,144,921,176,4,1,1,0,ES,ES_CN
2020-05-07,CN,2240,148,927,176,5,4,6,0,ES,ES_CN
2020-05-08,CN,2250,148,935,178,10,0,8,2,ES,ES_CN
2020-05-09,CN,2258,148,935,178,8,0,0,0,ES,ES_CN
2020-05-10,CN,2260,149,936,178,2,1,1,0,ES,ES_CN
2020-05-11,CN,2268,151,937,178,8,2,1,0,ES,ES_CN
2020-05-12,CN,2271,151,937,178,3,0,0,0,ES,ES_CN
2020-05-13,CN,2275,151,937,178,4,0,0,0,ES,ES_CN
2020-05-14,CN,2280,151,938,178,5,0,1,0,ES,ES_CN
2020-05-15,CN,2284,151,939,178,4,0,1,0,ES,ES_CN
2020-05-16,CN,2289,151,939,178,5,0,0,0,ES,ES_CN
2020-05-17,CN,2294,153,942,178,5,2,3,0,ES,ES_CN
2020-05-18,CN,2294,155,942,178,0,2,0,0,ES,ES_CN
2020-05-19,CN,2300,155,943,179,6,0,1,1,ES,ES_CN
2020-05-20,CN,2307,155,944,179,7,0,1,0,ES,ES_CN
2020-02-20,CT,0,,,,,,,,ES,ES_CT
2020-02-21,CT,0,,,,0,,,,ES,ES_CT
2020-02-22,CT,0,,,,0,,,,ES,ES_CT
2020-02-23,CT,0,,,,0,,,,ES,ES_CT
2020-02-24,CT,0,,,,0,,,,ES,ES_CT
2020-02-25,CT,1,,,,1,,,,ES,ES_CT
2020-02-26,CT,2,,,,1,,,,ES,ES_CT
2020-02-27,CT,3,,,,1,,,,ES,ES_CT
2020-02-28,CT,5,,,,2,,,,ES,ES_CT
2020-02-29,CT,6,,,,1,,,,ES,ES_CT
2020-03-01,CT,15,,,,9,,,,ES,ES_CT
2020-03-02,CT,15,,,,0,,,,ES,ES_CT
2020-03-03,CT,15,,,,0,,,,ES,ES_CT
2020-03-04,CT,24,,,,9,,,,ES,ES_CT
2020-03-05,CT,24,,,,0,,,,ES,ES_CT
2020-03-06,CT,24,,,,0,,,,ES,ES_CT
2020-03-07,CT,49,,,,25,,,,ES,ES_CT
2020-03-08,CT,59,2,16,5,10,,,,ES,ES_CT
2020-03-09,CT,82,2,31,7,23,0,15,2,ES,ES_CT
2020-03-10,CT,123,3,50,8,41,1,19,1,ES,ES_CT
2020-03-11,CT,202,6,74,16,79,3,24,8,ES,ES_CT
2020-03-12,CT,349,9,137,22,147,3,63,6,ES,ES_CT
2020-03-13,CT,558,13,200,29,209,4,63,7,ES,ES_CT
2020-03-14,CT,742,15,287,40,184,2,87,11,ES,ES_CT
2020-03-15,CT,1017,20,375,52,275,5,88,12,ES,ES_CT
2020-03-16,CT,1414,23,525,73,397,3,150,21,ES,ES_CT
2020-03-17,CT,1866,33,679,101,452,10,154,28,ES,ES_CT
2020-03-18,CT,2702,53,825,118,836,20,146,17,ES,ES_CT
2020-03-19,CT,3270,93,994,175,568,40,169,57,ES,ES_CT
2020-03-20,CT,4203,143,1681,271,933,50,687,96,ES,ES_CT
2020-03-21,CT,5046,182,1917,290,843,39,236,19,ES,ES_CT
2020-03-22,CT,5747,199,2158,308,701,17,241,18,ES,ES_CT
2020-03-23,CT,7864,293,3209,471,2117,94,1051,163,ES,ES_CT
2020-03-24,CT,9937,385,4349,713,2073,92,1140,242,ES,ES_CT
2020-03-25,CT,11592,501,5371,764,1655,116,1022,51,ES,ES_CT
2020-03-26,CT,12940,685,6714,972,1348,184,1343,208,ES,ES_CT
2020-03-27,CT,14263,827,7954,1036,1323,142,1240,64,ES,ES_CT
2020-03-28,CT,15025,904,8447,1080,762,77,493,44,ES,ES_CT
2020-03-29,CT,16104,983,9126,1150,1079,79,679,70,ES,ES_CT
2020-03-30,CT,18520,1216,9925,1218,2416,233,799,68,ES,ES_CT
2020-03-31,CT,19991,1458,11446,1345,1471,242,1521,127,ES,ES_CT
2020-04-01,CT,21804,1629,12398,1415,1813,171,952,70,ES,ES_CT
2020-04-02,CT,23460,1784,13101,1482,1656,155,703,67,ES,ES_CT
2020-04-03,CT,24734,1928,14251,1569,1274,144,1150,87,ES,ES_CT
2020-04-04,CT,26032,2053,14798,1653,1298,125,547,84,ES,ES_CT
2020-04-05,CT,26824,2167,15258,1685,792,114,460,32,ES,ES_CT
2020-04-06,CT,28323,2329,15643,1740,1499,162,385,55,ES,ES_CT
2020-04-07,CT,29647,2462,16235,1829,1324,133,592,89,ES,ES_CT
2020-04-08,CT,31043,2667,16970,1946,1396,205,735,117,ES,ES_CT
2020-04-09,CT,31824,2787,17780,1966,781,120,810,20,ES,ES_CT
2020-04-10,CT,32984,2877,18194,1989,1160,90,414,23,ES,ES_CT
2020-04-11,CT,34027,2975,18772,2018,1043,98,578,29,ES,ES_CT
2020-04-12,CT,34726,3105,18963,2084,699,130,191,66,ES,ES_CT
2020-04-13,CT,35197,3201,19224,2102,471,96,261,18,ES,ES_CT
2020-04-14,CT,36505,3453,20264,2189,1308,252,1040,87,ES,ES_CT
2020-04-15,CT,37354,3618,20553,2252,849,165,289,63,ES,ES_CT
2020-04-16,CT,38316,3752,21242,2305,962,134,689,53,ES,ES_CT
2020-04-17,CT,39943,3879,22013,2349,1627,127,771,44,ES,ES_CT
2020-04-18,CT,40448,3933,22235,2395,505,54,222,46,ES,ES_CT
2020-04-19,CT,41676,4009,22375,2409,1228,76,140,14,ES,ES_CT
2020-04-20,CT,43112,4152,22796,2437,1436,143,421,28,ES,ES_CT
2020-04-21,CT,43802,4247,23295,2460,690,95,499,23,ES,ES_CT
2020-04-22,CT,44892,4343,23647,2478,1090,96,352,18,ES,ES_CT
