date,subregion1_code,total_confirmed,total_deceased,total_hospitalized,total_intensive_care,new_confirmed,new_deceased,new_hospitalized,new_intensive_care,country_code,key
2020-03-29,RI,1733,71,517,43,104,3,20,0,ES,ES_RI
2020-03-30,RI,1810,85,575,51,77,14,58,8,ES,ES_RI
2020-03-31,RI,1960,90,619,54,150,5,44,3,ES,ES_RI
2020-04-01,RI,2083,101,660,57,123,11,41,3,ES,ES_RI
2020-04-02,RI,2224,109,738,64,141,8,78,7,ES,ES_RI
2020-04-03,RI,2405,128,805,64,181,19,67,0,ES,ES_RI
2020-04-04,RI,2592,134,855,66,187,6,50,2,ES,ES_RI
2020-04-05,RI,2719,141,888,66,127,7,33,0,ES,ES_RI
2020-04-06,RI,2846,160,918,66,127,19,30,0,ES,ES_RI
2020-04-07,RI,2951,177,955,68,105,17,37,2,ES,ES_RI
2020-04-08,RI,3026,182,997,69,75,5,42,1,ES,ES_RI
2020-04-09,RI,3076,196,1047,71,50,14,50,2,ES,ES_RI
2020-04-10,RI,3223,207,1082,73,147,11,35,2,ES,ES_RI
2020-04-11,RI,3279,219,1122,73,56,12,40,0,ES,ES_RI
2020-04-12,RI,3358,223,1141,73,79,4,19,0,ES,ES_RI
2020-04-13,RI,3420,234,1152,74,62,11,11,1,ES,ES_RI
2020-04-14,RI,3457,246,1182,75,37,12,30,1,ES,ES_RI
2020-04-15,RI,3539,257,1207,75,82,11,25,0,ES,ES_RI
2020-04-16,RI,3547,262,1226,76,8,5,19,1,ES,ES_RI
2020-04-17,RI,3583,272,1249,78,36,10,23,2,ES,ES_RI
2020-04-18,RI,3636,277,1268,79,53,5,19,1,ES,ES_RI
2020-04-19,RI,3664,285,1282,79,28,8,14,0,ES,ES_RI
2020-04-20,RI,3684,294,1297,81,20,9,15,2,ES,ES_RI
2020-04-21,RI,3704,298,1318,81,20,4,21,0,ES,ES_RI
2020-04-22,RI,3741,303,1331,82,37,5,13,1,ES,ES_RI
2020-04-23,RI,3790,307,1344,82,49,4,13,0,ES,ES_RI
2020-04-24,RI,3821,311,1360,83,31,4,16,1,ES,ES_RI
2020-04-25,RI,3861,315,1380,84,40,4,20,1,ES,ES_RI
2020-04-26,RI,3892,320,1392,85,31,5,12,1,ES,ES_RI
2020-04-27,RI,3897,326,1400,87,5,6,8,2,ES,ES_RI
2020-04-28,RI,3910,330,1413,87,13,4,13,0,ES,ES_RI
2020-04-29,RI,3918,332,1424,88,8,2,11,1,ES,ES_RI
2020-04-30,RI,3936,333,1433,88,18,1,9,0,ES,ES_RI
2020-05-01,RI,3947,334,1439,88,11,1,6,0,ES,ES_RI
2020-05-02,RI,3952,335,1446,88,5,1,7,0,ES,ES_RI
2020-05-03,RI,3961,335,1449,88,9,0,3,0,ES,ES_RI
2020-05-04,RI,3967,336,1452,90,6,1,3,2,ES,ES_RI
2020-05-05,RI,3980,337,1458,91,13,1,6,1,ES,ES_RI
2020-05-06,RI,3986,338,1463,91,6,1,5,0,ES,ES_RI
2020-05-07,RI,3992,342,1469,91,6,4,6,0,ES,ES_RI
2020-05-08,RI,4000,344,1473,91,8,2,4,0,ES,ES_RI
2020-05-09,RI,4008,346,1474,91,8,2,1,0,ES,ES_RI
2020-05-10,RI,4008,346,1475,91,0,0,1,0,ES,ES_RI
2020-05-11,RI,4008,347,1478,91,0,1,3,0,ES,ES_RI
2020-05-12,RI,4009,348,1481,91,1,1,3,0,ES,ES_RI
2020-05-13,RI,4014,348,1484,91,5,0,3,0,ES,ES_RI
2020-05-14,RI,4016,348,1488,91,2,0,4,0,ES,ES_RI
2020-05-15,RI,4020,348,1490,91,4,0,2,0,ES,ES_RI
2020-05-16,RI,4024,349,1496,91,4,1,6,0,ES,ES_RI
2020-05-17,RI,4024,351,1496,91,0,2,0,0,ES,ES_RI
2020-05-18,RI,4027,352,1498,91,3,1,2,0,ES,ES_RI
2020-05-19,RI,4033,353,1499,91,6,1,1,0,ES,ES_RI
2020-05-20,RI,4033,354,1504,91,0,1,5,0,ES,ES_RI
2020-02-20,VC,0,,26,0,,,,,ES,ES_VC
2020-02-21,VC,0,,30,1,0,,4,1,ES,ES_VC
2020-02-22,VC,0,,33,1,0,,3,0,ES,ES_VC
2020-02-23,VC,0,,38,2,0,,5,1,ES,ES_VC
2020-02-24,VC,0,,49,2,0,,11,0,ES,ES_VC
2020-02-25,VC,1,,58,2,1,,9,0,ES,ES_VC
2020-02-26,VC,2,,63,3,1,,5,1,ES,ES_VC
2020-02-27,VC,8,,73,3,6,,10,0,ES,ES_VC
2020-02-28,VC,10,,78,3,2,,5,0,ES,ES_VC
2020-02-29,VC,15,,85,3,5,,7,0,ES,ES_VC
2020-03-01,VC,15,,88,3,0,,3,0,ES,ES_VC
2020-03-02,VC,15,,93,3,0,,5,0,ES,ES_VC
2020-03-03,VC,19,,105,5,4,,12,2,ES,ES_VC
2020-03-04,VC,19,,117,6,0,,12,1,ES,ES_VC
2020-03-05,VC,30,,130,8,11,,13,2,ES,ES_VC
2020-03-06,VC,30,,138,8,0,,8,0,ES,ES_VC
2020-03-07,VC,37,,146,9,7,,8,1,ES,ES_VC
2020-03-08,VC,37,1,153,9,0,,7,0,ES,ES_VC
2020-03-09,VC,50,1,171,10,13,0,18,1,ES,ES_VC
2020-03-10,VC,65,1,200,12,15,0,29,2,ES,ES_VC
2020-03-11,VC,76,1,232,15,11,0,32,3,ES,ES_VC
2020-03-12,VC,94,1,271,22,18,0,39,7,ES,ES_VC
2020-03-13,VC,130,4,307,29,36,3,36,7,ES,ES_VC
2020-03-14,VC,409,5,339,37,279,1,32,8,ES,ES_VC
2020-03-15,VC,409,5,390,47,0,0,51,10,ES,ES_VC
2020-03-16,VC,541,13,456,52,132,8,66,5,ES,ES_VC
2020-03-17,VC,726,22,530,65,185,9,74,13,ES,ES_VC
2020-03-18,VC,921,24,647,85,195,2,117,20,ES,ES_VC
2020-03-19,VC,1105,33,777,101,184,9,130,16,ES,ES_VC
2020-03-20,VC,1363,50,947,129,258,17,170,28,ES,ES_VC
2020-03-21,VC,1604,69,1136,152,241,19,189,23,ES,ES_VC
2020-03-22,VC,1901,94,1311,181,297,25,175,29,ES,ES_VC
2020-03-23,VC,2167,115,1562,222,266,21,251,41,ES,ES_VC
2020-03-24,VC,2616,143,1842,255,449,28,280,33,ES,ES_VC
2020-03-25,VC,3200,167,2097,289,584,24,255,34,ES,ES_VC
2020-03-26,VC,3532,198,2357,325,332,31,260,36,ES,ES_VC
2020-03-27,VC,4034,234,2606,348,502,36,249,23,ES,ES_VC
2020-03-28,VC,4784,267,2773,375,750,33,167,27,ES,ES_VC
2020-03-29,VC,5110,310,2914,393,326,43,141,18,ES,ES_VC
2020-03-30,VC,5508,339,3111,416,398,29,197,23,ES,ES_VC
2020-03-31,VC,5922,395,3253,434,414,56,142,18,ES,ES_VC
2020-04-01,VC,6308,443,3389,449,386,48,136,15,ES,ES_VC
2020-04-02,VC,6624,511,3492,460,316,68,103,11,ES,ES_VC
2020-04-03,VC,6901,571,3560,470,277,60,68,10,ES,ES_VC
2020-04-04,VC,7184,613,3620,478,283,42,60,8,ES,ES_VC
2020-04-05,VC,7334,637,3668,487,150,24,48,9,ES,ES_VC
2020-04-06,VC,7443,672,3698,492,109,35,30,5,ES,ES_VC
2020-04-07,VC,7655,724,3713,496,212,52,15,4,ES,ES_VC
2020-04-08,VC,7964,767,3815,541,309,43,102,45,ES,ES_VC
2020-04-09,VC,8331,796,3987,561,367,29,172,20,ES,ES_VC
2020-04-10,VC,8578,818,4132,565,247,22,145,4,ES,ES_VC
2020-04-11,VC,8841,838,4149,567,263,20,17,2,ES,ES_VC
2020-04-12,VC,9060,876,4269,576,219,38,120,9,ES,ES_VC
2020-04-13,VC,9213,907,4397,581,153,31,128,5,ES,ES_VC
2020-04-14,VC,9424,945,4465,588,211,38,68,7,ES,ES_VC
2020-04-15,VC,9615,972,4524,625,191,27,59,37,ES,ES_VC
2020-04-16,VC,9486,999,4605,632,-129,27,81,7,ES,ES_VC
2020-04-17,VC,9584,1042,4708,636,98,43,103,4,ES,ES_VC
2020-04-18,VC,9657,1065,4781,643,73,23,73,7,ES,ES_VC
2020-04-19,VC,9708,1079,4827,646,51,14,46,3,ES,ES_VC
2020-04-20,VC,9750,1089,4866,648,42,10,39,2,ES,ES_VC
2020-04-21,VC,9825,1106,4896,649,75,17,30,1,ES,ES_VC
2020-04-22,VC,9869,1124,4917,650,44,18,21,1,ES,ES_VC
2020-04-23,VC,9939,1147,4945,651,70,23,28,1,ES,ES_VC
2020-04-24,VC,10066,1172,4978,653,127,25,33,2,ES,ES_VC
2020-04-25,VC,10160,1186,5013,654,94,14,35,1,ES,ES_VC
2020-04-26,VC,10180,1189,5032,656,20,3,19,2,ES,ES_VC
2020-04-27,VC,10204,1200,5046,659,24,11,14,3,ES,ES_VC
2020-04-28,VC,10236,1218,5072,662,32,18,26,3,ES,ES_VC
2020-04-29,VC,10331,1236,5096,663,95,18,24,1,ES,ES_VC
2020-04-30,VC,10347,1245,5126,694,16,9,30,31,ES,ES_VC
2020-05-01,VC,10552,1258,5153,695,205,13,27,1,ES,ES_VC
2020-05-02,VC,10563,1264,5181,698,11,6,28,3,ES,ES_VC
2020-05-03,VC,10575,1269,5204,700,12,5,23,2,ES,ES_VC
2020-05-04,VC,10617,1279,5214,701,42,10,10,1,ES,ES_VC
2020-05-05,VC,10659,1291,5225,701,42,12,11,0,ES,ES_VC
2020-05-06,VC,10694,1303,5252,704,35,12,27,3,ES,ES_VC
2020-05-07,VC,10725,1309,5287,706,31,6,35,2,ES,ES_VC
2020-05-08,VC,10760,1315,5317,709,35,6,30,3,ES,ES_VC
2020-05-09,VC,10770,1323,5354,716,10,8,37,7,ES,ES_VC
2020-05-10,VC,10776,1330,5355,716,6,7,1,0,ES,ES_VC
2020-05-11,VC,10793,1336,5360,717,17,6,5,1,ES,ES_VC
2020-05-12,VC,10816,1341,5370,717,23,5,10,0,ES,ES_VC
2020-05-13,VC,10832,1349,5389,717,16,8,19,0,ES,ES_VC
2020-05-14,VC,10859,1358,5415,721,27,9,26,4,ES,ES_VC
2020-05-15,VC,10885,1365,5435,722,26,7,20,1,ES,ES_VC
2020-05-16,VC,10914,1366,5454,723,29,1,19,1,ES,ES_VC
2020-05-17,VC,10926,1370,5469,725,12,4,15,2,ES,ES_VC
2020-05-18,VC,10927,1376,5738,727,1,6,269,2,ES,ES_VC
2020-05-19,VC,10949,1378,5742,727,22,2,4,0,ES,ES_VC
2020-05-20,VC,10987,1383,5747,730,38,5,5,3,ES,ES_VC
