date,total_confirmed,total_recovered,total_deceased,key,new_confirmed,new_recovered,new_deceased
2020-05-13,14,14,0,CZ_20_20C,0,0,0
2020-05-14,14,14,0,CZ_20_20C,0,0,0
2020-05-15,14,14,0,CZ_20_20C,0,0,0
2020-05-16,14,14,0,CZ_20_20C,0,0,0
2020-05-17,14,14,0,CZ_20_20C,0,0,0
2020-05-18,14,14,0,CZ_20_20C,0,0,0
2020-05-19,14,14,0,CZ_20_20C,0,0,0
2020-05-20,14,14,0,CZ_20_20C,0,0,0
2020-05-21,14,14,0,CZ_20_20C,0,0,0
2020-05-22,14,14,0,CZ_20_20C,0,0,0
2020-05-23,15,14,0,CZ_20_20C,1,0,0
2020-05-24,15,14,0,CZ_20_20C,0,0,0
2020-05-25,15,14,0,CZ_20_20C,0,0,0
2020-05-26,15,14,0,CZ_20_20C,0,0,0
2020-05-27,15,14,0,CZ_20_20C,0,0,0
2020-05-28,15,14,0,CZ_20_20C,0,0,0
2020-05-29,15,14,0,CZ_20_20C,0,0,0
2020-05-30,15,14,0,CZ_20_20C,0,0,0
2020-05-31,15,14,0,CZ_20_20C,0,0,0
2020-06-01,15,14,0,CZ_20_20C,0,0,0
2020-06-02,15,14,0,CZ_20_20C,0,0,0
2020-06-03,15,14,0,CZ_20_20C,0,0,0
2020-06-04,15,14,0,CZ_20_20C,0,0,0
2020-06-05,15,14,0,CZ_20_20C,0,0,0
2020-06-06,15,14,0,CZ_20_20C,0,0,0
2020-06-07,15,14,0,CZ_20_20C,0,0,0
2020-06-08,16,14,0,CZ_20_20C,1,0,0
2020-06-09,16,14,0,CZ_20_20C,0,0,0
2020-06-10,16,14,0,CZ_20_20C,0,0,0
2020-06-11,16,14,0,CZ_20_20C,0,0,0
2020-06-12,17,14,0,CZ_20_20C,1,0,0
2020-06-13,17,14,0,CZ_20_20C,0,0,0
2020-06-14,21,14,0,CZ_20_20C,4,0,0
2020-06-15,21,14,0,CZ_20_20C,0,0,0
2020-06-16,21,14,0,CZ_20_20C,0,0,0
2020-06-17,21,14,0,CZ_20_20C,0,0,0
2020-06-18,21,14,0,CZ_20_20C,0,0,0
2020-06-19,21,15,0,CZ_20_20C,0,1,0
2020-06-20,21,15,0,CZ_20_20C,0,0,0
2020-06-21,22,15,0,CZ_20_20C,1,0,0
2020-03-01,0,0,0,CZ_31_311,,,
2020-03-02,0,0,0,CZ_31_311,0,0,0
2020-03-03,0,0,0,CZ_31_311,0,0,0
2020-03-04,0,0,0,CZ_31_311,0,0,0
2020-03-05,0,0,0,CZ_31_311,0,0,0
2020-03-06,0,0,0,CZ_31_311,0,0,0
2020-03-07,0,0,0,CZ_31_311,0,0,0
2020-03-08,0,0,0,CZ_31_311,0,0,0
2020-03-09,0,0,0,CZ_31_311,0,0,0
2020-03-10,0,0,0,CZ_31_311,0,0,0
2020-03-11,0,0,0,CZ_31_311,0,0,0
2020-03-12,0,0,0,CZ_31_311,0,0,0
2020-03-13,1,0,0,CZ_31_311,1,0,0
2020-03-14,1,0,0,CZ_31_311,0,0,0
2020-03-15,1,0,0,CZ_31_311,0,0,0
2020-03-16,1,0,0,CZ_31_311,0,0,0
2020-03-17,4,0,0,CZ_31_311,3,0,0
2020-03-18,4,0,0,CZ_31_311,0,0,0
2020-03-19,4,0,0,CZ_31_311,0,0,0
2020-03-20,5,0,0,CZ_31_311,1,0,0
2020-03-21,6,0,0,CZ_31_311,1,0,0
2020-03-22,6,0,0,CZ_31_311,0,0,0
2020-03-23,7,0,0,CZ_31_311,1,0,0
2020-03-24,10,0,0,CZ_31_311,3,0,0
2020-03-25,12,0,0,CZ_31_311,2,0,0
2020-03-26,13,0,0,CZ_31_311,1,0,0
2020-03-27,13,0,0,CZ_31_311,0,0,0
2020-03-28,15,0,0,CZ_31_311,2,0,0
2020-03-29,15,0,0,CZ_31_311,0,0,0
2020-03-30,16,0,0,CZ_31_311,1,0,0
2020-03-31,17,0,0,CZ_31_311,1,0,0
2020-04-01,17,0,0,CZ_31_311,0,0,0
2020-04-02,19,0,0,CZ_31_311,2,0,0
2020-04-03,20,0,0,CZ_31_311,1,0,0
2020-04-04,20,0,0,CZ_31_311,0,0,0
2020-04-05,20,1,0,CZ_31_311,0,1,0
2020-04-06,20,1,0,CZ_31_311,0,0,0
2020-04-07,20,1,0,CZ_31_311,0,0,0
2020-04-08,22,1,0,CZ_31_311,2,0,0
2020-04-09,23,2,0,CZ_31_311,1,1,0
2020-04-10,25,3,0,CZ_31_311,2,1,0
2020-04-11,34,3,0,CZ_31_311,9,0,0
2020-04-12,37,3,0,CZ_31_311,3,0,0
2020-04-13,38,4,0,CZ_31_311,1,1,0
2020-04-14,38,7,0,CZ_31_311,0,3,0
2020-04-15,38,8,0,CZ_31_311,0,1,0
2020-04-16,39,9,0,CZ_31_311,1,1,0
2020-04-17,40,11,0,CZ_31_311,1,2,0
2020-04-18,40,11,0,CZ_31_311,0,0,0
2020-04-19,40,11,0,CZ_31_311,0,0,0
2020-04-20,40,11,0,CZ_31_311,0,0,0
2020-04-21,40,13,0,CZ_31_311,0,2,0
2020-04-22,40,14,0,CZ_31_311,0,1,0
2020-04-23,40,16,0,CZ_31_311,0,2,0
2020-04-24,41,17,0,CZ_31_311,1,1,0
2020-04-25,41,18,0,CZ_31_311,0,1,0
2020-04-26,41,19,0,CZ_31_311,0,1,0
2020-04-27,41,20,0,CZ_31_311,0,1,0
2020-04-28,41,22,0,CZ_31_311,0,2,0
2020-04-29,41,22,0,CZ_31_311,0,0,0
2020-04-30,41,22,0,CZ_31_311,0,0,0
2020-05-01,41,24,0,CZ_31_311,0,2,0
2020-05-02,41,24,0,CZ_31_311,0,0,0
2020-05-03,41,25,0,CZ_31_311,0,1,0
2020-05-04,41,26,0,CZ_31_311,0,1,0
2020-05-05,41,27,0,CZ_31_311,0,1,0
2020-05-06,41,29,0,CZ_31_311,0,2,0
2020-05-07,41,29,0,CZ_31_311,0,0,0
2020-05-08,41,31,0,CZ_31_311,0,2,0
2020-05-09,41,33,0,CZ_31_311,0,2,0
2020-05-10,41,33,0,CZ_31_311,0,0,0
2020-05-11,41,33,0,CZ_31_311,0,0,0
2020-05-12,41,33,0,CZ_31_311,0,0,0
2020-05-13,41,37,0,CZ_31_311,0,4,0
2020-05-14,41,37,0,CZ_31_311,0,0,0
2020-05-15,41,37,0,CZ_31_311,0,0,0
2020-05-16,41,38,0,CZ_31_311,0,1,0
2020-05-17,41,38,0,CZ_31_311,0,0,0
2020-05-18,41,38,0,CZ_31_311,0,0,0
2020-05-19,41,38,0,CZ_31_311,0,0,0
2020-05-20,41,40,0,CZ_31_311,0,2,0
2020-05-21,41,41,0,CZ_31_311,0,1,0
2020-05-22,41,41,0,CZ_31_311,0,0,0
2020-05-23,41,41,0,CZ_31_311,0,0,0
2020-05-24,41,41,0,CZ_31_311,0,0,0
2020-05-25,41,41,0,CZ_31_311,0,0,0
2020-05-26,41,41,0,CZ_31_311,0,0,0
2020-05-27,41,41,0,CZ_31_311,0,0,0
2020-05-28,41,41,0,CZ_31_311,0,0,0
2020-05-29,41,41,0,CZ_31_311,0,0,0
2020-05-30,41,41,0,CZ_31_311,0,0,0
2020-05-31,41,41,0,CZ_31_311,0,0,0
2020-06-01,41,41,0,CZ_31_311,0,0,0
2020-06-02,41,41,0,CZ_31_311,0,0,0
2020-06-03,41,41,0,CZ_31_311,0,0,0
2020-06-04,41,41,0,CZ_31_311,0,0,0
2020-06-05,42,41,0,CZ_31_311,1,0,0
2020-06-06,43,41,0,CZ_31_311,1,0,0
2020-06-07,43,41,0,CZ_31_311,0,0,0
2020-06-08,43,41,0,CZ_31_311,0,0,0
2020-06-09,43,41,0,CZ_31_311,0,0,0
2020-06-10,43,41,0,CZ_31_311,0,0,0
2020-06-11,43,41,0,CZ_31_311,0,0,0
2020-06-12,43,41,0,CZ_31_311,0,0,0
2020-06-13,43,41,0,CZ_31_311,0,0,0
2020-06-14,43,41,0,CZ_31_311,0,0,0
2020-06-15,43,41,0,CZ_31_311,0,0,0
2020-06-16,43,41,0,CZ_31_311,0,0,0
2020-06-17,43,41,0,CZ_31_311,0,0,0
2020-06-18,43,41,0,CZ_31_311,0,0,0
2020-06-19,43,41,0,CZ_31_311,0,0,0
2020-06-20,43,42,0,CZ_31_311,0,1,0
2020-06-21,43,42,0,CZ_31_311,0,0,0
2020-03-01,0,0,0,CZ_31_312,,,
2020-03-02,0,0,0,CZ_31_312,0,0,0
2020-03-03,0,0,0,CZ_31_312,0,0,0
2020-03-04,0,0,0,CZ_31_312,0,0,0
2020-03-05,0,0,0,CZ_31_312,0,0,0
2020-03-06,0,0,0,CZ_31_312,0,0,0
2020-03-07,0,0,0,CZ_31_312,0,0,0
2020-03-08,0,0,0,CZ_31_312,0,0,0
2020-03-09,0,0,0,CZ_31_312,0,0,0
2020-03-10,0,0,0,CZ_31_312,0,0,0
2020-03-11,0,0,0,CZ_31_312,0,0,0
2020-03-12,0,0,0,CZ_31_312,0,0,0
2020-03-13,0,0,0,CZ_31_312,0,0,0
2020-03-14,0,0,0,CZ_31_312,0,0,0
2020-03-15,1,0,0,CZ_31_312,1,0,0
2020-03-16,1,0,0,CZ_31_312,0,0,0
2020-03-17,1,0,0,CZ_31_312,0,0,0
2020-03-18,1,0,0,CZ_31_312,0,0,0
2020-03-19,1,0,0,CZ_31_312,0,0,0
2020-03-20,3,0,0,CZ_31_312,2,0,0
2020-03-21,3,0,0,CZ_31_312,0,0,0
2020-03-22,3,0,0,CZ_31_312,0,0,0
2020-03-23,4,0,0,CZ_31_312,1,0,0
2020-03-24,4,0,0,CZ_31_312,0,0,0
2020-03-25,13,0,0,CZ_31_312,9,0,0
2020-03-26,17,0,0,CZ_31_312,4,0,0
2020-03-27,21,0,0,CZ_31_312,4,0,0
2020-03-28,21,0,0,CZ_31_312,0,0,0
2020-03-29,21,0,0,CZ_31_312,0,0,0
2020-03-30,21,0,0,CZ_31_312,0,0,0
2020-03-31,21,0,0,CZ_31_312,0,0,0
2020-04-01,21,0,0,CZ_31_312,0,0,0
2020-04-02,21,0,0,CZ_31_312,0,0,0
2020-04-03,21,0,0,CZ_31_312,0,0,0
2020-04-04,21,0,0,CZ_31_312,0,0,0
2020-04-05,21,0,0,CZ_31_312,0,0,0
2020-04-06,21,0,0,CZ_31_312,0,0,0
2020-04-07,21,0,0,CZ_31_312,0,0,0
2020-04-08,22,1,0,CZ_31_312,1,1,0
2020-04-09,22,4,0,CZ_31_312,0,3,0
2020-04-10,22,4,0,CZ_31_312,0,0,0
2020-04-11,22,5,0,CZ_31_312,0,1,0
2020-04-12,22,5,0,CZ_31_312,0,0,0
2020-04-13,22,6,0,CZ_31_312,0,1,0
2020-04-14,22,8,0,CZ_31_312,0,2,0
2020-04-15,22,9,0,CZ_31_312,0,1,0
2020-04-16,22,12,0,CZ_31_312,0,3,0
2020-04-17,22,14,0,CZ_31_312,0,2,0
2020-04-18,22,14,0,CZ_31_312,0,0,0
2020-04-19,22,14,0,CZ_31_312,0,0,0
2020-04-20,22,15,0,CZ_31_312,0,1,0
2020-04-21,22,16,0,CZ_31_312,0,1,0
2020-04-22,22,18,0,CZ_31_312,0,2,0
2020-04-23,22,18,0,CZ_31_312,0,0,0
2020-04-24,22,18,0,CZ_31_312,0,0,0
2020-04-25,22,20,0,CZ_31_312,0,2,0
2020-04-26,22,20,0,CZ_31_312,0,0,0
2020-04-27,22,20,0,CZ_31_312,0,0,0
2020-04-28,22,20,0,CZ_31_312,0,0,0
2020-04-29,22,20,0,CZ_31_312,0,0,0
2020-04-30,22,21,0,CZ_31_312,0,1,0
2020-05-01,22,21,0,CZ_31_312,0,0,0
2020-05-02,22,21,0,CZ_31_312,0,0,0
2020-05-03,22,21,0,CZ_31_312,0,0,0
2020-05-04,22,21,0,CZ_31_312,0,0,0
2020-05-05,22,21,0,CZ_31_312,0,0,0
2020-05-06,22,21,0,CZ_31_312,0,0,0
2020-05-07,22,22,0,CZ_31_312,0,1,0
2020-05-08,22,22,0,CZ_31_312,0,0,0
2020-05-09,22,22,0,CZ_31_312,0,0,0
2020-05-10,22,22,0,CZ_31_312,0,0,0
2020-05-11,22,22,0,CZ_31_312,0,0,0
2020-05-12,22,22,0,CZ_31_312,0,0,0
2020-05-13,22,22,0,CZ_31_312,0,0,0
2020-05-14,22,22,0,CZ_31_312,0,0,0
2020-05-15,22,22,0,CZ_31_312,0,0,0
2020-05-16,22,22,0,CZ_31_312,0,0,0
2020-05-17,22,22,0,CZ_31_312,0,0,0
2020-05-18,22,22,0,CZ_31_312,0,0,0
2020-05-19,22,22,0,CZ_31_312,0,0,0
2020-05-20,22,22,0,CZ_31_312,0,0,0
2020-05-21,22,22,0,CZ_31_312,0,0,0
2020-05-22,22,22,0,CZ_31_312,0,0,0
2020-05-23,22,22,0,CZ_31_312,0,0,0
2020-05-24,22,22,0,CZ_31_312,0,0,0
2020-05-25,22,22,0,CZ_31_312,0,0,0
2020-05-26,22,22,0,CZ_31_312,0,0,0
2020-05-27,22,22,0,CZ_31_312,0,0,0
2020-05-28,22,22,0,CZ_31_312,0,0,0
2020-05-29,22,22,0,CZ_31_312,0,0,0
2020-05-30,22,22,0,CZ_31_312,0,0,0
2020-05-31,22,22,0,CZ_31_312,0,0,0
2020-06-01,22,22,0,CZ_31_312,0,0,0
2020-06-02,23,22,0,CZ_31_312,1,0,0
2020-06-03,23,22,0,CZ_31_312,0,0,0
2020-06-04,23,22,0,CZ_31_312,0,0,0
2020-06-05,23,22,0,CZ_31_312,0,0,0
2020-06-06,23,22,0,CZ_31_312,0,0,0
2020-06-07,23,22,0,CZ_31_312,0,0,0
2020-06-08,23,22,0,CZ_31_312,0,0,0
2020-06-09,23,22,0,CZ_31_312,0,0,0
2020-06-10,23,22,0,CZ_31_312,0,0,0
2020-06-11,23,23,0,CZ_31_312,0,1,0
2020-06-12,23,23,0,CZ_31_312,0,0,0
2020-06-13,23,23,0,CZ_31_312,0,0,0
2020-06-14,23,23,0,CZ_31_312,0,0,0
2020-06-15,23,23,0,CZ_31_312,0,0,0
2020-06-16,23,23,0,CZ_31_312,0,0,0
2020-06-17,23,23,0,CZ_31_312,0,0,0
2020-06-18,23,23,0,CZ_31_312,0,0,0
2020-06-19,23,23,0,CZ_31_312,0,0,0
2020-06-20,23,23,0,CZ_31_312,0,0,0
2020-06-21,23,23,0,CZ_31_312,0,0,0
2020-03-01,0,0,0,CZ_31_313,,,
2020-03-02,0,0,0,CZ_31_313,0,0,0
2020-03-03,0,0,0,CZ_31_313,0,0,0
2020-03-04,0,0,0,CZ_31_313,0,0,0
2020-03-05,0,0,0,CZ_31_313,0,0,0
2020-03-06,0,0,0,CZ_31_313,0,0,0
2020-03-07,0,0,0,CZ_31_313,0,0,0
2020-03-08,0,0,0,CZ_31_313,0,0,0
2020-03-09,0,0,0,CZ_31_313,0,0,0
2020-03-10,0,0,0,CZ_31_313,0,0,0
2020-03-11,0,0,0,CZ_31_313,0,0,0
2020-03-12,0,0,0,CZ_31_313,0,0,0
2020-03-13,0,0,0,CZ_31_313,0,0,0
2020-03-14,0,0,0,CZ_31_313,0,0,0
2020-03-15,0,0,0,CZ_31_313,0,0,0
2020-03-16,0,0,0,CZ_31_313,0,0,0
2020-03-17,0,0,0,CZ_31_313,0,0,0
2020-03-18,0,0,0,CZ_31_313,0,0,0
2020-03-19,0,0,0,CZ_31_313,0,0,0
2020-03-20,0,0,0,CZ_31_313,0,0,0
2020-03-21,0,0,0,CZ_31_313,0,0,0
2020-03-22,0,0,0,CZ_31_313,0,0,0
2020-03-23,0,0,0,CZ_31_313,0,0,0
2020-03-24,0,0,0,CZ_31_313,0,0,0
2020-03-25,0,0,0,CZ_31_313,0,0,0
2020-03-26,1,0,0,CZ_31_313,1,0,0
2020-03-27,2,0,0,CZ_31_313,1,0,0
2020-03-28,2,0,0,CZ_31_313,0,0,0
2020-03-29,2,0,0,CZ_31_313,0,0,0
2020-03-30,2,0,0,CZ_31_313,0,0,0
2020-03-31,3,0,0,CZ_31_313,1,0,0
2020-04-01,5,0,0,CZ_31_313,2,0,0
2020-04-02,8,0,0,CZ_31_313,3,0,0
2020-04-03,9,0,0,CZ_31_313,1,0,0
2020-04-04,10,0,0,CZ_31_313,1,0,0
2020-04-05,10,0,0,CZ_31_313,0,0,0
2020-04-06,10,0,0,CZ_31_313,0,0,0
2020-04-07,11,0,0,CZ_31_313,1,0,0
2020-04-08,14,0,0,CZ_31_313,3,0,0
2020-04-09,15,1,0,CZ_31_313,1,1,0
2020-04-10,15,1,0,CZ_31_313,0,0,0
2020-04-11,15,1,0,CZ_31_313,0,0,0
2020-04-12,15,1,0,CZ_31_313,0,0,0
2020-04-13,15,1,0,CZ_31_313,0,0,0
2020-04-14,15,2,0,CZ_31_313,0,1,0
2020-04-15,15,3,0,CZ_31_313,0,1,0
2020-04-16,15,6,0,CZ_31_313,0,3,0
2020-04-17,15,8,0,CZ_31_313,0,2,0
2020-04-18,15,8,0,CZ_31_313,0,0,0
2020-04-19,15,8,0,CZ_31_313,0,0,0
2020-04-20,15,9,0,CZ_31_313,0,1,0
2020-04-21,15,12,0,CZ_31_313,0,3,0
2020-04-22,15,13,0,CZ_31_313,0,1,0
2020-04-23,15,15,0,CZ_31_313,0,2,0
2020-04-24,15,15,0,CZ_31_313,0,0,0
2020-04-25,15,15,0,CZ_31_313,0,0,0
2020-04-26,15,15,0,CZ_31_313,0,0,0
2020-04-27,15,15,0,CZ_31_313,0,0,0
2020-04-28,15,15,0,CZ_31_313,0,0,0
2020-04-29,15,15,0,CZ_31_313,0,0,0
2020-04-30,15,15,0,CZ_31_313,0,0,0
2020-05-01,15,15,0,CZ_31_313,0,0,0
2020-05-02,15,15,0,CZ_31_313,0,0,0
2020-05-03,15,15,0,CZ_31_313,0,0,0
2020-05-04,15,15,0,CZ_31_313,0,0,0
2020-05-05,16,15,0,CZ_31_313,1,0,0
2020-05-06,16,15,0,CZ_31_313,0,0,0
2020-05-07,16,15,0,CZ_31_313,0,0,0
2020-05-08,16,15,0,CZ_31_313,0,0,0
2020-05-09,16,15,0,CZ_31_313,0,0,0
2020-05-10,16,15,0,CZ_31_313,0,0,0
2020-05-11,16,15,0,CZ_31_313,0,0,0
2020-05-12,16,15,0,CZ_31_313,0,0,0
2020-05-13,16,15,0,CZ_31_313,0,0,0
2020-05-14,16,15,0,CZ_31_313,0,0,0
2020-05-15,16,15,0,CZ_31_313,0,0,0
2020-05-16,16,15,0,CZ_31_313,0,0,0
2020-05-17,16,15,0,CZ_31_313,0,0,0
2020-05-18,17,15,0,CZ_31_313,1,0,0
2020-05-19,17,15,0,CZ_31_313,0,0,0
2020-05-20,17,15,0,CZ_31_313,0,0,0
2020-05-21,17,15,0,CZ_31_313,0,0,0
2020-05-22,17,15,0,CZ_31_313,0,0,0
2020-05-23,17,15,0,CZ_31_313,0,0,0
2020-05-24,17,15,0,CZ_31_313,0,0,0
2020-05-25,17,15,0,CZ_31_313,0,0,0
2020-05-26,17,16,0,CZ_31_313,0,1,0
2020-05-27,17,16,0,CZ_31_313,0,0,0
2020-05-28,17,16,0,CZ_31_313,0,0,0
2020-05-29,17,16,0,CZ_31_313,0,0,0
2020-05-30,17,16,0,CZ_31_313,0,0,0
2020-05-31,17,16,0,CZ_31_313,0,0,0
2020-06-01,17,17,0,CZ_31_313,0,1,0
2020-06-02,17,17,0,CZ_31_313,0,0,0
2020-06-03,17,17,0,CZ_31_313,0,0,0
2020-06-04,17,17,0,CZ_31_313,0,0,0
2020-06-05,17,17,0,CZ_31_313,0,0,0
2020-06-06,17,17,0,CZ_31_313,0,0,0
2020-06-07,17,17,0,CZ_31_313,0,0,0
2020-06-08,17,17,0,CZ_31_313,0,0,0
2020-06-09,17,17,0,CZ_31_313,0,0,0
2020-06-10,17,17,0,CZ_31_313,0,0,0
2020-06-11,17,17,0,CZ_31_313,0,0,0
2020-06-12,17,17,0,CZ_31_313,0,0,0
2020-06-13,17,17,0,CZ_31_313,0,0,0
2020-06-14,17,17,0,CZ_31_313,0,0,0
2020-06-15,17,17,0,CZ_31_313,0,0,0
2020-06-16,17,17,0,CZ_31_313,0,0,0
2020-06-17,17,17,0,CZ_31_313,0,0,0
2020-06-18,17,17,0,CZ_31_313,0,0,0
2020-06-19,17,17,0,CZ_31_313,0,0,0
2020-06-20,17,17,0,CZ_31_313,0,0,0
2020-06-21,17,17,0,CZ_31_313,0,0,0
2020-03-01,0,0,0,CZ_31_314,,,
2020-03-02,0,0,0,CZ_31_314,0,0,0
2020-03-03,0,0,0,CZ_31_314,0,0,0
2020-03-04,0,0,0,CZ_31_314,0,0,0
2020-03-05,0,0,0,CZ_31_314,0,0,0
2020-03-06,0,0,0,CZ_31_314,0,0,0
2020-03-07,0,0,0,CZ_31_314,0,0,0
2020-03-08,0,0,0,CZ_31_314,0,0,0
2020-03-09,0,0,0,CZ_31_314,0,0,0
2020-03-10,0,0,0,CZ_31_314,0,0,0
2020-03-11,0,0,0,CZ_31_314,0,0,0
2020-03-12,0,0,0,CZ_31_314,0,0,0
2020-03-13,0,0,0,CZ_31_314,0,0,0
2020-03-14,0,0,0,CZ_31_314,0,0,0
2020-03-15,0,0,0,CZ_31_314,0,0,0
2020-03-16,0,0,0,CZ_31_314,0,0,0
2020-03-17,0,0,0,CZ_31_314,0,0,0
2020-03-18,0,0,0,CZ_31_314,0,0,0
2020-03-19,0,0,0,CZ_31_314,0,0,0
2020-03-20,0,0,0,CZ_31_314,0,0,0
2020-03-21,0,0,0,CZ_31_314,0,0,0
2020-03-22,0,0,0,CZ_31_314,0,0,0
2020-03-23,0,0,0,CZ_31_314,0,0,0
2020-03-24,0,0,0,CZ_31_314,0,0,0
2020-03-25,0,0,0,CZ_31_314,0,0,0
2020-03-26,2,0,0,CZ_31_314,2,0,0
2020-03-27,2,0,0,CZ_31_314,0,0,0
2020-03-28,3,0,0,CZ_31_314,1,0,0
2020-03-29,3,0,0,CZ_31_314,0,0,0
2020-03-30,5,0,0,CZ_31_314,2,0,0
2020-03-31,7,0,0,CZ_31_314,2,0,0
2020-04-01,7,0,0,CZ_31_314,0,0,0
2020-04-02,8,0,0,CZ_31_314,1,0,0
2020-04-03,8,0,0,CZ_31_314,0,0,0
2020-04-04,8,0,0,CZ_31_314,0,0,0
2020-04-05,8,0,0,CZ_31_314,0,0,0
2020-04-06,8,0,0,CZ_31_314,0,0,0
2020-04-07,9,0,0,CZ_31_314,1,0,0
2020-04-08,9,0,0,CZ_31_314,0,0,0
2020-04-09,9,1,0,CZ_31_314,0,1,0
2020-04-10,9,1,0,CZ_31_314,0,0,0
2020-04-11,9,1,0,CZ_31_314,0,0,0
2020-04-12,9,1,0,CZ_31_314,0,0,0
2020-04-13,9,1,0,CZ_31_314,0,0,0
2020-04-14,9,2,0,CZ_31_314,0,1,0
2020-04-15,9,4,0,CZ_31_314,0,2,0
2020-04-16,9,4,0,CZ_31_314,0,0,0
2020-04-17,9,5,0,CZ_31_314,0,1,0
2020-04-18,9,5,0,CZ_31_314,0,0,0
2020-04-19,9,5,0,CZ_31_314,0,0,0
2020-04-20,9,5,0,CZ_31_314,0,0,0
2020-04-21,9,8,0,CZ_31_314,0,3,0
2020-04-22,9,8,0,CZ_31_314,0,0,0
2020-04-23,10,8,0,CZ_31_314,1,0,0
2020-04-24,10,9,0,CZ_31_314,0,1,0
2020-04-25,10,9,0,CZ_31_314,0,0,0
2020-04-26,10,9,0,CZ_31_314,0,0,0
2020-04-27,10,9,0,CZ_31_314,0,0,0
2020-04-28,10,9,0,CZ_31_314,0,0,0
2020-04-29,10,9,0,CZ_31_314,0,0,0
2020-04-30,10,9,0,CZ_31_314,0,0,0
2020-05-01,10,9,0,CZ_31_314,0,0,0
2020-05-02,10,9,0,CZ_31_314,0,0,0
2020-05-03,10,9,0,CZ_31_314,0,0,0
2020-05-04,10,9,0,CZ_31_314,0,0,0
2020-05-05,10,9,0,CZ_31_314,0,0,0
2020-05-06,10,9,0,CZ_31_314,0,0,0
2020-05-07,10,9,0,CZ_31_314,0,0,0
2020-05-08,10,9,0,CZ_31_314,0,0,0
2020-05-09,10,9,0,CZ_31_314,0,0,0
2020-05-10,10,9,0,CZ_31_314,0,0,0
2020-05-11,10,9,0,CZ_31_314,0,0,0
2020-05-12,10,10,0,CZ_31_314,0,1,0
2020-05-13,10,10,0,CZ_31_314,0,0,0
2020-05-14,10,10,0,CZ_31_314,0,0,0
2020-05-15,10,10,0,CZ_31_314,0,0,0
2020-05-16,10,10,0,CZ_31_314,0,0,0
2020-05-17,10,10,0,CZ_31_314,0,0,0
2020-05-18,10,10,0,CZ_31_314,0,0,0
2020-05-19,10,10,0,CZ_31_314,0,0,0
2020-05-20,10,10,0,CZ_31_314,0,0,0
2020-05-21,10,10,0,CZ_31_314,0,0,0
2020-05-22,10,10,0,CZ_31_314,0,0,0
2020-05-23,10,10,0,CZ_31_314,0,0,0
2020-05-24,10,10,0,CZ_31_314,0,0,0
2020-05-25,10,10,0,CZ_31_314,0,0,0
2020-05-26,10,10,0,CZ_31_314,0,0,0
2020-05-27,10,10,0,CZ_31_314,0,0,0
2020-05-28,13,10,0,CZ_31_314,3,0,0
2020-05-29,13,10,0,CZ_31_314,0,0,0
2020-05-30,13,10,0,CZ_31_314,0,0,0
2020-05-31,13,10,0,CZ_31_314,0,0,0
2020-06-01,13,10,0,CZ_31_314,0,0,0
2020-06-02,13,10,0,CZ_31_314,0,0,0
2020-06-03,13,10,0,CZ_31_314,0,0,0
2020-06-04,13,10,0,CZ_31_314,0,0,0
2020-06-05,13,10,0,CZ_31_314,0,0,0
2020-06-06,13,10,0,CZ_31_314,0,0,0
2020-06-07,13,10,0,CZ_31_314,0,0,0
2020-06-08,13,10,0,CZ_31_314,0,0,0
2020-06-09,14,10,0,CZ_31_314,1,0,0
2020-06-10,14,10,0,CZ_31_314,0,0,0
2020-06-11,14,10,0,CZ_31_314,0,0,0
2020-06-12,14,10,0,CZ_31_314,0,0,0
2020-06-13,14,10,0,CZ_31_314,0,0,0
2020-06-14,14,10,0,CZ_31_314,0,0,0
2020-06-15,14,10,0,CZ_31_314,0,0,0
2020-06-16,14,10,0,CZ_31_314,0,0,0
2020-06-17,14,10,0,CZ_31_314,0,0,0
2020-06-18,14,12,0,CZ_31_314,0,2,0
2020-06-19,14,12,0,CZ_31_314,0,0,0
2020-06-20,14,12,0,CZ_31_314,0,0,0
2020-06-21,14,12,0,CZ_31_314,0,0,0
2020-03-01,0,0,0,CZ_31_315,,,
2020-03-02,0,0,0,CZ_31_315,0,0,0
2020-03-03,0,0,0,CZ_31_315,0,0,0
2020-03-04,0,0,0,CZ_31_315,0,0,0
2020-03-05,0,0,0,CZ_31_315,0,0,0
2020-03-06,0,0,0,CZ_31_315,0,0,0
2020-03-07,0,0,0,CZ_31_315,0,0,0
2020-03-08,0,0,0,CZ_31_315,0,0,0
2020-03-09,0,0,0,CZ_31_315,0,0,0
2020-03-10,0,0,0,CZ_31_315,0,0,0
2020-03-11,1,0,0,CZ_31_315,1,0,0
2020-03-12,1,0,0,CZ_31_315,0,0,0
2020-03-13,2,0,0,CZ_31_315,1,0,0
2020-03-14,3,0,0,CZ_31_315,1,0,0
2020-03-15,4,0,0,CZ_31_315,1,0,0
2020-03-16,6,0,0,CZ_31_315,2,0,0
2020-03-17,6,0,0,CZ_31_315,0,0,0
2020-03-18,6,0,0,CZ_31_315,0,0,0
2020-03-19,6,0,0,CZ_31_315,0,0,0
2020-03-20,9,0,0,CZ_31_315,3,0,0
2020-03-21,9,0,0,CZ_31_315,0,0,0
2020-03-22,9,0,0,CZ_31_315,0,0,0
2020-03-23,9,0,0,CZ_31_315,0,0,0
2020-03-24,9,0,0,CZ_31_315,0,0,0
