date,country_code,match_string,new_confirmed,new_deceased,total_confirmed,total_deceased,key
2020-06-03,JP,埼玉,2,,1001,49,JP_11
2020-06-04,JP,埼玉,,1,1001,50,JP_11
2020-06-05,JP,埼玉,1,1,1002,51,JP_11
2020-06-06,JP,埼玉,1,,1003,51,JP_11
2020-06-09,JP,埼玉,1,,1004,51,JP_11
2020-06-10,JP,埼玉,6,,1010,51,JP_11
2020-06-11,JP,埼玉,3,,1013,51,JP_11
2020-06-12,JP,埼玉,2,,1015,51,JP_11
2020-06-14,JP,埼玉,2,,1017,51,JP_11
2020-06-15,JP,埼玉,,1,1017,52,JP_11
2020-06-16,JP,埼玉,1,,1018,52,JP_11
2020-06-17,JP,埼玉,1,,1019,52,JP_11
2020-03-03,JP,大分,1,,1,0,JP_44
2020-03-19,JP,大分,2,,3,0,JP_44
2020-03-20,JP,大分,5,,8,0,JP_44
2020-03-21,JP,大分,5,,13,0,JP_44
2020-03-22,JP,大分,8,,21,0,JP_44
2020-03-23,JP,大分,1,,22,0,JP_44
2020-03-24,JP,大分,1,,23,0,JP_44
2020-03-25,JP,大分,2,,25,0,JP_44
2020-03-27,JP,大分,2,,27,0,JP_44
2020-03-29,JP,大分,1,,28,0,JP_44
2020-03-31,JP,大分,1,,29,0,JP_44
2020-04-02,JP,大分,1,,30,0,JP_44
2020-04-03,JP,大分,1,,31,0,JP_44
2020-04-04,JP,大分,1,,32,0,JP_44
2020-04-06,JP,大分,1,,33,0,JP_44
2020-04-07,JP,大分,2,,35,0,JP_44
2020-04-08,JP,大分,6,,41,0,JP_44
2020-04-10,JP,大分,1,,42,0,JP_44
2020-04-13,JP,大分,1,,43,0,JP_44
2020-04-14,JP,大分,2,,45,0,JP_44
2020-04-15,JP,大分,5,,50,0,JP_44
2020-04-16,JP,大分,4,1,54,1,JP_44
2020-04-20,JP,大分,1,,55,1,JP_44
2020-04-21,JP,大分,5,,60,1,JP_44
2020-01-29,JP,大阪,1,,1,0,JP_27
2020-02-27,JP,大阪,1,,2,0,JP_27
2020-02-28,JP,大阪,2,,4,0,JP_27
2020-03-02,JP,大阪,2,,6,0,JP_27
2020-03-03,JP,大阪,2,,8,0,JP_27
2020-03-04,JP,大阪,9,,17,0,JP_27
2020-03-05,JP,大阪,1,,18,0,JP_27
2020-03-06,JP,大阪,13,,31,0,JP_27
2020-03-07,JP,大阪,10,,41,0,JP_27
2020-03-08,JP,大阪,14,,55,0,JP_27
2020-03-10,JP,大阪,18,,73,0,JP_27
2020-03-11,JP,大阪,7,,80,0,JP_27
2020-03-12,JP,大阪,9,,89,0,JP_27
2020-03-13,JP,大阪,3,,92,0,JP_27
2020-03-14,JP,大阪,10,,102,0,JP_27
2020-03-15,JP,大阪,4,,106,0,JP_27
2020-03-16,JP,大阪,2,,108,0,JP_27
2020-03-17,JP,大阪,4,,112,0,JP_27
2020-03-18,JP,大阪,5,,117,0,JP_27
2020-03-19,JP,大阪,2,1,119,1,JP_27
2020-03-20,JP,大阪,4,,123,1,JP_27
2020-03-21,JP,大阪,2,,125,1,JP_27
2020-03-22,JP,大阪,6,1,131,2,JP_27
2020-03-23,JP,大阪,3,,134,2,JP_27
2020-03-24,JP,大阪,8,,142,2,JP_27
2020-03-25,JP,大阪,7,,149,2,JP_27
2020-03-26,JP,大阪,7,,156,2,JP_27
2020-03-27,JP,大阪,20,,176,2,JP_27
2020-03-28,JP,大阪,15,,191,2,JP_27
2020-03-29,JP,大阪,17,,208,2,JP_27
2020-03-30,JP,大阪,8,,216,2,JP_27
2020-03-31,JP,大阪,28,,244,2,JP_27
2020-04-01,JP,大阪,34,,278,2,JP_27
2020-04-02,JP,大阪,33,1,311,3,JP_27
2020-04-03,JP,大阪,35,,346,3,JP_27
2020-04-04,JP,大阪,41,1,387,4,JP_27
2020-04-05,JP,大阪,21,,408,4,JP_27
2020-04-06,JP,大阪,20,,428,4,JP_27
2020-04-07,JP,大阪,53,,481,4,JP_27
2020-04-08,JP,大阪,43,2,524,6,JP_27
2020-04-09,JP,大阪,92,,616,6,JP_27
2020-04-10,JP,大阪,80,,696,6,JP_27
2020-04-11,JP,大阪,70,,766,6,JP_27
2020-04-12,JP,大阪,45,,811,6,JP_27
2020-04-13,JP,大阪,24,,835,6,JP_27
2020-04-14,JP,大阪,59,1,894,7,JP_27
2020-04-15,JP,大阪,74,1,968,8,JP_27
2020-04-16,JP,大阪,52,,1020,8,JP_27
2020-04-17,JP,大阪,55,1,1075,9,JP_27
2020-04-18,JP,大阪,88,1,1163,10,JP_27
2020-04-19,JP,大阪,48,2,1211,12,JP_27
2020-04-20,JP,大阪,84,1,1295,13,JP_27
2020-04-21,JP,大阪,54,2,1349,15,JP_27
2020-04-22,JP,大阪,31,3,1380,18,JP_27
2020-04-23,JP,大阪,35,4,1415,22,JP_27
2020-04-24,JP,大阪,31,4,1446,26,JP_27
2020-04-25,JP,大阪,29,2,1475,28,JP_27
2020-04-26,JP,大阪,16,2,1491,30,JP_27
2020-04-27,JP,大阪,30,2,1521,32,JP_27
2020-04-28,JP,大阪,32,4,1553,36,JP_27
2020-04-29,JP,大阪,44,3,1597,39,JP_27
2020-04-30,JP,大阪,28,2,1625,41,JP_27
2020-05-01,JP,大阪,14,2,1639,43,JP_27
2020-05-02,JP,大阪,17,3,1656,46,JP_27
2020-05-03,JP,大阪,10,4,1666,50,JP_27
2020-05-04,JP,大阪,13,3,1679,53,JP_27
2020-05-05,JP,大阪,7,3,1686,56,JP_27
2020-05-06,JP,大阪,12,,1698,56,JP_27
2020-05-07,JP,大阪,8,3,1706,59,JP_27
2020-05-08,JP,大阪,10,,1716,59,JP_27
2020-05-09,JP,大阪,16,,1732,59,JP_27
2020-05-10,JP,大阪,11,,1743,59,JP_27
2020-05-11,JP,大阪,1,2,1744,61,JP_27
2020-05-12,JP,大阪,6,,1750,61,JP_27
2020-05-13,JP,大阪,12,1,1762,62,JP_27
2020-05-14,JP,大阪,3,1,1765,63,JP_27
2020-05-15,JP,大阪,3,3,1768,66,JP_27
2020-05-16,JP,大阪,2,4,1770,70,JP_27
2020-05-18,JP,大阪,1,,1771,70,JP_27
2020-05-19,JP,大阪,3,1,1774,71,JP_27
2020-05-20,JP,大阪,3,5,1777,76,JP_27
2020-05-21,JP,大阪,3,,1780,76,JP_27
2020-05-22,JP,大阪,1,2,1781,78,JP_27
2020-05-26,JP,大阪,,2,1781,80,JP_27
2020-05-27,JP,大阪,1,,1782,80,JP_27
2020-05-28,JP,大阪,,2,1782,82,JP_27
2020-05-30,JP,大阪,,1,1782,83,JP_27
2020-05-31,JP,大阪,1,,1783,83,JP_27
2020-06-02,JP,大阪,,1,1783,84,JP_27
2020-06-06,JP,大阪,1,,1784,84,JP_27
2020-06-07,JP,大阪,1,,1785,84,JP_27
2020-06-10,JP,大阪,,1,1785,85,JP_27
2020-06-11,JP,大阪,1,,1786,85,JP_27
2020-06-13,JP,大阪,,1,1786,86,JP_27
2020-06-14,JP,大阪,1,,1787,86,JP_27
2020-06-16,JP,大阪,3,,1790,86,JP_27
2020-06-17,JP,大阪,4,,1794,86,JP_27
2020-01-28,JP,奈良,1,,1,0,JP_29
2020-03-06,JP,奈良,3,,4,0,JP_29
2020-03-09,JP,奈良,3,,7,0,JP_29
2020-03-11,JP,奈良,1,,8,0,JP_29
2020-03-22,JP,奈良,1,,9,0,JP_29
2020-03-28,JP,奈良,2,,11,0,JP_29
2020-04-01,JP,奈良,4,,15,0,JP_29
2020-04-02,JP,奈良,4,,19,0,JP_29
2020-04-03,JP,奈良,2,,21,0,JP_29
2020-04-04,JP,奈良,3,,24,0,JP_29
2020-04-05,JP,奈良,1,,25,0,JP_29
2020-04-06,JP,奈良,1,,26,0,JP_29
2020-04-07,JP,奈良,2,,28,0,JP_29
2020-04-08,JP,奈良,2,,30,0,JP_29
2020-04-09,JP,奈良,4,,34,0,JP_29
2020-04-10,JP,奈良,3,,37,0,JP_29
2020-04-11,JP,奈良,2,,39,0,JP_29
2020-04-12,JP,奈良,2,,41,0,JP_29
2020-04-13,JP,奈良,3,,44,0,JP_29
2020-04-14,JP,奈良,3,,47,0,JP_29
2020-04-15,JP,奈良,6,1,53,1,JP_29
2020-04-16,JP,奈良,1,,54,1,JP_29
2020-04-17,JP,奈良,2,,56,1,JP_29
2020-04-18,JP,奈良,3,,59,1,JP_29
2020-04-19,JP,奈良,2,,61,1,JP_29
2020-04-20,JP,奈良,2,,63,1,JP_29
2020-04-21,JP,奈良,8,,71,1,JP_29
2020-04-22,JP,奈良,1,,72,1,JP_29
2020-04-23,JP,奈良,1,,73,1,JP_29
2020-04-27,JP,奈良,2,,75,1,JP_29
2020-04-28,JP,奈良,2,,77,1,JP_29
2020-04-29,JP,奈良,2,,79,1,JP_29
2020-05-01,JP,奈良,3,,82,1,JP_29
2020-05-03,JP,奈良,1,,83,1,JP_29
2020-05-04,JP,奈良,,1,83,2,JP_29
2020-05-05,JP,奈良,1,,84,2,JP_29
2020-05-08,JP,奈良,1,,85,2,JP_29
2020-05-09,JP,奈良,1,,86,2,JP_29
2020-05-27,JP,奈良,1,,87,2,JP_29
2020-02-29,JP,宮城,1,,1,0,JP_04
2020-03-26,JP,宮城,1,,2,0,JP_04
2020-03-29,JP,宮城,2,,4,0,JP_04
2020-03-30,JP,宮城,2,,6,0,JP_04
2020-03-31,JP,宮城,1,,7,0,JP_04
2020-04-01,JP,宮城,4,,11,0,JP_04
2020-04-02,JP,宮城,1,,12,0,JP_04
2020-04-03,JP,宮城,6,,18,0,JP_04
2020-04-04,JP,宮城,2,,20,0,JP_04
2020-04-05,JP,宮城,3,,23,0,JP_04
2020-04-06,JP,宮城,3,,26,0,JP_04
2020-04-07,JP,宮城,6,,32,0,JP_04
2020-04-08,JP,宮城,2,,34,0,JP_04
2020-04-09,JP,宮城,2,,36,0,JP_04
2020-04-10,JP,宮城,2,,38,0,JP_04
2020-04-11,JP,宮城,7,,45,0,JP_04
2020-04-12,JP,宮城,6,,51,0,JP_04
2020-04-13,JP,宮城,3,,54,0,JP_04
2020-04-14,JP,宮城,10,,64,0,JP_04
2020-04-15,JP,宮城,1,,65,0,JP_04
2020-04-16,JP,宮城,13,,78,0,JP_04
2020-04-17,JP,宮城,1,,79,0,JP_04
2020-04-18,JP,宮城,4,,83,0,JP_04
2020-04-20,JP,宮城,1,,84,0,JP_04
2020-04-25,JP,宮城,1,,85,0,JP_04
2020-04-27,JP,宮城,1,,86,0,JP_04
2020-04-28,JP,宮城,2,,88,0,JP_04
2020-05-09,JP,宮城,,1,88,1,JP_04
2020-03-04,JP,宮崎,1,,1,0,JP_45
2020-03-17,JP,宮崎,2,,3,0,JP_45
2020-04-03,JP,宮崎,4,,7,0,JP_45
2020-04-04,JP,宮崎,1,,8,0,JP_45
2020-04-05,JP,宮崎,2,,10,0,JP_45
2020-04-06,JP,宮崎,1,,11,0,JP_45
2020-04-07,JP,宮崎,1,,12,0,JP_45
2020-04-08,JP,宮崎,4,,16,0,JP_45
2020-04-11,JP,宮崎,1,,17,0,JP_45
2020-03-30,JP,富山,1,,1,0,JP_16
2020-03-31,JP,富山,1,,2,0,JP_16
2020-04-01,JP,富山,3,,5,0,JP_16
2020-04-02,JP,富山,3,,8,0,JP_16
2020-04-04,JP,富山,2,,10,0,JP_16
2020-04-06,JP,富山,1,,11,0,JP_16
2020-04-07,JP,富山,2,,13,0,JP_16
2020-04-08,JP,富山,1,,14,0,JP_16
2020-04-09,JP,富山,7,,21,0,JP_16
2020-04-10,JP,富山,2,,23,0,JP_16
2020-04-11,JP,富山,7,,30,0,JP_16
2020-04-12,JP,富山,14,,44,0,JP_16
2020-04-13,JP,富山,5,,49,0,JP_16
2020-04-14,JP,富山,6,,55,0,JP_16
2020-04-15,JP,富山,6,,61,0,JP_16
2020-04-16,JP,富山,7,,68,0,JP_16
2020-04-17,JP,富山,11,,79,0,JP_16
2020-04-18,JP,富山,12,1,91,1,JP_16
2020-04-19,JP,富山,4,,95,1,JP_16
2020-04-20,JP,富山,19,1,114,2,JP_16
2020-04-21,JP,富山,13,,127,2,JP_16
2020-04-22,JP,富山,14,,141,2,JP_16
2020-04-23,JP,富山,9,1,150,3,JP_16
2020-04-24,JP,富山,13,,163,3,JP_16
2020-04-25,JP,富山,12,1,175,4,JP_16
2020-04-26,JP,富山,3,1,178,5,JP_16
2020-04-27,JP,富山,1,2,179,7,JP_16
2020-04-28,JP,富山,9,,188,7,JP_16
2020-04-29,JP,富山,7,1,195,8,JP_16
2020-04-30,JP,富山,5,1,200,9,JP_16
2020-05-01,JP,富山,3,,203,9,JP_16
2020-05-02,JP,富山,6,1,209,10,JP_16
2020-05-03,JP,富山,3,1,212,11,JP_16
2020-05-04,JP,富山,1,2,213,13,JP_16
2020-05-05,JP,富山,3,,216,13,JP_16
2020-05-07,JP,富山,1,,217,13,JP_16
2020-05-08,JP,富山,1,1,218,14,JP_16
2020-05-09,JP,富山,3,,221,14,JP_16
2020-05-11,JP,富山,,1,221,15,JP_16
2020-05-12,JP,富山,1,1,222,16,JP_16
2020-05-13,JP,富山,,1,222,17,JP_16
2020-05-14,JP,富山,2,1,224,18,JP_16
2020-05-16,JP,富山,1,,225,18,JP_16
2020-05-18,JP,富山,2,2,227,20,JP_16
2020-05-20,JP,富山,,1,227,21,JP_16
2020-05-27,JP,富山,,1,227,22,JP_16
2020-03-04,JP,山口,1,,1,0,JP_35
2020-03-05,JP,山口,2,,3,0,JP_35
2020-03-22,JP,山口,1,,4,0,JP_35
2020-03-25,JP,山口,1,,5,0,JP_35
2020-03-26,JP,山口,1,,6,0,JP_35
2020-04-03,JP,山口,1,,7,0,JP_35
2020-04-04,JP,山口,1,,8,0,JP_35
2020-04-05,JP,山口,4,,12,0,JP_35
2020-04-06,JP,山口,1,,13,0,JP_35
2020-04-07,JP,山口,3,,16,0,JP_35
2020-04-08,JP,山口,1,,17,0,JP_35
2020-04-10,JP,山口,1,,18,0,JP_35
2020-04-11,JP,山口,1,,19,0,JP_35
2020-04-12,JP,山口,4,,23,0,JP_35
2020-04-13,JP,山口,1,,24,0,JP_35
2020-04-14,JP,山口,1,,25,0,JP_35
2020-04-15,JP,山口,3,,28,0,JP_35
2020-04-16,JP,山口,1,,29,0,JP_35
2020-04-17,JP,山口,1,,30,0,JP_35
2020-04-21,JP,山口,1,,31,0,JP_35
2020-04-27,JP,山口,1,,32,0,JP_35
2020-05-01,JP,山口,1,,33,0,JP_35
2020-05-03,JP,山口,1,,34,0,JP_35
2020-05-04,JP,山口,1,,35,0,JP_35
2020-05-05,JP,山口,1,,36,0,JP_35
2020-03-31,JP,山形,1,,1,0,JP_06
2020-04-01,JP,山形,1,,2,0,JP_06
2020-04-02,JP,山形,1,,3,0,JP_06
2020-04-03,JP,山形,5,,8,0,JP_06
2020-04-04,JP,山形,2,,10,0,JP_06
2020-04-05,JP,山形,3,,13,0,JP_06
2020-04-06,JP,山形,6,,19,0,JP_06
2020-04-08,JP,山形,3,,22,0,JP_06
2020-04-09,JP,山形,5,,27,0,JP_06
2020-04-10,JP,山形,5,,32,0,JP_06
2020-04-11,JP,山形,1,,33,0,JP_06
2020-04-12,JP,山形,5,,38,0,JP_06
2020-04-13,JP,山形,1,,39,0,JP_06
2020-04-14,JP,山形,4,,43,0,JP_06
2020-04-15,JP,山形,6,,49,0,JP_06
2020-04-16,JP,山形,5,,54,0,JP_06
2020-04-17,JP,山形,4,,58,0,JP_06
2020-04-18,JP,山形,2,,60,0,JP_06
2020-04-19,JP,山形,1,,61,0,JP_06
2020-04-20,JP,山形,3,,64,0,JP_06
2020-04-22,JP,山形,1,,65,0,JP_06
2020-04-24,JP,山形,1,,66,0,JP_06
2020-04-28,JP,山形,1,,67,0,JP_06
2020-04-29,JP,山形,1,,68,0,JP_06
2020-05-04,JP,山形,1,,69,0,JP_06
2020-03-06,JP,山梨,1,,1,0,JP_19
2020-03-07,JP,山梨,1,,2,0,JP_19
2020-03-24,JP,山梨,2,,4,0,JP_19
2020-03-30,JP,山梨,1,,5,0,JP_19
2020-03-31,JP,山梨,1,,6,0,JP_19
2020-04-01,JP,山梨,3,,9,0,JP_19
2020-04-03,JP,山梨,2,,11,0,JP_19
2020-04-04,JP,山梨,1,,12,0,JP_19
2020-04-05,JP,山梨,2,,14,0,JP_19
2020-04-06,JP,山梨,5,,19,0,JP_19
2020-04-07,JP,山梨,3,,22,0,JP_19
2020-04-08,JP,山梨,3,,25,0,JP_19
2020-04-09,JP,山梨,2,,27,0,JP_19
2020-04-10,JP,山梨,3,,30,0,JP_19
2020-04-11,JP,山梨,3,,33,0,JP_19
2020-04-12,JP,山梨,2,,35,0,JP_19
2020-04-13,JP,山梨,1,,36,0,JP_19
2020-04-14,JP,山梨,1,,37,0,JP_19
2020-04-15,JP,山梨,3,,40,0,JP_19
2020-04-16,JP,山梨,3,,43,0,JP_19
2020-04-17,JP,山梨,3,,46,0,JP_19
2020-04-18,JP,山梨,2,,48,0,JP_19
2020-04-19,JP,山梨,1,,49,0,JP_19
2020-04-21,JP,山梨,1,,50,0,JP_19
2020-04-22,JP,山梨,1,,51,0,JP_19
2020-04-25,JP,山梨,1,,52,0,JP_19
2020-04-28,JP,山梨,1,,53,0,JP_19
2020-05-01,JP,山梨,1,,54,0,JP_19
2020-05-02,JP,山梨,1,,55,0,JP_19
2020-05-03,JP,山梨,1,,56,0,JP_19
2020-05-12,JP,山梨,1,,57,0,JP_19
2020-05-18,JP,山梨,1,,58,0,JP_19
2020-05-19,JP,山梨,2,,60,0,JP_19
2020-05-25,JP,山梨,,1,60,1,JP_19
2020-05-28,JP,山梨,3,,63,1,JP_19
2020-06-02,JP,山梨,1,,64,1,JP_19
2020-06-06,JP,山梨,1,,65,1,JP_19
2020-06-07,JP,山梨,1,,66,1,JP_19
2020-06-09,JP,山梨,1,,67,1,JP_19
2020-06-11,JP,山梨,1,,68,1,JP_19
2020-06-12,JP,山梨,1,,69,1,JP_19
2020-06-14,JP,山梨,1,,70,1,JP_19
2020-06-16,JP,山梨,1,,71,1,JP_19
2020-02-26,JP,岐阜,1,,1,0,JP_21
2020-02-27,JP,岐阜,1,,2,0,JP_21
2020-03-18,JP,岐阜,1,,3,0,JP_21
2020-03-22,JP,岐阜,2,,5,0,JP_21
2020-03-23,JP,岐阜,3,,8,0,JP_21
2020-03-24,JP,岐阜,3,,11,0,JP_21
2020-03-25,JP,岐阜,1,,12,0,JP_21
2020-03-26,JP,岐阜,3,,15,0,JP_21
2020-03-27,JP,岐阜,2,,17,0,JP_21
2020-03-28,JP,岐阜,2,,19,0,JP_21
2020-03-29,JP,岐阜,1,,20,0,JP_21
2020-03-30,JP,岐阜,2,,22,0,JP_21
2020-03-31,JP,岐阜,4,,26,0,JP_21
2020-04-01,JP,岐阜,5,,31,0,JP_21
2020-04-02,JP,岐阜,5,,36,0,JP_21
2020-04-03,JP,岐阜,4,,40,0,JP_21
2020-04-04,JP,岐阜,7,1,47,1,JP_21
2020-04-05,JP,岐阜,11,,58,1,JP_21
2020-04-06,JP,岐阜,1,,59,1,JP_21
2020-04-07,JP,岐阜,10,,69,1,JP_21
2020-04-08,JP,岐阜,8,,77,1,JP_21
2020-04-09,JP,岐阜,9,,86,1,JP_21
2020-04-10,JP,岐阜,11,,97,1,JP_21
2020-04-11,JP,岐阜,9,,106,1,JP_21
2020-04-12,JP,岐阜,6,,112,1,JP_21
2020-04-13,JP,岐阜,7,,119,1,JP_21
2020-04-14,JP,岐阜,8,,127,1,JP_21
2020-04-15,JP,岐阜,3,,130,1,JP_21
2020-04-16,JP,岐阜,5,,135,1,JP_21
2020-04-17,JP,岐阜,1,1,136,2,JP_21
2020-04-18,JP,岐阜,1,,137,2,JP_21
2020-04-19,JP,岐阜,2,1,139,3,JP_21
2020-04-20,JP,岐阜,,1,139,4,JP_21
2020-04-21,JP,岐阜,5,1,144,5,JP_21
2020-04-22,JP,岐阜,3,1,147,6,JP_21
2020-04-23,JP,岐阜,2,,149,6,JP_21
2020-05-02,JP,岐阜,1,,150,6,JP_21
2020-05-14,JP,岐阜,,1,150,7,JP_21
2020-06-01,JP,岐阜,1,,151,7,JP_21
2020-06-08,JP,岐阜,1,,152,7,JP_21
2020-06-09,JP,岐阜,1,,153,7,JP_21
2020-06-15,JP,岐阜,1,,154,7,JP_21
2020-06-17,JP,岐阜,1,,155,7,JP_21
2020-03-22,JP,岡山,1,,1,0,JP_33
2020-03-27,JP,岡山,1,,2,0,JP_33
2020-03-28,JP,岡山,1,,3,0,JP_33
2020-03-30,JP,岡山,1,,4,0,JP_33
2020-04-01,JP,岡山,1,,5,0,JP_33
2020-04-02,JP,岡山,2,,7,0,JP_33
2020-04-03,JP,岡山,2,,9,0,JP_33
2020-04-04,JP,岡山,1,,10,0,JP_33
2020-04-05,JP,岡山,1,,11,0,JP_33
2020-04-07,JP,岡山,1,,12,0,JP_33
2020-04-08,JP,岡山,2,,14,0,JP_33
2020-04-09,JP,岡山,1,,15,0,JP_33
2020-04-14,JP,岡山,1,,16,0,JP_33
2020-04-16,JP,岡山,1,,17,0,JP_33
2020-04-17,JP,岡山,1,,18,0,JP_33
2020-04-19,JP,岡山,1,,19,0,JP_33
2020-04-24,JP,岡山,2,,21,0,JP_33
2020-04-26,JP,岡山,1,,22,0,JP_33
2020-05-08,JP,岡山,1,,23,0,JP_33
2020-05-11,JP,岡山,1,,24,0,JP_33
2020-04-09,JP,島根,1,,1,0,JP_32
2020-04-10,JP,島根,1,,2,0,JP_32
2020-04-11,JP,島根,4,,6,0,JP_32
2020-04-12,JP,島根,1,,7,0,JP_32
2020-04-13,JP,島根,1,,8,0,JP_32
2020-04-14,JP,島根,2,,10,0,JP_32
2020-04-15,JP,島根,3,,13,0,JP_32
2020-04-16,JP,島根,1,,14,0,JP_32
2020-04-17,JP,島根,1,,15,0,JP_32
2020-04-19,JP,島根,1,,16,0,JP_32
2020-04-25,JP,島根,1,,17,0,JP_32
2020-04-26,JP,島根,5,,22,0,JP_32
2020-04-28,JP,島根,1,,23,0,JP_32
2020-05-03,JP,島根,1,,24,0,JP_32
2020-03-07,JP,広島,1,,1,0,JP_34
2020-03-20,JP,広島,1,,2,0,JP_34
2020-03-21,JP,広島,1,,3,0,JP_34
2020-03-26,JP,広島,1,,4,0,JP_34
2020-03-29,JP,広島,2,,6,0,JP_34
2020-04-02,JP,広島,5,,11,0,JP_34
2020-04-03,JP,広島,2,,13,0,JP_34
2020-04-04,JP,広島,2,,15,0,JP_34
2020-04-06,JP,広島,1,,16,0,JP_34
2020-04-07,JP,広島,3,,19,0,JP_34
2020-04-08,JP,広島,5,,24,0,JP_34
2020-04-09,JP,広島,1,,25,0,JP_34
2020-04-10,JP,広島,5,,30,0,JP_34
2020-04-11,JP,広島,26,,56,0,JP_34
2020-04-12,JP,広島,6,,62,0,JP_34
2020-04-13,JP,広島,3,,65,0,JP_34
2020-04-14,JP,広島,25,,90,0,JP_34
2020-04-15,JP,広島,23,,113,0,JP_34
2020-04-16,JP,広島,5,,118,0,JP_34
2020-04-17,JP,広島,6,,124,0,JP_34
2020-04-18,JP,広島,6,,130,0,JP_34
2020-04-19,JP,広島,2,1,132,1,JP_34
2020-04-20,JP,広島,5,,137,1,JP_34
2020-04-21,JP,広島,2,,139,1,JP_34
2020-04-22,JP,広島,3,,142,1,JP_34
2020-04-23,JP,広島,2,,144,1,JP_34
2020-04-24,JP,広島,,1,144,2,JP_34
2020-04-25,JP,広島,2,,146,2,JP_34
2020-04-26,JP,広島,2,,148,2,JP_34
2020-04-27,JP,広島,1,,149,2,JP_34
2020-04-28,JP,広島,5,,154,2,JP_34
2020-04-29,JP,広島,1,,155,2,JP_34
2020-05-01,JP,広島,4,,159,2,JP_34
2020-05-02,JP,広島,1,,160,2,JP_34
2020-05-03,JP,広島,1,,161,2,JP_34
2020-05-04,JP,広島,3,,164,2,JP_34
2020-05-24,JP,広島,,1,164,3,JP_34
2020-02-25,JP,徳島,1,,1,0,JP_36
2020-03-31,JP,徳島,2,,3,0,JP_36
2020-04-21,JP,徳島,2,,5,0,JP_36
2020-04-28,JP,徳島,,1,5,1,JP_36
2020-03-02,JP,愛媛,1,,1,0,JP_38
2020-03-04,JP,愛媛,1,,2,0,JP_38
2020-03-18,JP,愛媛,1,,3,0,JP_38
2020-03-27,JP,愛媛,1,,4,0,JP_38
2020-03-31,JP,愛媛,5,,9,0,JP_38
2020-04-02,JP,愛媛,3,,12,0,JP_38
2020-04-03,JP,愛媛,7,1,19,1,JP_38
2020-04-04,JP,愛媛,1,,20,1,JP_38
2020-04-05,JP,愛媛,1,,21,1,JP_38
2020-04-06,JP,愛媛,2,,23,1,JP_38
2020-04-08,JP,愛媛,2,,25,1,JP_38
2020-04-09,JP,愛媛,1,,26,1,JP_38
2020-04-10,JP,愛媛,2,,28,1,JP_38
2020-04-11,JP,愛媛,2,1,30,2,JP_38
2020-04-13,JP,愛媛,7,,37,2,JP_38
2020-04-14,JP,愛媛,2,,39,2,JP_38
2020-04-15,JP,愛媛,1,,40,2,JP_38
2020-04-16,JP,愛媛,1,,41,2,JP_38
2020-04-18,JP,愛媛,3,1,44,3,JP_38
2020-04-19,JP,愛媛,1,,45,3,JP_38
2020-04-20,JP,愛媛,1,,46,3,JP_38
2020-04-21,JP,愛媛,1,,47,3,JP_38
2020-05-03,JP,愛媛,1,,48,3,JP_38
2020-05-13,JP,愛媛,3,,51,3,JP_38
2020-05-14,JP,愛媛,17,,68,3,JP_38
2020-05-15,JP,愛媛,2,,70,3,JP_38
2020-05-17,JP,愛媛,1,,71,3,JP_38
2020-05-18,JP,愛媛,2,,73,3,JP_38
2020-05-19,JP,愛媛,1,,74,3,JP_38
2020-05-21,JP,愛媛,1,1,75,4,JP_38
2020-05-22,JP,愛媛,3,,78,4,JP_38
2020-05-23,JP,愛媛,1,,79,4,JP_38
2020-05-24,JP,愛媛,1,,80,4,JP_38
2020-05-25,JP,愛媛,1,,81,4,JP_38
2020-05-28,JP,愛媛,1,,82,4,JP_38
2020-01-26,JP,愛知,1,,1,0,JP_23
2020-01-28,JP,愛知,1,,2,0,JP_23
2020-02-14,JP,愛知,1,,3,0,JP_23
2020-02-15,JP,愛知,1,,4,0,JP_23
2020-02-16,JP,愛知,1,,5,0,JP_23
2020-02-17,JP,愛知,1,,6,0,JP_23
2020-02-18,JP,愛知,1,,7,0,JP_23
2020-02-19,JP,愛知,1,,8,0,JP_23
2020-02-20,JP,愛知,1,,9,0,JP_23
2020-02-21,JP,愛知,2,,11,0,JP_23
2020-02-22,JP,愛知,4,,15,0,JP_23
2020-02-23,JP,愛知,2,,17,0,JP_23
2020-02-25,JP,愛知,3,,20,0,JP_23
2020-02-26,JP,愛知,5,,25,0,JP_23
2020-02-27,JP,愛知,2,,27,0,JP_23
2020-02-28,JP,愛知,1,,28,0,JP_23
2020-02-29,JP,愛知,1,,29,0,JP_23
2020-03-01,JP,愛知,3,,32,0,JP_23
2020-03-03,JP,愛知,9,,41,0,JP_23
2020-03-04,JP,愛知,8,,49,0,JP_23
2020-03-05,JP,愛知,8,,57,0,JP_23
2020-03-06,JP,愛知,5,,62,0,JP_23
2020-03-07,JP,愛知,7,,69,0,JP_23
2020-03-08,JP,愛知,11,1,80,1,JP_23
2020-03-09,JP,愛知,6,,86,1,JP_23
2020-03-10,JP,愛知,13,2,99,3,JP_23
2020-03-11,JP,愛知,5,2,104,5,JP_23
2020-03-12,JP,愛知,7,3,111,8,JP_23
2020-03-13,JP,愛知,3,2,114,10,JP_23
2020-03-14,JP,愛知,7,1,121,11,JP_23
2020-03-15,JP,愛知,,1,121,12,JP_23
2020-03-16,JP,愛知,2,2,123,14,JP_23
2020-03-17,JP,愛知,2,,125,14,JP_23
