date,match_string,new_hospitalized,total_hospitalized,country_code,subregion1_code,new_intensive_care,total_intensive_care,key
2020-05-03,Fife,100,3391,GB,SCT,6,326,GB_SCT_S08000029
2020-05-04,Fife,100,3491,GB,SCT,6,332,GB_SCT_S08000029
2020-05-05,Fife,89,3580,GB,SCT,5,337,GB_SCT_S08000029
2020-05-06,Fife,90,3670,GB,SCT,5,342,GB_SCT_S08000029
2020-05-07,Fife,86,3756,GB,SCT,5,347,GB_SCT_S08000029
2020-05-08,Fife,88,3844,GB,SCT,5,352,GB_SCT_S08000029
2020-05-09,Fife,84,3928,GB,SCT,5,357,GB_SCT_S08000029
2020-05-10,Fife,82,4010,GB,SCT,5,362,GB_SCT_S08000029
2020-05-11,Fife,80,4090,GB,SCT,5,367,GB_SCT_S08000029
2020-05-12,Fife,81,4171,GB,SCT,5,372,GB_SCT_S08000029
2020-05-13,Fife,75,4246,GB,SCT,5,377,GB_SCT_S08000029
2020-05-14,Fife,76,4322,GB,SCT,5,382,GB_SCT_S08000029
2020-05-15,Fife,75,4397,GB,SCT,5,387,GB_SCT_S08000029
2020-05-16,Fife,74,4471,GB,SCT,5,392,GB_SCT_S08000029
2020-05-17,Fife,76,4547,GB,SCT,5,397,GB_SCT_S08000029
2020-05-18,Fife,75,4622,GB,SCT,5,402,GB_SCT_S08000029
2020-05-19,Fife,74,4696,GB,SCT,5,407,GB_SCT_S08000029
2020-05-20,Fife,72,4768,GB,SCT,5,412,GB_SCT_S08000029
2020-05-21,Fife,70,4838,GB,SCT,5,417,GB_SCT_S08000029
2020-05-22,Fife,69,4907,GB,SCT,5,422,GB_SCT_S08000029
2020-05-23,Fife,69,4976,GB,SCT,5,427,GB_SCT_S08000029
2020-05-24,Fife,69,5045,GB,SCT,5,432,GB_SCT_S08000029
2020-05-25,Fife,69,5114,GB,SCT,5,437,GB_SCT_S08000029
2020-05-26,Fife,67,5181,GB,SCT,5,442,GB_SCT_S08000029
2020-05-27,Fife,66,5247,GB,SCT,5,447,GB_SCT_S08000029
2020-05-28,Fife,68,5315,GB,SCT,5,452,GB_SCT_S08000029
2020-05-29,Fife,65,5380,GB,SCT,5,457,GB_SCT_S08000029
2020-05-30,Fife,62,5442,GB,SCT,5,462,GB_SCT_S08000029
2020-05-31,Fife,63,5505,GB,SCT,5,467,GB_SCT_S08000029
2020-06-01,Fife,64,5569,GB,SCT,5,472,GB_SCT_S08000029
2020-06-02,Fife,62,5631,GB,SCT,5,477,GB_SCT_S08000029
2020-06-03,Fife,62,5693,GB,SCT,5,482,GB_SCT_S08000029
2020-06-04,Fife,63,5756,GB,SCT,5,487,GB_SCT_S08000029
2020-06-05,Fife,65,5821,GB,SCT,5,492,GB_SCT_S08000029
2020-06-06,Fife,60,5881,GB,SCT,5,497,GB_SCT_S08000029
2020-06-07,Fife,60,5941,GB,SCT,5,502,GB_SCT_S08000029
2020-06-08,Fife,61,6002,GB,SCT,5,507,GB_SCT_S08000029
2020-06-09,Fife,58,6060,GB,SCT,5,512,GB_SCT_S08000029
2020-06-10,Fife,58,6118,GB,SCT,5,517,GB_SCT_S08000029
2020-06-11,Fife,57,6175,GB,SCT,5,522,GB_SCT_S08000029
2020-06-12,Fife,57,6232,GB,SCT,5,527,GB_SCT_S08000029
2020-06-13,Fife,58,6290,GB,SCT,5,532,GB_SCT_S08000029
2020-06-14,Fife,57,6347,GB,SCT,5,537,GB_SCT_S08000029
2020-06-15,Fife,56,6403,GB,SCT,5,542,GB_SCT_S08000029
2020-06-16,Fife,56,6459,GB,SCT,5,547,GB_SCT_S08000029
2020-06-17,Fife,56,6515,GB,SCT,5,552,GB_SCT_S08000029
2020-06-18,Fife,57,6572,GB,SCT,5,557,GB_SCT_S08000029
2020-06-19,Fife,53,6625,GB,SCT,5,562,GB_SCT_S08000029
2020-06-20,Fife,52,6677,GB,SCT,5,567,GB_SCT_S08000029
2020-06-21,Fife,51,6728,GB,SCT,5,572,GB_SCT_S08000029
2020-06-22,Fife,53,6781,GB,SCT,5,577,GB_SCT_S08000029
2020-06-23,Fife,53,6834,GB,SCT,5,582,GB_SCT_S08000029
2020-06-24,Fife,51,6885,GB,SCT,5,587,GB_SCT_S08000029
2020-03-18,Fife,,,GB,SCT,5,5,GB_SCT_S08000029
2020-03-19,Fife,,,GB,SCT,5,10,GB_SCT_S08000029
2020-03-20,Fife,,,GB,SCT,5,15,GB_SCT_S08000029
2020-03-21,Fife,,,GB,SCT,5,20,GB_SCT_S08000029
2020-03-22,Fife,,,GB,SCT,5,25,GB_SCT_S08000029
2020-03-23,Fife,,,GB,SCT,5,30,GB_SCT_S08000029
2020-03-24,Fife,,,GB,SCT,5,35,GB_SCT_S08000029
2020-03-25,Fife,,,GB,SCT,5,40,GB_SCT_S08000029
2020-03-26,Forth Valley,29,29,GB,SCT,5,45,GB_SCT_S08000019
2020-03-27,Forth Valley,31,60,GB,SCT,5,50,GB_SCT_S08000019
2020-03-28,Forth Valley,32,92,GB,SCT,5,55,GB_SCT_S08000019
2020-03-29,Forth Valley,34,126,GB,SCT,5,60,GB_SCT_S08000019
2020-03-30,Forth Valley,36,162,GB,SCT,5,65,GB_SCT_S08000019
2020-03-31,Forth Valley,43,205,GB,SCT,5,70,GB_SCT_S08000019
2020-04-01,Forth Valley,52,257,GB,SCT,5,75,GB_SCT_S08000019
2020-04-02,Forth Valley,57,314,GB,SCT,5,80,GB_SCT_S08000019
2020-04-03,Forth Valley,65,379,GB,SCT,5,85,GB_SCT_S08000019
2020-04-04,Forth Valley,63,442,GB,SCT,5,90,GB_SCT_S08000019
2020-04-05,Forth Valley,59,501,GB,SCT,5,95,GB_SCT_S08000019
2020-04-06,Forth Valley,55,556,GB,SCT,5,100,GB_SCT_S08000019
2020-04-07,Forth Valley,60,616,GB,SCT,7,107,GB_SCT_S08000019
2020-04-08,Forth Valley,59,675,GB,SCT,9,116,GB_SCT_S08000019
2020-04-09,Forth Valley,56,731,GB,SCT,7,123,GB_SCT_S08000019
2020-04-10,Forth Valley,53,784,GB,SCT,7,130,GB_SCT_S08000019
2020-04-11,Forth Valley,57,841,GB,SCT,7,137,GB_SCT_S08000019
2020-04-12,Forth Valley,58,899,GB,SCT,9,146,GB_SCT_S08000019
2020-04-13,Forth Valley,57,956,GB,SCT,7,153,GB_SCT_S08000019
2020-04-14,Forth Valley,56,1012,GB,SCT,5,158,GB_SCT_S08000019
2020-04-15,Forth Valley,56,1068,GB,SCT,7,165,GB_SCT_S08000019
2020-04-16,Forth Valley,51,1119,GB,SCT,5,170,GB_SCT_S08000019
2020-04-17,Forth Valley,47,1166,GB,SCT,6,176,GB_SCT_S08000019
2020-04-18,Forth Valley,51,1217,GB,SCT,6,182,GB_SCT_S08000019
2020-04-19,Forth Valley,50,1267,GB,SCT,6,188,GB_SCT_S08000019
2020-04-20,Forth Valley,49,1316,GB,SCT,6,194,GB_SCT_S08000019
2020-04-21,Forth Valley,43,1359,GB,SCT,6,200,GB_SCT_S08000019
2020-04-22,Forth Valley,44,1403,GB,SCT,6,206,GB_SCT_S08000019
2020-04-23,Forth Valley,36,1439,GB,SCT,5,211,GB_SCT_S08000019
2020-04-24,Forth Valley,41,1480,GB,SCT,5,216,GB_SCT_S08000019
2020-04-25,Forth Valley,40,1520,GB,SCT,6,222,GB_SCT_S08000019
2020-04-26,Forth Valley,39,1559,GB,SCT,5,227,GB_SCT_S08000019
2020-04-27,Forth Valley,36,1595,GB,SCT,6,233,GB_SCT_S08000019
2020-04-28,Forth Valley,40,1635,GB,SCT,5,238,GB_SCT_S08000019
2020-04-29,Forth Valley,42,1677,GB,SCT,6,244,GB_SCT_S08000019
2020-04-30,Forth Valley,37,1714,GB,SCT,7,251,GB_SCT_S08000019
2020-05-01,Forth Valley,37,1751,GB,SCT,6,257,GB_SCT_S08000019
2020-05-02,Forth Valley,34,1785,GB,SCT,5,262,GB_SCT_S08000019
2020-05-03,Forth Valley,36,1821,GB,SCT,5,267,GB_SCT_S08000019
2020-05-04,Forth Valley,36,1857,GB,SCT,6,273,GB_SCT_S08000019
2020-05-05,Forth Valley,30,1887,GB,SCT,6,279,GB_SCT_S08000019
2020-05-06,Forth Valley,27,1914,GB,SCT,6,285,GB_SCT_S08000019
2020-05-07,Forth Valley,26,1940,GB,SCT,6,291,GB_SCT_S08000019
2020-05-08,Forth Valley,26,1966,GB,SCT,6,297,GB_SCT_S08000019
2020-05-09,Forth Valley,28,1994,GB,SCT,6,303,GB_SCT_S08000019
2020-05-10,Forth Valley,27,2021,GB,SCT,6,309,GB_SCT_S08000019
2020-05-11,Forth Valley,28,2049,GB,SCT,5,314,GB_SCT_S08000019
2020-05-12,Forth Valley,26,2075,GB,SCT,5,319,GB_SCT_S08000019
2020-05-13,Forth Valley,25,2100,GB,SCT,5,324,GB_SCT_S08000019
2020-05-14,Forth Valley,22,2122,GB,SCT,5,329,GB_SCT_S08000019
2020-05-15,Forth Valley,21,2143,GB,SCT,5,334,GB_SCT_S08000019
2020-05-16,Forth Valley,19,2162,GB,SCT,5,339,GB_SCT_S08000019
2020-05-17,Forth Valley,19,2181,GB,SCT,5,344,GB_SCT_S08000019
2020-05-18,Forth Valley,19,2200,GB,SCT,5,349,GB_SCT_S08000019
2020-05-19,Forth Valley,19,2219,GB,SCT,5,354,GB_SCT_S08000019
2020-05-20,Forth Valley,15,2234,GB,SCT,5,359,GB_SCT_S08000019
2020-05-21,Forth Valley,14,2248,GB,SCT,5,364,GB_SCT_S08000019
2020-05-22,Forth Valley,14,2262,GB,SCT,5,369,GB_SCT_S08000019
2020-05-23,Forth Valley,16,2278,GB,SCT,5,374,GB_SCT_S08000019
2020-05-24,Forth Valley,14,2292,GB,SCT,5,379,GB_SCT_S08000019
2020-05-25,Forth Valley,16,2308,GB,SCT,5,384,GB_SCT_S08000019
2020-05-26,Forth Valley,15,2323,GB,SCT,5,389,GB_SCT_S08000019
2020-05-27,Forth Valley,10,2333,GB,SCT,5,394,GB_SCT_S08000019
2020-05-28,Forth Valley,10,2343,GB,SCT,5,399,GB_SCT_S08000019
2020-05-29,Forth Valley,10,2353,GB,SCT,5,404,GB_SCT_S08000019
2020-05-30,Forth Valley,10,2363,GB,SCT,5,409,GB_SCT_S08000019
2020-05-31,Forth Valley,10,2373,GB,SCT,5,414,GB_SCT_S08000019
2020-06-01,Forth Valley,9,2382,GB,SCT,5,419,GB_SCT_S08000019
2020-06-02,Forth Valley,9,2391,GB,SCT,5,424,GB_SCT_S08000019
2020-06-03,Forth Valley,12,2403,GB,SCT,5,429,GB_SCT_S08000019
2020-06-04,Forth Valley,14,2417,GB,SCT,5,434,GB_SCT_S08000019
2020-06-05,Forth Valley,13,2430,GB,SCT,5,439,GB_SCT_S08000019
2020-06-06,Forth Valley,12,2442,GB,SCT,5,444,GB_SCT_S08000019
2020-06-07,Forth Valley,10,2452,GB,SCT,5,449,GB_SCT_S08000019
2020-06-08,Forth Valley,12,2464,GB,SCT,5,454,GB_SCT_S08000019
2020-06-09,Forth Valley,10,2474,GB,SCT,5,459,GB_SCT_S08000019
2020-06-10,Forth Valley,9,2483,GB,SCT,5,464,GB_SCT_S08000019
2020-06-11,Forth Valley,9,2492,GB,SCT,5,469,GB_SCT_S08000019
2020-06-12,Forth Valley,7,2499,GB,SCT,5,474,GB_SCT_S08000019
2020-06-13,Forth Valley,7,2506,GB,SCT,5,479,GB_SCT_S08000019
2020-06-14,Forth Valley,5,2511,GB,SCT,5,484,GB_SCT_S08000019
2020-06-15,Forth Valley,6,2517,GB,SCT,5,489,GB_SCT_S08000019
2020-06-16,Forth Valley,7,2524,GB,SCT,5,494,GB_SCT_S08000019
2020-06-17,Forth Valley,6,2530,GB,SCT,5,499,GB_SCT_S08000019
2020-06-18,Forth Valley,7,2537,GB,SCT,5,504,GB_SCT_S08000019
2020-06-19,Forth Valley,7,2544,GB,SCT,5,509,GB_SCT_S08000019
2020-06-20,Forth Valley,5,2549,GB,SCT,5,514,GB_SCT_S08000019
2020-06-21,Forth Valley,5,2554,GB,SCT,5,519,GB_SCT_S08000019
2020-06-22,Forth Valley,5,2559,GB,SCT,5,524,GB_SCT_S08000019
2020-06-23,Forth Valley,5,2564,GB,SCT,5,529,GB_SCT_S08000019
2020-06-24,Forth Valley,3,2567,GB,SCT,5,534,GB_SCT_S08000019
2020-03-18,Forth Valley,,,GB,SCT,5,5,GB_SCT_S08000019
2020-03-19,Forth Valley,,,GB,SCT,5,10,GB_SCT_S08000019
2020-03-20,Forth Valley,,,GB,SCT,5,15,GB_SCT_S08000019
2020-03-21,Forth Valley,,,GB,SCT,5,20,GB_SCT_S08000019
2020-03-22,Forth Valley,,,GB,SCT,5,25,GB_SCT_S08000019
2020-03-23,Forth Valley,,,GB,SCT,5,30,GB_SCT_S08000019
2020-03-24,Forth Valley,,,GB,SCT,5,35,GB_SCT_S08000019
2020-03-25,Forth Valley,,,GB,SCT,5,40,GB_SCT_S08000019
2020-03-26,Grampian,8,8,GB,SCT,5,45,GB_SCT_S08000020
2020-03-27,Grampian,13,21,GB,SCT,5,50,GB_SCT_S08000020
2020-03-28,Grampian,16,37,GB,SCT,5,55,GB_SCT_S08000020
2020-03-29,Grampian,19,56,GB,SCT,5,60,GB_SCT_S08000020
2020-03-30,Grampian,20,76,GB,SCT,5,65,GB_SCT_S08000020
2020-03-31,Grampian,28,104,GB,SCT,5,70,GB_SCT_S08000020
2020-04-01,Grampian,31,135,GB,SCT,5,75,GB_SCT_S08000020
2020-04-02,Grampian,30,165,GB,SCT,5,80,GB_SCT_S08000020
2020-04-03,Grampian,45,210,GB,SCT,5,85,GB_SCT_S08000020
2020-04-04,Grampian,44,254,GB,SCT,5,90,GB_SCT_S08000020
2020-04-05,Grampian,53,307,GB,SCT,6,96,GB_SCT_S08000020
2020-04-06,Grampian,61,368,GB,SCT,10,106,GB_SCT_S08000020
2020-04-07,Grampian,61,429,GB,SCT,11,117,GB_SCT_S08000020
2020-04-08,Grampian,62,491,GB,SCT,11,128,GB_SCT_S08000020
2020-04-09,Grampian,72,563,GB,SCT,13,141,GB_SCT_S08000020
2020-04-10,Grampian,72,635,GB,SCT,13,154,GB_SCT_S08000020
2020-04-11,Grampian,73,708,GB,SCT,13,167,GB_SCT_S08000020
2020-04-12,Grampian,78,786,GB,SCT,14,181,GB_SCT_S08000020
2020-04-13,Grampian,77,863,GB,SCT,12,193,GB_SCT_S08000020
2020-04-14,Grampian,78,941,GB,SCT,13,206,GB_SCT_S08000020
2020-04-15,Grampian,73,1014,GB,SCT,15,221,GB_SCT_S08000020
2020-04-16,Grampian,71,1085,GB,SCT,16,237,GB_SCT_S08000020
2020-04-17,Grampian,69,1154,GB,SCT,15,252,GB_SCT_S08000020
2020-04-18,Grampian,75,1229,GB,SCT,15,267,GB_SCT_S08000020
2020-04-19,Grampian,72,1301,GB,SCT,13,280,GB_SCT_S08000020
2020-04-20,Grampian,73,1374,GB,SCT,9,289,GB_SCT_S08000020
2020-04-21,Grampian,75,1449,GB,SCT,10,299,GB_SCT_S08000020
2020-04-22,Grampian,68,1517,GB,SCT,8,307,GB_SCT_S08000020
2020-04-23,Grampian,71,1588,GB,SCT,12,319,GB_SCT_S08000020
2020-04-24,Grampian,71,1659,GB,SCT,9,328,GB_SCT_S08000020
2020-04-25,Grampian,69,1728,GB,SCT,9,337,GB_SCT_S08000020
2020-04-26,Grampian,71,1799,GB,SCT,9,346,GB_SCT_S08000020
2020-04-27,Grampian,73,1872,GB,SCT,9,355,GB_SCT_S08000020
2020-04-28,Grampian,71,1943,GB,SCT,10,365,GB_SCT_S08000020
2020-04-29,Grampian,80,2023,GB,SCT,10,375,GB_SCT_S08000020
2020-04-30,Grampian,85,2108,GB,SCT,10,385,GB_SCT_S08000020
2020-05-01,Grampian,90,2198,GB,SCT,13,398,GB_SCT_S08000020
2020-05-02,Grampian,94,2292,GB,SCT,12,410,GB_SCT_S08000020
2020-05-03,Grampian,98,2390,GB,SCT,13,423,GB_SCT_S08000020
2020-05-04,Grampian,99,2489,GB,SCT,13,436,GB_SCT_S08000020
2020-05-05,Grampian,97,2586,GB,SCT,13,449,GB_SCT_S08000020
2020-05-06,Grampian,94,2680,GB,SCT,11,460,GB_SCT_S08000020
2020-05-07,Grampian,93,2773,GB,SCT,11,471,GB_SCT_S08000020
2020-05-08,Grampian,89,2862,GB,SCT,11,482,GB_SCT_S08000020
2020-05-09,Grampian,91,2953,GB,SCT,10,492,GB_SCT_S08000020
2020-05-10,Grampian,92,3045,GB,SCT,10,502,GB_SCT_S08000020
2020-05-11,Grampian,99,3144,GB,SCT,11,513,GB_SCT_S08000020
2020-05-12,Grampian,99,3243,GB,SCT,11,524,GB_SCT_S08000020
2020-05-13,Grampian,97,3340,GB,SCT,9,533,GB_SCT_S08000020
2020-05-14,Grampian,98,3438,GB,SCT,11,544,GB_SCT_S08000020
2020-05-15,Grampian,96,3534,GB,SCT,8,552,GB_SCT_S08000020
2020-05-16,Grampian,92,3626,GB,SCT,5,557,GB_SCT_S08000020
2020-05-17,Grampian,89,3715,GB,SCT,5,562,GB_SCT_S08000020
2020-05-18,Grampian,88,3803,GB,SCT,7,569,GB_SCT_S08000020
2020-05-19,Grampian,84,3887,GB,SCT,6,575,GB_SCT_S08000020
2020-05-20,Grampian,80,3967,GB,SCT,6,581,GB_SCT_S08000020
2020-05-21,Grampian,72,4039,GB,SCT,6,587,GB_SCT_S08000020
2020-05-22,Grampian,68,4107,GB,SCT,6,593,GB_SCT_S08000020
2020-05-23,Grampian,70,4177,GB,SCT,6,599,GB_SCT_S08000020
2020-05-24,Grampian,72,4249,GB,SCT,6,605,GB_SCT_S08000020
2020-05-25,Grampian,71,4320,GB,SCT,6,611,GB_SCT_S08000020
2020-05-26,Grampian,66,4386,GB,SCT,6,617,GB_SCT_S08000020
2020-05-27,Grampian,69,4455,GB,SCT,6,623,GB_SCT_S08000020
2020-05-28,Grampian,65,4520,GB,SCT,6,629,GB_SCT_S08000020
2020-05-29,Grampian,65,4585,GB,SCT,5,634,GB_SCT_S08000020
2020-05-30,Grampian,66,4651,GB,SCT,5,639,GB_SCT_S08000020
2020-05-31,Grampian,66,4717,GB,SCT,5,644,GB_SCT_S08000020
2020-06-01,Grampian,69,4786,GB,SCT,5,649,GB_SCT_S08000020
2020-06-02,Grampian,64,4850,GB,SCT,5,654,GB_SCT_S08000020
2020-06-03,Grampian,64,4914,GB,SCT,5,659,GB_SCT_S08000020
2020-06-04,Grampian,66,4980,GB,SCT,5,664,GB_SCT_S08000020
2020-06-05,Grampian,63,5043,GB,SCT,5,669,GB_SCT_S08000020
2020-06-06,Grampian,62,5105,GB,SCT,5,674,GB_SCT_S08000020
2020-06-07,Grampian,60,5165,GB,SCT,5,679,GB_SCT_S08000020
2020-06-08,Grampian,60,5225,GB,SCT,5,684,GB_SCT_S08000020
2020-06-09,Grampian,62,5287,GB,SCT,5,689,GB_SCT_S08000020
2020-06-10,Grampian,60,5347,GB,SCT,5,694,GB_SCT_S08000020
2020-06-11,Grampian,60,5407,GB,SCT,5,699,GB_SCT_S08000020
2020-06-12,Grampian,58,5465,GB,SCT,5,704,GB_SCT_S08000020
2020-06-13,Grampian,56,5521,GB,SCT,5,709,GB_SCT_S08000020
2020-06-14,Grampian,56,5577,GB,SCT,5,714,GB_SCT_S08000020
2020-06-15,Grampian,56,5633,GB,SCT,5,719,GB_SCT_S08000020
2020-06-16,Grampian,58,5691,GB,SCT,5,724,GB_SCT_S08000020
2020-06-17,Grampian,55,5746,GB,SCT,5,729,GB_SCT_S08000020
2020-06-18,Grampian,50,5796,GB,SCT,5,734,GB_SCT_S08000020
2020-06-19,Grampian,48,5844,GB,SCT,5,739,GB_SCT_S08000020
2020-06-20,Grampian,46,5890,GB,SCT,5,744,GB_SCT_S08000020
2020-06-21,Grampian,47,5937,GB,SCT,5,749,GB_SCT_S08000020
2020-06-22,Grampian,42,5979,GB,SCT,5,754,GB_SCT_S08000020
2020-06-23,Grampian,43,6022,GB,SCT,5,759,GB_SCT_S08000020
2020-06-24,Grampian,47,6069,GB,SCT,5,764,GB_SCT_S08000020
2020-03-18,Grampian,,,GB,SCT,5,5,GB_SCT_S08000020
2020-03-19,Grampian,,,GB,SCT,5,10,GB_SCT_S08000020
2020-03-20,Grampian,,,GB,SCT,5,15,GB_SCT_S08000020
2020-03-21,Grampian,,,GB,SCT,5,20,GB_SCT_S08000020
2020-03-22,Grampian,,,GB,SCT,5,25,GB_SCT_S08000020
2020-03-23,Grampian,,,GB,SCT,5,30,GB_SCT_S08000020
2020-03-24,Grampian,,,GB,SCT,5,35,GB_SCT_S08000020
2020-03-25,Grampian,,,GB,SCT,5,40,GB_SCT_S08000020
2020-03-26,Greater Glasgow & Clyde,125,125,GB,SCT,12,62,GB_SCT_S08000031
2020-03-27,Greater Glasgow & Clyde,153,278,GB,SCT,18,80,GB_SCT_S08000031
2020-03-28,Greater Glasgow & Clyde,200,478,GB,SCT,24,104,GB_SCT_S08000031
2020-03-29,Greater Glasgow & Clyde,213,691,GB,SCT,23,127,GB_SCT_S08000031
2020-03-30,Greater Glasgow & Clyde,226,917,GB,SCT,22,149,GB_SCT_S08000031
2020-03-31,Greater Glasgow & Clyde,287,1204,GB,SCT,34,183,GB_SCT_S08000031
2020-04-01,Greater Glasgow & Clyde,331,1535,GB,SCT,36,219,GB_SCT_S08000031
2020-04-02,Greater Glasgow & Clyde,347,1882,GB,SCT,38,257,GB_SCT_S08000031
2020-04-03,Greater Glasgow & Clyde,404,2286,GB,SCT,45,302,GB_SCT_S08000031
2020-04-04,Greater Glasgow & Clyde,421,2707,GB,SCT,51,353,GB_SCT_S08000031
2020-04-05,Greater Glasgow & Clyde,458,3165,GB,SCT,54,407,GB_SCT_S08000031
2020-04-06,Greater Glasgow & Clyde,476,3641,GB,SCT,51,458,GB_SCT_S08000031
2020-04-07,Greater Glasgow & Clyde,534,4175,GB,SCT,54,512,GB_SCT_S08000031
2020-04-08,Greater Glasgow & Clyde,555,4730,GB,SCT,62,574,GB_SCT_S08000031
2020-04-09,Greater Glasgow & Clyde,563,5293,GB,SCT,64,638,GB_SCT_S08000031
2020-04-10,Greater Glasgow & Clyde,571,5864,GB,SCT,65,703,GB_SCT_S08000031
2020-04-11,Greater Glasgow & Clyde,590,6454,GB,SCT,69,772,GB_SCT_S08000031
2020-04-12,Greater Glasgow & Clyde,597,7051,GB,SCT,74,846,GB_SCT_S08000031
2020-04-13,Greater Glasgow & Clyde,583,7634,GB,SCT,74,920,GB_SCT_S08000031
2020-04-14,Greater Glasgow & Clyde,594,8228,GB,SCT,73,993,GB_SCT_S08000031
2020-04-15,Greater Glasgow & Clyde,598,8826,GB,SCT,71,1064,GB_SCT_S08000031
2020-04-16,Greater Glasgow & Clyde,606,9432,GB,SCT,70,1134,GB_SCT_S08000031
2020-04-17,Greater Glasgow & Clyde,580,10012,GB,SCT,67,1201,GB_SCT_S08000031
2020-04-18,Greater Glasgow & Clyde,593,10605,GB,SCT,65,1266,GB_SCT_S08000031
2020-04-19,Greater Glasgow & Clyde,593,11198,GB,SCT,62,1328,GB_SCT_S08000031
2020-04-20,Greater Glasgow & Clyde,603,11801,GB,SCT,64,1392,GB_SCT_S08000031
2020-04-21,Greater Glasgow & Clyde,583,12384,GB,SCT,60,1452,GB_SCT_S08000031
2020-04-22,Greater Glasgow & Clyde,574,12958,GB,SCT,55,1507,GB_SCT_S08000031
2020-04-23,Greater Glasgow & Clyde,564,13522,GB,SCT,49,1556,GB_SCT_S08000031
2020-04-24,Greater Glasgow & Clyde,561,14083,GB,SCT,50,1606,GB_SCT_S08000031
2020-04-25,Greater Glasgow & Clyde,557,14640,GB,SCT,49,1655,GB_SCT_S08000031
2020-04-26,Greater Glasgow & Clyde,557,15197,GB,SCT,49,1704,GB_SCT_S08000031
2020-04-27,Greater Glasgow & Clyde,557,15754,GB,SCT,47,1751,GB_SCT_S08000031
2020-04-28,Greater Glasgow & Clyde,542,16296,GB,SCT,48,1799,GB_SCT_S08000031
2020-04-29,Greater Glasgow & Clyde,555,16851,GB,SCT,42,1841,GB_SCT_S08000031
2020-04-30,Greater Glasgow & Clyde,548,17399,GB,SCT,43,1884,GB_SCT_S08000031
2020-05-01,Greater Glasgow & Clyde,538,17937,GB,SCT,44,1928,GB_SCT_S08000031
2020-05-02,Greater Glasgow & Clyde,530,18467,GB,SCT,42,1970,GB_SCT_S08000031
2020-05-03,Greater Glasgow & Clyde,526,18993,GB,SCT,39,2009,GB_SCT_S08000031
2020-05-04,Greater Glasgow & Clyde,533,19526,GB,SCT,39,2048,GB_SCT_S08000031
2020-05-05,Greater Glasgow & Clyde,523,20049,GB,SCT,32,2080,GB_SCT_S08000031
2020-05-06,Greater Glasgow & Clyde,509,20558,GB,SCT,30,2110,GB_SCT_S08000031
2020-05-07,Greater Glasgow & Clyde,506,21064,GB,SCT,32,2142,GB_SCT_S08000031
2020-05-08,Greater Glasgow & Clyde,502,21566,GB,SCT,31,2173,GB_SCT_S08000031
2020-05-09,Greater Glasgow & Clyde,496,22062,GB,SCT,30,2203,GB_SCT_S08000031
2020-05-10,Greater Glasgow & Clyde,492,22554,GB,SCT,29,2232,GB_SCT_S08000031
2020-05-11,Greater Glasgow & Clyde,497,23051,GB,SCT,28,2260,GB_SCT_S08000031
2020-05-12,Greater Glasgow & Clyde,496,23547,GB,SCT,29,2289,GB_SCT_S08000031
2020-05-13,Greater Glasgow & Clyde,486,24033,GB,SCT,27,2316,GB_SCT_S08000031
2020-05-14,Greater Glasgow & Clyde,473,24506,GB,SCT,26,2342,GB_SCT_S08000031
2020-05-15,Greater Glasgow & Clyde,460,24966,GB,SCT,22,2364,GB_SCT_S08000031
2020-05-16,Greater Glasgow & Clyde,433,25399,GB,SCT,21,2385,GB_SCT_S08000031
2020-05-17,Greater Glasgow & Clyde,432,25831,GB,SCT,20,2405,GB_SCT_S08000031
2020-05-18,Greater Glasgow & Clyde,434,26265,GB,SCT,20,2425,GB_SCT_S08000031
2020-05-19,Greater Glasgow & Clyde,428,26693,GB,SCT,20,2445,GB_SCT_S08000031
2020-05-20,Greater Glasgow & Clyde,412,27105,GB,SCT,18,2463,GB_SCT_S08000031
2020-05-21,Greater Glasgow & Clyde,400,27505,GB,SCT,16,2479,GB_SCT_S08000031
2020-05-22,Greater Glasgow & Clyde,389,27894,GB,SCT,14,2493,GB_SCT_S08000031
2020-05-23,Greater Glasgow & Clyde,379,28273,GB,SCT,13,2506,GB_SCT_S08000031
2020-05-24,Greater Glasgow & Clyde,379,28652,GB,SCT,12,2518,GB_SCT_S08000031
2020-05-25,Greater Glasgow & Clyde,384,29036,GB,SCT,12,2530,GB_SCT_S08000031
2020-05-26,Greater Glasgow & Clyde,382,29418,GB,SCT,11,2541,GB_SCT_S08000031
2020-05-27,Greater Glasgow & Clyde,378,29796,GB,SCT,9,2550,GB_SCT_S08000031
2020-05-28,Greater Glasgow & Clyde,369,30165,GB,SCT,9,2559,GB_SCT_S08000031
2020-05-29,Greater Glasgow & Clyde,354,30519,GB,SCT,9,2568,GB_SCT_S08000031
2020-05-30,Greater Glasgow & Clyde,343,30862,GB,SCT,9,2577,GB_SCT_S08000031
2020-05-31,Greater Glasgow & Clyde,338,31200,GB,SCT,7,2584,GB_SCT_S08000031
2020-06-01,Greater Glasgow & Clyde,338,31538,GB,SCT,7,2591,GB_SCT_S08000031
2020-06-02,Greater Glasgow & Clyde,332,31870,GB,SCT,7,2598,GB_SCT_S08000031
2020-06-03,Greater Glasgow & Clyde,332,32202,GB,SCT,6,2604,GB_SCT_S08000031
2020-06-04,Greater Glasgow & Clyde,317,32519,GB,SCT,5,2609,GB_SCT_S08000031
