key,date,new_deceased,new_deceased_age_06,new_deceased_age_04,new_deceased_age_05,new_deceased_age_02,new_deceased_age_03,new_deceased_age_01,new_deceased_age_00,new_deceased_male,new_deceased_female,age_bin_00,age_bin_01,age_bin_02,age_bin_03,age_bin_04,age_bin_05,age_bin_06,total_deceased,total_deceased_age_06,total_deceased_age_04,total_deceased_age_05,total_deceased_age_02,total_deceased_age_03,total_deceased_age_01,total_deceased_age_00,total_deceased_male,total_deceased_female
CZ_41,2020-04-13,2,1,,,,1,,,2,,30-39,40-49,50-59,60-69,70-79,80-89,90-,11,1,4,3,0,3,0,0,10,1
CZ_41,2020-04-17,4,,1,3,,,,,1,3,30-39,40-49,50-59,60-69,70-79,80-89,90-,15,1,5,6,0,3,0,0,11,4
CZ_41,2020-04-19,1,,,,,1,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,16,1,5,6,0,4,0,0,11,5
CZ_41,2020-04-22,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,17,1,6,6,0,4,0,0,12,5
CZ_41,2020-04-25,1,,,1,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,18,1,6,7,0,4,0,0,12,6
CZ_41,2020-04-26,2,,1,1,,,,,2,,30-39,40-49,50-59,60-69,70-79,80-89,90-,20,1,7,8,0,4,0,0,14,6
CZ_41,2020-05-01,1,,,1,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,21,1,7,9,0,4,0,0,14,7
CZ_41,2020-05-03,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,22,1,8,9,0,4,0,0,15,7
CZ_41,2020-05-06,1,,,1,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,23,1,8,10,0,4,0,0,15,8
CZ_41,2020-05-07,1,,,,,1,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,24,1,8,10,0,5,0,0,15,9
CZ_41,2020-05-08,1,,,,,1,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,25,1,8,10,0,6,0,0,16,9
CZ_41,2020-05-09,2,,,1,,1,,,2,,30-39,40-49,50-59,60-69,70-79,80-89,90-,27,1,8,11,0,7,0,0,18,9
CZ_41,2020-05-12,3,,1,1,,1,,,3,,30-39,40-49,50-59,60-69,70-79,80-89,90-,30,1,9,12,0,8,0,0,21,9
CZ_41,2020-05-14,1,,1,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,31,1,10,12,0,8,0,0,21,10
CZ_41,2020-05-15,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,32,1,11,12,0,8,0,0,22,10
CZ_41,2020-05-18,1,,1,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,33,1,12,12,0,8,0,0,22,11
CZ_41,2020-05-20,2,,1,1,,,,,,2,30-39,40-49,50-59,60-69,70-79,80-89,90-,35,1,13,13,0,8,0,0,22,13
CZ_41,2020-05-25,1,,,,,1,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,36,1,13,13,0,9,0,0,22,14
CZ_41,2020-05-28,1,,,1,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,37,1,13,14,0,9,0,0,22,15
CZ_41,2020-06-09,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,38,1,14,14,0,9,0,0,23,15
CZ_41_411,2020-03-28,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,1,0,0,1,0,0,0,0,1,0
CZ_41_411,2020-03-31,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,2,0,0,2,0,0,0,0,2,0
CZ_41_411,2020-04-06,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,3,0,0,3,0,0,0,0,3,0
CZ_41_411,2020-04-07,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,4,0,1,3,0,0,0,0,4,0
CZ_41_411,2020-04-09,1,,,,,1,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,5,0,1,3,0,1,0,0,5,0
CZ_41_411,2020-04-12,1,,1,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,6,0,2,3,0,1,0,0,5,1
CZ_41_411,2020-04-13,2,1,,,,1,,,2,,30-39,40-49,50-59,60-69,70-79,80-89,90-,8,1,2,3,0,2,0,0,7,1
CZ_41_411,2020-04-17,4,,1,3,,,,,1,3,30-39,40-49,50-59,60-69,70-79,80-89,90-,12,1,3,6,0,2,0,0,8,4
CZ_41_411,2020-04-19,1,,,,,1,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,13,1,3,6,0,3,0,0,8,5
CZ_41_411,2020-04-22,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,14,1,4,6,0,3,0,0,9,5
CZ_41_411,2020-04-25,1,,,1,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,15,1,4,7,0,3,0,0,9,6
CZ_41_411,2020-04-26,2,,1,1,,,,,2,,30-39,40-49,50-59,60-69,70-79,80-89,90-,17,1,5,8,0,3,0,0,11,6
CZ_41_411,2020-05-01,1,,,1,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,18,1,5,9,0,3,0,0,11,7
CZ_41_411,2020-05-03,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,19,1,6,9,0,3,0,0,12,7
CZ_41_411,2020-05-06,1,,,1,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,20,1,6,10,0,3,0,0,12,8
CZ_41_411,2020-05-07,1,,,,,1,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,21,1,6,10,0,4,0,0,12,9
CZ_41_411,2020-05-08,1,,,,,1,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,22,1,6,10,0,5,0,0,13,9
CZ_41_411,2020-05-09,2,,,1,,1,,,2,,30-39,40-49,50-59,60-69,70-79,80-89,90-,24,1,6,11,0,6,0,0,15,9
CZ_41_411,2020-05-12,3,,1,1,,1,,,3,,30-39,40-49,50-59,60-69,70-79,80-89,90-,27,1,7,12,0,7,0,0,18,9
CZ_41_411,2020-05-14,1,,1,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,28,1,8,12,0,7,0,0,18,10
CZ_41_411,2020-05-15,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,29,1,9,12,0,7,0,0,19,10
CZ_41_411,2020-05-18,1,,1,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,30,1,10,12,0,7,0,0,19,11
CZ_41_411,2020-05-20,2,,1,1,,,,,,2,30-39,40-49,50-59,60-69,70-79,80-89,90-,32,1,11,13,0,7,0,0,19,13
CZ_41_411,2020-05-25,1,,,,,1,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,33,1,11,13,0,8,0,0,19,14
CZ_41_411,2020-05-28,1,,,1,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,34,1,11,14,0,8,0,0,19,15
CZ_41_411,2020-06-09,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,35,1,12,14,0,8,0,0,20,15
CZ_41_412,2020-04-01,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,1,0,1,0,0,0,0,0,1,0
CZ_41_412,2020-04-05,2,,1,,,1,,,2,,30-39,40-49,50-59,60-69,70-79,80-89,90-,3,0,2,0,0,1,0,0,3,0
CZ_42,2020-03-29,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,1,0,0,1,0,0,0,0,1,0
CZ_42,2020-04-01,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,2,0,0,2,0,0,0,0,2,0
CZ_42,2020-04-03,1,,1,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,3,0,1,2,0,0,0,0,2,1
CZ_42,2020-04-07,1,,,,1,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,4,0,1,2,1,0,0,0,3,1
CZ_42,2020-04-09,1,,,1,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,5,0,1,3,1,0,0,0,3,2
CZ_42,2020-04-10,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,6,0,2,3,1,0,0,0,4,2
CZ_42,2020-04-13,1,,1,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,7,0,3,3,1,0,0,0,4,3
CZ_42,2020-04-14,1,,,1,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,8,0,3,4,1,0,0,0,4,4
CZ_42,2020-04-16,1,,,,,1,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,9,0,3,4,1,1,0,0,5,4
CZ_42,2020-04-21,2,,,1,1,,,,,2,30-39,40-49,50-59,60-69,70-79,80-89,90-,11,0,3,5,2,1,0,0,5,6
CZ_42,2020-04-24,1,,,,,1,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,12,0,3,5,2,2,0,0,6,6
CZ_42,2020-04-27,1,,1,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,13,0,4,5,2,2,0,0,6,7
CZ_42,2020-04-29,1,,,1,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,14,0,4,6,2,2,0,0,6,8
CZ_42,2020-04-30,2,,,2,,,,,1,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,16,0,4,8,2,2,0,0,7,9
CZ_42,2020-05-01,2,,2,,,,,,,2,30-39,40-49,50-59,60-69,70-79,80-89,90-,18,0,6,8,2,2,0,0,7,11
CZ_42,2020-05-02,1,,1,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,19,0,7,8,2,2,0,0,7,12
CZ_42,2020-05-04,2,,,1,,1,,,1,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,21,0,7,9,2,3,0,0,8,13
CZ_42,2020-05-21,1,,,,,1,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,22,0,7,9,2,4,0,0,9,13
CZ_42_422,2020-05-21,1,,,,,1,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,1,0,0,0,0,1,0,0,1,0
CZ_42_423,2020-03-29,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,1,0,0,1,0,0,0,0,1,0
CZ_42_423,2020-04-01,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,2,0,0,2,0,0,0,0,2,0
CZ_42_423,2020-04-03,1,,1,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,3,0,1,2,0,0,0,0,2,1
CZ_42_423,2020-04-07,1,,,,1,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,4,0,1,2,1,0,0,0,3,1
CZ_42_423,2020-04-09,1,,,1,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,5,0,1,3,1,0,0,0,3,2
CZ_42_423,2020-04-10,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,6,0,2,3,1,0,0,0,4,2
CZ_42_423,2020-04-13,1,,1,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,7,0,3,3,1,0,0,0,4,3
CZ_42_423,2020-04-14,1,,,1,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,8,0,3,4,1,0,0,0,4,4
CZ_42_423,2020-04-27,1,,1,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,9,0,4,4,1,0,0,0,4,5
CZ_42_423,2020-04-29,1,,,1,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,10,0,4,5,1,0,0,0,4,6
CZ_42_423,2020-05-04,1,,,1,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,11,0,4,6,1,0,0,0,4,7
CZ_42_424,2020-04-30,2,,,2,,,,,1,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,2,0,0,2,0,0,0,0,1,1
CZ_42_424,2020-05-04,1,,,,,1,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,3,0,0,2,0,1,0,0,2,1
CZ_42_425,2020-04-16,1,,,,,1,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,1,0,0,0,0,1,0,0,1,0
CZ_42_425,2020-04-21,2,,,1,1,,,,,2,30-39,40-49,50-59,60-69,70-79,80-89,90-,3,0,0,1,1,1,0,0,1,2
CZ_42_425,2020-04-24,1,,,,,1,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,4,0,0,1,1,2,0,0,2,2
CZ_42_425,2020-05-01,2,,2,,,,,,,2,30-39,40-49,50-59,60-69,70-79,80-89,90-,6,0,2,1,1,2,0,0,2,4
CZ_42_425,2020-05-02,1,,1,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,7,0,3,1,1,2,0,0,2,5
CZ_51,2020-04-08,2,1,1,,,,,,1,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,2,1,1,0,0,0,0,0,1,1
CZ_51,2020-04-19,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,3,1,1,1,0,0,0,0,2,1
CZ_51,2020-04-21,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,4,1,2,1,0,0,0,0,3,1
CZ_51,2020-06-19,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,5,1,3,1,0,0,0,0,4,1
CZ_51_512,2020-04-21,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,1,0,1,0,0,0,0,0,1,0
CZ_51_512,2020-06-19,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,2,0,2,0,0,0,0,0,2,0
CZ_51_513,2020-04-08,1,1,,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,1,1,0,0,0,0,0,0,1,0
CZ_51_513,2020-04-19,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,2,1,0,1,0,0,0,0,2,0
CZ_51_514,2020-04-08,1,,1,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,1,0,1,0,0,0,0,0,0,1
CZ_52,2020-04-02,1,,1,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,1,0,1,0,0,0,0,0,0,1
CZ_52,2020-04-08,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,2,0,1,1,0,0,0,0,1,1
CZ_52,2020-04-13,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,3,0,1,2,0,0,0,0,2,1
CZ_52,2020-04-30,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,4,0,1,3,0,0,0,0,3,1
CZ_52_521,2020-04-02,1,,1,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,1,0,1,0,0,0,0,0,0,1
CZ_52_521,2020-04-13,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,2,0,1,1,0,0,0,0,1,1
CZ_52_522,2020-04-08,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,1,0,0,1,0,0,0,0,1,0
CZ_52_524,2020-04-30,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,1,0,0,1,0,0,0,0,1,0
CZ_53,2020-03-26,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,1,0,1,0,0,0,0,0,1,0
CZ_53,2020-03-29,1,1,,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,2,1,1,0,0,0,0,0,1,1
CZ_53,2020-04-11,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,3,1,2,0,0,0,0,0,2,1
CZ_53,2020-04-12,1,,,1,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,4,1,2,1,0,0,0,0,2,2
CZ_53,2020-04-19,1,,,,,1,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,5,1,2,1,0,1,0,0,3,2
CZ_53,2020-04-21,1,,1,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,6,1,3,1,0,1,0,0,3,3
CZ_53,2020-05-19,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,7,1,3,2,0,1,0,0,4,3
CZ_53,2020-05-23,1,,,1,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,8,1,3,3,0,1,0,0,4,4
CZ_53,2020-06-02,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,9,1,4,3,0,1,0,0,5,4
CZ_53_532,2020-03-26,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,1,0,1,0,0,0,0,0,1,0
CZ_53_532,2020-03-29,1,1,,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,2,1,1,0,0,0,0,0,1,1
CZ_53_532,2020-05-19,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,3,1,1,1,0,0,0,0,2,1
CZ_53_532,2020-05-23,1,,,1,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,4,1,1,2,0,0,0,0,2,2
CZ_53_532,2020-06-02,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,5,1,2,2,0,0,0,0,3,2
CZ_53_533,2020-04-11,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,1,0,1,0,0,0,0,0,1,0
CZ_53_533,2020-04-21,1,,1,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,2,0,2,0,0,0,0,0,1,1
CZ_53_534,2020-04-12,1,,,1,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,1,0,0,1,0,0,0,0,0,1
CZ_53_534,2020-04-19,1,,,,,1,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,2,0,0,1,0,1,0,0,1,1
CZ_63,2020-03-29,1,,1,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,1,0,1,0,0,0,0,0,0,1
CZ_63,2020-04-05,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,2,0,2,0,0,0,0,0,1,1
CZ_63,2020-04-06,1,,,,,,1,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,3,0,2,0,0,0,1,0,2,1
CZ_63,2020-05-07,1,,,,,1,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,4,0,2,0,0,1,1,0,3,1
CZ_63_631,2020-03-29,1,,1,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,1,0,1,0,0,0,0,0,0,1
CZ_63_631,2020-04-05,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,2,0,2,0,0,0,0,0,1,1
CZ_63_631,2020-04-06,1,,,,,,1,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,3,0,2,0,0,0,1,0,2,1
CZ_63_634,2020-05-07,1,,,,,1,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,1,0,0,0,0,1,0,0,1,0
CZ_64,2020-04-01,1,,,,,1,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,1,0,0,0,0,1,0,0,1,0
CZ_64,2020-04-03,1,,,,1,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,2,0,0,0,1,1,0,0,2,0
CZ_64,2020-04-04,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,3,0,1,0,1,1,0,0,3,0
CZ_64,2020-04-05,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,4,0,1,1,1,1,0,0,4,0
CZ_64,2020-04-06,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,5,0,1,2,1,1,0,0,5,0
CZ_64,2020-04-08,1,,,1,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,6,0,1,3,1,1,0,0,5,1
CZ_64,2020-04-09,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,7,0,2,3,1,1,0,0,6,1
CZ_64,2020-04-12,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,8,0,2,4,1,1,0,0,7,1
CZ_64,2020-04-13,1,,,,,1,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,9,0,2,4,1,2,0,0,8,1
CZ_64,2020-04-14,2,,1,,,1,,,1,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,11,0,3,4,1,3,0,0,9,2
CZ_64,2020-04-18,1,,,1,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,12,0,3,5,1,3,0,0,9,3
CZ_64,2020-04-20,1,1,,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,13,1,3,5,1,3,0,0,9,4
CZ_64,2020-04-21,1,,,,,1,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,14,1,3,5,1,4,0,0,10,4
CZ_64,2020-04-23,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,15,1,4,5,1,4,0,0,11,4
CZ_64,2020-04-29,1,,1,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,16,1,5,5,1,4,0,0,11,5
CZ_64,2020-04-30,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,17,1,6,5,1,4,0,0,12,5
CZ_64,2020-06-01,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,18,1,7,5,1,4,0,0,13,5
CZ_64,2020-06-03,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,19,1,7,6,1,4,0,0,14,5
CZ_64,2020-06-10,1,1,,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,20,2,7,6,1,4,0,0,14,6
CZ_64,2020-06-15,1,,,1,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,21,2,7,7,1,4,0,0,14,7
CZ_64_642,2020-04-06,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,1,0,0,1,0,0,0,0,1,0
CZ_64_642,2020-04-18,1,,,1,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,2,0,0,2,0,0,0,0,1,1
CZ_64_642,2020-04-20,1,1,,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,3,1,0,2,0,0,0,0,1,2
CZ_64_642,2020-06-10,1,1,,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,4,2,0,2,0,0,0,0,1,3
CZ_64_642,2020-06-15,1,,,1,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,5,2,0,3,0,0,0,0,1,4
CZ_64_643,2020-04-08,1,,,1,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,1,0,0,1,0,0,0,0,0,1
CZ_64_643,2020-06-01,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,2,0,1,1,0,0,0,0,1,1
CZ_64_643,2020-06-03,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,3,0,1,2,0,0,0,0,2,1
CZ_64_644,2020-04-01,1,,,,,1,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,1,0,0,0,0,1,0,0,1,0
CZ_64_644,2020-04-03,1,,,,1,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,2,0,0,0,1,1,0,0,2,0
CZ_64_644,2020-04-04,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,3,0,1,0,1,1,0,0,3,0
CZ_64_644,2020-04-05,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,4,0,1,1,1,1,0,0,4,0
CZ_64_644,2020-04-09,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,5,0,2,1,1,1,0,0,5,0
CZ_64_644,2020-04-12,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,6,0,2,2,1,1,0,0,6,0
CZ_64_644,2020-04-13,1,,,,,1,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,7,0,2,2,1,2,0,0,7,0
CZ_64_644,2020-04-14,2,,1,,,1,,,1,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,9,0,3,2,1,3,0,0,8,1
CZ_64_644,2020-04-21,1,,,,,1,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,10,0,3,2,1,4,0,0,9,1
CZ_64_644,2020-04-23,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,11,0,4,2,1,4,0,0,10,1
CZ_64_644,2020-04-29,1,,1,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,12,0,5,2,1,4,0,0,10,2
CZ_64_644,2020-04-30,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,13,0,6,2,1,4,0,0,11,2
CZ_71,2020-03-25,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,1,0,0,1,0,0,0,0,1,0
CZ_71,2020-03-28,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,2,0,0,2,0,0,0,0,2,0
CZ_71,2020-03-31,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,3,0,0,3,0,0,0,0,3,0
CZ_71,2020-04-02,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,4,0,0,4,0,0,0,0,4,0
CZ_71,2020-04-05,2,,,,1,1,,,2,,30-39,40-49,50-59,60-69,70-79,80-89,90-,6,0,0,4,1,1,0,0,6,0
CZ_71,2020-04-07,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,7,0,0,5,1,1,0,0,7,0
CZ_71,2020-04-11,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,8,0,0,6,1,1,0,0,8,0
CZ_71,2020-04-20,2,,,1,,1,,,2,,30-39,40-49,50-59,60-69,70-79,80-89,90-,10,0,0,7,1,2,0,0,10,0
CZ_71,2020-04-21,2,,1,1,,,,,1,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,12,0,1,8,1,2,0,0,11,1
CZ_71,2020-04-22,1,,,,,1,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,13,0,1,8,1,3,0,0,12,1
CZ_71,2020-04-30,1,,,,1,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,14,0,1,8,2,3,0,0,13,1
CZ_71,2020-05-01,1,,,1,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,15,0,1,9,2,3,0,0,14,1
CZ_71,2020-05-03,1,1,,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,16,1,1,9,2,3,0,0,14,2
CZ_71,2020-05-11,1,,1,,,,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,17,1,2,9,2,3,0,0,15,2
CZ_71,2020-05-21,1,,,,,1,,,1,,30-39,40-49,50-59,60-69,70-79,80-89,90-,18,1,2,9,2,4,0,0,16,2
CZ_71,2020-06-17,1,1,,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,19,2,2,9,2,4,0,0,16,3
CZ_71,2020-06-18,1,1,,,,,,,,1,30-39,40-49,50-59,60-69,70-79,80-89,90-,20,3,2,9,2,4,0,0,16,4
