date,total_confirmed,total_deceased,total_tested,total_recovered,current_hospitalized,total_hospitalized,current_intensive_care,total_intensive_care,current_ventilator,total_ventilator,key,new_confirmed,new_deceased,new_tested,new_recovered,new_hospitalized,new_intensive_care,new_ventilator
2020-04-24,141,5,1374,126,2,,,,,,US_GU,6,0,59,0,,,
2020-04-23,135,5,1315,126,2,,,,,,US_GU,1,0,95,7,,,
2020-04-22,134,5,1220,119,3,,2,,,,US_GU,1,0,54,5,,,
2020-04-21,133,5,1166,114,3,,2,,,,US_GU,0,0,42,2,,,
2020-04-20,133,5,1124,112,3,,2,,,,US_GU,0,0,48,0,,,
2020-04-19,133,5,1076,112,6,,2,,,,US_GU,0,0,0,2,,,
2020-04-18,133,5,1076,110,6,,2,,,,US_GU,0,0,3,13,,,
2020-04-17,133,5,1073,97,6,,2,,,,US_GU,0,0,70,11,,,
2020-04-16,133,5,1003,86,9,,,,,,US_GU,0,0,27,13,,,
2020-04-15,133,5,976,73,9,,2,,2,,US_GU,0,0,32,7,,,
2020-04-14,133,5,944,66,13,,2,,2,,US_GU,0,0,41,8,,,
2020-04-13,133,5,903,58,12,,2,,2,,US_GU,0,0,77,0,,,
2020-04-12,133,5,826,58,13,,2,,2,,US_GU,0,0,0,0,,,
2020-04-11,133,5,826,58,14,,2,,2,,US_GU,3,1,34,17,,,
2020-04-10,130,4,792,41,14,,2,,2,,US_GU,2,0,71,8,,,
2020-04-09,128,4,721,33,14,,2,,2,,US_GU,3,0,34,2,,,
2020-04-08,125,4,687,31,21,,2,,2,,US_GU,4,0,37,4,,,
2020-04-07,121,4,650,27,21,,2,,2,,US_GU,8,0,32,2,,,
2020-04-06,113,4,618,25,21,,2,,,,US_GU,1,0,13,2,,,
2020-04-05,112,4,605,23,21,,2,,,,US_GU,19,0,40,3,,,
2020-04-04,93,4,565,20,20,,2,,,,US_GU,9,0,22,6,,,
2020-04-03,84,4,543,14,19,,2,,,,US_GU,2,1,19,2,,,
2020-04-02,82,3,524,12,19,,2,,,,US_GU,5,0,41,3,,,
2020-04-01,77,3,483,9,19,,2,,,,US_GU,8,1,43,2,,,
2020-03-31,69,2,440,7,19,,2,,,,US_GU,11,1,30,0,,,
2020-03-30,58,1,410,7,19,,2,,,,US_GU,2,0,20,0,,,
2020-03-29,56,1,390,7,15,,,,,,US_GU,1,0,36,0,,,
2020-03-28,55,1,354,7,15,,,,,,US_GU,4,0,4,,,,
2020-03-27,51,1,350,,13,,,,,,US_GU,6,0,42,,,,
2020-03-26,45,1,308,,11,,,,,,US_GU,8,0,38,,,,
2020-03-25,37,1,270,,10,,,,,,US_GU,5,0,37,,,,
2020-03-24,32,1,233,,5,,,,,,US_GU,3,0,43,,,,
2020-03-23,29,1,190,,,,,,,,US_GU,2,0,37,,,,
2020-03-22,27,1,153,,,,,,,,US_GU,12,,30,,,,
2020-03-21,15,,123,,,,,,,,US_GU,1,,23,,,,
2020-03-20,14,,100,,,,,,,,US_GU,2,,19,,,,
2020-03-19,12,,81,,,,,,,,US_GU,4,,16,,,,
2020-03-18,8,,65,,,,,,,,US_GU,3,,19,,,,
2020-03-17,5,,46,,,,,,,,US_GU,2,,20,,,,
2020-03-16,3,,26,,,,,,,,US_GU,,,,,,,
2020-06-27,866,17,74301,705,,109,,,,,US_HI,16,0,1296,9,0,0,0
2020-06-26,850,17,73005,696,,109,,,,,US_HI,15,0,1070,10,4,0,0
2020-06-25,835,17,71935,686,,105,,,,,US_HI,16,0,1396,13,1,0,0
2020-06-24,819,17,70539,673,,104,,,,,US_HI,3,0,1199,4,5,0,0
2020-06-23,816,17,69340,669,,99,,,,,US_HI,2,0,629,18,2,0,0
2020-06-22,814,17,68711,651,,97,,,,,US_HI,11,0,851,7,1,0,0
2020-06-21,803,17,67860,644,,96,,,,,US_HI,14,0,1126,2,0,0,0
2020-06-20,789,17,66734,642,,96,,,,,US_HI,27,0,990,2,1,0,0
2020-06-19,762,17,65744,640,,95,,,,,US_HI,18,0,1370,1,0,0,0
2020-06-18,744,17,64374,639,,95,,,,,US_HI,4,0,1131,2,3,0,0
2020-06-17,740,17,63243,637,,92,,,,,US_HI,4,0,1215,7,1,0,0
2020-06-16,736,17,62028,630,,91,,,,,US_HI,8,0,554,1,0,0,0
2020-06-15,728,17,61474,629,,91,,,,,US_HI,5,0,1152,1,2,0,0
2020-06-14,723,17,60322,628,,89,,,,,US_HI,17,0,984,1,2,0,0
2020-06-13,706,17,59338,627,,87,,,,,US_HI,14,0,759,4,1,0,0
2020-06-12,692,17,58579,623,,86,,,,,US_HI,7,0,1284,1,1,0,0
2020-06-11,685,17,57295,622,,85,,,,,US_HI,3,0,1122,1,1,0,0
2020-06-10,682,17,56173,621,,84,,,,,US_HI,6,0,699,3,0,0,0
2020-06-09,676,17,55474,618,,84,,,,,US_HI,1,0,327,1,0,0,0
2020-06-08,675,17,55147,617,,84,,,,,US_HI,2,0,1092,1,1,0,0
2020-06-07,673,17,54055,616,,83,,,,,US_HI,9,0,798,2,0,0,0
2020-06-06,664,17,53257,614,,83,,,,,US_HI,9,0,921,3,0,0,0
2020-06-05,655,17,52336,611,,83,,,,,US_HI,2,0,1698,-1,0,0,0
2020-06-04,653,17,50638,612,,83,,,,,US_HI,0,0,1130,3,0,0,0
2020-06-03,653,17,49508,609,,83,,,,,US_HI,1,0,587,1,0,0,0
2020-06-02,652,17,48921,608,,83,,,,,US_HI,0,0,434,0,0,0,0
2020-06-01,652,17,48487,608,,83,,,,,US_HI,1,0,-6133,2,0,0,0
2020-05-31,651,17,54620,606,,83,,,,,US_HI,2,0,606,1,0,0,0
2020-05-30,649,17,54014,605,,83,,,,,US_HI,2,0,1190,1,0,0,0
2020-05-29,647,17,52824,604,,83,,,,,US_HI,3,0,985,4,0,0,0
2020-05-28,644,17,51839,600,,83,,,,,US_HI,1,0,637,7,0,0,0
2020-05-27,643,17,51202,593,,83,,,,,US_HI,0,0,831,1,-1,0,0
2020-05-26,643,17,50371,592,,84,,,,,US_HI,0,0,0,1,0,0,0
2020-05-25,643,17,50371,591,,84,,,,,US_HI,0,0,799,2,0,0,0
2020-05-24,643,17,49572,589,,84,,,,,US_HI,1,0,751,4,0,0,0
2020-05-23,642,17,48821,585,,84,,,,,US_HI,-5,0,836,6,1,0,0
2020-05-22,647,17,47985,579,,83,,,,,US_HI,4,0,836,1,1,0,0
2020-05-21,643,17,47149,578,,82,,,,,US_HI,2,0,845,0,0,0,0
2020-05-20,641,17,46304,578,,82,,,,,US_HI,1,0,1281,4,0,0,0
2020-05-19,640,17,45023,574,,82,,,,,US_HI,0,0,2978,1,0,0,0
2020-05-18,640,17,42045,573,,82,,,,,US_HI,1,0,371,1,0,0,0
2020-05-17,639,17,41674,572,,82,,,,,US_HI,1,0,791,7,1,0,0
2020-05-16,638,17,40883,565,,81,,,,,US_HI,1,0,2107,1,0,0,0
2020-05-15,637,17,38776,564,,81,,,,,US_HI,-1,0,-105,1,0,0,0
2020-05-14,638,17,38881,563,,81,,,,,US_HI,3,0,516,0,0,0,0
2020-05-13,635,17,38365,563,,81,,,,,US_HI,1,0,426,2,0,0,0
2020-05-12,634,17,37939,561,,81,,,,,US_HI,2,0,256,0,0,0,0
2020-05-11,632,17,37683,561,,81,,,,,US_HI,1,0,413,10,0,0,0
2020-05-10,631,17,37270,551,,81,,,,,US_HI,2,0,1008,-15,0,0,0
2020-05-09,629,17,36262,566,,81,,,,,US_HI,0,0,-356,1,7,0,0
2020-05-08,629,17,36618,565,,74,,,,,US_HI,3,0,1077,7,0,0,0
2020-05-07,626,17,35541,558,,74,,,,,US_HI,1,0,342,7,1,0,0
2020-05-06,625,17,35199,551,,73,,,,,US_HI,4,0,1200,3,0,0,0
2020-05-05,621,17,33999,548,,73,,,,,US_HI,1,0,133,4,0,0,0
2020-05-04,620,17,33866,544,,73,,,,,US_HI,0,1,916,3,1,0,0
2020-05-03,620,16,32950,541,,72,,,,,US_HI,1,0,965,9,0,0,0
2020-05-02,619,16,31985,532,,72,,,,,US_HI,1,0,891,6,2,0,0
2020-05-01,618,16,31094,526,,70,,,,,US_HI,5,0,454,10,1,0,0
2020-04-30,613,16,30640,516,,69,,,,,US_HI,4,0,1022,11,0,0,0
2020-04-29,609,16,29618,505,,69,,,,,US_HI,2,0,435,12,1,0,0
2020-04-28,607,16,29183,493,,68,,,,,US_HI,1,2,173,5,0,0,0
2020-04-27,606,14,29010,488,,68,,,,,US_HI,3,0,527,6,0,0,0
2020-04-26,603,14,28483,482,,68,,,,,US_HI,2,1,443,19,1,0,0
2020-04-25,601,13,28040,463,,67,,,,,US_HI,5,1,1153,8,4,0,0
2020-04-24,596,12,26887,455,,63,,,,,US_HI,4,0,759,11,0,0,0
2020-04-23,592,12,26128,444,,63,,,,,US_HI,10,0,786,7,7,0,0
2020-04-22,582,12,25342,437,,56,,,,,US_HI,-2,2,646,14,1,0,0
2020-04-21,584,10,24696,423,,55,,,,,US_HI,4,0,521,9,3,0,0
2020-04-20,580,10,24175,414,,52,,,,,US_HI,6,1,705,4,1,0,0
2020-04-19,574,9,23470,410,,51,,,,,US_HI,21,0,1127,20,3,0,0
2020-04-18,553,9,22343,390,,48,,,,,US_HI,12,0,486,16,3,0,0
2020-04-17,541,9,21857,374,,45,,,,,US_HI,11,0,1157,15,0,0,0
2020-04-16,530,9,20700,359,,45,,,,,US_HI,13,0,897,26,0,0,0
2020-04-15,517,9,19803,333,,45,,,,,US_HI,13,0,383,18,1,0,0
2020-04-14,504,9,19420,315,,44,,,,,US_HI,5,0,576,5,0,0,0
2020-04-13,499,9,18844,310,,44,,6,,2,US_HI,13,1,876,10,0,0,0
2020-04-12,486,8,17968,300,,44,,6,,2,US_HI,21,0,437,16,1,0,0
2020-04-11,465,8,17531,284,,43,,6,,2,US_HI,23,2,1382,33,1,0,0
2020-04-10,442,6,16149,251,,42,,6,,2,US_HI,7,1,398,138,0,0,
2020-04-09,435,5,15751,113,,42,,6,,,US_HI,25,0,602,0,0,0,
2020-04-08,410,5,15149,113,,42,,6,,,US_HI,23,0,1607,24,16,0,
2020-04-07,387,5,13542,89,,26,,6,,,US_HI,16,1,16,4,5,0,
2020-04-06,371,4,13526,85,,21,,6,,,US_HI,20,0,571,3,2,0,
2020-04-05,351,4,12955,82,,19,,6,,,US_HI,32,1,677,4,1,0,
2020-04-04,319,3,12278,78,,18,,6,,,US_HI,34,1,1787,6,3,0,
2020-04-03,285,2,10491,72,,15,,6,,,US_HI,27,1,27,3,0,0,
2020-04-02,258,1,10464,69,,15,,6,,,US_HI,50,0,1535,11,2,0,
2020-04-01,208,1,8929,58,,13,,6,,,US_HI,4,,254,9,1,0,
2020-03-31,204,,8675,49,,12,,6,,,US_HI,29,,675,,0,,
2020-03-30,175,,8000,,,12,,,,,US_HI,24,,1000,,0,,
2020-03-29,151,,7000,,,12,,,,,US_HI,31,,2523,,4,,
2020-03-28,120,,4477,,,8,,,,,US_HI,14,,14,,1,,
2020-03-27,106,,4463,,,7,,,,,US_HI,11,,11,,2,,
2020-03-26,95,,4452,,,5,,,,,US_HI,5,,5,,-1,,
2020-03-25,90,,4447,,,6,,,,,US_HI,13,,781,,2,,
2020-03-24,77,,3666,,,4,,,,,US_HI,21,,655,,,,
2020-03-23,56,,3011,,,,,,,,US_HI,8,,2700,,,,
2020-03-22,48,,311,,,,,,,,US_HI,11,,150,,,,
2020-03-21,37,,161,,,,,,,,US_HI,11,,11,,,,
2020-03-20,26,,150,,,,,,,,US_HI,10,,41,,,,
2020-03-19,16,,109,,,,,,,,US_HI,2,,2,,,,
2020-03-18,14,,107,,,,,,,,US_HI,4,,97,,,,
2020-03-17,10,,10,,,,,,,,US_HI,3,,3,,,,
2020-03-16,7,,7,,,,,,,,US_HI,5,,5,,,,
2020-03-15,2,,2,,,,,,,,US_HI,0,,0,,,,
2020-03-14,2,,2,,,,,,,,US_HI,0,,0,,,,
2020-03-13,2,,2,,,,,,,,US_HI,0,,0,,,,
2020-03-12,2,,2,,,,,,,,US_HI,0,,0,,,,
2020-03-11,2,,2,,,,,,,,US_HI,0,,0,,,,
2020-03-10,2,,2,,,,,,,,US_HI,0,,0,,,,
2020-03-09,2,,2,,,,,,,,US_HI,1,,1,,,,
2020-03-08,1,,1,,,,,,,,US_HI,0,,0,,,,
2020-03-07,1,,1,,,,,,,,US_HI,,,,,,,
2020-06-27,28012,704,289752,17467,131,,40,,22,,US_IA,326,0,6109,154,0,,
2020-06-26,27686,704,283643,17313,141,,42,,24,,US_IA,489,9,6589,296,0,,
2020-06-25,27197,695,277054,17017,137,,42,,26,,US_IA,492,3,7095,159,0,,
2020-06-24,26705,692,269959,16858,140,,43,,25,,US_IA,332,4,5256,279,0,,
2020-06-23,26373,688,264703,16579,163,,47,,26,,US_IA,322,2,6071,339,0,,
2020-06-22,26051,686,258632,16240,169,,51,,28,,US_IA,88,1,1480,172,0,,
2020-06-21,25963,685,257152,16068,170,,53,,27,,US_IA,467,4,6945,105,0,,
2020-06-20,25496,681,250207,15963,182,,58,,30,,US_IA,221,0,3558,147,0,,
2020-06-19,25275,681,246649,15816,197,,60,,37,,US_IA,421,2,5718,212,0,,
2020-06-18,24854,679,240931,15604,188,,64,,47,,US_IA,393,6,5800,315,0,,
2020-06-17,24461,673,235131,15289,188,,64,,47,,US_IA,282,4,4493,264,0,,
2020-06-16,24179,669,230638,15025,193,,71,,49,,US_IA,126,14,3250,400,0,,
2020-06-15,24053,655,227388,14625,197,,71,,51,,US_IA,127,3,2754,242,0,,
2020-06-14,23926,652,224634,14383,203,,77,,47,,US_IA,209,2,5026,57,0,,
2020-06-13,23717,650,219608,14326,200,,76,,43,,US_IA,380,7,5064,99,0,,
2020-06-12,23337,643,214544,14227,225,,81,,47,,US_IA,399,4,6005,271,0,,
2020-06-11,22938,639,208539,13956,242,,75,,48,,US_IA,387,9,5710,328,0,,
2020-06-10,22551,630,202829,13628,245,,73,,49,,US_IA,315,6,5106,217,0,,
2020-06-09,22236,624,197723,13411,255,,82,,51,,US_IA,249,12,4101,383,0,,
2020-06-08,21987,612,193622,13028,265,,85,,53,,US_IA,320,8,5430,223,0,,
2020-06-07,21667,604,188192,12805,269,,86,,54,,US_IA,189,6,3478,90,0,,
2020-06-06,21478,598,184714,12715,299,,102,,62,,US_IA,326,6,4051,130,0,,
2020-06-05,21152,592,180663,12585,299,,102,,62,,US_IA,347,12,5728,252,0,,
2020-06-04,20805,580,174935,12333,310,,105,,70,,US_IA,750,6,10490,269,0,,
2020-06-03,20055,574,164445,12064,314,,116,,76,,US_IA,39,13,755,322,0,,
2020-06-02,20016,561,163690,11742,327,,114,,76,,US_IA,319,10,4609,302,0,,
2020-06-01,19697,551,159081,11440,339,,125,,73,,US_IA,145,17,2785,293,0,,
2020-05-31,19552,534,156296,11147,341,,116,,70,,US_IA,308,3,5873,128,0,,
2020-05-30,19244,531,150423,11019,368,,118,,69,,US_IA,318,9,3103,266,0,,
2020-05-29,18926,522,147320,10753,376,,117,,78,,US_IA,353,18,4387,394,0,,
2020-05-28,18573,504,142933,10359,383,,112,,67,,US_IA,213,13,3407,343,0,,
2020-05-27,18360,491,139526,10016,393,,109,,66,,US_IA,657,13,4522,225,0,,
2020-05-26,17703,478,135004,9791,379,,115,,65,,US_IA,126,19,2289,414,0,,
2020-05-25,17577,459,132715,9377,377,,118,,66,,US_IA,325,5,4959,59,0,,
2020-05-24,17252,454,127756,9318,363,,114,,61,,US_IA,359,10,3815,64,0,,
2020-05-23,16893,444,123941,9254,362,,111,,70,,US_IA,389,19,3691,175,0,,
2020-05-22,16504,425,120250,9079,362,,123,,79,,US_IA,334,19,3685,407,0,,
2020-05-21,16170,406,116565,8672,376,,125,,80,,US_IA,556,18,5817,310,0,,
2020-05-20,15614,388,110748,8362,381,,126,,84,,US_IA,265,16,3100,232,0,,
2020-05-19,15349,372,107648,8130,383,,126,,83,,US_IA,394,17,4500,806,0,,
2020-05-18,14955,355,103148,7324,382,,121,,85,,US_IA,304,4,2907,170,0,,
2020-05-17,14651,351,100241,7154,376,,124,,85,,US_IA,323,5,3941,227,0,,
2020-05-16,14328,346,96300,6927,387,,128,,83,,US_IA,279,10,2734,366,0,,
2020-05-15,14049,336,93566,6561,387,,130,,87,,US_IA,374,18,4272,330,0,,
2020-05-14,13675,318,89294,6231,405,,134,,93,,US_IA,386,12,3575,277,0,,
2020-05-13,13289,306,85719,5954,388,,133,,101,,US_IA,377,17,4431,336,0,,
2020-05-12,12912,289,81288,5618,385,,143,,101,,US_IA,539,18,3496,369,0,,
2020-05-11,12373,271,77792,5249,394,,152,,107,,US_IA,414,6,3618,95,0,,
2020-05-10,11959,265,74174,5154,413,,157,,105,,US_IA,288,13,2698,143,0,,
2020-05-09,11671,252,71476,5011,402,,161,,106,,US_IA,214,9,1215,326,0,,
2020-05-08,11457,243,70261,4685,407,,164,,109,,US_IA,398,12,3834,419,0,,
2020-05-07,11059,231,66427,4266,417,,151,,107,,US_IA,655,12,3256,463,0,,
2020-05-06,10404,219,63171,3803,414,,151,,103,,US_IA,293,12,2602,231,0,,
2020-05-05,10111,207,60569,3572,407,,152,,94,,US_IA,408,19,3408,86,0,,
2020-05-04,9703,188,57161,3486,389,,143,,93,,US_IA,534,4,3975,161,0,,
2020-05-03,9169,184,53186,3325,378,,133,,93,,US_IA,528,9,6837,169,0,,
2020-05-02,8641,175,46349,3156,353,,131,,90,,US_IA,757,5,757,257,0,,
2020-05-01,7884,170,45592,2899,345,,121,,91,,US_IA,739,8,2925,202,0,,
2020-04-30,7145,162,42667,2697,335,,121,,86,,US_IA,302,14,1330,269,0,,
2020-04-29,6843,148,41337,2428,323,,100,,74,,US_IA,467,12,1514,264,0,,
2020-04-28,6376,136,39823,2164,304,,98,,64,,US_IA,508,9,1673,143,0,,
2020-04-27,5868,127,38150,2021,300,,100,,58,,US_IA,392,9,2060,121,0,,
2020-04-26,5476,118,36090,1900,286,,99,,55,,US_IA,384,6,1740,177,0,,
2020-04-25,5092,112,34350,1723,293,,108,,60,,US_IA,647,5,2377,119,0,,
2020-04-24,4445,107,31973,1604,278,,104,,60,,US_IA,521,11,2711,112,0,,
2020-04-23,3924,96,29262,1492,282,,102,,55,,US_IA,176,6,1018,64,0,,
2020-04-22,3748,90,28244,1428,272,,92,,57,,US_IA,107,7,629,135,0,,
2020-04-21,3641,83,27615,1293,214,,89,,60,,US_IA,482,4,1795,58,0,,
2020-04-20,3159,79,25820,1235,214,,91,,58,,US_IA,257,4,1270,64,0,,
2020-04-19,2902,75,24550,1171,198,,86,,54,,US_IA,389,1,1603,76,0,,
2020-04-18,2513,74,22947,1095,193,,84,,51,,US_IA,181,10,1155,88,0,,
2020-04-17,2332,64,21792,1007,183,,88,,52,,US_IA,191,4,1117,20,0,,
2020-04-16,2141,60,20675,987,175,,84,,48,,US_IA,146,7,806,79,0,,
2020-04-15,1995,53,19869,908,171,,78,,43,,US_IA,96,4,984,167,0,,
2020-04-14,1899,49,18885,741,163,,73,,41,,US_IA,189,6,189,0,0,,
2020-04-13,1710,43,18696,741,142,,70,,41,,US_IA,123,2,1104,67,0,,
2020-04-12,1587,41,17592,674,129,,55,,30,,US_IA,77,7,460,89,0,,
2020-04-11,1510,34,17132,585,118,,55,,30,,US_IA,122,3,1179,79,0,,
2020-04-10,1388,31,15953,506,125,,55,,30,,US_IA,118,2,980,30,0,,
2020-04-09,1270,29,14973,476,122,,,,,,US_IA,125,2,1007,45,0,,
2020-04-08,1145,27,13966,431,122,193,,,,,US_IA,97,1,1248,90,0,,
2020-04-07,1048,26,12718,341,104,193,,,,,US_IA,102,1,1119,57,14,,
2020-04-06,946,25,11599,284,99,179,,,,,US_IA,78,3,758,96,14,,
2020-04-05,868,22,10841,188,91,165,,,,,US_IA,82,8,601,0,12,,
2020-04-04,786,14,10240,188,85,153,,,,,US_IA,87,3,787,0,15,,
2020-04-03,699,11,9453,188,80,138,,,,,US_IA,85,0,785,142,18,,
2020-04-02,614,11,8668,46,74,120,,,,,US_IA,65,2,815,-72,21,,
2020-04-01,549,9,7853,118,63,99,,,,,US_IA,52,2,468,85,5,,
2020-03-31,497,7,7385,33,61,94,,,,,US_IA,73,1,799,10,20,,
2020-03-30,424,6,6586,23,51,74,,,,,US_IA,88,2,1237,6,6,,
2020-03-29,336,4,5349,17,51,68,,,,,US_IA,38,1,676,2,7,,
2020-03-28,298,3,4673,15,46,61,,,,,US_IA,63,0,698,-3,11,,
2020-03-27,235,3,3975,18,32,50,,,,,US_IA,56,2,1218,3,4,,
2020-03-26,179,1,2757,15,31,46,,,,,US_IA,34,0,34,,10,,
2020-03-25,145,1,2723,,23,36,,,,,US_IA,21,,284,,9,,
2020-03-24,124,,2439,,,27,,,,,US_IA,19,,291,,,,
2020-03-23,105,,2148,,,,,,,,US_IA,15,,843,,,,
2020-03-22,90,,1305,,,,,,,,US_IA,22,,188,,,,
2020-03-21,68,,1117,,,,,,,,US_IA,23,,430,,,,
2020-03-20,45,,687,,,,,,,,US_IA,7,,566,,,,
2020-03-19,38,,121,,,,,,,,US_IA,9,,9,,,,
2020-03-18,29,,112,,,,,,,,US_IA,6,,6,,,,
2020-03-17,23,,106,,,,,,,,US_IA,1,,1,,,,
2020-03-16,22,,105,,,,,,,,US_IA,4,,4,,,,
2020-03-15,18,,101,,,,,,,,US_IA,1,,1,,,,
2020-03-14,17,,100,,,,,,,,US_IA,1,,-28,,,,
2020-03-13,16,,128,,,,,,,,US_IA,2,,23,,,,
2020-03-12,14,,105,,,,,,,,US_IA,1,,19,,,,
2020-03-11,13,,86,,,,,,,,US_IA,5,,35,,,,
2020-03-10,8,,51,,,,,,,,US_IA,5,,14,,,,
2020-03-09,3,,37,,,,,,,,US_IA,3,,20,,,,
2020-03-08,0,,17,,,,,,,,US_IA,0,,0,,,,
2020-03-07,0,,17,,,,,,,,US_IA,0,,0,,,,
2020-03-06,0,,17,,,,,,,,US_IA,,,,,,,
2020-06-27,5148,90,84056,3827,,309,,108,,,US_ID,283,0,1686,115,6,2,
2020-06-26,4865,90,82370,3712,,303,,106,,,US_ID,220,0,1831,102,3,0,
2020-06-25,4645,90,80539,3610,,300,,106,,,US_ID,243,1,2704,126,2,1,
2020-06-24,4402,89,77835,3484,,298,,105,,,US_ID,148,0,1671,79,5,3,
2020-06-23,4254,89,76164,3405,,293,,102,,,US_ID,248,0,3196,100,10,1,
2020-06-22,4006,89,72968,3305,,283,,101,,,US_ID,0,0,0,0,0,0,
2020-06-21,4006,89,72968,3305,,283,,101,,,US_ID,135,0,1772,122,4,0,
2020-06-20,3871,89,71196,3183,,279,,101,,,US_ID,128,0,1651,95,1,0,
2020-06-19,3743,89,69545,3088,,278,,101,,,US_ID,111,1,1533,75,3,0,
2020-06-18,3632,88,68012,3013,,275,,101,,,US_ID,92,0,1228,92,0,0,
2020-06-17,3540,88,66784,2921,,275,,101,,,US_ID,78,0,1137,44,5,1,
2020-06-16,3462,88,65647,2877,,270,,100,,,US_ID,63,1,2667,40,4,2,
2020-06-15,3399,87,62980,2837,,266,,98,,,US_ID,0,0,0,0,0,0,
2020-06-14,3399,87,62980,2837,,266,,98,,,US_ID,46,0,322,61,1,0,
2020-06-13,3353,87,62658,2776,,265,,98,,,US_ID,51,1,1226,92,0,0,
2020-06-12,3302,86,61432,2684,,265,,98,,,US_ID,42,1,1317,56,3,-1,
2020-06-11,3260,85,60115,2628,,262,,99,,,US_ID,40,0,1063,74,0,0,
2020-06-10,3220,85,59052,2554,,262,,99,,,US_ID,31,2,1375,45,2,0,
2020-06-09,3189,83,57677,2509,,260,,99,,,US_ID,50,0,1636,48,0,0,
2020-06-08,3139,83,56041,2461,,260,,99,,,US_ID,0,0,0,0,0,0,
2020-06-07,3139,83,56041,2461,,260,,99,,,US_ID,28,0,802,53,3,1,
2020-06-06,3111,83,55239,2408,,257,,98,,,US_ID,57,0,1615,46,2,0,
2020-06-05,3054,83,53624,2362,,255,,98,,,US_ID,64,0,3819,51,2,0,
2020-06-04,2990,83,49805,2311,,253,,98,,,US_ID,57,0,863,29,2,0,
2020-06-03,2933,83,48942,2282,,251,,98,,,US_ID,27,0,809,16,4,0,
2020-06-02,2906,83,48133,2266,,247,,98,,,US_ID,67,1,1436,18,5,2,
2020-06-01,2839,82,46697,2248,,242,,96,,,US_ID,0,0,0,0,0,0,
2020-05-31,2839,82,46697,2248,,242,,96,,,US_ID,36,0,1273,23,2,0,
2020-05-30,2803,82,45424,2225,,240,,96,,,US_ID,34,0,663,30,2,0,
2020-05-29,2769,82,44761,2195,,238,,96,,,US_ID,38,0,886,10,4,1,
2020-05-28,2731,82,43875,2185,,234,,95,,,US_ID,32,1,858,85,3,0,
2020-05-27,2699,81,43017,2100,,231,,95,,,US_ID,73,2,1611,345,6,1,
2020-05-26,2626,79,41406,1755,,225,,94,,,US_ID,0,0,0,0,0,0,
2020-05-25,2626,79,41406,1755,,225,,94,,,US_ID,0,0,0,0,0,0,
2020-05-24,2626,79,41406,1755,,225,,94,,,US_ID,31,0,797,20,0,0,
2020-05-23,2595,79,40609,1735,,225,,94,,,US_ID,61,2,1014,15,2,2,
2020-05-22,2534,77,39595,1720,,223,,92,,,US_ID,28,0,707,32,2,1,
2020-05-21,2506,77,38888,1688,,221,,91,,,US_ID,30,0,321,20,6,2,
2020-05-20,2476,77,38567,1668,,215,,89,,,US_ID,21,3,498,19,2,0,
2020-05-19,2455,74,38069,1649,,213,,89,,,US_ID,36,1,1397,37,0,0,
2020-05-18,2419,73,36672,1612,,213,,89,,,US_ID,0,0,0,0,0,0,
2020-05-17,2419,73,36672,1612,,213,,89,,,US_ID,30,0,984,24,0,0,
2020-05-16,2389,73,35688,1588,,213,,89,,,US_ID,38,1,943,15,1,0,
2020-05-15,2351,72,34745,1573,,212,,89,,,US_ID,27,3,991,16,0,1,
2020-05-14,2324,69,33754,1557,,212,,88,,,US_ID,31,0,626,21,-2,0,
2020-05-13,2293,69,33128,1536,,214,,88,,,US_ID,33,-1,423,28,4,1,
2020-05-12,2260,70,32705,1508,,210,,87,,,US_ID,30,3,563,35,3,0,
2020-05-11,2230,67,32142,1473,,207,,87,,,US_ID,0,0,0,0,0,0,
2020-05-10,2230,67,32142,1473,,207,,87,,,US_ID,25,0,336,31,1,1,
2020-05-09,2205,67,31806,1442,,206,,86,,,US_ID,27,0,536,22,0,0,
2020-05-08,2178,67,31270,1420,,206,,86,,,US_ID,20,1,380,21,1,0,
2020-05-07,2158,66,30890,1399,,205,,86,,,US_ID,31,1,345,20,2,2,
2020-05-06,2127,65,30545,1379,,203,,84,,,US_ID,21,1,237,21,2,1,
2020-05-05,2106,64,30308,1358,,201,,83,,,US_ID,45,0,501,91,1,0,
2020-05-04,2061,64,29807,1267,,200,,83,,,US_ID,0,1,0,0,0,0,
2020-05-03,2061,63,29807,1267,,200,,83,,,US_ID,26,0,317,52,22,7,
2020-05-02,2035,63,29490,1215,,178,,76,,,US_ID,20,0,265,40,0,1,
2020-05-01,2015,63,29225,1175,,178,,75,,,US_ID,31,3,379,54,3,1,
2020-04-30,1984,60,28846,1121,,175,,74,,,US_ID,32,0,464,34,2,1,
2020-04-29,1952,60,28382,1087,,173,,73,,,US_ID,35,2,8330,48,1,0,
2020-04-28,1917,58,20052,1039,,172,,73,,,US_ID,20,2,28,56,3,2,
2020-04-27,1897,56,20024,983,,169,,71,,,US_ID,10,0,526,45,0,-1,
2020-04-26,1887,56,19498,938,,169,,72,,,US_ID,17,2,17,71,1,1,
2020-04-25,1870,54,19481,867,,168,,71,,,US_ID,34,0,34,45,2,8,
2020-04-24,1836,54,19447,822,,166,,63,,,US_ID,34,0,275,55,4,3,
2020-04-23,1802,54,19172,767,,162,,60,,,US_ID,36,3,1002,57,4,2,
