gdp,gdp_per_capita,key
nan,,CO_68_68867
nan,,CO_68_68872
nan,,CO_68_68895
nan,,CO_70
nan,,CO_70_70001
nan,,CO_70_70110
nan,,CO_70_70124
nan,,CO_70_70204
nan,,CO_70_70215
nan,,CO_70_70221
nan,,CO_70_70230
nan,,CO_70_70233
nan,,CO_70_70235
nan,,CO_70_70265
nan,,CO_70_70400
nan,,CO_70_70418
nan,,CO_70_70429
nan,,CO_70_70473
nan,,CO_70_70508
nan,,CO_70_70523
nan,,CO_70_70670
nan,,CO_70_70678
nan,,CO_70_70702
nan,,CO_70_70708
nan,,CO_70_70713
nan,,CO_70_70717
nan,,CO_70_70742
nan,,CO_70_70771
nan,,CO_70_70820
nan,,CO_70_70823
nan,,CO_73
nan,,CO_73_73001
nan,,CO_73_73024
nan,,CO_73_73026
nan,,CO_73_73030
nan,,CO_73_73043
nan,,CO_73_73055
nan,,CO_73_73067
nan,,CO_73_73124
nan,,CO_73_73148
nan,,CO_73_73152
nan,,CO_73_73168
nan,,CO_73_73200
nan,,CO_73_73217
nan,,CO_73_73226
nan,,CO_73_73236
nan,,CO_73_73268
nan,,CO_73_73270
nan,,CO_73_73275
nan,,CO_73_73283
nan,,CO_73_73319
nan,,CO_73_73347
nan,,CO_73_73349
nan,,CO_73_73352
nan,,CO_73_73408
nan,,CO_73_73411
nan,,CO_73_73443
nan,,CO_73_73449
nan,,CO_73_73461
nan,,CO_73_73483
nan,,CO_73_73504
nan,,CO_73_73520
nan,,CO_73_73547
nan,,CO_73_73555
nan,,CO_73_73563
nan,,CO_73_73585
nan,,CO_73_73616
nan,,CO_73_73622
nan,,CO_73_73624
nan,,CO_73_73671
nan,,CO_73_73675
nan,,CO_73_73678
nan,,CO_73_73686
nan,,CO_73_73770
nan,,CO_73_73854
nan,,CO_73_73861
nan,,CO_73_73870
nan,,CO_73_73873
nan,,CO_76
nan,,CO_76_76001
nan,,CO_76_76020
nan,,CO_76_76036
nan,,CO_76_76041
nan,,CO_76_76054
nan,,CO_76_76100
nan,,CO_76_76109
nan,,CO_76_76111
nan,,CO_76_76113
nan,,CO_76_76122
nan,,CO_76_76126
nan,,CO_76_76130
nan,,CO_76_76147
nan,,CO_76_76233
nan,,CO_76_76243
nan,,CO_76_76246
nan,,CO_76_76248
nan,,CO_76_76250
nan,,CO_76_76275
nan,,CO_76_76306
nan,,CO_76_76318
nan,,CO_76_76364
nan,,CO_76_76377
nan,,CO_76_76400
nan,,CO_76_76403
nan,,CO_76_76497
nan,,CO_76_76520
nan,,CO_76_76563
nan,,CO_76_76606
nan,,CO_76_76616
nan,,CO_76_76622
nan,,CO_76_76670
nan,,CO_76_76736
nan,,CO_76_76823
nan,,CO_76_76828
nan,,CO_76_76834
nan,,CO_76_76845
nan,,CO_76_76863
nan,,CO_76_76869
nan,,CO_76_76890
nan,,CO_76_76892
nan,,CO_76_76895
nan,,CO_81
nan,,CO_81_81001
nan,,CO_81_81065
nan,,CO_81_81220
nan,,CO_81_81300
nan,,CO_81_81591
nan,,CO_81_81736
nan,,CO_81_81794
nan,,CO_85
nan,,CO_85_85001
nan,,CO_85_85010
nan,,CO_85_85015
nan,,CO_85_85125
nan,,CO_85_85136
nan,,CO_85_85139
nan,,CO_85_85162
nan,,CO_85_85225
nan,,CO_85_85230
nan,,CO_85_85250
nan,,CO_85_85263
nan,,CO_85_85279
nan,,CO_85_85300
nan,,CO_85_85315
nan,,CO_85_85325
nan,,CO_85_85400
nan,,CO_85_85410
nan,,CO_85_85430
nan,,CO_85_85440
nan,,CO_86
nan,,CO_86_86001
nan,,CO_86_86219
nan,,CO_86_86320
nan,,CO_86_86568
nan,,CO_86_86569
nan,,CO_86_86571
nan,,CO_86_86573
nan,,CO_86_86749
nan,,CO_86_86755
nan,,CO_86_86757
nan,,CO_86_86760
nan,,CO_86_86865
nan,,CO_86_86885
nan,,CO_88
nan,,CO_88_88001
nan,,CO_88_88564
nan,,CO_91
nan,,CO_91_91001
nan,,CO_91_91263
nan,,CO_91_91405
nan,,CO_91_91407
nan,,CO_91_91430
nan,,CO_91_91460
nan,,CO_91_91530
nan,,CO_91_91536
nan,,CO_91_91540
nan,,CO_91_91669
nan,,CO_91_91798
nan,,CO_94
nan,,CO_94_94001
nan,,CO_94_94343
nan,,CO_94_94663
nan,,CO_94_94883
nan,,CO_94_94884
nan,,CO_94_94885
nan,,CO_94_94886
nan,,CO_94_94887
nan,,CO_94_94888
nan,,CO_95
nan,,CO_95_95001
nan,,CO_95_95015
nan,,CO_95_95025
nan,,CO_95_95200
nan,,CO_97
nan,,CO_97_97001
nan,,CO_97_97161
nan,,CO_97_97511
nan,,CO_97_97666
nan,,CO_97_97777
nan,,CO_99
nan,,CO_99_99001
nan,,CO_99_99524
nan,,CO_99_99624
nan,,CO_99_99773
57057372468.0383,11677,CR
87132800000.0,8433,CU
1753736711.67273,3244,CV
nan,20500,CW
nan,,CX
21651791751.1832,25658,CY
215725534372.371,20379,CZ
1112788000000.0,,CZ_10
nan,,CZ_20
nan,,CZ_31
nan,,CZ_32
nan,,CZ_41
nan,,CZ_42
nan,,CZ_51
nan,,CZ_52
nan,,CZ_53
nan,,CZ_63
nan,,CZ_64
nan,,CZ_71
nan,,CZ_72
nan,,CZ_80
3677439129776.6,44665,DE
nan,,DE_BB
nan,,DE_BB
nan,,DE_BE
nan,,DE_BW
522000000000.0,39691,DE_BY
nan,,DE_HB
nan,,DE_HE
nan,,DE_HH
nan,,DE_MV
nan,,DE_NI
nan,,DE_NW
nan,,DE_RP
nan,,DE_SH
nan,,DE_SL
113000000000.0,28000,DE_SN
56000000000.0,24000,DE_ST
nan,,DE_TH
1844674434.50371,1927,DJ
324871968807.469,57218,DK
562540740.740741,6719,DM
75931656814.657,7052,DO
170370810917.971,4055,DZ
103056619000.0,6273,EC
30312000000.0,20200,EE
235369129337.711,2412,EG
nan,,EH
2607739837.39837,582,ER
1311320015515.99,28208,ES
nan,,ES_AN
nan,,ES_AR
nan,,ES_AS
12918000000.0,,ES_CB
nan,,ES_CE
53988901000.0,21727,ES_CL
37844000000.0,18307,ES_CM
nan,,ES_CN
232522265640.0,33661,ES_CT
17334000000.0,16028,ES_EX
nan,,ES_GA
nan,,ES_IB
nan,,ES_MC
nan,,ES_MD
nan,,ES_ML
18121000000.0,,ES_NC
68817000000.0,35300,ES_PV
7974000000.0,25507,ES_RI
nan,,ES_VC
80561496133.9172,767,ET
251884887972.766,45804,FI
5061202767.42948,5589,FJ
nan,,FK
nan,,FM
nan,,FO
2582501307216.42,38484,FR
nan,,FR_ARA
nan,,FR_ARA_01
nan,,FR_ARA_03
nan,,FR_ARA_07
nan,,FR_ARA_15
nan,,FR_ARA_26
nan,,FR_ARA_38
nan,,FR_ARA_42
nan,,FR_ARA_43
nan,,FR_ARA_63
nan,,FR_ARA_69
nan,,FR_ARA_73
nan,,FR_ARA_74
nan,,FR_BFC
nan,,FR_BFC_21
nan,,FR_BFC_25
nan,,FR_BFC_39
nan,,FR_BFC_58
nan,,FR_BFC_70
nan,,FR_BFC_71
nan,,FR_BFC_89
nan,,FR_BFC_90
nan,,FR_BL
nan,,FR_BRE
nan,,FR_COR
nan,,FR_COR_2A
nan,,FR_COR_2B
nan,,FR_CVL
nan,,FR_CVL_18
nan,,FR_CVL_28
nan,,FR_CVL_36
nan,,FR_CVL_37
nan,,FR_CVL_41
nan,,FR_CVL_45
nan,,FR_GES
nan,,FR_GES_08
nan,,FR_GES_10
nan,,FR_GES_51
nan,,FR_GES_52
nan,,FR_GES_54
nan,,FR_GES_55
nan,,FR_GES_57
nan,,FR_GES_67
nan,,FR_GES_68
nan,,FR_GES_88
nan,,FR_GF
nan,,FR_GUA
nan,,FR_HDF
nan,,FR_HDF_02
nan,,FR_HDF_59
nan,,FR_HDF_60
nan,,FR_HDF_62
nan,,FR_HDF_80
nan,,FR_IDF
nan,,FR_IDF_75
nan,,FR_IDF_77
nan,,FR_IDF_78
nan,,FR_IDF_91
nan,,FR_IDF_92
nan,,FR_IDF_93
nan,,FR_IDF_94
nan,,FR_IDF_95
nan,,FR_LRE
nan,,FR_MAY
nan,,FR_MF
nan,,FR_MQ
nan,,FR_NAQ
nan,,FR_NAQ_16
nan,,FR_NAQ_17
nan,,FR_NAQ_19
nan,,FR_NAQ_23
nan,,FR_NAQ_24
nan,,FR_NAQ_33
nan,,FR_NAQ_40
nan,,FR_NAQ_47
nan,,FR_NAQ_64
nan,,FR_NAQ_79
nan,,FR_NAQ_86
nan,,FR_NAQ_87
nan,,FR_NOR
nan,,FR_OCC
nan,,FR_OCC_09
nan,,FR_OCC_11
nan,,FR_OCC_12
nan,,FR_OCC_30
nan,,FR_OCC_31
nan,,FR_OCC_32
nan,,FR_OCC_34
nan,,FR_OCC_46
nan,,FR_OCC_48
nan,,FR_OCC_65
nan,,FR_OCC_66
nan,,FR_OCC_81
nan,,FR_OCC_82
nan,,FR_PAC
nan,,FR_PAC_04
nan,,FR_PAC_05
nan,,FR_PAC_06
nan,,FR_PAC_13
nan,,FR_PAC_83
nan,,FR_PAC_84
nan,,FR_PDL
nan,,FR_PDL_44
nan,,FR_PDL_49
nan,,FR_PDL_53
nan,,FR_PDL_72
nan,,FR_PDL_85
14622880885.6842,7413,GA
2622433959604.16,39953,GB
2286295170684.0,40000,GB_ENG
nan,,GB_ENG_E06000001
nan,,GB_ENG_E06000002
nan,,GB_ENG_E06000003
nan,,GB_ENG_E06000004
nan,,GB_ENG_E06000005
nan,,GB_ENG_E06000006
nan,,GB_ENG_E06000007
nan,,GB_ENG_E06000008
nan,,GB_ENG_E06000009
nan,,GB_ENG_E06000010
nan,,GB_ENG_E06000011
nan,,GB_ENG_E06000012
nan,,GB_ENG_E06000013
nan,,GB_ENG_E06000014
nan,,GB_ENG_E06000015
nan,,GB_ENG_E06000016
nan,,GB_ENG_E06000017
nan,,GB_ENG_E06000018
nan,,GB_ENG_E06000019
nan,,GB_ENG_E06000020
nan,,GB_ENG_E06000021
nan,,GB_ENG_E06000022
nan,,GB_ENG_E06000023
nan,,GB_ENG_E06000024
nan,,GB_ENG_E06000025
nan,,GB_ENG_E06000026
nan,,GB_ENG_E06000027
nan,,GB_ENG_E06000030
nan,,GB_ENG_E06000031
nan,,GB_ENG_E06000032
nan,,GB_ENG_E06000033
nan,,GB_ENG_E06000034
nan,,GB_ENG_E06000035
nan,,GB_ENG_E06000036
nan,,GB_ENG_E06000037
nan,,GB_ENG_E06000038
nan,,GB_ENG_E06000039
nan,,GB_ENG_E06000040
nan,,GB_ENG_E06000041
nan,,GB_ENG_E06000042
nan,,GB_ENG_E06000043
nan,,GB_ENG_E06000044
nan,,GB_ENG_E06000045
nan,,GB_ENG_E06000046
nan,,GB_ENG_E06000047
nan,,GB_ENG_E06000049
nan,,GB_ENG_E06000050
nan,,GB_ENG_E06000051
nan,,GB_ENG_E06000052
nan,,GB_ENG_E06000054
nan,,GB_ENG_E06000055
nan,,GB_ENG_E06000056
nan,,GB_ENG_E06000057
nan,,GB_ENG_E06000058
nan,,GB_ENG_E06000059
nan,,GB_ENG_E08000001
nan,,GB_ENG_E08000002
nan,,GB_ENG_E08000003
nan,,GB_ENG_E08000004
nan,,GB_ENG_E08000005
nan,,GB_ENG_E08000006
nan,,GB_ENG_E08000007
nan,,GB_ENG_E08000008
nan,,GB_ENG_E08000009
nan,,GB_ENG_E08000010
nan,,GB_ENG_E08000011
nan,,GB_ENG_E08000012
nan,,GB_ENG_E08000013
nan,,GB_ENG_E08000014
nan,,GB_ENG_E08000015
nan,,GB_ENG_E08000016
nan,,GB_ENG_E08000017
nan,,GB_ENG_E08000018
nan,,GB_ENG_E08000019
nan,,GB_ENG_E08000021
nan,,GB_ENG_E08000022
nan,,GB_ENG_E08000023
nan,,GB_ENG_E08000024
nan,,GB_ENG_E08000025
nan,,GB_ENG_E08000026
nan,,GB_ENG_E08000027
nan,,GB_ENG_E08000028
nan,,GB_ENG_E08000029
nan,,GB_ENG_E08000030
nan,,GB_ENG_E08000031
nan,,GB_ENG_E08000032
nan,,GB_ENG_E08000033
nan,,GB_ENG_E08000034
nan,,GB_ENG_E08000035
nan,,GB_ENG_E08000036
nan,,GB_ENG_E08000037
nan,,GB_ENG_E09000001
nan,,GB_ENG_E09000002
nan,,GB_ENG_E09000003
nan,,GB_ENG_E09000004
nan,,GB_ENG_E09000005
nan,,GB_ENG_E09000006
nan,,GB_ENG_E09000007
nan,,GB_ENG_E09000008
nan,,GB_ENG_E09000009
nan,,GB_ENG_E09000010
nan,,GB_ENG_E09000011
nan,,GB_ENG_E09000012
nan,,GB_ENG_E09000013
nan,,GB_ENG_E09000014
nan,,GB_ENG_E09000015
nan,,GB_ENG_E09000016
nan,,GB_ENG_E09000017
nan,,GB_ENG_E09000018
nan,,GB_ENG_E09000019
nan,,GB_ENG_E09000020
nan,,GB_ENG_E09000021
nan,,GB_ENG_E09000022
nan,,GB_ENG_E09000023
nan,,GB_ENG_E09000024
nan,,GB_ENG_E09000025
nan,,GB_ENG_E09000026
nan,,GB_ENG_E09000027
nan,,GB_ENG_E09000028
nan,,GB_ENG_E09000029
nan,,GB_ENG_E09000030
nan,,GB_ENG_E09000031
nan,,GB_ENG_E09000032
nan,,GB_ENG_E09000033
nan,,GB_ENG_E10000002
nan,,GB_ENG_E10000003
nan,,GB_ENG_E10000006
nan,,GB_ENG_E10000007
nan,,GB_ENG_E10000008
nan,,GB_ENG_E10000011
nan,,GB_ENG_E10000012
nan,,GB_ENG_E10000013
nan,,GB_ENG_E10000014
nan,,GB_ENG_E10000015
nan,,GB_ENG_E10000016
nan,,GB_ENG_E10000017
nan,,GB_ENG_E10000018
nan,,GB_ENG_E10000019
nan,,GB_ENG_E10000020
nan,,GB_ENG_E10000021
nan,,GB_ENG_E10000023
nan,,GB_ENG_E10000024
nan,,GB_ENG_E10000025
nan,,GB_ENG_E10000027
nan,,GB_ENG_E10000028
nan,,GB_ENG_E10000029
nan,,GB_ENG_E10000030
nan,,GB_ENG_E10000031
nan,,GB_ENG_E10000032
nan,,GB_ENG_E10000034
nan,,GB_NIR
nan,,GB_NIR_N09000001
nan,,GB_NIR_N09000002
nan,,GB_NIR_N09000003
nan,,GB_NIR_N09000004
nan,,GB_NIR_N09000005
nan,,GB_NIR_N09000006
nan,,GB_NIR_N09000007
nan,,GB_NIR_N09000008
nan,,GB_NIR_N09000009
nan,,GB_NIR_N09000010
nan,,GB_NIR_N09000011
237618000000.0,43740,GB_SCT
97760000000.0,31148,GB_WLS
1118816679.40741,10451,GD
nan,,GE
nan,,GF
nan,,GG
47330016342.5734,2046,GH
nan,,GI
nan,,GL
1014621519.85866,709,GM
10496056732.546,823,GN
nan,,GP
12486753871.278,9697,GQ
200288277129.038,18885,GR
nan,,GS
75620095537.5005,4470,GT
nan,,GU
1346933490.23577,723,GW
3675631961.25908,4655,GY
nan,,GZ
nan,46193,HK
nan,,HM
22978532896.7816,2480,HN
54849180228.8716,13386,HR
8408150517.97684,765,HT
139135029758.29,14278,HU
1015539017536.5,3846,ID
nan,,ID_AC
nan,,ID_BA
nan,,ID_BB
nan,,ID_BE
nan,,ID_BT
nan,,ID_GO
nan,,ID_JA
nan,,ID_JB
nan,,ID_JI
nan,,ID_JK
nan,,ID_JT
nan,,ID_KB
nan,,ID_KI
nan,,ID_KR
nan,,ID_KS
nan,,ID_KT
nan,,ID_KU
nan,,ID_LA
nan,,ID_MA
nan,,ID_MU
nan,,ID_NB
nan,,ID_NT
nan,,ID_PA
nan,,ID_PB
nan,,ID_RI
nan,,ID_SA
nan,,ID_SB
nan,,ID_SG
nan,,ID_SN
nan,,ID_SR
nan,,ID_SS
nan,,ID_ST
nan,,ID_SU
nan,,ID_YO
nan,,IE
350850537827.281,40543,IL
nan,,IM
2597491162897.67,1979,IN
nan,,IN_AN
nan,,IN_AP
nan,,IN_AR
nan,,IN_AS
nan,,IN_BR
nan,,IN_CH
nan,,IN_CT
nan,,IN_DD
nan,,IN_DL
nan,,IN_DN
nan,,IN_GA
nan,,IN_GJ
nan,,IN_HP
nan,,IN_HR
nan,,IN_JH
nan,,IN_JK
nan,,IN_KA
nan,,IN_KL
nan,,IN_LA
nan,,IN_LD
nan,,IN_MH
nan,,IN_ML
nan,,IN_MN
nan,,IN_MP
nan,,IN_MZ
nan,,IN_NL
nan,,IN_OR
nan,,IN_PB
nan,,IN_PY
nan,,IN_RJ
nan,,IN_SK
nan,,IN_TG
nan,,IN_TN
nan,,IN_TR
nan,,IN_UP
nan,,IN_UT
nan,,IN_WB
nan,,IO
197715736040.609,5017,IQ
439513511620.591,5593,IR
23909289978.5861,71311,IS
1934797937411.33,32110,IT
nan,,IT_21
nan,,IT_23
nan,,IT_25
nan,,IT_34
nan,,IT_36
nan,,IT_42
nan,,IT_45
nan,,IT_52
nan,,IT_55
nan,,IT_57
nan,,IT_62
nan,,IT_65
nan,,IT_67
nan,,IT_72
nan,,IT_75
nan,,IT_77
nan,,IT_78
nan,,IT_82
nan,,IT_88
nan,,IT_BZ
nan,,IT_TN
nan,,JE
14768134912.4171,5114,JM
40068308516.2755,4129,JO
4872136945507.59,38430,JP
nan,,JP_01
nan,,JP_02
nan,,JP_03
nan,,JP_04
nan,,JP_05
nan,,JP_06
nan,,JP_07
nan,,JP_08
nan,,JP_09
nan,,JP_10
nan,,JP_11
nan,,JP_12
nan,,JP_13
nan,,JP_14
nan,,JP_15
nan,,JP_16
nan,,JP_17
nan,,JP_18
nan,,JP_19
nan,,JP_20
nan,,JP_21
nan,,JP_22
nan,,JP_23
nan,,JP_24
nan,,JP_25
nan,,JP_26
nan,,JP_27
nan,,JP_28
nan,,JP_29
nan,,JP_30
nan,,JP_31
nan,,JP_32
nan,,JP_33
nan,,JP_34
nan,,JP_35
nan,,JP_36
nan,,JP_37
nan,,JP_38
nan,,JP_39
nan,,JP_40
nan,,JP_41
nan,,JP_42
nan,,JP_43
nan,,JP_44
nan,,JP_45
nan,,JP_46
nan,,JP_47
74938190654.8558,1594,KE
7564738836.04122,1220,KG
22158209502.6391,1384,KH
196150061.312078,1594,KI
648920942.738052,1312,KM
945854481.481481,17924,KN
16282601357.0,,KP
1530750923148.7,29742,KR
nan,,KR_11
nan,,KR_26
nan,,KR_27
nan,,KR_28
nan,,KR_29
nan,,KR_30
nan,,KR_31
nan,,KR_41
nan,,KR_42
nan,,KR_43
nan,,KR_44
nan,,KR_45
nan,,KR_46
nan,,KR_47
nan,,KR_48
nan,,KR_49
nan,,KR_50
120126277612.925,29040,KW
nan,64103,KY
159406926359.122,9030,KZ
16853079615.3519,2457,LA
51844487742.0232,8808,LB
1712306555.55556,9715,LC
6289165409.55908,164993,LI
87174682200.4324,4073,LK
2158000000.0,694,LR
2639386291.42767,1154,LS
47168303744.1329,16809,LT
62404461274.6636,101449.97,LU
30264454641.8004,15684,LV
50984362478.4973,5978,LY
109139484007.429,3022,MA
6074884388.58937,168010,MC
8128493432.07741,2290,MD
4774086094.2078,7784,ME
11499803806.5729,449,MG
199399247.08,3843,MH
nan,,MK
15288163367.2602,827,ML
69322122755.8536,1256,MM
11488046881.0431,3717,MN
50361201096.4366,78585.88,MO
nan,28888,MP
nan,,MQ
5024705934.33687,1136,MR
nan,,MS
12537750732.4769,26748,MT
13338147523.0124,10490,MU
4597083303.50693,11151,MV
6303277590.80083,338,MW
1149918794765.73,8910,MX
nan,,MX_AGU
nan,,MX_BCN
nan,,MX_BCS
nan,,MX_CAM
nan,,MX_CHH
nan,,MX_CHP
nan,,MX_CMX
nan,,MX_COA
nan,,MX_COL
nan,,MX_DUR
nan,,MX_GRO
nan,,MX_GUA
nan,,MX_HID
nan,,MX_JAL
nan,,MX_MEX
nan,,MX_MIC
nan,,MX_MOR
nan,,MX_NAY
nan,,MX_NLE
nan,,MX_OAX
nan,,MX_PUE
nan,,MX_QUE
nan,,MX_ROO
nan,,MX_SIN
nan,,MX_SLP
nan,,MX_SON
nan,,MX_TAB
nan,,MX_TAM
nan,,MX_TLA
nan,,MX_VER
nan,,MX_YUC
nan,,MX_ZAC
314500279043.81,9951,MY
nan,,MY_01
nan,,MY_02
nan,,MY_03
nan,,MY_04
nan,,MY_05
nan,,MY_06
nan,,MY_07
nan,,MY_08
nan,,MY_09
nan,,MY_10
nan,,MY_11
nan,,MY_12
nan,,MY_13
nan,,MY_14
nan,,MY_15
nan,,MY_16
12333859926.277,426,MZ
13244597345.4319,5230,NA
nan,,NC
8119732792.52478,378,NE
nan,,NF
375770713742.763,1968,NG
13814261535.5434,2221,NI
826200282501.127,48482,NL
nan,,NL_DR
nan,,NL_DR_0106
nan,,NL_DR_0109
nan,,NL_DR_0114
nan,,NL_DR_0118
nan,,NL_DR_0119
nan,,NL_DR_1680
nan,,NL_DR_1681
nan,,NL_DR_1690
nan,,NL_DR_1699
nan,,NL_DR_1701
nan,,NL_DR_1730
nan,,NL_DR_1731
nan,,NL_FL
nan,,NL_FL_0034
nan,,NL_FL_0050
nan,,NL_FL_0171
nan,,NL_FL_0184
nan,,NL_FL_0303
nan,,NL_FL_0995
nan,,NL_FR
nan,,NL_FR_0059
nan,,NL_FR_0060
nan,,NL_FR_0072
nan,,NL_FR_0074
nan,,NL_FR_0080
nan,,NL_FR_0085
nan,,NL_FR_0086
nan,,NL_FR_0088
nan,,NL_FR_0090
nan,,NL_FR_0093
nan,,NL_FR_0096
nan,,NL_FR_0098
nan,,NL_FR_0737
nan,,NL_FR_1891
nan,,NL_FR_1900
nan,,NL_FR_1940
nan,,NL_FR_1949
nan,,NL_FR_1970
nan,,NL_GE
nan,,NL_GE_0197
nan,,NL_GE_0200
nan,,NL_GE_0202
nan,,NL_GE_0203
nan,,NL_GE_0209
nan,,NL_GE_0213
nan,,NL_GE_0214
nan,,NL_GE_0216
nan,,NL_GE_0221
nan,,NL_GE_0222
nan,,NL_GE_0225
nan,,NL_GE_0226
nan,,NL_GE_0228
nan,,NL_GE_0230
nan,,NL_GE_0232
nan,,NL_GE_0233
nan,,NL_GE_0243
nan,,NL_GE_0244
nan,,NL_GE_0246
nan,,NL_GE_0252
nan,,NL_GE_0262
nan,,NL_GE_0263
nan,,NL_GE_0267
nan,,NL_GE_0268
nan,,NL_GE_0269
nan,,NL_GE_0273
nan,,NL_GE_0274
nan,,NL_GE_0275
nan,,NL_GE_0277
nan,,NL_GE_0279
nan,,NL_GE_0281
nan,,NL_GE_0285
nan,,NL_GE_0289
nan,,NL_GE_0293
nan,,NL_GE_0294
nan,,NL_GE_0296
nan,,NL_GE_0297
nan,,NL_GE_0299
nan,,NL_GE_0301
nan,,NL_GE_0302
nan,,NL_GE_0668
nan,,NL_GE_1509
nan,,NL_GE_1586
nan,,NL_GE_1705
nan,,NL_GE_1734
nan,,NL_GE_1740
nan,,NL_GE_1859
nan,,NL_GE_1876
nan,,NL_GE_1945
nan,,NL_GE_1955
nan,,NL_GE_1960
nan,,NL_GR
nan,,NL_GR_0003
nan,,NL_GR_0010
nan,,NL_GR_0014
nan,,NL_GR_0024
nan,,NL_GR_0037
nan,,NL_GR_0047
nan,,NL_GR_0765
nan,,NL_GR_1895
nan,,NL_GR_1950
nan,,NL_GR_1952
nan,,NL_GR_1966
nan,,NL_GR_1969
nan,,NL_LI
nan,,NL_LI_0882
nan,,NL_LI_0888
nan,,NL_LI_0889
nan,,NL_LI_0893
nan,,NL_LI_0899
nan,,NL_LI_0907
nan,,NL_LI_0917
nan,,NL_LI_0928
nan,,NL_LI_0935
nan,,NL_LI_0938
nan,,NL_LI_0944
nan,,NL_LI_0946
nan,,NL_LI_0957
nan,,NL_LI_0965
nan,,NL_LI_0971
nan,,NL_LI_0981
nan,,NL_LI_0983
nan,,NL_LI_0984
nan,,NL_LI_0986
nan,,NL_LI_0988
nan,,NL_LI_0994
nan,,NL_LI_1507
nan,,NL_LI_1640
nan,,NL_LI_1641
nan,,NL_LI_1669
nan,,NL_LI_1711
nan,,NL_LI_1729
nan,,NL_LI_1883
nan,,NL_LI_1894
nan,,NL_LI_1903
nan,,NL_LI_1954
nan,,NL_NB
nan,,NL_NB_0743
nan,,NL_NB_0744
nan,,NL_NB_0748
nan,,NL_NB_0753
nan,,NL_NB_0755
nan,,NL_NB_0756
nan,,NL_NB_0757
nan,,NL_NB_0758
nan,,NL_NB_0762
nan,,NL_NB_0766
nan,,NL_NB_0770
nan,,NL_NB_0772
nan,,NL_NB_0777
nan,,NL_NB_0779
nan,,NL_NB_0784
nan,,NL_NB_0785
nan,,NL_NB_0786
nan,,NL_NB_0788
nan,,NL_NB_0794
nan,,NL_NB_0796
nan,,NL_NB_0797
nan,,NL_NB_0798
nan,,NL_NB_0809
nan,,NL_NB_0815
nan,,NL_NB_0820
nan,,NL_NB_0823
nan,,NL_NB_0824
nan,,NL_NB_0826
nan,,NL_NB_0828
nan,,NL_NB_0840
nan,,NL_NB_0845
nan,,NL_NB_0847
nan,,NL_NB_0848
nan,,NL_NB_0851
nan,,NL_NB_0855
nan,,NL_NB_0856
nan,,NL_NB_0858
nan,,NL_NB_0861
nan,,NL_NB_0865
nan,,NL_NB_0866
nan,,NL_NB_0867
nan,,NL_NB_0873
nan,,NL_NB_0879
nan,,NL_NB_1652
nan,,NL_NB_1655
nan,,NL_NB_1658
nan,,NL_NB_1659
nan,,NL_NB_1667
nan,,NL_NB_1674
nan,,NL_NB_1684
nan,,NL_NB_1685
nan,,NL_NB_1702
nan,,NL_NB_1706
nan,,NL_NB_1709
nan,,NL_NB_1719
nan,,NL_NB_1721
nan,,NL_NB_1723
nan,,NL_NB_1724
nan,,NL_NB_1728
nan,,NL_NB_1771
nan,,NL_NB_1948
nan,,NL_NB_1959
nan,,NL_NH
nan,,NL_NH_0358
nan,,NL_NH_0361
nan,,NL_NH_0362
nan,,NL_NH_0363
nan,,NL_NH_0370
nan,,NL_NH_0373
nan,,NL_NH_0375
nan,,NL_NH_0376
nan,,NL_NH_0377
nan,,NL_NH_0383
nan,,NL_NH_0384
nan,,NL_NH_0385
nan,,NL_NH_0388
nan,,NL_NH_0392
nan,,NL_NH_0394
nan,,NL_NH_0396
nan,,NL_NH_0397
nan,,NL_NH_0398
nan,,NL_NH_0399
nan,,NL_NH_0400
nan,,NL_NH_0402
nan,,NL_NH_0405
nan,,NL_NH_0406
nan,,NL_NH_0415
nan,,NL_NH_0416
nan,,NL_NH_0417
nan,,NL_NH_0420
nan,,NL_NH_0431
nan,,NL_NH_0432
nan,,NL_NH_0437
nan,,NL_NH_0439
nan,,NL_NH_0441
nan,,NL_NH_0448
nan,,NL_NH_0450
nan,,NL_NH_0451
nan,,NL_NH_0453
nan,,NL_NH_0457
nan,,NL_NH_0473
nan,,NL_NH_0479
nan,,NL_NH_0498
nan,,NL_NH_0532
nan,,NL_NH_0852
nan,,NL_NH_0880
nan,,NL_NH_1598
nan,,NL_NH_1696
nan,,NL_NH_1911
nan,,NL_NH_1942
nan,,NL_OV
nan,,NL_OV_0141
nan,,NL_OV_0147
nan,,NL_OV_0148
nan,,NL_OV_0150
nan,,NL_OV_0153
nan,,NL_OV_0158
nan,,NL_OV_0160
nan,,NL_OV_0163
nan,,NL_OV_0164
nan,,NL_OV_0166
nan,,NL_OV_0168
nan,,NL_OV_0173
nan,,NL_OV_0175
nan,,NL_OV_0177
nan,,NL_OV_0180
nan,,NL_OV_0183
nan,,NL_OV_0189
nan,,NL_OV_0193
nan,,NL_OV_1700
nan,,NL_OV_1708
nan,,NL_OV_1735
nan,,NL_OV_1742
nan,,NL_OV_1773
nan,,NL_OV_1774
nan,,NL_OV_1896
nan,,NL_UT
nan,,NL_UT_0307
nan,,NL_UT_0308
nan,,NL_UT_0310
nan,,NL_UT_0312
nan,,NL_UT_0313
nan,,NL_UT_0317
nan,,NL_UT_0321
