gdp,gdp_per_capita,key
nan,,US_IN_18025
nan,,US_IN_18027
nan,,US_IN_18029
nan,,US_IN_18031
nan,,US_IN_18033
nan,,US_IN_18035
nan,,US_IN_18037
nan,,US_IN_18039
nan,,US_IN_18041
nan,,US_IN_18043
nan,,US_IN_18045
nan,,US_IN_18047
nan,,US_IN_18049
nan,,US_IN_18051
nan,,US_IN_18053
nan,,US_IN_18055
nan,,US_IN_18057
nan,,US_IN_18059
nan,,US_IN_18061
nan,,US_IN_18063
nan,,US_IN_18065
nan,,US_IN_18067
nan,,US_IN_18069
nan,,US_IN_18071
nan,,US_IN_18073
nan,,US_IN_18075
nan,,US_IN_18077
nan,,US_IN_18079
nan,,US_IN_18081
nan,,US_IN_18083
nan,,US_IN_18085
nan,,US_IN_18087
nan,,US_IN_18089
nan,,US_IN_18091
nan,,US_IN_18093
nan,,US_IN_18095
nan,,US_IN_18097
nan,,US_IN_18099
nan,,US_IN_18101
nan,,US_IN_18103
nan,,US_IN_18105
nan,,US_IN_18107
nan,,US_IN_18109
nan,,US_IN_18111
nan,,US_IN_18113
nan,,US_IN_18115
nan,,US_IN_18117
nan,,US_IN_18119
nan,,US_IN_18121
nan,,US_IN_18123
nan,,US_IN_18125
nan,,US_IN_18127
nan,,US_IN_18129
nan,,US_IN_18131
nan,,US_IN_18133
nan,,US_IN_18135
nan,,US_IN_18137
nan,,US_IN_18139
nan,,US_IN_18141
nan,,US_IN_18143
nan,,US_IN_18145
nan,,US_IN_18147
nan,,US_IN_18149
nan,,US_IN_18151
nan,,US_IN_18153
nan,,US_IN_18155
nan,,US_IN_18157
nan,,US_IN_18159
nan,,US_IN_18161
nan,,US_IN_18163
nan,,US_IN_18165
nan,,US_IN_18167
nan,,US_IN_18169
nan,,US_IN_18171
nan,,US_IN_18173
nan,,US_IN_18175
nan,,US_IN_18177
nan,,US_IN_18179
nan,,US_IN_18181
nan,,US_IN_18183
nan,,US_KS
nan,,US_KS_20001
nan,,US_KS_20003
nan,,US_KS_20005
nan,,US_KS_20007
nan,,US_KS_20009
nan,,US_KS_20011
nan,,US_KS_20013
nan,,US_KS_20015
nan,,US_KS_20017
nan,,US_KS_20019
nan,,US_KS_20021
nan,,US_KS_20023
nan,,US_KS_20025
nan,,US_KS_20027
nan,,US_KS_20029
nan,,US_KS_20031
nan,,US_KS_20033
nan,,US_KS_20035
nan,,US_KS_20037
nan,,US_KS_20039
nan,,US_KS_20041
nan,,US_KS_20043
nan,,US_KS_20045
nan,,US_KS_20047
nan,,US_KS_20049
nan,,US_KS_20051
nan,,US_KS_20053
nan,,US_KS_20055
nan,,US_KS_20057
nan,,US_KS_20059
nan,,US_KS_20061
nan,,US_KS_20063
nan,,US_KS_20065
nan,,US_KS_20067
nan,,US_KS_20069
nan,,US_KS_20071
nan,,US_KS_20073
nan,,US_KS_20075
nan,,US_KS_20077
nan,,US_KS_20079
nan,,US_KS_20081
nan,,US_KS_20083
nan,,US_KS_20085
nan,,US_KS_20087
nan,,US_KS_20089
nan,,US_KS_20091
nan,,US_KS_20093
nan,,US_KS_20095
nan,,US_KS_20097
nan,,US_KS_20099
nan,,US_KS_20101
nan,,US_KS_20103
nan,,US_KS_20105
nan,,US_KS_20107
nan,,US_KS_20109
nan,,US_KS_20111
nan,,US_KS_20113
nan,,US_KS_20115
nan,,US_KS_20117
nan,,US_KS_20119
nan,,US_KS_20121
nan,,US_KS_20123
nan,,US_KS_20125
nan,,US_KS_20127
nan,,US_KS_20129
nan,,US_KS_20131
nan,,US_KS_20133
nan,,US_KS_20135
nan,,US_KS_20137
nan,,US_KS_20139
nan,,US_KS_20141
nan,,US_KS_20143
nan,,US_KS_20145
nan,,US_KS_20147
nan,,US_KS_20149
nan,,US_KS_20151
nan,,US_KS_20153
nan,,US_KS_20155
nan,,US_KS_20157
nan,,US_KS_20159
nan,,US_KS_20161
nan,,US_KS_20163
nan,,US_KS_20165
nan,,US_KS_20167
nan,,US_KS_20169
nan,,US_KS_20171
nan,,US_KS_20173
nan,,US_KS_20175
nan,,US_KS_20177
nan,,US_KS_20179
nan,,US_KS_20181
nan,,US_KS_20183
nan,,US_KS_20185
nan,,US_KS_20187
nan,,US_KS_20189
nan,,US_KS_20191
nan,,US_KS_20193
nan,,US_KS_20195
nan,,US_KS_20197
nan,,US_KS_20199
nan,,US_KS_20201
nan,,US_KS_20203
nan,,US_KS_20205
nan,,US_KS_20207
nan,,US_KS_20209
nan,,US_KY
nan,,US_KY_21001
nan,,US_KY_21003
nan,,US_KY_21005
nan,,US_KY_21007
nan,,US_KY_21009
nan,,US_KY_21011
nan,,US_KY_21013
nan,,US_KY_21015
nan,,US_KY_21017
nan,,US_KY_21019
nan,,US_KY_21021
nan,,US_KY_21023
nan,,US_KY_21025
nan,,US_KY_21027
nan,,US_KY_21029
nan,,US_KY_21031
nan,,US_KY_21033
nan,,US_KY_21035
nan,,US_KY_21037
nan,,US_KY_21039
nan,,US_KY_21041
nan,,US_KY_21043
nan,,US_KY_21045
nan,,US_KY_21047
nan,,US_KY_21049
nan,,US_KY_21051
nan,,US_KY_21053
nan,,US_KY_21055
nan,,US_KY_21057
nan,,US_KY_21059
nan,,US_KY_21061
nan,,US_KY_21063
nan,,US_KY_21065
nan,,US_KY_21067
nan,,US_KY_21069
nan,,US_KY_21071
nan,,US_KY_21073
nan,,US_KY_21075
nan,,US_KY_21077
nan,,US_KY_21079
nan,,US_KY_21081
nan,,US_KY_21083
nan,,US_KY_21085
nan,,US_KY_21087
nan,,US_KY_21089
nan,,US_KY_21091
nan,,US_KY_21093
nan,,US_KY_21095
nan,,US_KY_21097
nan,,US_KY_21099
nan,,US_KY_21101
nan,,US_KY_21103
nan,,US_KY_21105
nan,,US_KY_21107
nan,,US_KY_21109
nan,,US_KY_21111
nan,,US_KY_21113
nan,,US_KY_21115
nan,,US_KY_21117
nan,,US_KY_21119
nan,,US_KY_21121
nan,,US_KY_21123
nan,,US_KY_21125
nan,,US_KY_21127
nan,,US_KY_21129
nan,,US_KY_21131
nan,,US_KY_21133
nan,,US_KY_21135
nan,,US_KY_21137
nan,,US_KY_21139
nan,,US_KY_21141
nan,,US_KY_21143
nan,,US_KY_21145
nan,,US_KY_21147
nan,,US_KY_21149
nan,,US_KY_21151
nan,,US_KY_21153
nan,,US_KY_21155
nan,,US_KY_21157
nan,,US_KY_21159
nan,,US_KY_21161
nan,,US_KY_21163
nan,,US_KY_21165
nan,,US_KY_21167
nan,,US_KY_21169
nan,,US_KY_21171
nan,,US_KY_21173
nan,,US_KY_21175
nan,,US_KY_21177
nan,,US_KY_21179
nan,,US_KY_21181
nan,,US_KY_21183
nan,,US_KY_21185
nan,,US_KY_21187
nan,,US_KY_21189
nan,,US_KY_21191
nan,,US_KY_21193
nan,,US_KY_21195
nan,,US_KY_21197
nan,,US_KY_21199
nan,,US_KY_21201
nan,,US_KY_21203
nan,,US_KY_21205
nan,,US_KY_21207
nan,,US_KY_21209
nan,,US_KY_21211
nan,,US_KY_21213
nan,,US_KY_21215
nan,,US_KY_21217
nan,,US_KY_21219
nan,,US_KY_21221
nan,,US_KY_21223
nan,,US_KY_21225
nan,,US_KY_21227
nan,,US_KY_21229
nan,,US_KY_21231
nan,,US_KY_21233
nan,,US_KY_21235
nan,,US_KY_21237
nan,,US_KY_21239
nan,,US_LA
nan,,US_LA_22001
nan,,US_LA_22003
nan,,US_LA_22005
nan,,US_LA_22007
nan,,US_LA_22009
nan,,US_LA_22011
nan,,US_LA_22013
nan,,US_LA_22015
nan,,US_LA_22017
nan,,US_LA_22019
nan,,US_LA_22021
nan,,US_LA_22023
nan,,US_LA_22025
nan,,US_LA_22027
nan,,US_LA_22029
nan,,US_LA_22031
nan,,US_LA_22033
nan,,US_LA_22035
nan,,US_LA_22037
nan,,US_LA_22039
nan,,US_LA_22041
nan,,US_LA_22043
nan,,US_LA_22045
nan,,US_LA_22047
nan,,US_LA_22049
nan,,US_LA_22051
nan,,US_LA_22053
nan,,US_LA_22055
nan,,US_LA_22057
nan,,US_LA_22059
nan,,US_LA_22061
nan,,US_LA_22063
nan,,US_LA_22065
nan,,US_LA_22067
nan,,US_LA_22069
nan,,US_LA_22071
nan,,US_LA_22073
nan,,US_LA_22075
nan,,US_LA_22077
nan,,US_LA_22079
nan,,US_LA_22081
nan,,US_LA_22083
nan,,US_LA_22085
nan,,US_LA_22087
nan,,US_LA_22089
nan,,US_LA_22091
nan,,US_LA_22093
nan,,US_LA_22095
nan,,US_LA_22097
nan,,US_LA_22099
nan,,US_LA_22101
nan,,US_LA_22103
nan,,US_LA_22105
nan,,US_LA_22107
nan,,US_LA_22109
nan,,US_LA_22111
nan,,US_LA_22113
nan,,US_LA_22115
nan,,US_LA_22117
nan,,US_LA_22119
nan,,US_LA_22121
nan,,US_LA_22123
nan,,US_LA_22125
nan,,US_LA_22127
nan,,US_MA
nan,,US_MA_25001
nan,,US_MA_25003
nan,,US_MA_25005
nan,,US_MA_25007
nan,,US_MA_25009
nan,,US_MA_25011
nan,,US_MA_25013
nan,,US_MA_25015
nan,,US_MA_25017
nan,,US_MA_25019
nan,,US_MA_25021
nan,,US_MA_25023
nan,,US_MA_25025
nan,,US_MA_25027
nan,,US_MD
nan,,US_MD_24001
nan,,US_MD_24003
nan,,US_MD_24005
nan,,US_MD_24009
nan,,US_MD_24011
nan,,US_MD_24013
nan,,US_MD_24015
nan,,US_MD_24017
nan,,US_MD_24019
nan,,US_MD_24021
nan,,US_MD_24023
nan,,US_MD_24025
nan,,US_MD_24027
nan,,US_MD_24029
nan,,US_MD_24031
nan,,US_MD_24033
nan,,US_MD_24035
nan,,US_MD_24037
nan,,US_MD_24039
nan,,US_MD_24041
nan,,US_MD_24043
nan,,US_MD_24045
nan,,US_MD_24047
nan,,US_MD_24510
nan,,US_ME
nan,,US_ME_23001
nan,,US_ME_23003
nan,,US_ME_23005
nan,,US_ME_23007
nan,,US_ME_23009
nan,,US_ME_23011
nan,,US_ME_23013
nan,,US_ME_23015
nan,,US_ME_23017
nan,,US_ME_23019
nan,,US_ME_23021
nan,,US_ME_23023
nan,,US_ME_23025
nan,,US_ME_23027
nan,,US_ME_23029
nan,,US_ME_23031
nan,,US_MI
nan,,US_MI_26001
nan,,US_MI_26003
nan,,US_MI_26005
nan,,US_MI_26007
nan,,US_MI_26009
nan,,US_MI_26011
nan,,US_MI_26013
nan,,US_MI_26015
nan,,US_MI_26017
nan,,US_MI_26019
nan,,US_MI_26021
nan,,US_MI_26023
nan,,US_MI_26025
nan,,US_MI_26027
nan,,US_MI_26029
nan,,US_MI_26031
nan,,US_MI_26033
nan,,US_MI_26035
nan,,US_MI_26037
nan,,US_MI_26039
nan,,US_MI_26041
nan,,US_MI_26043
nan,,US_MI_26045
nan,,US_MI_26047
nan,,US_MI_26049
nan,,US_MI_26051
nan,,US_MI_26053
nan,,US_MI_26055
nan,,US_MI_26057
nan,,US_MI_26059
nan,,US_MI_26061
nan,,US_MI_26063
nan,,US_MI_26065
nan,,US_MI_26067
nan,,US_MI_26069
nan,,US_MI_26071
nan,,US_MI_26073
nan,,US_MI_26075
nan,,US_MI_26077
nan,,US_MI_26079
nan,,US_MI_26081
nan,,US_MI_26083
nan,,US_MI_26085
nan,,US_MI_26087
nan,,US_MI_26089
nan,,US_MI_26091
nan,,US_MI_26093
nan,,US_MI_26095
nan,,US_MI_26097
nan,,US_MI_26099
nan,,US_MI_26101
nan,,US_MI_26103
nan,,US_MI_26105
nan,,US_MI_26107
nan,,US_MI_26109
nan,,US_MI_26111
nan,,US_MI_26113
nan,,US_MI_26115
nan,,US_MI_26117
nan,,US_MI_26119
nan,,US_MI_26121
nan,,US_MI_26123
nan,,US_MI_26125
nan,,US_MI_26127
nan,,US_MI_26129
nan,,US_MI_26131
nan,,US_MI_26133
nan,,US_MI_26135
nan,,US_MI_26137
nan,,US_MI_26139
nan,,US_MI_26141
nan,,US_MI_26143
nan,,US_MI_26145
nan,,US_MI_26147
nan,,US_MI_26149
nan,,US_MI_26151
nan,,US_MI_26153
nan,,US_MI_26155
nan,,US_MI_26157
nan,,US_MI_26159
nan,,US_MI_26161
nan,,US_MI_26163
nan,,US_MI_26165
nan,,US_MN
nan,,US_MN_27001
nan,,US_MN_27003
nan,,US_MN_27005
nan,,US_MN_27007
nan,,US_MN_27009
nan,,US_MN_27011
nan,,US_MN_27013
nan,,US_MN_27015
nan,,US_MN_27017
nan,,US_MN_27019
nan,,US_MN_27021
nan,,US_MN_27023
nan,,US_MN_27025
nan,,US_MN_27027
nan,,US_MN_27029
nan,,US_MN_27031
nan,,US_MN_27033
nan,,US_MN_27035
nan,,US_MN_27037
nan,,US_MN_27039
nan,,US_MN_27041
nan,,US_MN_27043
nan,,US_MN_27045
nan,,US_MN_27047
nan,,US_MN_27049
nan,,US_MN_27051
nan,,US_MN_27053
nan,,US_MN_27055
nan,,US_MN_27057
nan,,US_MN_27059
nan,,US_MN_27061
nan,,US_MN_27063
nan,,US_MN_27065
nan,,US_MN_27067
nan,,US_MN_27069
nan,,US_MN_27071
nan,,US_MN_27073
nan,,US_MN_27075
nan,,US_MN_27077
nan,,US_MN_27079
nan,,US_MN_27081
nan,,US_MN_27083
nan,,US_MN_27085
nan,,US_MN_27087
nan,,US_MN_27089
nan,,US_MN_27091
nan,,US_MN_27093
nan,,US_MN_27095
nan,,US_MN_27097
nan,,US_MN_27099
nan,,US_MN_27101
nan,,US_MN_27103
nan,,US_MN_27105
nan,,US_MN_27107
nan,,US_MN_27109
nan,,US_MN_27111
nan,,US_MN_27113
nan,,US_MN_27115
nan,,US_MN_27117
nan,,US_MN_27119
nan,,US_MN_27121
nan,,US_MN_27123
nan,,US_MN_27125
nan,,US_MN_27127
nan,,US_MN_27129
nan,,US_MN_27131
nan,,US_MN_27133
nan,,US_MN_27135
nan,,US_MN_27137
nan,,US_MN_27139
nan,,US_MN_27141
nan,,US_MN_27143
nan,,US_MN_27145
nan,,US_MN_27147
nan,,US_MN_27149
nan,,US_MN_27151
nan,,US_MN_27153
nan,,US_MN_27155
nan,,US_MN_27157
nan,,US_MN_27159
nan,,US_MN_27161
nan,,US_MN_27163
nan,,US_MN_27165
nan,,US_MN_27167
nan,,US_MN_27169
nan,,US_MN_27171
nan,,US_MN_27173
nan,,US_MO
nan,,US_MO_29001
nan,,US_MO_29003
nan,,US_MO_29005
nan,,US_MO_29007
nan,,US_MO_29009
nan,,US_MO_29011
nan,,US_MO_29013
nan,,US_MO_29015
nan,,US_MO_29017
nan,,US_MO_29019
nan,,US_MO_29021
nan,,US_MO_29023
nan,,US_MO_29025
nan,,US_MO_29027
nan,,US_MO_29029
nan,,US_MO_29031
nan,,US_MO_29033
nan,,US_MO_29035
nan,,US_MO_29037
nan,,US_MO_29039
nan,,US_MO_29041
nan,,US_MO_29043
nan,,US_MO_29045
nan,,US_MO_29047
nan,,US_MO_29049
nan,,US_MO_29051
nan,,US_MO_29053
nan,,US_MO_29055
nan,,US_MO_29057
nan,,US_MO_29059
nan,,US_MO_29061
nan,,US_MO_29063
nan,,US_MO_29065
nan,,US_MO_29067
nan,,US_MO_29069
nan,,US_MO_29071
nan,,US_MO_29073
nan,,US_MO_29075
nan,,US_MO_29077
nan,,US_MO_29079
nan,,US_MO_29081
nan,,US_MO_29083
nan,,US_MO_29085
nan,,US_MO_29087
nan,,US_MO_29089
nan,,US_MO_29091
nan,,US_MO_29093
nan,,US_MO_29095
nan,,US_MO_29097
nan,,US_MO_29099
nan,,US_MO_29101
nan,,US_MO_29103
nan,,US_MO_29105
nan,,US_MO_29107
nan,,US_MO_29109
nan,,US_MO_29111
nan,,US_MO_29113
nan,,US_MO_29115
nan,,US_MO_29117
nan,,US_MO_29119
nan,,US_MO_29121
nan,,US_MO_29123
nan,,US_MO_29125
nan,,US_MO_29127
nan,,US_MO_29129
nan,,US_MO_29131
nan,,US_MO_29133
nan,,US_MO_29135
nan,,US_MO_29137
nan,,US_MO_29139
nan,,US_MO_29141
nan,,US_MO_29143
nan,,US_MO_29145
nan,,US_MO_29147
nan,,US_MO_29149
nan,,US_MO_29151
nan,,US_MO_29153
nan,,US_MO_29155
nan,,US_MO_29157
nan,,US_MO_29159
nan,,US_MO_29161
nan,,US_MO_29163
nan,,US_MO_29165
nan,,US_MO_29167
nan,,US_MO_29169
nan,,US_MO_29171
nan,,US_MO_29173
nan,,US_MO_29175
nan,,US_MO_29177
nan,,US_MO_29179
nan,,US_MO_29181
nan,,US_MO_29183
nan,,US_MO_29185
nan,,US_MO_29186
nan,,US_MO_29187
nan,,US_MO_29189
nan,,US_MO_29195
nan,,US_MO_29197
nan,,US_MO_29199
nan,,US_MO_29201
nan,,US_MO_29203
nan,,US_MO_29205
nan,,US_MO_29207
nan,,US_MO_29209
nan,,US_MO_29211
nan,,US_MO_29213
nan,,US_MO_29215
nan,,US_MO_29217
nan,,US_MO_29219
nan,,US_MO_29221
nan,,US_MO_29223
nan,,US_MO_29225
nan,,US_MO_29227
nan,,US_MO_29229
nan,,US_MO_29510
nan,28888,US_MP
nan,,US_MS
nan,,US_MS_28001
nan,,US_MS_28003
nan,,US_MS_28005
nan,,US_MS_28007
nan,,US_MS_28009
nan,,US_MS_28011
nan,,US_MS_28013
nan,,US_MS_28015
nan,,US_MS_28017
nan,,US_MS_28019
nan,,US_MS_28021
nan,,US_MS_28023
nan,,US_MS_28025
nan,,US_MS_28027
nan,,US_MS_28029
nan,,US_MS_28031
nan,,US_MS_28033
nan,,US_MS_28035
nan,,US_MS_28037
nan,,US_MS_28039
nan,,US_MS_28041
nan,,US_MS_28043
nan,,US_MS_28045
nan,,US_MS_28047
nan,,US_MS_28049
nan,,US_MS_28051
nan,,US_MS_28053
nan,,US_MS_28055
nan,,US_MS_28057
nan,,US_MS_28059
nan,,US_MS_28061
nan,,US_MS_28063
nan,,US_MS_28065
nan,,US_MS_28067
nan,,US_MS_28069
nan,,US_MS_28071
nan,,US_MS_28073
nan,,US_MS_28075
nan,,US_MS_28077
nan,,US_MS_28079
nan,,US_MS_28081
nan,,US_MS_28083
nan,,US_MS_28085
nan,,US_MS_28087
nan,,US_MS_28089
nan,,US_MS_28091
nan,,US_MS_28093
nan,,US_MS_28095
nan,,US_MS_28097
nan,,US_MS_28099
nan,,US_MS_28101
nan,,US_MS_28103
nan,,US_MS_28105
nan,,US_MS_28107
nan,,US_MS_28109
nan,,US_MS_28111
nan,,US_MS_28113
nan,,US_MS_28115
nan,,US_MS_28117
nan,,US_MS_28119
nan,,US_MS_28121
nan,,US_MS_28123
nan,,US_MS_28125
nan,,US_MS_28127
nan,,US_MS_28129
nan,,US_MS_28131
nan,,US_MS_28133
nan,,US_MS_28135
nan,,US_MS_28137
nan,,US_MS_28139
nan,,US_MS_28141
nan,,US_MS_28143
nan,,US_MS_28145
nan,,US_MS_28147
nan,,US_MS_28149
nan,,US_MS_28151
nan,,US_MS_28153
nan,,US_MS_28155
nan,,US_MS_28157
nan,,US_MS_28159
nan,,US_MS_28161
nan,,US_MS_28163
nan,,US_MT
nan,,US_MT_30001
nan,,US_MT_30003
nan,,US_MT_30005
nan,,US_MT_30007
nan,,US_MT_30009
nan,,US_MT_30011
nan,,US_MT_30013
nan,,US_MT_30015
nan,,US_MT_30017
nan,,US_MT_30019
nan,,US_MT_30021
nan,,US_MT_30023
nan,,US_MT_30025
nan,,US_MT_30027
nan,,US_MT_30029
nan,,US_MT_30031
nan,,US_MT_30033
nan,,US_MT_30035
nan,,US_MT_30037
nan,,US_MT_30039
nan,,US_MT_30041
nan,,US_MT_30043
nan,,US_MT_30045
nan,,US_MT_30047
nan,,US_MT_30049
nan,,US_MT_30051
nan,,US_MT_30053
nan,,US_MT_30055
nan,,US_MT_30057
nan,,US_MT_30059
nan,,US_MT_30061
nan,,US_MT_30063
nan,,US_MT_30065
nan,,US_MT_30067
nan,,US_MT_30069
nan,,US_MT_30071
nan,,US_MT_30073
nan,,US_MT_30075
nan,,US_MT_30077
nan,,US_MT_30079
nan,,US_MT_30081
nan,,US_MT_30083
nan,,US_MT_30085
nan,,US_MT_30087
nan,,US_MT_30089
nan,,US_MT_30091
nan,,US_MT_30093
nan,,US_MT_30095
nan,,US_MT_30097
nan,,US_MT_30099
nan,,US_MT_30101
nan,,US_MT_30103
nan,,US_MT_30105
nan,,US_MT_30107
nan,,US_MT_30109
nan,,US_MT_30111
nan,,US_NC
nan,,US_NC_37001
nan,,US_NC_37003
nan,,US_NC_37005
nan,,US_NC_37007
nan,,US_NC_37009
nan,,US_NC_37011
nan,,US_NC_37013
nan,,US_NC_37015
nan,,US_NC_37017
nan,,US_NC_37019
nan,,US_NC_37021
nan,,US_NC_37023
nan,,US_NC_37025
nan,,US_NC_37027
nan,,US_NC_37029
nan,,US_NC_37031
nan,,US_NC_37033
nan,,US_NC_37035
nan,,US_NC_37037
nan,,US_NC_37039
nan,,US_NC_37041
nan,,US_NC_37043
nan,,US_NC_37045
nan,,US_NC_37047
nan,,US_NC_37049
nan,,US_NC_37051
nan,,US_NC_37053
nan,,US_NC_37055
nan,,US_NC_37057
nan,,US_NC_37059
nan,,US_NC_37061
nan,,US_NC_37063
nan,,US_NC_37065
nan,,US_NC_37067
nan,,US_NC_37069
nan,,US_NC_37071
nan,,US_NC_37073
nan,,US_NC_37075
nan,,US_NC_37077
nan,,US_NC_37079
nan,,US_NC_37081
nan,,US_NC_37083
nan,,US_NC_37085
nan,,US_NC_37087
nan,,US_NC_37089
nan,,US_NC_37091
nan,,US_NC_37093
nan,,US_NC_37095
nan,,US_NC_37097
nan,,US_NC_37099
nan,,US_NC_37101
nan,,US_NC_37103
nan,,US_NC_37105
nan,,US_NC_37107
nan,,US_NC_37109
nan,,US_NC_37111
nan,,US_NC_37113
nan,,US_NC_37115
nan,,US_NC_37117
nan,,US_NC_37119
nan,,US_NC_37121
nan,,US_NC_37123
nan,,US_NC_37125
nan,,US_NC_37127
nan,,US_NC_37129
nan,,US_NC_37131
nan,,US_NC_37133
nan,,US_NC_37135
nan,,US_NC_37137
nan,,US_NC_37139
nan,,US_NC_37141
nan,,US_NC_37143
nan,,US_NC_37145
nan,,US_NC_37147
nan,,US_NC_37149
nan,,US_NC_37151
nan,,US_NC_37153
nan,,US_NC_37155
nan,,US_NC_37157
nan,,US_NC_37159
nan,,US_NC_37161
nan,,US_NC_37163
nan,,US_NC_37165
nan,,US_NC_37167
nan,,US_NC_37169
nan,,US_NC_37171
nan,,US_NC_37173
nan,,US_NC_37175
nan,,US_NC_37177
nan,,US_NC_37179
nan,,US_NC_37181
nan,,US_NC_37183
nan,,US_NC_37185
nan,,US_NC_37187
nan,,US_NC_37189
nan,,US_NC_37191
nan,,US_NC_37193
nan,,US_NC_37195
nan,,US_NC_37197
nan,,US_NC_37199
nan,,US_ND
nan,,US_ND_38001
nan,,US_ND_38003
nan,,US_ND_38005
nan,,US_ND_38007
nan,,US_ND_38009
nan,,US_ND_38011
nan,,US_ND_38013
nan,,US_ND_38015
nan,,US_ND_38017
nan,,US_ND_38019
nan,,US_ND_38021
nan,,US_ND_38023
nan,,US_ND_38025
nan,,US_ND_38027
nan,,US_ND_38029
nan,,US_ND_38031
nan,,US_ND_38033
nan,,US_ND_38035
nan,,US_ND_38037
nan,,US_ND_38039
nan,,US_ND_38041
nan,,US_ND_38043
nan,,US_ND_38045
nan,,US_ND_38047
nan,,US_ND_38049
nan,,US_ND_38051
nan,,US_ND_38053
nan,,US_ND_38055
nan,,US_ND_38057
nan,,US_ND_38059
nan,,US_ND_38061
nan,,US_ND_38063
nan,,US_ND_38065
nan,,US_ND_38067
nan,,US_ND_38069
nan,,US_ND_38071
nan,,US_ND_38073
nan,,US_ND_38075
nan,,US_ND_38077
nan,,US_ND_38079
nan,,US_ND_38081
nan,,US_ND_38083
nan,,US_ND_38085
nan,,US_ND_38087
nan,,US_ND_38089
nan,,US_ND_38091
nan,,US_ND_38093
nan,,US_ND_38095
nan,,US_ND_38097
nan,,US_ND_38099
nan,,US_ND_38101
nan,,US_ND_38103
nan,,US_ND_38105
nan,,US_NE
nan,,US_NE_31001
nan,,US_NE_31003
nan,,US_NE_31005
nan,,US_NE_31007
nan,,US_NE_31009
nan,,US_NE_31011
nan,,US_NE_31013
nan,,US_NE_31015
nan,,US_NE_31017
nan,,US_NE_31019
nan,,US_NE_31021
nan,,US_NE_31023
nan,,US_NE_31025
nan,,US_NE_31027
nan,,US_NE_31029
nan,,US_NE_31031
nan,,US_NE_31033
nan,,US_NE_31035
nan,,US_NE_31037
nan,,US_NE_31039
nan,,US_NE_31041
nan,,US_NE_31043
nan,,US_NE_31045
nan,,US_NE_31047
nan,,US_NE_31049
nan,,US_NE_31051
nan,,US_NE_31053
nan,,US_NE_31055
nan,,US_NE_31057
nan,,US_NE_31059
nan,,US_NE_31061
nan,,US_NE_31063
nan,,US_NE_31065
nan,,US_NE_31067
nan,,US_NE_31069
nan,,US_NE_31071
nan,,US_NE_31073
nan,,US_NE_31075
nan,,US_NE_31077
nan,,US_NE_31079
nan,,US_NE_31081
nan,,US_NE_31083
nan,,US_NE_31085
nan,,US_NE_31087
nan,,US_NE_31089
nan,,US_NE_31091
nan,,US_NE_31093
nan,,US_NE_31095
nan,,US_NE_31097
nan,,US_NE_31099
nan,,US_NE_31101
nan,,US_NE_31103
nan,,US_NE_31105
nan,,US_NE_31107
nan,,US_NE_31109
nan,,US_NE_31111
nan,,US_NE_31113
nan,,US_NE_31115
nan,,US_NE_31117
nan,,US_NE_31119
nan,,US_NE_31121
nan,,US_NE_31123
nan,,US_NE_31125
nan,,US_NE_31127
nan,,US_NE_31129
nan,,US_NE_31131
nan,,US_NE_31133
nan,,US_NE_31135
nan,,US_NE_31137
nan,,US_NE_31139
nan,,US_NE_31141
nan,,US_NE_31143
nan,,US_NE_31145
nan,,US_NE_31147
nan,,US_NE_31149
nan,,US_NE_31151
nan,,US_NE_31153
nan,,US_NE_31155
nan,,US_NE_31157
nan,,US_NE_31159
nan,,US_NE_31161
nan,,US_NE_31163
nan,,US_NE_31165
nan,,US_NE_31167
nan,,US_NE_31169
nan,,US_NE_31171
nan,,US_NE_31173
nan,,US_NE_31175
nan,,US_NE_31177
nan,,US_NE_31179
nan,,US_NE_31181
nan,,US_NE_31183
nan,,US_NE_31185
nan,,US_NH
nan,,US_NH_33001
nan,,US_NH_33003
nan,,US_NH_33005
nan,,US_NH_33007
nan,,US_NH_33009
nan,,US_NH_33011
nan,,US_NH_33013
nan,,US_NH_33015
nan,,US_NH_33017
nan,,US_NH_33019
nan,,US_NJ
nan,,US_NJ_34001
nan,,US_NJ_34003
nan,,US_NJ_34005
nan,,US_NJ_34007
nan,,US_NJ_34009
nan,,US_NJ_34011
nan,,US_NJ_34013
nan,,US_NJ_34015
nan,,US_NJ_34017
nan,,US_NJ_34019
nan,,US_NJ_34021
nan,,US_NJ_34023
nan,,US_NJ_34025
nan,,US_NJ_34027
nan,,US_NJ_34029
nan,,US_NJ_34031
nan,,US_NJ_34033
nan,,US_NJ_34035
nan,,US_NJ_34037
nan,,US_NJ_34039
nan,,US_NJ_34041
nan,,US_NM
nan,,US_NM_35001
nan,,US_NM_35003
nan,,US_NM_35005
nan,,US_NM_35006
nan,,US_NM_35007
nan,,US_NM_35009
nan,,US_NM_35011
nan,,US_NM_35013
nan,,US_NM_35015
nan,,US_NM_35017
nan,,US_NM_35019
nan,,US_NM_35021
nan,,US_NM_35023
nan,,US_NM_35025
nan,,US_NM_35027
nan,,US_NM_35028
nan,,US_NM_35029
nan,,US_NM_35031
nan,,US_NM_35033
nan,,US_NM_35035
nan,,US_NM_35037
nan,,US_NM_35039
nan,,US_NM_35041
nan,,US_NM_35043
nan,,US_NM_35045
nan,,US_NM_35047
