date,total_confirmed,new_confirmed,key
2020-04-17,494,24,GB_ENG_E06000032
2020-04-18,527,33,GB_ENG_E06000032
2020-04-19,528,1,GB_ENG_E06000032
2020-04-20,537,9,GB_ENG_E06000032
2020-04-21,548,11,GB_ENG_E06000032
2020-04-22,563,15,GB_ENG_E06000032
2020-04-23,575,12,GB_ENG_E06000032
2020-04-24,586,11,GB_ENG_E06000032
2020-04-25,604,18,GB_ENG_E06000032
2020-04-27,623,19,GB_ENG_E06000032
2020-04-28,625,2,GB_ENG_E06000032
2020-04-29,626,1,GB_ENG_E06000032
2020-05-01,640,14,GB_ENG_E06000032
2020-05-02,644,4,GB_ENG_E06000032
2020-05-04,659,15,GB_ENG_E06000032
2020-05-05,663,4,GB_ENG_E06000032
2020-05-06,664,1,GB_ENG_E06000032
2020-05-07,665,1,GB_ENG_E06000032
2020-05-09,666,1,GB_ENG_E06000032
2020-05-12,668,2,GB_ENG_E06000032
2020-05-13,670,2,GB_ENG_E06000032
2020-05-14,671,1,GB_ENG_E06000032
2020-05-15,672,1,GB_ENG_E06000032
2020-05-16,676,4,GB_ENG_E06000032
2020-05-17,685,9,GB_ENG_E06000032
2020-05-18,699,14,GB_ENG_E06000032
2020-05-19,716,17,GB_ENG_E06000032
2020-05-20,723,7,GB_ENG_E06000032
2020-05-21,733,10,GB_ENG_E06000032
2020-05-22,739,6,GB_ENG_E06000032
2020-05-23,744,5,GB_ENG_E06000032
2020-05-24,746,2,GB_ENG_E06000032
2020-05-25,749,3,GB_ENG_E06000032
2020-05-26,758,9,GB_ENG_E06000032
2020-05-27,766,8,GB_ENG_E06000032
2020-05-28,769,3,GB_ENG_E06000032
2020-05-29,771,2,GB_ENG_E06000032
2020-05-30,773,2,GB_ENG_E06000032
2020-06-01,781,8,GB_ENG_E06000032
2020-06-02,788,7,GB_ENG_E06000032
2020-06-03,795,7,GB_ENG_E06000032
2020-06-04,798,3,GB_ENG_E06000032
2020-06-05,801,3,GB_ENG_E06000032
2020-06-06,803,2,GB_ENG_E06000032
2020-06-07,804,1,GB_ENG_E06000032
2020-06-08,806,2,GB_ENG_E06000032
2020-06-09,807,1,GB_ENG_E06000032
2020-06-11,808,1,GB_ENG_E06000032
2020-06-12,810,2,GB_ENG_E06000032
2020-06-13,815,5,GB_ENG_E06000032
2020-06-14,819,4,GB_ENG_E06000032
2020-06-15,821,2,GB_ENG_E06000032
2020-06-16,829,8,GB_ENG_E06000032
2020-06-17,831,2,GB_ENG_E06000032
2020-06-18,832,1,GB_ENG_E06000032
2020-06-20,832,0,GB_ENG_E06000032
2020-03-04,1,,GB_ENG_E06000033
2020-03-09,2,1,GB_ENG_E06000033
2020-03-12,3,1,GB_ENG_E06000033
2020-03-14,4,1,GB_ENG_E06000033
2020-03-16,6,2,GB_ENG_E06000033
2020-03-17,8,2,GB_ENG_E06000033
2020-03-21,9,1,GB_ENG_E06000033
2020-03-22,13,4,GB_ENG_E06000033
2020-03-23,19,6,GB_ENG_E06000033
2020-03-24,25,6,GB_ENG_E06000033
2020-03-25,27,2,GB_ENG_E06000033
2020-03-26,35,8,GB_ENG_E06000033
2020-03-27,42,7,GB_ENG_E06000033
2020-03-28,48,6,GB_ENG_E06000033
2020-03-29,59,11,GB_ENG_E06000033
2020-03-30,72,13,GB_ENG_E06000033
2020-03-31,87,15,GB_ENG_E06000033
2020-04-01,103,16,GB_ENG_E06000033
2020-04-02,117,14,GB_ENG_E06000033
2020-04-03,136,19,GB_ENG_E06000033
2020-04-04,151,15,GB_ENG_E06000033
2020-04-05,160,9,GB_ENG_E06000033
2020-04-06,179,19,GB_ENG_E06000033
2020-04-07,197,18,GB_ENG_E06000033
2020-04-08,202,5,GB_ENG_E06000033
2020-04-09,208,6,GB_ENG_E06000033
2020-04-10,218,10,GB_ENG_E06000033
2020-04-11,222,4,GB_ENG_E06000033
2020-04-12,230,8,GB_ENG_E06000033
2020-04-13,240,10,GB_ENG_E06000033
2020-04-14,247,7,GB_ENG_E06000033
2020-04-15,253,6,GB_ENG_E06000033
2020-04-16,256,3,GB_ENG_E06000033
2020-04-17,257,1,GB_ENG_E06000033
2020-04-18,258,1,GB_ENG_E06000033
2020-04-19,263,5,GB_ENG_E06000033
2020-04-20,270,7,GB_ENG_E06000033
2020-04-21,275,5,GB_ENG_E06000033
2020-04-22,280,5,GB_ENG_E06000033
2020-04-23,284,4,GB_ENG_E06000033
2020-04-24,288,4,GB_ENG_E06000033
2020-04-25,292,4,GB_ENG_E06000033
2020-04-26,296,4,GB_ENG_E06000033
2020-04-27,298,2,GB_ENG_E06000033
2020-04-28,299,1,GB_ENG_E06000033
2020-04-29,303,4,GB_ENG_E06000033
2020-04-30,308,5,GB_ENG_E06000033
2020-05-01,313,5,GB_ENG_E06000033
2020-05-02,320,7,GB_ENG_E06000033
2020-05-03,321,1,GB_ENG_E06000033
2020-05-04,333,12,GB_ENG_E06000033
2020-05-05,336,3,GB_ENG_E06000033
2020-05-06,338,2,GB_ENG_E06000033
2020-05-07,345,7,GB_ENG_E06000033
2020-05-08,347,2,GB_ENG_E06000033
2020-05-09,349,2,GB_ENG_E06000033
2020-05-10,350,1,GB_ENG_E06000033
2020-05-11,352,2,GB_ENG_E06000033
2020-05-12,354,2,GB_ENG_E06000033
2020-05-13,356,2,GB_ENG_E06000033
2020-05-14,360,4,GB_ENG_E06000033
2020-05-15,363,3,GB_ENG_E06000033
2020-05-17,364,1,GB_ENG_E06000033
2020-05-18,370,6,GB_ENG_E06000033
2020-05-20,374,4,GB_ENG_E06000033
2020-05-22,376,2,GB_ENG_E06000033
2020-05-23,377,1,GB_ENG_E06000033
2020-05-24,379,2,GB_ENG_E06000033
2020-05-25,403,24,GB_ENG_E06000033
2020-05-26,404,1,GB_ENG_E06000033
2020-05-27,405,1,GB_ENG_E06000033
2020-06-04,407,2,GB_ENG_E06000033
2020-06-07,410,3,GB_ENG_E06000033
2020-06-09,414,4,GB_ENG_E06000033
2020-06-10,416,2,GB_ENG_E06000033
2020-06-11,418,2,GB_ENG_E06000033
2020-06-12,424,6,GB_ENG_E06000033
2020-06-13,434,10,GB_ENG_E06000033
2020-06-14,443,9,GB_ENG_E06000033
2020-06-15,447,4,GB_ENG_E06000033
2020-06-16,452,5,GB_ENG_E06000033
2020-06-20,452,0,GB_ENG_E06000033
2020-03-10,1,,GB_ENG_E06000034
2020-03-11,2,1,GB_ENG_E06000034
2020-03-14,3,1,GB_ENG_E06000034
2020-03-16,5,2,GB_ENG_E06000034
2020-03-17,8,3,GB_ENG_E06000034
2020-03-18,13,5,GB_ENG_E06000034
2020-03-19,14,1,GB_ENG_E06000034
2020-03-21,17,3,GB_ENG_E06000034
2020-03-22,22,5,GB_ENG_E06000034
2020-03-23,31,9,GB_ENG_E06000034
2020-03-24,33,2,GB_ENG_E06000034
2020-03-25,37,4,GB_ENG_E06000034
2020-03-26,47,10,GB_ENG_E06000034
2020-03-27,59,12,GB_ENG_E06000034
2020-03-28,66,7,GB_ENG_E06000034
2020-03-29,73,7,GB_ENG_E06000034
2020-03-30,83,10,GB_ENG_E06000034
2020-03-31,93,10,GB_ENG_E06000034
2020-04-01,103,10,GB_ENG_E06000034
2020-04-02,120,17,GB_ENG_E06000034
2020-04-03,125,5,GB_ENG_E06000034
2020-04-04,133,8,GB_ENG_E06000034
2020-04-05,142,9,GB_ENG_E06000034
2020-04-06,150,8,GB_ENG_E06000034
2020-04-07,164,14,GB_ENG_E06000034
2020-04-08,182,18,GB_ENG_E06000034
2020-04-09,187,5,GB_ENG_E06000034
2020-04-10,191,4,GB_ENG_E06000034
2020-04-11,199,8,GB_ENG_E06000034
2020-04-12,204,5,GB_ENG_E06000034
2020-04-13,212,8,GB_ENG_E06000034
2020-04-14,216,4,GB_ENG_E06000034
2020-04-15,218,2,GB_ENG_E06000034
2020-04-16,227,9,GB_ENG_E06000034
2020-04-17,231,4,GB_ENG_E06000034
2020-04-18,235,4,GB_ENG_E06000034
2020-04-19,236,1,GB_ENG_E06000034
2020-04-20,242,6,GB_ENG_E06000034
2020-04-21,251,9,GB_ENG_E06000034
2020-04-22,260,9,GB_ENG_E06000034
2020-04-23,264,4,GB_ENG_E06000034
2020-04-24,266,2,GB_ENG_E06000034
2020-04-25,268,2,GB_ENG_E06000034
2020-04-26,271,3,GB_ENG_E06000034
2020-04-27,276,5,GB_ENG_E06000034
2020-04-28,278,2,GB_ENG_E06000034
2020-04-29,283,5,GB_ENG_E06000034
2020-04-30,290,7,GB_ENG_E06000034
2020-05-01,294,4,GB_ENG_E06000034
2020-05-02,295,1,GB_ENG_E06000034
2020-05-04,296,1,GB_ENG_E06000034
2020-05-05,297,1,GB_ENG_E06000034
2020-05-06,299,2,GB_ENG_E06000034
2020-05-07,302,3,GB_ENG_E06000034
2020-05-09,304,2,GB_ENG_E06000034
2020-05-10,305,1,GB_ENG_E06000034
2020-05-11,310,5,GB_ENG_E06000034
2020-05-12,312,2,GB_ENG_E06000034
2020-05-14,313,1,GB_ENG_E06000034
2020-05-15,317,4,GB_ENG_E06000034
2020-05-16,321,4,GB_ENG_E06000034
2020-05-17,322,1,GB_ENG_E06000034
2020-05-19,323,1,GB_ENG_E06000034
2020-05-20,324,1,GB_ENG_E06000034
2020-05-21,326,2,GB_ENG_E06000034
2020-05-22,327,1,GB_ENG_E06000034
2020-05-23,329,2,GB_ENG_E06000034
2020-05-25,332,3,GB_ENG_E06000034
2020-05-26,337,5,GB_ENG_E06000034
2020-05-28,338,1,GB_ENG_E06000034
2020-05-30,339,1,GB_ENG_E06000034
2020-06-02,340,1,GB_ENG_E06000034
2020-06-03,341,1,GB_ENG_E06000034
2020-06-04,343,2,GB_ENG_E06000034
2020-06-05,344,1,GB_ENG_E06000034
2020-06-07,346,2,GB_ENG_E06000034
2020-06-08,350,4,GB_ENG_E06000034
2020-06-09,358,8,GB_ENG_E06000034
2020-06-10,360,2,GB_ENG_E06000034
2020-06-11,361,1,GB_ENG_E06000034
2020-06-12,362,1,GB_ENG_E06000034
2020-06-13,366,4,GB_ENG_E06000034
2020-06-14,370,4,GB_ENG_E06000034
2020-06-15,374,4,GB_ENG_E06000034
2020-06-16,377,3,GB_ENG_E06000034
2020-06-17,381,4,GB_ENG_E06000034
2020-06-20,381,0,GB_ENG_E06000034
2020-02-27,1,,GB_ENG_E06000035
2020-03-04,3,2,GB_ENG_E06000035
2020-03-11,7,4,GB_ENG_E06000035
2020-03-12,8,1,GB_ENG_E06000035
2020-03-13,11,3,GB_ENG_E06000035
2020-03-15,13,2,GB_ENG_E06000035
2020-03-16,14,1,GB_ENG_E06000035
2020-03-17,16,2,GB_ENG_E06000035
2020-03-18,17,1,GB_ENG_E06000035
2020-03-19,20,3,GB_ENG_E06000035
2020-03-20,22,2,GB_ENG_E06000035
2020-03-21,32,10,GB_ENG_E06000035
2020-03-22,35,3,GB_ENG_E06000035
2020-03-23,46,11,GB_ENG_E06000035
2020-03-24,62,16,GB_ENG_E06000035
2020-03-25,72,10,GB_ENG_E06000035
2020-03-26,83,11,GB_ENG_E06000035
2020-03-27,91,8,GB_ENG_E06000035
2020-03-28,100,9,GB_ENG_E06000035
2020-03-29,109,9,GB_ENG_E06000035
2020-03-30,119,10,GB_ENG_E06000035
2020-03-31,136,17,GB_ENG_E06000035
2020-04-01,169,33,GB_ENG_E06000035
2020-04-02,193,24,GB_ENG_E06000035
2020-04-03,208,15,GB_ENG_E06000035
2020-04-04,232,24,GB_ENG_E06000035
2020-04-05,251,19,GB_ENG_E06000035
2020-04-06,281,30,GB_ENG_E06000035
2020-04-07,318,37,GB_ENG_E06000035
2020-04-08,340,22,GB_ENG_E06000035
2020-04-09,360,20,GB_ENG_E06000035
2020-04-10,383,23,GB_ENG_E06000035
2020-04-11,401,18,GB_ENG_E06000035
2020-04-12,414,13,GB_ENG_E06000035
2020-04-13,425,11,GB_ENG_E06000035
2020-04-14,438,13,GB_ENG_E06000035
2020-04-15,454,16,GB_ENG_E06000035
2020-04-16,470,16,GB_ENG_E06000035
2020-04-17,495,25,GB_ENG_E06000035
2020-04-18,512,17,GB_ENG_E06000035
2020-04-19,524,12,GB_ENG_E06000035
2020-04-20,543,19,GB_ENG_E06000035
2020-04-21,560,17,GB_ENG_E06000035
2020-04-22,569,9,GB_ENG_E06000035
2020-04-23,583,14,GB_ENG_E06000035
2020-04-24,598,15,GB_ENG_E06000035
2020-04-25,603,5,GB_ENG_E06000035
2020-04-26,610,7,GB_ENG_E06000035
2020-04-27,615,5,GB_ENG_E06000035
2020-04-28,626,11,GB_ENG_E06000035
2020-04-29,634,8,GB_ENG_E06000035
2020-04-30,642,8,GB_ENG_E06000035
2020-05-01,650,8,GB_ENG_E06000035
2020-05-02,658,8,GB_ENG_E06000035
2020-05-04,671,13,GB_ENG_E06000035
2020-05-05,676,5,GB_ENG_E06000035
2020-05-06,691,15,GB_ENG_E06000035
2020-05-07,696,5,GB_ENG_E06000035
2020-05-08,697,1,GB_ENG_E06000035
2020-05-09,703,6,GB_ENG_E06000035
2020-05-10,709,6,GB_ENG_E06000035
2020-05-11,714,5,GB_ENG_E06000035
2020-05-12,726,12,GB_ENG_E06000035
2020-05-13,731,5,GB_ENG_E06000035
2020-05-14,733,2,GB_ENG_E06000035
2020-05-16,736,3,GB_ENG_E06000035
2020-05-17,738,2,GB_ENG_E06000035
2020-05-18,743,5,GB_ENG_E06000035
2020-05-19,748,5,GB_ENG_E06000035
2020-05-20,752,4,GB_ENG_E06000035
2020-05-21,756,4,GB_ENG_E06000035
2020-05-22,758,2,GB_ENG_E06000035
2020-05-23,760,2,GB_ENG_E06000035
2020-05-24,763,3,GB_ENG_E06000035
2020-05-29,765,2,GB_ENG_E06000035
2020-05-30,767,2,GB_ENG_E06000035
2020-05-31,769,2,GB_ENG_E06000035
2020-06-02,770,1,GB_ENG_E06000035
2020-06-03,771,1,GB_ENG_E06000035
2020-06-04,774,3,GB_ENG_E06000035
2020-06-05,776,2,GB_ENG_E06000035
2020-06-06,777,1,GB_ENG_E06000035
2020-06-08,781,4,GB_ENG_E06000035
2020-06-12,782,1,GB_ENG_E06000035
2020-06-13,783,1,GB_ENG_E06000035
2020-06-15,784,1,GB_ENG_E06000035
2020-06-17,786,2,GB_ENG_E06000035
2020-06-18,787,1,GB_ENG_E06000035
2020-06-20,787,0,GB_ENG_E06000035
2020-03-03,1,,GB_ENG_E06000036
2020-03-09,3,2,GB_ENG_E06000036
2020-03-15,4,1,GB_ENG_E06000036
2020-03-16,5,1,GB_ENG_E06000036
2020-03-17,6,1,GB_ENG_E06000036
2020-03-19,7,1,GB_ENG_E06000036
2020-03-20,8,1,GB_ENG_E06000036
2020-03-21,13,5,GB_ENG_E06000036
2020-03-22,15,2,GB_ENG_E06000036
2020-03-23,17,2,GB_ENG_E06000036
2020-03-24,18,1,GB_ENG_E06000036
2020-03-25,21,3,GB_ENG_E06000036
2020-03-26,24,3,GB_ENG_E06000036
2020-03-27,26,2,GB_ENG_E06000036
2020-03-28,31,5,GB_ENG_E06000036
2020-03-29,35,4,GB_ENG_E06000036
2020-03-30,38,3,GB_ENG_E06000036
2020-03-31,47,9,GB_ENG_E06000036
2020-04-01,57,10,GB_ENG_E06000036
2020-04-02,60,3,GB_ENG_E06000036
2020-04-03,70,10,GB_ENG_E06000036
2020-04-04,77,7,GB_ENG_E06000036
2020-04-05,81,4,GB_ENG_E06000036
2020-04-06,85,4,GB_ENG_E06000036
2020-04-07,96,11,GB_ENG_E06000036
2020-04-08,106,10,GB_ENG_E06000036
2020-04-09,109,3,GB_ENG_E06000036
2020-04-10,113,4,GB_ENG_E06000036
2020-04-11,123,10,GB_ENG_E06000036
2020-04-12,130,7,GB_ENG_E06000036
2020-04-13,145,15,GB_ENG_E06000036
2020-04-14,155,10,GB_ENG_E06000036
2020-04-15,160,5,GB_ENG_E06000036
2020-04-16,165,5,GB_ENG_E06000036
2020-04-17,171,6,GB_ENG_E06000036
2020-04-18,176,5,GB_ENG_E06000036
2020-04-19,178,2,GB_ENG_E06000036
2020-04-20,183,5,GB_ENG_E06000036
2020-04-21,186,3,GB_ENG_E06000036
2020-04-22,193,7,GB_ENG_E06000036
2020-04-23,199,6,GB_ENG_E06000036
2020-04-24,203,4,GB_ENG_E06000036
2020-04-25,204,1,GB_ENG_E06000036
2020-04-26,208,4,GB_ENG_E06000036
2020-04-27,213,5,GB_ENG_E06000036
2020-04-28,216,3,GB_ENG_E06000036
2020-04-29,219,3,GB_ENG_E06000036
2020-04-30,220,1,GB_ENG_E06000036
2020-05-02,224,4,GB_ENG_E06000036
2020-05-03,227,3,GB_ENG_E06000036
2020-05-04,228,1,GB_ENG_E06000036
2020-05-05,229,1,GB_ENG_E06000036
2020-05-06,230,1,GB_ENG_E06000036
2020-05-07,232,2,GB_ENG_E06000036
2020-05-09,235,3,GB_ENG_E06000036
2020-05-11,236,1,GB_ENG_E06000036
2020-05-15,237,1,GB_ENG_E06000036
2020-05-16,239,2,GB_ENG_E06000036
2020-05-17,241,2,GB_ENG_E06000036
2020-05-19,248,7,GB_ENG_E06000036
2020-05-20,252,4,GB_ENG_E06000036
2020-05-21,254,2,GB_ENG_E06000036
2020-05-24,255,1,GB_ENG_E06000036
2020-05-25,256,1,GB_ENG_E06000036
2020-05-27,257,1,GB_ENG_E06000036
2020-05-30,258,1,GB_ENG_E06000036
2020-05-31,259,1,GB_ENG_E06000036
2020-06-05,260,1,GB_ENG_E06000036
2020-06-08,261,1,GB_ENG_E06000036
2020-06-11,262,1,GB_ENG_E06000036
2020-06-13,263,1,GB_ENG_E06000036
2020-06-17,264,1,GB_ENG_E06000036
2020-06-20,264,0,GB_ENG_E06000036
2020-03-07,1,,GB_ENG_E06000037
2020-03-12,3,2,GB_ENG_E06000037
2020-03-14,4,1,GB_ENG_E06000037
2020-03-15,5,1,GB_ENG_E06000037
2020-03-16,6,1,GB_ENG_E06000037
2020-03-17,7,1,GB_ENG_E06000037
2020-03-18,10,3,GB_ENG_E06000037
2020-03-19,11,1,GB_ENG_E06000037
2020-03-20,14,3,GB_ENG_E06000037
2020-03-21,21,7,GB_ENG_E06000037
2020-03-22,22,1,GB_ENG_E06000037
2020-03-23,30,8,GB_ENG_E06000037
2020-03-24,33,3,GB_ENG_E06000037
2020-03-25,40,7,GB_ENG_E06000037
2020-03-26,44,4,GB_ENG_E06000037
2020-03-27,49,5,GB_ENG_E06000037
2020-03-28,55,6,GB_ENG_E06000037
2020-03-29,58,3,GB_ENG_E06000037
2020-03-30,69,11,GB_ENG_E06000037
2020-03-31,73,4,GB_ENG_E06000037
2020-04-01,87,14,GB_ENG_E06000037
2020-04-02,92,5,GB_ENG_E06000037
2020-04-03,102,10,GB_ENG_E06000037
2020-04-04,115,13,GB_ENG_E06000037
2020-04-05,121,6,GB_ENG_E06000037
2020-04-06,127,6,GB_ENG_E06000037
2020-04-07,138,11,GB_ENG_E06000037
2020-04-08,143,5,GB_ENG_E06000037
2020-04-09,145,2,GB_ENG_E06000037
2020-04-10,158,13,GB_ENG_E06000037
2020-04-11,167,9,GB_ENG_E06000037
2020-04-12,174,7,GB_ENG_E06000037
2020-04-13,186,12,GB_ENG_E06000037
2020-04-14,198,12,GB_ENG_E06000037
2020-04-15,207,9,GB_ENG_E06000037
2020-04-16,224,17,GB_ENG_E06000037
2020-04-17,234,10,GB_ENG_E06000037
2020-04-18,248,14,GB_ENG_E06000037
2020-04-19,254,6,GB_ENG_E06000037
2020-04-20,270,16,GB_ENG_E06000037
2020-04-21,282,12,GB_ENG_E06000037
2020-04-22,288,6,GB_ENG_E06000037
2020-04-23,297,9,GB_ENG_E06000037
2020-04-24,300,3,GB_ENG_E06000037
2020-04-25,307,7,GB_ENG_E06000037
2020-04-26,310,3,GB_ENG_E06000037
2020-04-27,314,4,GB_ENG_E06000037
2020-04-28,317,3,GB_ENG_E06000037
2020-04-29,328,11,GB_ENG_E06000037
2020-04-30,333,5,GB_ENG_E06000037
2020-05-01,335,2,GB_ENG_E06000037
2020-05-02,337,2,GB_ENG_E06000037
2020-05-04,341,4,GB_ENG_E06000037
2020-05-05,343,2,GB_ENG_E06000037
2020-05-06,344,1,GB_ENG_E06000037
2020-05-07,345,1,GB_ENG_E06000037
2020-05-08,346,1,GB_ENG_E06000037
2020-05-09,347,1,GB_ENG_E06000037
2020-05-10,348,1,GB_ENG_E06000037
2020-05-11,352,4,GB_ENG_E06000037
2020-05-12,353,1,GB_ENG_E06000037
2020-05-13,356,3,GB_ENG_E06000037
2020-05-15,359,3,GB_ENG_E06000037
2020-05-18,364,5,GB_ENG_E06000037
2020-05-19,368,4,GB_ENG_E06000037
2020-05-20,369,1,GB_ENG_E06000037
2020-05-21,372,3,GB_ENG_E06000037
2020-05-22,375,3,GB_ENG_E06000037
2020-05-24,377,2,GB_ENG_E06000037
2020-05-26,379,2,GB_ENG_E06000037
2020-05-28,380,1,GB_ENG_E06000037
2020-06-01,381,1,GB_ENG_E06000037
2020-06-02,382,1,GB_ENG_E06000037
2020-06-11,383,1,GB_ENG_E06000037
2020-06-13,384,1,GB_ENG_E06000037
2020-06-20,384,0,GB_ENG_E06000037
2020-03-08,1,,GB_ENG_E06000038
2020-03-10,2,1,GB_ENG_E06000038
2020-03-12,3,1,GB_ENG_E06000038
2020-03-14,6,3,GB_ENG_E06000038
2020-03-15,8,2,GB_ENG_E06000038
2020-03-16,9,1,GB_ENG_E06000038
2020-03-17,11,2,GB_ENG_E06000038
2020-03-18,15,4,GB_ENG_E06000038
2020-03-19,16,1,GB_ENG_E06000038
2020-03-21,19,3,GB_ENG_E06000038
2020-03-22,21,2,GB_ENG_E06000038
2020-03-23,25,4,GB_ENG_E06000038
2020-03-24,27,2,GB_ENG_E06000038
2020-03-25,35,8,GB_ENG_E06000038
2020-03-26,42,7,GB_ENG_E06000038
2020-03-27,45,3,GB_ENG_E06000038
2020-03-28,55,10,GB_ENG_E06000038
2020-03-29,65,10,GB_ENG_E06000038
2020-03-30,75,10,GB_ENG_E06000038
2020-03-31,80,5,GB_ENG_E06000038
2020-04-01,94,14,GB_ENG_E06000038
2020-04-02,104,10,GB_ENG_E06000038
2020-04-03,113,9,GB_ENG_E06000038
2020-04-04,127,14,GB_ENG_E06000038
2020-04-05,135,8,GB_ENG_E06000038
2020-04-06,140,5,GB_ENG_E06000038
2020-04-07,153,13,GB_ENG_E06000038
2020-04-08,166,13,GB_ENG_E06000038
2020-04-09,181,15,GB_ENG_E06000038
2020-04-10,195,14,GB_ENG_E06000038
2020-04-11,204,9,GB_ENG_E06000038
2020-04-12,229,25,GB_ENG_E06000038
2020-04-13,256,27,GB_ENG_E06000038
2020-04-14,292,36,GB_ENG_E06000038
2020-04-15,316,24,GB_ENG_E06000038
2020-04-16,344,28,GB_ENG_E06000038
2020-04-17,363,19,GB_ENG_E06000038
2020-04-18,368,5,GB_ENG_E06000038
2020-04-19,374,6,GB_ENG_E06000038
2020-04-20,391,17,GB_ENG_E06000038
2020-04-21,412,21,GB_ENG_E06000038
2020-04-22,426,14,GB_ENG_E06000038
2020-04-23,436,10,GB_ENG_E06000038
2020-04-24,447,11,GB_ENG_E06000038
2020-04-25,456,9,GB_ENG_E06000038
2020-04-26,459,3,GB_ENG_E06000038
2020-04-27,472,13,GB_ENG_E06000038
2020-04-28,485,13,GB_ENG_E06000038
2020-04-29,498,13,GB_ENG_E06000038
2020-04-30,503,5,GB_ENG_E06000038
2020-05-01,508,5,GB_ENG_E06000038
2020-05-02,511,3,GB_ENG_E06000038
2020-05-03,519,8,GB_ENG_E06000038
2020-05-04,525,6,GB_ENG_E06000038
2020-05-05,529,4,GB_ENG_E06000038
2020-05-06,536,7,GB_ENG_E06000038
2020-05-07,538,2,GB_ENG_E06000038
2020-05-08,540,2,GB_ENG_E06000038
2020-05-09,542,2,GB_ENG_E06000038
2020-05-10,545,3,GB_ENG_E06000038
2020-05-11,546,1,GB_ENG_E06000038
2020-05-12,550,4,GB_ENG_E06000038
2020-05-13,555,5,GB_ENG_E06000038
2020-05-14,560,5,GB_ENG_E06000038
2020-05-15,563,3,GB_ENG_E06000038
2020-05-16,565,2,GB_ENG_E06000038
2020-05-17,566,1,GB_ENG_E06000038
2020-05-18,568,2,GB_ENG_E06000038
2020-05-19,573,5,GB_ENG_E06000038
2020-05-20,575,2,GB_ENG_E06000038
2020-05-21,577,2,GB_ENG_E06000038
2020-05-22,579,2,GB_ENG_E06000038
2020-05-23,580,1,GB_ENG_E06000038
2020-05-24,581,1,GB_ENG_E06000038
2020-05-25,583,2,GB_ENG_E06000038
2020-05-26,584,1,GB_ENG_E06000038
2020-05-28,585,1,GB_ENG_E06000038
2020-06-01,588,3,GB_ENG_E06000038
2020-06-03,589,1,GB_ENG_E06000038
2020-06-04,591,2,GB_ENG_E06000038
2020-06-08,592,1,GB_ENG_E06000038
2020-06-11,593,1,GB_ENG_E06000038
2020-06-13,594,1,GB_ENG_E06000038
2020-06-15,595,1,GB_ENG_E06000038
2020-06-20,595,0,GB_ENG_E06000038
2020-03-06,1,,GB_ENG_E06000039
2020-03-08,4,3,GB_ENG_E06000039
2020-03-09,5,1,GB_ENG_E06000039
2020-03-11,12,7,GB_ENG_E06000039
2020-03-12,18,6,GB_ENG_E06000039
2020-03-13,22,4,GB_ENG_E06000039
2020-03-14,24,2,GB_ENG_E06000039
2020-03-15,28,4,GB_ENG_E06000039
2020-03-16,35,7,GB_ENG_E06000039
2020-03-17,39,4,GB_ENG_E06000039
2020-03-18,40,1,GB_ENG_E06000039
2020-03-19,45,5,GB_ENG_E06000039
2020-03-20,50,5,GB_ENG_E06000039
2020-03-21,52,2,GB_ENG_E06000039
2020-03-22,58,6,GB_ENG_E06000039
2020-03-23,68,10,GB_ENG_E06000039
2020-03-24,75,7,GB_ENG_E06000039
2020-03-25,81,6,GB_ENG_E06000039
2020-03-26,93,12,GB_ENG_E06000039
2020-03-27,104,11,GB_ENG_E06000039
2020-03-28,109,5,GB_ENG_E06000039
2020-03-29,115,6,GB_ENG_E06000039
2020-03-30,125,10,GB_ENG_E06000039
2020-03-31,131,6,GB_ENG_E06000039
2020-04-01,142,11,GB_ENG_E06000039
2020-04-02,145,3,GB_ENG_E06000039
2020-04-03,155,10,GB_ENG_E06000039
2020-04-04,169,14,GB_ENG_E06000039
2020-04-05,174,5,GB_ENG_E06000039
2020-04-06,183,9,GB_ENG_E06000039
2020-04-07,201,18,GB_ENG_E06000039
2020-04-08,210,9,GB_ENG_E06000039
2020-04-09,218,8,GB_ENG_E06000039
2020-04-10,232,14,GB_ENG_E06000039
2020-04-11,244,12,GB_ENG_E06000039
2020-04-12,253,9,GB_ENG_E06000039
2020-04-13,267,14,GB_ENG_E06000039
2020-04-14,284,17,GB_ENG_E06000039
2020-04-15,300,16,GB_ENG_E06000039
2020-04-16,308,8,GB_ENG_E06000039
2020-04-17,318,10,GB_ENG_E06000039
2020-04-18,326,8,GB_ENG_E06000039
2020-04-19,332,6,GB_ENG_E06000039
2020-04-20,339,7,GB_ENG_E06000039
2020-04-21,344,5,GB_ENG_E06000039
2020-04-22,351,7,GB_ENG_E06000039
2020-04-23,357,6,GB_ENG_E06000039
2020-04-24,365,8,GB_ENG_E06000039
2020-04-25,369,4,GB_ENG_E06000039
2020-04-26,375,6,GB_ENG_E06000039
2020-04-27,381,6,GB_ENG_E06000039
2020-04-28,387,6,GB_ENG_E06000039
2020-04-29,391,4,GB_ENG_E06000039
2020-04-30,400,9,GB_ENG_E06000039
2020-05-01,417,17,GB_ENG_E06000039
2020-05-02,422,5,GB_ENG_E06000039
2020-05-03,425,3,GB_ENG_E06000039
2020-05-04,429,4,GB_ENG_E06000039
2020-05-05,433,4,GB_ENG_E06000039
2020-05-06,435,2,GB_ENG_E06000039
