date,country_code,subregion1_code,new_confirmed,new_deceased,total_confirmed,total_deceased,key
2020-04-16,BR,RO,7,1,76,3,BR_RO
2020-04-17,BR,RO,16,0,92,3,BR_RO
2020-04-18,BR,RO,18,0,110,3,BR_RO
2020-04-19,BR,RO,18,1,128,4,BR_RO
2020-04-20,BR,RO,32,0,160,4,BR_RO
2020-04-21,BR,RO,39,0,199,4,BR_RO
2020-04-22,BR,RO,24,1,223,5,BR_RO
2020-04-23,BR,RO,27,0,250,5,BR_RO
2020-04-24,BR,RO,40,0,290,5,BR_RO
2020-04-25,BR,RO,38,2,328,7,BR_RO
2020-04-26,BR,RO,36,3,364,10,BR_RO
2020-04-27,BR,RO,29,0,393,10,BR_RO
2020-04-28,BR,RO,20,1,413,11,BR_RO
2020-04-29,BR,RO,20,4,433,15,BR_RO
2020-04-30,BR,RO,69,1,502,16,BR_RO
2020-05-01,BR,RO,83,2,585,18,BR_RO
2020-05-02,BR,RO,68,5,653,23,BR_RO
2020-05-03,BR,RO,52,1,705,24,BR_RO
2020-05-04,BR,RO,51,1,756,25,BR_RO
2020-05-05,BR,RO,105,4,861,29,BR_RO
2020-05-06,BR,RO,82,4,943,33,BR_RO
2020-05-07,BR,RO,155,4,1098,37,BR_RO
2020-05-08,BR,RO,124,2,1222,39,BR_RO
2020-05-09,BR,RO,41,2,1263,41,BR_RO
2020-05-10,BR,RO,39,2,1302,43,BR_RO
2020-05-11,BR,RO,94,4,1396,47,BR_RO
2020-05-12,BR,RO,64,3,1460,50,BR_RO
2020-05-13,BR,RO,152,0,1612,50,BR_RO
2020-05-14,BR,RO,74,6,1686,56,BR_RO
2020-05-15,BR,RO,103,6,1789,62,BR_RO
2020-05-16,BR,RO,130,7,1919,69,BR_RO
2020-05-17,BR,RO,44,5,1963,74,BR_RO
2020-05-18,BR,RO,80,3,2043,77,BR_RO
2020-05-19,BR,RO,214,10,2257,87,BR_RO
2020-05-20,BR,RO,242,3,2499,90,BR_RO
2020-05-21,BR,RO,160,11,2659,101,BR_RO
2020-05-22,BR,RO,115,5,2774,106,BR_RO
2020-05-23,BR,RO,335,9,3109,115,BR_RO
2020-05-24,BR,RO,92,6,3201,121,BR_RO
2020-05-25,BR,RO,67,0,3268,121,BR_RO
2020-05-26,BR,RO,225,12,3493,133,BR_RO
2020-05-27,BR,RO,369,4,3862,137,BR_RO
2020-05-28,BR,RO,390,5,4252,142,BR_RO
2020-05-29,BR,RO,250,3,4502,145,BR_RO
2020-05-30,BR,RO,241,6,4743,151,BR_RO
2020-05-31,BR,RO,199,5,4942,156,BR_RO
2020-06-01,BR,RO,230,3,5172,159,BR_RO
2020-06-02,BR,RO,305,13,5477,172,BR_RO
2020-06-03,BR,RO,236,8,5713,180,BR_RO
2020-06-04,BR,RO,746,14,6459,194,BR_RO
2020-06-05,BR,RO,403,19,6862,213,BR_RO
2020-06-06,BR,RO,838,15,7700,228,BR_RO
2020-06-07,BR,RO,410,7,8110,235,BR_RO
2020-06-08,BR,RO,516,10,8626,245,BR_RO
2020-06-09,BR,RO,594,10,9220,255,BR_RO
2020-06-10,BR,RO,630,12,9850,267,BR_RO
2020-06-11,BR,RO,697,26,10547,293,BR_RO
2020-06-12,BR,RO,677,3,11224,296,BR_RO
2020-06-13,BR,RO,486,13,11710,309,BR_RO
2020-06-14,BR,RO,155,15,11865,324,BR_RO
2020-06-15,BR,RO,315,8,12180,332,BR_RO
2020-06-16,BR,RO,830,14,13010,346,BR_RO
2020-06-17,BR,RO,557,14,13567,360,BR_RO
2020-02-26,BR,RR,0,0,0,0,BR_RR
2020-02-27,BR,RR,0,0,0,0,BR_RR
2020-02-28,BR,RR,0,0,0,0,BR_RR
2020-02-29,BR,RR,0,0,0,0,BR_RR
2020-03-01,BR,RR,0,0,0,0,BR_RR
2020-03-02,BR,RR,0,0,0,0,BR_RR
2020-03-03,BR,RR,0,0,0,0,BR_RR
2020-03-04,BR,RR,0,0,0,0,BR_RR
2020-03-05,BR,RR,0,0,0,0,BR_RR
2020-03-06,BR,RR,0,0,0,0,BR_RR
2020-03-07,BR,RR,0,0,0,0,BR_RR
2020-03-08,BR,RR,0,0,0,0,BR_RR
2020-03-09,BR,RR,0,0,0,0,BR_RR
2020-03-10,BR,RR,0,0,0,0,BR_RR
2020-03-11,BR,RR,0,0,0,0,BR_RR
2020-03-12,BR,RR,0,0,0,0,BR_RR
2020-03-13,BR,RR,0,0,0,0,BR_RR
2020-03-14,BR,RR,0,0,0,0,BR_RR
2020-03-15,BR,RR,0,0,0,0,BR_RR
2020-03-16,BR,RR,0,0,0,0,BR_RR
2020-03-17,BR,RR,0,0,0,0,BR_RR
2020-03-18,BR,RR,0,0,0,0,BR_RR
2020-03-19,BR,RR,0,0,0,0,BR_RR
2020-03-20,BR,RR,0,0,0,0,BR_RR
2020-03-21,BR,RR,0,0,0,0,BR_RR
2020-03-22,BR,RR,2,0,2,0,BR_RR
2020-03-23,BR,RR,0,0,2,0,BR_RR
2020-03-24,BR,RR,0,0,2,0,BR_RR
2020-03-25,BR,RR,6,0,8,0,BR_RR
2020-03-26,BR,RR,0,0,8,0,BR_RR
2020-03-27,BR,RR,2,0,10,0,BR_RR
2020-03-28,BR,RR,2,0,12,0,BR_RR
2020-03-29,BR,RR,4,0,16,0,BR_RR
2020-03-30,BR,RR,0,0,16,0,BR_RR
2020-03-31,BR,RR,0,0,16,0,BR_RR
2020-04-01,BR,RR,6,0,22,0,BR_RR
2020-04-02,BR,RR,4,0,26,0,BR_RR
2020-04-03,BR,RR,4,0,30,0,BR_RR
2020-04-04,BR,RR,7,1,37,1,BR_RR
2020-04-05,BR,RR,5,0,42,1,BR_RR
2020-04-06,BR,RR,0,0,42,1,BR_RR
2020-04-07,BR,RR,0,0,42,1,BR_RR
2020-04-08,BR,RR,7,0,49,1,BR_RR
2020-04-09,BR,RR,3,0,52,1,BR_RR
2020-04-10,BR,RR,11,2,63,3,BR_RR
2020-04-11,BR,RR,12,0,75,3,BR_RR
2020-04-12,BR,RR,4,0,79,3,BR_RR
2020-04-13,BR,RR,4,0,83,3,BR_RR
2020-04-14,BR,RR,30,0,113,3,BR_RR
2020-04-15,BR,RR,1,0,114,3,BR_RR
2020-04-16,BR,RR,28,0,142,3,BR_RR
2020-04-17,BR,RR,22,0,164,3,BR_RR
2020-04-18,BR,RR,37,0,201,3,BR_RR
2020-04-19,BR,RR,21,0,222,3,BR_RR
2020-04-20,BR,RR,22,0,244,3,BR_RR
2020-04-21,BR,RR,3,0,247,3,BR_RR
2020-04-22,BR,RR,33,0,280,3,BR_RR
2020-04-23,BR,RR,17,0,297,3,BR_RR
2020-04-24,BR,RR,7,0,304,3,BR_RR
2020-04-25,BR,RR,41,0,345,3,BR_RR
2020-04-26,BR,RR,56,1,401,4,BR_RR
2020-04-27,BR,RR,6,0,407,4,BR_RR
2020-04-28,BR,RR,18,2,425,6,BR_RR
2020-04-29,BR,RR,27,0,452,6,BR_RR
2020-04-30,BR,RR,67,1,519,7,BR_RR
2020-05-01,BR,RR,83,1,602,8,BR_RR
2020-05-02,BR,RR,66,1,668,9,BR_RR
2020-05-03,BR,RR,72,2,740,11,BR_RR
2020-05-04,BR,RR,66,0,806,11,BR_RR
2020-05-05,BR,RR,63,0,869,11,BR_RR
2020-05-06,BR,RR,63,2,932,13,BR_RR
2020-05-07,BR,RR,88,1,1020,14,BR_RR
2020-05-08,BR,RR,104,2,1124,16,BR_RR
2020-05-09,BR,RR,78,2,1202,18,BR_RR
2020-05-10,BR,RR,88,3,1290,21,BR_RR
2020-05-11,BR,RR,5,3,1295,24,BR_RR
2020-05-12,BR,RR,33,3,1328,27,BR_RR
2020-05-13,BR,RR,83,2,1411,29,BR_RR
2020-05-14,BR,RR,89,8,1500,37,BR_RR
2020-05-15,BR,RR,89,3,1589,40,BR_RR
2020-05-16,BR,RR,117,9,1706,49,BR_RR
2020-05-17,BR,RR,85,2,1791,51,BR_RR
2020-05-18,BR,RR,85,9,1876,60,BR_RR
2020-05-19,BR,RR,109,1,1985,61,BR_RR
2020-05-20,BR,RR,82,3,2067,64,BR_RR
2020-05-21,BR,RR,79,8,2146,72,BR_RR
2020-05-22,BR,RR,160,11,2306,83,BR_RR
2020-05-23,BR,RR,68,-2,2374,81,BR_RR
2020-05-24,BR,RR,65,3,2439,84,BR_RR
2020-05-25,BR,RR,75,2,2514,86,BR_RR
2020-05-26,BR,RR,69,16,2583,102,BR_RR
2020-05-27,BR,RR,99,0,2682,102,BR_RR
2020-05-28,BR,RR,277,0,2959,102,BR_RR
2020-05-29,BR,RR,139,6,3098,108,BR_RR
2020-05-30,BR,RR,201,2,3299,110,BR_RR
2020-05-31,BR,RR,175,6,3474,116,BR_RR
2020-06-01,BR,RR,218,0,3692,116,BR_RR
2020-06-02,BR,RR,158,4,3850,120,BR_RR
2020-06-03,BR,RR,293,4,4143,124,BR_RR
2020-06-04,BR,RR,340,3,4483,127,BR_RR
2020-06-05,BR,RR,348,12,4831,139,BR_RR
2020-06-06,BR,RR,407,0,5238,139,BR_RR
2020-06-07,BR,RR,291,3,5529,142,BR_RR
2020-06-08,BR,RR,239,3,5768,145,BR_RR
2020-06-09,BR,RR,288,23,6056,168,BR_RR
2020-06-10,BR,RR,291,14,6347,182,BR_RR
2020-06-11,BR,RR,247,6,6594,188,BR_RR
2020-06-12,BR,RR,118,4,6712,192,BR_RR
2020-06-13,BR,RR,130,5,6842,197,BR_RR
2020-06-14,BR,RR,33,3,6875,200,BR_RR
2020-06-15,BR,RR,6,3,6881,203,BR_RR
2020-06-16,BR,RR,54,13,6935,216,BR_RR
2020-06-17,BR,RR,215,8,7150,224,BR_RR
2020-02-26,BR,TO,0,0,0,0,BR_TO
2020-02-27,BR,TO,0,0,0,0,BR_TO
2020-02-28,BR,TO,0,0,0,0,BR_TO
2020-02-29,BR,TO,0,0,0,0,BR_TO
2020-03-01,BR,TO,0,0,0,0,BR_TO
2020-03-02,BR,TO,0,0,0,0,BR_TO
2020-03-03,BR,TO,0,0,0,0,BR_TO
2020-03-04,BR,TO,0,0,0,0,BR_TO
2020-03-05,BR,TO,0,0,0,0,BR_TO
2020-03-06,BR,TO,0,0,0,0,BR_TO
2020-03-07,BR,TO,0,0,0,0,BR_TO
2020-03-08,BR,TO,0,0,0,0,BR_TO
2020-03-09,BR,TO,0,0,0,0,BR_TO
2020-03-10,BR,TO,0,0,0,0,BR_TO
2020-03-11,BR,TO,0,0,0,0,BR_TO
2020-03-12,BR,TO,0,0,0,0,BR_TO
2020-03-13,BR,TO,0,0,0,0,BR_TO
2020-03-14,BR,TO,0,0,0,0,BR_TO
2020-03-15,BR,TO,0,0,0,0,BR_TO
2020-03-16,BR,TO,0,0,0,0,BR_TO
2020-03-17,BR,TO,0,0,0,0,BR_TO
2020-03-18,BR,TO,0,0,0,0,BR_TO
2020-03-19,BR,TO,1,0,1,0,BR_TO
2020-03-20,BR,TO,0,0,1,0,BR_TO
2020-03-21,BR,TO,1,0,2,0,BR_TO
2020-03-22,BR,TO,0,0,2,0,BR_TO
2020-03-23,BR,TO,3,0,5,0,BR_TO
2020-03-24,BR,TO,2,0,7,0,BR_TO
2020-03-25,BR,TO,0,0,7,0,BR_TO
2020-03-26,BR,TO,0,0,7,0,BR_TO
2020-03-27,BR,TO,1,0,8,0,BR_TO
2020-03-28,BR,TO,1,0,9,0,BR_TO
2020-03-29,BR,TO,0,0,9,0,BR_TO
2020-03-30,BR,TO,1,0,10,0,BR_TO
2020-03-31,BR,TO,1,0,11,0,BR_TO
2020-04-01,BR,TO,1,0,12,0,BR_TO
2020-04-02,BR,TO,0,0,12,0,BR_TO
2020-04-03,BR,TO,0,0,12,0,BR_TO
2020-04-04,BR,TO,2,0,14,0,BR_TO
2020-04-05,BR,TO,3,0,17,0,BR_TO
2020-04-06,BR,TO,0,0,17,0,BR_TO
2020-04-07,BR,TO,2,0,19,0,BR_TO
2020-04-08,BR,TO,4,0,23,0,BR_TO
2020-04-09,BR,TO,0,0,23,0,BR_TO
2020-04-10,BR,TO,0,0,23,0,BR_TO
2020-04-11,BR,TO,0,0,23,0,BR_TO
2020-04-12,BR,TO,2,0,25,0,BR_TO
2020-04-13,BR,TO,1,0,26,0,BR_TO
2020-04-14,BR,TO,0,0,26,0,BR_TO
2020-04-15,BR,TO,0,1,26,1,BR_TO
2020-04-16,BR,TO,3,0,29,1,BR_TO
2020-04-17,BR,TO,2,0,31,1,BR_TO
2020-04-18,BR,TO,2,0,33,1,BR_TO
2020-04-19,BR,TO,0,0,33,1,BR_TO
2020-04-20,BR,TO,1,0,34,1,BR_TO
2020-04-21,BR,TO,3,0,37,1,BR_TO
2020-04-22,BR,TO,0,0,37,1,BR_TO
2020-04-23,BR,TO,0,1,37,2,BR_TO
2020-04-24,BR,TO,6,0,43,2,BR_TO
2020-04-25,BR,TO,7,0,50,2,BR_TO
2020-04-26,BR,TO,8,0,58,2,BR_TO
2020-04-27,BR,TO,9,0,67,2,BR_TO
2020-04-28,BR,TO,12,0,79,2,BR_TO
2020-04-29,BR,TO,37,1,116,3,BR_TO
2020-04-30,BR,TO,21,0,137,3,BR_TO
2020-05-01,BR,TO,27,0,164,3,BR_TO
2020-05-02,BR,TO,27,1,191,4,BR_TO
2020-05-03,BR,TO,55,0,246,4,BR_TO
2020-05-04,BR,TO,21,2,267,6,BR_TO
2020-05-05,BR,TO,36,1,303,7,BR_TO
2020-05-06,BR,TO,48,2,351,9,BR_TO
2020-05-07,BR,TO,72,0,423,9,BR_TO
2020-05-08,BR,TO,71,0,494,9,BR_TO
2020-05-09,BR,TO,78,0,572,9,BR_TO
2020-05-10,BR,TO,116,2,688,11,BR_TO
2020-05-11,BR,TO,59,1,747,12,BR_TO
2020-05-12,BR,TO,81,2,828,14,BR_TO
2020-05-13,BR,TO,104,7,932,21,BR_TO
2020-05-14,BR,TO,97,2,1029,23,BR_TO
2020-05-15,BR,TO,150,1,1179,24,BR_TO
2020-05-16,BR,TO,100,3,1279,27,BR_TO
2020-05-17,BR,TO,103,4,1382,31,BR_TO
2020-05-18,BR,TO,114,1,1496,32,BR_TO
2020-05-19,BR,TO,150,6,1646,38,BR_TO
2020-05-20,BR,TO,163,4,1809,42,BR_TO
2020-05-21,BR,TO,167,5,1976,47,BR_TO
2020-05-22,BR,TO,229,2,2205,49,BR_TO
2020-05-23,BR,TO,225,2,2430,51,BR_TO
2020-05-24,BR,TO,161,1,2591,52,BR_TO
2020-05-25,BR,TO,105,6,2696,58,BR_TO
2020-05-26,BR,TO,162,6,2858,64,BR_TO
2020-05-27,BR,TO,165,1,3023,65,BR_TO
2020-05-28,BR,TO,254,3,3277,68,BR_TO
2020-05-29,BR,TO,334,2,3611,70,BR_TO
2020-05-30,BR,TO,370,1,3981,71,BR_TO
2020-05-31,BR,TO,195,2,4176,73,BR_TO
2020-06-01,BR,TO,169,3,4345,76,BR_TO
2020-06-02,BR,TO,138,3,4483,79,BR_TO
2020-06-03,BR,TO,215,3,4698,82,BR_TO
2020-06-04,BR,TO,183,5,4881,87,BR_TO
2020-06-05,BR,TO,301,2,5182,89,BR_TO
2020-06-06,BR,TO,323,7,5505,96,BR_TO
2020-06-07,BR,TO,139,3,5644,99,BR_TO
2020-06-08,BR,TO,163,9,5807,108,BR_TO
2020-06-09,BR,TO,245,6,6052,114,BR_TO
2020-06-10,BR,TO,205,6,6257,120,BR_TO
2020-06-11,BR,TO,272,4,6529,124,BR_TO
2020-06-12,BR,TO,215,4,6744,128,BR_TO
2020-06-13,BR,TO,187,2,6931,130,BR_TO
2020-06-14,BR,TO,41,2,6972,132,BR_TO
2020-06-15,BR,TO,165,4,7137,136,BR_TO
2020-06-16,BR,TO,172,4,7309,140,BR_TO
2020-06-17,BR,TO,264,9,7573,149,BR_TO
2020-02-26,BR,AL,0,0,0,0,BR_AL
2020-02-27,BR,AL,0,0,0,0,BR_AL
2020-02-28,BR,AL,0,0,0,0,BR_AL
2020-02-29,BR,AL,0,0,0,0,BR_AL
2020-03-01,BR,AL,0,0,0,0,BR_AL
2020-03-02,BR,AL,0,0,0,0,BR_AL
2020-03-03,BR,AL,0,0,0,0,BR_AL
2020-03-04,BR,AL,0,0,0,0,BR_AL
2020-03-05,BR,AL,0,0,0,0,BR_AL
2020-03-06,BR,AL,0,0,0,0,BR_AL
2020-03-07,BR,AL,0,0,0,0,BR_AL
2020-03-08,BR,AL,1,0,1,0,BR_AL
2020-03-09,BR,AL,0,0,1,0,BR_AL
2020-03-10,BR,AL,0,0,1,0,BR_AL
2020-03-11,BR,AL,0,0,1,0,BR_AL
2020-03-12,BR,AL,0,0,1,0,BR_AL
2020-03-13,BR,AL,0,0,1,0,BR_AL
2020-03-14,BR,AL,0,0,1,0,BR_AL
2020-03-15,BR,AL,0,0,1,0,BR_AL
2020-03-16,BR,AL,0,0,1,0,BR_AL
2020-03-17,BR,AL,0,0,1,0,BR_AL
2020-03-18,BR,AL,0,0,1,0,BR_AL
2020-03-19,BR,AL,3,0,4,0,BR_AL
2020-03-20,BR,AL,1,0,5,0,BR_AL
2020-03-21,BR,AL,2,0,7,0,BR_AL
2020-03-22,BR,AL,0,0,7,0,BR_AL
2020-03-23,BR,AL,0,0,7,0,BR_AL
2020-03-24,BR,AL,2,0,9,0,BR_AL
2020-03-25,BR,AL,2,0,11,0,BR_AL
2020-03-26,BR,AL,0,0,11,0,BR_AL
2020-03-27,BR,AL,0,0,11,0,BR_AL
2020-03-28,BR,AL,3,0,14,0,BR_AL
2020-03-29,BR,AL,3,0,17,0,BR_AL
2020-03-30,BR,AL,0,0,17,0,BR_AL
2020-03-31,BR,AL,1,1,18,1,BR_AL
2020-04-01,BR,AL,0,0,18,1,BR_AL
2020-04-02,BR,AL,0,0,18,1,BR_AL
2020-04-03,BR,AL,4,1,22,2,BR_AL
2020-04-04,BR,AL,1,0,23,2,BR_AL
2020-04-05,BR,AL,5,0,28,2,BR_AL
2020-04-06,BR,AL,3,0,31,2,BR_AL
2020-04-07,BR,AL,1,0,32,2,BR_AL
2020-04-08,BR,AL,5,0,37,2,BR_AL
2020-04-09,BR,AL,0,1,37,3,BR_AL
2020-04-10,BR,AL,8,0,45,3,BR_AL
2020-04-11,BR,AL,3,0,48,3,BR_AL
2020-04-12,BR,AL,0,0,48,3,BR_AL
2020-04-13,BR,AL,2,0,50,3,BR_AL
2020-04-14,BR,AL,22,1,72,4,BR_AL
2020-04-15,BR,AL,10,1,82,5,BR_AL
2020-04-16,BR,AL,7,0,89,5,BR_AL
2020-04-17,BR,AL,21,2,110,7,BR_AL
2020-04-18,BR,AL,22,0,132,7,BR_AL
2020-04-19,BR,AL,27,8,159,15,BR_AL
2020-04-20,BR,AL,12,3,171,18,BR_AL
2020-04-21,BR,AL,39,1,210,19,BR_AL
2020-04-22,BR,AL,33,1,243,20,BR_AL
2020-04-23,BR,AL,81,2,324,22,BR_AL
2020-04-24,BR,AL,89,5,413,27,BR_AL
2020-04-25,BR,AL,88,2,501,29,BR_AL
2020-04-26,BR,AL,53,3,554,32,BR_AL
2020-04-27,BR,AL,89,2,643,34,BR_AL
2020-04-28,BR,AL,134,2,777,36,BR_AL
2020-04-29,BR,AL,180,5,957,41,BR_AL
2020-04-30,BR,AL,87,6,1044,47,BR_AL
2020-05-01,BR,AL,182,6,1226,53,BR_AL
2020-05-02,BR,AL,146,5,1372,58,BR_AL
2020-05-03,BR,AL,69,6,1441,64,BR_AL
2020-05-04,BR,AL,97,8,1538,72,BR_AL
2020-05-05,BR,AL,68,8,1606,80,BR_AL
2020-05-06,BR,AL,97,9,1703,89,BR_AL
2020-05-07,BR,AL,164,9,1867,98,BR_AL
2020-05-08,BR,AL,166,10,2033,108,BR_AL
2020-05-09,BR,AL,139,6,2172,114,BR_AL
2020-05-10,BR,AL,86,12,2258,126,BR_AL
2020-05-11,BR,AL,85,12,2343,138,BR_AL
2020-05-12,BR,AL,237,12,2580,150,BR_AL
2020-05-13,BR,AL,181,14,2761,164,BR_AL
2020-05-14,BR,AL,211,13,2972,177,BR_AL
2020-05-15,BR,AL,240,10,3212,187,BR_AL
2020-05-16,BR,AL,381,12,3593,199,BR_AL
2020-05-17,BR,AL,223,11,3816,210,BR_AL
2020-05-18,BR,AL,215,11,4031,221,BR_AL
2020-05-19,BR,AL,285,10,4316,231,BR_AL
2020-05-20,BR,AL,121,20,4437,251,BR_AL
2020-05-21,BR,AL,479,11,4916,262,BR_AL
2020-05-22,BR,AL,386,18,5302,280,BR_AL
2020-05-23,BR,AL,328,21,5630,301,BR_AL
2020-05-24,BR,AL,584,15,6214,316,BR_AL
2020-05-25,BR,AL,468,21,6682,337,BR_AL
2020-05-26,BR,AL,376,17,7058,354,BR_AL
2020-05-27,BR,AL,522,14,7580,368,BR_AL
2020-05-28,BR,AL,475,17,8055,385,BR_AL
2020-05-29,BR,AL,563,21,8618,406,BR_AL
2020-05-30,BR,AL,605,18,9223,424,BR_AL
2020-05-31,BR,AL,1065,19,10288,443,BR_AL
2020-06-01,BR,AL,549,18,10837,461,BR_AL
2020-06-02,BR,AL,722,21,11559,482,BR_AL
2020-06-03,BR,AL,848,24,12407,506,BR_AL
2020-06-04,BR,AL,690,25,13097,531,BR_AL
2020-06-05,BR,AL,840,26,13937,557,BR_AL
2020-06-06,BR,AL,881,25,14818,582,BR_AL
2020-06-07,BR,AL,888,19,15706,601,BR_AL
2020-06-08,BR,AL,0,0,15706,601,BR_AL
2020-06-09,BR,AL,1487,39,17193,640,BR_AL
2020-06-10,BR,AL,983,20,18176,660,BR_AL
2020-06-11,BR,AL,1024,21,19200,681,BR_AL
2020-06-12,BR,AL,831,20,20031,701,BR_AL
2020-06-13,BR,AL,856,22,20887,723,BR_AL
2020-06-14,BR,AL,1312,21,22199,744,BR_AL
2020-06-15,BR,AL,763,24,22962,768,BR_AL
2020-06-16,BR,AL,670,25,23632,793,BR_AL
2020-06-17,BR,AL,1235,18,24867,811,BR_AL
2020-02-26,BR,BA,0,0,0,0,BR_BA
2020-02-27,BR,BA,0,0,0,0,BR_BA
2020-02-28,BR,BA,0,0,0,0,BR_BA
2020-02-29,BR,BA,0,0,0,0,BR_BA
2020-03-01,BR,BA,0,0,0,0,BR_BA
2020-03-02,BR,BA,0,0,0,0,BR_BA
2020-03-03,BR,BA,0,0,0,0,BR_BA
2020-03-04,BR,BA,0,0,0,0,BR_BA
2020-03-05,BR,BA,0,0,0,0,BR_BA
2020-03-06,BR,BA,1,0,1,0,BR_BA
2020-03-07,BR,BA,1,0,2,0,BR_BA
2020-03-08,BR,BA,0,0,2,0,BR_BA
2020-03-09,BR,BA,0,0,2,0,BR_BA
2020-03-10,BR,BA,0,0,2,0,BR_BA
2020-03-11,BR,BA,0,0,2,0,BR_BA
2020-03-12,BR,BA,0,0,2,0,BR_BA
2020-03-13,BR,BA,0,0,2,0,BR_BA
2020-03-14,BR,BA,0,0,2,0,BR_BA
2020-03-15,BR,BA,0,0,2,0,BR_BA
2020-03-16,BR,BA,0,0,2,0,BR_BA
2020-03-17,BR,BA,1,0,3,0,BR_BA
2020-03-18,BR,BA,0,0,3,0,BR_BA
2020-03-19,BR,BA,27,0,30,0,BR_BA
2020-03-20,BR,BA,3,0,33,0,BR_BA
2020-03-21,BR,BA,8,0,41,0,BR_BA
2020-03-22,BR,BA,8,0,49,0,BR_BA
2020-03-23,BR,BA,14,0,63,0,BR_BA
2020-03-24,BR,BA,13,0,76,0,BR_BA
2020-03-25,BR,BA,8,0,84,0,BR_BA
2020-03-26,BR,BA,20,0,104,0,BR_BA
2020-03-27,BR,BA,11,0,115,0,BR_BA
2020-03-28,BR,BA,13,0,128,0,BR_BA
2020-03-29,BR,BA,26,1,154,1,BR_BA
2020-03-30,BR,BA,22,0,176,1,BR_BA
2020-03-31,BR,BA,37,1,213,2,BR_BA
2020-04-01,BR,BA,33,0,246,2,BR_BA
2020-04-02,BR,BA,21,1,267,3,BR_BA
2020-04-03,BR,BA,15,2,282,5,BR_BA
2020-04-04,BR,BA,50,2,332,7,BR_BA
2020-04-05,BR,BA,69,2,401,9,BR_BA
2020-04-06,BR,BA,30,1,431,10,BR_BA
2020-04-07,BR,BA,25,2,456,12,BR_BA
2020-04-08,BR,BA,41,3,497,15,BR_BA
2020-04-09,BR,BA,62,4,559,19,BR_BA
2020-04-10,BR,BA,45,0,604,19,BR_BA
2020-04-11,BR,BA,31,2,635,21,BR_BA
2020-04-12,BR,BA,38,0,673,21,BR_BA
2020-04-13,BR,BA,50,1,723,22,BR_BA
2020-04-14,BR,BA,36,0,759,22,BR_BA
2020-04-15,BR,BA,48,5,807,27,BR_BA
2020-04-16,BR,BA,144,3,951,30,BR_BA
2020-04-17,BR,BA,108,6,1059,36,BR_BA
2020-04-18,BR,BA,134,1,1193,37,BR_BA
2020-04-19,BR,BA,37,8,1230,45,BR_BA
2020-04-20,BR,BA,111,1,1341,46,BR_BA
2020-04-21,BR,BA,148,1,1489,47,BR_BA
2020-04-22,BR,BA,155,3,1644,50,BR_BA
2020-04-23,BR,BA,145,9,1789,59,BR_BA
2020-04-24,BR,BA,173,5,1962,64,BR_BA
2020-04-25,BR,BA,119,6,2081,70,BR_BA
2020-04-26,BR,BA,128,3,2209,73,BR_BA
2020-04-27,BR,BA,145,3,2354,76,BR_BA
2020-04-28,BR,BA,186,10,2540,86,BR_BA
2020-04-29,BR,BA,106,10,2646,96,BR_BA
2020-04-30,BR,BA,205,8,2851,104,BR_BA
2020-05-01,BR,BA,234,13,3085,117,BR_BA
2020-05-02,BR,BA,230,6,3315,123,BR_BA
2020-05-03,BR,BA,180,0,3495,123,BR_BA
2020-05-04,BR,BA,239,18,3734,141,BR_BA
2020-05-05,BR,BA,306,5,4040,146,BR_BA
2020-05-06,BR,BA,261,14,4301,160,BR_BA
2020-05-07,BR,BA,227,5,4528,165,BR_BA
2020-05-08,BR,BA,290,18,4818,183,BR_BA
2020-05-09,BR,BA,356,13,5174,196,BR_BA
2020-05-10,BR,BA,384,6,5558,202,BR_BA
2020-05-11,BR,BA,250,9,5808,211,BR_BA
2020-05-12,BR,BA,396,14,6204,225,BR_BA
2020-05-13,BR,BA,343,11,6547,236,BR_BA
2020-05-14,BR,BA,408,26,6955,262,BR_BA
2020-05-15,BR,BA,1173,19,8128,281,BR_BA
2020-05-16,BR,BA,186,5,8314,286,BR_BA
2020-05-17,BR,BA,129,9,8443,295,BR_BA
2020-05-18,BR,BA,138,17,8581,312,BR_BA
2020-05-19,BR,BA,2432,14,11013,326,BR_BA
2020-05-20,BR,BA,184,36,11197,362,BR_BA
2020-05-21,BR,BA,744,14,11941,376,BR_BA
2020-05-22,BR,BA,616,23,12557,399,BR_BA
2020-05-23,BR,BA,443,14,13000,413,BR_BA
2020-05-24,BR,BA,899,47,13899,460,BR_BA
2020-05-25,BR,BA,305,17,14204,477,BR_BA
2020-05-26,BR,BA,362,18,14566,495,BR_BA
2020-05-27,BR,BA,504,36,15070,531,BR_BA
2020-05-28,BR,BA,893,39,15963,570,BR_BA
2020-05-29,BR,BA,954,39,16917,609,BR_BA
2020-05-30,BR,BA,709,29,17626,638,BR_BA
2020-05-31,BR,BA,766,29,18392,667,BR_BA
2020-06-01,BR,BA,506,34,18898,701,BR_BA
2020-06-02,BR,BA,2532,35,21430,736,BR_BA
2020-06-03,BR,BA,1021,26,22451,762,BR_BA
2020-06-04,BR,BA,1012,28,23463,790,BR_BA
2020-06-05,BR,BA,2956,29,26419,819,BR_BA
2020-06-06,BR,BA,977,27,27396,846,BR_BA
2020-06-07,BR,BA,854,33,28250,879,BR_BA
2020-06-08,BR,BA,465,31,28715,910,BR_BA
2020-06-09,BR,BA,1766,27,30481,937,BR_BA
2020-06-10,BR,BA,2204,38,32685,975,BR_BA
