date,new_hospitalized,incid_rea,new_deceased,new_recovered,key,total_hospitalized,total_deceased,total_recovered
2020-05-24,0,0,0,0,FR_OCC_12,177,23,135
2020-05-25,0,0,0,0,FR_OCC_12,177,23,135
2020-05-26,0,0,0,0,FR_OCC_12,177,23,135
2020-05-27,0,0,0,0,FR_OCC_12,177,23,135
2020-05-28,0,0,1,1,FR_OCC_12,177,24,136
2020-05-29,0,0,0,0,FR_OCC_12,177,24,136
2020-05-30,0,0,0,4,FR_OCC_12,177,24,140
2020-05-31,0,0,0,0,FR_OCC_12,177,24,140
2020-06-01,0,0,0,0,FR_OCC_12,177,24,140
2020-06-02,0,0,0,0,FR_OCC_12,177,24,140
2020-06-03,0,0,0,0,FR_OCC_12,177,24,140
2020-06-04,0,0,0,0,FR_OCC_12,177,24,140
2020-06-05,0,0,0,0,FR_OCC_12,177,24,140
2020-06-06,0,0,0,0,FR_OCC_12,177,24,140
2020-06-07,0,0,0,0,FR_OCC_12,177,24,140
2020-06-08,0,0,0,0,FR_OCC_12,177,24,140
2020-06-09,0,0,0,0,FR_OCC_12,177,24,140
2020-06-10,0,0,0,0,FR_OCC_12,177,24,140
2020-06-11,0,0,0,1,FR_OCC_12,177,24,141
2020-06-12,0,0,0,0,FR_OCC_12,177,24,141
2020-06-13,0,0,0,0,FR_OCC_12,177,24,141
2020-06-14,0,0,0,0,FR_OCC_12,177,24,141
2020-06-15,0,0,0,5,FR_OCC_12,177,24,146
2020-06-16,0,0,0,0,FR_OCC_12,177,24,146
2020-06-17,0,0,0,0,FR_OCC_12,177,24,146
2020-06-18,0,0,0,0,FR_OCC_12,177,24,146
2020-06-19,0,0,0,0,FR_OCC_12,177,24,146
2020-06-20,0,0,0,0,FR_OCC_12,177,24,146
2020-06-21,0,0,0,0,FR_OCC_12,177,24,146
2020-06-22,0,0,0,0,FR_OCC_12,177,24,146
2020-06-23,0,0,0,0,FR_OCC_12,177,24,146
2020-06-24,0,0,0,0,FR_OCC_12,177,24,146
2020-03-19,90,17,0,43,FR_PAC_13,90,0,43
2020-03-20,44,5,0,7,FR_PAC_13,134,0,50
2020-03-21,63,12,0,21,FR_PAC_13,197,0,71
2020-03-22,48,1,0,11,FR_PAC_13,245,0,82
2020-03-23,80,15,0,30,FR_PAC_13,325,0,112
2020-03-24,94,20,3,30,FR_PAC_13,419,3,142
2020-03-25,80,5,5,65,FR_PAC_13,499,8,207
2020-03-26,114,20,4,53,FR_PAC_13,613,12,260
2020-03-27,136,16,4,38,FR_PAC_13,749,16,298
2020-03-28,107,15,3,27,FR_PAC_13,856,19,325
2020-03-29,117,25,7,6,FR_PAC_13,973,26,331
2020-03-30,138,34,5,22,FR_PAC_13,1111,31,353
2020-03-31,166,22,12,101,FR_PAC_13,1277,43,454
2020-04-01,140,28,8,94,FR_PAC_13,1417,51,548
2020-04-02,106,21,10,33,FR_PAC_13,1523,61,581
2020-04-03,160,29,14,67,FR_PAC_13,1683,75,648
2020-04-04,98,15,11,62,FR_PAC_13,1781,86,710
2020-04-05,77,10,6,19,FR_PAC_13,1858,92,729
2020-04-06,149,18,25,45,FR_PAC_13,2007,117,774
2020-04-07,67,10,16,138,FR_PAC_13,2074,133,912
2020-04-08,136,19,8,71,FR_PAC_13,2210,141,983
2020-04-09,75,10,10,120,FR_PAC_13,2285,151,1103
2020-04-10,127,30,6,62,FR_PAC_13,2412,157,1165
2020-04-11,47,9,13,56,FR_PAC_13,2459,170,1221
2020-04-12,84,8,2,11,FR_PAC_13,2543,172,1232
2020-04-13,41,8,7,16,FR_PAC_13,2584,179,1248
2020-04-14,96,12,17,74,FR_PAC_13,2680,196,1322
2020-04-15,86,15,10,60,FR_PAC_13,2766,206,1382
2020-04-16,86,17,19,76,FR_PAC_13,2852,225,1458
2020-04-17,119,13,11,67,FR_PAC_13,2971,236,1525
2020-04-18,60,9,9,85,FR_PAC_13,3031,245,1610
2020-04-19,27,6,6,82,FR_PAC_13,3058,251,1692
2020-04-20,84,21,19,55,FR_PAC_13,3142,270,1747
2020-04-21,106,7,20,82,FR_PAC_13,3248,290,1829
2020-04-22,114,7,30,84,FR_PAC_13,3362,320,1913
2020-04-23,68,13,9,56,FR_PAC_13,3430,329,1969
2020-04-24,80,17,25,82,FR_PAC_13,3510,354,2051
2020-04-25,53,5,9,68,FR_PAC_13,3563,363,2119
2020-04-26,32,4,4,5,FR_PAC_13,3595,367,2124
2020-04-27,58,9,15,33,FR_PAC_13,3653,382,2157
2020-04-28,54,7,11,76,FR_PAC_13,3707,393,2233
2020-04-29,62,8,8,51,FR_PAC_13,3769,401,2284
2020-04-30,29,6,9,63,FR_PAC_13,3798,410,2347
2020-05-01,32,1,6,32,FR_PAC_13,3830,416,2379
2020-05-02,34,0,2,12,FR_PAC_13,3864,418,2391
2020-05-03,21,4,5,11,FR_PAC_13,3885,423,2402
2020-05-04,33,4,8,48,FR_PAC_13,3918,431,2450
2020-05-05,25,3,9,54,FR_PAC_13,3943,440,2504
2020-05-06,39,2,3,42,FR_PAC_13,3982,443,2546
2020-05-07,24,6,5,48,FR_PAC_13,4006,448,2594
2020-05-08,18,3,1,28,FR_PAC_13,4024,449,2622
2020-05-09,10,0,3,7,FR_PAC_13,4034,452,2629
2020-05-10,12,7,4,7,FR_PAC_13,4046,456,2636
2020-05-11,34,10,11,19,FR_PAC_13,4080,467,2655
2020-05-12,15,4,5,25,FR_PAC_13,4095,472,2680
2020-05-13,22,5,6,27,FR_PAC_13,4117,478,2707
2020-05-14,16,3,5,29,FR_PAC_13,4133,483,2736
2020-05-15,22,3,5,39,FR_PAC_13,4155,488,2775
2020-05-16,11,3,4,12,FR_PAC_13,4166,492,2787
2020-05-17,11,1,2,3,FR_PAC_13,4177,494,2790
2020-05-18,12,2,5,7,FR_PAC_13,4189,499,2797
2020-05-19,18,1,2,23,FR_PAC_13,4207,501,2820
2020-05-20,17,1,7,48,FR_PAC_13,4224,508,2868
2020-05-21,13,0,6,17,FR_PAC_13,4237,514,2885
2020-05-22,2,2,3,13,FR_PAC_13,4239,517,2898
2020-05-23,12,1,1,11,FR_PAC_13,4251,518,2909
2020-05-24,4,0,1,2,FR_PAC_13,4255,519,2911
2020-05-25,11,3,4,23,FR_PAC_13,4266,523,2934
2020-05-26,10,2,3,27,FR_PAC_13,4276,526,2961
2020-05-27,7,2,0,18,FR_PAC_13,4283,526,2979
2020-05-28,4,2,2,19,FR_PAC_13,4287,528,2998
2020-05-29,8,1,3,29,FR_PAC_13,4295,531,3027
2020-05-30,5,0,0,2,FR_PAC_13,4300,531,3029
2020-05-31,5,0,0,2,FR_PAC_13,4305,531,3031
2020-06-01,1,0,0,4,FR_PAC_13,4306,531,3035
2020-06-02,8,0,4,12,FR_PAC_13,4314,535,3047
2020-06-03,10,1,2,21,FR_PAC_13,4324,537,3068
2020-06-04,8,1,0,34,FR_PAC_13,4332,537,3102
2020-06-05,19,2,1,20,FR_PAC_13,4351,538,3122
2020-06-06,6,0,0,6,FR_PAC_13,4357,538,3128
2020-06-07,1,0,0,2,FR_PAC_13,4358,538,3130
2020-06-08,7,3,4,11,FR_PAC_13,4365,542,3141
2020-06-09,5,0,2,5,FR_PAC_13,4370,544,3146
2020-06-10,6,0,1,15,FR_PAC_13,4376,545,3161
2020-06-11,3,0,1,7,FR_PAC_13,4379,546,3168
2020-06-12,3,0,0,9,FR_PAC_13,4382,546,3177
2020-06-13,8,0,0,4,FR_PAC_13,4390,546,3181
2020-06-14,1,0,0,2,FR_PAC_13,4391,546,3183
2020-06-15,4,0,1,1,FR_PAC_13,4395,547,3184
2020-06-16,4,1,1,15,FR_PAC_13,4399,548,3199
2020-06-17,1,0,0,5,FR_PAC_13,4400,548,3204
2020-06-18,2,2,2,8,FR_PAC_13,4402,550,3212
2020-06-19,2,1,1,9,FR_PAC_13,4404,551,3221
2020-06-20,1,1,1,7,FR_PAC_13,4405,552,3228
2020-06-21,0,0,0,2,FR_PAC_13,4405,552,3230
2020-06-22,2,1,1,8,FR_PAC_13,4407,553,3238
2020-06-23,4,0,3,9,FR_PAC_13,4411,556,3247
2020-06-24,4,1,1,33,FR_PAC_13,4415,557,3280
2020-03-19,3,0,0,1,FR_NOR_14,3,0,1
2020-03-20,1,0,1,2,FR_NOR_14,4,1,3
2020-03-21,6,3,0,1,FR_NOR_14,10,1,4
2020-03-22,10,2,0,0,FR_NOR_14,20,1,4
2020-03-23,11,2,0,2,FR_NOR_14,31,1,6
2020-03-24,5,4,0,2,FR_NOR_14,36,1,8
2020-03-25,17,4,0,1,FR_NOR_14,53,1,9
2020-03-26,9,3,0,4,FR_NOR_14,62,1,13
2020-03-27,16,5,1,1,FR_NOR_14,78,2,14
2020-03-28,22,7,0,4,FR_NOR_14,100,2,18
2020-03-29,16,4,0,1,FR_NOR_14,116,2,19
2020-03-30,7,1,5,1,FR_NOR_14,123,7,20
2020-03-31,11,6,0,4,FR_NOR_14,134,7,24
2020-04-01,25,7,1,7,FR_NOR_14,159,8,31
2020-04-02,19,8,1,0,FR_NOR_14,178,9,31
2020-04-03,11,6,2,8,FR_NOR_14,189,11,39
2020-04-04,10,5,2,14,FR_NOR_14,199,13,53
2020-04-05,14,3,3,1,FR_NOR_14,213,16,54
2020-04-06,19,5,7,7,FR_NOR_14,232,23,61
2020-04-07,16,1,3,6,FR_NOR_14,248,26,67
2020-04-08,13,3,3,4,FR_NOR_14,261,29,71
2020-04-09,7,2,2,5,FR_NOR_14,268,31,76
2020-04-10,13,1,1,1,FR_NOR_14,281,32,77
2020-04-11,10,1,2,10,FR_NOR_14,291,34,87
2020-04-12,8,0,2,8,FR_NOR_14,299,36,95
2020-04-13,2,0,1,4,FR_NOR_14,301,37,99
2020-04-14,7,0,5,5,FR_NOR_14,308,42,104
2020-04-15,9,1,5,6,FR_NOR_14,317,47,110
2020-04-16,4,4,1,8,FR_NOR_14,321,48,118
2020-04-17,7,2,2,10,FR_NOR_14,328,50,128
2020-04-18,8,0,0,9,FR_NOR_14,336,50,137
2020-04-19,9,2,1,1,FR_NOR_14,345,51,138
2020-04-20,2,0,1,1,FR_NOR_14,347,52,139
2020-04-21,11,1,1,8,FR_NOR_14,358,53,147
2020-04-22,3,1,0,4,FR_NOR_14,361,53,151
2020-04-23,2,1,1,4,FR_NOR_14,363,54,155
2020-04-24,11,1,1,3,FR_NOR_14,374,55,158
2020-04-25,1,0,1,0,FR_NOR_14,375,56,158
2020-04-26,1,1,0,0,FR_NOR_14,376,56,158
2020-04-27,1,0,0,1,FR_NOR_14,377,56,159
2020-04-28,7,1,2,7,FR_NOR_14,384,58,166
2020-04-29,10,0,2,11,FR_NOR_14,394,60,177
2020-04-30,1,0,1,2,FR_NOR_14,395,61,179
2020-05-01,6,1,0,5,FR_NOR_14,401,61,184
2020-05-02,4,0,2,1,FR_NOR_14,405,63,185
2020-05-03,1,0,0,0,FR_NOR_14,406,63,185
2020-05-04,4,0,1,1,FR_NOR_14,410,64,186
2020-05-05,10,0,0,7,FR_NOR_14,420,64,193
2020-05-06,3,0,0,3,FR_NOR_14,423,64,196
2020-05-07,4,0,1,6,FR_NOR_14,427,65,202
2020-05-08,3,0,2,4,FR_NOR_14,430,67,206
2020-05-09,2,0,0,0,FR_NOR_14,432,67,206
2020-05-10,1,1,0,0,FR_NOR_14,433,67,206
2020-05-11,1,0,3,1,FR_NOR_14,434,70,207
2020-05-12,6,0,2,5,FR_NOR_14,440,72,212
2020-05-13,2,1,2,5,FR_NOR_14,442,74,217
2020-05-14,2,0,0,4,FR_NOR_14,444,74,221
2020-05-15,4,0,0,9,FR_NOR_14,448,74,230
2020-05-16,4,0,0,5,FR_NOR_14,452,74,235
2020-05-17,1,0,0,0,FR_NOR_14,453,74,235
2020-05-18,0,1,1,5,FR_NOR_14,453,75,240
2020-05-19,5,0,1,4,FR_NOR_14,458,76,244
2020-05-20,1,0,0,3,FR_NOR_14,459,76,247
2020-05-21,1,0,2,5,FR_NOR_14,460,78,252
2020-05-22,2,0,0,5,FR_NOR_14,462,78,257
2020-05-23,1,0,1,1,FR_NOR_14,463,79,258
2020-05-24,2,1,0,0,FR_NOR_14,465,79,258
2020-05-25,3,0,2,0,FR_NOR_14,468,81,258
2020-05-26,1,0,1,3,FR_NOR_14,469,82,261
2020-05-27,0,0,0,23,FR_NOR_14,469,82,284
2020-05-28,0,0,0,2,FR_NOR_14,469,82,286
2020-05-29,0,0,1,6,FR_NOR_14,469,83,292
2020-05-30,0,0,0,1,FR_NOR_14,469,83,293
2020-05-31,0,0,0,0,FR_NOR_14,469,83,293
2020-06-01,0,0,0,0,FR_NOR_14,469,83,293
2020-06-02,0,0,0,1,FR_NOR_14,469,83,294
2020-06-03,0,0,0,2,FR_NOR_14,469,83,296
2020-06-04,0,0,0,1,FR_NOR_14,469,83,297
2020-06-05,0,0,0,0,FR_NOR_14,469,83,297
2020-06-06,0,0,0,0,FR_NOR_14,469,83,297
2020-06-07,0,0,1,0,FR_NOR_14,469,84,297
2020-06-08,0,0,0,0,FR_NOR_14,469,84,297
2020-06-09,1,0,0,0,FR_NOR_14,470,84,297
2020-06-10,0,0,0,2,FR_NOR_14,470,84,299
2020-06-11,0,0,0,1,FR_NOR_14,470,84,300
2020-06-12,1,0,0,9,FR_NOR_14,471,84,309
2020-06-13,0,0,0,0,FR_NOR_14,471,84,309
2020-06-14,0,0,0,1,FR_NOR_14,471,84,310
2020-06-15,0,0,0,1,FR_NOR_14,471,84,311
2020-06-16,1,0,0,1,FR_NOR_14,472,84,312
2020-06-17,0,0,0,0,FR_NOR_14,472,84,312
2020-06-18,1,0,0,0,FR_NOR_14,473,84,312
2020-06-19,0,0,0,0,FR_NOR_14,473,84,312
2020-06-20,0,0,0,12,FR_NOR_14,473,84,324
2020-06-21,0,0,0,0,FR_NOR_14,473,84,324
2020-06-22,0,0,0,0,FR_NOR_14,473,84,324
2020-06-23,0,0,0,3,FR_NOR_14,473,84,327
2020-06-24,1,0,0,3,FR_NOR_14,474,84,330
2020-03-19,1,0,0,0,FR_ARA_15,1,0,0
2020-03-20,1,0,0,0,FR_ARA_15,2,0,0
2020-03-21,1,0,0,0,FR_ARA_15,3,0,0
2020-03-22,0,1,0,0,FR_ARA_15,3,0,0
2020-03-23,0,0,0,0,FR_ARA_15,3,0,0
2020-03-24,2,1,0,0,FR_ARA_15,5,0,0
2020-03-25,1,1,0,1,FR_ARA_15,6,0,1
2020-03-26,0,0,0,1,FR_ARA_15,6,0,2
2020-03-27,1,0,0,0,FR_ARA_15,7,0,2
2020-03-28,1,0,0,0,FR_ARA_15,8,0,2
2020-03-29,0,0,0,0,FR_ARA_15,8,0,2
2020-03-30,3,0,0,0,FR_ARA_15,11,0,2
2020-03-31,3,1,0,0,FR_ARA_15,14,0,2
2020-04-01,1,1,0,1,FR_ARA_15,15,0,3
2020-04-02,9,1,0,1,FR_ARA_15,24,0,4
2020-04-03,3,2,0,0,FR_ARA_15,27,0,4
2020-04-04,1,0,0,0,FR_ARA_15,28,0,4
2020-04-05,2,1,0,0,FR_ARA_15,30,0,4
2020-04-06,2,0,0,0,FR_ARA_15,32,0,4
2020-04-07,0,1,0,3,FR_ARA_15,32,0,7
2020-04-08,2,1,0,2,FR_ARA_15,34,0,9
2020-04-09,2,0,0,1,FR_ARA_15,36,0,10
2020-04-10,0,0,0,0,FR_ARA_15,36,0,10
2020-04-11,0,0,0,0,FR_ARA_15,36,0,10
2020-04-12,1,0,0,0,FR_ARA_15,37,0,10
2020-04-13,1,0,0,0,FR_ARA_15,38,0,10
2020-04-14,1,2,0,1,FR_ARA_15,39,0,11
2020-04-15,1,0,0,2,FR_ARA_15,40,0,13
2020-04-16,1,1,0,1,FR_ARA_15,41,0,14
2020-04-17,1,0,0,5,FR_ARA_15,42,0,19
2020-04-18,0,0,0,1,FR_ARA_15,42,0,20
2020-04-19,5,0,0,0,FR_ARA_15,47,0,20
2020-04-20,1,1,0,0,FR_ARA_15,48,0,20
2020-04-21,3,0,1,0,FR_ARA_15,51,1,20
2020-04-22,1,0,0,2,FR_ARA_15,52,1,22
2020-04-23,1,0,3,1,FR_ARA_15,53,4,23
2020-04-24,0,0,1,3,FR_ARA_15,53,5,26
2020-04-25,0,0,0,0,FR_ARA_15,53,5,26
2020-04-26,0,0,0,0,FR_ARA_15,53,5,26
2020-04-27,6,0,1,0,FR_ARA_15,59,6,26
2020-04-28,3,0,0,2,FR_ARA_15,62,6,28
2020-04-29,0,0,0,0,FR_ARA_15,62,6,28
2020-04-30,0,1,0,0,FR_ARA_15,62,6,28
2020-05-01,0,0,0,0,FR_ARA_15,62,6,28
2020-05-02,1,0,0,0,FR_ARA_15,63,6,28
2020-05-03,0,0,0,0,FR_ARA_15,63,6,28
2020-05-04,1,0,2,2,FR_ARA_15,64,8,30
2020-05-05,2,1,1,0,FR_ARA_15,66,9,30
2020-05-06,0,0,0,3,FR_ARA_15,66,9,33
2020-05-07,0,0,1,1,FR_ARA_15,66,10,34
2020-05-08,0,0,0,2,FR_ARA_15,66,10,36
2020-05-09,0,0,0,0,FR_ARA_15,66,10,36
2020-05-10,0,0,0,0,FR_ARA_15,66,10,36
2020-05-11,0,0,0,0,FR_ARA_15,66,10,36
2020-05-12,2,0,0,1,FR_ARA_15,68,10,37
2020-05-13,1,1,0,1,FR_ARA_15,69,10,38
2020-05-14,0,0,0,0,FR_ARA_15,69,10,38
2020-05-15,0,0,0,2,FR_ARA_15,69,10,40
2020-05-16,1,0,0,0,FR_ARA_15,70,10,40
2020-05-17,0,0,0,0,FR_ARA_15,70,10,40
2020-05-18,0,0,0,0,FR_ARA_15,70,10,40
2020-05-19,0,0,0,0,FR_ARA_15,70,10,40
2020-05-20,0,0,0,1,FR_ARA_15,70,10,41
2020-05-21,0,0,0,0,FR_ARA_15,70,10,41
2020-05-22,0,0,0,0,FR_ARA_15,70,10,41
2020-05-23,0,0,0,0,FR_ARA_15,70,10,41
2020-05-24,0,0,0,0,FR_ARA_15,70,10,41
2020-05-25,1,1,0,0,FR_ARA_15,71,10,41
2020-05-26,0,0,0,2,FR_ARA_15,71,10,43
2020-05-27,0,0,0,0,FR_ARA_15,71,10,43
2020-05-28,0,0,0,0,FR_ARA_15,71,10,43
2020-05-29,0,0,0,0,FR_ARA_15,71,10,43
2020-05-30,0,0,0,1,FR_ARA_15,71,10,44
2020-05-31,0,0,0,0,FR_ARA_15,71,10,44
2020-06-01,0,0,0,0,FR_ARA_15,71,10,44
2020-06-02,0,0,0,0,FR_ARA_15,71,10,44
2020-06-03,0,0,0,0,FR_ARA_15,71,10,44
2020-06-04,0,0,0,1,FR_ARA_15,71,10,45
2020-06-05,0,0,0,0,FR_ARA_15,71,10,45
2020-06-06,0,0,0,0,FR_ARA_15,71,10,45
2020-06-07,0,0,0,0,FR_ARA_15,71,10,45
2020-06-08,0,0,0,0,FR_ARA_15,71,10,45
2020-06-09,0,0,0,0,FR_ARA_15,71,10,45
2020-06-10,0,0,0,6,FR_ARA_15,71,10,51
2020-06-11,0,0,0,0,FR_ARA_15,71,10,51
2020-06-12,1,0,0,0,FR_ARA_15,72,10,51
2020-06-13,1,0,0,0,FR_ARA_15,73,10,51
2020-06-14,0,0,0,0,FR_ARA_15,73,10,51
2020-06-15,0,0,0,0,FR_ARA_15,73,10,51
2020-06-16,0,0,0,0,FR_ARA_15,73,10,51
2020-06-17,0,0,0,0,FR_ARA_15,73,10,51
2020-06-18,0,0,0,0,FR_ARA_15,73,10,51
2020-06-19,0,0,0,0,FR_ARA_15,73,10,51
2020-06-20,0,0,0,0,FR_ARA_15,73,10,51
2020-06-21,0,0,0,0,FR_ARA_15,73,10,51
2020-06-22,0,0,0,0,FR_ARA_15,73,10,51
2020-06-23,0,0,0,0,FR_ARA_15,73,10,51
2020-06-24,0,0,0,0,FR_ARA_15,73,10,51
2020-03-19,1,0,0,2,FR_NAQ_16,1,0,2
2020-03-20,1,0,0,0,FR_NAQ_16,2,0,2
2020-03-21,2,1,0,0,FR_NAQ_16,4,0,2
2020-03-22,3,2,1,0,FR_NAQ_16,7,1,2
2020-03-23,2,2,0,0,FR_NAQ_16,9,1,2
2020-03-24,8,0,1,0,FR_NAQ_16,17,2,2
2020-03-25,12,1,2,0,FR_NAQ_16,29,4,2
2020-03-26,5,0,0,4,FR_NAQ_16,34,4,6
2020-03-27,10,2,0,2,FR_NAQ_16,44,4,8
2020-03-28,2,1,2,4,FR_NAQ_16,46,6,12
2020-03-29,10,2,1,1,FR_NAQ_16,56,7,13
2020-03-30,6,0,2,0,FR_NAQ_16,62,9,13
2020-03-31,4,0,1,6,FR_NAQ_16,66,10,19
2020-04-01,6,1,0,2,FR_NAQ_16,72,10,21
2020-04-02,4,1,1,2,FR_NAQ_16,76,11,23
2020-04-03,4,1,0,4,FR_NAQ_16,80,11,27
2020-04-04,1,1,0,1,FR_NAQ_16,81,11,28
2020-04-05,3,0,2,1,FR_NAQ_16,84,13,29
2020-04-06,0,0,1,1,FR_NAQ_16,84,14,30
2020-04-07,0,0,1,2,FR_NAQ_16,84,15,32
2020-04-08,3,1,1,2,FR_NAQ_16,87,16,34
2020-04-09,0,0,0,0,FR_NAQ_16,87,16,34
2020-04-10,1,1,0,2,FR_NAQ_16,88,16,36
2020-04-11,0,0,0,0,FR_NAQ_16,88,16,36
2020-04-12,1,0,0,1,FR_NAQ_16,89,16,37
2020-04-13,0,0,0,0,FR_NAQ_16,89,16,37
2020-04-14,0,0,0,0,FR_NAQ_16,89,16,37
2020-04-15,0,0,1,0,FR_NAQ_16,89,17,37
2020-04-16,0,0,0,2,FR_NAQ_16,89,17,39
2020-04-17,1,0,0,0,FR_NAQ_16,90,17,39
2020-04-18,0,0,0,1,FR_NAQ_16,90,17,40
2020-04-19,2,0,0,0,FR_NAQ_16,92,17,40
2020-04-20,0,0,1,0,FR_NAQ_16,92,18,40
2020-04-21,0,0,0,0,FR_NAQ_16,92,18,40
2020-04-22,0,0,0,2,FR_NAQ_16,92,18,42
2020-04-23,0,0,0,0,FR_NAQ_16,92,18,42
2020-04-24,0,0,0,1,FR_NAQ_16,92,18,43
2020-04-25,0,0,0,0,FR_NAQ_16,92,18,43
2020-04-26,0,0,0,0,FR_NAQ_16,92,18,43
2020-04-27,0,0,0,0,FR_NAQ_16,92,18,43
2020-04-28,0,0,1,0,FR_NAQ_16,92,19,43
2020-04-29,0,0,0,0,FR_NAQ_16,92,19,43
2020-04-30,0,0,0,4,FR_NAQ_16,92,19,47
2020-05-01,1,0,0,0,FR_NAQ_16,93,19,47
2020-05-02,0,0,0,0,FR_NAQ_16,93,19,47
2020-05-03,0,0,1,1,FR_NAQ_16,93,20,48
2020-05-04,1,1,0,0,FR_NAQ_16,94,20,48
2020-05-05,0,0,0,0,FR_NAQ_16,94,20,48
2020-05-06,0,0,0,1,FR_NAQ_16,94,20,49
2020-05-07,0,0,0,0,FR_NAQ_16,94,20,49
2020-05-08,0,0,0,0,FR_NAQ_16,94,20,49
2020-05-09,0,0,0,0,FR_NAQ_16,94,20,49
2020-05-10,0,0,0,0,FR_NAQ_16,94,20,49
2020-05-11,0,0,0,0,FR_NAQ_16,94,20,49
2020-05-12,0,0,0,0,FR_NAQ_16,94,20,49
2020-05-13,4,1,0,0,FR_NAQ_16,98,20,49
2020-05-14,0,0,0,0,FR_NAQ_16,98,20,49
2020-05-15,0,0,0,0,FR_NAQ_16,98,20,49
2020-05-16,0,0,0,0,FR_NAQ_16,98,20,49
2020-05-17,0,0,0,1,FR_NAQ_16,98,20,50
2020-05-18,1,0,0,0,FR_NAQ_16,99,20,50
2020-05-19,1,0,0,3,FR_NAQ_16,100,20,53
2020-05-20,0,0,0,0,FR_NAQ_16,100,20,53
2020-05-21,0,0,0,0,FR_NAQ_16,100,20,53
2020-05-22,0,0,0,0,FR_NAQ_16,100,20,53
2020-05-23,1,0,0,0,FR_NAQ_16,101,20,53
2020-05-24,2,0,0,0,FR_NAQ_16,103,20,53
2020-05-25,1,0,0,1,FR_NAQ_16,104,20,54
2020-05-26,1,0,0,2,FR_NAQ_16,105,20,56
2020-05-27,0,0,0,0,FR_NAQ_16,105,20,56
2020-05-28,0,0,0,1,FR_NAQ_16,105,20,57
2020-05-29,0,0,0,0,FR_NAQ_16,105,20,57
2020-05-30,0,0,0,0,FR_NAQ_16,105,20,57
2020-05-31,0,0,0,0,FR_NAQ_16,105,20,57
2020-06-01,0,0,0,0,FR_NAQ_16,105,20,57
2020-06-02,0,0,0,0,FR_NAQ_16,105,20,57
2020-06-03,0,0,0,0,FR_NAQ_16,105,20,57
2020-06-04,0,0,0,0,FR_NAQ_16,105,20,57
2020-06-05,0,0,0,0,FR_NAQ_16,105,20,57
2020-06-06,0,0,0,0,FR_NAQ_16,105,20,57
2020-06-07,3,0,0,3,FR_NAQ_16,108,20,60
2020-06-08,0,0,0,0,FR_NAQ_16,108,20,60
2020-06-09,0,0,0,0,FR_NAQ_16,108,20,60
2020-06-10,0,0,0,0,FR_NAQ_16,108,20,60
2020-06-11,0,0,1,1,FR_NAQ_16,108,21,61
2020-06-12,0,0,0,0,FR_NAQ_16,108,21,61
2020-06-13,0,0,0,0,FR_NAQ_16,108,21,61
2020-06-14,0,0,0,0,FR_NAQ_16,108,21,61
2020-06-15,0,0,0,0,FR_NAQ_16,108,21,61
2020-06-16,0,0,0,0,FR_NAQ_16,108,21,61
2020-06-17,0,0,0,0,FR_NAQ_16,108,21,61
2020-06-18,0,0,0,0,FR_NAQ_16,108,21,61
2020-06-19,0,0,0,0,FR_NAQ_16,108,21,61
2020-06-20,0,0,0,0,FR_NAQ_16,108,21,61
2020-06-21,0,0,0,0,FR_NAQ_16,108,21,61
2020-06-22,0,0,0,0,FR_NAQ_16,108,21,61
2020-06-23,0,0,0,2,FR_NAQ_16,108,21,63
2020-06-24,0,0,0,0,FR_NAQ_16,108,21,63
2020-03-19,2,0,0,0,FR_NAQ_17,2,0,0
2020-03-20,2,1,0,0,FR_NAQ_17,4,0,0
2020-03-21,4,2,0,2,FR_NAQ_17,8,0,2
2020-03-22,2,1,0,1,FR_NAQ_17,10,0,3
2020-03-23,2,1,0,1,FR_NAQ_17,12,0,4
2020-03-24,14,0,0,0,FR_NAQ_17,26,0,4
2020-03-25,11,1,0,1,FR_NAQ_17,37,0,5
2020-03-26,28,7,0,8,FR_NAQ_17,65,0,13
2020-03-27,9,2,0,1,FR_NAQ_17,74,0,14
2020-03-28,9,4,1,3,FR_NAQ_17,83,1,17
2020-03-29,11,5,2,1,FR_NAQ_17,94,3,18
2020-03-30,16,2,3,1,FR_NAQ_17,110,6,19
2020-03-31,8,2,3,6,FR_NAQ_17,118,9,25
2020-04-01,18,2,1,4,FR_NAQ_17,136,10,29
2020-04-02,10,2,1,2,FR_NAQ_17,146,11,31
2020-04-03,11,0,0,0,FR_NAQ_17,157,11,31
2020-04-04,8,0,0,4,FR_NAQ_17,165,11,35
2020-04-05,7,2,2,3,FR_NAQ_17,172,13,38
2020-04-06,6,1,2,2,FR_NAQ_17,178,15,40
2020-04-07,17,1,4,5,FR_NAQ_17,195,19,45
2020-04-08,22,2,2,8,FR_NAQ_17,217,21,53
2020-04-09,7,0,0,5,FR_NAQ_17,224,21,58
2020-04-10,5,1,0,3,FR_NAQ_17,229,21,61
2020-04-11,7,0,1,2,FR_NAQ_17,236,22,63
2020-04-12,8,0,1,0,FR_NAQ_17,244,23,63
2020-04-13,7,0,0,1,FR_NAQ_17,251,23,64
2020-04-14,13,1,2,2,FR_NAQ_17,264,25,66
2020-04-15,7,2,2,4,FR_NAQ_17,271,27,70
2020-04-16,2,0,0,3,FR_NAQ_17,273,27,73
2020-04-17,3,1,1,1,FR_NAQ_17,276,28,74
2020-04-18,6,2,0,4,FR_NAQ_17,282,28,78
