country_code,match_string,date,total_confirmed,recovered,total_deceased,total_tested,hospitalized,icu,new_confirmed,new_deceased,new_tested,key
AT,oberösterreich,2020-04-08,2055,,,,152,33,34,0,,AT_31
AT,oberösterreich,2020-04-09,2089,,,,146,29,34,0,,AT_31
AT,oberösterreich,2020-04-10,2110,,,,120,28,21,0,,AT_31
AT,oberösterreich,2020-04-11,2119,,,,116,29,9,0,,AT_31
AT,oberösterreich,2020-04-12,2122,,,,115,29,3,0,,AT_31
AT,oberösterreich,2020-04-13,2135,,,,116,32,13,0,,AT_31
AT,oberösterreich,2020-04-16,2174,1714,34,27453,109,31,12,2,874,AT_31
AT,oberösterreich,2020-04-17,2183,1753,37,27858,101,30,9,3,405,AT_31
AT,oberösterreich,2020-04-18,2199,1822,37,29190,97,25,16,0,1332,AT_31
AT,oberösterreich,2020-04-19,2200,1847,38,29696,95,29,1,1,506,AT_31
AT,oberösterreich,2020-04-20,2205,1884,41,30373,90,27,5,3,677,AT_31
AT,oberösterreich,2020-04-21,2211,1912,44,31046,90,30,6,3,673,AT_31
AT,oberösterreich,2020-04-22,2218,1944,47,31933,79,20,7,3,887,AT_31
AT,oberösterreich,2020-04-23,2222,1972,48,33100,78,18,4,1,1167,AT_31
AT,oberösterreich,2020-04-24,2232,2007,48,34014,78,15,10,0,914,AT_31
AT,oberösterreich,2020-04-25,2239,2021,51,34849,71,15,7,3,835,AT_31
AT,oberösterreich,2020-04-26,2243,2022,52,35501,67,14,4,1,652,AT_31
AT,oberösterreich,2020-04-27,2248,2022,53,36230,66,11,5,1,729,AT_31
AT,oberösterreich,2020-04-28,2251,2040,53,37146,60,14,3,0,916,AT_31
AT,oberösterreich,2020-04-29,2252,2051,55,38144,51,12,1,2,998,AT_31
AT,oberösterreich,2020-04-30,2254,2074,55,39188,45,12,2,0,1044,AT_31
AT,oberösterreich,2020-05-01,2255,2088,56,40001,44,10,1,1,813,AT_31
AT,oberösterreich,2020-05-02,2256,2102,56,40747,42,8,1,0,746,AT_31
AT,oberösterreich,2020-05-03,2257,2106,57,41188,48,9,1,1,441,AT_31
AT,oberösterreich,2020-05-04,2258,2110,56,41843,40,8,1,-1,655,AT_31
AT,oberösterreich,2020-05-05,2258,2115,57,42706,40,7,0,1,863,AT_31
AT,oberösterreich,2020-05-06,2259,2131,57,43698,36,6,1,0,992,AT_31
AT,oberösterreich,2020-05-07,2263,2139,57,44417,32,7,4,0,719,AT_31
AT,oberösterreich,2020-05-08,2265,2151,57,45271,28,4,2,0,854,AT_31
AT,oberösterreich,2020-05-09,2267,2160,58,46097,20,5,2,1,826,AT_31
AT,oberösterreich,2020-05-10,2270,2163,58,46687,19,6,3,0,590,AT_31
AT,oberösterreich,2020-05-11,2266,2169,58,47268,19,4,-4,0,581,AT_31
AT,oberösterreich,2020-05-12,2269,2170,58,47935,20,3,3,0,667,AT_31
AT,oberösterreich,2020-05-13,2268,2177,59,48661,20,2,-1,1,726,AT_31
AT,oberösterreich,2020-05-14,2271,2177,59,49589,14,1,3,0,928,AT_31
AT,oberösterreich,2020-05-15,2274,2185,60,50523,14,1,3,1,934,AT_31
AT,oberösterreich,2020-05-16,2275,2189,60,51139,17,1,1,0,616,AT_31
AT,oberösterreich,2020-05-17,2275,2187,60,51753,16,4,0,0,614,AT_31
AT,oberösterreich,2020-05-18,2276,2187,60,52091,12,2,1,0,338,AT_31
AT,oberösterreich,2020-05-19,2288,2199,60,52924,12,1,12,0,833,AT_31
AT,oberösterreich,2020-05-20,2284,2200,60,54237,15,0,-4,0,1313,AT_31
AT,oberösterreich,2020-05-21,2286,2197,60,54982,14,0,2,0,745,AT_31
AT,oberösterreich,2020-05-22,2287,2199,60,55839,12,0,1,0,857,AT_31
AT,oberösterreich,2020-05-23,2289,2202,60,56186,11,0,2,0,347,AT_31
AT,oberösterreich,2020-05-24,2290,2203,60,56693,9,0,1,0,507,AT_31
AT,oberösterreich,2020-05-25,2290,2204,60,57222,9,1,0,0,529,AT_31
AT,oberösterreich,2020-05-26,2291,2207,60,57949,7,1,1,0,727,AT_31
AT,oberösterreich,2020-05-27,2292,2209,60,59169,7,0,1,0,1220,AT_31
AT,oberösterreich,2020-05-28,2292,2212,60,60447,7,0,0,0,1278,AT_31
AT,oberösterreich,2020-05-29,2294,2212,60,61552,7,0,2,0,1105,AT_31
AT,oberösterreich,2020-05-30,2295,2214,60,62343,7,0,1,0,791,AT_31
AT,oberösterreich,2020-05-31,2296,2215,60,62819,7,0,1,0,476,AT_31
AT,oberösterreich,2020-06-01,2296,2215,60,63303,7,0,0,0,484,AT_31
AT,oberösterreich,2020-06-02,2297,2215,61,63575,3,0,1,1,272,AT_31
AT,oberösterreich,2020-06-03,2300,2221,61,64275,3,0,3,0,700,AT_31
AT,oberösterreich,2020-06-04,2301,2225,61,65176,4,0,1,0,901,AT_31
AT,oberösterreich,2020-06-05,2306,2226,61,66117,2,0,5,0,941,AT_31
AT,oberösterreich,2020-06-06,2311,2228,61,66859,2,0,5,0,742,AT_31
AT,oberösterreich,2020-06-07,2313,2229,61,67337,2,0,2,0,478,AT_31
AT,oberösterreich,2020-06-08,2314,2230,61,67670,5,0,1,0,333,AT_31
AT,oberösterreich,2020-06-09,2317,2231,61,68184,6,1,3,0,514,AT_31
AT,oberösterreich,2020-06-10,2325,2231,61,68713,5,1,8,0,529,AT_31
AT,oberösterreich,2020-06-11,2327,2232,61,69374,5,1,2,0,661,AT_31
AT,oberösterreich,2020-06-12,2330,2232,61,69690,5,1,3,0,316,AT_31
AT,oberösterreich,2020-06-13,2330,2232,61,70099,5,1,0,0,409,AT_31
AT,oberösterreich,2020-06-14,2330,2233,61,70287,5,1,0,0,188,AT_31
AT,oberösterreich,2020-06-15,2330,2234,61,70615,10,2,0,0,328,AT_31
AT,oberösterreich,2020-06-16,2331,2235,61,71051,9,1,1,0,436,AT_31
AT,oberösterreich,2020-06-17,2331,2235,61,71671,8,1,0,0,620,AT_31
AT,oberösterreich,2020-06-18,2333,2238,61,72333,7,0,2,0,662,AT_31
AT,oberösterreich,2020-06-19,2336,2240,61,72865,7,0,3,0,532,AT_31
AT,oberösterreich,2020-06-20,2341,2249,61,73281,7,0,5,0,416,AT_31
AT,oberösterreich,2020-06-21,2346,2250,61,73567,7,0,5,0,286,AT_31
AT,oberösterreich,2020-06-22,2349,2250,61,73889,7,0,3,0,322,AT_31
AT,oberösterreich,2020-06-23,2350,2254,61,74322,5,0,1,0,433,AT_31
AT,oberösterreich,2020-06-24,2362,2256,61,75108,7,0,12,0,786,AT_31
AT,oberösterreich,2020-06-25,2366,2263,61,75768,11,1,4,0,660,AT_31
AT,salzburg,2020-03-04,3,,,,,,,,,AT_32
AT,salzburg,2020-03-05,4,,,,,,1,,,AT_32
AT,salzburg,2020-03-06,5,,,,,,1,,,AT_32
AT,salzburg,2020-03-07,5,,,,,,0,,,AT_32
AT,salzburg,2020-03-08,8,,,,,,3,,,AT_32
AT,salzburg,2020-03-09,9,,,,,,1,,,AT_32
AT,salzburg,2020-03-10,12,,,,,,3,,,AT_32
AT,salzburg,2020-03-11,14,,,,,,2,,,AT_32
AT,salzburg,2020-03-12,19,,,,,,5,,,AT_32
AT,salzburg,2020-03-13,20,0,0,,,,1,,,AT_32
AT,salzburg,2020-03-14,30,0,0,,,,10,0,,AT_32
AT,salzburg,2020-03-15,39,0,0,,,,9,0,,AT_32
AT,salzburg,2020-03-16,58,0,0,,,,19,0,,AT_32
AT,salzburg,2020-03-17,66,0,0,,,,8,0,,AT_32
AT,salzburg,2020-03-18,89,0,0,,,,23,0,,AT_32
AT,salzburg,2020-03-19,127,0,0,,,,38,0,,AT_32
AT,salzburg,2020-03-20,167,0,0,,,,40,0,,AT_32
AT,salzburg,2020-03-21,185,0,0,,,,18,0,,AT_32
AT,salzburg,2020-03-22,269,0,0,,,,84,0,,AT_32
AT,salzburg,2020-03-23,372,0,0,,,,103,0,,AT_32
AT,salzburg,2020-03-24,429,0,0,,,,57,0,,AT_32
AT,salzburg,2020-03-25,516,0,0,,,,87,0,,AT_32
AT,salzburg,2020-03-26,591,0,0,,,,75,0,,AT_32
AT,salzburg,2020-03-27,728,,,,48,10,137,0,,AT_32
AT,salzburg,2020-03-28,794,,,,48,10,66,0,,AT_32
AT,salzburg,2020-03-29,850,,,,53,12,56,0,,AT_32
AT,salzburg,2020-03-30,910,,,,58,13,60,0,,AT_32
AT,salzburg,2020-03-31,949,,,,63,9,39,0,,AT_32
AT,salzburg,2020-04-01,993,,,,66,10,44,0,,AT_32
AT,salzburg,2020-04-02,1033,,,,65,13,40,0,,AT_32
AT,salzburg,2020-04-03,1058,,,,73,14,25,0,,AT_32
AT,salzburg,2020-04-04,1068,,,,79,15,10,0,,AT_32
AT,salzburg,2020-04-05,1077,,,,90,14,9,0,,AT_32
AT,salzburg,2020-04-06,1085,,,,90,18,8,0,,AT_32
AT,salzburg,2020-04-07,1119,,,,95,16,34,0,,AT_32
AT,salzburg,2020-04-08,1129,,,,90,21,10,0,,AT_32
AT,salzburg,2020-04-09,1146,,,,94,19,17,0,,AT_32
AT,salzburg,2020-04-10,1154,,,,93,19,8,0,,AT_32
AT,salzburg,2020-04-11,1157,,,,88,18,3,0,,AT_32
AT,salzburg,2020-04-12,1169,,,,89,21,12,0,,AT_32
AT,salzburg,2020-04-13,1174,,,,91,20,5,0,,AT_32
AT,salzburg,2020-04-16,1186,790,27,13288,88,15,8,1,451,AT_32
AT,salzburg,2020-04-17,1190,875,28,13659,96,19,4,1,371,AT_32
AT,salzburg,2020-04-18,1191,875,29,14085,91,17,1,1,426,AT_32
AT,salzburg,2020-04-19,1199,929,29,14386,88,16,8,0,301,AT_32
AT,salzburg,2020-04-20,1201,930,30,14691,92,17,2,1,305,AT_32
AT,salzburg,2020-04-21,1206,949,30,14944,94,15,5,0,253,AT_32
AT,salzburg,2020-04-22,1205,951,33,15447,105,13,-1,3,503,AT_32
AT,salzburg,2020-04-23,1206,1008,33,15969,92,14,1,0,522,AT_32
AT,salzburg,2020-04-24,1207,1008,33,16674,90,12,1,0,705,AT_32
AT,salzburg,2020-04-25,1210,1041,33,17293,83,12,3,0,619,AT_32
AT,salzburg,2020-04-26,1212,1057,33,18171,79,11,2,0,878,AT_32
AT,salzburg,2020-04-27,1214,1071,33,18883,74,11,2,0,712,AT_32
AT,salzburg,2020-04-28,1214,1078,34,19348,75,10,0,1,465,AT_32
AT,salzburg,2020-04-29,1215,1081,35,20210,73,10,1,1,862,AT_32
AT,salzburg,2020-04-30,1217,1090,35,21585,73,9,2,0,1375,AT_32
AT,salzburg,2020-05-01,1217,1102,36,22422,69,7,0,1,837,AT_32
AT,salzburg,2020-05-02,1218,1115,36,23075,52,7,1,0,653,AT_32
AT,salzburg,2020-05-03,1219,1115,36,24102,51,7,1,0,1027,AT_32
AT,salzburg,2020-05-04,1219,1116,36,24613,60,7,0,0,511,AT_32
AT,salzburg,2020-05-05,1214,1119,36,25216,53,7,-5,0,603,AT_32
AT,salzburg,2020-05-06,1214,1132,36,24790,59,7,0,0,-426,AT_32
AT,salzburg,2020-05-07,1213,1140,36,25320,58,7,-1,0,530,AT_32
AT,salzburg,2020-05-08,1212,1142,36,26080,50,7,-1,0,760,AT_32
AT,salzburg,2020-05-09,1212,1155,36,26560,25,3,0,0,480,AT_32
AT,salzburg,2020-05-10,1212,1162,36,26985,28,2,0,0,425,AT_32
AT,salzburg,2020-05-11,1217,1162,37,27325,30,3,5,1,340,AT_32
AT,salzburg,2020-05-12,1215,1165,37,27658,29,2,-2,0,333,AT_32
AT,salzburg,2020-05-13,1217,1171,37,28272,15,2,2,0,614,AT_32
AT,salzburg,2020-05-14,1216,1175,37,28942,15,2,-1,0,670,AT_32
AT,salzburg,2020-05-15,1217,1179,37,29600,12,2,1,0,658,AT_32
AT,salzburg,2020-05-16,1216,1179,37,29989,11,2,-1,0,389,AT_32
AT,salzburg,2020-05-17,1216,1183,37,30428,8,1,0,0,439,AT_32
AT,salzburg,2020-05-18,1216,1183,37,30480,10,1,0,0,52,AT_32
AT,salzburg,2020-05-19,1219,1183,37,30881,8,1,3,0,401,AT_32
AT,salzburg,2020-05-20,1220,1183,38,31196,7,1,1,1,315,AT_32
AT,salzburg,2020-05-21,1220,1189,38,31329,5,0,0,0,133,AT_32
AT,salzburg,2020-05-22,1220,1191,38,31536,4,0,0,0,207,AT_32
AT,salzburg,2020-05-23,1220,1192,38,31748,4,0,0,0,212,AT_32
AT,salzburg,2020-05-24,1220,1192,38,31854,4,0,0,0,106,AT_32
AT,salzburg,2020-05-25,1221,1193,38,31932,2,0,1,0,78,AT_32
AT,salzburg,2020-05-26,1220,1193,38,32097,2,0,-1,0,165,AT_32
AT,salzburg,2020-05-27,1219,1192,38,32333,2,0,-1,0,236,AT_32
AT,salzburg,2020-05-28,1220,1192,38,32726,2,0,1,0,393,AT_32
AT,salzburg,2020-05-29,1220,1193,38,32933,3,0,0,0,207,AT_32
AT,salzburg,2020-05-30,1220,1196,38,33149,0,0,0,0,216,AT_32
AT,salzburg,2020-05-31,1220,1196,38,33275,0,0,0,0,126,AT_32
AT,salzburg,2020-06-01,1220,1197,38,33355,0,0,0,0,80,AT_32
AT,salzburg,2020-06-02,1220,1197,38,33485,0,0,0,0,130,AT_32
AT,salzburg,2020-06-03,1220,1197,38,33675,0,0,0,0,190,AT_32
AT,salzburg,2020-06-04,1220,1198,38,33840,0,0,0,0,165,AT_32
AT,salzburg,2020-06-05,1220,1199,38,34111,0,0,0,0,271,AT_32
AT,salzburg,2020-06-06,1220,1200,38,34297,0,0,0,0,186,AT_32
AT,salzburg,2020-06-07,1221,1200,38,34379,0,0,1,0,82,AT_32
AT,salzburg,2020-06-08,1221,1200,38,34398,0,0,0,0,19,AT_32
AT,salzburg,2020-06-09,1221,1200,38,34657,0,0,0,0,259,AT_32
AT,salzburg,2020-06-10,1223,1200,38,34160,1,1,2,0,-497,AT_32
AT,salzburg,2020-06-11,1223,1201,38,34481,1,0,0,0,321,AT_32
AT,salzburg,2020-06-12,1223,1201,38,34560,1,0,0,0,79,AT_32
AT,salzburg,2020-06-13,1223,1201,38,34743,1,0,0,0,183,AT_32
AT,salzburg,2020-06-14,1223,1201,38,34818,1,0,0,0,75,AT_32
AT,salzburg,2020-06-15,1223,1201,38,34884,1,0,0,0,66,AT_32
AT,salzburg,2020-06-16,1225,1201,38,34971,1,0,2,0,87,AT_32
AT,salzburg,2020-06-17,1225,1201,38,35253,1,0,0,0,282,AT_32
AT,salzburg,2020-06-18,1226,1202,38,35408,0,0,1,0,155,AT_32
AT,salzburg,2020-06-19,1230,1202,38,35638,0,0,4,0,230,AT_32
AT,salzburg,2020-06-20,1235,1202,38,35796,2,0,5,0,158,AT_32
AT,salzburg,2020-06-21,1239,1202,38,36000,3,0,4,0,204,AT_32
AT,salzburg,2020-06-22,1241,1201,38,36186,3,0,2,0,186,AT_32
AT,salzburg,2020-06-23,1242,1201,38,36560,3,0,1,0,374,AT_32
AT,salzburg,2020-06-24,1245,1201,38,36907,3,0,3,0,347,AT_32
AT,salzburg,2020-06-25,1247,1201,38,37203,3,0,2,0,296,AT_32
AT,steiermark,2020-03-04,4,,,,,,,,,AT_22
AT,steiermark,2020-03-05,4,,,,,,0,,,AT_22
AT,steiermark,2020-03-06,5,,,,,,1,,,AT_22
AT,steiermark,2020-03-07,6,,,,,,1,,,AT_22
AT,steiermark,2020-03-08,10,,,,,,4,,,AT_22
AT,steiermark,2020-03-09,16,,,,,,6,,,AT_22
AT,steiermark,2020-03-10,17,,,,,,1,,,AT_22
AT,steiermark,2020-03-11,25,,,,,,8,,,AT_22
AT,steiermark,2020-03-12,33,,,,,,8,,,AT_22
AT,steiermark,2020-03-13,52,0,0,,,,19,,,AT_22
AT,steiermark,2020-03-14,71,0,0,,,,19,0,,AT_22
AT,steiermark,2020-03-15,111,0,0,,,,40,0,,AT_22
AT,steiermark,2020-03-16,139,0,0,,,,28,0,,AT_22
AT,steiermark,2020-03-17,171,0,0,,,,32,0,,AT_22
AT,steiermark,2020-03-18,220,0,0,,,,49,0,,AT_22
AT,steiermark,2020-03-19,282,0,0,,,,62,0,,AT_22
AT,steiermark,2020-03-20,340,0,0,,,,58,0,,AT_22
AT,steiermark,2020-03-21,388,0,0,,,,48,0,,AT_22
AT,steiermark,2020-03-22,423,0,0,,,,35,0,,AT_22
AT,steiermark,2020-03-23,486,0,0,,,,63,0,,AT_22
AT,steiermark,2020-03-24,558,0,0,,,,72,0,,AT_22
AT,steiermark,2020-03-25,627,0,0,,,,69,0,,AT_22
AT,steiermark,2020-03-26,699,0,0,,,,72,0,,AT_22
AT,steiermark,2020-03-27,812,,,,179,16,113,0,,AT_22
AT,steiermark,2020-03-28,873,,,,125,23,61,0,,AT_22
AT,steiermark,2020-03-29,929,,,,142,24,56,0,,AT_22
AT,steiermark,2020-03-30,1022,,,,147,19,93,0,,AT_22
AT,steiermark,2020-03-31,1085,,,,149,24,63,0,,AT_22
AT,steiermark,2020-04-01,1135,,,,165,27,50,0,,AT_22
AT,steiermark,2020-04-02,1169,,,,149,28,34,0,,AT_22
AT,steiermark,2020-04-03,1234,,,,164,30,65,0,,AT_22
AT,steiermark,2020-04-04,1285,,,,160,34,51,0,,AT_22
AT,steiermark,2020-04-05,1312,,,,138,28,27,0,,AT_22
AT,steiermark,2020-04-06,1354,,,,155,30,42,0,,AT_22
AT,steiermark,2020-04-07,1399,,,,166,29,45,0,,AT_22
AT,steiermark,2020-04-08,1435,,,,176,33,36,0,,AT_22
AT,steiermark,2020-04-09,1470,,,,172,31,35,0,,AT_22
AT,steiermark,2020-04-10,1499,,,,163,32,29,0,,AT_22
AT,steiermark,2020-04-11,1525,,,,149,33,26,0,,AT_22
AT,steiermark,2020-04-12,1553,,,,154,32,28,0,,AT_22
AT,steiermark,2020-04-13,1578,,,,146,31,25,0,,AT_22
AT,steiermark,2020-04-16,1617,661,93,16996,141,21,17,3,771,AT_22
AT,steiermark,2020-04-17,1631,717,97,17998,134,22,14,4,1002,AT_22
AT,steiermark,2020-04-18,1646,775,99,19036,118,20,15,2,1038,AT_22
AT,steiermark,2020-04-19,1652,809,101,19749,117,18,6,2,713,AT_22
AT,steiermark,2020-04-20,1663,816,106,20098,108,17,11,5,349,AT_22
AT,steiermark,2020-04-21,1665,874,109,20792,103,17,2,3,694,AT_22
AT,steiermark,2020-04-22,1679,904,110,21678,95,14,14,1,886,AT_22
AT,steiermark,2020-04-23,1693,952,115,22738,99,16,14,5,1060,AT_22
AT,steiermark,2020-04-24,1700,973,119,23673,88,13,7,4,935,AT_22
AT,steiermark,2020-04-25,1722,1011,120,24949,77,12,22,1,1276,AT_22
AT,steiermark,2020-04-26,1733,1059,121,25666,76,12,11,1,717,AT_22
AT,steiermark,2020-04-27,1745,1068,121,26126,75,12,12,0,460,AT_22
AT,steiermark,2020-04-28,1751,1117,123,26908,74,10,6,2,782,AT_22
AT,steiermark,2020-04-29,1757,1155,126,27813,69,12,6,3,905,AT_22
AT,steiermark,2020-04-30,1761,1187,129,28844,67,10,4,3,1031,AT_22
AT,steiermark,2020-05-01,1764,1220,130,29979,61,10,3,1,1135,AT_22
AT,steiermark,2020-05-02,1765,1235,133,30866,52,9,1,3,887,AT_22
AT,steiermark,2020-05-03,1766,1246,133,31215,47,9,1,0,349,AT_22
AT,steiermark,2020-05-04,1774,1252,133,31579,43,9,8,0,364,AT_22
AT,steiermark,2020-05-05,1777,1300,134,32158,41,9,3,1,579,AT_22
AT,steiermark,2020-05-06,1784,1333,134,33003,40,8,7,0,845,AT_22
AT,steiermark,2020-05-07,1787,1350,134,33702,38,7,3,0,699,AT_22
AT,steiermark,2020-05-08,1792,1380,135,34368,38,6,5,1,666,AT_22
AT,steiermark,2020-05-09,1796,1395,135,35200,32,6,4,0,832,AT_22
AT,steiermark,2020-05-10,1810,1412,136,35795,26,5,14,1,595,AT_22
AT,steiermark,2020-05-11,1810,1423,136,36089,24,4,0,0,294,AT_22
AT,steiermark,2020-05-12,1813,1449,139,36535,22,4,3,3,446,AT_22
AT,steiermark,2020-05-13,1814,1482,139,37421,19,5,1,0,886,AT_22
AT,steiermark,2020-05-14,1814,1504,139,38488,21,4,0,0,1067,AT_22
AT,steiermark,2020-05-15,1816,1510,140,39387,17,4,2,1,899,AT_22
AT,steiermark,2020-05-16,1822,1531,140,40431,16,4,6,0,1044,AT_22
AT,steiermark,2020-05-17,1823,1543,140,41015,14,4,1,0,584,AT_22
AT,steiermark,2020-05-18,1823,1550,140,41389,14,4,0,0,374,AT_22
AT,steiermark,2020-05-19,1827,1563,142,42090,14,4,4,2,701,AT_22
AT,steiermark,2020-05-20,1831,1574,142,42955,12,2,4,0,865,AT_22
AT,steiermark,2020-05-21,1833,1589,142,44061,9,2,2,0,1106,AT_22
AT,steiermark,2020-05-22,1833,1592,143,44859,10,2,0,1,798,AT_22
AT,steiermark,2020-05-23,1833,1599,144,45449,10,2,0,1,590,AT_22
AT,steiermark,2020-05-24,1834,1602,145,45985,7,1,1,1,536,AT_22
AT,steiermark,2020-05-25,1835,1605,145,46349,7,1,1,0,364,AT_22
AT,steiermark,2020-05-26,1836,1613,147,46945,6,1,1,2,596,AT_22
AT,steiermark,2020-05-27,1835,1626,147,47783,7,1,-1,0,838,AT_22
AT,steiermark,2020-05-28,1835,1628,147,48843,8,1,0,0,1060,AT_22
AT,steiermark,2020-05-29,1837,1638,147,49559,7,1,2,0,716,AT_22
AT,steiermark,2020-05-30,1836,1642,147,50347,6,0,-1,0,788,AT_22
AT,steiermark,2020-05-31,1836,1645,147,50817,6,0,0,0,470,AT_22
AT,steiermark,2020-06-01,1837,1646,147,51330,7,2,1,0,513,AT_22
AT,steiermark,2020-06-02,1837,1647,147,51705,7,2,0,0,375,AT_22
AT,steiermark,2020-06-03,1840,1655,148,52371,7,2,3,1,666,AT_22
AT,steiermark,2020-06-04,1842,1661,148,53370,5,1,2,0,999,AT_22
AT,steiermark,2020-06-05,1845,1667,149,54110,3,1,3,1,740,AT_22
AT,steiermark,2020-06-06,1845,1669,149,54995,3,1,0,0,885,AT_22
AT,steiermark,2020-06-07,1845,1670,149,55347,2,1,0,0,352,AT_22
AT,steiermark,2020-06-08,1844,1678,149,55475,2,1,-1,0,128,AT_22
AT,steiermark,2020-06-09,1844,1683,149,56170,2,1,0,0,695,AT_22
AT,steiermark,2020-06-10,1843,1686,150,56717,2,1,-1,1,547,AT_22
AT,steiermark,2020-06-11,1842,1686,150,57184,2,1,-1,0,467,AT_22
AT,steiermark,2020-06-12,1841,1688,150,57505,3,1,-1,0,321,AT_22
AT,steiermark,2020-06-13,1841,1690,150,57817,1,1,0,0,312,AT_22
AT,steiermark,2020-06-14,1841,1690,150,57989,1,1,0,0,172,AT_22
AT,steiermark,2020-06-15,1842,1689,150,58116,2,2,1,0,127,AT_22
AT,steiermark,2020-06-16,1843,1690,150,58507,3,2,1,0,391,AT_22
AT,steiermark,2020-06-17,1843,1688,151,59126,4,3,0,1,619,AT_22
AT,steiermark,2020-06-18,1845,1661,151,59714,4,1,2,0,588,AT_22
AT,steiermark,2020-06-19,1849,1661,151,60149,5,1,4,0,435,AT_22
AT,steiermark,2020-06-20,1850,1672,151,60467,5,1,1,0,318,AT_22
AT,steiermark,2020-06-21,1851,1672,151,60808,5,1,1,0,341,AT_22
AT,steiermark,2020-06-22,1851,1672,151,61098,4,1,0,0,290,AT_22
AT,steiermark,2020-06-23,1853,1673,151,61539,4,1,2,0,441,AT_22
AT,steiermark,2020-06-24,1853,1673,151,62016,5,1,0,0,477,AT_22
AT,steiermark,2020-06-25,1854,1676,152,62734,4,1,1,1,718,AT_22
AT,tirol,2020-03-04,2,,,,,,,,,AT_33
AT,tirol,2020-03-05,3,,,,,,1,,,AT_33
AT,tirol,2020-03-06,4,,,,,,1,,,AT_33
AT,tirol,2020-03-07,7,,,,,,3,,,AT_33
AT,tirol,2020-03-08,8,,,,,,1,,,AT_33
AT,tirol,2020-03-09,16,,,,,,8,,,AT_33
AT,tirol,2020-03-10,32,,,,,,16,,,AT_33
AT,tirol,2020-03-11,57,,,,,,25,,,AT_33
AT,tirol,2020-03-12,109,,,,,,52,,,AT_33
AT,tirol,2020-03-13,167,2,0,,,,58,,,AT_33
AT,tirol,2020-03-14,206,2,0,,,,39,0,,AT_33
AT,tirol,2020-03-15,254,2,0,,,,48,0,,AT_33
AT,tirol,2020-03-16,254,2,0,,,,0,0,,AT_33
AT,tirol,2020-03-17,328,2,0,,,,74,0,,AT_33
AT,tirol,2020-03-18,382,2,0,,,,54,0,,AT_33
AT,tirol,2020-03-19,464,2,0,,,,82,0,,AT_33
AT,tirol,2020-03-20,508,2,0,,,,44,0,,AT_33
AT,tirol,2020-03-21,575,2,0,,,,67,0,,AT_33
AT,tirol,2020-03-22,644,2,0,,,,69,0,,AT_33
AT,tirol,2020-03-23,803,0,0,,,,159,0,,AT_33
AT,tirol,2020-03-27,1801,,,,166,38,998,0,,AT_33
AT,tirol,2020-03-28,1934,,,,166,38,133,0,,AT_33
AT,tirol,2020-03-29,2147,,,,185,42,213,0,,AT_33
AT,tirol,2020-03-30,2261,,,,198,50,114,0,,AT_33
AT,tirol,2020-03-31,2401,,,,213,57,140,0,,AT_33
AT,tirol,2020-04-01,2511,,,,213,57,110,0,,AT_33
AT,tirol,2020-04-02,2575,,,,215,56,64,0,,AT_33
AT,tirol,2020-04-03,2645,,,,209,55,70,0,,AT_33
AT,tirol,2020-04-04,2693,,,,210,54,48,0,,AT_33
AT,tirol,2020-04-05,2756,,,,196,54,63,0,,AT_33
AT,tirol,2020-04-06,2804,,,,200,59,48,0,,AT_33
AT,tirol,2020-04-07,2870,,,,215,59,66,0,,AT_33
AT,tirol,2020-04-08,2946,,,,197,65,76,0,,AT_33
AT,tirol,2020-04-09,3086,,,,188,65,140,0,,AT_33
AT,tirol,2020-04-10,3225,,,,183,61,139,0,,AT_33
AT,tirol,2020-04-11,3269,,,,179,63,44,0,,AT_33
AT,tirol,2020-04-12,3283,,,,174,61,14,0,,AT_33
AT,tirol,2020-04-13,3317,,,,160,57,34,0,,AT_33
AT,tirol,2020-04-16,3392,2244,80,38388,144,54,40,8,1297,AT_33
AT,tirol,2020-04-17,3406,2374,83,39722,135,54,14,3,1334,AT_33
AT,tirol,2020-04-18,3415,2486,85,40884,125,51,9,2,1162,AT_33
AT,tirol,2020-04-19,3417,2526,85,42019,112,49,2,0,1135,AT_33
AT,tirol,2020-04-20,3427,2556,86,42813,114,44,10,1,794,AT_33
AT,tirol,2020-04-21,3433,2698,91,43731,111,44,6,5,918,AT_33
AT,tirol,2020-04-22,3440,2869,95,44902,96,40,7,4,1171,AT_33
AT,tirol,2020-04-23,3445,2905,98,46349,91,38,5,3,1447,AT_33
AT,tirol,2020-04-24,3457,2943,101,47235,81,36,12,3,886,AT_33
AT,tirol,2020-04-25,3469,2982,101,48093,77,34,12,0,858,AT_33
AT,tirol,2020-04-26,3479,2997,101,48412,75,32,10,0,319,AT_33
AT,tirol,2020-04-27,3484,3024,101,48674,74,33,5,0,262,AT_33
AT,tirol,2020-04-28,3494,3070,103,49393,72,32,10,2,719,AT_33
AT,tirol,2020-04-29,3496,3151,105,50269,62,28,2,2,876,AT_33
AT,tirol,2020-04-30,3502,3160,105,51310,60,28,6,0,1041,AT_33
AT,tirol,2020-05-01,3504,3197,105,52504,52,27,2,0,1194,AT_33
AT,tirol,2020-05-02,3504,3207,105,52934,48,24,0,0,430,AT_33
AT,tirol,2020-05-03,3504,3215,105,53261,50,25,0,0,327,AT_33
AT,tirol,2020-05-04,3509,3217,105,53512,49,25,5,0,251,AT_33
AT,tirol,2020-05-05,3509,3244,105,54720,43,21,0,0,1208,AT_33
