ISO 3166-2 Code,Country,Subdivision,Last Update,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23
BO-C,Bolivia,Cochabamba,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,1,1.0,1.0,1,1,1,2,2.0,3.0,3.0,3.0,3,10.0,14.0,14,18,20.0,20.0,21,22,24.0,25.0,33,33,38,47,48,48,49.0,52.0,54.0,57.0,59.0,59.0,60.0,60.0,61.0,61.0,62.0,63.0,66.0,70.0,71.0,78.0,78.0,79.0,80.0,80.0,80.0,81.0,81.0,82.0,82.0,82.0,82.0,90.0,95.0,104.0,109.0,130.0,148.0,170.0,196.0,214.0,224.0,228.0,246.0,259.0,266.0,285.0,295.0,329.0,339.0,345.0,376.0,419.0,488.0,556.0,611.0,714.0,786.0,851.0,898.0,960.0,1022.0,1097.0,1097.0,1231.0,1297.0,1369.0,1441.0,1537.0,1723.0,1878.0,1915.0,2041.0,2179.0,2302.0,2360.0,2551.0,2612.0,2775.0
BO-L,Bolivia,La Paz,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,1,1.0,1.0,1.0,3.0,4,8.0,8.0,10,13,14.0,16.0,16,19,20.0,23.0,32,37,39,57,57,59,65.0,73.0,80.0,91.0,101.0,120.0,120.0,126.0,133.0,134.0,137.0,140.0,150.0,155.0,159.0,168.0,185.0,188.0,202.0,218.0,221.0,236.0,241.0,243.0,253.0,260.0,271.0,294.0,301.0,309.0,313.0,316.0,319.0,322.0,328.0,333.0,335.0,342.0,355.0,363.0,375.0,381.0,386.0,394.0,403.0,410.0,415.0,423.0,444.0,478.0,507.0,555.0,614.0,635.0,661.0,692.0,737.0,754.0,754.0,804.0,842.0,932.0,983.0,1064.0,1149.0,1213.0,1254.0,1298.0,1386.0,1469.0,1545.0,1780.0,1918.0,1966.0
BO-O,Bolivia,Oruro,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,1,7,7,7,7.0,7.0,7,7,7,8,8.0,8.0,8.0,8.0,8,8.0,8.0,8,8,8.0,8.0,8,8,8.0,8.0,8,8,8,8,8,9,11.0,13.0,14.0,30.0,37.0,38.0,42.0,45.0,45.0,49.0,49.0,59.0,62.0,65.0,65.0,79.0,92.0,92.0,102.0,102.0,107.0,111.0,111.0,111.0,113.0,113.0,115.0,116.0,121.0,124.0,124.0,128.0,128.0,132.0,132.0,133.0,135.0,137.0,138.0,138.0,141.0,143.0,145.0,150.0,151.0,153.0,155.0,159.0,166.0,190.0,204.0,210.0,218.0,222.0,238.0,247.0,256.0,260.0,260.0,288.0,305.0,334.0,358.0,369.0,378.0,389.0,400.0,420.0,443.0,459.0,469.0,488.0,599.0,675.0
BO-N,Bolivia,Pando,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1,1.0,1.0,4,6,6.0,6.0,6,6,10,10,10,10,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,23.0,23.0,23.0,47.0,65.0,65.0,94.0,130.0,175.0,238.0,267.0,286.0,307.0,315.0,386.0,409.0,425.0,476.0,482.0,496.0,505.0
BO-P,Bolivia,Potosi,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,1.0,1.0,3,3,3.0,4.0,4,5,5.0,5.0,5,8,10,13,13,13,15.0,15.0,15.0,15.0,15.0,16.0,18.0,18.0,19.0,19.0,19.0,21.0,21.0,21.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,33.0,35.0,35.0,35.0,35.0,35.0,35.0,36.0,36.0,36.0,36.0,36.0,36.0,38.0,39.0,39.0,40.0,41.0,41.0,41.0,42.0,44.0,44.0,44.0,46.0,48.0,48.0,68.0,70.0,93.0,98.0,119.0,147.0,171.0,183.0,183.0,200.0,205.0,268.0,274.0,295.0,331.0,343.0,361.0,378.0,378.0,407.0,424.0,0.0,0.0,0.0
BO-S,Bolivia,Santa Cruz,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,2,2,2,2,3.0,3.0,4,4,6,8,9.0,15.0,16.0,18.0,24,34.0,42.0,44,52,59.0,64.0,68,70,74.0,88.0,97,100,103,127,130,134,147.0,163.0,177.0,190.0,215.0,218.0,237.0,255.0,290.0,317.0,324.0,371.0,385.0,446.0,489.0,525.0,553.0,587.0,615.0,656.0,693.0,806.0,904.0,979.0,1083.0,1160.0,1318.0,1387.0,1537.0,1633.0,1823.0,1925.0,2041.0,2163.0,2297.0,2518.0,2763.0,2894.0,2982.0,3241.0,3414.0,3665.0,3900.0,4199.0,4527.0,4888.0,5366.0,5774.0,5946.0,6542.0,6711.0,7018.0,7235.0,7637.0,7952.0,8144.0,8556.0,8676.0,8676.0,9224.0,9594.0,10127.0,10536.0,11154.0,11424.0,11741.0,12366.0,12725.0,12988.0,13539.0,14165.0,14499.0,15067.0,15442.0
BO-T,Bolivia,Tarija,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,1.0,1.0,1,1,1.0,1.0,1,1,1,1,1,1,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,6.0,6.0,6.0,9.0,10.0,10.0,10.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,17.0,18.0,18.0,18.0,19.0,19.0,19.0,22.0,24.0,32.0,32.0,37.0,37.0,40.0,44.0,49.0,58.0,58.0,58.0,68.0,69.0,77.0,87.0,112.0,112.0,123.0,149.0,175.0,191.0,206.0,239.0,246.0,275.0,299.0
BR-AC,Brazil,Acre,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,3,7,9.0,11.0,11.0,17.0,23,24.0,25.0,25,34,42.0,42.0,43,43,46.0,46.0,48,50,50,54,62,70,72.0,77.0,90.0,99.0,101.0,110.0,135.0,142.0,163.0,176.0,195.0,214.0,227.0,234.0,258.0,279.0,279.0,311.0,354.0,404.0,486.0,553.0,657.0,733.0,817.0,943.0,1014.0,1177.0,1335.0,1447.0,1460.0,1590.0,1694.0,1740.0,1785.0,1867.0,1997.0,2234.0,2482.0,2817.0,3103.0,3343.0,3867.0,4160.0,4501.0,4781.0,5251.0,5600.0,5841.0,6072.0,6219.0,6326.0,6465.0,6679.0,7021.0,7284.0,7525.0,7983.0,8128.0,8457.0,8746.0,9091.0,9295.0,9534.0,9642.0,9771.0,10003.0,10339.0,10664.0,10987.0,11263.0,11381.0,11539.0,11810.0
BR-AL,Brazil,Alagoas,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1,1,1,1,1,1,1.0,1.0,1,1,4,5,7.0,7.0,7.0,9.0,11,11.0,11.0,14,17,17.0,18.0,18,18,22.0,23.0,28,31,32,37,37,45,48.0,48.0,50.0,72.0,82.0,89.0,110.0,132.0,159.0,171.0,210.0,243.0,324.0,413.0,501.0,554.0,643.0,777.0,957.0,1044.0,1226.0,1372.0,1441.0,1538.0,1606.0,1703.0,1867.0,2033.0,2172.0,2258.0,2343.0,2580.0,2761.0,2972.0,3212.0,3593.0,3816.0,4031.0,4316.0,4437.0,4916.0,5302.0,5630.0,6214.0,6682.0,7058.0,7580.0,8055.0,8618.0,9223.0,10288.0,10837.0,11559.0,12407.0,13097.0,13937.0,14818.0,15706.0,15706.0,17193.0,18176.0,19200.0,20031.0,20887.0,22199.0,22962.0,23632.0,24867.0,25633.0,26906.0,27698.0,28657.0,29395.0,30248.0
BR-AP,Brazil,Amapa,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,1.0,1.0,1.0,1.0,1,2.0,2.0,4,4,8.0,10.0,11,11,19.0,28.0,29,34,48,107,128,166,193.0,230.0,242.0,307.0,334.0,362.0,370.0,393.0,416.0,433.0,457.0,479.0,548.0,633.0,685.0,798.0,842.0,918.0,1016.0,1080.0,1121.0,1187.0,1482.0,1733.0,1931.0,2046.0,2199.0,2322.0,2493.0,2613.0,2671.0,2910.0,3005.0,3428.0,3630.0,3834.0,3952.0,4023.0,4310.0,4549.0,5188.0,5655.0,6091.0,6353.0,6584.0,6967.0,7619.0,8152.0,8469.0,9313.0,9602.0,9890.0,10511.0,11107.0,11551.0,12327.0,12773.0,13045.0,13294.0,13771.0,14623.0,15166.0,15683.0,16322.0,16512.0,16813.0,18024.0,18618.0,19387.0,19922.0,21574.0,21840.0,24682.0,26437.0
BR-AM,Brazil,Amazonas,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1.0,1.0,1,1,3,3,11.0,26.0,32.0,47.0,54,67.0,81.0,111,140,151.0,175.0,200,229,260.0,311.0,417,532,636,804,899,981,1050.0,1206.0,1275.0,1484.0,1554.0,1719.0,1809.0,1897.0,2044.0,2160.0,2270.0,2479.0,2888.0,3194.0,3635.0,3833.0,3928.0,4337.0,4801.0,5254.0,5723.0,6062.0,6683.0,7242.0,8109.0,9243.0,10099.0,10727.0,11925.0,12599.0,12919.0,14168.0,15816.0,17181.0,18392.0,19677.0,20328.0,20913.0,22132.0,23704.0,25367.0,27038.0,28802.0,29867.0,30282.0,31949.0,33508.0,36146.0,38909.0,40560.0,41378.0,41774.0,43195.0,44347.0,46473.0,47666.0,48785.0,49269.0,49811.0,51234.0,52849.0,53989.0,55111.0,56026.0,56506.0,56777.0,58018.0,59547.0,60736.0,61683.0,62902.0,63410.0,63731.0,65073.0
BR-BA,Brazil,Bahia,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,1.0,2.0,2,2,2,2,2,2,2,2.0,2.0,3,3,30,33,41.0,49.0,63.0,76.0,84,104.0,115.0,128,154,176.0,213.0,246,267,282.0,332.0,401,431,456,497,559,604,635.0,673.0,723.0,759.0,807.0,951.0,1059.0,1193.0,1230.0,1341.0,1489.0,1644.0,1789.0,1962.0,2081.0,2209.0,2354.0,2540.0,2646.0,2851.0,3085.0,3315.0,3495.0,3734.0,4040.0,4301.0,4528.0,4818.0,5174.0,5558.0,5808.0,6204.0,6547.0,6955.0,8128.0,8314.0,8443.0,8581.0,11013.0,11197.0,11941.0,12557.0,13000.0,13899.0,14204.0,14566.0,15070.0,15963.0,16917.0,17626.0,18392.0,18898.0,21430.0,22451.0,23463.0,26419.0,27396.0,28250.0,28715.0,30481.0,32685.0,33891.0,34665.0,35788.0,36401.0,37620.0,39206.0,40926.0,41577.0,43922.0,45304.0,46279.0,47086.0,49084.0
BR-CE,Brazil,Ceara,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,5,9,20,55,68.0,112.0,163.0,182.0,200,235.0,282.0,314,348,372.0,390.0,444,550,627.0,730.0,823,1013,1051,1291,1425,1478,1582.0,1676.0,1800.0,2005.0,2157.0,2386.0,2684.0,3034.0,3252.0,3482.0,3716.0,3910.0,4598.0,4800.0,5421.0,5833.0,6726.0,6918.0,7267.0,7606.0,7879.0,8309.0,8370.0,11040.0,11470.0,12304.0,13888.0,14956.0,15879.0,16692.0,17599.0,18412.0,19156.0,21077.0,22490.0,23795.0,24255.0,26363.0,28112.0,30560.0,31413.0,34573.0,35122.0,35595.0,36185.0,37021.0,37275.0,37821.0,38395.0,46506.0,48489.0,50504.0,53073.0,56056.0,59795.0,61595.0,63575.0,64271.0,65605.0,68384.0,71402.0,73879.0,75705.0,76429.0,76748.0,79462.0,81289.0,84967.0,87273.0,89863.0,92156.0,92866.0,94158.0,97528.0
BR-DF,Brazil,Distrito Federal,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,1,1,1,2,2,2,6,8.0,13.0,22,26,42,87,100.0,117.0,133.0,160.0,160,200.0,230.0,260,289,312.0,332.0,355,370,402.0,454.0,468,473,492,509,527,555,579.0,614.0,638.0,651.0,682.0,716.0,746.0,762.0,827.0,872.0,881.0,946.0,963.0,989.0,1013.0,1066.0,1146.0,1213.0,1275.0,1356.0,1466.0,1566.0,1649.0,1768.0,1818.0,1906.0,2258.0,2442.0,2576.0,2682.0,2783.0,2979.0,3192.0,3416.0,3787.0,4140.0,4368.0,4619.0,4853.0,5161.0,5542.0,5948.0,6251.0,6638.0,6930.0,7210.0,7761.0,8300.0,8722.0,9474.0,9780.0,10510.0,11256.0,12020.0,12923.0,14208.0,15850.0,16623.0,16629.0,18090.0,19433.0,20507.0,21396.0,21959.0,22871.0,23684.0,25380.0,27140.0,28521.0,30902.0,32238.0,33227.0,34148.0,35368.0
BR-ES,Brazil,Espiritu Santo,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,1.0,1.0,1,1,1,1,1,1,1,1.0,1.0,1,9,11,13,26.0,26.0,29.0,33.0,39,39.0,47.0,53,60,72.0,84.0,96,120,139.0,153.0,166,194,209,227,273,300,349.0,383.0,430.0,463.0,557.0,754.0,856.0,952.0,1099.0,1168.0,1212.0,1313.0,1363.0,1381.0,1595.0,1703.0,1796.0,1874.0,2107.0,2465.0,2662.0,2985.0,3086.0,3226.0,3402.0,3568.0,3838.0,4242.0,4412.0,4599.0,4819.0,5087.0,5401.0,5813.0,6198.0,6595.0,6744.0,7157.0,7693.0,8092.0,8878.0,9520.0,9918.0,10007.0,10365.0,10889.0,11484.0,12203.0,12903.0,13437.0,13690.0,14069.0,15151.0,16121.0,16894.0,18109.0,18950.0,19619.0,20659.0,21964.0,23344.0,24229.0,25257.0,25932.0,26441.0,27581.0,28952.0,30441.0,31671.0,33142.0,34216.0,34858.0,35784.0,36827.0
BR-GO,Brazil,Goias,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,3,3,3.0,3.0,6,8,12,15,20.0,21.0,23.0,27.0,29,39.0,49.0,56,58,61.0,65.0,71,73,88.0,103.0,115,119,133,158,179,191,209.0,229.0,233.0,284.0,304.0,318.0,335.0,378.0,393.0,403.0,421.0,438.0,453.0,486.0,506.0,573.0,616.0,661.0,705.0,781.0,808.0,825.0,850.0,861.0,922.0,1024.0,1027.0,1053.0,1069.0,1093.0,1100.0,1115.0,1134.0,1423.0,1572.0,1640.0,1692.0,1749.0,1846.0,1978.0,2114.0,2304.0,2377.0,2443.0,2512.0,2671.0,2843.0,3090.0,3319.0,3585.0,3702.0,3906.0,4377.0,4570.0,4944.0,5373.0,5669.0,5813.0,6124.0,6521.0,7159.0,7657.0,7846.0,7940.0,7944.0,10182.0,11264.0,12236.0,13304.0,14027.0,14880.0,15619.0,16536.0,17568.0
BR-MA,Brazil,Maranhao,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1.0,2.0,2.0,8.0,8,10.0,13.0,14,16,23.0,31.0,54,71,81.0,88.0,96,133,172,230,273,293,344.0,398.0,445.0,478.0,630.0,695.0,797.0,1040.0,1205.0,1320.0,1396.0,1604.0,1757.0,1951.0,2105.0,2223.0,2410.0,2528.0,2804.0,3190.0,3506.0,3805.0,4040.0,4227.0,4530.0,5028.0,5389.0,5909.0,6765.0,7599.0,8144.0,8526.0,9112.0,9801.0,10739.0,11592.0,12492.0,13238.0,14198.0,15114.0,16058.0,17212.0,18767.0,21191.0,22786.0,24278.0,26145.0,27979.0,30482.0,32620.0,34639.0,35297.0,36625.0,38174.0,40629.0,43313.0,45470.0,47593.0,49371.0,52069.0,53508.0,55680.0,57605.0,58859.0,59850.0,60592.0,62711.0,64735.0,66091.0,68500.0,69673.0,70059.0,70689.0,72021.0
BR-MT,Brazil,Mato Grosso,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,2.0,2.0,2.0,7.0,8,11.0,11.0,13,16,18.0,25.0,27,36,44.0,56.0,60,76,78,90,108,112,121.0,123.0,134.0,138.0,151.0,156.0,162.0,171.0,174.0,181.0,181.0,183.0,221.0,240.0,247.0,250.0,257.0,261.0,292.0,297.0,320.0,331.0,337.0,344.0,365.0,379.0,417.0,457.0,502.0,519.0,541.0,591.0,661.0,719.0,779.0,851.0,901.0,937.0,995.0,1054.0,1172.0,1220.0,1352.0,1462.0,1500.0,1628.0,1839.0,1951.0,2103.0,2361.0,2429.0,2541.0,2709.0,2848.0,3194.0,3481.0,3662.0,3878.0,4100.0,4339.0,4602.0,5092.0,5363.0,5524.0,5861.0,6185.0,6388.0,7124.0,7512.0,8353.0,8962.0,9470.0,10021.0,10659.0
BR-MS,Brazil,Mato Grosso do Sul,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,2.0,4,7,7,9,16.0,21.0,21.0,23.0,24,25.0,28.0,31,36,44.0,48.0,51,53,60.0,62.0,65,66,80,85,89,97,100.0,101.0,113.0,115.0,121.0,131.0,143.0,161.0,168.0,171.0,173.0,175.0,186.0,213.0,217.0,234.0,238.0,240.0,249.0,255.0,261.0,266.0,272.0,274.0,283.0,288.0,311.0,326.0,346.0,362.0,385.0,405.0,430.0,452.0,479.0,508.0,570.0,613.0,642.0,693.0,746.0,805.0,858.0,924.0,1023.0,1100.0,1186.0,1262.0,1356.0,1418.0,1489.0,1568.0,1646.0,1802.0,1925.0,1997.0,2132.0,2253.0,2324.0,2455.0,2597.0,2853.0,3001.0,3235.0,3433.0,3551.0,3785.0,4164.0,4274.0,4666.0,4990.0,5237.0,5391.0,5784.0
BR-MG,Brazil,Minas Gerais,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1,1,1,1,2,2,2.0,5.0,7,15,29,35,38.0,83.0,128.0,130.0,133,153.0,189.0,205,231,261.0,275.0,314,370,397.0,430.0,498,525,559,614,655,698,750.0,806.0,815.0,884.0,903.0,958.0,1021.0,1077.0,1154.0,1189.0,1230.0,1283.0,1308.0,1419.0,1481.0,1548.0,1586.0,1649.0,1758.0,1827.0,1935.0,2023.0,2118.0,2347.0,2452.0,2605.0,2770.0,2943.0,3123.0,3237.0,3320.0,3435.0,3733.0,3950.0,4196.0,4474.0,4611.0,4695.0,4977.0,5286.0,5596.0,5995.0,6338.0,6668.0,6962.0,7516.0,8011.0,8686.0,9232.0,9630.0,10464.0,10670.0,10939.0,12010.0,13034.0,13995.0,14939.0,15703.0,15883.0,16102.0,17501.0,18448.0,20106.0,20614.0,21381.0,21728.0,22024.0,23347.0,24906.0,26052.0,27305.0,27641.0,28918.0,29897.0
BR-PA,Brazil,Para,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,2,2.0,4.0,5.0,5.0,7,13.0,13.0,17,18,21.0,32.0,40,46,50.0,80.0,86,102,138,167,168,170,217.0,246.0,270.0,323.0,384.0,438.0,557.0,640.0,685.0,902.0,1026.0,1195.0,1267.0,1446.0,1579.0,1867.0,2128.0,2262.0,2422.0,2876.0,3176.0,3460.0,3863.0,4125.0,4472.0,5017.0,5524.0,6141.0,6775.0,7256.0,7563.0,8616.0,9618.0,10867.0,12109.0,13184.0,13864.0,14734.0,16295.0,18135.0,19756.0,21469.0,22697.0,24125.0,26077.0,28600.0,31033.0,33699.0,36486.0,37296.0,37961.0,38046.0,41207.0,44774.0,48049.0,50960.0,53176.0,54271.0,56032.0,59148.0,62095.0,64126.0,66328.0,68510.0,69179.0,69224.0,71243.0,74192.0,76623.0,80072.0,82881.0,84654.0,86020.0,88636.0
BR-PB,Brazil,Paraiba,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,1,1.0,1.0,2.0,3.0,3,5.0,9.0,14,14,15.0,17.0,20,21,29.0,32.0,34,35,36,41,55,79,85.0,101.0,111.0,136.0,151.0,165.0,195.0,205.0,236.0,245.0,263.0,301.0,345.0,386.0,447.0,499.0,543.0,633.0,699.0,814.0,926.0,1034.0,1169.0,1219.0,1361.0,1493.0,1657.0,2031.0,2156.0,2341.0,2525.0,2777.0,3045.0,3361.0,3739.0,4063.0,4347.0,4786.0,5300.0,5838.0,6238.0,6882.0,7508.0,7823.0,8016.0,8919.0,10209.0,11132.0,12011.0,12862.0,13162.0,13695.0,14859.0,16018.0,17579.0,18579.0,19787.0,20310.0,20951.0,22452.0,24032.0,25370.0,26556.0,27454.0,28013.0,28668.0,30128.0,31712.0,31760.0,35093.0,36521.0,36784.0,37253.0,38999.0
BR-PR,Brazil,Parana,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,6,6,6,6.0,6.0,6,13,23,32,43.0,50.0,56.0,65.0,81,102.0,119.0,133,148,155.0,179.0,224,252,301.0,395.0,438,458,503,539,609,643,676.0,738.0,756.0,791.0,803.0,832.0,874.0,945.0,987.0,1007.0,1024.0,1063.0,1082.0,1119.0,1140.0,1156.0,1186.0,1271.0,1348.0,1407.0,1447.0,1492.0,1514.0,1562.0,1588.0,1627.0,1656.0,1711.0,1785.0,1835.0,1849.0,1906.0,1996.0,2063.0,2139.0,2242.0,2286.0,2360.0,2481.0,2616.0,2810.0,2939.0,3099.0,3212.0,3331.0,3512.0,3712.0,3984.0,4236.0,4473.0,4687.0,4835.0,5163.0,5494.0,5820.0,6348.0,6605.0,6897.0,7031.0,7314.0,7831.0,8457.0,8705.0,9233.0,9583.0,9716.0,10557.0,11085.0,11919.0,12785.0,13662.0,14501.0,15124.0,15853.0
BR-PE,Brazil,Pernambuco,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,2,2,2.0,2.0,16,16,28,30,30.0,37.0,42.0,42.0,46,48.0,56.0,68,73,78.0,87.0,95,106,136.0,176.0,201,223,352,401,555,684,816.0,960.0,1154.0,1284.0,1484.0,1683.0,2006.0,2193.0,2459.0,2690.0,2908.0,3298.0,3519.0,3999.0,4507.0,4898.0,5358.0,5724.0,6194.0,6876.0,7334.0,8145.0,8643.0,8863.0,9325.0,9881.0,10824.0,11587.0,12470.0,13275.0,13768.0,14309.0,14901.0,15588.0,16209.0,18488.0,19452.0,20094.0,21242.0,22560.0,23911.0,25760.0,26786.0,27759.0,28366.0,28854.0,29919.0,30713.0,32255.0,33427.0,34450.0,34900.0,35508.0,36463.0,37507.0,38511.0,39361.0,40242.0,40705.0,41010.0,41935.0,42994.0,43872.0,44671.0,45261.0,45507.0,46427.0,47446.0,48626.0,49720.0,51118.0,52113.0,52494.0,52831.0
BR-PI,Brazil,Piaui,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,3,4.0,4.0,6.0,6.0,8,9.0,9.0,11,14,16.0,18.0,18,19,21.0,22.0,23,23,28,31,38,40,41.0,44.0,50.0,58.0,75.0,91.0,102.0,123.0,145.0,158.0,186.0,206.0,217.0,256.0,297.0,331.0,364.0,408.0,454.0,513.0,600.0,665.0,742.0,784.0,875.0,949.0,1051.0,1131.0,1233.0,1278.0,1332.0,1443.0,1612.0,1784.0,1905.0,2085.0,2252.0,2287.0,2440.0,2637.0,2852.0,3074.0,3258.0,3390.0,3550.0,3720.0,3966.0,4243.0,4503.0,4745.0,4931.0,5119.0,5506.0,5828.0,6064.0,6717.0,7105.0,7478.0,7621.0,7927.0,8359.0,8823.0,9337.0,9825.0,10153.0,10357.0,10881.0,11559.0,12099.0,12567.0,13813.0,14264.0,14476.0,15269.0
BR-RJ,Brazil,Rio de Janeiro,2020-06-24 13:32:52.446844,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1,1.0,1.0,1,1,1,1,6.0,9.0,13.0,13.0,14,19.0,28.0,45,68,77.0,82.0,92,105,176.0,212.0,242,246,254,261,261,263,289.0,302.0,339.0,376.0,399.0,400.0,463.0,516.0,531.0,595.0,608.0,646.0,708.0,754.0,781.0,825.0,832.0,8504.0,8869.0,9453.0,10166.0,10546.0,11139.0,11721.0,12391.0,13295.0,14156.0,15741.0,16929.0,17062.0,17939.0,18486.0,18728.0,19467.0,19987.0,21601.0,22238.0,26665.0,27805.0,30372.0,32089.0,33589.0,34533.0,37912.0,39298.0,40024.0,42398.0,44886.0,47953.0,52420.0,53388.0,54530.0,56732.0,59240.0,60932.0,63066.0,64533.0,67756.0,69499.0,72979.0,74373.0,75775.0,77784.0,78836.0,79572.0,80946.0,83343.0,86963.0,87317.0,93378.0,95537.0,96133.0,97572.0,100869.0
