geo_type,region,transportation_type,alternative_name,sub-region,country,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15
county,Lavaca County,driving,,Texas,United States,100.0,103.62,119.49,114.46,137.03,129.31,112.26,105.81,113.87,91.21,111.14,132.1,126.14,93.89,102.25,104.3,102.69,115.44,133.51,130.73,85.34,113.87,128.33,110.21,127.31,151.93,122.37,106.11,105.42,116.37,122.03,137.91,145.53,142.16,110.01,133.85,124.52,121.49,121.06,153.64,147.14,113.83,116.02,161.46,115.53,159.6,177.58,159.7,117.88,147.48,145.73,115.53,139.03,178.6,175.53,119.2,140.21,153.44,151.0,160.48,167.07,147.44,108.4,129.7,108.99,104.74,111.24,104.59,86.37,71.28,87.84,84.76,88.32,87.64,94.77,80.41,69.81,78.7,81.05,88.47,79.92,73.52,60.09,52.91,65.41,70.0,77.48,70.98,73.86,75.72,66.93,83.78,77.14,81.09,89.2,100.49,73.08,64.24,83.68,84.56,76.6,93.55,110.55,94.24,80.61,90.28,91.21,93.36,96.34,120.57,115.44,90.47,98.09,106.06,110.16,110.11,130.19,128.48,101.47,,,125.06,141.33,131.8,128.48,107.33,113.09,130.29,141.33,130.97,154.76,155.2,118.66,125.7,136.59,136.79,134.83,165.12,156.13,133.9,137.96,137.23,137.32,140.64,191.89,182.71,138.35,145.53,146.7,159.94,159.65,191.55,162.58,147.87,151.25
county,Lawrence County,driving,,Indiana,United States,100.0,103.98,112.43,109.57,111.32,117.87,82.58,90.06,97.32,102.57,109.94,112.99,127.96,76.62,95.5,109.46,92.93,116.9,124.24,116.34,82.2,102.38,100.93,95.27,100.26,113.1,119.69,85.07,99.37,107.07,95.57,104.62,118.09,135.82,88.16,96.5,97.73,100.86,117.42,123.38,135.55,95.64,102.16,102.27,99.37,110.87,130.42,131.12,90.13,98.99,115.52,108.23,115.34,122.45,141.03,100.45,103.65,104.73,103.02,99.03,110.91,100.63,78.59,89.43,95.38,82.43,77.81,98.62,78.48,57.3,79.45,75.54,73.49,76.32,76.55,66.23,55.77,76.47,74.53,69.58,76.32,81.05,71.07,59.64,78.97,85.85,79.49,86.0,90.25,76.28,46.69,79.86,86.11,87.71,93.41,100.04,90.8,71.93,98.44,99.96,110.28,112.84,118.39,96.91,71.59,113.14,114.45,94.23,107.04,133.54,131.76,82.84,112.17,109.31,122.23,134.66,136.63,130.45,78.78,,,118.24,134.14,141.44,127.59,94.97,124.72,132.58,133.8,149.22,170.48,156.55,121.22,118.62,145.2,140.06,156.07,158.56,166.87,129.71,148.55,150.37,149.14,162.06,194.42,185.85,137.27,141.14,138.09,157.82,173.08,196.28,201.12,165.45,158.56
county,Lawrence County,driving,,Tennessee,United States,100.0,107.97,98.06,99.46,129.15,119.45,76.71,105.28,111.4,104.75,104.71,125.23,138.69,75.85,104.79,111.48,107.1,111.02,130.8,131.71,83.4,107.56,105.37,97.65,109.66,123.16,127.46,85.09,95.91,103.88,109.66,117.55,136.17,132.82,89.6,112.26,102.06,107.39,107.47,127.46,123.91,81.75,107.56,104.46,104.09,119.12,151.9,152.06,101.36,108.55,114.0,116.56,121.18,140.26,141.95,92.94,123.45,119.36,114.0,101.9,126.84,129.89,78.82,100.99,103.43,95.83,101.11,105.74,95.5,63.67,90.01,79.64,91.45,95.25,118.21,96.78,74.65,80.06,75.72,84.35,93.06,86.29,79.27,66.18,89.39,79.48,83.65,100.5,100.99,94.34,44.76,82.2,89.97,93.44,108.26,128.12,106.52,78.61,107.89,110.86,99.75,102.93,126.26,107.06,89.22,115.28,127.25,122.83,125.19,135.92,151.78,99.3,119.03,112.92,124.36,132.0,146.66,157.43,98.02,,,135.76,136.42,162.72,173.49,108.79,148.64,147.23,144.34,164.62,166.39,183.15,130.35,134.19,140.21,149.05,158.22,178.61,234.81,174.32,156.73,151.53,151.45,156.28,194.63,246.66,180.31,152.85,148.72,167.63,182.04,206.19,268.54,170.6,157.8
county,Lawrence County,driving,,Missouri,United States,100.0,102.9,94.47,109.16,117.17,143.4,82.65,108.09,100.97,81.69,90.53,103.28,130.06,81.93,94.02,99.9,95.02,111.3,126.5,131.72,85.76,108.5,89.08,55.39,94.33,119.83,131.69,88.49,96.68,99.69,91.15,107.19,148.72,142.54,106.29,155.6,97.65,106.32,112.13,144.78,139.25,97.68,107.98,96.89,95.34,114.72,137.53,140.64,112.27,107.67,107.95,105.6,115.48,145.78,137.87,114.51,105.94,109.4,116.55,116.28,153.01,138.56,110.3,100.35,108.4,102.14,93.02,101.52,91.98,67.24,76.19,73.01,80.75,82.27,86.35,70.01,60.44,70.77,78.2,70.28,81.69,74.43,67.86,56.36,67.69,70.35,77.06,75.57,88.94,77.92,44.26,79.37,76.61,83.48,79.85,96.06,90.7,75.16,82.34,89.46,78.23,86.97,100.1,103.42,77.78,90.36,87.15,97.03,110.68,127.75,121.94,88.6,96.3,109.26,116.45,120.15,148.27,154.32,93.02,,,118.04,136.8,146.86,149.65,126.36,121.6,138.01,142.47,163.86,217.48,208.36,147.27,154.49,132.72,149.69,158.57,212.75,228.44,157.26,145.85,139.94,148.2,161.99,213.51,215.07,158.88,145.27,142.29,165.41,177.99,242.26,253.18,185.83,152.83
county,Lawrence County,driving,,Arkansas,United States,100.0,106.86,105.25,124.41,136.92,113.38,77.61,98.59,111.23,107.46,89.91,118.56,100.34,83.52,97.98,104.3,98.32,108.2,138.13,117.75,81.57,86.68,94.28,92.0,97.85,150.17,123.67,91.66,110.96,109.68,112.24,114.39,144.99,122.93,88.9,101.41,101.21,97.98,109.62,158.37,134.43,98.59,105.58,122.13,128.04,141.69,152.45,134.23,103.77,92.67,101.55,99.26,123.94,156.76,144.05,101.88,99.06,121.39,117.75,129.05,168.33,142.91,105.99,97.71,105.78,87.16,104.37,125.42,96.84,61.47,79.02,80.97,91.39,90.85,104.98,69.13,75.32,89.44,79.09,64.16,74.38,78.48,61.0,60.19,79.76,65.03,86.28,100.0,106.39,71.69,58.64,88.77,87.56,98.39,92.33,117.89,91.19,61.94,83.46,98.52,81.3,96.91,100.4,98.99,104.64,100.34,95.83,107.53,116.27,143.51,112.44,100.0,91.66,105.04,104.37,103.23,116.01,113.45,103.9,,,129.59,132.08,142.23,126.77,103.97,127.57,137.86,139.0,168.26,190.59,176.8,156.69,164.16,130.26,140.62,134.03,172.9,182.72,145.39,129.46,139.81,154.81,151.65,196.03,177.27,145.86,132.75,144.05,127.98,168.26,193.95,174.24,163.35,171.22
county,Lawrence County,driving,,South Dakota,United States,100.0,117.24,110.17,126.88,179.92,175.36,150.33,123.71,102.31,105.28,129.79,179.19,197.36,142.34,95.18,89.89,91.48,115.06,136.46,178.73,107.66,97.16,95.9,104.69,110.44,133.49,168.69,141.55,108.85,111.36,100.13,146.57,242.14,264.33,206.21,157.0,103.96,113.14,124.64,190.29,207.13,172.32,96.76,83.22,138.57,136.92,199.6,234.68,162.68,125.69,128.86,121.73,148.15,209.78,230.58,157.53,134.87,123.45,165.79,226.16,253.1,193.79,193.0,146.57,137.78,137.78,107.0,114.2,123.65,84.61,99.34,84.54,85.87,82.96,85.4,88.11,68.82,73.98,71.73,66.51,56.21,64.86,73.91,69.55,74.17,69.42,66.18,90.36,102.58,56.47,49.47,63.94,70.08,66.71,75.5,91.35,105.42,72.32,87.85,108.45,110.44,93.79,127.74,126.42,111.62,109.58,102.84,124.11,134.21,156.41,168.56,125.3,125.17,146.17,144.65,142.73,176.35,201.85,147.23,,,176.42,172.46,215.19,253.57,244.25,236.66,240.03,224.64,278.93,399.74,438.84,459.64,359.45,285.2,273.84,306.87,360.77,379.92,325.83,288.18,269.42,310.77,318.23,392.93,411.43,409.71,372.79,376.62,402.84,463.61,538.18,590.03,494.12,451.78
county,Lawrence County,driving,,Pennsylvania,United States,100.0,99.24,102.9,103.25,124.56,91.36,78.48,102.54,101.02,102.42,102.82,121.16,116.92,84.2,96.04,99.23,102.37,105.56,128.74,122.02,81.28,98.02,98.35,97.25,99.33,107.5,116.14,90.24,101.08,103.2,110.64,105.99,135.78,122.68,94.61,106.98,103.27,108.47,112.2,132.0,131.06,101.56,106.82,108.4,113.69,107.35,127.61,125.06,105.26,107.87,115.54,113.85,114.28,135.09,131.28,99.76,115.8,111.18,113.4,109.62,117.83,97.48,79.76,91.84,82.67,81.26,77.85,77.69,62.23,57.01,62.6,60.84,64.08,70.38,73.29,55.22,55.16,66.1,63.5,64.28,72.29,74.84,78.24,54.74,74.77,68.39,73.48,73.78,75.03,74.78,43.86,67.06,73.95,81.08,76.66,79.62,80.36,69.97,81.65,78.51,82.48,81.98,93.48,97.65,60.89,91.1,89.51,91.94,94.11,104.79,111.18,94.32,99.64,105.78,95.83,107.94,115.6,114.85,85.46,,,136.51,119.17,136.55,148.55,103.33,134.26,133.96,140.09,148.09,163.1,148.7,121.73,116.94,148.25,157.68,144.64,155.71,163.1,132.51,146.6,143.21,149.38,149.24,175.09,170.9,143.53,153.86,161.55,153.74,160.42,196.01,186.11,150.8,164.91
county,Lawrence County,driving,,Alabama,United States,100.0,112.99,101.0,107.8,157.37,138.92,98.24,115.13,104.52,107.52,106.37,129.02,143.29,88.39,100.52,106.95,102.81,118.13,147.57,137.25,103.71,109.23,107.33,99.62,102.81,131.78,132.4,97.57,102.95,134.11,107.18,146.72,186.16,187.54,133.02,143.53,110.61,127.02,122.74,161.18,188.3,116.27,112.37,120.65,119.89,131.3,161.99,171.46,122.31,108.09,135.68,135.78,142.44,171.31,200.38,119.36,137.16,129.4,129.31,138.11,145.48,156.99,96.86,101.19,98.91,103.19,107.42,111.94,107.37,74.69,92.72,86.54,98.57,106.57,122.74,109.32,79.35,87.96,85.49,93.2,93.2,111.94,99.76,77.45,84.92,84.16,104.28,99.71,119.27,111.04,47.48,93.24,94.72,105.28,112.7,139.96,126.02,74.41,115.94,123.5,116.41,115.7,154.71,127.07,111.04,123.17,116.13,113.27,121.41,156.37,169.7,133.11,133.4,136.39,136.87,146.34,152.19,183.35,118.79,,,147.81,151.86,179.92,199.29,124.5,148.72,154.47,173.55,174.55,191.67,196.76,169.65,158.71,156.66,142.44,151.86,193.43,204.14,160.89,142.72,143.15,156.85,157.04,196.29,215.32,152.19,144.1,145.1,168.65,180.21,199.1,231.35,154.85,179.31
county,Lawrence County,driving,,Ohio,United States,100.0,106.32,102.41,104.07,120.92,118.13,85.64,100.41,91.82,104.72,111.61,117.72,113.34,83.74,96.77,95.72,98.03,109.24,118.47,126.28,85.57,109.95,101.29,104.86,117.25,103.77,106.01,84.28,99.29,114.23,107.95,122.28,135.69,132.46,91.54,107.4,112.77,106.79,108.59,126.69,139.25,102.24,110.22,109.27,110.7,119.32,144.99,135.89,113.31,113.55,109.13,110.9,123.97,139.83,141.73,99.15,111.0,118.1,110.93,103.33,116.64,100.88,69.71,91.48,89.64,89.88,91.41,100.44,73.11,60.03,71.17,65.64,69.85,76.57,78.3,77.01,67.33,78.3,78.23,76.26,87.13,92.8,74.87,61.49,83.7,87.4,82.61,87.67,89.95,83.36,59.8,88.05,89.64,89.2,102.82,107.23,99.86,85.4,102.24,112.09,107.27,100.95,126.04,108.12,84.07,113.01,123.06,110.15,119.35,133.75,132.09,101.49,140.68,130.32,131.71,146.83,150.42,139.25,101.9,,,150.08,154.47,162.38,154.36,129.47,158.64,161.26,158.57,170.7,180.68,174.94,137.79,134.84,187.3,171.99,169.85,185.16,169.47,138.78,170.76,164.41,160.41,178.61,179.49,178.54,135.28,170.59,171.75,166.66,179.73,190.97,196.84,147.67,183.7
county,Le Flore County,driving,,Oklahoma,United States,100.0,98.59,97.93,96.06,120.41,114.01,79.76,97.93,87.89,79.23,101.12,114.34,105.51,80.91,96.95,93.41,78.74,95.73,115.12,96.06,82.68,92.88,87.6,75.59,96.29,129.0,107.97,82.81,95.7,94.52,92.95,103.64,131.82,106.66,90.68,99.61,101.12,98.1,109.58,134.45,114.8,87.6,96.26,100.0,105.15,120.24,140.35,120.08,101.8,109.09,115.62,109.78,105.12,136.35,123.33,102.07,116.21,122.34,112.27,115.52,122.05,105.28,86.68,95.93,86.32,86.81,80.91,93.64,84.25,71.49,77.92,73.2,78.35,83.89,85.07,80.94,65.06,79.07,72.54,78.81,74.93,75.95,68.7,56.5,76.77,77.17,86.42,74.11,91.8,79.3,51.61,85.76,84.74,90.65,92.72,104.95,101.38,72.11,98.0,106.92,88.06,108.17,111.06,128.05,102.0,109.06,93.11,101.12,120.6,143.73,125.95,108.56,105.05,114.4,111.25,116.8,142.13,155.25,95.28,,,119.95,141.01,142.06,128.41,118.37,136.42,134.42,145.96,138.78,180.61,170.87,126.9,122.64,137.76,129.27,140.98,176.12,161.06,125.0,134.42,134.94,156.76,153.05,185.17,199.34,138.16,141.47,149.18,137.47,154.86,201.71,210.3,142.59,136.32
county,Le Sueur County,driving,,Minnesota,United States,100.0,107.38,102.93,125.29,80.85,64.05,96.72,115.75,104.92,95.55,113.0,142.45,175.94,98.19,98.89,105.27,102.99,112.65,138.58,159.07,103.69,106.79,113.88,111.71,116.22,141.98,167.39,84.89,109.78,100.59,98.54,108.02,142.68,156.5,133.96,119.03,122.6,115.34,121.72,155.62,179.1,124.0,114.7,108.61,113.35,122.19,153.81,195.37,127.46,121.78,116.1,110.71,119.61,148.95,156.26,115.46,117.8,116.63,113.82,116.8,120.37,135.25,94.85,101.93,95.84,85.07,85.25,99.47,87.0,70.55,79.63,86.94,73.42,88.41,94.15,58.2,64.23,73.54,87.0,82.32,85.48,74.3,87.0,69.73,84.78,98.54,85.19,88.64,114.4,107.14,41.63,76.7,84.48,89.64,100.23,122.01,130.91,106.21,112.24,103.69,134.6,124.94,126.46,151.17,117.39,131.56,111.42,124.77,133.67,157.9,176.7,133.43,130.15,114.17,137.06,142.04,163.58,162.47,104.68,,,145.84,163.17,196.9,169.26,125.35,155.09,169.67,176.81,190.16,202.05,193.5,169.44,155.33,154.57,187.35,205.62,238.17,217.45,188.35,189.29,176.64,211.89,216.1,253.81,247.13,193.44,197.95,185.66,185.89,218.5,272.54,269.32,214.93,202.11
county,Lea County,driving,,New Mexico,United States,100.0,109.89,117.18,116.11,117.74,108.32,78.42,104.36,113.51,116.35,110.97,116.53,97.11,73.12,100.8,112.01,111.16,109.73,111.68,103.38,70.75,105.92,106.53,72.91,101.71,115.67,98.08,75.98,107.37,101.54,108.46,120.92,134.15,103.36,81.26,111.68,121.9,115.48,121.62,124.54,105.56,76.78,112.87,111.25,118.16,118.32,120.47,100.78,85.03,109.88,119.25,122.86,120.65,135.77,113.34,86.13,116.7,122.0,120.73,122.19,119.23,92.58,71.74,105.84,104.38,96.67,96.71,97.41,66.37,58.03,76.36,79.08,82.19,77.07,77.55,62.23,46.6,73.33,76.89,80.96,70.66,76.38,55.78,49.24,69.78,76.63,71.57,70.77,62.81,55.15,40.36,69.76,75.02,74.37,75.16,78.96,59.89,46.88,75.55,78.95,77.2,75.48,79.57,64.92,54.71,74.47,83.7,82.43,81.23,90.04,69.28,55.33,81.84,86.98,83.27,86.95,89.62,78.55,57.3,,,89.54,90.57,97.87,85.33,66.43,98.59,97.29,102.65,105.0,110.91,75.16,63.57,68.77,97.6,101.12,108.55,109.87,84.82,68.03,87.54,103.79,107.43,107.49,113.18,91.23,75.16,105.38,101.14,101.57,104.36,117.97,95.25,70.82,100.15
county,Leake County,driving,,Mississippi,United States,100.0,92.24,96.48,106.12,141.21,126.79,98.06,103.45,98.0,96.24,100.06,137.27,108.06,81.09,89.39,100.73,91.39,103.64,134.85,132.73,84.79,101.7,92.91,90.24,109.64,126.55,128.24,96.06,103.76,155.39,121.03,127.88,154.06,132.06,98.36,107.45,92.12,105.15,114.55,143.64,134.12,118.73,114.79,113.09,109.82,126.3,161.64,169.21,105.15,104.3,108.36,91.21,129.45,171.58,169.33,109.58,116.97,112.42,117.82,130.79,131.88,130.48,92.48,113.15,97.52,93.88,101.58,105.15,90.12,63.88,67.52,75.82,80.55,88.67,96.91,92.18,66.79,75.09,78.36,78.91,73.52,85.45,59.39,56.73,75.64,67.7,76.55,84.24,85.39,77.82,43.82,78.48,80.18,81.39,83.64,93.09,97.09,54.06,92.61,90.55,78.85,86.12,117.45,93.03,89.15,102.12,94.12,94.91,106.91,133.45,118.79,84.55,106.06,103.76,116.06,118.0,117.33,130.0,92.0,,,130.3,121.21,137.76,132.36,100.24,113.03,125.82,130.67,144.91,158.0,132.12,113.03,94.12,117.64,128.73,143.09,181.03,162.79,123.33,131.7,132.61,125.64,147.39,180.79,191.82,120.85,113.88,140.24,147.33,157.88,173.82,180.3,121.52,139.64
county,Leavenworth County,driving,,Kansas,United States,100.0,108.4,102.61,115.73,81.8,125.45,90.3,98.84,102.8,85.64,93.81,111.09,124.34,95.0,99.06,100.88,99.03,105.91,130.88,126.95,89.28,97.1,103.23,100.72,102.91,121.59,131.53,101.54,99.76,106.69,93.55,105.81,136.92,130.77,102.98,109.91,107.24,106.84,106.71,131.79,137.77,103.72,108.33,105.45,108.02,113.87,143.71,141.76,109.46,106.71,113.26,116.47,119.53,148.53,148.57,106.34,101.32,111.65,119.82,112.74,130.89,107.05,77.66,85.63,85.0,79.97,81.59,85.22,72.53,51.53,71.51,55.36,60.11,66.27,72.85,65.51,53.62,64.51,66.97,69.84,64.93,66.12,67.7,57.65,66.05,72.13,76.27,76.13,80.63,68.81,45.69,72.56,73.3,81.48,77.01,86.0,90.04,71.78,81.38,89.32,81.39,90.74,91.71,95.92,78.27,88.07,90.75,94.33,102.55,118.68,109.17,86.08,90.84,108.55,112.31,99.33,121.83,117.14,89.21,,,112.46,114.31,134.81,125.47,123.12,125.85,129.77,134.98,140.12,148.52,143.51,113.09,107.28,129.34,156.81,135.47,157.53,147.0,119.08,136.85,139.64,149.3,152.31,170.95,161.52,125.99,142.68,144.59,153.9,160.32,180.28,169.37,133.93,153.85
county,Lebanon County,driving,,Pennsylvania,United States,100.0,104.57,107.74,109.69,126.88,78.5,89.5,104.57,101.96,103.32,103.52,121.09,120.79,94.39,95.52,103.14,101.22,105.32,122.24,128.31,84.44,104.21,103.91,103.55,107.33,125.8,130.81,101.44,102.2,105.13,108.78,115.08,137.5,137.6,104.52,119.58,110.71,110.07,112.39,135.15,135.69,109.11,107.21,110.36,111.15,113.1,139.54,139.11,103.24,107.89,109.53,112.67,116.36,137.46,140.18,107.77,114.82,114.9,115.02,110.74,125.6,113.78,87.91,95.67,85.07,88.0,79.9,82.83,67.95,55.66,59.27,62.55,57.98,67.51,70.95,50.44,47.61,61.75,57.16,59.55,59.95,61.73,55.85,48.51,63.81,63.16,66.3,63.54,66.4,63.54,42.63,58.83,67.92,74.14,71.4,73.55,71.31,61.59,72.19,69.92,76.78,73.22,79.69,86.24,55.25,77.21,82.47,85.69,86.01,97.26,100.34,80.12,93.71,92.63,91.08,106.23,101.9,95.86,80.63,,,112.89,116.23,130.06,131.81,97.71,113.52,117.44,122.55,127.74,151.73,125.55,107.57,109.45,127.34,135.3,128.6,139.98,144.73,115.81,132.02,129.61,137.52,148.47,154.76,156.22,128.42,138.88,145.45,143.37,152.95,167.19,158.0,130.16,145.17
county,Lee County,driving,,Illinois,United States,100.0,108.35,98.71,107.97,124.94,100.55,99.28,112.3,100.65,108.28,94.11,121.64,115.4,96.12,98.71,102.96,99.8,116.22,141.02,139.05,95.26,98.4,108.45,99.15,116.56,143.07,145.86,103.13,106.27,116.05,98.6,111.48,150.9,140.78,130.8,115.43,108.96,108.04,123.71,142.28,145.38,131.52,102.01,104.67,99.25,135.09,157.27,146.54,140.27,109.61,120.24,129.34,130.56,172.5,163.34,134.31,109.47,117.17,120.65,126.1,168.01,139.32,114.28,102.35,98.84,91.07,95.09,119.76,93.22,62.01,74.34,75.2,80.0,73.7,79.97,69.17,60.27,73.56,73.76,73.29,69.88,84.26,78.67,61.87,74.45,80.85,74.31,78.47,95.54,81.91,53.05,84.16,91.99,89.85,89.64,86.2,91.38,73.22,96.18,96.29,87.63,94.31,105.45,87.77,89.37,95.3,96.56,93.66,103.75,121.94,124.16,106.95,100.03,94.89,105.14,111.93,139.32,142.52,95.74,,,119.76,117.48,153.97,136.73,117.34,125.62,133.08,145.38,149.34,186.54,170.8,170.56,148.01,143.68,136.9,138.47,184.05,178.77,165.72,151.99,147.09,146.41,166.2,192.16,193.59,177.89,153.8,129.54,153.36,167.84,204.46,207.8,204.29,164.36
county,Lee County,driving,,Alabama,United States,100.0,103.2,104.29,112.53,138.08,119.44,94.55,108.65,97.75,101.04,105.69,131.07,131.24,94.27,95.91,101.37,97.96,107.64,133.19,130.61,100.98,96.85,97.03,94.87,101.24,134.6,121.28,100.58,100.72,102.6,108.97,122.35,165.21,147.8,111.11,111.54,106.59,108.33,115.44,159.54,143.31,106.01,101.84,109.54,114.28,124.84,163.57,161.86,118.41,107.65,109.46,110.59,125.75,161.99,132.8,83.86,89.26,86.27,86.46,89.86,104.58,102.51,85.65,86.81,79.36,74.49,74.36,78.11,67.18,47.96,57.82,62.67,62.76,66.48,74.08,63.1,45.17,59.07,55.35,61.49,63.54,68.65,54.81,41.36,53.28,54.02,56.15,63.59,69.6,57.33,33.17,61.14,63.78,67.24,69.99,79.63,70.6,42.23,72.79,74.38,73.74,64.5,89.21,75.87,58.23,76.36,78.01,72.97,86.76,98.46,93.05,73.4,85.39,91.43,94.82,96.84,105.97,94.98,68.31,,,100.87,109.52,120.76,113.73,87.67,103.93,110.54,114.92,119.17,135.53,123.02,90.0,97.32,104.66,111.41,117.97,136.56,133.49,101.66,115.54,111.15,116.39,119.61,135.45,134.99,102.51,115.05,116.02,115.68,124.29,144.22,141.81,111.06,123.28
county,Lee County,driving,,Florida,United States,100.0,102.32,103.99,108.27,118.17,108.02,83.82,101.83,105.82,106.14,104.49,116.36,104.65,79.06,99.13,100.42,101.45,105.64,115.15,102.95,77.94,103.14,103.41,105.51,113.03,122.91,111.1,87.11,109.42,111.27,115.01,119.18,130.95,122.31,92.33,115.15,120.12,119.31,120.89,134.65,120.18,91.4,112.21,119.4,118.19,125.53,132.65,124.55,93.23,112.36,115.9,116.9,119.47,132.7,119.02,91.73,113.21,114.29,113.58,110.66,116.6,99.61,74.6,94.64,86.23,80.05,75.01,73.81,55.93,41.11,56.47,55.94,54.97,54.83,57.05,43.34,33.68,49.54,50.16,50.77,50.62,47.04,35.64,28.23,44.45,46.51,47.28,48.7,53.1,41.99,26.67,48.4,49.38,52.66,50.8,58.03,47.73,38.1,53.89,53.76,54.86,56.19,59.73,50.75,37.01,57.38,59.36,60.09,58.07,70.1,59.74,48.67,67.26,68.71,70.78,70.99,80.48,71.06,49.14,,,76.49,78.67,83.87,77.31,62.8,77.11,82.66,84.05,85.0,94.23,84.8,66.86,66.04,85.13,86.06,88.05,97.82,85.52,68.55,85.71,86.11,86.47,89.06,97.97,87.27,69.61,89.94,92.77,92.81,91.71,104.7,95.05,73.62,92.16
county,Lee County,driving,,North Carolina,United States,100.0,101.99,104.26,110.45,130.12,114.06,84.57,100.34,102.5,103.84,105.84,123.4,112.65,80.63,96.43,99.39,101.1,106.01,123.07,115.38,84.92,102.46,102.42,99.99,92.27,119.44,120.61,85.93,102.09,106.9,105.12,112.32,139.54,121.84,92.27,114.67,109.75,104.39,90.61,102.65,122.08,90.03,104.21,109.84,112.4,120.38,139.91,132.54,95.86,117.1,116.16,113.6,123.44,138.01,134.75,97.26,121.88,118.25,114.71,114.94,126.94,119.39,76.96,99.54,90.74,90.1,91.2,101.1,84.47,59.28,74.98,80.14,76.05,81.46,88.19,77.83,61.38,80.07,74.72,71.91,77.84,84.4,73.9,58.21,80.77,80.56,80.94,82.05,95.01,80.98,48.91,79.26,94.27,88.43,97.35,105.37,96.3,72.34,86.77,98.24,98.17,87.32,110.56,97.09,80.26,98.92,102.38,98.26,97.91,120.89,105.98,86.61,107.37,100.67,108.3,113.76,125.64,123.25,89.88,,,114.38,124.36,144.85,132.04,105.88,119.37,113.35,112.54,127.58,150.52,142.94,104.13,111.89,132.48,120.18,130.27,144.06,139.62,111.52,133.98,132.8,135.64,145.13,154.36,154.25,120.22,134.54,141.97,142.43,144.15,159.28,157.45,117.5,134.23
county,Lee County,driving,,Georgia,United States,100.0,98.35,98.17,105.77,143.47,128.04,84.35,111.76,107.56,111.54,110.69,136.72,133.45,92.26,96.82,103.26,96.6,115.25,133.81,130.14,96.69,102.64,100.18,94.36,86.9,133.72,131.31,94.19,115.34,106.08,109.53,120.89,160.82,136.09,93.78,116.99,113.15,117.84,113.86,144.9,147.0,104.43,114.27,115.56,113.77,128.85,167.49,155.72,111.85,111.49,112.12,94.77,119.95,156.66,154.29,105.23,126.25,120.17,120.97,126.03,150.49,137.43,94.32,111.72,103.13,98.17,101.12,103.98,81.75,56.48,83.18,85.96,89.09,83.63,98.3,81.4,67.84,81.35,84.88,93.96,87.84,94.41,69.68,54.07,88.6,80.19,80.23,90.07,100.45,89.85,53.04,93.65,95.48,92.67,101.03,115.12,96.51,67.49,98.3,100.0,107.16,76.65,133.86,110.64,90.03,109.35,113.19,116.55,123.39,138.46,121.24,93.87,131.8,141.01,130.14,136.81,150.18,144.63,98.39,,,140.07,164.89,166.32,156.48,111.45,150.76,161.45,155.77,158.5,193.07,160.51,111.76,119.1,156.26,149.11,161.36,186.45,152.24,118.6,157.56,156.44,165.79,166.23,190.07,157.87,111.36,161.63,171.91,167.17,175.36,193.2,188.15,143.83,164.89
