geo_type,region,transportation_type,alternative_name,sub-region,country,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15
county,Lamar County,driving,,Texas,United States,100.0,106.44,106.13,114.27,133.24,122.32,84.97,112.89,100.49,94.47,113.02,138.48,118.97,84.59,108.7,105.46,103.03,113.24,141.07,126.98,83.41,110.03,104.24,91.28,108.34,134.02,124.68,91.42,110.19,106.87,105.77,132.02,159.38,131.24,99.0,137.15,107.76,110.28,117.19,157.44,130.46,99.75,127.07,120.58,128.94,138.82,166.33,148.36,107.71,135.01,136.61,125.69,143.03,169.21,169.74,119.18,153.87,144.41,154.36,150.3,156.19,130.84,101.9,117.28,106.31,105.8,109.39,113.67,89.77,66.29,86.24,92.04,93.8,103.55,103.5,78.42,70.57,82.47,86.24,86.4,91.57,91.84,70.17,60.04,88.29,82.97,85.55,90.75,107.11,76.74,54.11,103.48,100.11,103.57,105.95,119.04,99.46,71.35,106.73,108.25,108.29,123.46,140.49,110.97,100.62,109.43,113.04,125.95,130.86,154.45,137.19,112.29,139.24,118.46,133.33,147.69,166.13,135.16,112.95,,,133.18,145.6,166.71,127.47,126.71,154.96,153.67,160.87,162.45,189.25,167.67,113.36,140.25,158.02,165.98,173.24,205.69,178.95,135.7,168.27,163.7,158.8,183.55,233.73,199.26,154.23,171.53,172.69,172.17,189.83,231.13,228.05,171.42,195.12
county,Lamar County,driving,,Mississippi,United States,100.0,104.31,108.44,114.17,145.7,135.23,94.38,121.69,110.19,108.83,109.93,146.25,139.08,94.02,103.52,112.76,100.53,114.48,141.44,146.07,96.18,109.5,108.5,100.79,114.88,147.03,151.51,105.47,109.69,112.98,113.83,129.13,182.97,168.12,101.66,115.11,118.36,109.78,116.45,163.37,162.37,114.07,119.82,131.91,123.97,134.55,168.68,169.52,113.26,119.15,122.08,106.87,137.55,178.79,187.71,120.73,134.87,126.91,138.2,135.93,156.35,143.65,96.18,106.61,93.42,94.17,97.87,97.59,84.76,58.61,83.02,81.12,84.99,88.65,94.68,79.74,62.25,81.24,77.5,84.88,87.38,86.22,59.72,55.03,73.01,73.33,77.59,85.09,91.92,76.7,43.8,83.23,86.08,92.65,96.01,103.95,98.73,70.84,106.58,104.54,98.15,96.69,116.51,105.92,86.78,98.5,102.52,102.87,116.03,129.04,113.22,88.94,113.06,122.24,122.46,131.63,134.54,131.08,88.85,,,145.04,136.92,156.96,150.71,110.52,149.88,155.3,147.75,161.16,187.88,165.74,124.13,127.66,148.26,150.39,168.06,192.16,177.45,127.78,157.6,161.75,155.13,165.14,198.21,197.87,105.52,141.45,164.32,172.8,174.46,202.5,201.45,143.93,178.78
county,Lamoille County,driving,,Vermont,United States,100.0,94.78,92.46,89.34,140.26,178.99,227.78,157.03,90.13,100.25,115.56,166.49,178.84,149.27,95.45,89.4,91.66,101.02,126.19,149.01,118.65,95.1,85.17,94.65,99.05,128.74,182.69,174.41,100.99,102.01,96.34,102.96,158.15,198.31,185.46,164.74,130.74,136.28,147.58,164.04,173.71,143.7,107.73,103.95,98.28,109.83,135.96,162.41,142.2,98.15,91.85,93.89,105.06,130.97,154.65,129.98,97.93,94.94,83.39,88.92,112.48,122.85,97.96,65.15,54.96,49.27,47.42,42.97,44.68,39.56,40.67,33.2,37.24,34.63,36.92,40.96,27.59,32.18,39.47,37.52,33.55,31.89,40.64,30.3,37.81,31.7,36.09,32.27,28.61,35.39,28.68,31.67,38.19,40.13,41.63,41.76,47.8,44.21,42.01,41.85,38.96,48.44,50.51,61.43,44.65,43.63,50.67,52.77,43.13,52.8,61.97,61.97,52.45,55.16,58.94,64.54,57.29,48.22,45.99,,,65.12,73.17,74.57,75.68,69.1,73.65,74.92,81.95,84.31,93.63,93.89,89.59,82.37,91.44,78.74,82.81,74.19,86.03,77.56,78.84,77.08,72.02,88.26,96.24,87.56,89.05,87.78,84.88,103.15,94.14,111.14,112.79,94.88,104.36
county,Lampasas County,driving,,Texas,United States,100.0,104.38,115.1,116.59,165.65,146.91,129.32,125.78,111.95,95.05,107.96,151.86,150.5,121.23,104.73,101.14,107.26,127.26,151.95,150.02,107.09,113.26,108.58,85.65,110.59,159.74,135.23,127.57,98.82,99.12,100.7,121.09,167.22,176.02,167.53,141.53,109.72,103.81,119.04,165.16,163.11,122.8,117.59,112.56,114.66,133.92,173.26,157.24,150.02,104.81,108.05,103.11,134.84,203.28,191.16,160.26,135.32,144.51,151.86,176.72,204.25,173.22,136.98,119.17,116.28,104.51,101.66,101.75,94.88,74.05,74.14,76.76,76.02,76.41,90.11,91.68,72.12,67.83,82.76,77.29,82.45,81.18,62.84,62.58,70.42,77.11,89.8,72.39,92.78,77.99,62.76,80.83,76.28,82.8,97.64,106.26,96.59,91.9,91.86,81.88,89.32,107.13,134.31,115.32,102.36,102.28,105.65,98.16,121.14,149.1,137.51,121.93,106.74,103.94,108.71,122.23,152.34,159.43,124.07,,,122.14,139.61,171.07,150.68,144.6,147.0,142.14,153.87,159.26,232.91,199.78,158.47,167.61,136.67,146.96,167.31,204.16,181.05,177.16,130.9,137.07,135.54,175.01,215.27,183.63,176.94,157.11,155.67,159.39,183.76,230.81,215.71,189.1,155.19
county,Lancaster County,driving,,Nebraska,United States,100.0,101.37,97.12,101.12,82.03,118.47,96.14,93.33,94.0,82.56,84.72,124.91,130.55,96.27,88.16,96.55,94.47,101.23,123.68,134.33,93.84,86.85,95.02,94.93,102.71,120.19,130.93,97.62,95.59,102.94,102.51,109.52,140.64,142.3,102.83,97.91,108.64,99.02,108.3,135.52,149.69,105.16,97.4,103.75,103.08,110.32,139.92,156.62,107.73,99.62,104.01,107.44,141.66,159.2,154.31,103.56,96.31,106.06,121.83,115.58,124.55,101.54,75.16,84.92,84.23,77.1,73.18,78.92,66.92,50.3,65.55,64.47,69.81,65.81,73.3,61.88,59.02,66.78,73.51,74.14,64.39,68.88,62.32,55.5,66.68,73.36,69.32,69.67,81.03,71.42,34.87,68.94,74.65,81.47,63.22,81.41,87.37,70.72,89.24,90.48,89.86,94.09,93.92,92.01,74.25,91.31,90.96,90.26,99.82,127.89,99.66,80.73,86.99,101.16,101.93,97.33,122.89,107.76,79.36,,,106.29,114.29,139.78,116.5,98.08,119.14,124.42,129.11,133.03,139.2,137.48,98.08,92.02,116.67,128.07,138.46,155.87,126.3,101.62,123.02,132.08,133.94,143.14,162.14,154.69,120.36,135.23,128.37,145.2,154.79,172.52,168.32,123.94,142.76
county,Lancaster County,driving,,Pennsylvania,United States,100.0,100.85,106.73,104.23,126.33,82.27,95.01,113.87,101.05,101.66,104.83,125.23,123.89,85.85,93.17,99.25,97.88,99.63,122.05,130.79,79.43,95.84,106.53,106.77,103.16,115.35,128.6,90.8,99.89,102.67,105.95,112.43,147.74,156.66,104.7,119.15,105.78,106.25,107.82,132.91,143.08,96.51,101.17,112.15,106.58,110.77,136.33,145.0,102.05,102.51,106.17,109.98,115.1,136.16,151.62,98.5,111.16,108.1,111.44,105.7,117.72,106.4,73.73,84.92,72.19,72.7,68.28,69.9,56.18,42.14,46.24,52.69,48.73,59.06,62.31,39.46,34.93,50.6,49.08,52.24,53.33,58.02,50.63,41.81,57.27,58.84,59.62,58.68,59.25,59.69,35.11,49.81,60.46,64.52,65.96,68.52,64.08,52.99,65.4,63.74,70.17,66.41,72.22,75.87,45.92,67.22,74.83,76.9,68.49,89.24,88.86,66.77,82.44,85.16,80.43,92.97,92.17,93.84,70.91,,,101.32,103.22,118.68,112.99,81.32,102.24,108.97,110.14,113.65,121.16,116.25,91.06,93.84,116.62,120.77,112.96,127.02,128.32,97.14,114.9,117.82,117.0,123.97,138.63,137.78,107.84,127.72,131.48,130.27,133.42,156.44,145.44,112.47,132.52
county,Lancaster County,driving,,South Carolina,United States,100.0,97.39,100.4,105.06,123.78,108.08,78.03,102.16,102.24,102.45,104.78,113.76,106.48,75.12,96.35,100.01,101.45,111.72,113.87,107.6,77.8,100.84,105.05,102.64,91.93,120.21,107.92,80.09,105.66,103.57,106.51,105.11,126.64,115.93,84.93,111.9,110.28,104.55,96.24,119.3,116.66,86.16,104.44,108.08,117.37,122.51,135.11,130.02,88.04,114.38,106.43,111.81,111.65,135.89,130.83,89.74,116.8,111.99,110.59,112.2,120.04,104.33,70.86,91.36,82.64,84.54,87.59,95.83,76.85,52.28,67.47,70.38,77.69,73.11,84.62,70.99,54.74,73.29,67.43,71.56,75.07,81.86,69.21,53.72,73.82,70.86,77.1,81.34,85.05,73.96,41.18,88.34,85.89,84.52,85.86,94.42,87.68,61.39,80.44,91.91,93.73,81.9,106.02,92.5,75.25,92.75,95.56,97.31,96.88,113.64,107.59,85.2,102.9,101.7,110.66,119.61,123.05,121.5,88.31,,,117.42,121.67,140.41,129.06,102.71,130.2,122.52,115.4,130.96,146.98,133.93,98.97,106.36,132.79,118.38,135.8,141.69,140.05,106.47,136.1,141.0,140.0,147.73,153.61,146.96,113.12,139.31,143.25,142.99,146.35,162.46,154.51,117.07,138.98
county,Lane County,driving,,Oregon,United States,100.0,103.52,109.57,114.26,141.91,159.47,128.72,125.26,107.14,105.88,109.78,136.48,141.76,105.25,102.09,105.17,105.12,110.36,137.76,139.02,90.57,100.68,103.82,106.28,112.39,142.48,141.3,109.8,105.01,109.74,112.48,123.92,152.0,145.19,123.56,120.2,114.88,120.68,128.85,151.76,148.98,106.55,108.43,112.29,115.46,125.07,147.46,143.23,109.33,110.36,114.84,118.57,125.53,151.64,149.96,109.59,107.94,117.47,114.64,114.93,120.1,98.55,81.87,93.7,85.43,81.43,82.92,87.09,73.93,58.95,60.05,53.76,56.7,60.41,63.2,50.93,45.24,54.31,57.33,57.44,58.07,67.75,55.49,46.51,58.78,63.88,62.88,66.13,76.63,64.14,46.62,65.57,69.2,71.67,74.98,84.86,72.44,64.9,77.61,73.94,71.51,80.39,86.04,76.78,70.18,77.03,81.74,81.77,85.02,98.22,81.08,72.81,87.87,88.23,90.08,95.13,112.08,100.38,78.6,,,92.23,97.48,124.36,104.98,92.0,103.33,105.67,108.78,112.78,138.28,127.34,108.1,106.82,118.45,125.83,130.74,141.51,112.23,110.33,119.65,121.84,125.2,129.03,142.32,124.46,108.21,123.36,127.79,136.04,139.69,152.81,141.8,126.05,136.64
county,Lapeer County,driving,,Michigan,United States,100.0,105.83,108.79,108.36,125.34,83.25,86.66,98.84,98.58,97.69,101.64,115.3,120.08,91.87,95.15,104.08,102.22,100.92,123.96,123.8,82.13,96.45,99.83,95.82,96.85,111.0,125.73,89.56,95.64,100.6,106.61,96.79,127.16,124.1,100.52,109.44,106.13,105.31,103.22,131.89,138.23,103.67,103.09,98.1,86.98,101.07,130.51,137.2,100.78,110.01,116.0,109.81,118.1,128.18,146.16,113.83,106.01,109.35,102.09,102.34,107.33,99.48,77.16,87.36,83.48,76.46,83.29,84.28,74.52,58.7,66.56,50.17,56.04,51.85,58.79,46.48,45.49,51.64,56.6,55.94,60.29,62.89,54.87,50.05,57.48,55.94,65.71,57.21,67.48,67.25,36.89,57.57,67.39,67.65,66.68,69.77,73.28,61.85,76.47,67.82,72.91,69.27,83.22,83.48,75.01,87.02,99.16,80.24,87.09,106.29,102.94,96.31,100.01,97.7,108.47,117.87,114.49,122.75,86.48,,,128.04,108.67,130.63,143.25,100.42,116.57,131.23,154.83,150.95,159.83,150.79,130.15,128.77,144.18,144.14,143.78,153.16,153.09,125.32,146.84,150.49,154.43,168.53,183.25,175.69,146.12,170.22,170.09,155.19,172.99,193.6,198.03,154.29,172.81
county,Laramie County,driving,,Wyoming,United States,100.0,104.32,108.99,112.17,130.69,141.95,97.04,102.1,106.05,102.24,110.68,125.37,126.8,94.59,99.0,105.51,105.77,118.26,142.46,118.45,89.34,85.14,97.27,104.0,104.97,110.61,122.65,96.4,107.01,116.54,119.15,118.48,136.74,143.46,129.1,121.71,116.45,112.39,121.62,145.14,138.11,107.3,115.68,121.79,118.54,123.03,141.82,140.08,104.32,121.86,133.63,121.7,124.47,142.21,137.06,108.63,116.1,120.82,116.72,122.79,134.71,133.88,110.66,112.78,112.01,114.41,76.51,117.17,100.78,81.25,85.79,91.57,94.85,90.59,86.44,83.97,74.8,83.39,84.47,85.33,76.73,95.09,81.94,71.08,85.01,88.29,90.88,89.74,103.25,93.02,52.08,73.14,87.04,91.66,86.42,103.97,98.28,81.78,95.14,103.31,105.2,104.6,108.08,113.17,90.0,106.17,108.74,117.2,122.94,134.37,121.91,106.53,119.84,125.55,125.41,132.66,144.15,142.43,107.21,,,135.46,146.51,168.96,167.95,136.28,156.57,162.89,159.04,171.05,191.72,187.58,143.67,153.24,164.71,166.24,173.16,198.9,204.88,164.45,174.59,174.15,172.71,176.8,207.49,204.12,176.84,177.76,192.23,184.17,208.68,246.76,243.31,217.47,195.44
county,Larimer County,driving,,Colorado,United States,100.0,105.13,107.64,113.57,128.13,135.54,105.35,118.1,109.1,108.05,112.59,134.14,137.31,102.32,99.26,105.91,106.29,110.21,138.99,140.47,95.31,88.12,92.09,105.9,112.74,118.36,134.84,90.0,105.74,113.69,119.55,126.84,162.76,155.48,118.33,115.55,116.85,113.69,117.89,154.94,150.2,99.87,109.02,110.83,115.7,125.52,153.55,151.89,105.37,109.83,122.37,121.37,124.77,157.36,167.74,116.58,117.85,120.21,126.46,121.75,132.04,108.65,86.38,92.22,85.15,84.85,58.73,69.1,68.86,56.96,67.42,68.93,69.63,56.93,55.84,54.27,49.18,59.91,64.96,65.59,54.32,65.75,63.7,52.54,65.85,67.5,66.0,68.6,78.42,69.13,34.8,53.23,62.53,72.48,51.0,73.42,70.38,59.4,75.73,74.32,77.01,78.9,88.97,84.84,69.39,85.91,85.59,92.39,95.02,113.37,94.28,85.54,95.56,100.82,99.58,100.78,116.97,112.38,88.07,,,111.02,110.84,133.79,134.32,116.59,127.46,130.04,131.28,144.3,162.11,148.84,108.26,117.97,137.6,136.72,148.49,163.6,154.85,130.11,143.76,146.28,149.99,157.55,177.03,156.6,152.41,153.7,148.03,158.32,165.44,191.47,182.14,166.26,161.76
county,Las Animas County,driving,,Colorado,United States,100.0,98.88,90.24,97.47,145.51,135.69,118.07,120.82,101.52,79.24,95.34,112.23,106.45,93.1,85.58,86.03,82.49,108.31,130.13,103.54,99.89,86.48,65.43,81.09,105.67,111.17,126.71,104.6,78.9,76.82,94.33,123.57,163.13,146.3,136.64,133.05,87.26,89.96,96.41,138.5,124.69,119.64,104.43,82.88,85.63,108.98,140.35,145.12,139.84,104.55,91.53,107.74,113.92,185.69,266.89,237.54,154.49,142.14,164.93,202.58,255.67,314.87,226.43,194.0,164.14,159.99,132.55,158.53,168.35,124.35,91.36,100.56,91.69,72.62,76.15,82.83,78.11,76.71,65.26,64.37,68.24,86.92,85.69,80.02,53.37,59.03,55.56,59.99,68.01,79.69,51.4,56.73,71.94,75.42,75.42,103.2,115.82,92.31,96.24,82.21,81.31,88.27,110.16,123.85,106.62,89.62,93.04,105.16,110.66,147.14,166.05,134.34,102.81,113.24,106.29,131.03,144.67,142.59,118.13,,,124.52,152.41,191.53,212.46,169.58,141.75,145.06,169.92,192.93,253.59,271.49,206.73,228.23,176.54,161.28,200.0,233.22,243.43,228.9,203.59,177.78,185.02,196.3,232.32,272.05,238.61,209.88,189.11,203.98,225.48,295.12,302.69,290.91,363.52
county,Lassen County,driving,,California,United States,100.0,82.54,84.68,99.07,124.66,106.56,94.87,103.35,90.02,111.05,100.71,134.93,111.12,98.36,111.83,93.59,116.82,115.97,146.76,123.16,85.96,115.54,101.78,104.7,133.0,136.85,138.2,108.55,120.03,110.76,120.31,114.68,153.17,165.29,144.26,125.87,122.02,118.82,134.07,165.93,148.9,152.89,120.6,121.6,122.95,128.51,146.97,144.19,138.77,116.46,113.9,124.8,137.13,188.81,135.78,125.8,127.94,124.02,125.94,129.72,167.78,146.47,125.3,134.71,113.61,127.87,117.25,117.39,107.84,107.91,89.31,75.62,83.11,81.68,94.65,91.66,62.51,102.78,93.94,90.59,108.84,103.42,67.78,61.72,84.53,91.02,98.15,105.06,118.6,96.36,74.7,98.79,103.35,102.42,108.62,107.41,110.98,87.95,100.14,109.76,105.92,110.91,140.41,140.56,104.56,116.75,119.24,115.04,126.94,141.91,145.47,118.6,124.8,113.11,128.58,141.34,196.65,175.62,143.98,,,139.13,154.1,173.49,171.28,132.72,153.88,166.93,165.57,208.98,260.94,223.16,201.28,234.0,189.24,187.1,185.82,255.38,183.61,176.91,193.87,183.75,203.42,204.21,256.38,251.82,230.79,200.43,235.71,209.91,250.96,277.76,286.17,241.98,234.0
county,Latah County,driving,,Idaho,United States,100.0,101.45,108.4,104.87,131.31,139.55,107.67,123.12,105.13,106.95,122.45,143.08,179.37,99.38,103.27,107.78,96.94,110.32,145.46,173.72,115.14,102.59,105.44,101.04,117.63,159.77,173.04,134.27,102.64,96.84,108.55,122.86,172.89,173.67,117.21,122.14,105.91,114.57,116.23,156.92,162.99,105.96,111.61,124.99,114.72,138.52,191.24,188.18,137.43,105.29,120.17,120.37,123.64,202.28,215.45,150.23,120.01,134.01,111.35,123.33,141.78,99.64,82.48,69.0,72.58,73.15,90.1,88.02,91.91,93.21,74.75,82.74,71.7,75.53,84.81,86.26,63.35,69.05,92.85,69.78,73.2,84.29,87.71,62.21,70.61,74.55,77.55,84.76,96.42,80.04,66.77,79.73,76.52,92.53,108.81,106.64,100.57,88.44,103.11,85.28,98.03,103.11,104.56,108.55,96.84,89.99,95.28,102.49,111.04,117.21,122.19,95.02,101.35,108.04,111.15,132.3,142.41,147.54,105.96,,,122.91,133.75,157.91,166.46,132.4,139.04,124.62,124.83,143.7,174.65,170.09,143.39,136.96,134.94,144.95,151.27,168.38,169.26,138.72,138.21,150.96,143.75,166.67,179.83,159.15,144.22,146.81,148.89,158.94,154.02,184.14,153.19,152.62,155.88
county,Lauderdale County,driving,,Mississippi,United States,100.0,101.06,106.69,113.18,142.03,112.69,93.53,111.55,100.98,101.31,106.07,134.86,115.8,87.34,100.02,104.03,101.01,115.68,133.46,123.35,93.65,101.33,105.59,102.17,120.27,135.68,125.92,97.56,100.13,106.77,109.83,130.45,156.68,134.35,102.87,116.79,113.82,113.56,132.65,167.51,148.33,121.57,119.74,123.39,130.07,141.77,169.25,172.1,157.4,122.5,116.51,111.06,135.49,177.96,226.27,191.6,134.91,131.08,136.58,138.3,160.85,155.13,125.38,115.08,110.08,106.87,107.05,117.3,88.12,64.13,78.56,84.3,85.11,85.06,87.82,75.83,62.34,74.07,74.11,70.28,71.63,75.44,58.99,53.83,70.11,67.55,72.16,78.75,81.3,68.95,44.8,79.09,77.01,81.19,87.24,90.58,82.77,54.41,89.3,86.96,86.69,84.69,105.18,90.4,72.43,90.04,92.7,96.79,110.74,123.39,104.45,94.45,112.8,111.22,118.01,127.54,130.44,126.44,91.04,,,128.43,130.99,147.7,139.99,108.4,135.74,137.46,143.05,157.99,179.38,155.68,118.94,129.72,141.07,139.0,156.61,171.19,166.43,132.9,148.43,149.21,146.58,164.68,191.35,185.21,133.45,138.91,161.06,162.03,172.78,203.91,193.45,150.95,164.12
county,Lauderdale County,driving,,Alabama,United States,100.0,99.26,97.57,107.2,126.77,123.16,84.05,101.7,99.98,106.57,99.67,125.01,126.78,81.44,94.51,105.51,102.84,112.6,127.02,140.41,86.11,99.9,106.85,94.3,104.88,133.3,135.13,91.03,100.59,104.46,102.56,114.9,143.96,147.86,99.84,117.9,105.76,112.01,99.01,136.39,142.95,97.86,102.43,114.85,110.85,117.45,141.28,154.81,96.74,105.37,124.86,116.99,127.51,152.96,158.36,99.23,115.33,119.14,114.1,114.84,132.1,138.76,77.36,98.45,88.77,87.71,81.52,81.86,73.46,56.59,71.78,67.05,75.33,82.71,93.71,76.68,59.17,75.6,69.75,79.08,80.38,83.72,67.6,50.37,74.87,69.45,72.94,79.39,88.9,83.16,39.12,81.24,79.96,87.96,97.29,107.81,92.92,63.21,94.97,95.04,90.73,89.63,112.34,89.62,82.0,93.63,100.1,91.56,106.65,124.5,121.86,91.05,106.3,110.85,115.25,125.24,128.73,132.08,88.32,,,129.64,144.36,169.94,163.76,112.12,132.91,139.59,143.48,158.09,165.38,170.8,131.32,129.13,138.29,137.83,150.71,170.38,183.09,127.46,139.09,147.09,148.96,156.96,182.95,192.31,142.47,149.07,155.39,164.17,182.3,192.65,180.95,134.85,148.77
county,Lauderdale County,driving,,Tennessee,United States,100.0,109.17,112.56,111.09,120.62,113.11,81.85,101.74,105.04,121.81,112.01,143.54,122.64,75.99,104.03,107.79,112.47,109.26,128.14,99.08,78.37,108.98,124.2,116.87,109.44,120.62,134.74,94.96,120.53,128.6,108.07,116.41,139.78,127.31,88.73,111.27,115.77,115.58,109.53,134.1,144.91,84.33,118.42,120.81,118.97,130.89,136.02,138.68,92.67,117.87,131.81,137.49,143.26,156.65,150.14,97.62,129.79,123.19,111.09,121.08,127.31,111.46,81.58,114.76,107.24,95.51,94.96,103.48,83.78,61.87,100.37,75.34,80.38,100.73,103.85,90.38,78.83,98.9,83.41,90.74,98.72,93.13,82.77,65.26,88.63,88.45,93.58,96.15,106.78,95.23,59.12,88.08,89.46,105.77,100.09,114.85,111.0,77.45,106.69,116.68,114.21,116.5,135.38,105.32,95.05,131.07,120.35,114.02,127.77,148.21,143.72,104.03,111.0,123.65,138.5,161.59,149.95,155.0,113.47,,,140.88,157.1,147.85,154.9,120.35,136.3,168.19,155.0,179.65,178.74,174.06,136.76,120.35,165.81,150.78,177.18,189.37,193.58,126.95,147.39,164.25,165.35,159.76,193.13,213.11,132.81,137.95,150.23,160.95,182.58,177.64,207.06,131.26,153.62
county,Laurel County,driving,,Kentucky,United States,100.0,97.95,98.12,112.9,134.86,112.8,93.28,113.07,97.37,98.18,133.95,125.35,113.52,87.82,98.86,97.13,99.46,106.64,140.05,115.05,96.28,97.75,96.61,99.19,113.21,113.4,110.27,101.43,102.75,103.08,103.62,133.37,172.46,142.88,111.04,161.3,106.84,133.78,119.62,145.21,137.79,112.53,104.78,111.78,116.06,128.9,165.89,151.02,125.99,108.23,114.33,119.97,131.38,162.13,167.52,132.87,128.49,121.83,116.6,123.92,159.54,143.15,121.11,114.99,108.66,101.41,109.03,118.77,102.56,80.73,86.23,74.43,81.35,87.51,98.49,91.38,73.76,81.66,72.38,72.54,79.59,89.37,83.25,68.64,80.69,78.46,73.31,79.0,91.61,76.54,57.35,83.05,85.76,94.17,96.15,102.87,93.74,81.97,96.3,96.22,97.21,89.91,110.98,93.67,81.68,105.69,106.99,101.18,111.52,135.66,127.52,103.35,119.83,108.54,121.07,144.37,137.83,145.61,113.64,,,135.41,159.98,186.33,175.25,158.2,157.89,158.8,154.43,186.56,275.46,202.29,164.23,194.85,171.37,172.42,192.27,215.73,273.06,182.99,173.14,171.74,175.29,197.48,222.97,232.69,204.61,187.95,169.09,181.72,224.83,245.98,253.44,226.01,193.59
county,Laurens County,driving,,Georgia,United States,100.0,95.31,102.79,106.43,151.94,119.19,91.78,120.7,96.71,103.74,105.62,128.24,115.43,86.05,94.61,100.41,94.77,107.5,127.62,117.5,90.56,99.26,98.1,100.39,101.26,135.02,117.73,102.25,109.46,121.8,114.94,120.41,178.2,134.52,109.57,133.66,106.65,120.85,116.05,147.83,125.99,105.95,104.69,109.46,120.37,135.27,154.15,145.45,116.55,118.0,110.74,118.6,130.87,171.45,152.77,124.15,125.48,124.81,126.9,136.8,171.69,148.7,112.09,115.91,104.21,108.86,105.83,106.8,94.63,72.58,91.16,84.5,89.75,89.55,95.19,85.93,64.79,82.58,80.62,83.43,91.71,85.1,55.76,52.31,75.72,81.82,75.6,80.5,91.76,73.66,50.35,80.66,83.35,90.76,100.85,104.05,90.29,55.83,90.02,96.61,96.55,86.61,117.33,104.19,80.06,106.63,106.94,108.95,114.21,128.2,115.64,104.05,117.69,119.4,117.27,125.48,159.98,142.64,107.95,,,133.97,141.43,163.88,158.49,130.99,126.47,137.5,136.18,161.24,204.32,176.94,141.51,154.42,147.48,143.76,163.06,172.91,173.88,147.11,150.25,153.12,153.47,165.14,197.54,198.02,161.51,157.36,157.93,163.04,169.36,200.83,210.85,163.43,165.56
county,Laurens County,driving,,South Carolina,United States,100.0,100.93,114.91,120.74,154.67,121.54,94.26,122.62,109.22,110.35,118.47,134.72,134.77,96.78,109.42,109.33,112.9,127.32,136.91,132.96,101.16,107.94,105.16,103.44,100.54,146.22,122.65,107.88,109.27,111.52,111.05,119.53,168.02,143.74,112.97,126.06,116.98,115.11,109.27,155.49,156.86,118.87,102.59,112.86,126.35,134.74,177.67,166.76,127.67,113.34,116.76,113.29,122.77,184.64,160.07,126.43,123.62,117.82,124.08,130.05,159.24,145.95,107.43,107.02,101.87,100.32,107.71,121.75,107.35,75.95,78.85,72.34,91.92,84.89,108.94,104.04,83.07,92.0,78.66,84.92,88.31,103.62,92.17,74.76,84.44,82.72,77.34,81.91,95.71,89.52,49.28,84.09,89.01,94.82,99.15,118.52,115.48,75.02,91.92,101.93,108.83,91.98,131.42,118.35,92.74,110.85,113.52,101.46,114.52,135.4,142.68,114.09,116.34,112.23,126.67,129.03,151.13,159.99,119.01,,,130.1,141.06,172.46,182.38,142.31,125.38,123.25,126.06,150.14,197.64,193.99,151.73,152.98,147.96,146.79,150.97,184.29,198.23,147.95,151.57,149.11,156.86,169.98,194.33,200.23,164.2,161.69,157.23,157.2,167.55,196.59,220.03,165.43,171.01
