ISO 3166-2 Code,Country,Subdivision,Last Update,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30
BR-RJ,Brazil,Rio de Janeiro,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,4.0,5.0,7.0,7.0,8.0,11.0,11.0,11.0,13.0,15.0,17.0,18.0,19.0,20.0,23.0,24.0,25.0,27.0,28.0,29.0,34.0,38.0,40.0,44.0,45.0,738.0,794.0,854.0,921.0,971.0,1019.0,1065.0,1123.0,1205.0,1394.0,1503.0,1653.0,1714.0,1770.0,1928.0,2050.0,2247.0,2438.0,2614.0,2715.0,2852.0,3079.0,3237.0,3412.0,3657.0,3905.0,3993.0,4105.0,4361.0,4605.0,4856.0,5079.0,5277.0,5344.0,5462.0,5686.0,6010.0,6327.0,6473.0,6639.0,6707.0,6781.0,6928.0,7138.0,7363.0,7417.0,7592.0,7672.0,7728.0,7967.0,8138.0,8412.0,8595.0,8824.0,8875.0,8933.0,9153.0,9295.0,9450.0,9587.0,9789.0,9819.0,9848.0,10080.0
BR-RN,Brazil,Rio Grande do Norte,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,5.0,5.0,6.0,7.0,7.0,8.0,9.0,12.0,14.0,15.0,16.0,16.0,18.0,19.0,19.0,22.0,24.0,24.0,27.0,27.0,27.0,29.0,31.0,34.0,35.0,42.0,48.0,53.0,56.0,56.0,59.0,61.0,62.0,68.0,72.0,76.0,81.0,87.0,88.0,92.0,93.0,105.0,117.0,122.0,136.0,139.0,146.0,160.0,170.0,178.0,181.0,184.0,200.0,209.0,220.0,242.0,254.0,268.0,305.0,305.0,323.0,341.0,367.0,378.0,387.0,410.0,424.0,431.0,459.0,487.0,496.0,514.0,533.0,534.0,553.0,585.0,585.0,655.0,693.0,697.0,697.0,730.0,750.0,807.0,858.0,889.0,909.0,937.0,994.0,1034.0
BR-RS,Brazil,Rio Grande do Sul,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3.0,3.0,4.0,6,6.0,9.0,10.0,13.0,17.0,18.0,23.0,28.0,41.0,47.0,58.0,64.0,71.0,89.0,106.0,122.0,147.0,155.0,170.0,188.0,224.0,265.0,300.0,341.0,387.0,402.0,422.0,461.0,490.0,530.0,570.0,615.0,645.0,677.0,45.0,50.0,51.0,58.0,62.0,65.0,74.0,79.0,87.0,90.0,91.0,95.0,97.0,105.0,111.0,111.0,120.0,126.0,132.0,142.0,144.0,151.0,161.0,166.0,172.0,176.0,180.0,197.0,203.0,209.0,213.0,213.0,218.0,224.0,232.0,245.0,258.0,265.0,276.0,283.0,286.0,291.0,301.0,316.0,323.0,337.0,344.0,350.0,360.0,374.0,387.0,406.0,423.0,430.0,434.0,458.0,477.0,500.0,500.0,540.0,554.0,559.0,582.0,614.0
BR-RO,Brazil,Rondonia,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,7.0,10.0,10.0,11.0,15.0,16.0,18.0,23.0,24.0,25.0,29.0,33.0,37.0,39.0,41.0,43.0,47.0,50.0,50.0,56.0,62.0,69.0,74.0,77.0,87.0,90.0,101.0,106.0,115.0,121.0,121.0,133.0,137.0,142.0,145.0,151.0,156.0,159.0,172.0,180.0,194.0,213.0,228.0,235.0,245.0,255.0,267.0,293.0,296.0,309.0,324.0,332.0,346.0,360.0,374.0,391.0,409.0,417.0,431.0,444.0,455.0,467.0,476.0,476.0,486.0,500.0,518.0
BR-RR,Brazil,Roraima,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,6.0,6.0,7.0,8.0,9.0,11.0,11.0,11.0,13.0,14.0,16.0,18.0,21.0,24.0,27.0,29.0,37.0,40.0,49.0,51.0,60.0,61.0,64.0,72.0,83.0,81.0,84.0,86.0,102.0,102.0,102.0,108.0,110.0,116.0,116.0,120.0,124.0,127.0,139.0,139.0,142.0,145.0,168.0,182.0,188.0,192.0,197.0,200.0,203.0,216.0,224.0,231.0,239.0,245.0,251.0,251.0,250.0,259.0,271.0,273.0,281.0,281.0,281.0,283.0
BR-SC,Brazil,Santa Catarina,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,5.0,10.0,10.0,11.0,15.0,17.0,18.0,21.0,24.0,24.0,26.0,28.0,29.0,30.0,31.0,32.0,35.0,35.0,37.0,39.0,42.0,42.0,42.0,43.0,44.0,44.0,46.0,48.0,52.0,52.0,52.0,55.0,59.0,63.0,63.0,64.0,65.0,69.0,73.0,73.0,78.0,79.0,81.0,83.0,85.0,91.0,94.0,98.0,100.0,103.0,105.0,109.0,121.0,126.0,131.0,134.0,136.0,143.0,146.0,148.0,152.0,156.0,159.0,166.0,171.0,171.0,179.0,184.0,186.0,191.0,193.0,195.0,199.0,212.0,216.0,222.0,234.0,237.0,246.0,256.0,263.0,279.0,289.0,298.0,304.0,312.0,324.0,341.0
BR-SP,Brazil,Sao Paulo,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,9,15.0,22.0,30.0,40,48.0,58.0,68.0,84.0,98.0,113.0,136.0,164.0,188.0,219.0,260.0,275.0,304.0,371.0,428.0,496.0,540.0,560.0,588.0,608.0,695.0,778.0,853.0,928.0,991.0,1015.0,1037.0,1093.0,1134.0,1345.0,1512.0,1667.0,1700.0,1825.0,2049.0,2247.0,2375.0,2511.0,2586.0,2627.0,2654.0,2851.0,3045.0,3206.0,3416.0,3608.0,3709.0,3743.0,3949.0,4118.0,4315.0,4501.0,4688.0,4782.0,4823.0,5147.0,5363.0,5558.0,5773.0,6045.0,6163.0,6220.0,6423.0,6712.0,6980.0,7275.0,7532.0,7615.0,7667.0,7994.0,8276.0,8560.0,8842.0,9058.0,9145.0,9188.0,9522.0,9862.0,10145.0,10368.0,10581.0,10694.0,10767.0,11132.0,11521.0,11846.0,12232.0,12494.0,12588.0,12634.0,13068.0,13352.0,13759.0,13966.0,14263.0,14338.0,14398.0,14763.0
BR-SE,Brazil,Sergipe,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,7.0,8.0,8.0,9.0,9.0,10.0,11.0,12.0,12.0,14.0,14.0,14.0,17.0,21.0,23.0,25.0,28.0,33.0,34.0,37.0,37.0,42.0,47.0,50.0,53.0,57.0,59.0,63.0,69.0,76.0,82.0,86.0,93.0,103.0,116.0,127.0,135.0,142.0,149.0,158.0,166.0,172.0,180.0,186.0,198.0,208.0,217.0,234.0,252.0,264.0,283.0,305.0,316.0,330.0,352.0,364.0,383.0,400.0,426.0,448.0,462.0,491.0,511.0,524.0,554.0,579.0,605.0,620.0,653.0,676.0
BR-TO,Brazil,Tocantins,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,6.0,7.0,9.0,9.0,9.0,9.0,11.0,12.0,14.0,21.0,23.0,24.0,27.0,31.0,32.0,38.0,42.0,47.0,49.0,51.0,52.0,58.0,64.0,65.0,68.0,70.0,71.0,73.0,76.0,79.0,82.0,87.0,89.0,96.0,99.0,108.0,114.0,120.0,124.0,128.0,130.0,132.0,136.0,140.0,149.0,152.0,159.0,167.0,175.0,178.0,179.0,181.0,183.0,186.0,191.0,192.0,195.0,200.0
CL-AN,Chile,Antofagasta,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,10.0,10.0,10.0,10.0,11.0,11.0,12.0,12.0,13.0,14.0,16.0,17.0,17.0,17.0,21.0,21.0,21.0,23.0,25.0,28.0,28.0,29.0,31.0,32.0,34.0,36.0,38.0,42.0,47.0,47.0,45.0,45.0,56.0,57.0,65.0,67.0,72.0,72.0,72.0,81.0,87.0,93.0,94.0,100.0,100.0,100.0,113.0,122.0,128.0,142.0,147.0,147.0,147.0
CL-AR,Chile,Araucania,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,6.0,7.0,7.0,9.0,13.0,14.0,14.0,15.0,16.0,16.0,17.0,17.0,17.0,20.0,21.0,21.0,22.0,23.0,23.0,23.0,25.0,26.0,26.0,26.0,27.0,29.0,32.0,32.0,32.0,35.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,37.0,38.0,39.0,39.0,41.0,43.0,43.0,44.0,44.0,44.0,44.0,44.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,48.0,49.0,50.0,32.0,32.0,33.0,34.0,35.0,36.0,36.0,36.0,36.0,36.0,37.0,38.0,39.0,39.0,39.0,39.0,40.0,40.0,40.0,40.0,41.0,41.0,41.0
CL-AP,Chile,Arica y Parinacota,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,10.0,8.0,8.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,15.0,16.0,19.0,20.0,20.0,20.0,20.0
CL-AT,Chile,Atacama,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
CL-AI,Chile,Aysen,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CL-BI,Chile,Biobio,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,13.0,13.0,13.0,13.0,11.0,11.0,11.0,12.0,14.0,16.0,18.0,19.0,19.0,25.0,28.0,31.0,32.0,34.0,35.0,35.0,40.0,42.0,45.0,46.0,50.0,50.0,50.0
CL-CO,Chile,Coquimbo,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0,7.0,8.0,10.0,10.0,10.0,12.0,15.0,16.0,16.0,17.0,17.0,17.0,18.0,22.0,23.0,23.0,23.0,23.0,23.0
CL-LL,Chile,Los Lagos,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,15.0,17.0,17.0,17.0,18.0,19.0,20.0,20.0,21.0,21.0,21.0
CL-LR,Chile,Los Rios,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
CL-MA,Chile,Magallanes,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,8.0,8.0,9.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,13.0,14.0,14.0,16.0,16.0,16.0,16.0,16.0,16.0,17.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
CL-ML,Chile,Maule,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,7.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,17.0,17.0,19.0,21.0,24.0,24.0,24.0,18.0,18.0,18.0,19.0,19.0,20.0,23.0,23.0,23.0,24.0,25.0,27.0,32.0,33.0,33.0,33.0,36.0,36.0,39.0,41.0,48.0,48.0,48.0
CL-NB,Chile,Nuble,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,10.0,11.0,12.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,16.0,16.0,17.0,17.0,17.0,17.0,18.0,18.0,18.0,18.0,19.0,19.0,20.0,20.0,20.0,20.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,22.0,22.0,22.0,22.0,22.0,23.0,23.0,23.0,23.0,24.0,24.0,24.0,24.0,25.0,18.0,18.0,20.0,20.0,20.0,22.0,22.0,22.0,22.0,24.0,24.0,25.0,27.0,28.0,28.0,28.0,29.0,30.0,31.0,31.0,32.0,32.0,32.0
CL-LI,Chile,O'Higgins,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,7.0,7.0,7.0,8.0,11.0,11.0,13.0,13.0,14.0,14.0,14.0,16.0,18.0,18.0,18.0,20.0,21.0,22.0,25.0,25.0,22.0,23.0,26.0,28.0,30.0,32.0,33.0,35.0,35.0,41.0,44.0,46.0,50.0,52.0,52.0,52.0,59.0,63.0,65.0,68.0,69.0,69.0,69.0
CL-RM,Chile,Santiago,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2,2.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0,6.0,8.0,9.0,10.0,10.0,12.0,14.0,21.0,29.0,32.0,35.0,36.0,40.0,41.0,48.0,51.0,58.0,63.0,67.0,69.0,78.0,85.0,86.0,89.0,91.0,95.0,100.0,104.0,110.0,114.0,122.0,135.0,143.0,146.0,150.0,152.0,157.0,163.0,166.0,172.0,178.0,184.0,202.0,221.0,246.0,270.0,294.0,318.0,348.0,388.0,423.0,455.0,494.0,529.0,567.0,595.0,638.0,685.0,728.0,775.0,824.0,894.0,961.0,1034.0,1105.0,1184.0,1273.0,1950.0,1968.0,2115.0,2273.0,2468.0,2681.0,2878.0,2913.0,2934.0,3114.0,3319.0,3545.0,3715.0,3870.0,3892.0,3895.0,4065.0,4206.0,4342.0,4584.0,4711.0,4777.0,4889.0
CL-TA,Chile,Tarapaca,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,7.0,7.0,8.0,11.0,12.0,14.0,18.0,21.0,22.0,23.0,28.0,28.0,28.0,30.0,32.0,35.0,35.0,46.0,46.0,48.0,52.0,58.0,58.0,58.0,67.0,68.0,71.0,79.0,80.0,80.0,80.0,84.0,85.0,85.0,88.0,91.0,91.0,91.0
CL-VS,Chile,Valparaiso,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,6.0,7.0,7.0,8.0,9.0,9.0,9.0,10.0,12.0,12.0,12.0,13.0,13.0,13.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,23.0,24.0,25.0,27.0,28.0,29.0,30.0,32.0,35.0,38.0,40.0,44.0,48.0,53.0,57.0,58.0,60.0,61.0,63.0,66.0,70.0,72.0,77.0,78.0,88.0,91.0,93.0,85.0,85.0,99.0,107.0,118.0,120.0,125.0,126.0,126.0,141.0,143.0,150.0,158.0,170.0,170.0,170.0,187.0,195.0,204.0,217.0,229.0,229.0,230.0
CO-AMA,Colombia,Amazonas,2020-07-01 21:24:42.128906,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,4.0,0.0,5.0,0.0,7.0,10.0,15.0,0.0,16.0,0.0,0.0,19.0,24.0,32.0,34.0,0.0,0.0,36.0,37.0,41.0,43.0,0.0,0.0,44.0,48.0,49.0,0.0,0.0,55.0,0.0,56.0,0.0,58.0,59.0,0.0,64.0,65.0,0.0,0.0,67.0,70.0,0.0,71.0,0.0,74.0,0.0,0.0,76.0,0.0,78.0,0.0,79.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0
