dep,jour,p,t,cl_age90
01,2020-05-28,0,27,89
01,2020-05-28,0,23,90
02,2020-05-28,11,330,0
02,2020-05-28,0,7,09
02,2020-05-28,0,16,19
02,2020-05-28,2,40,29
02,2020-05-28,4,53,39
02,2020-05-28,0,54,49
02,2020-05-28,1,53,59
02,2020-05-28,1,39,69
02,2020-05-28,0,27,79
02,2020-05-28,2,24,89
02,2020-05-28,1,17,90
03,2020-05-28,2,120,0
03,2020-05-28,0,3,09
03,2020-05-28,0,1,19
03,2020-05-28,0,15,29
03,2020-05-28,0,12,39
03,2020-05-28,0,11,49
03,2020-05-28,0,21,59
03,2020-05-28,2,23,69
03,2020-05-28,0,18,79
03,2020-05-28,0,12,89
03,2020-05-28,0,4,90
04,2020-05-28,2,100,0
04,2020-05-28,0,6,09
04,2020-05-28,0,5,19
04,2020-05-28,0,10,29
04,2020-05-28,0,4,39
04,2020-05-28,0,13,49
04,2020-05-28,0,9,59
04,2020-05-28,1,19,69
04,2020-05-28,1,14,79
04,2020-05-28,0,16,89
04,2020-05-28,0,4,90
05,2020-05-28,0,100,0
05,2020-05-28,0,2,09
05,2020-05-28,0,4,19
05,2020-05-28,0,7,29
05,2020-05-28,0,10,39
05,2020-05-28,0,3,49
05,2020-05-28,0,11,59
05,2020-05-28,0,9,69
05,2020-05-28,0,12,79
05,2020-05-28,0,18,89
05,2020-05-28,0,24,90
06,2020-05-28,5,845,0
06,2020-05-28,0,31,09
06,2020-05-28,0,48,19
06,2020-05-28,1,97,29
06,2020-05-28,0,109,39
06,2020-05-28,0,91,49
06,2020-05-28,1,110,59
06,2020-05-28,2,94,69
06,2020-05-28,0,99,79
06,2020-05-28,1,101,89
06,2020-05-28,0,65,90
07,2020-05-28,2,114,0
07,2020-05-28,0,5,09
07,2020-05-28,0,4,19
07,2020-05-28,0,10,29
07,2020-05-28,0,14,39
07,2020-05-28,1,19,49
07,2020-05-28,0,14,59
07,2020-05-28,0,17,69
07,2020-05-28,1,9,79
07,2020-05-28,0,12,89
07,2020-05-28,0,10,90
08,2020-05-28,2,137,0
08,2020-05-28,0,6,09
08,2020-05-28,0,14,19
08,2020-05-28,0,12,29
08,2020-05-28,0,11,39
08,2020-05-28,0,12,49
08,2020-05-28,0,16,59
08,2020-05-28,0,19,69
08,2020-05-28,0,14,79
08,2020-05-28,2,19,89
08,2020-05-28,0,14,90
09,2020-05-28,0,60,0
09,2020-05-28,0,8,09
09,2020-05-28,0,10,19
09,2020-05-28,0,2,29
09,2020-05-28,0,7,39
09,2020-05-28,0,10,49
09,2020-05-28,0,9,59
09,2020-05-28,0,7,69
09,2020-05-28,0,3,79
09,2020-05-28,0,3,89
09,2020-05-28,0,1,90
10,2020-05-28,2,159,0
10,2020-05-28,0,7,09
10,2020-05-28,0,12,19
10,2020-05-28,0,25,29
10,2020-05-28,1,23,39
10,2020-05-28,0,30,49
10,2020-05-28,0,16,59
10,2020-05-28,0,24,69
10,2020-05-28,0,8,79
10,2020-05-28,0,11,89
10,2020-05-28,1,3,90
11,2020-05-28,0,179,0
11,2020-05-28,0,5,09
11,2020-05-28,0,8,19
11,2020-05-28,0,20,29
11,2020-05-28,0,18,39
11,2020-05-28,0,25,49
11,2020-05-28,0,23,59
11,2020-05-28,0,25,69
11,2020-05-28,0,23,79
11,2020-05-28,0,23,89
11,2020-05-28,0,9,90
12,2020-05-28,1,141,0
12,2020-05-28,0,7,09
12,2020-05-28,0,7,19
12,2020-05-28,0,18,29
12,2020-05-28,0,11,39
12,2020-05-28,0,20,49
12,2020-05-28,0,20,59
12,2020-05-28,0,10,69
12,2020-05-28,0,11,79
12,2020-05-28,0,20,89
12,2020-05-28,1,17,90
13,2020-05-28,35,2316,0
13,2020-05-28,1,96,09
13,2020-05-28,0,96,19
13,2020-05-28,1,362,29
13,2020-05-28,8,381,39
13,2020-05-28,9,331,49
13,2020-05-28,5,315,59
13,2020-05-28,2,266,69
13,2020-05-28,3,207,79
13,2020-05-28,5,193,89
13,2020-05-28,1,68,90
14,2020-05-28,1,325,0
14,2020-05-28,0,19,09
14,2020-05-28,0,17,19
14,2020-05-28,0,45,29
14,2020-05-28,0,44,39
14,2020-05-28,0,29,49
14,2020-05-28,1,38,59
14,2020-05-28,0,47,69
14,2020-05-28,0,37,79
14,2020-05-28,0,29,89
14,2020-05-28,0,20,90
15,2020-05-28,0,59,0
15,2020-05-28,0,2,09
15,2020-05-28,0,4,19
15,2020-05-28,0,6,29
15,2020-05-28,0,5,39
15,2020-05-28,0,9,49
15,2020-05-28,0,16,59
15,2020-05-28,0,4,69
15,2020-05-28,0,5,79
15,2020-05-28,0,7,89
15,2020-05-28,0,1,90
16,2020-05-28,0,231,0
16,2020-05-28,0,9,09
16,2020-05-28,0,9,19
16,2020-05-28,0,28,29
16,2020-05-28,0,31,39
16,2020-05-28,0,30,49
16,2020-05-28,0,21,59
16,2020-05-28,0,12,69
16,2020-05-28,0,7,79
16,2020-05-28,0,38,89
16,2020-05-28,0,46,90
17,2020-05-28,1,140,0
17,2020-05-28,0,8,09
17,2020-05-28,0,12,19
17,2020-05-28,0,16,29
17,2020-05-28,0,11,39
17,2020-05-28,1,18,49
17,2020-05-28,0,13,59
17,2020-05-28,0,14,69
17,2020-05-28,0,15,79
17,2020-05-28,0,19,89
17,2020-05-28,0,14,90
18,2020-05-28,0,108,0
18,2020-05-28,0,8,09
18,2020-05-28,0,7,19
18,2020-05-28,0,12,29
18,2020-05-28,0,15,39
18,2020-05-28,0,10,49
18,2020-05-28,0,15,59
18,2020-05-28,0,13,69
18,2020-05-28,0,14,79
18,2020-05-28,0,7,89
18,2020-05-28,0,7,90
19,2020-05-28,0,134,0
19,2020-05-28,0,4,09
19,2020-05-28,0,8,19
19,2020-05-28,0,15,29
19,2020-05-28,0,13,39
19,2020-05-28,0,19,49
19,2020-05-28,0,14,59
19,2020-05-28,0,25,69
19,2020-05-28,0,17,79
19,2020-05-28,0,16,89
19,2020-05-28,0,3,90
21,2020-05-28,3,269,0
21,2020-05-28,0,24,09
21,2020-05-28,0,25,19
21,2020-05-28,0,55,29
21,2020-05-28,0,34,39
21,2020-05-28,0,30,49
21,2020-05-28,0,34,59
21,2020-05-28,0,24,69
21,2020-05-28,1,16,79
21,2020-05-28,0,15,89
21,2020-05-28,2,12,90
22,2020-05-28,5,383,0
22,2020-05-28,0,30,09
22,2020-05-28,0,21,19
22,2020-05-28,0,38,29
22,2020-05-28,1,53,39
22,2020-05-28,3,64,49
22,2020-05-28,1,60,59
22,2020-05-28,0,32,69
22,2020-05-28,0,33,79
22,2020-05-28,0,39,89
22,2020-05-28,0,13,90
23,2020-05-28,2,165,0
23,2020-05-28,0,2,09
23,2020-05-28,0,6,19
23,2020-05-28,1,11,29
23,2020-05-28,0,15,39
23,2020-05-28,0,15,49
23,2020-05-28,0,13,59
23,2020-05-28,0,16,69
23,2020-05-28,0,14,79
23,2020-05-28,0,43,89
23,2020-05-28,1,30,90
24,2020-05-28,1,155,0
24,2020-05-28,0,10,09
24,2020-05-28,0,10,19
24,2020-05-28,0,17,29
24,2020-05-28,0,10,39
24,2020-05-28,0,20,49
24,2020-05-28,1,26,59
24,2020-05-28,0,23,69
24,2020-05-28,0,20,79
24,2020-05-28,0,13,89
24,2020-05-28,0,6,90
25,2020-05-28,2,301,0
25,2020-05-28,0,19,09
25,2020-05-28,0,19,19
25,2020-05-28,1,41,29
25,2020-05-28,0,36,39
25,2020-05-28,0,47,49
25,2020-05-28,0,38,59
25,2020-05-28,0,40,69
25,2020-05-28,0,30,79
25,2020-05-28,1,27,89
25,2020-05-28,0,4,90
26,2020-05-28,3,214,0
26,2020-05-28,0,14,09
26,2020-05-28,0,14,19
26,2020-05-28,1,25,29
26,2020-05-28,0,33,39
26,2020-05-28,1,35,49
26,2020-05-28,1,44,59
26,2020-05-28,0,17,69
26,2020-05-28,0,20,79
26,2020-05-28,0,11,89
26,2020-05-28,0,1,90
27,2020-05-28,2,188,0
27,2020-05-28,0,7,09
27,2020-05-28,1,13,19
27,2020-05-28,1,12,29
27,2020-05-28,0,19,39
27,2020-05-28,0,22,49
27,2020-05-28,0,35,59
27,2020-05-28,0,30,69
27,2020-05-28,0,22,79
27,2020-05-28,0,19,89
27,2020-05-28,0,9,90
28,2020-05-28,4,182,0
28,2020-05-28,0,7,09
28,2020-05-28,1,17,19
28,2020-05-28,0,13,29
28,2020-05-28,0,23,39
28,2020-05-28,1,17,49
28,2020-05-28,0,18,59
28,2020-05-28,0,24,69
28,2020-05-28,0,23,79
28,2020-05-28,1,24,89
28,2020-05-28,1,16,90
29,2020-05-28,3,259,0
29,2020-05-28,0,21,09
29,2020-05-28,0,24,19
29,2020-05-28,1,27,29
29,2020-05-28,0,30,39
29,2020-05-28,0,36,49
29,2020-05-28,1,36,59
29,2020-05-28,1,31,69
29,2020-05-28,0,20,79
29,2020-05-28,0,22,89
29,2020-05-28,0,12,90
2A,2020-05-28,3,140,0
2A,2020-05-28,0,7,09
2A,2020-05-28,0,4,19
2A,2020-05-28,0,18,29
2A,2020-05-28,1,23,39
2A,2020-05-28,0,25,49
2A,2020-05-28,0,26,59
2A,2020-05-28,2,15,69
2A,2020-05-28,0,9,79
2A,2020-05-28,0,8,89
2A,2020-05-28,0,5,90
2B,2020-05-28,0,133,0
2B,2020-05-28,0,3,09
2B,2020-05-28,0,7,19
2B,2020-05-28,0,13,29
2B,2020-05-28,0,32,39
2B,2020-05-28,0,23,49
2B,2020-05-28,0,30,59
2B,2020-05-28,0,7,69
2B,2020-05-28,0,12,79
2B,2020-05-28,0,3,89
2B,2020-05-28,0,3,90
30,2020-05-28,3,396,0
30,2020-05-28,0,22,09
30,2020-05-28,0,29,19
30,2020-05-28,0,30,29
30,2020-05-28,1,47,39
30,2020-05-28,1,45,49
30,2020-05-28,0,54,59
30,2020-05-28,0,42,69
30,2020-05-28,0,51,79
30,2020-05-28,0,49,89
30,2020-05-28,1,27,90
31,2020-05-28,3,1115,0
31,2020-05-28,0,76,09
31,2020-05-28,0,65,19
31,2020-05-28,0,162,29
31,2020-05-28,3,163,39
31,2020-05-28,0,151,49
31,2020-05-28,0,165,59
31,2020-05-28,0,97,69
31,2020-05-28,0,73,79
31,2020-05-28,0,89,89
31,2020-05-28,0,73,90
32,2020-05-28,4,131,0
32,2020-05-28,1,6,09
32,2020-05-28,0,13,19
32,2020-05-28,0,14,29
32,2020-05-28,0,15,39
32,2020-05-28,1,21,49
32,2020-05-28,1,27,59
32,2020-05-28,0,7,69
32,2020-05-28,0,10,79
32,2020-05-28,1,9,89
32,2020-05-28,0,9,90
33,2020-05-28,3,809,0
33,2020-05-28,0,43,09
33,2020-05-28,0,65,19
33,2020-05-28,1,95,29
33,2020-05-28,0,111,39
33,2020-05-28,1,107,49
33,2020-05-28,1,100,59
33,2020-05-28,0,76,69
33,2020-05-28,0,51,79
33,2020-05-28,0,84,89
33,2020-05-28,0,77,90
34,2020-05-28,2,1022,0
34,2020-05-28,0,37,09
34,2020-05-28,0,64,19
34,2020-05-28,0,104,29
34,2020-05-28,1,128,39
34,2020-05-28,0,136,49
34,2020-05-28,0,150,59
34,2020-05-28,0,108,69
34,2020-05-28,1,122,79
34,2020-05-28,0,111,89
34,2020-05-28,0,62,90
35,2020-05-28,2,371,0
35,2020-05-28,1,40,09
35,2020-05-28,1,34,19
35,2020-05-28,0,50,29
35,2020-05-28,0,54,39
35,2020-05-28,0,52,49
35,2020-05-28,0,46,59
35,2020-05-28,0,36,69
35,2020-05-28,0,18,79
35,2020-05-28,0,27,89
35,2020-05-28,0,14,90
36,2020-05-28,0,101,0
36,2020-05-28,0,3,09
36,2020-05-28,0,10,19
36,2020-05-28,0,12,29
36,2020-05-28,0,10,39
36,2020-05-28,0,14,49
36,2020-05-28,0,16,59
36,2020-05-28,0,6,69
36,2020-05-28,0,11,79
36,2020-05-28,0,12,89
36,2020-05-28,0,7,90
37,2020-05-28,5,412,0
37,2020-05-28,0,17,09
37,2020-05-28,0,34,19
37,2020-05-28,1,58,29
37,2020-05-28,3,52,39
37,2020-05-28,1,53,49
37,2020-05-28,0,43,59
37,2020-05-28,0,55,69
37,2020-05-28,0,40,79
37,2020-05-28,0,39,89
37,2020-05-28,0,21,90
38,2020-05-28,14,552,0
38,2020-05-28,1,47,09
38,2020-05-28,0,33,19
38,2020-05-28,1,87,29
38,2020-05-28,0,85,39
38,2020-05-28,1,51,49
38,2020-05-28,0,60,59
38,2020-05-28,0,54,69
38,2020-05-28,0,43,79
38,2020-05-28,3,52,89
38,2020-05-28,0,18,90
39,2020-05-28,0,105,0
39,2020-05-28,0,6,09
39,2020-05-28,0,10,19
39,2020-05-28,0,16,29
39,2020-05-28,0,14,39
39,2020-05-28,0,9,49
39,2020-05-28,0,25,59
39,2020-05-28,0,8,69
39,2020-05-28,0,7,79
39,2020-05-28,0,7,89
39,2020-05-28,0,3,90
40,2020-05-28,1,106,0
40,2020-05-28,0,14,09
40,2020-05-28,0,19,19
40,2020-05-28,0,6,29
40,2020-05-28,1,10,39
40,2020-05-28,0,10,49
40,2020-05-28,0,19,59
40,2020-05-28,0,8,69
40,2020-05-28,0,17,79
40,2020-05-28,0,3,89
40,2020-05-28,0,0,90
41,2020-05-28,0,126,0
41,2020-05-28,0,4,09
41,2020-05-28,0,4,19
41,2020-05-28,0,14,29
41,2020-05-28,0,14,39
41,2020-05-28,0,11,49
41,2020-05-28,0,22,59
41,2020-05-28,0,18,69
41,2020-05-28,0,20,79
41,2020-05-28,0,10,89
41,2020-05-28,0,9,90
42,2020-05-28,1,387,0
42,2020-05-28,0,29,09
42,2020-05-28,0,30,19
42,2020-05-28,0,48,29
42,2020-05-28,0,45,39
42,2020-05-28,0,46,49
42,2020-05-28,0,54,59
42,2020-05-28,1,54,69
42,2020-05-28,0,39,79
42,2020-05-28,0,31,89
42,2020-05-28,0,11,90
43,2020-05-28,1,62,0
43,2020-05-28,0,7,09
43,2020-05-28,0,4,19
43,2020-05-28,0,6,29
43,2020-05-28,0,3,39
43,2020-05-28,0,7,49
43,2020-05-28,0,8,59
43,2020-05-28,0,10,69
43,2020-05-28,0,5,79
43,2020-05-28,1,10,89
43,2020-05-28,0,2,90
44,2020-05-28,18,852,0
44,2020-05-28,0,65,09
44,2020-05-28,4,50,19
44,2020-05-28,2,137,29
44,2020-05-28,2,171,39
44,2020-05-28,3,117,49
44,2020-05-28,3,84,59
44,2020-05-28,0,56,69
44,2020-05-28,0,71,79
44,2020-05-28,1,59,89
44,2020-05-28,3,42,90
45,2020-05-28,35,557,0
45,2020-05-28,2,33,09
45,2020-05-28,1,39,19
45,2020-05-28,6,61,29
45,2020-05-28,2,80,39
45,2020-05-28,3,74,49
45,2020-05-28,2,69,59
45,2020-05-28,2,53,69
45,2020-05-28,2,51,79
45,2020-05-28,8,57,89
45,2020-05-28,7,40,90
46,2020-05-28,0,58,0
46,2020-05-28,0,2,09
46,2020-05-28,0,5,19
46,2020-05-28,0,2,29
46,2020-05-28,0,5,39
46,2020-05-28,0,7,49
46,2020-05-28,0,7,59
46,2020-05-28,0,9,69
46,2020-05-28,0,8,79
46,2020-05-28,0,3,89
46,2020-05-28,0,10,90
47,2020-05-28,0,125,0
47,2020-05-28,0,3,09
47,2020-05-28,0,8,19
47,2020-05-28,0,13,29
47,2020-05-28,0,20,39
47,2020-05-28,0,16,49
47,2020-05-28,0,26,59
47,2020-05-28,0,8,69
47,2020-05-28,0,10,79
47,2020-05-28,0,13,89
47,2020-05-28,0,8,90
48,2020-05-28,0,38,0
48,2020-05-28,0,1,09
48,2020-05-28,0,3,19
48,2020-05-28,0,0,29
48,2020-05-28,0,4,39
48,2020-05-28,0,7,49
48,2020-05-28,0,4,59
48,2020-05-28,0,11,69
48,2020-05-28,0,2,79
48,2020-05-28,0,5,89
48,2020-05-28,0,1,90
49,2020-05-28,6,624,0
49,2020-05-28,0,50,09
49,2020-05-28,1,48,19
49,2020-05-28,1,90,29
49,2020-05-28,0,76,39
49,2020-05-28,0,83,49
49,2020-05-28,1,91,59
49,2020-05-28,0,56,69
49,2020-05-28,1,39,79
49,2020-05-28,0,44,89
49,2020-05-28,2,47,90
50,2020-05-28,0,198,0
50,2020-05-28,0,10,09
50,2020-05-28,0,13,19
50,2020-05-28,0,20,29
50,2020-05-28,0,23,39
50,2020-05-28,0,22,49
50,2020-05-28,0,25,59
50,2020-05-28,0,28,69
50,2020-05-28,0,23,79
50,2020-05-28,0,22,89
50,2020-05-28,0,12,90
51,2020-05-28,2,239,0
51,2020-05-28,1,5,09
51,2020-05-28,0,11,19
51,2020-05-28,0,32,29
51,2020-05-28,0,43,39
51,2020-05-28,0,28,49
51,2020-05-28,0,31,59
51,2020-05-28,1,31,69
51,2020-05-28,0,29,79
51,2020-05-28,0,20,89
51,2020-05-28,0,9,90
52,2020-05-28,0,61,0
52,2020-05-28,0,2,09
52,2020-05-28,0,5,19
52,2020-05-28,0,11,29
52,2020-05-28,0,6,39
52,2020-05-28,0,5,49
52,2020-05-28,0,14,59
52,2020-05-28,0,3,69
52,2020-05-28,0,11,79
52,2020-05-28,0,3,89
52,2020-05-28,0,1,90
53,2020-05-28,0,114,0
53,2020-05-28,0,4,09
53,2020-05-28,0,6,19
53,2020-05-28,0,13,29
53,2020-05-28,0,11,39
53,2020-05-28,0,14,49
53,2020-05-28,0,9,59
53,2020-05-28,0,6,69
53,2020-05-28,0,8,79
53,2020-05-28,0,19,89
53,2020-05-28,0,24,90
54,2020-05-28,8,583,0
54,2020-05-28,0,17,09
54,2020-05-28,1,36,19
54,2020-05-28,1,63,29
54,2020-05-28,2,89,39
54,2020-05-28,2,68,49
54,2020-05-28,2,80,59
54,2020-05-28,0,72,69
54,2020-05-28,0,80,79
54,2020-05-28,0,62,89
54,2020-05-28,0,16,90
55,2020-05-28,1,213,0
55,2020-05-28,0,13,09
55,2020-05-28,0,25,19
55,2020-05-28,1,40,29
55,2020-05-28,0,28,39
55,2020-05-28,0,30,49
55,2020-05-28,0,23,59
55,2020-05-28,0,18,69
55,2020-05-28,0,23,79
55,2020-05-28,0,9,89
55,2020-05-28,0,4,90
56,2020-05-28,8,250,0
56,2020-05-28,0,15,09
56,2020-05-28,0,16,19
56,2020-05-28,0,26,29
56,2020-05-28,0,27,39
56,2020-05-28,0,22,49
56,2020-05-28,0,27,59
56,2020-05-28,0,24,69
56,2020-05-28,2,19,79
56,2020-05-28,5,47,89
56,2020-05-28,1,27,90
57,2020-05-28,14,642,0
57,2020-05-28,0,23,09
57,2020-05-28,0,32,19
57,2020-05-28,1,86,29
57,2020-05-28,3,94,39
57,2020-05-28,1,78,49
57,2020-05-28,2,82,59
57,2020-05-28,3,103,69
57,2020-05-28,3,77,79
57,2020-05-28,1,50,89
57,2020-05-28,0,17,90
58,2020-05-28,1,102,0
58,2020-05-28,0,2,09
58,2020-05-28,0,2,19
58,2020-05-28,0,6,29
58,2020-05-28,1,8,39
58,2020-05-28,0,14,49
58,2020-05-28,0,14,59
58,2020-05-28,0,11,69
58,2020-05-28,0,14,79
58,2020-05-28,0,24,89
58,2020-05-28,0,7,90
59,2020-05-28,31,2159,0
59,2020-05-28,0,107,09
59,2020-05-28,1,139,19
59,2020-05-28,5,321,29
59,2020-05-28,4,358,39
59,2020-05-28,10,323,49
59,2020-05-28,1,298,59
59,2020-05-28,2,197,69
59,2020-05-28,1,162,79
59,2020-05-28,2,164,89
59,2020-05-28,5,90,90
60,2020-05-28,7,469,0
60,2020-05-28,0,22,09
60,2020-05-28,1,20,19
60,2020-05-28,0,48,29
60,2020-05-28,1,67,39
60,2020-05-28,2,76,49
60,2020-05-28,2,77,59
60,2020-05-28,1,62,69
60,2020-05-28,0,57,79
60,2020-05-28,0,27,89
60,2020-05-28,0,13,90
61,2020-05-28,1,107,0
61,2020-05-28,0,5,09
61,2020-05-28,0,7,19
61,2020-05-28,0,9,29
61,2020-05-28,0,11,39
61,2020-05-28,0,8,49
61,2020-05-28,0,11,59
61,2020-05-28,0,20,69
61,2020-05-28,0,20,79
61,2020-05-28,1,12,89
61,2020-05-28,0,4,90
62,2020-05-28,5,791,0
62,2020-05-28,0,27,09
62,2020-05-28,0,33,19
62,2020-05-28,1,97,29
62,2020-05-28,0,98,39
62,2020-05-28,0,101,49
62,2020-05-28,0,102,59
62,2020-05-28,3,119,69
62,2020-05-28,1,86,79
62,2020-05-28,0,95,89
62,2020-05-28,0,33,90
63,2020-05-28,1,374,0
63,2020-05-28,0,12,09
63,2020-05-28,0,27,19
63,2020-05-28,0,49,29
63,2020-05-28,0,62,39
63,2020-05-28,1,45,49
63,2020-05-28,0,50,59
63,2020-05-28,0,40,69
63,2020-05-28,0,49,79
63,2020-05-28,0,27,89
63,2020-05-28,0,13,90
64,2020-05-28,8,500,0
64,2020-05-28,0,27,09
64,2020-05-28,2,28,19
64,2020-05-28,0,61,29
64,2020-05-28,0,75,39
64,2020-05-28,0,87,49
64,2020-05-28,1,119,59
64,2020-05-28,1,36,69
64,2020-05-28,1,24,79
64,2020-05-28,2,20,89
64,2020-05-28,1,23,90
65,2020-05-28,0,90,0
65,2020-05-28,0,3,09
65,2020-05-28,0,6,19
65,2020-05-28,0,6,29
65,2020-05-28,0,6,39
65,2020-05-28,0,14,49
65,2020-05-28,0,8,59
65,2020-05-28,0,13,69
65,2020-05-28,0,15,79
65,2020-05-28,0,13,89
65,2020-05-28,0,6,90
66,2020-05-28,0,138,0
66,2020-05-28,0,13,09
66,2020-05-28,0,11,19
66,2020-05-28,0,12,29
66,2020-05-28,0,26,39
66,2020-05-28,0,14,49
66,2020-05-28,0,12,59
66,2020-05-28,0,13,69
66,2020-05-28,0,13,79
66,2020-05-28,0,17,89
66,2020-05-28,0,7,90
67,2020-05-28,19,990,0
67,2020-05-28,1,40,09
67,2020-05-28,2,63,19
67,2020-05-28,2,127,29
67,2020-05-28,0,118,39
67,2020-05-28,0,107,49
67,2020-05-28,1,127,59
67,2020-05-28,2,109,69
67,2020-05-28,1,93,79
67,2020-05-28,6,129,89
67,2020-05-28,4,77,90
68,2020-05-28,15,539,0
68,2020-05-28,1,29,09
68,2020-05-28,0,33,19
68,2020-05-28,3,61,29
68,2020-05-28,0,61,39
68,2020-05-28,0,80,49
68,2020-05-28,3,73,59
68,2020-05-28,2,79,69
68,2020-05-28,2,56,79
68,2020-05-28,3,49,89
68,2020-05-28,1,18,90
69,2020-05-28,23,1247,0
69,2020-05-28,1,82,09
69,2020-05-28,2,98,19
69,2020-05-28,5,154,29
69,2020-05-28,0,191,39
69,2020-05-28,3,169,49
69,2020-05-28,4,144,59
69,2020-05-28,2,120,69
69,2020-05-28,3,101,79
69,2020-05-28,3,113,89
69,2020-05-28,0,75,90
70,2020-05-28,2,174,0
70,2020-05-28,0,9,09
70,2020-05-28,0,11,19
70,2020-05-28,0,12,29
70,2020-05-28,0,17,39
70,2020-05-28,0,23,49
70,2020-05-28,1,32,59
70,2020-05-28,0,26,69
70,2020-05-28,1,19,79
70,2020-05-28,0,21,89
70,2020-05-28,0,4,90
71,2020-05-28,1,323,0
71,2020-05-28,0,12,09
71,2020-05-28,0,19,19
71,2020-05-28,1,37,29
71,2020-05-28,0,29,39
71,2020-05-28,0,36,49
71,2020-05-28,0,55,59
71,2020-05-28,0,39,69
71,2020-05-28,0,39,79
71,2020-05-28,0,42,89
71,2020-05-28,0,15,90
72,2020-05-28,5,244,0
72,2020-05-28,1,17,09
72,2020-05-28,0,22,19
72,2020-05-28,0,23,29
72,2020-05-28,0,22,39
72,2020-05-28,0,21,49
72,2020-05-28,1,41,59
72,2020-05-28,0,23,69
72,2020-05-28,1,28,79
72,2020-05-28,0,30,89
72,2020-05-28,2,17,90
73,2020-05-28,3,316,0
73,2020-05-28,0,10,09
73,2020-05-28,1,13,19
73,2020-05-28,0,28,29
73,2020-05-28,1,28,39
73,2020-05-28,0,20,49
73,2020-05-28,1,32,59
73,2020-05-28,0,21,69
73,2020-05-28,0,21,79
73,2020-05-28,0,67,89
73,2020-05-28,0,76,90
74,2020-05-28,0,336,0
74,2020-05-28,0,22,09
74,2020-05-28,0,21,19
74,2020-05-28,0,48,29
74,2020-05-28,0,55,39
74,2020-05-28,0,43,49
74,2020-05-28,0,49,59
74,2020-05-28,0,31,69
74,2020-05-28,0,29,79
74,2020-05-28,0,29,89
74,2020-05-28,0,9,90
75,2020-05-28,36,1746,0
75,2020-05-28,0,87,09
75,2020-05-28,1,99,19
75,2020-05-28,6,285,29
75,2020-05-28,6,308,39
75,2020-05-28,7,242,49
75,2020-05-28,4,255,59
75,2020-05-28,2,169,69
75,2020-05-28,3,159,79
75,2020-05-28,1,87,89
75,2020-05-28,5,52,90
76,2020-05-28,2,407,0
76,2020-05-28,0,30,09
76,2020-05-28,0,39,19
76,2020-05-28,1,62,29
76,2020-05-28,0,64,39
76,2020-05-28,0,43,49
76,2020-05-28,0,48,59
76,2020-05-28,0,50,69
76,2020-05-28,0,25,79
76,2020-05-28,0,30,89
76,2020-05-28,1,16,90
77,2020-05-28,12,1132,0
77,2020-05-28,0,38,09
77,2020-05-28,1,64,19
77,2020-05-28,3,128,29
77,2020-05-28,2,161,39
77,2020-05-28,1,189,49
77,2020-05-28,1,176,59
77,2020-05-28,2,136,69
77,2020-05-28,0,107,79
77,2020-05-28,2,89,89
77,2020-05-28,0,43,90
78,2020-05-28,18,737,0
78,2020-05-28,0,43,09
78,2020-05-28,1,42,19
78,2020-05-28,0,91,29
78,2020-05-28,2,117,39
78,2020-05-28,3,92,49
78,2020-05-28,2,116,59
78,2020-05-28,3,77,69
78,2020-05-28,2,75,79
78,2020-05-28,3,57,89
78,2020-05-28,1,26,90
79,2020-05-28,4,291,0
79,2020-05-28,0,11,09
79,2020-05-28,0,18,19
79,2020-05-28,1,33,29
79,2020-05-28,2,37,39
79,2020-05-28,1,56,49
79,2020-05-28,0,45,59
79,2020-05-28,0,21,69
79,2020-05-28,0,12,79
79,2020-05-28,0,33,89
79,2020-05-28,0,25,90
80,2020-05-28,2,697,0
80,2020-05-28,0,30,09
80,2020-05-28,0,33,19
80,2020-05-28,1,81,29
80,2020-05-28,0,92,39
80,2020-05-28,1,97,49
80,2020-05-28,0,157,59
80,2020-05-28,0,93,69
80,2020-05-28,0,61,79
80,2020-05-28,0,38,89
80,2020-05-28,0,15,90
81,2020-05-28,0,318,0
81,2020-05-28,0,15,09
81,2020-05-28,0,26,19
81,2020-05-28,0,37,29
81,2020-05-28,0,48,39
81,2020-05-28,0,47,49
81,2020-05-28,0,47,59
81,2020-05-28,0,34,69
81,2020-05-28,0,25,79
81,2020-05-28,0,21,89
81,2020-05-28,0,18,90
82,2020-05-28,0,123,0
82,2020-05-28,0,7,09
82,2020-05-28,0,8,19
82,2020-05-28,0,14,29
82,2020-05-28,0,15,39
82,2020-05-28,0,22,49
82,2020-05-28,0,24,59
82,2020-05-28,0,11,69
82,2020-05-28,0,7,79
82,2020-05-28,0,9,89
82,2020-05-28,0,6,90
83,2020-05-28,5,705,0
83,2020-05-28,0,30,09
83,2020-05-28,1,37,19
83,2020-05-28,1,66,29
83,2020-05-28,0,67,39
83,2020-05-28,1,96,49
83,2020-05-28,0,99,59
83,2020-05-28,0,110,69
83,2020-05-28,1,100,79
83,2020-05-28,0,67,89
83,2020-05-28,1,33,90
84,2020-05-28,1,199,0
84,2020-05-28,0,17,09
84,2020-05-28,0,16,19
84,2020-05-28,0,34,29
84,2020-05-28,1,27,39
84,2020-05-28,0,22,49
84,2020-05-28,0,24,59
84,2020-05-28,0,22,69
84,2020-05-28,0,18,79
84,2020-05-28,0,11,89
84,2020-05-28,0,8,90
85,2020-05-28,10,480,0
85,2020-05-28,0,18,09
85,2020-05-28,2,27,19
85,2020-05-28,0,54,29
