Date,Country,Region,Event,Value
2020-02-05,MX,,Confirmed,0
2020-02-05,MX,,Deaths,0
2020-02-05,MY,,Confirmed,12
2020-02-05,MY,,Deaths,0
2020-02-05,NG,,Confirmed,0
2020-02-05,NG,,Deaths,0
2020-02-05,NL,,Confirmed,0
2020-02-05,NL,,Deaths,0
2020-02-05,NO,,Confirmed,0
2020-02-05,NO,,Deaths,0
2020-02-05,NP,,Confirmed,1
2020-02-05,NP,,Deaths,0
2020-02-05,NZ,,Confirmed,0
2020-02-05,NZ,,Deaths,0
2020-02-05,OM,,Confirmed,0
2020-02-05,OM,,Deaths,0
2020-02-05,PA,,Confirmed,0
2020-02-05,PA,,Deaths,0
2020-02-05,PE,,Confirmed,0
2020-02-05,PE,,Deaths,0
2020-02-05,PH,,Confirmed,2
2020-02-05,PH,,Deaths,1
2020-02-05,PK,,Confirmed,0
2020-02-05,PK,,Deaths,0
2020-02-05,PL,,Confirmed,0
2020-02-05,PL,,Deaths,0
2020-02-05,PT,,Confirmed,0
2020-02-05,PT,,Deaths,0
2020-02-05,PY,,Confirmed,0
2020-02-05,PY,,Deaths,0
2020-02-05,QA,,Confirmed,0
2020-02-05,QA,,Deaths,0
2020-02-05,RE,,Confirmed,0
2020-02-05,RE,,Deaths,0
2020-02-05,RO,,Confirmed,0
2020-02-05,RO,,Deaths,0
2020-02-05,RS,,Confirmed,0
2020-02-05,RS,,Deaths,0
2020-02-05,RU,,Confirmed,2
2020-02-05,RU,,Deaths,0
2020-02-05,SA,,Confirmed,0
2020-02-05,SA,,Deaths,0
2020-02-05,SD,,Confirmed,0
2020-02-05,SD,,Deaths,0
2020-02-05,SE,,Confirmed,1
2020-02-05,SE,,Deaths,0
2020-02-05,SG,,Confirmed,28
2020-02-05,SG,,Deaths,0
2020-02-05,SI,,Confirmed,0
2020-02-05,SI,,Deaths,0
2020-02-05,SK,,Confirmed,0
2020-02-05,SK,,Deaths,0
2020-02-05,SM,,Confirmed,0
2020-02-05,SM,,Deaths,0
2020-02-05,SN,,Confirmed,0
2020-02-05,SN,,Deaths,0
2020-02-05,TG,,Confirmed,0
2020-02-05,TG,,Deaths,0
2020-02-05,TH,,Confirmed,25
2020-02-05,TH,,Deaths,0
2020-02-05,TN,,Confirmed,0
2020-02-05,TN,,Deaths,0
2020-02-05,TR,,Confirmed,0
2020-02-05,TR,,Deaths,0
2020-02-05,TW,,Confirmed,11
2020-02-05,TW,,Deaths,0
2020-02-05,UA,,Confirmed,0
2020-02-05,UA,,Deaths,0
2020-02-05,UK,,Confirmed,2
2020-02-05,UK,,Deaths,0
2020-02-05,US,AK,Confirmed,0
2020-02-05,US,AK,Deaths,0
2020-02-05,US,AL,Confirmed,0
2020-02-05,US,AL,Deaths,0
2020-02-05,US,AR,Confirmed,0
2020-02-05,US,AR,Deaths,0
2020-02-05,US,AZ,Confirmed,1
2020-02-05,US,AZ,Deaths,0
2020-02-05,US,CA,Confirmed,6
2020-02-05,US,CA,Deaths,0
2020-02-05,US,CO,Confirmed,0
2020-02-05,US,CO,Deaths,0
2020-02-05,US,CT,Confirmed,0
2020-02-05,US,CT,Deaths,0
2020-02-05,US,DC,Confirmed,0
2020-02-05,US,DC,Deaths,0
2020-02-05,US,DE,Confirmed,0
2020-02-05,US,DE,Deaths,0
2020-02-05,US,Diamond Princess,Confirmed,0
2020-02-05,US,Diamond Princess,Deaths,0
2020-02-05,US,FL,Confirmed,0
2020-02-05,US,FL,Deaths,0
2020-02-05,US,GA,Confirmed,0
2020-02-05,US,GA,Deaths,0
2020-02-05,US,Grand Princess,Confirmed,0
2020-02-05,US,Grand Princess,Deaths,0
2020-02-05,US,HI,Confirmed,0
2020-02-05,US,HI,Deaths,0
2020-02-05,US,IA,Confirmed,0
2020-02-05,US,IA,Deaths,0
2020-02-05,US,ID,Confirmed,0
2020-02-05,US,ID,Deaths,0
2020-02-05,US,IL,Confirmed,2
2020-02-05,US,IL,Deaths,0
2020-02-05,US,IN,Confirmed,0
2020-02-05,US,IN,Deaths,0
2020-02-05,US,KS,Confirmed,0
2020-02-05,US,KS,Deaths,0
2020-02-05,US,KY,Confirmed,0
2020-02-05,US,KY,Deaths,0
2020-02-05,US,LA,Confirmed,0
2020-02-05,US,LA,Deaths,0
2020-02-05,US,MA,Confirmed,1
2020-02-05,US,MA,Deaths,0
2020-02-05,US,MD,Confirmed,0
2020-02-05,US,MD,Deaths,0
2020-02-05,US,ME,Confirmed,0
2020-02-05,US,ME,Deaths,0
2020-02-05,US,MI,Confirmed,0
2020-02-05,US,MI,Deaths,0
2020-02-05,US,MN,Confirmed,0
2020-02-05,US,MN,Deaths,0
2020-02-05,US,MO,Confirmed,0
2020-02-05,US,MO,Deaths,0
2020-02-05,US,MS,Confirmed,0
2020-02-05,US,MS,Deaths,0
2020-02-05,US,MT,Confirmed,0
2020-02-05,US,MT,Deaths,0
2020-02-05,US,NC,Confirmed,0
2020-02-05,US,NC,Deaths,0
2020-02-05,US,ND,Confirmed,0
2020-02-05,US,ND,Deaths,0
2020-02-05,US,NE,Confirmed,0
2020-02-05,US,NE,Deaths,0
2020-02-05,US,NH,Confirmed,0
2020-02-05,US,NH,Deaths,0
2020-02-05,US,NJ,Confirmed,0
2020-02-05,US,NJ,Deaths,0
2020-02-05,US,NM,Confirmed,0
2020-02-05,US,NM,Deaths,0
2020-02-05,US,NV,Confirmed,0
2020-02-05,US,NV,Deaths,0
2020-02-05,US,NY,Confirmed,0
2020-02-05,US,NY,Deaths,0
2020-02-05,US,OH,Confirmed,0
2020-02-05,US,OH,Deaths,0
2020-02-05,US,OK,Confirmed,0
2020-02-05,US,OK,Deaths,0
2020-02-05,US,OR,Confirmed,0
2020-02-05,US,OR,Deaths,0
2020-02-05,US,OR ,Confirmed,0
2020-02-05,US,OR ,Deaths,0
2020-02-05,US,PA,Confirmed,0
2020-02-05,US,PA,Deaths,0
2020-02-05,US,RI,Confirmed,0
2020-02-05,US,RI,Deaths,0
2020-02-05,US,SC,Confirmed,0
2020-02-05,US,SC,Deaths,0
2020-02-05,US,SD,Confirmed,0
2020-02-05,US,SD,Deaths,0
2020-02-05,US,TN,Confirmed,0
2020-02-05,US,TN,Deaths,0
2020-02-05,US,TX,Confirmed,0
2020-02-05,US,TX,Deaths,0
2020-02-05,US,UT,Confirmed,0
2020-02-05,US,UT,Deaths,0
2020-02-05,US,VA,Confirmed,0
2020-02-05,US,VA,Deaths,0
2020-02-05,US,VT,Confirmed,0
2020-02-05,US,VT,Deaths,0
2020-02-05,US,WA,Confirmed,1
2020-02-05,US,WA,Deaths,0
2020-02-05,US,WI,Confirmed,0
2020-02-05,US,WI,Deaths,0
2020-02-05,US,WV,Confirmed,0
2020-02-05,US,WV,Deaths,0
2020-02-05,US,WY,Confirmed,0
2020-02-05,US,WY,Deaths,0
2020-02-05,VA,,Confirmed,0
2020-02-05,VA,,Deaths,0
2020-02-05,VN,,Confirmed,8
2020-02-05,VN,,Deaths,0
2020-02-05,ZA,,Confirmed,0
2020-02-05,ZA,,Deaths,0
2020-02-06,??,Diamond Princess,Confirmed,0
2020-02-06,??,Diamond Princess,Deaths,0
2020-02-06,AD,,Confirmed,0
2020-02-06,AD,,Deaths,0
2020-02-06,AE,,Confirmed,5
2020-02-06,AE,,Deaths,0
2020-02-06,AF,,Confirmed,0
2020-02-06,AF,,Deaths,0
2020-02-06,AG,,Confirmed,0
2020-02-06,AG,,Deaths,0
2020-02-06,AL,,Confirmed,0
2020-02-06,AL,,Deaths,0
2020-02-06,AM,,Confirmed,0
2020-02-06,AM,,Deaths,0
2020-02-06,AR,,Confirmed,0
2020-02-06,AR,,Deaths,0
2020-02-06,AT,,Confirmed,0
2020-02-06,AT,,Deaths,0
2020-02-06,AU,,Confirmed,14
2020-02-06,AU,,Deaths,0
2020-02-06,AW,,Confirmed,0
2020-02-06,AW,,Deaths,0
2020-02-06,AZ,,Confirmed,0
2020-02-06,AZ,,Deaths,0
2020-02-06,BA,,Confirmed,0
2020-02-06,BA,,Deaths,0
2020-02-06,BD,,Confirmed,0
2020-02-06,BD,,Deaths,0
2020-02-06,BE,,Confirmed,1
2020-02-06,BE,,Deaths,0
2020-02-06,BF,,Confirmed,0
2020-02-06,BF,,Deaths,0
2020-02-06,BG,,Confirmed,0
2020-02-06,BG,,Deaths,0
2020-02-06,BH,,Confirmed,0
2020-02-06,BH,,Deaths,0
2020-02-06,BN,,Confirmed,0
2020-02-06,BN,,Deaths,0
2020-02-06,BO,,Confirmed,0
2020-02-06,BO,,Deaths,0
2020-02-06,BR,,Confirmed,0
2020-02-06,BR,,Deaths,0
2020-02-06,BT,,Confirmed,0
2020-02-06,BT,,Deaths,0
2020-02-06,BY,,Confirmed,0
2020-02-06,BY,,Deaths,0
2020-02-06,CA,,Confirmed,5
2020-02-06,CA,,Deaths,0
2020-02-06,CD,,Confirmed,0
2020-02-06,CD,,Deaths,0
2020-02-06,CH,,Confirmed,0
2020-02-06,CH,,Deaths,0
2020-02-06,CI,,Confirmed,0
2020-02-06,CI,,Deaths,0
2020-02-06,CL,,Confirmed,0
2020-02-06,CL,,Deaths,0
2020-02-06,CM,,Confirmed,0
2020-02-06,CM,,Deaths,0
2020-02-06,CN,Anhui,Confirmed,591
2020-02-06,CN,Anhui,Deaths,0
2020-02-06,CN,Beijing,Confirmed,274
2020-02-06,CN,Beijing,Deaths,1
2020-02-06,CN,Chongqing,Confirmed,411
2020-02-06,CN,Chongqing,Deaths,2
2020-02-06,CN,Fujian,Confirmed,215
2020-02-06,CN,Fujian,Deaths,0
2020-02-06,CN,Gansu,Confirmed,62
2020-02-06,CN,Gansu,Deaths,0
2020-02-06,CN,Guangdong,Confirmed,970
2020-02-06,CN,Guangdong,Deaths,0
2020-02-06,CN,Guangxi,Confirmed,168
2020-02-06,CN,Guangxi,Deaths,0
2020-02-06,CN,Guizhou,Confirmed,71
2020-02-06,CN,Guizhou,Deaths,1
2020-02-06,CN,Hainan,Confirmed,106
2020-02-06,CN,Hainan,Deaths,1
2020-02-06,CN,Hebei,Confirmed,157
2020-02-06,CN,Hebei,Deaths,1
2020-02-06,CN,Heilongjiang,Confirmed,227
2020-02-06,CN,Heilongjiang,Deaths,3
2020-02-06,CN,Henan,Confirmed,851
2020-02-06,CN,Henan,Deaths,2
2020-02-06,CN,Hong Kong,Confirmed,24
2020-02-06,CN,Hong Kong,Deaths,1
2020-02-06,CN,Hubei,Confirmed,22112
2020-02-06,CN,Hubei,Deaths,618
2020-02-06,CN,Hunan,Confirmed,711
2020-02-06,CN,Hunan,Deaths,0
2020-02-06,CN,Inner Mongolia,Confirmed,46
2020-02-06,CN,Inner Mongolia,Deaths,0
2020-02-06,CN,Jiangsu,Confirmed,373
2020-02-06,CN,Jiangsu,Deaths,0
2020-02-06,CN,Jiangxi,Confirmed,600
2020-02-06,CN,Jiangxi,Deaths,0
2020-02-06,CN,Jilin,Confirmed,59
2020-02-06,CN,Jilin,Deaths,0
2020-02-06,CN,Liaoning,Confirmed,94
2020-02-06,CN,Liaoning,Deaths,0
2020-02-06,CN,Macau,Confirmed,10
2020-02-06,CN,Macau,Deaths,0
2020-02-06,CN,Ningxia,Confirmed,40
2020-02-06,CN,Ningxia,Deaths,0
2020-02-06,CN,Qinghai,Confirmed,18
2020-02-06,CN,Qinghai,Deaths,0
2020-02-06,CN,Shaanxi,Confirmed,173
2020-02-06,CN,Shaanxi,Deaths,0
2020-02-06,CN,Shandong,Confirmed,347
2020-02-06,CN,Shandong,Deaths,0
2020-02-06,CN,Shanghai,Confirmed,257
2020-02-06,CN,Shanghai,Deaths,1
2020-02-06,CN,Shanxi,Confirmed,96
2020-02-06,CN,Shanxi,Deaths,0
2020-02-06,CN,Sichuan,Confirmed,321
2020-02-06,CN,Sichuan,Deaths,1
2020-02-06,CN,Tianjin,Confirmed,79
2020-02-06,CN,Tianjin,Deaths,1
2020-02-06,CN,Tibet,Confirmed,1
2020-02-06,CN,Tibet,Deaths,0
2020-02-06,CN,Xinjiang,Confirmed,36
2020-02-06,CN,Xinjiang,Deaths,0
2020-02-06,CN,Yunnan,Confirmed,133
2020-02-06,CN,Yunnan,Deaths,0
2020-02-06,CN,Zhejiang,Confirmed,954
2020-02-06,CN,Zhejiang,Deaths,0
2020-02-06,CO,,Confirmed,0
2020-02-06,CO,,Deaths,0
2020-02-06,CR,,Confirmed,0
2020-02-06,CR,,Deaths,0
2020-02-06,CU,,Confirmed,0
2020-02-06,CU,,Deaths,0
2020-02-06,CY,,Confirmed,0
2020-02-06,CY,,Deaths,0
2020-02-06,CZ,,Confirmed,0
2020-02-06,CZ,,Deaths,0
2020-02-06,DE,,Confirmed,12
2020-02-06,DE,,Deaths,0
2020-02-06,DK,,Confirmed,0
2020-02-06,DK,,Deaths,0
2020-02-06,DO,,Confirmed,0
2020-02-06,DO,,Deaths,0
2020-02-06,DZ,,Confirmed,0
2020-02-06,DZ,,Deaths,0
2020-02-06,EC,,Confirmed,0
2020-02-06,EC,,Deaths,0
2020-02-06,EE,,Confirmed,0
2020-02-06,EE,,Deaths,0
2020-02-06,EG,,Confirmed,0
2020-02-06,EG,,Deaths,0
2020-02-06,ES,,Confirmed,1
2020-02-06,ES,,Deaths,0
2020-02-06,ET,,Confirmed,0
2020-02-06,ET,,Deaths,0
2020-02-06,FI,,Confirmed,1
2020-02-06,FI,,Deaths,0
2020-02-06,FR,,Confirmed,6
2020-02-06,FR,,Deaths,0
2020-02-06,GE,,Confirmed,0
2020-02-06,GE,,Deaths,0
2020-02-06,GF,,Confirmed,0
2020-02-06,GF,,Deaths,0
2020-02-06,GN,,Confirmed,0
2020-02-06,GN,,Deaths,0
2020-02-06,GP,,Confirmed,0
2020-02-06,GP,,Deaths,0
2020-02-06,GR,,Confirmed,0
2020-02-06,GR,,Deaths,0
2020-02-06,GY,,Confirmed,0
2020-02-06,GY,,Deaths,0
2020-02-06,HN,,Confirmed,0
2020-02-06,HN,,Deaths,0
2020-02-06,HR,,Confirmed,0
2020-02-06,HR,,Deaths,0
2020-02-06,HU,,Confirmed,0
2020-02-06,HU,,Deaths,0
2020-02-06,ID,,Confirmed,0
2020-02-06,ID,,Deaths,0
2020-02-06,IE,,Confirmed,0
2020-02-06,IE,,Deaths,0
2020-02-06,IL,,Confirmed,0
2020-02-06,IL,,Deaths,0
2020-02-06,IN,,Confirmed,3
2020-02-06,IN,,Deaths,0
2020-02-06,IQ,,Confirmed,0
2020-02-06,IQ,,Deaths,0
2020-02-06,IR,,Confirmed,0
2020-02-06,IR,,Deaths,0
2020-02-06,IS,,Confirmed,0
2020-02-06,IS,,Deaths,0
2020-02-06,IT,,Confirmed,2
2020-02-06,IT,,Deaths,0
2020-02-06,JM,,Confirmed,0
2020-02-06,JM,,Deaths,0
2020-02-06,JO,,Confirmed,0
2020-02-06,JO,,Deaths,0
2020-02-06,JP,,Confirmed,45
2020-02-06,JP,,Deaths,0
2020-02-06,KE,,Confirmed,0
2020-02-06,KE,,Deaths,0
2020-02-06,KH,,Confirmed,1
2020-02-06,KH,,Deaths,0
2020-02-06,KR,,Confirmed,23
2020-02-06,KR,,Deaths,0
2020-02-06,KW,,Confirmed,0
2020-02-06,KW,,Deaths,0
2020-02-06,KY,,Confirmed,0
2020-02-06,KY,,Deaths,0
2020-02-06,KZ,,Confirmed,0
2020-02-06,KZ,,Deaths,0
2020-02-06,LB,,Confirmed,0
2020-02-06,LB,,Deaths,0
2020-02-06,LI,,Confirmed,0
2020-02-06,LI,,Deaths,0
2020-02-06,LK,,Confirmed,1
2020-02-06,LK,,Deaths,0
2020-02-06,LT,,Confirmed,0
2020-02-06,LT,,Deaths,0
2020-02-06,LU,,Confirmed,0
2020-02-06,LU,,Deaths,0
2020-02-06,LV,,Confirmed,0
2020-02-06,LV,,Deaths,0
2020-02-06,MA,,Confirmed,0
2020-02-06,MA,,Deaths,0
2020-02-06,MC,,Confirmed,0
2020-02-06,MC,,Deaths,0
2020-02-06,MD,,Confirmed,0
2020-02-06,MD,,Deaths,0
2020-02-06,MK,,Confirmed,0
2020-02-06,MK,,Deaths,0
2020-02-06,MN,,Confirmed,0
2020-02-06,MN,,Deaths,0
2020-02-06,MQ,,Confirmed,0
2020-02-06,MQ,,Deaths,0
2020-02-06,MT,,Confirmed,0
2020-02-06,MT,,Deaths,0
2020-02-06,MV,,Confirmed,0
2020-02-06,MV,,Deaths,0
2020-02-06,MX,,Confirmed,0
2020-02-06,MX,,Deaths,0
2020-02-06,MY,,Confirmed,12
2020-02-06,MY,,Deaths,0
2020-02-06,NG,,Confirmed,0
2020-02-06,NG,,Deaths,0
2020-02-06,NL,,Confirmed,0
2020-02-06,NL,,Deaths,0
2020-02-06,NO,,Confirmed,0
2020-02-06,NO,,Deaths,0
2020-02-06,NP,,Confirmed,1
2020-02-06,NP,,Deaths,0
2020-02-06,NZ,,Confirmed,0
2020-02-06,NZ,,Deaths,0
2020-02-06,OM,,Confirmed,0
2020-02-06,OM,,Deaths,0
2020-02-06,PA,,Confirmed,0
2020-02-06,PA,,Deaths,0
2020-02-06,PE,,Confirmed,0
2020-02-06,PE,,Deaths,0
2020-02-06,PH,,Confirmed,2
2020-02-06,PH,,Deaths,1
2020-02-06,PK,,Confirmed,0
2020-02-06,PK,,Deaths,0
2020-02-06,PL,,Confirmed,0
2020-02-06,PL,,Deaths,0
2020-02-06,PT,,Confirmed,0
2020-02-06,PT,,Deaths,0
2020-02-06,PY,,Confirmed,0
2020-02-06,PY,,Deaths,0
2020-02-06,QA,,Confirmed,0
2020-02-06,QA,,Deaths,0
2020-02-06,RE,,Confirmed,0
2020-02-06,RE,,Deaths,0
2020-02-06,RO,,Confirmed,0
2020-02-06,RO,,Deaths,0
2020-02-06,RS,,Confirmed,0
2020-02-06,RS,,Deaths,0
2020-02-06,RU,,Confirmed,2
2020-02-06,RU,,Deaths,0
2020-02-06,SA,,Confirmed,0
2020-02-06,SA,,Deaths,0
2020-02-06,SD,,Confirmed,0
2020-02-06,SD,,Deaths,0
2020-02-06,SE,,Confirmed,1
2020-02-06,SE,,Deaths,0
2020-02-06,SG,,Confirmed,28
2020-02-06,SG,,Deaths,0
2020-02-06,SI,,Confirmed,0
2020-02-06,SI,,Deaths,0
2020-02-06,SK,,Confirmed,0
2020-02-06,SK,,Deaths,0
2020-02-06,SM,,Confirmed,0
2020-02-06,SM,,Deaths,0
2020-02-06,SN,,Confirmed,0
2020-02-06,SN,,Deaths,0
2020-02-06,TG,,Confirmed,0
2020-02-06,TG,,Deaths,0
2020-02-06,TH,,Confirmed,25
2020-02-06,TH,,Deaths,0
2020-02-06,TN,,Confirmed,0
2020-02-06,TN,,Deaths,0
2020-02-06,TR,,Confirmed,0
2020-02-06,TR,,Deaths,0
2020-02-06,TW,,Confirmed,16
2020-02-06,TW,,Deaths,0
2020-02-06,UA,,Confirmed,0
2020-02-06,UA,,Deaths,0
2020-02-06,UK,,Confirmed,2
2020-02-06,UK,,Deaths,0
2020-02-06,US,AK,Confirmed,0
2020-02-06,US,AK,Deaths,0
2020-02-06,US,AL,Confirmed,0
2020-02-06,US,AL,Deaths,0
2020-02-06,US,AR,Confirmed,0
2020-02-06,US,AR,Deaths,0
2020-02-06,US,AZ,Confirmed,1
2020-02-06,US,AZ,Deaths,0
2020-02-06,US,CA,Confirmed,6
2020-02-06,US,CA,Deaths,0
2020-02-06,US,CO,Confirmed,0
2020-02-06,US,CO,Deaths,0
2020-02-06,US,CT,Confirmed,0
2020-02-06,US,CT,Deaths,0
2020-02-06,US,DC,Confirmed,0
2020-02-06,US,DC,Deaths,0
2020-02-06,US,DE,Confirmed,0
2020-02-06,US,DE,Deaths,0
2020-02-06,US,Diamond Princess,Confirmed,0
2020-02-06,US,Diamond Princess,Deaths,0
2020-02-06,US,FL,Confirmed,0
2020-02-06,US,FL,Deaths,0
2020-02-06,US,GA,Confirmed,0
2020-02-06,US,GA,Deaths,0
2020-02-06,US,Grand Princess,Confirmed,0
2020-02-06,US,Grand Princess,Deaths,0
2020-02-06,US,HI,Confirmed,0
2020-02-06,US,HI,Deaths,0
2020-02-06,US,IA,Confirmed,0
2020-02-06,US,IA,Deaths,0
2020-02-06,US,ID,Confirmed,0
2020-02-06,US,ID,Deaths,0
2020-02-06,US,IL,Confirmed,2
2020-02-06,US,IL,Deaths,0
2020-02-06,US,IN,Confirmed,0
2020-02-06,US,IN,Deaths,0
2020-02-06,US,KS,Confirmed,0
2020-02-06,US,KS,Deaths,0
2020-02-06,US,KY,Confirmed,0
2020-02-06,US,KY,Deaths,0
2020-02-06,US,LA,Confirmed,0
2020-02-06,US,LA,Deaths,0
2020-02-06,US,MA,Confirmed,1
2020-02-06,US,MA,Deaths,0
2020-02-06,US,MD,Confirmed,0
2020-02-06,US,MD,Deaths,0
2020-02-06,US,ME,Confirmed,0
2020-02-06,US,ME,Deaths,0
2020-02-06,US,MI,Confirmed,0
2020-02-06,US,MI,Deaths,0
2020-02-06,US,MN,Confirmed,0
2020-02-06,US,MN,Deaths,0
2020-02-06,US,MO,Confirmed,0
2020-02-06,US,MO,Deaths,0
2020-02-06,US,MS,Confirmed,0
2020-02-06,US,MS,Deaths,0
2020-02-06,US,MT,Confirmed,0
2020-02-06,US,MT,Deaths,0
2020-02-06,US,NC,Confirmed,0
2020-02-06,US,NC,Deaths,0
2020-02-06,US,ND,Confirmed,0
2020-02-06,US,ND,Deaths,0
2020-02-06,US,NE,Confirmed,0
2020-02-06,US,NE,Deaths,0
2020-02-06,US,NH,Confirmed,0
2020-02-06,US,NH,Deaths,0
2020-02-06,US,NJ,Confirmed,0
2020-02-06,US,NJ,Deaths,0
2020-02-06,US,NM,Confirmed,0
2020-02-06,US,NM,Deaths,0
2020-02-06,US,NV,Confirmed,0
2020-02-06,US,NV,Deaths,0
2020-02-06,US,NY,Confirmed,0
2020-02-06,US,NY,Deaths,0
2020-02-06,US,OH,Confirmed,0
2020-02-06,US,OH,Deaths,0
2020-02-06,US,OK,Confirmed,0
2020-02-06,US,OK,Deaths,0
2020-02-06,US,OR,Confirmed,0
2020-02-06,US,OR,Deaths,0
2020-02-06,US,OR ,Confirmed,0
2020-02-06,US,OR ,Deaths,0
2020-02-06,US,PA,Confirmed,0
2020-02-06,US,PA,Deaths,0
2020-02-06,US,RI,Confirmed,0
2020-02-06,US,RI,Deaths,0
2020-02-06,US,SC,Confirmed,0
2020-02-06,US,SC,Deaths,0
2020-02-06,US,SD,Confirmed,0
2020-02-06,US,SD,Deaths,0
2020-02-06,US,TN,Confirmed,0
2020-02-06,US,TN,Deaths,0
2020-02-06,US,TX,Confirmed,0
2020-02-06,US,TX,Deaths,0
2020-02-06,US,UT,Confirmed,0
2020-02-06,US,UT,Deaths,0
2020-02-06,US,VA,Confirmed,0
2020-02-06,US,VA,Deaths,0
2020-02-06,US,VT,Confirmed,0
2020-02-06,US,VT,Deaths,0
2020-02-06,US,WA,Confirmed,1
2020-02-06,US,WA,Deaths,0
2020-02-06,US,WI,Confirmed,0
2020-02-06,US,WI,Deaths,0
2020-02-06,US,WV,Confirmed,0
2020-02-06,US,WV,Deaths,0
2020-02-06,US,WY,Confirmed,0
2020-02-06,US,WY,Deaths,0
2020-02-06,VA,,Confirmed,0
2020-02-06,VA,,Deaths,0
2020-02-06,VN,,Confirmed,10
2020-02-06,VN,,Deaths,0
2020-02-06,ZA,,Confirmed,0
2020-02-06,ZA,,Deaths,0
2020-02-07,??,Diamond Princess,Confirmed,61
2020-02-07,??,Diamond Princess,Deaths,0
2020-02-07,AD,,Confirmed,0
2020-02-07,AD,,Deaths,0
2020-02-07,AE,,Confirmed,5
2020-02-07,AE,,Deaths,0
2020-02-07,AF,,Confirmed,0
2020-02-07,AF,,Deaths,0
2020-02-07,AG,,Confirmed,0
2020-02-07,AG,,Deaths,0
2020-02-07,AL,,Confirmed,0
2020-02-07,AL,,Deaths,0
2020-02-07,AM,,Confirmed,0
2020-02-07,AM,,Deaths,0
2020-02-07,AR,,Confirmed,0
2020-02-07,AR,,Deaths,0
2020-02-07,AT,,Confirmed,0
2020-02-07,AT,,Deaths,0
2020-02-07,AU,,Confirmed,15
2020-02-07,AU,,Deaths,0
2020-02-07,AW,,Confirmed,0
2020-02-07,AW,,Deaths,0
2020-02-07,AZ,,Confirmed,0
2020-02-07,AZ,,Deaths,0
2020-02-07,BA,,Confirmed,0
2020-02-07,BA,,Deaths,0
2020-02-07,BD,,Confirmed,0
2020-02-07,BD,,Deaths,0
2020-02-07,BE,,Confirmed,1
2020-02-07,BE,,Deaths,0
2020-02-07,BF,,Confirmed,0
2020-02-07,BF,,Deaths,0
2020-02-07,BG,,Confirmed,0
2020-02-07,BG,,Deaths,0
2020-02-07,BH,,Confirmed,0
2020-02-07,BH,,Deaths,0
2020-02-07,BN,,Confirmed,0
2020-02-07,BN,,Deaths,0
2020-02-07,BO,,Confirmed,0
2020-02-07,BO,,Deaths,0
2020-02-07,BR,,Confirmed,0
2020-02-07,BR,,Deaths,0
2020-02-07,BT,,Confirmed,0
2020-02-07,BT,,Deaths,0
2020-02-07,BY,,Confirmed,0
2020-02-07,BY,,Deaths,0
2020-02-07,CA,,Confirmed,7
2020-02-07,CA,,Deaths,0
2020-02-07,CD,,Confirmed,0
2020-02-07,CD,,Deaths,0
2020-02-07,CH,,Confirmed,0
2020-02-07,CH,,Deaths,0
2020-02-07,CI,,Confirmed,0
2020-02-07,CI,,Deaths,0
2020-02-07,CL,,Confirmed,0
2020-02-07,CL,,Deaths,0
2020-02-07,CM,,Confirmed,0
2020-02-07,CM,,Deaths,0
2020-02-07,CN,Anhui,Confirmed,665
2020-02-07,CN,Anhui,Deaths,0
2020-02-07,CN,Beijing,Confirmed,297
2020-02-07,CN,Beijing,Deaths,1
2020-02-07,CN,Chongqing,Confirmed,426
2020-02-07,CN,Chongqing,Deaths,2
2020-02-07,CN,Fujian,Confirmed,224
2020-02-07,CN,Fujian,Deaths,0
2020-02-07,CN,Gansu,Confirmed,67
2020-02-07,CN,Gansu,Deaths,0
2020-02-07,CN,Guangdong,Confirmed,1034
2020-02-07,CN,Guangdong,Deaths,1
2020-02-07,CN,Guangxi,Confirmed,172
2020-02-07,CN,Guangxi,Deaths,0
2020-02-07,CN,Guizhou,Confirmed,81
2020-02-07,CN,Guizhou,Deaths,1
2020-02-07,CN,Hainan,Confirmed,117
2020-02-07,CN,Hainan,Deaths,2
2020-02-07,CN,Hebei,Confirmed,172
2020-02-07,CN,Hebei,Deaths,1
2020-02-07,CN,Heilongjiang,Confirmed,277
2020-02-07,CN,Heilongjiang,Deaths,3
2020-02-07,CN,Henan,Confirmed,914
2020-02-07,CN,Henan,Deaths,3
2020-02-07,CN,Hong Kong,Confirmed,25
2020-02-07,CN,Hong Kong,Deaths,1
2020-02-07,CN,Hubei,Confirmed,24953
2020-02-07,CN,Hubei,Deaths,699
2020-02-07,CN,Hunan,Confirmed,772
2020-02-07,CN,Hunan,Deaths,0
2020-02-07,CN,Inner Mongolia,Confirmed,50
2020-02-07,CN,Inner Mongolia,Deaths,0
2020-02-07,CN,Jiangsu,Confirmed,408
2020-02-07,CN,Jiangsu,Deaths,0
2020-02-07,CN,Jiangxi,Confirmed,661
2020-02-07,CN,Jiangxi,Deaths,0
2020-02-07,CN,Jilin,Confirmed,65
2020-02-07,CN,Jilin,Deaths,1
2020-02-07,CN,Liaoning,Confirmed,99
2020-02-07,CN,Liaoning,Deaths,0
2020-02-07,CN,Macau,Confirmed,10
2020-02-07,CN,Macau,Deaths,0
2020-02-07,CN,Ningxia,Confirmed,43
2020-02-07,CN,Ningxia,Deaths,0
2020-02-07,CN,Qinghai,Confirmed,18
2020-02-07,CN,Qinghai,Deaths,0
2020-02-07,CN,Shaanxi,Confirmed,184
