key,date,new_confirmed,new_deceased,new_recovered,new_tested,total_confirmed,total_deceased,total_recovered,total_tested
CO_52_52233,2020-05-31,1,0,0,,2,0,1,
CO_52_52317,2020-05-31,0,0,1,,4,0,1,
CO_52_52320,2020-05-31,1,0,0,,1,0,0,
CO_52_52356,2020-05-31,1,0,14,,143,3,84,
CO_52_52378,2020-05-24,0,0,1,,1,0,1,
CO_52_52381,2020-05-09,0,0,1,,1,0,1,
CO_52_52390,2020-05-30,2,0,0,,5,0,0,
CO_52_52399,2020-04-16,0,0,1,,1,0,1,
CO_52_52411,2020-05-12,0,1,0,,1,1,0,
CO_52_52427,2020-05-25,1,0,0,,2,1,0,
CO_52_52435,2020-05-29,1,0,0,,3,1,0,
CO_52_52473,2020-05-30,3,0,0,,47,3,0,
CO_52_52480,2020-05-31,1,0,0,,1,0,0,
CO_52_52490,2020-05-31,2,0,0,,11,0,0,
CO_52_52520,2020-05-27,2,0,0,,2,0,0,
CO_52_52560,2020-05-23,0,1,0,,6,1,0,
CO_52_52585,2020-05-31,1,0,0,,1,0,0,
CO_52_52685,2020-05-31,1,0,0,,1,0,0,
CO_52_52693,2020-05-31,6,0,0,,11,0,0,
CO_52_52835,2020-05-31,70,0,20,,725,30,40,
CO_52_52838,2020-05-31,0,0,1,,4,1,1,
CO_52_52885,2020-05-30,1,0,0,,1,0,0,
CO_54_54001,2020-05-29,0,1,0,,90,10,67,
CO_54_54003,2020-05-21,0,1,0,,1,1,0,
CO_54_54125,2020-05-06,0,0,1,,1,0,1,
CO_54_54261,2020-05-24,0,0,1,,1,0,1,
CO_54_54313,2020-05-31,1,0,0,,1,0,0,
CO_54_54398,2020-05-26,1,0,0,,1,0,0,
CO_54_54405,2020-05-27,1,0,0,,5,0,3,
CO_54_54498,2020-05-28,1,0,0,,12,2,5,
CO_54_54518,2020-05-29,0,0,1,,5,0,3,
CO_54_54553,2020-05-05,0,0,1,,1,0,1,
CO_54_54810,2020-05-25,0,0,1,,4,0,2,
CO_54_54820,2020-05-05,0,0,1,,1,0,1,
CO_54_54874,2020-05-28,1,0,0,,6,0,5,
CO_63_63001,2020-05-31,3,0,0,,71,2,55,
CO_63_63130,2020-05-27,3,0,0,,16,0,8,
CO_63_63190,2020-05-27,1,0,0,,4,0,3,
CO_63_63212,2020-05-15,0,0,1,,1,0,1,
CO_63_63272,2020-05-11,1,0,0,,2,0,1,
CO_63_63401,2020-05-27,0,0,1,,4,0,4,
CO_63_63470,2020-05-31,1,0,0,,10,2,5,
CO_63_63594,2020-05-20,2,0,1,,3,0,1,
CO_66_66001,2020-05-31,0,0,6,,175,7,153,
CO_66_66088,2020-05-31,1,0,0,,2,0,0,
CO_66_66170,2020-05-31,0,0,1,,69,1,63,
CO_66_66400,2020-05-31,1,0,0,,4,0,2,
CO_66_66682,2020-05-27,1,0,0,,5,0,3,
CO_68_68001,2020-05-31,3,0,0,,25,1,19,
CO_68_68081,2020-05-31,2,0,0,,20,1,7,
CO_68_68190,2020-04-12,0,0,1,,2,0,2,
CO_68_68207,2020-04-10,0,0,1,,1,0,1,
CO_68_68229,2020-04-13,0,0,1,,1,0,1,
CO_68_68276,2020-05-14,0,0,1,,9,1,8,
CO_68_68307,2020-05-31,4,0,0,,4,0,0,
CO_68_68547,2020-05-31,0,0,1,,3,0,2,
CO_68_68755,2020-05-31,2,0,0,,3,0,1,
CO_68_68872,2020-05-18,0,0,1,,1,0,1,
CO_70_70001,2020-05-31,2,0,0,,15,0,3,
CO_70_70215,2020-05-27,1,0,0,,1,0,0,
CO_70_70418,2020-05-28,2,0,0,,3,0,1,
CO_70_70473,2020-05-20,1,0,0,,1,0,0,
CO_70_70713,2020-05-27,1,0,0,,1,0,0,
CO_73_73001,2020-05-31,6,0,3,,167,3,116,
CO_73_73268,2020-05-30,1,0,0,,22,1,4,
CO_73_73275,2020-05-31,5,0,0,,7,0,0,
CO_73_73319,2020-05-31,1,0,0,,3,1,0,
CO_73_73349,2020-05-23,1,0,0,,2,0,0,
CO_73_73411,2020-05-19,4,0,0,,4,0,0,
CO_73_73443,2020-05-28,1,0,0,,1,0,0,
CO_73_73449,2020-05-31,2,0,1,,12,2,7,
CO_73_73547,2020-05-20,1,0,0,,1,0,0,
CO_73_73555,2020-05-17,0,0,1,,1,0,1,
CO_73_73624,2020-05-31,1,0,0,,3,0,2,
CO_73_73678,2020-05-27,0,0,4,,40,0,4,
CO_76_76001,2020-05-31,64,0,93,,2609,113,828,
CO_76_76020,2020-04-27,1,0,0,,1,1,0,
CO_76_76036,2020-05-09,1,0,0,,2,0,0,
CO_76_76054,2020-05-26,2,0,0,,2,0,0,
CO_76_76109,2020-05-31,23,0,9,,496,25,36,
CO_76_76111,2020-05-31,0,0,3,,14,0,11,
CO_76_76113,2020-05-25,0,0,1,,1,0,1,
CO_76_76126,2020-04-05,0,0,1,,1,0,1,
CO_76_76130,2020-05-31,3,0,0,,29,1,4,
CO_76_76147,2020-05-31,0,0,4,,16,0,13,
CO_76_76233,2020-05-30,1,0,0,,10,1,0,
CO_76_76248,2020-05-31,0,0,4,,20,1,13,
CO_76_76250,2020-04-20,0,0,2,,4,1,3,
CO_76_76275,2020-05-31,2,0,1,,21,2,7,
CO_76_76306,2020-04-12,0,1,0,,1,1,0,
CO_76_76318,2020-05-25,0,0,1,,2,0,2,
CO_76_76364,2020-05-31,6,0,3,,49,1,22,
CO_76_76400,2020-05-30,1,0,0,,7,1,1,
CO_76_76497,2020-05-30,1,1,0,,1,1,0,
CO_76_76520,2020-05-31,2,0,7,,68,4,44,
CO_76_76563,2020-05-31,1,0,0,,10,2,0,
CO_76_76606,2020-05-13,0,0,1,,1,0,1,
CO_76_76622,2020-05-01,1,0,0,,1,1,0,
CO_76_76670,2020-05-25,0,0,1,,3,0,3,
CO_76_76736,2020-05-30,1,0,0,,1,0,0,
CO_76_76828,2020-05-13,0,0,1,,3,0,3,
CO_76_76834,2020-05-31,1,0,0,,30,3,16,
CO_76_76845,2020-04-14,0,0,1,,1,0,1,
CO_76_76869,2020-05-23,0,0,1,,6,0,6,
CO_76_76890,2020-05-31,0,0,2,,3,0,3,
CO_76_76892,2020-05-31,3,0,3,,51,1,23,
CO_81_81001,2020-05-19,0,0,1,,1,0,1,
CO_85_85001,2020-05-31,1,0,1,,29,0,22,
CO_85_85250,2020-05-10,0,0,1,,1,0,1,
CO_85_85410,2020-05-25,2,0,0,,2,0,0,
CO_85_85440,2020-05-27,1,0,0,,3,0,1,
CO_86_86001,2020-05-25,1,0,0,,1,0,0,
CO_86_86320,2020-05-25,1,0,0,,1,0,0,
CO_86_86568,2020-05-25,1,0,0,,2,0,1,
CO_86_86571,2020-05-12,1,0,0,,1,0,0,
CO_86_86573,2020-05-10,1,0,0,,1,0,0,
CO_86_86757,2020-05-30,1,0,0,,2,1,0,
CO_86_86865,2020-05-25,1,0,0,,1,0,0,
CO_88_88001,2020-05-27,2,0,0,,14,0,11,
CO_88_88564,2020-05-12,3,0,0,,3,0,0,
CO_91_91001,2020-05-31,13,0,33,,1803,60,207,
CO_91_91540,2020-05-29,2,0,0,,42,2,0,
CO_94_94001,2020-05-28,6,0,0,,6,0,0,
CO_97_97001,2020-05-13,9,0,0,,11,0,0,
CO_99_99001,2020-05-29,1,0,0,,1,0,0,
CR,2020-05-31,9,0,,515,1056,10,,19176
CU,2020-05-31,20,0,,1763,2045,83,,107037
CV,2020-05-31,14,0,,,435,4,,
CW,2020-05-31,0,0,,,19,1,,
CY,2020-05-31,1,0,,,944,17,,
CZ,2020-05-31,43,1,,2105,9273,320,,442866
CZ_10,2020-06-01,9,,,,2128,,,
CZ_20,2020-06-01,0,,,,1069,,,
CZ_31,2020-06-01,0,,,,187,,,
CZ_32,2020-06-01,1,,,,664,,,
CZ_41,2020-06-01,0,,,,455,,,
CZ_42,2020-06-01,4,,,,557,,,
CZ_51,2020-06-01,0,,,,200,,,
CZ_52,2020-06-01,1,,,,198,,,
CZ_53,2020-06-01,0,,,,288,,,
CZ_63,2020-06-01,0,,,,186,,,
CZ_64,2020-06-01,5,,,,561,,,
CZ_71,2020-06-01,1,,,,748,,,
CZ_72,2020-06-01,0,,,,371,,,
CZ_80,2020-06-01,6,,,,1599,,,
DE,2020-05-31,333,11,,,181815,8511,,3952971
DE_BB,2020-05-31,27,0,,,3304,172,,
DE_BE,2020-05-31,127,5,,,6799,198,,
DE_BW,2020-05-31,163,22,,,35641,1807,,
DE_BY,2020-05-31,327,16,,,47829,2513,,
DE_HB,2020-05-31,81,1,,,1406,40,,
DE_HE,2020-05-31,150,9,,,10064,487,,
DE_HH,2020-05-31,15,4,,,5081,246,,
DE_MV,2020-05-31,2,0,,,769,21,,
DE_NI,2020-05-31,335,10,,,12196,614,,
DE_NW,2020-05-31,314,26,,,38035,1618,,
DE_RP,2020-05-31,74,1,,,6896,236,,
DE_SH,2020-05-31,24,5,,,3108,149,,
DE_SL,2020-05-31,5,1,,,2750,169,,
DE_SN,2020-05-31,44,5,,,5301,213,,
DE_ST,2020-05-31,6,1,,,1713,56,,
DE_TH,2020-05-31,80,6,,,3014,165,,
DJ,2020-05-31,160,2,,,3354,24,,
DK,2020-05-31,36,3,,6388,11669,574,,528982
DM,2020-05-31,0,0,,,16,0,,
DO,2020-05-31,377,4,,,17285,502,,
DZ,2020-05-31,127,7,,,9394,653,,
EC,2020-05-31,527,24,,,39098,3358,,68988
EE,2020-05-31,4,1,,716,1869,68,,84157
EG,2020-05-31,1536,46,,,24985,959,,
EH,2020-05-31,0,0,,,23,1,,
ER,2020-05-31,0,0,,,39,0,,
ES,2020-05-31,201,2,,,239429,27127,,2536234
ES_AN,2020-05-20,45,4,,,12547,1375,,
ES_AR,2020-05-20,37,1,,,5588,848,,
ES_AS,2020-05-20,0,3,,,2374,307,,
ES_CB,2020-05-20,2,0,,,2279,209,,
ES_CE,2020-05-20,0,0,,,119,4,,
ES_CL,2020-05-20,41,0,,,18627,1960,,
ES_CM,2020-05-20,50,6,,,16789,2919,,
ES_CN,2020-05-20,7,0,,,2307,155,,
ES_CT,2020-05-20,0,0,,,55888,6021,,
ES_EX,2020-05-20,2,1,,,3042,505,,
ES_GA,2020-05-20,10,1,,,9077,608,,
ES_IB,2020-05-20,8,0,,,2024,221,,
ES_MC,2020-05-20,10,1,,,1570,149,,
ES_MD,2020-05-20,82,19,,,67049,8931,,
ES_ML,2020-05-20,0,0,,,121,2,,
ES_NC,2020-05-20,3,3,,,5195,506,,
ES_PV,2020-05-20,9,3,,,13421,1483,,
ES_RI,2020-05-20,0,1,,,4033,354,,
ES_VC,2020-05-20,38,5,,,10987,1383,,
ET,2020-05-31,109,3,,2926,1172,11,,112377
FI,2020-05-31,33,4,,1363,6859,320,,185283
FJ,2020-06-01,0,0,,,18,0,,
FK,2020-05-31,0,0,,,13,0,,
FO,2020-05-31,0,0,,,187,0,,
FR,2020-05-31,257,31,,30984,151753,28802,,
FR_ARA,2020-06-01,70,2,,8155,16254,1701,,1289428
FR_ARA_01,2020-06-01,1,0,,11,138,96,,10306
FR_ARA_03,2020-06-01,0,0,,4,80,39,,4946
FR_ARA_07,2020-06-01,0,0,,3,49,109,,2701
FR_ARA_15,2020-06-01,0,0,,6,16,10,,1664
FR_ARA_26,2020-06-01,0,0,,3,74,133,,5607
FR_ARA_38,2020-06-01,0,0,,15,178,146,,16529
FR_ARA_42,2020-06-01,0,1,,8,108,239,,11916
FR_ARA_43,2020-06-01,0,1,,2,28,16,,2050
FR_ARA_63,2020-06-01,1,0,,8,50,43,,11098
FR_ARA_69,2020-06-01,0,0,,45,621,640,,36107
FR_ARA_73,2020-06-01,1,0,,43,64,70,,5809
FR_ARA_74,2020-06-01,0,0,,8,86,160,,10427
FR_BFC,2020-06-01,15,1,,3449,6971,1019,,531220
FR_BFC_21,2020-06-01,0,0,,12,126,246,,7046
FR_BFC_25,2020-06-01,0,0,,7,122,149,,9202
FR_BFC_39,2020-06-01,0,0,,3,42,61,,3614
FR_BFC_58,2020-06-01,0,0,,6,56,27,,3204
FR_BFC_70,2020-06-01,0,0,,3,32,78,,4538
FR_BFC_71,2020-06-01,0,0,,9,136,194,,10404
FR_BFC_89,2020-06-01,0,1,,19,70,86,,8688
FR_BFC_90,2020-06-01,0,0,,11,54,178,,2504
FR_BRE,2020-06-01,10,2,,2148,8417,250,,445540
FR_BRE_22,2020-06-01,1,1,,14,374,33,,12662
FR_BRE_29,2020-06-01,0,0,,10,48,43,,8715
FR_BRE_35,2020-06-01,0,1,,7,248,88,,11952
FR_BRE_56,2020-06-01,0,0,,9,98,86,,7669
FR_COR,2020-06-01,4,0,,448,576,58,,82727
FR_COR_2A,2020-06-01,0,0,,8,34,48,,4408
FR_COR_2B,2020-06-01,0,0,,3,20,10,,3236
FR_CVL,2020-06-01,44,1,,2716,10605,517,,469432
FR_CVL_18,2020-06-01,0,0,,7,42,77,,2952
FR_CVL_28,2020-06-01,0,0,,6,109,119,,5027
FR_CVL_36,2020-06-01,0,0,,0,26,76,,2308
FR_CVL_37,2020-06-01,0,1,,13,166,82,,13103
FR_CVL_41,2020-06-01,0,0,,4,60,65,,3946
FR_CVL_45,2020-06-01,0,0,,14,572,98,,16036
FR_GES,2020-06-01,146,4,,8244,30733,3546,,1275874
FR_GES_08,2020-06-01,0,0,,0,67,63,,2982
FR_GES_10,2020-06-01,0,0,,5,84,137,,4935
FR_GES_51,2020-06-01,2,0,,17,220,259,,9044
FR_GES_52,2020-06-01,0,1,,1,28,83,,2188
FR_GES_54,2020-06-01,2,0,,28,414,356,,19675
FR_GES_55,2020-06-01,2,0,,4,203,111,,6046
FR_GES_57,2020-06-01,0,2,,20,752,814,,23240
FR_GES_67,2020-06-01,0,1,,58,518,644,,27128
FR_GES_68,2020-06-01,0,0,,19,429,829,,15806
FR_GES_88,2020-06-01,0,0,,4,118,250,,7063
FR_GF,2020-06-01,0,0,,0,154,1,,1520
FR_GUA,2020-06-01,0,0,,0,20,21,,3398
FR_HDF,2020-06-01,158,5,,7240,27102,1778,,1071260
FR_HDF_02,2020-06-01,0,1,,5,243,263,,7790
FR_HDF_59,2020-06-01,10,2,,56,1464,587,,50915
FR_HDF_60,2020-06-01,0,1,,4,292,400,,9961
FR_HDF_62,2020-06-01,0,1,,23,302,310,,17608
FR_HDF_80,2020-06-01,0,0,,11,201,218,,12834
FR_IDF,2020-06-01,290,13,,14968,65208,7244,,2408788
FR_IDF_75,2020-06-01,0,1,,30,905,1716,,45054
FR_IDF_77,2020-06-01,0,2,,21,523,650,,26441
FR_IDF_78,2020-06-01,6,0,,28,713,498,,23485
FR_IDF_91,2020-06-01,0,2,,20,484,506,,20449
FR_IDF_92,2020-06-01,2,5,,40,838,1049,,35056
FR_IDF_93,2020-06-01,0,0,,42,943,964,,25428
FR_IDF_94,2020-06-01,3,2,,51,788,1165,,27530
FR_IDF_95,2020-06-01,0,1,,12,806,696,,19125
FR_LRE,2020-06-01,0,0,,6,54,1,,14304
FR_MAY,2020-06-01,0,2,,0,342,21,,1537
FR_MQ,2020-06-01,0,0,,0,18,14,,2698
FR_NAQ,2020-06-01,24,0,,6278,10253,417,,979075
FR_NAQ_16,2020-06-01,0,0,,5,70,20,,4184
FR_NAQ_17,2020-06-01,0,0,,7,22,48,,5355
FR_NAQ_19,2020-06-01,1,0,,7,36,34,,4818
FR_NAQ_23,2020-06-01,0,0,,2,54,11,,4160
FR_NAQ_24,2020-06-01,0,0,,5,24,13,,4061
FR_NAQ_33,2020-06-01,0,0,,21,106,153,,22153
FR_NAQ_40,2020-06-01,0,0,,6,22,13,,4209
FR_NAQ_47,2020-06-01,0,0,,2,18,10,,3259
FR_NAQ_64,2020-06-01,0,0,,9,84,31,,11918
FR_NAQ_79,2020-06-01,0,0,,1,174,21,,8231
FR_NAQ_86,2020-06-01,0,0,,8,308,37,,13449
FR_NAQ_87,2020-06-01,0,0,,3,20,26,,4661
FR_NOR,2020-06-01,16,0,,2400,4757,426,,448846
FR_NOR_14,2020-06-01,0,0,,15,69,83,,13754
FR_NOR_27,2020-06-01,0,0,,2,97,79,,4963
FR_NOR_50,2020-06-01,0,0,,12,21,48,,5699
FR_NOR_61,2020-06-01,0,0,,3,86,38,,4260
FR_NOR_76,2020-06-01,0,0,,14,163,178,,12741
FR_OCC,2020-06-01,36,1,,7544,11470,512,,1227224
FR_OCC_09,2020-06-01,0,0,,1,4,3,,1634
FR_OCC_11,2020-06-01,0,1,,8,141,61,,7299
FR_OCC_12,2020-06-01,0,0,,3,30,24,,3266
FR_OCC_30,2020-06-01,1,0,,10,238,93,,13248
FR_OCC_31,2020-06-01,0,0,,42,205,71,,26948
FR_OCC_32,2020-06-01,1,0,,49,131,24,,5250
FR_OCC_34,2020-06-01,0,0,,27,170,119,,31792
FR_OCC_46,2020-06-01,0,0,,4,30,29,,1828
FR_OCC_48,2020-06-01,0,0,,2,8,1,,1484
FR_OCC_65,2020-06-01,0,0,,5,36,26,,3855
FR_OCC_66,2020-06-01,0,0,,10,0,35,,5480
FR_OCC_81,2020-06-01,0,0,,7,23,22,,7233
FR_OCC_82,2020-06-01,0,0,,9,36,4,,4178
FR_PAC,2020-06-01,28,0,,7562,15211,904,,1271749
FR_PAC_04,2020-06-01,0,0,,3,12,12,,2070
FR_PAC_05,2020-06-01,0,0,,0,26,17,,1117
FR_PAC_06,2020-06-01,2,0,,79,362,178,,25539
FR_PAC_13,2020-06-01,1,0,,87,870,531,,66599
FR_PAC_83,2020-06-01,0,0,,33,68,130,,16244
FR_PAC_84,2020-06-01,0,0,,6,54,36,,6019
FR_PDL,2020-06-01,76,0,,4500,10972,445,,579612
FR_PDL_44,2020-06-01,1,0,,108,324,146,,17990
FR_PDL_49,2020-06-01,0,0,,47,296,135,,13028
FR_PDL_53,2020-06-01,1,0,,9,39,44,,3102
FR_PDL_72,2020-06-01,0,0,,10,144,80,,6999
FR_PDL_85,2020-06-01,1,0,,43,212,40,,12753
GA,2020-05-31,0,0,,,2655,17,,
GB,2020-06-01,1570,111,,0,276332,39045,,168380
GB_ENG,2020-06-01,0,96,,,152470,34813,,
GB_ENG_E06000001,2020-05-31,0,,,,329,,,
GB_ENG_E06000002,2020-05-31,0,,,,677,,,
GB_ENG_E06000003,2020-05-31,0,,,,423,,,
GB_ENG_E06000004,2020-05-31,0,,,,595,,,
GB_ENG_E06000005,2020-05-31,0,,,,389,,,
GB_ENG_E06000006,2020-05-31,0,,,,405,,,
GB_ENG_E06000007,2020-05-31,0,,,,772,,,
GB_ENG_E06000008,2020-05-31,0,,,,411,,,
GB_ENG_E06000009,2020-05-31,1,,,,643,,,
GB_ENG_E06000010,2020-05-31,0,,,,734,,,
GB_ENG_E06000011,2020-05-31,0,,,,914,,,
GB_ENG_E06000012,2020-05-31,0,,,,156,,,
GB_ENG_E06000013,2020-05-31,0,,,,514,,,
GB_ENG_E06000014,2020-05-31,0,,,,457,,,
GB_ENG_E06000015,2020-05-31,0,,,,591,,,
GB_ENG_E06000016,2020-05-31,0,,,,900,,,
GB_ENG_E06000017,2020-05-31,0,,,,35,,,
GB_ENG_E06000018,2020-05-31,0,,,,611,,,
GB_ENG_E06000019,2020-05-31,0,,,,443,,,
GB_ENG_E06000020,2020-05-31,0,,,,368,,,
GB_ENG_E06000021,2020-05-31,1,,,,777,,,
GB_ENG_E06000022,2020-05-31,0,,,,233,,,
GB_ENG_E06000023,2020-05-31,0,,,,707,,,
GB_ENG_E06000024,2020-05-31,0,,,,450,,,
GB_ENG_E06000025,2020-05-31,0,,,,403,,,
GB_ENG_E06000026,2020-05-31,0,,,,358,,,
GB_ENG_E06000027,2020-05-31,0,,,,221,,,
GB_ENG_E06000030,2020-05-31,0,,,,454,,,
GB_ENG_E06000031,2020-05-31,0,,,,427,,,
GB_ENG_E06000032,2020-05-31,0,,,,757,,,
GB_ENG_E06000033,2020-05-31,0,,,,405,,,
GB_ENG_E06000034,2020-05-31,0,,,,338,,,
GB_ENG_E06000035,2020-05-31,0,,,,766,,,
GB_ENG_E06000036,2020-05-31,0,,,,256,,,
GB_ENG_E06000037,2020-05-31,0,,,,379,,,
GB_ENG_E06000038,2020-05-31,0,,,,586,,,
GB_ENG_E06000039,2020-05-31,0,,,,454,,,
GB_ENG_E06000040,2020-05-31,0,,,,292,,,
GB_ENG_E06000041,2020-05-31,0,,,,446,,,
GB_ENG_E06000042,2020-05-31,0,,,,509,,,
GB_ENG_E06000043,2020-05-31,0,,,,441,,,
GB_ENG_E06000044,2020-05-31,0,,,,320,,,
GB_ENG_E06000045,2020-05-31,0,,,,589,,,
GB_ENG_E06000046,2020-05-31,0,,,,199,,,
GB_ENG_E06000047,2020-05-31,0,,,,2012,,,
GB_ENG_E06000049,2020-05-31,0,,,,1238,,,
GB_ENG_E06000050,2020-05-31,0,,,,1145,,,
GB_ENG_E06000051,2020-05-31,1,,,,812,,,
GB_ENG_E06000052,2020-05-31,0,,,,576,,,
GB_ENG_E06000054,2020-05-31,0,,,,532,,,
GB_ENG_E06000055,2020-05-31,0,,,,654,,,
GB_ENG_E06000056,2020-05-31,0,,,,641,,,
GB_ENG_E06000057,2020-05-31,0,,,,1009,,,
GB_ENG_E06000058,2020-05-31,0,,,,481,,,
GB_ENG_E06000059,2020-05-31,0,,,,365,,,
GB_ENG_E08000001,2020-05-31,0,,,,1019,,,
GB_ENG_E08000002,2020-05-31,0,,,,761,,,
GB_ENG_E08000003,2020-05-31,0,,,,1584,,,
GB_ENG_E08000004,2020-05-31,0,,,,1079,,,
GB_ENG_E08000005,2020-05-31,0,,,,794,,,
GB_ENG_E08000006,2020-05-31,0,,,,930,,,
GB_ENG_E08000007,2020-05-31,1,,,,1054,,,
GB_ENG_E08000008,2020-05-31,0,,,,735,,,
GB_ENG_E08000009,2020-05-31,0,,,,829,,,
GB_ENG_E08000010,2020-05-31,0,,,,1207,,,
GB_ENG_E08000011,2020-05-31,1,,,,668,,,
GB_ENG_E08000012,2020-05-31,0,,,,1629,,,
GB_ENG_E08000013,2020-05-31,0,,,,754,,,
GB_ENG_E08000014,2020-05-31,0,,,,933,,,
GB_ENG_E08000015,2020-05-31,0,,,,1293,,,
GB_ENG_E08000016,2020-05-31,0,,,,968,,,
GB_ENG_E08000017,2020-05-31,0,,,,786,,,
GB_ENG_E08000018,2020-05-31,0,,,,979,,,
GB_ENG_E08000019,2020-05-31,0,,,,2542,,,
GB_ENG_E08000021,2020-05-31,0,,,,1062,,,
GB_ENG_E08000022,2020-05-31,0,,,,616,,,
GB_ENG_E08000023,2020-05-31,0,,,,744,,,
GB_ENG_E08000024,2020-05-31,0,,,,1380,,,
GB_ENG_E08000025,2020-05-31,0,,,,3237,,,
GB_ENG_E08000026,2020-05-31,0,,,,806,,,
GB_ENG_E08000027,2020-05-31,0,,,,878,,,
GB_ENG_E08000028,2020-05-31,0,,,,1033,,,
GB_ENG_E08000029,2020-05-31,0,,,,667,,,
GB_ENG_E08000030,2020-05-31,0,,,,1089,,,
GB_ENG_E08000031,2020-05-31,0,,,,998,,,
GB_ENG_E08000032,2020-05-31,4,,,,1332,,,
GB_ENG_E08000033,2020-05-31,0,,,,294,,,
GB_ENG_E08000034,2020-05-31,1,,,,757,,,
GB_ENG_E08000035,2020-05-31,0,,,,1835,,,
GB_ENG_E08000036,2020-05-31,0,,,,748,,,
GB_ENG_E08000037,2020-05-31,0,,,,1004,,,
GB_ENG_E09000001,2020-05-31,0,,,,17,,,
GB_ENG_E09000002,2020-05-31,0,,,,497,,,
GB_ENG_E09000003,2020-05-31,0,,,,1298,,,
GB_ENG_E09000004,2020-05-31,0,,,,720,,,
GB_ENG_E09000005,2020-05-31,0,,,,1471,,,
GB_ENG_E09000006,2020-05-31,0,,,,1279,,,
GB_ENG_E09000007,2020-05-31,0,,,,629,,,
GB_ENG_E09000008,2020-05-31,0,,,,1511,,,
GB_ENG_E09000009,2020-05-31,0,,,,1202,,,
GB_ENG_E09000010,2020-05-31,0,,,,888,,,
GB_ENG_E09000011,2020-05-31,0,,,,700,,,
GB_ENG_E09000012,2020-05-31,0,,,,649,,,
GB_ENG_E09000013,2020-05-31,0,,,,664,,,
GB_ENG_E09000014,2020-05-31,0,,,,596,,,
GB_ENG_E09000015,2020-05-31,0,,,,1030,,,
GB_ENG_E09000016,2020-05-31,0,,,,711,,,
GB_ENG_E09000017,2020-05-31,0,,,,782,,,
GB_ENG_E09000018,2020-05-31,0,,,,731,,,
GB_ENG_E09000019,2020-05-31,0,,,,462,,,
GB_ENG_E09000020,2020-05-31,0,,,,498,,,
GB_ENG_E09000021,2020-05-31,0,,,,523,,,
GB_ENG_E09000022,2020-05-31,0,,,,1210,,,
GB_ENG_E09000023,2020-05-31,0,,,,983,,,
GB_ENG_E09000024,2020-05-31,0,,,,696,,,
GB_ENG_E09000025,2020-05-31,0,,,,1005,,,
GB_ENG_E09000026,2020-05-31,0,,,,758,,,
GB_ENG_E09000027,2020-05-31,0,,,,410,,,
GB_ENG_E09000028,2020-05-31,0,,,,1272,,,
GB_ENG_E09000029,2020-05-31,0,,,,741,,,
GB_ENG_E09000030,2020-05-31,0,,,,633,,,
GB_ENG_E09000031,2020-05-31,0,,,,769,,,
GB_ENG_E09000032,2020-05-31,0,,,,997,,,
GB_ENG_E09000033,2020-05-31,0,,,,657,,,
GB_ENG_E10000002,2020-05-31,0,,,,1005,,,
GB_ENG_E10000003,2020-05-31,0,,,,1179,,,
GB_ENG_E10000006,2020-05-31,0,,,,2210,,,
GB_ENG_E10000007,2020-05-31,0,,,,1707,,,
GB_ENG_E10000008,2020-05-31,0,,,,815,,,
GB_ENG_E10000011,2020-05-31,0,,,,717,,,
GB_ENG_E10000012,2020-05-31,1,,,,3252,,,
GB_ENG_E10000013,2020-05-31,0,,,,1374,,,
GB_ENG_E10000014,2020-05-31,1,,,,3336,,,
GB_ENG_E10000015,2020-05-31,0,,,,2889,,,
GB_ENG_E10000016,2020-05-31,0,,,,5008,,,
GB_ENG_E10000017,2020-05-31,0,,,,3630,,,
GB_ENG_E10000018,2020-05-31,0,,,,1305,,,
GB_ENG_E10000019,2020-05-31,0,,,,1111,,,
GB_ENG_E10000020,2020-05-31,0,,,,2171,,,
GB_ENG_E10000021,2020-05-31,0,,,,1512,,,
GB_ENG_E10000023,2020-05-31,0,,,,1304,,,
GB_ENG_E10000024,2020-05-31,0,,,,1415,,,
GB_ENG_E10000025,2020-05-31,0,,,,2074,,,
GB_ENG_E10000027,2020-05-31,0,,,,698,,,
GB_ENG_E10000028,2020-05-31,0,,,,2256,,,
GB_ENG_E10000029,2020-05-31,0,,,,1505,,,
GB_ENG_E10000030,2020-05-31,0,,,,2925,,,
GB_ENG_E10000031,2020-05-31,0,,,,1450,,,
GB_ENG_E10000032,2020-05-31,0,,,,1329,,,
GB_ENG_E10000034,2020-05-31,0,,,,1379,,,
GB_NIR,2020-06-01,0,0,,1,4728,524,,53121
GB_NIR_N09000001,2020-06-01,2,,,,407,,,
GB_NIR_N09000002,2020-06-01,1,,,,533,,,
GB_NIR_N09000003,2020-06-01,6,,,,1309,,,
GB_NIR_N09000004,2020-06-01,1,,,,243,,,
GB_NIR_N09000005,2020-06-01,0,,,,160,,,
GB_NIR_N09000006,2020-06-01,0,,,,82,,,
GB_NIR_N09000007,2020-06-01,1,,,,438,,,
GB_NIR_N09000008,2020-06-01,0,,,,325,,,
GB_NIR_N09000009,2020-06-01,0,,,,250,,,
GB_NIR_N09000010,2020-06-01,0,,,,288,,,
GB_NIR_N09000011,2020-06-01,1,,,,351,,,
GB_SCT,2020-06-01,18,1,,937,15418,2363,,115259
GB_SCT_S08000015,2020-06-01,1,,,,1061,,,
GB_SCT_S08000016,2020-06-01,0,,,,325,,,
GB_SCT_S08000017,2020-06-01,0,,,,260,,,
